"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","실험실면적","사업장구분명","영업소면적","위탁업체명","실험실지역코드","실험실우편번호","실험실산","실험실번지","실험실호","실험실통","실험실반","실험실특수주소","실험실특수주소동","실험실특수주소호","실험실도로명주소시군구코드","실험실도로명주소읍면동코드","실험실도로명주소읍면동구분","실험실도로명주소코드","실험실도로명특수주소","실험실도로명주소건물층구분","실험실도로명주소건물본번호","실험실도로명주소건물부번호","실험실도로명주소우편번호",
"114","환경측정대행업","09_30_17_P","3930000","393000066202600001","2026-01-13","","01","영업/정상","BBBB","영업","","","","","031-494-9191","","","경기도 안산시 단원구 고잔동 729-9 Win-Win프라자","경기도 안산시 단원구 광덕4로 260, Win-Win프라자 4층 (고잔동)","15464","보성환경이엔텍(주)","2026-01-14 10:31:48","I","2026-01-16 00:20:02","","185871.930223931","423597.658528151","0","측정대행업","0","","4127310100","","1","729","9","","","Win-Win프라자","","","41273","4127310100","1","3190012","Win-Win프라자 4층 (고잔동)","0","260","","15464",
"115","환경측정대행업","09_30_17_P","6410000","641000008202600006","2026-01-14","","01","영업/정상","N","신규","","","","","","","","경기도 광명시 철산동 626-3 광명테크노타운 701호","경기도 광명시 안양천로502번길 15, 광명테크노타운 701호 (철산동)","","(주)한솔환경산업","2026-01-14 16:23:27","I","2026-01-16 00:20:02","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"116","환경측정대행업","09_30_17_P","6410000","641000008202600007","2026-01-14","","01","영업/정상","N","신규","","","","","","","","경기도 광명시 철산동 626-3 광명테크노타운 701호","경기도 광명시 안양천로502번길 15, 광명테크노타운 701호 (철산동)","","(주)한솔환경산업","2026-01-14 16:24:27","I","2026-01-16 00:20:02","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"117","환경측정대행업","09_30_17_P","6440000","644000008202200004","2025-05-09","","01","영업/정상","N","신규","","","","","","","31408","충청남도 아산시 둔포면 석곡리 1953번지","충청남도 아산시 둔포면 아산밸리로388번길 42, 3층","31408","(주)위즈테크놀러지","2025-05-09 16:44:21","I","2026-01-16 00:20:02","","205124.887364199","378339.359920967","","","","","","","","","","","","","","","","","","","","","","","",
"118","환경측정대행업","09_30_17_P","3930000","393000066201900001","2019-01-03","","01","영업/정상","BBBB","영업","","","","","031-495-4902","","","경기도 안산시 단원구 초지동 742-2 키즈타워2","경기도 안산시 단원구 원포공원1로 64, 키즈타워2 201,203,206,207호 (초지동)","15455","케이비엔텍(주)","2026-01-14 17:55:37","U","2026-01-16 02:40:00","","183165.555491372","422378.87289029","0","측정대행업","0","","4127310700","","1","742","2","","","키즈타워2","","201,2","41273","4127310700","1","3191064","키즈타워2 201,203,207호 (초지동)","0","64","","15455",
"119","환경측정대행업","09_30_17_P","3930000","393000066201900002","2019-01-03","","01","영업/정상","BBBB","영업","","","","","031-495-4902","","","경기도 안산시 단원구 초지동 742-2 키즈타워2","경기도 안산시 단원구 원포공원1로 64, 키즈타워2 201,203,206,207호 (초지동)","15455","케이비엔텍(주)","2026-01-14 17:55:27","U","2026-01-16 02:40:00","","183165.555491372","422378.87289029","0","측정대행업","0","","4127310700","","1","742","2","","","키즈타워2","","","41273","4127310700","1","3191064","키즈타워2 201호 (초지동)","0","64","","15455",
"120","환경측정대행업","09_30_17_P","3200000","320000066201700001","2017-11-16","","01","영업/정상","BBBB","영업","","","","","025830203","","","서울특별시 관악구 봉천동 1729-1 그린빌딩 3~6층","서울특별시 관악구 청림3길 9, 3~6층 (봉천동)","08732","(주)푸른환경산업연구소","2026-01-14 13:01:44","U","2026-01-16 02:40:00","","196293.25961572","442941.188639656","0","측정대행업","0","","1162010100","","1","1729","1","","","그린빌딩 3~6층","","","11620","1162010100","1","4160731","3~6층 (봉천동)","0","9","","08732",
"121","환경측정대행업","09_30_17_P","3930000","393000066201900026","2019-01-04","","01","영업/정상","BBBB","영업","","","","","0315019811","","","경기도 안산시 상록구 사동 1496-3 인바이오텍(주)","경기도 안산시 상록구 선진6길 22, 인바이오텍(주) (사동)","15633","인바이오텍(주)","2026-01-14 17:56:14","U","2026-01-16 02:40:00","","186216.5","419933.58","356","측정대행업","0","","4127110300","","1","1496","3","","","인바이오텍(주)","","","41271","4127110300","1","4370238","인바이오텍(주) (사동)","0","22","","15633",
"122","환경측정대행업","09_30_17_P","5310000","531000066200600001","2006-05-10","","01","영업/정상","BBBB","영업","","","","","055-744-2552","","","경상남도 진주시 대곡면 덕곡리 178","경상남도 진주시 대곡면 진의로 696","","(주)상록엔바이로","2026-01-14 16:41:00","U","2026-01-16 02:40:00","","308792.620812224","193868.217584218","92","측정대행업","0","","4817040028","660911","1","","","","","178","","","48170","4817040000","0","3332082","","0","696","","660910",
"123","환경측정대행업","09_30_17_P","3160000","316000066201000003","2010-03-23","","01","영업/정상","BBBB","영업","","","","","028513811","","","서울특별시 구로구 구로동 197-22 에이스테크노타워5차 209호","서울특별시 구로구 디지털로31길 20, 209호 (구로동, 에이스테크노타워5차)","152-766","(주)청룡환경","2026-01-14 15:23:02","U","2026-01-16 02:40:00","","190571.928127507","442598.144798533","0","측정대행업","0","","1153010200","","1","197","22","","","","","","11530","1153010200","1","4148335","(구로동)","0","20","","",
"124","환경측정대행업","09_30_17_P","3930000","393000066201900024","2019-01-04","","01","영업/정상","BBBB","영업","","","","","0315019811","","","경기도 안산시 상록구 사동 1496-3 인바이오텍(주)","경기도 안산시 상록구 선진6길 22, 인바이오텍(주) (사동)","15633","인바이오텍(주)","2026-01-14 17:56:07","U","2026-01-16 02:40:00","","186216.5","419933.58","0","측정대행업","0","","4127110300","","1","1496","3","","","인바이오텍(주)","","","41271","4127110300","1","4370238","인바이오텍(주) (사동)","0","22","","15633",
"125","환경측정대행업","09_30_17_P","5710000","571000066201900013","2019-04-08","","01","영업/정상","BBBB","영업","","","","","043-711-8821","","","충청북도 청주시 청원구 오창읍 양청리 686-1","충청북도 청주시 청원구 오창읍 양청3길 21 (FITI오창산업환경시험센터)","28115","(재)FITI시험연구원","2026-01-14 11:49:55","U","2026-01-16 02:40:00","","238083.520536194","358334.742472312","0","측정대행업","0","","4311425345","","1","686","1","","","FITI오창산업환경시험센터","","","43114","4311425345","0","4520432","FITI오창산업환경시험센터","0","21","","28115",
"126","환경측정대행업","09_30_17_P","3830000","383000066201800003","2018-12-26","","01","영업/정상","BBBB","영업","","","","","","","","경기도 안양시 동안구 관양동 224-5 대륭테크노타운15차 1712,호","경기도 안양시 동안구 시민대로 401, 대륭테크노타운15차 1712,2107,401,2103호 (관양동)","14057","(주)대현환경","2026-01-14 09:46:36","U","2026-01-16 02:40:00","","197692.013396525","432777.290185295","0","측정대행업","0","","4117310200","","1","861","","","","","","","41173","4117310200","1","4349128","(관양동)","0","14","","14057",
"127","환경측정대행업","09_30_17_P","3930000","393000066201900037","2019-12-16","","01","영업/정상","BBBB","영업","","","","","031-413-4903","","","경기도 안산시 단원구 초지동 742-2 키즈타워2","경기도 안산시 단원구 원포공원1로 64, 키즈타워2 402호 (초지동)","15455","케비환경기술(주)","2026-01-14 17:55:45","U","2026-01-16 02:40:00","","183165.555491372","422378.87289029","0","측정대행업","0","","4127310700","","1","742","2","","","키즈타워2","","","41273","4127310700","1","3191064","키즈타워2 204호 (초지동)","0","64","","15455",
"128","환경측정대행업","09_30_17_P","6410000","641000008202500241","2026-01-14","","01","영업/정상","N","신규","","","","","","","","경기도 의정부시 고산동 996-2 한강듀클래스의정부고산 씨동 814호","경기도 의정부시 문화로 10, 한강듀클래스의정부고산 씨동 814호 (고산동)","","(주)청담이엠텍","2026-01-14 13:26:15","U","2026-01-16 02:40:00","","","","0","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"129","환경측정대행업","09_30_17_P","3930000","393000066202000004","2020-08-12","","01","영업/정상","BBBB","영업","","","","","031-407-2084","","","경기도 안산시 상록구 사동 1639-20","경기도 안산시 상록구 해양3로 15 (사동)","15596","(주)한국EHS연구소","2026-01-14 17:55:59","U","2026-01-16 02:40:00","","184702.325981498","420438.075575488","86","측정대행업","0","","4127110300","","1","1639","20","","","","","","41271","4127110300","1","3352758","(사동)","0","15","","15596",
"130","환경측정대행업","09_30_17_P","3930000","393000066202000006","2020-11-16","","01","영업/정상","BBBB","영업","","","","","031-410-2312","","","경기도 안산시 단원구 고잔동 724-4 부원프라자","경기도 안산시 단원구 광덕4로 180, 부원프라자 202,203호 (고잔동)","15462","(주)에스텍코리아","2026-01-14 17:55:53","U","2026-01-16 02:40:00","","185094.720697762","423639.954558559","98","측정대행업","0","","4127310100","","1","724","4","","","부원프라자","","","41273","4127310100","1","3190012","부원프라자 203호 (고잔동)","0","180","","15462",
"131","환경측정대행업","09_30_17_P","6500000","650000008202500002","2026-01-14","","01","영업/정상","N","신규","","","","","","","63220","제주특별자치도 제주시 도남동 705-5","제주특별자치도 제주시 복지로3길 1-4, 2층 (도남동)","63220","제주환경기술","2026-01-14 08:54:05","U","2026-01-16 02:40:00","","155616.195","-685.445000000298","70.1","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"132","환경측정대행업","09_30_17_P","6500000","650000008202500003","2026-01-14","","01","영업/정상","N","신규","","","","","","","63220","제주특별자치도 제주시 도남동 705-5","제주특별자치도 제주시 복지로3길 1-4, 2층 (도남동)","63220","제주환경기술","2026-01-14 08:54:16","U","2026-01-16 02:40:00","","155616.195","-685.445000000298","70.1","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"133","환경측정대행업","09_30_17_P","4060000","406000066202500001","2025-06-26","","01","영업/정상","BBBB","영업","","","","","0319750851","","","경기도 파주시 조리읍 뇌조리 126-6","경기도 파주시 조리읍 뇌조로108번길 83 (뇌조리 126-6)","10950","세계이엔지(주)","2026-01-14 11:37:32","U","2026-01-16 02:40:00","","183926.421937175","472291.163797512","0","측정대행업","0","","4148026222","","1","126","6","","","","","","41480","4148026222","0","4418106","","0","83","","10950",
"134","환경측정대행업","09_30_17_P","3780000","378000066202200004","2022-08-31","","01","영업/정상","BBBB","영업","","","","","031-8039-5544","","","경기도 성남시 중원구 도촌동 563 도촌대덕프라자","경기도 성남시 중원구 도촌로 12, 도촌대덕프라자 207, 605, 606, 607호 (도촌동)","13426","(주)진성환경보건센터","2026-01-14 17:52:12","U","2026-01-16 02:40:00","","213275.563722167","434797.825432696","0","측정대행업","0","","4113310700","","1","563","","","","도촌대덕프라자","","","41133","4113310700","1","3179007","도촌대덕프라자 605, 606, 607호 (도촌동)","0","12","","13426",
"135","환경측정대행업","09_30_17_P","6460000","646000008202300077","2026-01-14","","01","영업/정상","N","신규","","","","","","","","전라남도 여수시 선원동 509-30","전라남도 여수시 반월1길 14-7 (선원동)","","제이에이치주식회사","2026-01-14 14:24:17","U","2026-01-16 02:40:00","","","","213.51","측정대행업","0","","","","","","","","","","","","","","","","","","","","",
"136","환경측정대행업","09_30_17_P","3940000","394000066202200001","2022-05-17","","01","영업/정상","BBBB","영업","","","","","0319380641","","","경기도 고양시 일산동구 백석동 1141-1 일산테크노타운, 504호","경기도 고양시 일산동구 일산로 138, 일산테크노타운 504호 (백석동)","10442","(주)새롬환경기술","2026-01-14 13:57:36","U","2026-01-16 02:40:00","","181835.358338529","460894.742344229","0","측정대행업","0","","4128510600","","1","1141","1","","","일산테크노타운","","","41285","4128510600","1","3193028","일산테크노타운 504호 (백석동)","0","138","","10442",
"137","환경측정대행업","09_30_17_P","5710000","571000066202100005","2021-01-07","","01","영업/정상","BBBB","영업","","","","","0432672599","","","충청북도 청주시 서원구 모충동 512-14","충청북도 청주시 서원구 창직로88번길 44 (모충동)","28658","충청산업보건연구원(주)","2022-07-13 09:33:13","D","2026-01-16 16:51:25","","242087.396134163","347596.149234366","29","측정대행업","0","","4311210300","","1","512","14","","","","","","43112","4311210300","1","4511906","(모충동)","0","44","","28658",
"138","환경측정대행업","09_30_17_P","6310000","631000008202600004","2026-01-15","","01","영업/정상","N","신규","","","","","","","44774","울산광역시 남구 선암동 592-9","울산광역시 남구 두왕로34번길 14, 태화빌딩 3층 (선암동)","44774","태화환경기술(주)","2026-01-15 10:01:32","I","2026-01-17 00:20:02","","","","84.03","측정대행업","0","","3114010900","44774","0","592","9","","","","","","31140","3114010900","1","4310236","태화빌딩","0","14","0","44774",
"139","환경측정대행업","09_30_17_P","6280000","628000008201900002","2026-01-15","","01","영업/정상","N","신규","","","","","","","21557","인천광역시 남동구 구월동 1135-3 부강프라자 701호","인천광역시 남동구 예술로226번길 9, 부강프라자 701호 (구월동)","21557","(주)남인천종합환경연구원","2026-01-15 20:14:04","U","2026-01-17 02:40:00","","173600.081946458","439181.040288327","0","측정대행업","0","","2820010100","21557","0","1135","3","","","부강프라자","","701","28200","2820010100","1","4259540","부강프라자","0","9","0","21557",
"140","환경측정대행업","09_30_17_P","6270000","627000008202000003","2026-01-15","","01","영업/정상","N","신규","","","","","","","704-932","대구광역시 달서구 죽전동   372번지","대구광역시 달서구 평리로 92 (죽전동)","704-932","대동환경측정","2026-01-15 15:08:22","U","2026-01-17 02:40:00","","338701.951391299","262918.244448919","0","측정대행업","0","","2729011200","704932","1","372","","","","","","","27290","2729011200","1","3143015","","0","92","","704932",
"141","환경측정대행업","09_30_17_P","3170000","317000066202000001","2020-01-08","","01","영업/정상","BBBB","영업","","","","","02-867-5999","","","서울특별시 금천구 가산동 319 호서대벤처타워","서울특별시 금천구 가산디지털1로 70, 호서대벤처타워 (가산동)","08590","(주)가림환경연구소","2026-01-15 09:14:55","U","2026-01-17 02:40:00","","189841.076534283","441127.322443807","0","측정대행업","0","","1154510100","","1","319","","","","호서대벤처타워","","","11545","1154510100","1","3117001","호서대벤처타워 1006호 (가산동)","0","70","","08590",
"142","환경측정대행업","09_30_17_P","3100000","310000066202100001","2021-12-24","","01","영업/정상","BBBB","영업","","","","","","","","서울특별시 노원구 상계동 716-3 중앙빌딩","서울특별시 노원구 노해로 491, 중앙빌딩 (상계동)","01695","유성NVC","2026-01-15 12:03:28","U","2026-01-17 02:40:00","","205457.262344455","461407.049044413","0","측정대행업","0","","1135010500","","1","716","3","","","중앙빌딩","","","11350","1135010500","1","3005047","중앙빌딩 4층 (상계동)","0","491","","01695",
"143","환경측정대행업","09_30_17_P","5020000","502000066202100001","2021-12-29","","01","영업/정상","BBBB","영업","","","","","0547260072","","","경상북도 포항시 남구 대잠동 912-4 3층","경상북도 포항시 남구 새천년대로 476, 3층 (대잠동)","37759","대한보건환경연구소(주)","2026-01-15 09:53:04","U","2026-01-17 02:40:00","","411550.887874972","282241.018742443","92","측정대행업","0","","4711111600","","1","912","4","","","학림빌딩 3층","","","47111","4711111600","1","2303001","학림빌딩 3층 (대잠동)","0","476","","37759",
"144","환경측정대행업","09_30_17_P","3170000","317000066202300001","2023-03-23","","01","영업/정상","BBBB","영업","","","","","02-849-5740","","","서울특별시 금천구 가산동 554-2","서울특별시 금천구 가산디지털2로 43-14, 329호 (가산동)","08588","(주)한경이테크","2026-01-15 09:15:00","U","2026-01-17 02:40:00","","189450.60600488","441142.645065053","0","측정대행업","0","","1154510100","","1","554","2","","","","","","11545","1154510100","1","3117002","329호 (가산동)","0","43","14","08588",
"145","환경측정대행업","09_30_17_P","3740000","374000066202000001","2020-02-07","","01","영업/정상","BBBB","영업","","","","","223-0044","","","경기도 수원시 권선구 세류동 1125-1 혜성 빌딩","경기도 수원시 권선구 세지로4번길 18, 혜성 빌딩 (세류동)","16589","혜성크린텍크 주식회사","2026-01-15 13:59:49","U","2026-01-17 02:40:00","","201285.950433738","416683.806401347","68","측정대행업","0","","4111313700","","1","989","1","","","","","","41113","4111313700","1","2012008","2층 (권선동)","0","355","","16565",
"146","환경측정대행업","09_30_17_P","4641000","464100066201900006","2019-03-29","","01","영업/정상","BBBB","영업","","","","","0632251242","","","전북특별자치도 전주시 덕진구 여의동 654-1 전북산업보건센터","전북특별자치도 전주시 덕진구 기린대로 1030, 전북산업보건센터 (여의동)","54850","(사)대한산업보건협회 전북지역본부","2026-01-15 16:50:34","U","2026-01-17 02:40:00","보건업","206600.980020433","263133.671791272","18","측정대행업","0","","5211313000","","1","654","1","","","전북산업보건센터","","","52113","5211313000","1","2266001","전북산업보건센터 (여의동)","0","1030","","54850",
"147","환경측정대행업","09_30_17_P","3170000","317000066202000003","2020-08-06","","01","영업/정상","BBBB","영업","","","","","02-867-5999","","","서울특별시 금천구 가산동 319 호서대벤처타워","서울특별시 금천구 가산디지털1로 70, 호서대벤처타워 1006호 (가산동)","08590","(주)가림환경연구소","2026-01-15 09:14:48","U","2026-01-17 02:40:00","","189841.076534283","441127.322443807","0","측정대행업","0","","1154510100","","1","319","","","","호서대벤처타워","","","11545","1154510100","1","3117001","호서대벤처타워 (가산동)","0","70","","08590",
"148","환경측정대행업","09_30_17_P","3740000","374000066202000004","2020-06-17","","01","영업/정상","BBBB","영업","","","","","223-0044","","","경기도 수원시 권선구 권선동 989-1","경기도 수원시 권선구 경수대로 355, 3층 (권선동)","","혜성크린텍크 주식회사","2026-01-15 13:59:37","U","2026-01-17 02:40:00","","201934.829246138","417388.591223299","0","측정대행업","0","","4111313700","","1","989","1","","","","","","41113","4111313700","1","2012008","2층 (권선동)","0","355","","16565",
