"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","회원모집총인원","세부업종명","법인명",
"145","당구장업","10_32_01_P","4010000","CDFH3301082012000006","2012-04-23","","03","폐업","03","폐업","2026-01-09","","","","","","429-831","경기도 시흥시 신천동 772-1 2층","경기도 시흥시 수인로3335번길 14-1 (신천동)","14950","SBS당구클럽","2026-01-12 17:18:58","U","2026-01-14 02:40:00","","181082.211104601","437356.240146392","당구장업","사립","","0","0","1144.15","0","","",
"146","당구장업","10_32_01_P","5380000","CDFH3301082021000004","2021-12-29","","03","폐업","03","폐업","2024-12-27","","","","","","","경상남도 양산시 북정동 445-18","경상남도 양산시 북정중앙로 47, 1층 (북정동)","50570","아시아당구장","2026-01-12 14:01:00","U","2026-01-14 02:40:00","","386121.788765858","208962.703672668","당구장업","사립","","0","0","0","0","","",
"147","당구장업","10_32_01_P","3230000","CDFH3301082009000009","2009-03-04","","03","폐업","03","폐업","2023-05-31","","","","418-8965","","","서울특별시 송파구 잠실동 193 태원빌딩 3층","서울특별시 송파구 백제고분로7길 14 (잠실동, 태원빌딩)","05561","히든큐당구클럽","2026-01-12 17:34:50","U","2026-01-14 02:40:00","","207041.476516961","445344.568936527","당구장업","사립","","0","0","3688.76","0","","",
"148","당구장업","10_32_01_P","3620000","CDFH3301082025000002","2025-12-22","","01","영업/정상","13","영업중","","","","","","","","광주광역시 북구 오룡동 1110-40","광주광역시 북구 첨단과기로208번길 17-19, 1층 (오룡동)","61011","광주캐롬클럽","2026-01-12 09:56:49","U","2026-01-14 02:40:00","","186466.931307748","191806.014157155","당구장업","사립","","0","0","0","0","","",
"149","당구장업","10_32_01_P","5530000","CDFH3301082019000025","2019-11-22","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 남양읍 남양리 1276-5","경기도 화성시 남양읍 남양시장로 105, 401호","18258","콜로세움(Coliseum)","2026-01-12 13:44:23","U","2026-01-14 02:40:00","","183997.286661059","412150.82253208","당구장업","사립","","0","0","0","0","","",
"150","당구장업","10_32_01_P","3560000","CDFH3301082025000003","2025-08-21","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 가정동 496-8","인천광역시 서구 원창로229번길 38, 2층 (가정동)","22777","벗 당구클럽","2026-01-12 10:53:38","U","2026-01-14 02:40:00","","171217.78379577","446563.456350668","당구장업","사립","","0","0","0","0","","",
"151","당구장업","10_32_01_P","3560000","CDFH3301082025000004","2025-08-21","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 석남동 537-9","인천광역시 서구 거북로 87, 2층 제1호 (석남동)","22792","대통글로벌 당구장","2026-01-12 10:39:31","U","2026-01-14 02:40:00","","170894.062902232","444623.026029004","당구장업","사립","","0","0","0","0","","",
"152","당구장업","10_32_01_P","3050000","CDFH3301082025000004","2025-09-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 회기동 107-16","서울특별시 동대문구 회기로13길 18, 2층 (회기동)","02454","17당구장","2026-01-12 17:05:36","U","2026-01-14 02:40:00","","204445.276815333","454441.691982315","당구장업","사립","","0","0","0","0","","",
"153","당구장업","10_32_01_P","3910000","CDFH3301082025000002","2025-09-22","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 장안동 437-1","경기도 평택시 추담로 58-59, 2층 (장안동)","17731","라팔 빌리어드 클럽","2026-01-12 14:18:03","U","2026-01-14 02:40:00","","206892.603552815","395477.498931112","당구장업","사립","","0","1","1248.76","0","","",
"154","당구장업","10_32_01_P","3310000","CDFH3301082023000001","2023-01-10","","03","폐업","03","폐업","2026-01-12","","","","051-627-0444","","","부산광역시 남구 대연동 1747-26","부산광역시 남구 유엔평화로 10, 2층 (대연동)","48493","아르떼 당구클럽","2026-01-12 16:25:12","U","2026-01-14 02:40:00","","390576.823239237","183678.492490153","당구장업","사립","","0","1","611.4","0","","",
"155","당구장업","10_32_01_P","3300000","CDFH3301082009000003","2009-04-09","","03","폐업","03","폐업","2026-01-12","","","","558-6775","","607-835","부산광역시 동래구 온천동 751-24 2층","부산광역시 동래구 중앙대로1367번길 48 (온천동,2층)","","모아당구장","2026-01-12 16:46:25","U","2026-01-14 02:40:00","","388929.811341992","192069.606721248","당구장업","사립","","0","1","1745.09","0","","",
"156","당구장업","10_32_01_P","5670000","CDFH3301082025000003","2025-05-07","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 마산합포구 산호동 36-20","경상남도 창원시 마산합포구 산호남로 2-1, 2층 (산호동)","51332","대운 당구클럽","2026-01-12 14:03:13","U","2026-01-14 02:40:00","","343825.986711411","192097.887055898","당구장업","사립","","0","0","0","0","","",
"157","당구장업","10_32_01_P","3560000","CDFH3301082025000001","2025-07-03","","01","영업/정상","13","영업중","","","","","032-561-3972","","","인천광역시 서구 청라동 157-21 청라한신더휴커낼웨이","인천광역시 서구 청라커낼로260번길 27, 청라한신더휴커낼웨이 B123~B126호 (청라동)","22762","뉴빌스퀘어 당구클럽","2026-01-12 10:52:08","U","2026-01-14 02:40:00","","168769.960763554","447843.914787161","당구장업","사립","","0","0","0","0","","",
"158","당구장업","10_32_01_P","3560000","CDFH3301082025000002","2025-07-17","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 청라동 165-12 지젤엠청라","인천광역시 서구 청라에메랄드로 99, 지젤엠청라 2층 211,212호 (청라동)","22738","위너 캐롬 클럽","2026-01-12 10:41:53","U","2026-01-14 02:40:00","","169500","447993.88","당구장업","사립","","0","0","0","0","","",
"159","당구장업","10_32_01_P","5570000","CDFH3301082025000001","2025-05-23","","01","영업/정상","13","영업중","","","","","","","","충청북도 증평군 증평읍 초중리 547-3","충청북도 증평군 증평읍 초중12길 41, 2층","27939","팔도당구장","2026-01-12 10:31:16","U","2026-01-14 02:40:00","","250992.919237376","364597.627493003","당구장업","사립","","0","1","525.86","0","","",
"160","당구장업","10_32_01_P","3420000","CDFH3301082018000003","2018-02-09","","01","영업/정상","13","영업중","","","","","","","","대구광역시 동구 신천동 318-4","대구광역시 동구 동부로22길 65, 2층 (신천동)","41251","팔공BB당구클럽","2026-01-12 16:45:29","U","2026-01-14 02:40:00","","346909.29490528","264609.385447258","당구장업","사립","","0","0","0","0","","",
"161","당구장업","10_32_01_P","4000000","CDFH3301082025000003","2025-04-23","","01","영업/정상","13","영업중","","","","","","","","경기도 오산시 궐동 651-4 은성빌딩","경기도 오산시 궐리사로 80, 은성빌딩 (궐동)","18120","원복당구클럽","2026-01-12 09:21:16","U","2026-01-14 02:40:00","","205339.975596219","406274.362812835","당구장업","사립","","0","0","0","0","","",
"162","당구장업","10_32_01_P","3910000","CDFH3301082025000001","2025-04-30","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 지산동 736-1","경기도 평택시 송탄로 450, 2층 (지산동)","17756","엣지당구클럽","2026-01-12 14:18:57","U","2026-01-14 02:40:00","","205107.774617127","397984.398134134","당구장업","사립","","0","0","0","0","","",
"163","당구장업","10_32_01_P","3230000","CDFH3301082021000001","2021-02-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 오금동 72-9","서울특별시 송파구 마천로 138, 3층 (오금동)","05728","스타 당구장","2026-01-12 16:19:18","U","2026-01-14 02:40:00","","211845.892958695","444710.435411245","당구장업","사립","","0","0","885.04","0","","",
"164","당구장업","10_32_01_P","5540000","CDFH3301082026000002","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 경안동 24-20 경안빌딩","경기도 광주시 경안로 13-1, 경안빌딩 5층 (경안동)","12758","(주) 당구야놀자 광주경안점","2026-01-13 08:59:10","I","2026-01-15 00:20:35","","222898.617234071","434220.536270249","당구장업","사립","","0","0","0","0","","",
"165","당구장업","10_32_01_P","4321000","CDFH3301082026000001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 양구군 양구읍 상리 328-8","강원특별자치도 양구군 양구읍 관공서로 15-5","24524","빌리존 당구클럽","2026-01-13 09:39:18","I","2026-01-15 00:20:35","","286731.449815001","512074.650558289","당구장업","사립","","0","1","467.11","0","","",
"166","당구장업","10_32_01_P","3820000","CDFH3301082026000001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","경기도 의정부시 가능동 669-23","경기도 의정부시 의정로 166, 2층 (가능동)","11681","여의도당구장","2026-01-13 08:41:50","I","2026-01-15 00:20:35","","202985.185065067","471687.874899224","당구장업","사립","","0","0","0","0","","",
"167","당구장업","10_32_01_P","6510000","CDFH3301082026000001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 이도일동 1708-1","제주특별자치도 제주시 중앙로23길 2 (이도일동)","63194","파랑비당구클럽","2026-01-13 11:12:42","I","2026-01-15 00:20:35","","155817.289231938","1257.3349438772","당구장업","사립","","0","0","991.01","0","","",
"168","당구장업","10_32_01_P","3940000","CDFH3301082011000011","2011-05-19","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 일산동 1690","경기도 고양시 일산서구 일청로91번길 20, 나동 201호 (일산동)","10346","두리당구장","2026-01-13 15:45:13","U","2026-01-15 02:40:00","","179970.418012578","465564.670335832","당구장업","사립","","0","0","0","0","","",
"169","당구장업","10_32_01_P","3940000","CDFH3301082016000013","2016-06-10","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산동구 장항동 731-2 남정씨티프라자7차","경기도 고양시 일산동구 고봉로 32-19, 남정씨티프라자7차 3층 301.307.308호 (장항동)","10364","당구왕 대니스","2026-01-13 09:18:33","U","2026-01-15 02:40:00","","179348.487685652","462457.684188948","당구장업","사립","","0","0","13139.87","0","","",
"170","당구장업","10_32_01_P","3930000","CDFH3301082014000001","2014-01-22","","01","영업/정상","13","영업중","","","","","","","426-808","경기도 안산시 상록구 본오동 741-5 301호","경기도 안산시 상록구 본이로 83 (본오동)","15545","프로당구클럽","2026-01-13 15:36:20","U","2026-01-15 02:40:00","","188937.581388956","421443.719022504","당구장업","사립","","","","","","","",
"171","당구장업","10_32_01_P","3050000","CDFH3301082025000006","2025-11-18","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 휘경동 269-26","서울특별시 동대문구 망우로 74, 502호 (휘경동)","02496","KING BILLIARD","2026-01-13 09:50:35","U","2026-01-15 02:40:00","","205348.925812776","454143.207303116","당구장업","사립","","0","0","0","0","","",
"172","당구장업","10_32_01_P","3050000","CDFH3301082025000005","2025-09-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 회기동 33-1","서울특별시 동대문구 회기로21길 44, B동 지하1층 (회기동)","02453","하루이","2026-01-13 09:50:15","U","2026-01-15 02:40:00","","204599.373004139","454552.779662883","당구장업","사립","","0","0","0","0","","",
"173","당구장업","10_32_01_P","4050000","CDFH3301082012000013","2012-09-27","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 처인구 마평동 649-5 2층","경기도 용인시 처인구 금령로 163, 2층 (마평동)","17153","마평당구클럽","2026-01-13 16:18:19","U","2026-01-15 02:40:00","","218957.531118816","414773.64653517","당구장업","사립","","0","0","0","0","","",
"174","당구장업","10_32_01_P","5380000","CDFH3301082021000002","2021-04-07","","03","폐업","03","폐업","2026-01-13","","","","","","","경상남도 양산시 물금읍 가촌리 1286-1","경상남도 양산시 물금읍 야리3길 34, 3층 302~304호","50652","양산DS당구클럽","2026-01-13 17:03:48","U","2026-01-15 02:40:00","","382787.477915895","203458.384875891","당구장업","사립","","0","0","8704.62","0","","",
"175","당구장업","10_32_01_P","3280000","CDFH3301082015000001","2015-03-10","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 동삼동 510-26 경진빌딩","부산광역시 영도구 중리로 46-16, 경진빌딩 501호 (동삼동)","49115","킹당구장","2026-01-13 08:47:10","U","2026-01-15 02:40:00","","388649.274957862","177052.535048738","당구장업","사립","","0","0","0","0","","",
"176","당구장업","10_32_01_P","3420000","CDFH3301082016000008","2016-08-05","","01","영업/정상","13","영업중","","","","","053-425-6786","","","대구광역시 동구 방촌동 1118-118","대구광역시 동구 화랑로 409, 2층 (방촌동)","41164","TBC 당구클럽","2026-01-13 16:30:04","U","2026-01-15 02:40:00","","350637.2727191","265376.494828233","당구장업","사립","","0","1","860.6","0","","",
"177","당구장업","10_32_01_P","4490000","CDFH3301082016000014","2016-07-05","","03","폐업","03","폐업","2026-01-13","","","","","","","충청남도 천안시 동남구 북면 상동리 86-14 중앙아파트상가 210호","충청남도 천안시 동남구 북면 충절로 1456, 210,211,212호 (중앙아파트)","31243","중앙 당구장","2026-01-13 17:10:41","U","2026-01-15 02:40:00","","223952.251329572","363236.867571334","당구장업","사립","","0","0","2102.78","0","","",
"178","당구장업","10_32_01_P","3050000","CDFH3301082025000001","2025-01-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 장안동 342-14 지하1층","서울특별시 동대문구 장한로26길 32, 지하1층 (장안동)","02637","준 당구클럽","2026-01-13 09:49:55","U","2026-01-15 02:40:00","","206412.153025463","452125.329103758","당구장업","사립","","0","0","2404.43","0","","",
"179","당구장업","10_32_01_P","5050000","CDFH3301082026000001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 외동읍 석계리 1444-5","경상북도 경주시 외동읍 관문로 1095-6, 1층","38206","석계당구장","2026-01-14 13:43:32","I","2026-01-16 00:20:02","","408483.731311851","243968.114905845","당구장업","사립","","0","0","0","0","","",
"180","당구장업","10_32_01_P","4830000","CDFH3301082026000001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","전라남도 나주시 이창동 134-43","전라남도 나주시 이창1길 18-1, 2층 (이창동)","58267","T&T BILLIARDS CLUB","2026-01-14 09:00:50","I","2026-01-16 00:20:02","","173668.51567229","166368.897360287","당구장업","사립","","0","0","0","0","","",
"181","당구장업","10_32_01_P","3700000","CDFH3301082026000001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","울산광역시 남구 달동 1266-13","울산광역시 남구 왕생로 35, 3층 (달동)","44718","매치업 당구장 울산 남구점","2026-01-14 11:46:50","I","2026-01-16 00:20:02","","411404.840353126","228825.569161631","당구장업","사립","","0","0","0","0","","",
"182","당구장업","10_32_01_P","3600000","CDFH3301082026000001","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","광주광역시 서구 풍암동 966","광주광역시 서구 풍금로 10, 4층 (풍암동)","62051","동네방네 탁구장","2026-01-14 08:39:42","I","2026-01-16 00:20:02","","187709.271499501","180230.707814178","당구장업","사립","","0","0","0","0","","",
"183","당구장업","10_32_01_P","5370000","CDFH3301082026000002","2026-01-14","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 아주동 214-2","경상남도 거제시 거제대로 3433, 2층 (아주동)","53304","찬찬찬","2026-01-14 16:04:27","I","2026-01-16 00:20:02","","354892.24430969","153315.605346933","당구장업","사립","","0","0","165.29","0","","",
"184","당구장업","10_32_01_P","3510500","CDFH3301082019000003","2019-03-26","","01","영업/정상","13","영업중","","","","","","","","인천광역시 미추홀구 용현동 628-62 풍림하나로쇼핑센타","인천광역시 미추홀구 토금중로 13, 풍림하나로쇼핑센타 2층 (용현동)","22186","하나로 당구 클럽","2026-01-14 09:49:47","U","2026-01-16 02:40:00","","167688.085613053","439146.239331465","당구장업","사립","","","","","","","",
"185","당구장업","10_32_01_P","5540000","CDFH3301082019000005","2019-04-11","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 도척면 진우리 470-4 현빌딩 2층","경기도 광주시 도척면 도척로 334, 현빌딩 2층","12814","하이런 당구","2026-01-14 18:51:56","U","2026-01-16 02:40:00","","229703.779074437","424607.558871858","당구장업","사립","","","","799.58","","","",
"186","당구장업","10_32_01_P","3560000","CDFH3301082019000005","2019-07-24","","03","폐업","03","폐업","2026-01-14","","","","","","","인천광역시 서구 심곡동 246-4 진수빌딩","인천광역시 서구 서곶로301번길 13, 진수빌딩 5층 (심곡동)","22726","펍큐당구클럽인천서구청점","2026-01-14 13:28:59","U","2026-01-16 02:40:00","","171211.962856787","449180.083582545","당구장업","사립","","0","0","0","0","","",
"187","당구장업","10_32_01_P","4490000","CDFH3301082019000011","2019-12-10","","03","폐업","03","폐업","2026-01-14","","","","","","","충청남도 천안시 서북구 쌍용동 1110 매종빌딩","충청남도 천안시 서북구 미라8길 16, 매종빌딩 2층 (쌍용동)","31155","1993 당구클럽","2026-01-14 16:42:12","U","2026-01-16 02:40:00","","211435.242509673","366857.010120177","당구장업","사립","","0","0","909.67","0","","",
"188","당구장업","10_32_01_P","3230000","CDFH3301082006000007","2006-09-27","","03","폐업","03","폐업","2026-01-14","","","","424-4424","","","서울특별시 송파구 방이동 187-8 지하1층","서울특별시 송파구 양재대로71길 14 (방이동, 우민빌딩)","05638","스포츠당구장","2026-01-14 17:52:31","U","2026-01-16 02:40:00","","211020.738656685","445396.01330252","당구장업","사립","","0","0","0","0","","",
"189","당구장업","10_32_01_P","3670000","CDFH3301082023000002","2023-05-15","","03","폐업","03","폐업","2026-01-14","","","","","","","대전광역시 유성구 궁동 405-10 2층","대전광역시 유성구 농대로 19, 2층 (궁동)","34138","금영당구클럽","2026-01-14 17:48:35","U","2026-01-16 02:40:00","","231606.136213911","317999.794256304","당구장업","공립","","0","0","0","0","","",
"190","당구장업","10_32_01_P","3230000","CDFH3301082001000032","2001-10-12","","03","폐업","03","폐업","2022-08-01","","","","412-2704","","","서울특별시 송파구 방이동 219-7","서울특별시 송파구 오금로31길 17 (방이동, 남영빌딩)","05646","따봉당구장","2026-01-14 16:05:22","U","2026-01-16 02:40:00","","210704.7046377","445039.966158187","당구장업","사립","","0","0","853.83","0","","",
"191","당구장업","10_32_01_P","3530000","CDFH3301082018000017","2018-09-04","","01","영업/정상","13","영업중","","","","","032-213-7115","","","인천광역시 남동구 만수동 1089-7 2층","인천광역시 남동구 장승로 45, 2층 (만수동)","21591","에이플러스 당구클럽","2026-01-14 15:42:19","U","2026-01-16 02:40:00","","176723.179499462","438182.084682547","당구장업","사립","","","","1637.82","","","",
"192","당구장업","10_32_01_P","4070000","CDFH3301082025000007","2025-10-27","","01","영업/정상","13","영업중","","","","","","","","경기도 이천시 장호원읍 장호원리 142-7","경기도 이천시 장호원읍 샘재로147번길 39, 2층","17418","T&H BILLIARD","2026-01-14 14:07:15","U","2026-01-16 02:40:00","","255999.659624871","402033.800111012","당구장업","사립","","0","0","0","0","","",
"193","당구장업","10_32_01_P","3380000","CDFH3301082015000002","2015-05-26","","01","영업/정상","13","영업중","","","","","","","613-800","부산광역시 수영구 광안동 75-2 2층","부산광역시 수영구 수영로702번길 28, 2층 (광안동)","48266","힐링당구장","2026-01-14 18:14:24","U","2026-01-16 02:40:00","","392806.323116374","187318.488095642","당구장업","사립","","0","0","789.84","0","","",
"194","당구장업","10_32_01_P","3450000","CDFH3301082020000006","2020-08-13","","04","취소/말소/만료/정지/중지","35","직권말소","2026-01-13","","","","","","","대구광역시 북구 노원동2가 200-1","대구광역시 북구 팔달로37길 68, 3층 (노원동2가)","41556","노원 당구클럽","2026-01-14 11:25:37","U","2026-01-16 02:40:00","","341880.185473803","266803.334405523","당구장업","사립","","0","0","0","0","","",
"195","당구장업","10_32_01_P","3820000","CDFH3301082025000004","2025-07-31","","01","영업/정상","13","영업중","","","","","","","","경기도 의정부시 의정부동 189-3","경기도 의정부시 호국로1310번길 21 (의정부동)","11692","KB 당구장","2026-01-14 15:04:10","U","2026-01-16 02:40:00","","204314.312326134","471121.385410764","당구장업","사립","","0","0","0","0","","",
"196","당구장업","10_32_01_P","3820000","CDFH3301082025000005","2025-09-10","","01","영업/정상","13","영업중","","","","","","","","경기도 의정부시 의정부동 235-17 미림프라자","경기도 의정부시 평화로 635, 미림프라자 702호 (의정부동)","11686","탑 당구장","2026-01-14 15:02:22","U","2026-01-16 02:40:00","","203877.860464049","471799.285751954","당구장업","사립","","0","0","0","0","","",
"197","당구장업","10_32_01_P","4070000","CDFH3301082025000006","2025-09-08","","01","영업/정상","13","영업중","","","","","","","","경기도 이천시 관고동 100-7","경기도 이천시 영창로 66, 지하1층 (관고동)","17354","매치업 당구 이천점","2026-01-14 14:05:46","U","2026-01-16 02:40:00","","238222.683435954","420580.66436406","당구장업","사립","","0","0","0","0","","",
"198","당구장업","10_32_01_P","3650000","CDFH3301082011000008","2011-06-28","","01","영업/정상","13","영업중","","","","","","","301-809","대전광역시 중구 문창동 9-16","대전광역시 중구 충무로 171-1 (문창동)","34930","OK당구장","2026-01-14 16:33:34","U","2026-01-16 02:40:00","","239007.484335339","313450.475532949","당구장업","사립","","0","0","0","0","","",
"199","당구장업","10_32_01_P","4070000","CDFH3301082025000005","2025-06-18","","01","영업/정상","13","영업중","","","","","","","","경기도 이천시 마장면 오천리 436-4","경기도 이천시 마장면 오천로 67, 2층","17387","문화 당구클럽","2026-01-14 14:03:04","U","2026-01-16 02:40:00","","231409.871447696","416678.093501157","당구장업","사립","","0","0","0","0","","",
"200","당구장업","10_32_01_P","4070000","CDFH3301082025000002","2025-05-14","","01","영업/정상","13","영업중","","","","","","","","경기도 이천시 마장면 회억리 230-7","경기도 이천시 마장면 억만리로 23, 2층 201호","17386","큐 당구장","2026-01-14 14:03:52","U","2026-01-16 02:40:00","","231746.802714757","417380.928252878","당구장업","사립","","0","0","0","0","","",
"201","당구장업","10_32_01_P","4070000","CDFH3301082025000004","2025-06-05","","01","영업/정상","13","영업중","","","","","","","","경기도 이천시 백사면 모전리 541-10","경기도 이천시 백사면 청백리로 58, 2층","17316","현대 당구장","2026-01-14 14:02:16","U","2026-01-16 02:40:00","","241476.099506748","422401.364441433","당구장업","사립","","0","0","0","0","","",
"202","당구장업","10_32_01_P","4681000","CDFH3301082019000001","2019-03-11","","03","폐업","03","폐업","2026-01-14","","","","","","","전북특별자치도 익산시 인화동1가 169 헤네시","전북특별자치도 익산시 익산대로2길 22, 헤네시 (인화동1가)","54674","에이스당구클럽","2026-01-14 16:40:47","U","2026-01-16 02:40:00","","195069.258076521","270135.167836412","당구장업","사립","","0","0","0","0","","",
"203","당구장업","10_32_01_P","4170000","CDFH3301082025000001","2025-04-02","","01","영업/정상","13","영업중","","","","","","","","경기도 양평군 양평읍 양근리 405-1","경기도 양평군 양평읍 양평시장길 26, 2층","12556","골드당구클럽","2026-01-14 11:15:42","U","2026-01-16 02:40:00","","243353.387728301","443319.472230647","당구장업","사립","","0","0","0","0","","",
"204","당구장업","10_32_01_P","4070000","CDFH3301082025000001","2025-04-21","","01","영업/정상","13","영업중","","","","","","","","경기도 이천시 대월면 초지리 301-3","경기도 이천시 대월면 대평로 186, 1층","17343","초지리 당구장","2026-01-14 14:01:42","U","2026-01-16 02:40:00","","243952.757828716","413638.99749483","당구장업","사립","","0","0","0","0","","",
"205","당구장업","10_32_01_P","3160000","CDFH3301082010000010","2010-12-02","","01","영업/정상","13","영업중","","","","","","","152-883","서울특별시 구로구 궁동 189-25 2층 202호","서울특별시 구로구 부일로15길 4, 2층 202호 (궁동)","08255","태양 당구장","2026-01-14 09:39:22","U","2026-01-16 02:40:00","","185290.381996652","443494.27204021","당구장업","사립","","","","111","","","",
"206","당구장업","10_32_01_P","5060000","CDFH3301082026000001","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","경상북도 김천시 교동 745-5","경상북도 김천시 대학로 84-1, 1층 (교동)","39522","동네당구장","2026-01-15 11:13:52","I","2026-01-17 00:20:02","","298484.293274286","293311.225347885","당구장업","사립","","0","0","0","0","","",
"207","당구장업","10_32_01_P","3200000","CDFH3301082026000001","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","서울특별시 관악구 신림동 1659-30","서울특별시 관악구 조원중앙로 9, 2층 (신림동)","08769","킹당구장","2026-01-15 18:00:56","I","2026-01-17 00:20:02","","191490.42083367","442087.230727373","당구장업","사립","","0","0","624.14","0","","",
"208","당구장업","10_32_01_P","3460000","CDFH3301082026000001","2026-01-15","","01","영업/정상","13","영업중","","","","","","","","대구광역시 수성구 지산동 1276-2","대구광역시 수성구 지범로23길 38, 3층 (지산동)","42196","당구의민족 지산점","2026-01-15 08:52:34","I","2026-01-17 00:20:02","","347971.49786261","259340.178064369","당구장업","사립","","0","0","0","0","","",
"209","당구장업","10_32_01_P","3390000","CDFH3301082023000006","2023-08-08","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 삼락동 412-11","부산광역시 사상구 사상로309번길 39, 3층 (삼락동)","46913","+84 Billiards","2026-01-15 10:50:49","U","2026-01-17 02:40:00","","380417.168260134","187713.729979215","당구장업","사립","","0","0","0","0","","",
"210","당구장업","10_32_01_P","5130000","CDFH3301082003000025","2003-02-05","","01","영업/정상","13","영업중","","","","","","","","경상북도 경산시 대동 158-25 2층","경상북도 경산시 청운로 13, 2층 (대동)","38532","좌충우돌당구장","2026-01-15 15:22:22","U","2026-01-17 02:40:00","","358280.399263405","261074.19644394","당구장업","사립","","0","0","467.3","0","","",
"211","당구장업","10_32_01_P","4181000","CDFH3301082009000002","2009-01-23","","01","영업/정상","13","영업중","","","","","033-257-0020","","","강원특별자치도 춘천시 온의동 65-32","강원특별자치도 춘천시 영서로 2347-1, 5층 (온의동)","24433","케이원당구클럽","2026-01-15 09:06:36","U","2026-01-17 02:40:00","","262884.078016557","485388.12810043","당구장업","사립","","0","1","1915","0","","",
"212","당구장업","10_32_01_P","3210000","CDFH3301082019000005","2019-08-19","","03","폐업","03","폐업","2026-01-15","","","","","","","서울특별시 서초구 양재동 1-28 성원빌딩","서울특별시 서초구 남부순환로 2634-27, 성원빌딩 2층 (양재동)","06738","당구해커 당구장","2026-01-15 14:14:29","U","2026-01-17 02:40:00","","203395.498726445","442478.577431135","당구장업","사립","","0","0","1465.07","0","","",
"213","당구장업","10_32_01_P","3390000","CDFH3301082023000002","2023-03-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사상구 주례동 80-32","부산광역시 사상구 가야대로366번길 41, 2층 (주례동)","47009","CC당구클럽","2026-01-15 10:50:38","U","2026-01-17 02:40:00","","383367.087398883","185188.70408228","당구장업","사립","","0","0","0","0","","",
"214","당구장업","10_32_01_P","4181000","CDFH3301082025000004","2025-08-04","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 춘천시 석사동 809-1","강원특별자치도 춘천시 후석로 14, 2층 (석사동)","24391","프로즌","2026-01-15 17:46:25","U","2026-01-17 02:40:00","","265028.946522065","483998.963289591","당구장업","사립","","0","0","1042.08","0","","",
"215","당구장업","10_32_01_P","3740000","CDFH3301082025000007","2025-09-04","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 영통구 매탄동 487-1","경기도 수원시 영통구 신원로 217, 2층 (매탄동)","16676","매니아당구장","2026-01-15 11:34:15","U","2026-01-17 02:40:00","","205255.064328975","417040.135412849","당구장업","사립","","0","0","651.91","0","","",
"216","당구장업","10_32_01_P","3730000","CDFH3301082025000007","2025-09-29","","01","영업/정상","13","영업중","","","","","","","","울산광역시 울주군 서생면 진하리 416-1","울산광역시 울주군 서생면 진하들길 68","45013","(주)진하당구장","2026-01-15 14:49:08","U","2026-01-17 02:40:00","","412914.755679199","212591.732628168","당구장업","사립","","0","0","0","0","","",
