"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","업소구분명","소재지","지정일자","신청일자","항목값1",
"138","쓰레기종량제봉투판매업","09_30_13_P","4930000","493000014200000079","1994-12-01","","01","영업/정상","11","영업","","","","","533-0324","","536-943","전라남도 해남군 북일면 신월리 188-1","전라남도 해남군 북일면 백도로 779 (북일주유소)","59051","북일보건지소","2026-01-08 11:48:34","U","2026-01-10 02:40:00","","169801.83458619","107283.809157727","지정","신월리 435","","19941201","관급봉투",
"139","쓰레기종량제봉투판매업","09_30_13_P","4930000","493000014200400003","2004-05-20","","01","영업/정상","11","영업","","","","","061-531-3716","","","전라남도 해남군 해남읍 해리 186 해남군청","전라남도 해남군 해남읍 해남로 46 (해남보건소)","59038","해남군보건소","2026-01-08 11:44:43","U","2026-01-10 02:40:00","","164316.447976427","119201.86074113","지정","전라남도 해남군 해남읍 해리 411-2번지","20120720","20040520","관급봉투",
"140","쓰레기종량제봉투판매업","09_30_13_P","4930000","493000014200500002","2005-06-27","","01","영업/정상","11","영업","","","","","532-1037","","536-911","전라남도 해남군 현산면 일평리 762-1","전라남도 해남군 현산면 현산북평로 97","536-911","현산보건지소","2026-01-08 11:46:56","U","2026-01-10 02:40:00","","158947.755292364","106718.881814744","지정","현산면 일평리 836-5","","20050627","관급봉투",
"141","쓰레기종량제봉투판매업","09_30_13_P","4930000","493000014200200020","2002-10-22","","01","영업/정상","11","영업","","","","","532-1527","","536-872","전라남도 해남군 문내면 동외리 1009 문내면 건강증진형 보건지소","전라남도 해남군 문내면 우수영안길 23-10, 문내면 건강증진형 보건지소","59004","문내보건지소","2026-01-08 11:51:46","U","2026-01-10 02:40:00","","136742.344673375","121928.942541933","지정","동외리 40-1","","20021022","관급봉투",
"142","쓰레기종량제봉투판매업","09_30_13_P","4930000","493000014200200004","2002-02-14","","01","영업/정상","11","영업","","","","","061 5320982","","536-882","전라남도 해남군 화원면 금평리 216","전라남도 해남군 화원면 관광레저로 1249","59002","화원보건지소","2026-01-08 11:52:14","U","2026-01-10 02:40:00","","138319.610299387","130471.306179997","지정","금평리 239-157","","20020214","관급봉투",
"143","쓰레기종량제봉투판매업","09_30_13_P","4930000","493000014200200007","2002-03-05","","01","영업/정상","11","영업","","","","","061- 533-3502","","536-921","전라남도 해남군 송지면 군곡리 2216-9","전라남도 해남군 송지면 독고개길 3","","신정보건진료소","2026-01-08 13:19:39","U","2026-01-10 02:40:00","","156989.514463399","101910.324680198","지정","군곡리 203","","20020305","관급봉투",
"144","쓰레기종량제봉투판매업","09_30_13_P","5050000","505000014201700003","2017-01-19","","01","영업/정상","11","영업","","","","","","","","경상북도 경주시 내남면 노곡리 1138-5","경상북도 경주시 내남면 노곡2길 62","38198","대구식자재마트","2026-01-08 16:16:59","U","2026-01-10 02:40:00","","399309.742712794","250477.042282022","지정","경상북도 경주시 내남면 노곡리 1138-5","20170119","20260108","관급봉투",
"145","쓰레기종량제봉투판매업","09_30_13_P","4830000","483000014202200003","2022-01-21","","01","영업/정상","11","영업","","","","","","","","전라남도 나주시 빛가람동 381 센트럴레이크","전라남도 나주시 중야1길 42, 105동 7층 1호 (빛가람동, 센트럴레이크)","","세븐일레븐 나주혁신부영점","2026-01-08 10:59:12","U","2026-01-10 02:40:00","","179916.413347411","168477.350748348","지정","전라남도 나주시 빛가람동 325 루멘하임 상가동","20220121","20220121","관급봉투",
"146","쓰레기종량제봉투판매업","09_30_13_P","4490000","565000014202000072","2020-09-24","","03","폐업","2","폐업","2026-01-08","","","","","","","충청남도 천안시 동남구 유량동 136-5","충청남도 천안시 동남구 태조산길 187 (유량동)","31068","이마트24 천안유량점","2026-01-08 16:11:32","U","2026-01-10 02:40:00","","216294.132287402","368324.268136868","지정","충청남도 천안시 동남구 유량동 136-5","20200924","20200924","관급봉투",
"147","쓰레기종량제봉투판매업","09_30_13_P","3900000","390000014202200056","2022-10-28","","01","영업/정상","11","영업","","","","","","","","경기도 광명시 하안동 38 뉴코아아울렛","경기도 광명시 하안로287번길 8, 뉴코아아울렛 지하1층 (하안동)","14305","뉴코아 아울렛 광명점","2026-01-08 17:42:50","U","2026-01-10 02:40:00","","189263.01222247","439900.832910796","지정","경기도 광명시 하안동 38 뉴코아아울렛","20250917","20221026","관급봉투",
"148","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014202500015","2025-03-18","","03","폐업","2","폐업","2026-01-08","","","","","","","강원특별자치도 원주시 문막읍 동화리 514-6","강원특별자치도 원주시 문막읍 원문로 1423, 제가동호","26372","세븐일레븐 원주문막대로점","2026-01-08 15:03:05","U","2026-01-10 02:40:00","","274796.341084528","425267.400887632","종료","강원특별자치도 원주시 문막읍 동화리 514-6","20250318","20250318","관급봉투",
"149","쓰레기종량제봉투판매업","09_30_13_P","3940000","395000014202200059","2022-07-13","","03","폐업","2","폐업","2026-01-08","","","","","","","경기도 고양시 덕양구 신원동 667 삼송주유소","경기도 고양시 덕양구 신원1로 93, 삼송주유소 (신원동)","10572","지에스(GS)25 삼송스위트점","2026-01-08 13:30:50","U","2026-01-10 02:40:00","","189706.643535405","461936.609031019","지정","경기도 고양시 덕양구 신원동 667 삼송주유소","20220713","20220713","관급봉투",
"150","쓰레기종량제봉투판매업","09_30_13_P","3990000","399000014202200040","2022-04-29","","01","영업/정상","11","영업","","","","","031-550-7751","","","경기도 구리시 인창동 677 롯데백화점 구리점","경기도 구리시 경춘로 261, 롯데백화점 구리점 (인창동)","11922","롯데쇼핑(주) 구리점","2026-01-08 17:02:51","U","2026-01-10 02:40:00","","212647.021160325","455616.655198478","지정","경기도 구리시 인창동 677 롯데백화점 구리점","20220429","20220428","관급봉투",
"151","쓰레기종량제봉투판매업","09_30_13_P","3610000","361000014202600001","2026-01-09","","01","영업/정상","11","영업","","","","","","","","광주광역시 남구 월산동 985-5","광주광역시 남구 대남대로 362 (월산동)","61623","단밤식자재마트","2026-01-09 09:33:41","I","2026-01-11 00:20:02","","190124.412880988","182758.027849475","지정","광주광역시 남구 월산동 985-5","20260109","20260109","관급봉투",
"152","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014202600003","2026-01-09","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 원주시 반곡동 1900-4","강원특별자치도 원주시 미래로 15, 수변CT동 1층 113호 (반곡동)","26462","강쌤철물 원주 혁신점(지한상사)","2026-01-09 15:29:02","I","2026-01-11 00:20:02","","287271.61127797","425347.410231164","지정","강원특별자치도 원주시 반곡동 1900-4","20260109","20260109","관급봉투",
"153","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014202600004","2026-01-09","","01","영업/정상","11","영업","","","","","0337427520","","","강원특별자치도 원주시 중앙동 72-1","강원특별자치도 원주시 평원로 61 (중앙동)","26428","흥원철물","2026-01-09 15:04:55","I","2026-01-11 00:20:02","","284149.920824702","428094.417929317","지정","강원특별자치도 원주시 중앙동 72-1","20260109","20260109","관급봉투",
"154","쓰레기종량제봉투판매업","09_30_13_P","5530000","553000014202600003","2026-01-09","","01","영업/정상","11","영업","","","","","","","","경기도 화성시 새솔동 64-1","경기도 화성시 수노을2로 26, 1,2층 (새솔동)","18244","수노을할인마트","2026-01-09 13:22:38","I","2026-01-11 00:20:02","","183510.67171688","420316.840751802","지정","","20260109","20260108","관급봉투",
"155","쓰레기종량제봉투판매업","09_30_13_P","4641000","464100014202600003","2026-01-09","","01","영업/정상","11","영업","","","","","","","","전북특별자치도 전주시 완산구 효자동3가 1423-6","전북특별자치도 전주시 완산구 서곡6길 26, 1층 (효자동3가)","54956","씨유 서곡프라임점","2026-01-09 08:57:44","I","2026-01-11 00:20:02","","209225.43322634","259470.140936573","지정","전북특별자치도 전주시 완산구 효자동3가 1423-6","20260109","20260108","관급봉투",
"156","쓰레기종량제봉투판매업","09_30_13_P","4090000","409000014201500056","2015-10-08","","03","폐업","2","폐업","2026-01-09","","","","02-1577-0711","","","","경기도 김포시 김포한강8로 365 (구래동, 엘에이치한강센트럴리버)","10070","(주)코리아세븐 구래센트럴리버점","2026-01-09 14:09:42","U","2026-01-11 02:40:00","","167192.340569465","459985.250181326","지정","","20151008","20151008","관급봉투",
"157","쓰레기종량제봉투판매업","09_30_13_P","4830000","483000014202000007","2020-04-23","","01","영업/정상","11","영업","","","","","","","","강원특별자치도 삼척시 정상동 275-1 삼표아파트","강원특별자치도 삼척시 오십천로 529, 501동 6층 3호 (정상동, 삼표아파트)","58259","씨유 나주송월중앙점","2026-01-09 10:38:28","U","2026-01-11 02:40:00","","392546.827432452","439282.748831615","지정","전라남도 나주시 송월동 650번지 1호","20200423","20200423","관급봉투",
"158","쓰레기종량제봉투판매업","09_30_13_P","4641000","464100014202400017","2024-01-25","","03","폐업","2","폐업","2026-01-09","","","","","","","전북특별자치도 전주시 완산구 효자동3가 1423-6","전북특별자치도 전주시 완산구 서곡6길 26, 1층 (효자동3가)","54956","씨유서곡프라임점","2026-01-09 08:55:37","U","2026-01-11 02:40:00","","209225.43322634","259470.140936573","지정","전북특별자치도 전주시 완산구 효자동3가 1423-6","20240126","20240116","관급봉투",
"159","쓰레기종량제봉투판매업","09_30_13_P","4090000","409000014202100050","2021-06-09","","03","폐업","2","폐업","2026-01-09","","","","","","","경기도 김포시 구래동 6874-20 김포한강아이파크","경기도 김포시 김포한강4로420번길 100, 상가동 1층 106,107호 (구래동, 김포한강아이파크)","10063","(주)코리아세븐 구래아이파크점","2026-01-09 14:08:20","U","2026-01-11 02:40:00","","167521.574440183","461058.441152549","지정","경기도 김포시 구래동 6874-20 김포한강아이파크","20210609","20210607","관급봉투",
"160","쓰레기종량제봉투판매업","09_30_13_P","4090000","409000014202100061","2021-07-02","","03","폐업","2","폐업","2026-01-09","","","","","","","경기도 김포시 구래동 6888-2 구래역한강리슈빌","경기도 김포시 김포한강8로 377, 상가동 103,104호 (구래동, 구래역한강리슈빌)","10070","(주)코리아세븐 구래리슈빌점","2026-01-09 14:10:09","U","2026-01-11 02:40:00","","167035.568886612","460036.423017077","지정","경기도 김포시 구래동 6888-2 구래역한강리슈빌","20210702","20210702","관급봉투",
"161","쓰레기종량제봉투판매업","09_30_13_P","4191000","419100014202500035","2025-06-09","","03","폐업","2","폐업","2026-01-09","","","","","","","강원특별자치도 원주시 단구동 1512-2 광장빌딩","강원특별자치도 원주시 서원대로 408, 광장빌딩 108호 (단구동)","26484","장 봐주는 언니 단구점","2026-01-09 13:12:10","U","2026-01-11 02:40:00","","284124.423574889","425753.203190806","종료","강원특별자치도 원주시 단구동 1512-2 광장빌딩","20250609","20250609","관급봉투",
"162","쓰레기종량제봉투판매업","09_30_13_P","4090000","409000014202200063","2022-09-05","","03","폐업","2","폐업","2026-01-09","","","","1577-0711","","","경기도 김포시 구래동 6896-12","경기도 김포시 김포한강9로12번길 8-12, 1층 (구래동)","10070","(주)코리아세븐 구래타운점","2026-01-09 14:09:01","U","2026-01-11 02:40:00","","167041.946405379","459523.57097496","지정","경기도 김포시 구래동 6896-12","20220905","20220902","관급봉투",
"163","쓰레기종량제봉투판매업","09_30_13_P","4090000","409000014202200075","2022-10-18","","01","영업/정상","11","영업","","","","","","","","경기도 김포시 하성면 마곡리 707-2","경기도 김포시 하성면 원산로 100, 1층 일부호","10011","씨유 김포하성삼거리점","2026-01-09 13:12:21","U","2026-01-11 02:40:00","","166857.264895056","468624.508496196","지정","경기도 김포시 하성면 마곡리 707-2","20221018","20221017","관급봉투",
"164","쓰레기종량제봉투판매업","09_30_13_P","3610000","361000014202400027","2024-11-29","","01","영업/정상","11","영업","","","","","1577-0001","","","광주광역시 동구 대인동 7-1 롯데백화점 광주점","광주광역시 동구 독립로 268 (대인동)","61470","롯데쇼핑(주)광주점","2026-01-09 09:00:11","U","2026-01-11 02:40:00","","191913.038277945","183968.019861937","지정","광주광역시 동구 대인동 7-1 롯데백화점 광주점","20241129","20241129","관급봉투",
"165","쓰레기종량제봉투판매업","09_30_13_P","4771000","477100014202600001","2026-01-11","","01","영업/정상","11","영업","","","","","063-653-8621","","","전북특별자치도 순창군 복흥면 서마리 720-9","전북특별자치도 순창군 복흥면 추령로 1792-7","56001","정상휴게소","2026-01-11 19:27:34","I","2026-01-13 00:20:11","","193361.980500932","219893.611691797","지정","전북특별자치도 순창군 복흥면 서마리 720-9","","20260108","관급봉투",
"166","쓰레기종량제봉투판매업","09_30_13_P","4771000","477100014202600002","2026-01-12","","01","영업/정상","11","영업","","","","","","","","전북특별자치도 순창군 동계면 구미리 1085-1 야영장","전북특별자치도 순창군 동계면 장군목길 394, 야영장","56026","스테이현 캠핑장","2026-01-11 19:48:56","I","2026-01-13 00:20:11","","","","지정","전북특별자치도 순창군 동계면 구미리 1085-1 야영장","20260112","20260110","관급봉투",
"167","쓰레기종량제봉투판매업","09_30_13_P","5370000","537000014201900011","2019-03-28","","03","폐업","2","폐업","2025-02-28","","","","","","","경상남도 거제시 장승포동 654-1 거제대학","경상남도 거제시 마전1길 91, 거제대학 (장승포동)","53325","세븐일레븐 거제대학교점","2026-01-11 10:26:23","U","2026-01-13 02:40:00","","357897.741479264","151534.132770298","지정","경상남도 거제시 장승포동 654번지 1호 거제대학","20190326","20190326","관급봉투",
"168","쓰레기종량제봉투판매업","09_30_13_P","3940000","395000014202600002","2026-01-12","","01","영업/정상","11","영업","","","","","","","","경기도 고양시 덕양구 화정동 948 별빛마을9단지아파트","경기도 고양시 덕양구 화신로 311, 분산상가동 1층 101,102호 (화정동, 별빛마을9단지아파트)","10502","지에스25 화정별숲점","2026-01-12 14:34:49","I","2026-01-14 00:20:02","","184518.097306059","458669.863237957","지정","경기도 고양시 덕양구 화정동 948 별빛마을9단지아파트","20260112","20260112","관급봉투",
"169","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202600001","2026-01-12","","01","영업/정상","11","영업","","","","","","","","서울특별시 마포구 아현동 777 마포래미안푸르지오","서울특별시 마포구 마포대로 195, 상가1동 111호 (아현동, 마포래미안푸르지오)","04129","세븐일레븐 아현푸르지오점","2026-01-12 16:18:12","I","2026-01-14 00:20:02","","195835.448021829","450370.13541991","지정","서울특별시 마포구 아현동 777 마포래미안푸르지오","20260112","20260105","관급봉투",
"170","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014202600002","2026-01-12","","01","영업/정상","11","영업","","","","","","","","서울특별시 마포구 도화동 6-38 보배상가","서울특별시 마포구 도화4길 70, 보배상가 1층 (도화동)","04171","씨유 도화현대점","2026-01-12 16:38:17","I","2026-01-14 00:20:02","","195618.388696241","448542.463118918","지정","서울특별시 마포구 도화동 6-38 보배상가","20260112","20260108","관급봉투",
"171","쓰레기종량제봉투판매업","09_30_13_P","3450000","345000014201204319","2012-01-10","","01","영업/정상","11","영업","","","","","320-3353","","702-849","대구광역시 북구 읍내동 1343-6","대구광역시 북구 칠곡중앙대로 416 (읍내동)","702-849","주식회사 이랜드리테일","2026-01-12 17:47:02","U","2026-01-14 02:40:00","","339717.871628279","271412.222622685","지정","대구광역시 북구 읍내동 1343-6","20260112","20260109","관급봉투",
"172","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014201700084","2017-12-26","","03","폐업","2","폐업","2026-01-08","","","","02-3144-7234","","","서울특별시 마포구 망원동 384-23","서울특별시 마포구 동교로 63 (망원동)","04018","이마트24 망원제일점","2026-01-12 16:33:34","U","2026-01-14 02:40:00","","191910.919353346","450154.716484565","지정","서울특별시 마포구 망원동 384번지 23호","20171226","20171101","관급봉투",
"173","쓰레기종량제봉투판매업","09_30_13_P","3450000","345000014201900021","2019-04-04","","01","영업/정상","11","영업","","","","","","","","대구광역시 북구 산격동 1261-61번지","대구광역시 북구 동북로 188 (산격동)","41535","만물상","2019-04-04 16:20:11","D","2026-01-14 16:50:48","","345554.514742131","267623.636637723","지정","","20190306","20190304","관급봉투",
"174","쓰레기종량제봉투판매업","09_30_13_P","3990000","399000014201900013","2019-12-31","","01","영업/정상","11","영업","","","","","","","","경기도 남양주시 화도읍 녹촌리 10-3 108호","경기도 남양주시 화도읍 경춘로1876번길 3, 108호","12178","세븐일레븐 화도팜파스점","2021-07-05 11:51:41","D","2026-01-14 16:50:48","","226173.753852859","461153.198605014","지정","경기도 남양주시 화도읍 녹촌리 10-3 108호","20191231","20191224","관급봉투",
"175","쓰레기종량제봉투판매업","09_30_13_P","3990000","399000014202600001","2026-01-13","","01","영업/정상","11","영업","","","","","","","","경기도 남양주시 다산동 6054-2","경기도 남양주시 다산중앙로146번길 12-14, 1층 (다산동)","12285","지에스(GS)25 다산타워점","2026-01-13 13:20:02","I","2026-01-15 00:20:35","","213582.50162668","458106.159052689","지정","경기도 남양주시 다산동 6054-2","20260113","20260112","관급봉투",
"176","쓰레기종량제봉투판매업","09_30_13_P","5530000","553000014202600004","2026-01-13","","01","영업/정상","11","영업","","","","","","","","경기도 화성시 양감면 정문리 187-2","경기도 화성시 양감면 정문회화로 169","18630","정문마트","2026-01-13 14:55:04","I","2026-01-15 00:20:35","","199062.885216886","398863.339019112","지정","경기도 화성시 양감면 정문리 187-2","20260113","20260113","관급봉투",
"177","쓰레기종량제봉투판매업","09_30_13_P","4520000","452000014202600001","2026-01-13","","01","영업/정상","11","영업","","","","","","","","충청남도 아산시 둔포면 봉재리 357-2","충청남도 아산시 둔포면 충무로 1179","31423","세븐일레븐 아산봉재희망점","2026-01-13 08:45:20","I","2026-01-15 00:20:35","","202562.643459999","375202.022168643","지정","충청남도 아산시 둔포면 봉재리 357-2","20260113","20260109","관급봉투",
"178","쓰레기종량제봉투판매업","09_30_13_P","4520000","452000014202600002","2026-01-13","","01","영업/정상","11","영업","","","","","","","","충청남도 아산시 풍기동 514 아산풍기이지더원아파트 상가","충청남도 아산시 어의정로 184, 3동 B105호 (풍기동, 아산풍기이지더원아파트)","31579","다파농, 다파는 농부 풍기점","2026-01-13 08:57:04","I","2026-01-15 00:20:35","","201580.584480924","363756.39591532","지정","충청남도 아산시 풍기동 514 아산풍기이지더원아파트 상가","20260113","20260112","관급봉투",
"179","쓰레기종량제봉투판매업","09_30_13_P","4090000","409000014202600001","2026-01-13","","01","영업/정상","11","영업","","","","","","","","경기도 김포시 운양동 1297-5","경기도 김포시 김포한강11로 308 (운양동)","10073","(주)제이리더스","2026-01-13 16:44:54","I","2026-01-15 00:20:35","","171971.78868368","461526.715414784","지정","경기도 김포시 운양동 1297-5","20260113","20260112","관급봉투",
"180","쓰레기종량제봉투판매업","09_30_13_P","4030000","403000014201900033","2019-10-11","","01","영업/정상","11","영업","","","","","031-8086-1421","","","경기도 안양시 동안구 호계동 1039 G.SQURE, 롯데백화점 평촌점","경기도 안양시 동안구 시민대로 180, G.SQURE, 롯데백화점 평촌점 지하1층 (호계동)","14073","롯데쇼핑(주)평촌점","2026-01-13 11:05:00","U","2026-01-15 02:40:00","","195544.974046367","432016.783362963","지정","경기도 안양시 동안구 호계동 1039번지 G.SQURE, 롯데백화점 평촌점","20191011","20220502","관급봉투",
"181","쓰레기종량제봉투판매업","09_30_13_P","3990000","399000014201700012","2017-04-27","","01","영업/정상","11","영업","","","","","02-2290-5937","","","경기도 남양주시 와부읍 도곡리 1025-6 인덕빌딩","경기도 남양주시 와부읍 덕소로 238, 인덕빌딩","12275","롯데쇼핑(주) 롯데슈퍼남양주도곡점","2026-01-13 09:42:59","U","2026-01-15 02:40:00","","219589.364561901","453015.355519874","지정","경기도 남양주시 와부읍 도곡리 1025-6 인덕빌딩","20170427","20170427","관급봉투",
"182","쓰레기종량제봉투판매업","09_30_13_P","3700000","370000014200300055","2003-07-01","","03","폐업","2","폐업","2008-07-15","2008-07-15","","","","","","울산광역시 남구 삼산동 1480-1 롯데백화점, 울산고속버스터미널","울산광역시 남구 삼산로 288, 롯데백화점, 울산고속버스터미널 (삼산동)","44719","롯데쇼핑(주)울산점","2026-01-13 17:07:53","U","2026-01-15 02:40:00","","412001.966655452","229039.563308072","종료","울산광역시 남구 삼산동  1480-1번지","","20030701","관급봉투",
"183","쓰레기종량제봉투판매업","09_30_13_P","4520000","452000014201300043","2013-07-01","","01","영업/정상","11","영업","","","","","041-537-2501","","","충청남도 아산시 모종동 555-5 아산시외버스터미널복합시설","충청남도 아산시 번영로 225, 롯데마트 아산터미널점 (모종동)","31522","롯데쇼핑(주)롯데마트 아산터미널점","2026-01-13 09:51:11","U","2026-01-15 02:40:00","","201341.191554264","364818.034415495","지정","충청남도 아산시 모종동 555-5 아산시외버스터미널복합시설","20140702","20140701","관급봉투",
"184","쓰레기종량제봉투판매업","09_30_13_P","3250000","325000014202600001","2026-01-14","","01","영업/정상","11","영업","","","","","","","","부산광역시 중구 부평동2가 53-2","부산광역시 중구 광복로 4-1 (부평동2가)","48980","이마트24 부산광복로점","2026-01-14 13:25:29","I","2026-01-16 00:20:02","","384622.408954795","179684.168832376","지정","부산광역시 중구 부평동2가 53-2","20260114","20260112","관급봉투",
"185","쓰레기종량제봉투판매업","09_30_13_P","4490000","565000014202600001","2026-01-14","","01","영업/정상","11","영업","","","","","","","","충청남도 천안시 동남구 용곡동 77-15","충청남도 천안시 동남구 용곡6길 26-12 (용곡동)","31201","에스에이치컴퍼니","2026-01-14 16:18:24","I","2026-01-16 00:20:02","","212509.183710603","365228.35330219","지정","충청남도 천안시 동남구 용곡동 77-15","20260114","20260114","관급봉투",
"186","쓰레기종량제봉투판매업","09_30_13_P","4520000","452000014201900018","2019-02-14","","03","폐업","2","폐업","2026-01-14","","","","","","","충청남도 아산시 탕정면 매곡리 563-23","충청남도 아산시 탕정면 매곡로 12","31461","세븐일레븐 아산탕정역점","2026-01-14 19:18:37","U","2026-01-16 02:40:00","","207319.686768617","365394.681711078","지정","충청남도 아산시 탕정면 매곡리 563번지 23호","20190214","20190214","관급봉투",
"187","쓰레기종량제봉투판매업","09_30_13_P","5530000","553000014201400013","2014-04-14","","01","영업/정상","11","영업","","","","","","","","","경기도 화성시 병점3로 158, 나동 101호 (병점동, 주공7단지 상가)","445-766","우리마트","2026-01-14 09:37:14","U","2026-01-16 02:40:00","","204288.861967775","412412.937200183","지정","","20140414","20140409","관급봉투",
"188","쓰레기종량제봉투판매업","09_30_13_P","4520000","452000014202100008","2021-01-19","","01","영업/정상","11","영업","","","","","","","","충청남도 아산시 배방읍 공수리 89-11","충청남도 아산시 배방읍 모산로 151-1, 1층","31482","씨유 아산모산점","2026-01-14 19:25:37","U","2026-01-16 02:40:00","","205237.112735661","363765.444223025","지정","충청남도 아산시 배방읍 공수리 89-11, 1층","20210119","20210118","관급봉투",
"189","쓰레기종량제봉투판매업","09_30_13_P","4490000","565000014202200024","2022-05-03","","03","폐업","2","폐업","2026-01-14","","","","","","","충청남도 천안시 동남구 안서동 234-13 거산빌딩","충청남도 천안시 동남구 각원사길 66, 거산빌딩 1층 (안서동)","31066","씨유 천안안서점","2026-01-14 15:11:42","U","2026-01-16 02:40:00","","215898.701293182","369916.621392809","지정","충청남도 천안시 동남구 안서동 234-13 거산빌딩","20220503","20220503","관급봉투",
"190","쓰레기종량제봉투판매업","09_30_13_P","4691000","469100014202600001","2026-01-15","","01","영업/정상","11","영업","","","","","063-534-4141","","","전북특별자치도 정읍시 태인면 태창리 1007-17","전북특별자치도 정읍시 태인면 석지로 1430","56115","홈빌더","2026-01-15 10:32:15","I","2026-01-17 00:20:02","","193981.924666708","239355.539258326","지정","전북특별자치도 정읍시 태인면 태창리 1007-17","20260115","20260107","관급봉투",
"191","쓰레기종량제봉투판매업","09_30_13_P","4490000","565000014202600002","2026-01-15","","01","영업/정상","11","영업","","","","","","","","충청남도 천안시 동남구 문화동 10-6","충청남도 천안시 동남구 천중3길 7, 1층 (문화동)","31127","세븐일레븐 천안한성탑클래스점","2026-01-15 14:50:45","I","2026-01-17 00:20:02","","213623.397946336","367659.024440797","지정","충청남도 천안시 동남구 문화동 10-6","20260115","20260115","관급봉투",
"192","쓰레기종량제봉투판매업","09_30_13_P","3130000","313000014201900005","2019-02-15","","01","영업/정상","11","영업","","","","","023039893","","","서울특별시 마포구 성산동 533-1 마포농수산물시장,마포구시설관리공단","서울특별시 마포구 월드컵로 235, 마포농수산물시장,마포구시설관리공단 (성산동)","03901","다농산업(주)상암지점","2026-01-15 09:20:23","U","2026-01-17 02:40:00","","190931.000875925","451427.722144609","지정","서울특별시 마포구 성산동 533번지 1호 마포농수산물시장,마포구시설관리공단","20190214","20190201","관급봉투",
"193","쓰레기종량제봉투판매업","09_30_13_P","4090000","409000014201800052","2018-06-05","","01","영업/정상","11","영업","","","","","031-988-4768","","","경기도 김포시 운양동 1304-1 김포한강 이랜드 타운힐스","경기도 김포시 김포한강11로255번길 15 (운양동, 김포한강 이랜드 타운힐스)","10073","(주)이랜드리테일 킴스 김포점","2026-01-15 20:49:18","U","2026-01-17 02:40:00","","171394.15868318","461406.552479505","지정","경기도 김포시 운양동 1304번지 1호 김포한강 이랜드 타운힐스","20180605","20180531","관급봉투",
"194","쓰레기종량제봉투판매업","09_30_13_P","4090000","409000014201500004","2015-01-21","","01","영업/정상","11","영업","","","","","031-985-6622","","","경기도 김포시 풍무동 107-6 1층","경기도 김포시 풍무로 104, 윤슬프라자 1층 (풍무동)","10114","참좋은두레소비자생활협동조합(김포점)","2026-01-15 14:54:04","U","2026-01-17 02:40:00","","175421.552572268","455872.853120107","지정","경기도 김포시 풍무동 107-6 1층","20200707","20200703","관급봉투",
"195","쓰레기종량제봉투판매업","09_30_13_P","4090000","409000014201500005","2015-01-21","","01","영업/정상","11","영업","","","","","031-998-6289","","","경기도 김포시 장기동 1601 골든프라자 105,6호","경기도 김포시 김포한강4로135번길 11, 골든프라자 (장기동)","10083","참좋은두레소비자생활협동조합(장기동)","2026-01-15 14:54:38","U","2026-01-17 02:40:00","","170480.567872789","460313.207515598","지정","경기도 김포시 장기동","20150121","20150116","관급봉투",
"196","쓰레기종량제봉투판매업","09_30_13_P","3990000","399000014202100015","2021-02-16","","01","영업/정상","11","영업","","","","","","","","경기도 남양주시 다산동 6028 다산자이 아이비플레이스","경기도 남양주시 다산중앙로 153, 상가동 B101호 (다산동, 다산자이 아이비플레이스)","12248","하나로마트 다산역점","2026-01-15 11:04:40","U","2026-01-17 02:40:00","","213267.307952068","458319.381723482","지정","경기도 남양주시 다산동 6028 다산자이 아이비플레이스","20210216","20210216","관급봉투",
