"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"223","건물위생관리업","09_30_04_P","4520000","4520000-206-2026-00001","2026-01-08","","01","영업/정상","01","영업","","","","","","51.09","336-812","충청남도 아산시 염치읍 곡교리 371 1층","충청남도 아산시 염치읍 곡교리길10번길 35-20, 1층","31447","충남사랑나무장애인협회","2026-01-08 10:37:11","I","2026-01-10 00:20:07","건물위생관리업","198053.154524211","367520.874528273","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"224","건물위생관리업","09_30_04_P","3230000","3230000-206-2018-00019","2018-11-20","","01","영업/정상","01","영업","","","","","","21.08","138-828","서울특별시 송파구 방이동 51 올림픽파크리움","서울특별시 송파구 백제고분로 505, 올림픽파크리움 1007호 (방이동)","05545","유앤아이산업","2026-01-08 16:56:06","U","2026-01-10 02:40:00","건물위생관리업","210096.20579989","445929.026896391","건물위생관리업","0","0","10","10","0","0","","","","","0","0","N",
"225","건물위생관리업","09_30_04_P","3230000","3230000-206-2019-00007","2019-04-24","","01","영업/정상","01","영업","","","","","02  20188998","28.95","138-888","서울특별시 송파구 문정동 639-5 힐스테이트에코송파","서울특별시 송파구 정의로7길 13, 힐스테이트에코송파 B동 418호 (문정동)","05835","주식회사 마이티워커스","2026-01-08 16:57:55","U","2026-01-10 02:40:00","건물위생관리업","","","건물위생관리업","0","0","0","0","0","0","","","","임대","0","0","N",
"226","건물위생관리업","09_30_04_P","5690000","5690000-206-2019-00005","2019-04-19","","01","영업/정상","01","영업","","","","","","79.20","339-005","세종특별자치시 대평동 677 해비치빌딩","세종특별자치시 대평로 75, 해비치빌딩 3층 310호 (대평동)","30152","주) 지피에스","2026-01-08 17:58:27","U","2026-01-10 02:40:00","건물위생관리업","224735.996151707","330337.38458302","건물위생관리업","2","1","1","1","","","","","","임대","0","0","N",
"227","건물위생관리업","09_30_04_P","3600000","3600000-206-2016-00007","2016-04-12","","01","영업/정상","01","영업","","","","","062 381 0029","49.58","502-827","광주광역시 서구 치평동 1216-3 (3층)","광주광역시 서구 상무중앙로 84, 3층 (치평동)","61949","상무트윈스빌딩","2026-01-08 17:53:30","U","2026-01-10 02:40:00","건물위생관리업","186159.073750234","183917.450762113","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"228","건물위생관리업","09_30_04_P","4820000","4820000-206-2011-00005","2011-09-22","","01","영업/정상","01","영업","","","","","061 7461482","40.63","540-977","전라남도 순천시 조례동 1623-16 2층","전라남도 순천시 조례못등길 57, 2층 (조례동)","57974","이조은산업개발주식회사","2026-01-08 13:25:36","U","2026-01-10 02:40:00","건물위생관리업","248154.789758376","161555.201558837","건물위생관리업","0","0","2","2","","","","","","","","","N",
"229","건물위생관리업","09_30_04_P","3660000","3660000-206-2019-00018","2019-11-27","","01","영업/정상","01","영업","","","","","","64.00","302-844","대전광역시 서구 용문동 241-1","대전광역시 서구 탄방로 102, 1층 (용문동)","35307","주식회사씨앤씨환경","2026-01-08 16:11:36","U","2026-01-10 02:40:00","건물위생관리업","235479.370327004","315473.237020887","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"230","건물위생관리업","09_30_04_P","3230000","3230000-206-2011-00028","2011-08-12","","01","영업/정상","01","영업","","","","","","23.00","138-960","서울특별시 송파구 문정동 516 가든파이브라이프 리빙관 L-7034호","서울특별시 송파구 충민로 66, 7층 L-7034호 (문정동, 가든파이브라이프 리빙관)","05838","(주)행동과학원","2026-01-08 16:50:20","U","2026-01-10 02:40:00","건물위생관리업","210986.460698452","441725.293491662","건물위생관리업","9","0","9","0","0","0","","","","임대","0","0","N",
"231","건물위생관리업","09_30_04_P","3230000","3230000-206-2014-00017","2014-06-17","","01","영업/정상","01","영업","","","","","02  431 0611","21.34","138-820","서울특별시 송파구 마천동 181 현대그린빌 B2호","서울특별시 송파구 마천로 315, B2호 (마천동, 현대그린빌)","05758","주식회사 에스피기업","2026-01-08 16:47:14","U","2026-01-10 02:40:00","건물위생관리업","213279.781081276","443674.682876425","건물위생관리업","0","0","0","0","1","1","","","","","0","0","N",
"232","건물위생관리업","09_30_04_P","3230000","3230000-206-2010-00004","2010-02-24","","01","영업/정상","01","영업","","","","","070 75191980","66.00","138-861","서울특별시 송파구 잠실동 175-6 제이타워 601호","서울특별시 송파구 올림픽로 76 (잠실동,제이타워 601호)","05556","(주)에이치에이엠씨","2026-01-08 16:52:32","U","2026-01-10 02:40:00","건물위생관리업","206916.75835","445485.4447736","건물위생관리업","0","0","6","6","0","0","","","","","0","0","N",
"233","건물위생관리업","09_30_04_P","3230000","3230000-206-1996-03176","2003-02-27","","01","영업/정상","01","영업","","","","","02 4141188","99.00","138-849","서울특별시 송파구 송파동 48-13 연세비딩5층","서울특별시 송파구 오금로 152 (송파동,연세비딩5층)","05620","옥산도시개발(주)","2026-01-08 16:58:12","U","2026-01-10 02:40:00","건물위생관리업","209776.636655598","445347.787614549","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"234","건물위생관리업","09_30_04_P","3230000","3230000-206-2007-00009","2007-03-29","","01","영업/정상","01","영업","","","","","4241645","9.90","138-850","서울특별시 송파구 송파동 95-31 1층2호","서울특별시 송파구 가락로17길 4-5 (송파동,1층2호)","05668","더비스클린","2026-01-08 16:51:35","U","2026-01-10 02:40:00","건물위생관리업","209700.004638853","444494.835804477","건물위생관리업","3","0","1","1","0","0","","","","임대","0","0","N",
"235","건물위생관리업","09_30_04_P","3230000","3230000-206-2009-00014","2009-04-28","","01","영업/정상","01","영업","","","","","02  430 5088","68.00","138-200","서울특별시 송파구 문정동 82-12 화애B/D 501호","서울특별시 송파구 새말로 120 (문정동,화애B/D 501호)","05810","(주)에이치에스아이앤디","2026-01-08 16:47:39","U","2026-01-10 02:40:00","건물위생관리업","211209.325","442289.5","건물위생관리업","5","0","0","0","0","0","","","","임대","0","0","N",
"236","건물위생관리업","09_30_04_P","3230000","3230000-206-2009-00006","2009-03-10","","01","영업/정상","01","영업","","","","","02  430 6366","90.00","138-848","서울특별시 송파구 송파동 15-7 지상2층 203호","서울특별시 송파구 송파대로 448-1, 지상2층 203호 (송파동)","05625","(주)그룹 한","2026-01-08 16:45:40","U","2026-01-10 02:40:00","건물위생관리업","209328.856592289","444947.98014281","건물위생관리업","0","0","4","4","0","0","","","","임대","0","0","N",
"237","건물위생관리업","09_30_04_P","3230000","3230000-206-2015-00006","2015-03-31","","01","영업/정상","01","영업","","","","","02  419 5928","33.00","138-846","서울특별시 송파구 석촌동 256 지상3층 343호","서울특별시 송파구 가락로 71, 지상3층 343호 (석촌동)","05690","덕원엠앤에스건설(주)","2026-01-08 16:45:56","U","2026-01-10 02:40:00","건물위생관리업","209132.15119282","444247.213632515","건물위생관리업","0","0","3","3","0","0","","","","","0","3","N",
"238","건물위생관리업","09_30_04_P","3230000","3230000-206-2003-00047","2003-04-26","","01","영업/정상","01","영업","","","","","031 7323743","0.00","138-844","서울특별시 송파구 석촌동 160-7","서울특별시 송파구 송파대로49길 19 (석촌동)","05610","(주) 인터웰","2026-01-08 16:48:53","U","2026-01-10 02:40:00","건물위생관리업","208986.409264513","444991.141568587","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"239","건물위생관리업","09_30_04_P","3230000","3230000-206-1996-03193","2003-02-27","","01","영업/정상","01","영업","","","","","02 4249925","62.50","138-864","서울특별시 송파구 잠실동 241-8 지히1","서울특별시 송파구 백제고분로19길 27-12 (잠실동,지히1)","05565","세진종합환경","2026-01-08 16:46:56","U","2026-01-10 02:40:00","건물위생관리업","207622.740809711","445051.589420262","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"240","건물위생관리업","09_30_04_P","3230000","3230000-206-2013-00023","2013-10-31","","01","영업/정상","01","영업","","","","","02  34325799","45.86","138-830","서울특별시 송파구 방이동 110-13 아모르빌딩 지상4층","서울특별시 송파구 오금로 165, 지상4층 (방이동, 아모르빌딩)","05641","유한회사 한국보안공사","2026-01-08 16:57:04","U","2026-01-10 02:40:00","건물위생관리업","209933.542748939","445330.718576386","건물위생관리업","0","0","4","4","0","0","","","","","0","0","N",
"241","건물위생관리업","09_30_04_P","3230000","3230000-206-2010-00047","2010-11-19","","01","영업/정상","01","영업","","","","","02  448 6104","82.00","138-858","서울특별시 송파구 오금동 86-3","서울특별시 송파구 중대로36길 16 (오금동)","05724","유니콘","2026-01-08 16:53:18","U","2026-01-10 02:40:00","건물위생관리업","211824.088048219","444889.928732714","건물위생관리업","0","0","0","0","1","1","","","","임대","0","0","N",
"242","건물위생관리업","09_30_04_P","3230000","3230000-206-2014-00034","2014-12-30","","01","영업/정상","01","영업","","","","","","53.30","138-827","서울특별시 송파구 방이동 22-5 잠실리시온 지상8층 810호","서울특별시 송파구 오금로 87 (방이동, 잠실리시온 지상8층 810)","05542","(주)이원에스","2026-01-08 16:48:34","U","2026-01-10 02:40:00","건물위생관리업","209427.410217251","445829.725943441","건물위생관리업","0","0","8","8","0","0","","","","","0","0","N",
"243","건물위생관리업","09_30_04_P","3230000","3230000-206-2017-00018","2017-04-05","","01","영업/정상","01","영업","","","","","","99.00","138-801","서울특별시 송파구 가락동 48-7","서울특별시 송파구 송이로 79, 206호 (가락동)","05706","한국아파트공동구매(주)","2026-01-08 16:57:22","U","2026-01-10 02:40:00","건물위생관리업","210550.275557252","444101.818629858","건물위생관리업","0","0","2","2","0","0","","","","","6","6","N",
"244","건물위생관리업","09_30_04_P","3230000","3230000-206-2018-00008","2018-04-17","","01","영업/정상","01","영업","","","","","02  471 7475","76.36","138-827","서울특별시 송파구 방이동 44-3 현대토픽스","서울특별시 송파구 위례성대로 6, 현대토픽스 1212호 (방이동)","05544","주식회사 에스에이치씨앤유","2026-01-08 16:52:12","U","2026-01-10 02:40:00","건물위생관리업","209929.574783236","446085.121305444","건물위생관리업","0","0","12","12","0","0","","","","","0","0","N",
"245","건물위생관리업","09_30_04_P","3230000","3230000-206-2021-00023","2021-12-16","","01","영업/정상","01","영업","","","","","","6.00","138-843","서울특별시 송파구 석촌동 77-5 송원빌딩","서울특별시 송파구 백제고분로37길 6, 송원빌딩 3층 323호 (석촌동)","05615","청 하우스","2026-01-08 16:56:30","U","2026-01-10 02:40:00","건물위생관리업","209108.711135042","444668.643522983","건물위생관리업","0","0","3","3","0","0","","","","","1","1","N",
"246","건물위생관리업","09_30_04_P","3230000","3230000-206-2021-00024","2021-12-21","","01","영업/정상","01","영업","","","","","","47.79","138-829","서울특별시 송파구 방이동 102-2","서울특별시 송파구 올림픽로32길 49, 2층 202호 (방이동)","05546","엔비그린(주)","2026-01-08 16:58:29","U","2026-01-10 02:40:00","건물위생관리업","209801.407296277","445616.971628245","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"247","건물위생관리업","09_30_04_P","3670000","3670000-206-2019-00009","2019-03-14","","01","영업/정상","01","영업","","","","","042 483 3217","147.60","305-330","대전광역시 유성구 지족동 1101","대전광역시 유성구 지족북로66번길 60, 지상3층 306호 (지족동)","34070","(주)킨스파트너스","2026-01-08 13:13:03","U","2026-01-10 02:40:00","건물위생관리업","227556.564135868","320846.595390043","건물위생관리업","4","2","3","3","0","0","","","","임대","0","0","N",
"248","건물위생관리업","09_30_04_P","3370000","3370000-206-1990-00001","1990-06-25","","01","영업/정상","01","영업","","","","","2548733","49.91","611-830","부산광역시 연제구 연산동 1384-1 (주)부산은행","부산광역시 연제구 중앙대로 1073 (주)부산은행 1102호 (연산동)","47541","부산기업(주)","2026-01-08 13:49:21","U","2026-01-10 02:40:00","건물위생관리업","389362.145015205","189184.927848698","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"249","건물위생관리업","09_30_04_P","3230000","3230000-206-2011-00045","2011-10-21","","01","영업/정상","01","영업","","","","","","36.00","138-830","서울특별시 송파구 방이동 124-13","서울특별시 송파구 오금로 193, 413호 (방이동)","05643","(주)서브에프엠","2026-01-08 16:51:50","U","2026-01-10 02:40:00","건물위생관리업","210178.512549459","445161.753766276","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"250","건물위생관리업","09_30_04_P","3230000","3230000-206-2010-00012","2010-03-29","","01","영업/정상","01","영업","","","","","","40.82","138-854","서울특별시 송파구 송파동 173-2 201호","서울특별시 송파구 송파대로36길 45 (송파동,201호)","05674","블루크린환경","2026-01-08 16:46:12","U","2026-01-10 02:40:00","건물위생관리업","210247.045649679","444423.500827698","건물위생관리업","0","0","2","2","0","0","","","","임대","0","0","N",
"251","건물위생관리업","09_30_04_P","3230000","3230000-206-2017-00005","2017-01-26","","01","영업/정상","01","영업","","","","","","4.00","138-846","서울특별시 송파구 석촌동 276-2","서울특별시 송파구 가락로 102, 지하1층 (석촌동, 석촌꽃마을빌딩)","05696","(주)플러스에스앤씨","2026-01-08 16:49:59","U","2026-01-10 02:40:00","건물위생관리업","209416.462512974","444307.531173705","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"252","건물위생관리업","09_30_04_P","3230000","3230000-206-2017-00025","2017-06-19","","01","영업/정상","01","영업","","","","","","30.00","138-888","서울특별시 송파구 문정동 644-2","서울특별시 송파구 법원로11길 7, C동 307호 (문정동, 현재지식산업센터1-2)","05836","(주)벨체인","2026-01-08 16:43:35","U","2026-01-10 02:40:00","건물위생관리업","","","건물위생관리업","0","0","3","3","0","0","","","","","2","1","N",
"253","건물위생관리업","09_30_04_P","3730000","3730000-206-2025-00013","2025-12-17","","01","영업/정상","01","영업","","","","","","14.28","689-893","울산광역시 울주군 온산읍 덕신리 487-14","울산광역시 울주군 온산읍 용방소길 53, 1층 101호","45006","에이스 클린","2026-01-08 17:05:08","U","2026-01-10 02:40:00","건물위생관리업","409777.742038801","216511.275925098","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"254","건물위생관리업","09_30_04_P","5710000","5730000-206-2021-00017","2021-03-31","","01","영업/정상","01","영업","","","","","043 225 5777","108.64","361-801","충청북도 청주시 흥덕구 가경동 1405 3층","충청북도 청주시 흥덕구 풍년로 170, 3층 (가경동)","28395","탑크린에스엠에프(주)","2026-01-08 09:43:42","U","2026-01-10 02:40:00","건물위생관리업","238603.443511155","347442.338255899","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"255","건물위생관리업","09_30_04_P","3740000","3770000-206-2025-00008","2025-11-24","","01","영업/정상","01","영업","","","","","","28.49","442-834","경기도 수원시 팔달구 인계동 1040","경기도 수원시 팔달구 인계로124번길 27-10, 14층 1410호 (인계동)","16489","(주)케이엠이앤지","2026-01-08 16:49:26","U","2026-01-10 02:40:00","건물위생관리업","202660.129413823","418223.631995836","건물위생관리업","0","0","14","14","0","0","","","","","1","7","N",
"256","건물위생관리업","09_30_04_P","5710000","5730000-206-2025-00019","2025-12-11","","01","영업/정상","01","영업","","","","","","80.05","361-812","충청북도 청주시 흥덕구 복대동 1168 지하1층 일부호","충청북도 청주시 흥덕구 풍산로118번길 6-2, 지하1층 일부호 (복대동)","28605","바른클린케어","2026-01-08 09:35:23","U","2026-01-10 02:40:00","건물위생관리업","239529.520247141","347636.328560486","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"257","건물위생관리업","09_30_04_P","3520000","3520000-206-2025-00019","2025-12-02","","01","영업/정상","01","영업","","","","","","26.44","406-835","인천광역시 연수구 옥련동 462-19 로얄프라자","인천광역시 연수구 한진로 23, 로얄프라자 지상4층 402호의 일부호 (옥련동)","21949","끌린종합청소","2026-01-08 14:14:47","U","2026-01-10 02:40:00","건물위생관리업","168756.783009892","435896.489732721","건물위생관리업","0","0","0","0","0","0","","","","","1","1","N",
"258","건물위생관리업","09_30_04_P","3230000","3230000-206-2023-00007","2023-03-15","","01","영업/정상","01","영업","","","","","","2.00","138-888","서울특별시 송파구 문정동 642-3 문정에스케이브이원지엘메트로시티","서울특별시 송파구 법원로 128, 문정에스케이브이원지엘메트로시티 C동 G114-P167호 (문정동)","05854","에코클린","2026-01-08 16:48:00","U","2026-01-10 02:40:00","건물위생관리업","","","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"259","건물위생관리업","09_30_04_P","3230000","3230000-206-2002-00028","2002-01-23","","01","영업/정상","01","영업","","","","","031 8140113","369.90","138-855","서울특별시 송파구 오금동 23-2 제이에스빌딩","서울특별시 송파구 마천로 83, 제이에스빌딩 4층 (오금동)","05656","율산개발(유)","2026-01-08 14:08:20","U","2026-01-10 02:40:00","건물위생관리업","211382.424686224","445029.112139333","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"260","건물위생관리업","09_30_04_P","5530000","5530000-206-2020-00016","2020-04-07","","01","영업/정상","01","영업","","","","","","23.76","445-360","경기도 화성시 병점동 887-2 골든스퀘어Ⅱ 505호","경기도 화성시 병점노을5로 20, 골든스퀘어Ⅱ 505호 (병점동)","18371","용진그린환경","2026-01-08 11:12:30","U","2026-01-10 02:40:00","건물위생관리업","202647.633362278","411567.109699557","건물위생관리업","0","0","1","1","","","","","","","0","0","N",
"261","건물위생관리업","09_30_04_P","3160000","3160000-206-2025-00013","2025-10-10","","01","영업/정상","01","영업","","","","","","96.12","152-865","서울특별시 구로구 구로동 610-8 신구로상가","서울특별시 구로구 경인로55길 31, 신구로상가 가동 지층 8호 (구로동)","08215","화인파트너스","2026-01-08 10:27:46","U","2026-01-10 02:40:00","건물위생관리업","189019.586800798","444529.495557634","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"262","건물위생관리업","09_30_04_P","3230000","3230000-206-2022-00011","2022-09-29","","01","영업/정상","01","영업","","","","","","369.01","138-826","서울특별시 송파구 문정동 68-10 신우빌딩","서울특별시 송파구 문정로4길 32, 신우빌딩 지하1층 (문정동)","05808","케이에스소프트","2026-01-08 16:56:46","U","2026-01-10 02:40:00","건물위생관리업","211087.118317746","442373.802454114","건물위생관리업","0","0","0","0","1","1","","","","임대","0","0","N",
"263","건물위생관리업","09_30_04_P","3230000","3230000-206-2022-00012","2022-10-17","","01","영업/정상","01","영업","","","","","070 50140221","0.00","138-805","서울특별시 송파구 가락동 99-5","서울특별시 송파구 중대로 97, 5층 589호 (가락동)","05719","주식회사 효령개발","2026-01-08 16:57:38","U","2026-01-10 02:40:00","건물위생관리업","210481.077142289","443448.892122874","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"264","건물위생관리업","09_30_04_P","3230000","3230000-206-2021-00006","2021-04-01","","01","영업/정상","01","영업","","","","","","83.00","138-824","서울특별시 송파구 문정동 14-4 한일빌딩","서울특별시 송파구 문정로5길 17-19, 한일빌딩 4층 403,404호 (문정동)","05797","(주)국제스쿨","2026-01-08 16:44:24","U","2026-01-10 02:40:00","건물위생관리업","211233.250878951","442809.167803478","건물위생관리업","0","0","4","4","0","0","","","","임대","0","0","N",
"265","건물위생관리업","09_30_04_P","3150000","3150000-206-2012-00011","2012-11-08","","03","폐업","02","폐업","2026-01-08","","","","0220619833","71.78","157-210","서울특별시 강서구 마곡동 768-2 동익드미라벨복합빌딩 (지상 8층) 826호","서울특별시 강서구 마곡서로 101, 동익드미라벨복합빌딩 8층 826호 (마곡동)","07798","케이오(주)","2026-01-08 15:24:28","U","2026-01-10 02:40:00","건물위생관리업","184345.724012817","451171.287709396","건물위생관리업","4","1","4","0","0","0","","","","임대","0","0","N",
"266","건물위생관리업","09_30_04_P","5710000","5725000-206-2016-00011","2016-07-22","","01","영업/정상","01","영업","","","","","043 232 8747","60.52","361-821","충청북도 청주시 서원구 분평동 266-5","충청북도 청주시 서원구 안뜸로 2, 401호 (분평동)","28699","주식회사 시큐어스","2026-01-08 14:47:23","U","2026-01-10 02:40:00","건물위생관리업","242660.09275633","345738.998057003","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"267","건물위생관리업","09_30_04_P","3230000","3230000-206-2013-00037","2013-07-01","","01","영업/정상","01","영업","","","","","031 281 3900","124.44","138-807","서울특별시 송파구 가락동 123-25 티제이빌딩","서울특별시 송파구 송이로23길 4, 티제이빌딩 3층 (가락동)","05828","(주)비오비앤","2026-01-08 16:46:30","U","2026-01-10 02:40:00","건물위생관리업","210900.237357569","443632.539044656","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"268","건물위생관리업","09_30_04_P","3860000","3871000-206-1999-05073","1999-11-01","","01","영업/정상","01","영업","","","","","032 3467109","27.43","","경기도 부천시 원미구 원미동 165-15","경기도 부천시 원미구 원미로124번길 33-18, 1층 (원미동, 101호 일부)","14564","신광종합환경","2026-01-08 16:33:23","U","2026-01-10 02:40:00","건물위생관리업","181649.173014265","443578.536267235","건물위생관리업","1","0","1","1","0","0","","","","자가","1","1","N",
"269","건물위생관리업","09_30_04_P","3860000","3871000-206-2013-05396","2013-11-13","","01","영업/정상","01","영업","","","","","032 511 7822","4.12","","경기도 부천시 원미구 중동 1141-3 930호일부(중동, 신중동역 헤리움 메트로타워)","경기도 부천시 원미구 길주로 284, 930호일부(중동, 신중동역 헤리움 메트로타워) (중동)","14548","에스알이앤씨(주)","2026-01-08 17:24:21","U","2026-01-10 02:40:00","건물위생관리업","179920.835610085","444530.865512297","건물위생관리업","0","0","9","9","0","0","","","","","0","0","N",
"270","건물위생관리업","09_30_04_P","3230000","3230000-206-2018-00022","2018-12-24","","01","영업/정상","01","영업","","","","","","62.84","138-712","서울특별시 송파구 가락동 99-1 밀리아나1차오피스텔","서울특별시 송파구 송파대로28길 12, 밀리아나1차오피스텔 412호 (가락동)","05719","우와티앤제이 주식회사","2026-01-08 16:48:17","U","2026-01-10 02:40:00","건물위생관리업","210491.688890281","443508.221246366","건물위생관리업","0","0","4","4","0","0","","","","","0","0","N",
"271","건물위생관리업","09_30_04_P","3290000","3290000-206-2025-00001","2025-01-06","","03","폐업","02","폐업","2026-01-08","","","","","38.75","614-853","부산광역시 부산진구 양정동 364-17","부산광역시 부산진구 양지로14번길 14, 2층 (양정동)","47229","(주)노벨로","2026-01-08 14:09:39","U","2026-01-10 02:40:00","건물위생관리업","388453.073471956","187479.770619145","건물위생관리업","2","1","2","2","0","0","","","","","0","0","N",
"272","건물위생관리업","09_30_04_P","4000000","4000000-206-2026-00001","2026-01-09","","01","영업/정상","01","영업","","","","","","23.97","447-290","경기도 오산시 수청동 592-7 1층 일부호","경기도 오산시 오산대역로132번길 19-6, 1층 일부호 (수청동)","18118","플러스홈(plus home)주택관리","2026-01-09 14:34:44","I","2026-01-11 00:20:02","건물위생관리업","205092.816003461","407489.221247736","건물위생관리업","3","0","1","1","0","0","","","","임대","0","0","N",
"273","건물위생관리업","09_30_04_P","3230000","3230000-206-2024-00014","2024-01-10","","01","영업/정상","01","영업","","","","","","56.17","138-888","서울특별시 송파구 문정동 652-4 힐스테이트에코문정","서울특별시 송파구 법원로4길 10, 힐스테이트에코문정 3층 316호 (문정동)","05855","에코클린","2026-01-09 13:53:39","I","2026-01-11 00:20:02","건물위생관리업","","","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"274","건물위생관리업","09_30_04_P","3050000","3050000-206-2026-00001","2026-01-09","","01","영업/정상","01","영업","","","","","","82.60","130-705","서울특별시 동대문구 답십리동 952-6 자동차부품상가 B동 6호","서울특별시 동대문구 한천로 17, 자동차부품상가 B동 3층 6호 (답십리동)","02618","(주)원당이앤씨","2026-01-09 14:27:49","I","2026-01-11 00:20:02","건물위생관리업","205140.866922353","451347.17424366","건물위생관리업","0","0","3","3","0","0","","","","","0","0","N",
"275","건물위생관리업","09_30_04_P","3590000","3590000-206-2026-00001","2026-01-09","","01","영업/정상","01","영업","","","","","","10.00","501-120","광주광역시 동구 호남동 23-8","광주광역시 동구 천변우로 363-10, 3층 303호 (호남동)","61479","토탈원클린","2026-01-09 16:22:55","I","2026-01-11 00:20:02","건물위생관리업","191879.580577886","183255.277411622","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"276","건물위생관리업","09_30_04_P","3090000","3090000-206-2026-00002","2026-01-09","","01","영업/정상","01","영업","","","","","","30.00","132-916","서울특별시 도봉구 창동 482-12 지상 1층","서울특별시 도봉구 우이천로4길 53, 1층 (창동)","01479","진심더하기","2026-01-09 16:48:11","I","2026-01-11 00:20:02","건물위생관리업","203649.460275347","459120.744239992","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"277","건물위생관리업","09_30_04_P","3600000","3600000-206-2012-00016","2012-12-18","","01","영업/정상","01","영업","","","","","062 360 8122","66.00","502-800","광주광역시 서구 광천동 49-1 3층","광주광역시 서구 무진대로 904, 3층 (광천동)","61937","주식회사 테이트","2026-01-09 11:34:29","U","2026-01-11 02:40:00","건물위생관리업","189004.968212655","184579.553645425","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"278","건물위생관리업","09_30_04_P","3250000","3250000-206-2009-00005","2009-09-29","","01","영업/정상","01","영업","","","","","051  4003114","83.00","600-814","부산광역시 중구 중앙동4가 15-3","부산광역시 중구 충장대로 24, 2층 (중앙동4가)","48940","(사)부산항시설관리센터","2026-01-09 16:43:27","U","2026-01-11 02:40:00","건물위생관리업","386032.23679898","180263.270670691","건물위생관리업","6","0","2","2","0","0","","","","임대","0","0","N",
"279","건물위생관리업","09_30_04_P","3100000","3100000-206-2024-00003","2024-01-10","","03","폐업","02","폐업","2026-01-09","","","","","44.00","139-823","서울특별시 노원구 상계동 651-7 합동빌딩","서울특별시 노원구 동일로 1529, 합동빌딩 지1층 27호 (상계동)","01620","에코클린","2026-01-09 13:51:23","U","2026-01-11 02:40:00","건물위생관리업","204986.231230318","462524.481661899","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"280","건물위생관리업","09_30_04_P","4950000","4950000-206-2026-00001","2026-01-06","","01","영업/정상","01","영업","","","","","","49.20","534-804","전라남도 무안군 무안읍 성동리 909","전라남도 무안군 무안읍 성동길 10-5, 1층","58523","(유)연담환경","2026-01-09 13:47:41","U","2026-01-11 02:40:00","건물위생관리업","152445.071710241","165933.031818823","건물위생관리업","1","0","0","0","0","0","","","","자가","0","0","N",
"281","건물위생관리업","09_30_04_P","3740000","3760000-206-2025-00014","2025-12-05","","01","영업/정상","01","영업","","","","","","60.30","441-869","경기도 수원시 권선구 세류동 420-9","경기도 수원시 권선구 새터로 46, 2층 (세류동)","16653","(주)에코월드","2026-01-09 09:50:46","U","2026-01-11 02:40:00","건물위생관리업","200359.94261077","416724.532548675","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"282","건물위생관리업","09_30_04_P","3740000","3760000-206-2025-00015","2025-12-15","","01","영업/정상","01","영업","","","","","","29.52","441-878","경기도 수원시 권선구 세류동 1089-20","경기도 수원시 권선구 세지로42번길 3, 1층 일부호 (세류동)","16579","현승클린솔루션","2026-01-09 10:12:43","U","2026-01-11 02:40:00","건물위생관리업","201393.106419901","417123.244480237","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
