"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자본금","거래처",
"156","석유판매업","09_28_08_P","5710000","1991441001101500004","1991-08-19","","01","영업/정상","01","신규등록","","","","","","538","","충청북도 청주시 상당구 낭성면 현암리 308-10","충청북도 청주시 상당구 낭성면 산성로 724","28192","우리주유소","2026-01-09 09:05:01","U","2026-01-11 02:40:00","주유소","249348.37911462","349982.796763158","","",
"157","석유판매업","09_28_08_P","4520000","1993452001801500003","1993-12-21","","02","휴업","05","사업휴지","","2025-11-01","2026-11-01","","0418 5332405","985","","충청남도 아산시 인주면 문방리 386-1","충청남도 아산시 인주면 아산만로 1482","","인주 문방 주유소","2026-01-09 15:12:49","U","2026-01-11 02:40:00","주유소","187897.527083237","373169.833397519","","",
"158","석유판매업","09_28_08_P","3910000","2008391018101500019","2008-10-21","","01","영업/정상","07","영업개시","","","","","031-662-9095","665.5","","경기도 평택시 서정동 785-11","경기도 평택시 탄현로 192 (서정동)","","슈퍼맨주유소","2026-01-09 16:18:51","U","2026-01-11 02:40:00","주유소","204809.403254105","396440.699298277","","",
"159","석유판매업","09_28_08_P","5710000","1976436000901500009","1976-04-16","","02","휴업","05","사업휴지","","2025-07-29","2026-01-05","","043 2241676","598.1","","충청북도 청주시 상당구 북문로3가 1-2","충청북도 청주시 상당구 상당로 201 (북문로3가)","","주식회사 가운자산개발","2026-01-09 14:05:50","U","2026-01-11 02:40:00","주유소","243667.516134271","349563.09695214","","",
"160","석유판매업","09_28_08_P","4900000","2007490000901500001","2007-01-15","","01","영업/정상","01","신규등록","","","","","061 3725171","1486","","전라남도 화순군 백아면 옥리 484-6","전라남도 화순군 북면 백아로 2210","","동복농협온천지소주유소","2026-01-11 15:19:54","U","2026-01-13 02:40:00","주유소","207751.888890262","184498.286824104","","",
"161","석유판매업","09_28_08_P","5350000","2002535008701500134","2002-07-15","","01","영업/정상","07","영업개시","","","","","055 312 9591","1169","","경상남도 김해시 삼문동 564-1","경상남도 김해시 반룡로 76 (삼문동)","","(주)에프엠씨 신장유주유소","2026-01-12 10:00:50","U","2026-01-14 02:40:00","주유소","364463.516423326","189220.64547489","","",
"162","석유판매업","09_28_08_P","4600000","1996460001101500006","1996-01-29","","01","영업/정상","01","신규등록","","","","","041 633 4115","1115","","충청남도 홍성군 홍북읍 대인리 229-2","충청남도 홍성군 홍북읍 충서로 2404","32279","미래주유소","2026-01-12 08:55:52","U","2026-01-14 02:40:00","주유소","176986.12593279","348314.893817676","","",
"163","석유판매업","09_28_08_P","4490000","1996449013101500131","1996-05-18","","01","영업/정상","06","휴지사업재개","","2015-05-08","2015-12-30","2015-09-30","041-622-1175","919","","충청남도 천안시 동남구 신부동 16-11","충청남도 천안시 동남구 망향로 53 (신부동)","","비타민셀프주유소","2026-01-12 16:01:44","U","2026-01-14 02:40:00","주유소","215057.109746474","369740.006738132","","",
"164","석유판매업","09_28_08_P","5130000","1995513001701500008","1995-11-29","","02","휴업","05","사업휴지","","2025-12-15","2026-12-14","","053 818 2183","714.7","","경상북도 경산시 계양동 659-11 1통2반","경상북도 경산시 원효로 108 (계양동)","","글로주식회사 대림주유소","2026-01-12 11:44:20","U","2026-01-14 02:40:00","일반판매소","358012.665725906","259459.942519857","","",
"165","석유판매업","09_28_08_P","6510000","1994549007501500003","1994-06-20","","01","영업/정상","01","신규등록","","","","","064 7445145","665","","제주특별자치도 제주시 오라이동 1212-2 오라주유소","제주특별자치도 제주시 연삼로 194, 오라주유소 (오라이동)","63145","오라주유소","2026-01-12 09:02:44","U","2026-01-14 02:40:00","주유소","154678.200638655","-329.465703083938","","",
"166","석유판매업","09_28_08_P","4070000","1999407001701500006","1999-08-04","","01","영업/정상","01","신규등록","","","","","0316315188","1257","","경기도 이천시 모가면 송곡리 172-3","경기도 이천시 모가면 진상미로 939","","우리이엔아이(주)","2026-01-12 09:38:30","U","2026-01-14 02:40:00","주유소","243760.411661338","405021.143285292","","",
"167","석유판매업","09_28_08_P","4810000","2003481001901500001","2003-01-15","","03","폐업","03","폐지","2026-01-09","","","","061 666 1255","912","","전라남도 여수시 공화동 816-2 믿음주유소","전라남도 여수시 오동도로 26, 믿음주유소 (공화동)","59743","믿음주유소","2026-01-12 09:26:12","U","2026-01-14 02:40:00","주유소","268199.10940358","138732.75402015","","",
"168","석유판매업","09_28_08_P","6520000","2017652014101500001","2017-11-20","","01","영업/정상","07","영업개시","","","","","064 739 5233","1006","","제주특별자치도 서귀포시 서호동 1549","제주특별자치도 서귀포시 일주동로 9144 (서호동)","63568","혁신도시주유소","2026-01-12 10:02:59","U","2026-01-14 02:40:00","주유소","154839.979995668","-27428.3212140033","","",
"169","석유판매업","09_28_08_P","4261000","1991426000901500003","1991-03-23","","02","휴업","05","사업휴지","","2025-01-01","2027-12-31","","033 343 5700","706","","강원특별자치도 횡성군 둔내면 현천리 381-3 현천주유소","강원특별자치도 횡성군 둔내면 경강로 4287, 현천주유소","25266","현천주유소","2026-01-12 10:26:50","U","2026-01-14 02:40:00","주유소","304929.367697173","443904.899609158","","",
"170","석유판매업","09_28_08_P","3620000","2015362012201500115","2015-05-04","","01","영업/정상","07","영업개시","","","","","062 961 7319","759","","광주광역시 북구 용두동 1043-16","광주광역시 북구 빛고을대로 652 (용두동)","61017","용두주유소","2026-01-12 08:55:44","U","2026-01-14 02:40:00","주유소","188024.798161531","191189.722141665","","",
"171","석유판매업","09_28_08_P","4820000","1989482015201200010","1989-11-22","","01","영업/정상","01","신규등록","","","","","061-744-1744","","","전라남도 순천시 교량동 620-4","전라남도 순천시 교량3길 5 (교량동)","","순천농협 도사지점","2026-01-12 13:44:20","U","2026-01-14 02:40:00","일반판매소","246026.898057779","156866.196120826","","",
"172","석유판매업","09_28_08_P","3780000","1992380002301200025","1992-11-24","","01","영업/정상","01","신규등록","","","","","031-746-5252","","","경기도 성남시 중원구 상대원동 1280","경기도 성남시 중원구 박석로71번길 15 (상대원동)","","수경석유","2026-01-12 16:17:21","U","2026-01-14 02:40:00","일반판매소","214514.31088649","437313.756378942","","",
"173","석유판매업","09_28_08_P","4691000","2008469019301500001","2008-09-30","","01","영업/정상","07","영업개시","","","","","063 538 7004","617","","전북특별자치도 정읍시 고부면 관청리 358","전북특별자치도 정읍시 고부면 영주로 316","","한결주유소","2026-01-12 15:41:26","U","2026-01-14 02:40:00","주유소","177220.872826598","235244.124822588","","",
"174","석유판매업","09_28_08_P","3320000","2003332005901500015","2003-11-06","","02","휴업","05","사업휴지","","2025-01-01","2025-12-31","","051 3435232","462.23","","부산광역시 북구 덕천동 522-1,2,산71-2","부산광역시 북구 의성로 20 (덕천동)","","광신홀딩스(주) 덕천주유소","2026-01-12 14:11:36","U","2026-01-14 02:40:00","주유소","382805.967560733","192908.841922218","","",
"175","석유판매업","09_28_08_P","4620000","1981462001001500002","1981-08-08","","03","폐업","03","폐지","","","","","041 6742753","","","충청남도 태안군 태안읍 동문리 82-1","충청남도 태안군 태안읍 중앙로 183","","삼화주유소","2026-01-12 16:23:51","U","2026-01-14 02:40:00","주유소","138110.557117445","361105.304725159","","",
"176","석유판매업","09_28_08_P","4520000","2015452030101500001","2015-08-26","","03","폐업","03","폐지","2026-01-12","","","","041-534-9332","1814","","충청남도 아산시 음봉면 덕지리 173-13 외 5필지","충청남도 아산시 음봉면 삼성로 561","","음봉농업협동조합 주유소","2026-01-12 16:30:08","U","2026-01-14 02:40:00","주유소","208245.260382175","369798.049137324","","",
"177","석유판매업","09_28_08_P","4400000","2007440009701500001","2007-06-08","","01","영업/정상","01","신규등록","","","","","043 645 3503","1490","","충청북도 제천시 봉양읍 연박리 1198-7 / 1109-7번지","충청북도 제천시 봉양읍 북부로 1152","","봉양농협주유소","2026-01-12 09:18:53","U","2026-01-14 02:40:00","주유소","297426.18782946","404049.824042719","","",
"178","석유판매업","09_28_08_P","5100000","1996510007201507056","1996-01-03","","01","영업/정상","07","영업개시","","","","2015-12-18","054-337-1529","1977","","경상북도 영천시 고경면 덕암리 53-1","경상북도 영천시 고경면 호국로 1529","38902","청명주유소","2026-01-13 13:21:51","U","2026-01-15 02:40:00","주유소","388478.525195915","278859.795202681","","",
"179","석유판매업","09_28_08_P","5680000","2009463008001500002","2009-10-14","","01","영업/정상","07","영업개시","","","","","","","","충청남도 당진시 송악읍 한진리 193-2 외 1필지","충청남도 당진시 송악읍 북부산업로 1054 (SK 송악주유소)","","서정스타에너지","2026-01-12 08:54:41","U","2026-01-15 02:40:00","주유소","179064.131171285","384910.141459582","","",
"180","석유판매업","09_28_08_P","5600000","1996415001201500001","1996-03-26","","01","영업/정상","06","휴지사업재개","","","","2020-09-01","031 542 6053","2128","","경기도 포천시 소흘읍 이동교리 358-1","경기도 포천시 소흘읍 호국로 346","","클린주유소","2026-01-13 09:48:45","U","2026-01-15 02:40:00","주유소","211525.34773049","477956.25425361","","",
"181","석유판매업","09_28_08_P","3260000","2008326006601500001","2008-07-08","","01","영업/정상","07","영업개시","","","","","051 243 6661","983","","부산광역시 서구 암남동 645-28","부산광역시 서구 원양로 260 (암남동)","49273","스타2주유소","2026-01-13 13:47:20","U","2026-01-15 02:40:00","주유소","382943.380846366","176867.483012922","","",
"182","석유판매업","09_28_08_P","5130000","2004513001701500003","2004-03-02","","01","영업/정상","06","휴지사업재개","","","","","053-813-5150","991","","경상북도 경산시 남천면 대명리 451-5","경상북도 경산시 남천면 경청로 623","","경청로주유소","2026-01-13 14:50:11","U","2026-01-15 02:40:00","주유소","355391.926811791","253638.417438463","","",
"183","석유판매업","09_28_08_P","4500000","1998450008501598006","1998-04-08","","01","영업/정상","07","영업개시","","","","","041 856 1250","638","","충청남도 공주시 옥룡동 184-3","충청남도 공주시 우금티로 745 (옥룡동)","","강남셀프주유소","2026-01-13 09:33:23","U","2026-01-15 02:40:00","주유소","211925.981986969","327826.009277468","","",
"184","석유판매업","09_28_08_P","4231000","2015423007801500001","2015-09-24","","01","영업/정상","01","신규등록","","","","","033 636 1677","2133","","강원특별자치도 속초시 교동 685-6","강원특별자치도 속초시 동해대로 4198 (교동)","","속초농협경제사업소클린주유소","2026-01-13 11:59:55","U","2026-01-15 02:40:00","주유소","338184.0591445","522396.752829253","","",
"185","석유판매업","09_28_08_P","4181000","1993418001601500031","1993-07-19","","01","영업/정상","01","신규등록","","","","","033 2575151","820","","강원특별자치도 춘천시 후평동 24-4","강원특별자치도 춘천시 후석로 239 (후평동)","","케이케이(주) 춘천중앙3주유소","2026-01-13 11:30:46","U","2026-01-15 02:40:00","주유소","266121.614057439","485851.617521766","","",
"186","석유판매업","09_28_08_P","4181000","1992418001601500021","1992-01-16","","02","휴업","05","사업휴지","","2025-11-13","2026-11-12","","033 2625149","1194","","강원특별자치도 춘천시 동산면 조양리 209","강원특별자치도 춘천시 동산면 영서로 51","","동양주유소","2026-01-13 16:06:42","U","2026-01-15 02:40:00","주유소","273316.658921839","471485.015463345","","",
"187","석유판매업","09_28_08_P","5370000","1997537001001500001","1997-05-29","","01","영업/정상","01","신규등록","","","","","055 632-5184","1226","","경상남도 거제시 사등면 청곡리 170","경상남도 거제시 사등면 거제대로 5989","","ABB 조은주유소","2026-01-13 11:10:39","U","2026-01-15 02:40:00","주유소","337807.697259273","156548.536389406","","",
"188","석유판매업","09_28_08_P","5050000","2008505019301500003","2008-10-02","","01","영업/정상","06","휴지사업재개","","","","2024-07-01","054 743 5125","3425","","경상북도 경주시 배반동 336-1","경상북도 경주시 산업로 3667 (배반동)","","불국에너지(주) 선덕지점","2026-01-13 14:16:33","U","2026-01-15 02:40:00","주유소","403286.123597603","259603.300318934","","",
"189","석유판매업","09_28_08_P","5050000","2006505010001500009","2006-11-27","","01","영업/정상","06","휴지사업재개","","","","2026-01-13","054 742 4888","3983","","경상북도 경주시 동방동 307","경상북도 경주시 산업로 3585 (동방동)","","시선(주)경주지점","2026-01-13 11:55:07","U","2026-01-15 02:40:00","주유소","403863.105810274","259054.71335412","","",
"190","석유판매업","09_28_08_P","4890000","1992489001101500019","1992-07-04","","01","영업/정상","06","휴지사업재개","","","","2022-12-01","061-857-8866","1500","","전라남도 보성군 벌교읍 호동리 229","전라남도 보성군 벌교읍 녹색로 6186","59419","동막주유소","2026-01-13 18:30:24","U","2026-01-15 02:40:00","주유소","237406.798778369","148845.992135581","","",
"191","석유판매업","09_28_08_P","4800000","1976480001301500016","1993-07-16","","01","영업/정상","01","신규등록","","","","","061  2761925","608","","전라남도 목포시 산정동 1044-184","전라남도 목포시 산정로 122 (산정동)","58707","(주)해안주유소","2026-01-13 17:10:07","U","2026-01-15 02:40:00","주유소","144394.801089154","144706.145235403","","",
"192","석유판매업","09_28_08_P","4990000","1997499001101500021","1997-05-01","","01","영업/정상","07","영업개시","","","","","061 553 3231","1311","","전라남도 완도군 금일읍 신구리 175-2","전라남도 완도군 금일읍 금일로 611","","청기와주유소","2026-01-13 08:43:14","U","2026-01-15 02:40:00","주유소","203799.111511527","93833.2853370488","","",
"193","석유판매업","09_28_08_P","4830000","1989483001301200002","1989-04-19","","01","영업/정상","07","영업개시","","","","","061303357531","216","","전라남도 나주시 다도면 신동리 129-8","전라남도 나주시 다도면 다도로 791","","남평농협다도지점","2026-01-13 14:57:05","U","2026-01-15 02:40:00","일반판매소","184105.366466231","160582.295543039","","",
"194","석유판매업","09_28_08_P","5110000","2006511008201500006","2006-07-25","","02","휴업","05","사업휴지","","2023-08-19","2026-08-18","2008-10-01","054-533-1974","1500","","경상북도 상주시 부원동 358-1","경상북도 상주시 북상주로 199 (부원동)","37153","북부주유소","2026-01-13 15:13:35","U","2026-01-15 02:40:00","주유소","303830.06653338","327970.926975874","","",
"195","석유판매업","09_28_08_P","4080000","2008408014101500011","2008-10-24","2012-04-10","04","취소/말소/만료/정지/중지","02","등록취소","","","","","031 676 2815","956","","경기도 안성시 삼죽면 미장리 398","경기도 안성시 삼죽면 서동대로 6034","","두한에너지 1","2026-01-13 11:30:56","U","2026-01-15 02:40:00","주유소","231387.079825252","392551.021270885","","",
"196","석유판매업","09_28_08_P","4080000","2008408014101500012","2008-10-28","2012-11-29","04","취소/말소/만료/정지/중지","02","등록취소","","","","","031 676 2815","387","","경기도 안성시 보개면 내방리 149-1","경기도 안성시 보개면 서동대로 5623","","두한에너지 2","2026-01-13 11:24:14","U","2026-01-15 02:40:00","주유소","227952.448714343","390494.153509689","","",
"197","석유판매업","09_28_08_P","4080000","2010408014101500002","2010-05-24","","01","영업/정상","07","영업개시","","","","","","852","","경기도 안성시 대덕면 내리 754","경기도 안성시 대덕면 중앙대학로 251","","뉴타운주유소","2026-01-13 08:50:44","U","2026-01-15 02:40:00","주유소","220931.072960371","388872.086924945","","",
"198","석유판매업","09_28_08_P","5600000","2018560013401500002","2018-08-01","","01","영업/정상","06","휴지사업재개","","2019-10-01","2020-03-13","2020-03-13","031 542 5182","1500","","경기도 포천시 가산면 정교리 12-8","경기도 포천시 가산면 부흥로 656","11167","(주)오일파워","2026-01-13 15:19:08","U","2026-01-15 02:40:00","주유소","216176.746096057","478467.168191389","","",
"199","석유판매업","09_28_08_P","4080000","2025408026201500002","2025-12-15","","01","영업/정상","07","영업개시","","","","","","","","경기도 안성시 고삼면 삼은리 산 15-9 외 66필지","","","고삼(포천)주유소","2026-01-13 14:47:46","U","2026-01-15 02:40:00","주유소","226272.644620281","397165.371104621","","",
"200","석유판매업","09_28_08_P","4080000","2025408026201500003","2025-12-15","","01","영업/정상","07","영업개시","","","","","","","","경기도 안성시 고삼면 삼은리 산 15-9 외 66필지","","","고삼(세종)주유소","2026-01-13 14:47:36","U","2026-01-15 02:40:00","주유소","226272.644620281","397165.371104621","","",
"201","석유판매업","09_28_08_P","4691000","1990469002301500024","1990-09-26","","01","영업/정상","07","영업개시","","","","","063 5378951","1596","","전북특별자치도 정읍시 정우면 산북리 85-1","전북특별자치도 정읍시 정우면 정신로 834","","정우주유소","2026-01-13 17:20:50","U","2026-01-15 02:40:00","주유소","189654.873729546","240010.970904434","","",
"202","석유판매업","09_28_08_P","4791000","1987479005301508705","1987-02-06","","01","영업/정상","07","영업개시","","","","","063-583-5151","565","","전북특별자치도 부안군 부안읍 동중리 386-3","전북특별자치도 부안군 부안읍 석정로 116","","으뜸주유소","2026-01-13 09:22:16","U","2026-01-15 02:40:00","주유소","175973.912217773","248391.382514192","","",
"203","석유판매업","09_28_08_P","4791000","1990479005301500901","1990-02-19","","01","영업/정상","06","휴지사업재개","","2015-07-09","2018-04-30","2018-10-23","063-584-1100","598","","전북특별자치도 부안군 하서면 언독리 82-20 9통","전북특별자치도 부안군 하서면 변산로 437","","대교주유소","2026-01-13 09:27:04","U","2026-01-15 02:40:00","주유소","170769.592546205","247125.046427806","","",
"204","석유판매업","09_28_08_P","3650000","1993365001501500934","1993-05-11","","01","영업/정상","01","신규등록","","","","","042-242-5250","1475.1","","대전광역시 중구 대사동 175-1,2,176-3","대전광역시 중구 보문로 117 (대사동)","","두바이주유소 도안씨티㈜","2026-01-13 09:33:58","U","2026-01-15 02:40:00","주유소","238336.168452299","312670.725564733","","",
"205","석유판매업","09_28_08_P","3320000","2003332005901500014","2007-01-31","","01","영업/정상","06","휴지사업재개","","2018-04-09","2018-10-01","2018-09-21","051 3336810","998.68","","부산광역시 북구 덕천동 552-2","부산광역시 북구 금곡대로 113 (덕천동)","","새한가스(주) 명품주유소","2026-01-13 09:23:31","U","2026-01-15 02:40:00","주유소","382645.485823808","193007.3900605","","",
"206","석유판매업","09_28_08_P","5230000","1991523000401500001","1991-04-03","","02","휴업","05","사업휴지","","2026-01-12","2026-12-31","","054 655 6547","1481","","경상북도 예천군 예천읍 우계리 284-1","경상북도 예천군 예천읍 충효로 661","","우계주유소","2026-01-13 15:50:17","U","2026-01-15 02:40:00","주유소","331489.619209883","353846.812990066","","",
"207","석유판매업","09_28_08_P","4470000","2016447008101500002","2016-10-05","","01","영업/정상","07","영업개시","","","","","044-866-5848","1167","","충청북도 음성군 음성읍 신천리 107-5","충청북도 음성군 음성읍 충청대로 1235","","선인에너지(주)","2026-01-13 11:39:38","U","2026-01-15 02:40:00","주유소","261619.814941896","379881.127275341","","",
"208","석유판매업","09_28_08_P","4470000","2017447008101500002","2017-03-13","","02","휴업","05","사업휴지","","2025-04-18","2026-04-17","","","995","","충청북도 음성군 원남면 문암리 1022-10","충청북도 음성군 원남면 충청대로 116","","음성 하이테크 주유소","2026-01-13 17:31:25","U","2026-01-15 02:40:00","주유소","255175.417302102","371557.576879823","","",
"209","석유판매업","09_28_08_P","3100000","2001310009601500910","2001-03-24","","01","영업/정상","07","영업개시","","","","2016-01-04","02 9326850","","","서울특별시 노원구 중계동 366-8","서울특별시 노원구 한글비석로 268 (중계동)","","구도일주유소 불암","2026-01-13 14:42:26","U","2026-01-15 02:40:00","주유소","206746.767366038","460999.981873359","","",
"210","석유판매업","09_28_08_P","3480000","2002348000501500002","2002-12-07","","01","영업/정상","06","휴지사업재개","","","","2020-05-07","","1277","","대구광역시 달성군 다사읍 서재리 184","대구광역시 달성군 다사읍 서재로 39","","서재셀프주유소","2026-01-13 11:16:02","U","2026-01-15 02:40:00","주유소","334907.012676283","264164.877209604","","",
"211","석유판매업","09_28_08_P","3340000","2006334001701500001","2006-05-10","","03","폐업","03","폐지","2026-01-13","","","","051 2062351","1314","","부산광역시 사하구 괴정동 343-1","부산광역시 사하구 낙동대로 112 (괴정동)","","지에스칼텍스(주)동아주유소","2026-01-13 16:10:58","U","2026-01-15 02:40:00","주유소","382586.771166057","180162.795800904","","",
"212","석유판매업","09_28_08_P","3370000","2016337006901500001","2016-12-09","","02","휴업","05","사업휴지","","2025-12-31","2026-12-31","","051-851-0976","775","","부산광역시 연제구 거제동 721-1 외 1필지","부산광역시 연제구 거제대로 98 (거제동)","","감사드림주유소","2026-01-13 16:14:11","U","2026-01-15 02:40:00","주유소","","","","",
"213","석유판매업","09_28_08_P","4400000","1994440001501500004","1994-09-12","","01","영업/정상","01","신규등록","","","","","043 645 1962","1330","","충청북도 제천시 청전동 5-34","충청북도 제천시 의림대로 328 (청전동)","390-100","진우10주유소","2026-01-13 17:27:00","U","2026-01-15 02:40:00","주유소","307662.944272241","406756.371307241","","",
"214","석유판매업","09_28_08_P","3910000","1992391001401500054","2005-08-01","","01","영업/정상","06","휴지사업재개","","","","2026-01-12","031 6520557","1392.5","","경기도 평택시 청룡동 58-19","경기도 평택시 만세로 1465 (청룡동)","","삼성self주유소","2026-01-13 14:25:22","U","2026-01-15 02:40:00","주유소","211165.43283086","392353.288908642","","",
"215","석유판매업","09_28_08_P","3450000","1998345001201200057","1998-10-28","","01","영업/정상","01","신규등록","","","","","","220.6","","대구광역시 북구 복현동 41-2","대구광역시 북구 복현로34길 23-4 (복현동)","","동국에너지","2026-01-14 10:10:31","U","2026-01-16 02:40:00","일반판매소","346304.01145774","268318.561030676","","",
"216","석유판매업","09_28_08_P","4500000","2003450011001500016","2003-12-10","","03","폐업","03","폐지","2025-12-31","","","","0418536655","684","","충청남도 공주시 금성동 187","충청남도 공주시 왕릉로 129 (금성동)","","부흥주유소","2026-01-14 17:12:29","U","2026-01-16 02:40:00","주유소","210803.725483901","329268.889034246","","",
"217","석유판매업","09_28_08_P","4540000","1995454001201500045","1995-12-04","","01","영업/정상","01","신규등록","","","","","","1039","","충청남도 논산시 연산면 송정리 343","충청남도 논산시 연산면 계백로 2500","","행운주유소","2026-01-14 11:29:49","U","2026-01-16 02:40:00","주유소","220444.47453007","303377.966406904","","",
"218","석유판매업","09_28_08_P","3680000","2017368014201500001","2017-04-12","","01","영업/정상","07","영업개시","","","","","0426285185","889.2","","대전광역시 대덕구 송촌동 292-8","대전광역시 대덕구 동서대로 1787 (송촌동)","","주식회사 동서로","2026-01-14 14:04:34","U","2026-01-16 02:40:00","주유소","239772.70021231","317265.047261292","","",
"219","석유판매업","09_28_08_P","3260000","1976326004901500002","1976-05-13","","01","영업/정상","01","신규등록","","","","","051 2563929","363","","부산광역시 서구 서대신동1가 1","부산광역시 서구 구덕로 273 (서대신동1가)","49235","신일주유소","2026-01-14 11:02:04","U","2026-01-16 02:40:00","주유소","383984.869865686","180699.100923563","","",
"220","석유판매업","09_28_08_P","3260000","1982326004901500004","1982-02-17","","01","영업/정상","06","휴지사업재개","","","","2025-03-31","051 2572601","","","부산광역시 서구 남부민동 523-55","부산광역시 서구 충무대로 126 (남부민동)","49264","와이케이에너지 주식회사","2026-01-14 11:01:02","U","2026-01-16 02:40:00","주유소","384648.95585978","177719.031150996","","",
"221","석유판매업","09_28_08_P","3260000","2005326004901500004","2008-06-16","","01","영업/정상","01","신규등록","","","","","2551667","519","","부산광역시 서구 동대신동1가 107","부산광역시 서구 대영로 88 (동대신동1가)","","고려주유소 대신점","2026-01-14 10:56:08","U","2026-01-16 02:40:00","주유소","384165.123469928","180952.995643956","","",
"222","석유판매업","09_28_08_P","3260000","2008326006601500002","2008-08-06","","01","영업/정상","07","영업개시","","","","","051 242 8144","324","","부산광역시 서구 동대신동2가 206-8","부산광역시 서구 대영로 91 (동대신동2가)","49216","(주)디시에너지 대신지점","2026-01-14 17:53:58","U","2026-01-16 02:40:00","주유소","384187.653144136","181014.185272408","","",
"223","석유판매업","09_28_08_P","3260000","2009326006601500001","2009-05-07","","01","영업/정상","07","영업개시","","","","","051 231 5145","840","","부산광역시 서구 암남동 95-9","부산광역시 서구 충무대로 108 (암남동)","49264","남항대교주유소","2026-01-14 10:54:48","U","2026-01-16 02:40:00","주유소","384512.246020863","177598.362605247","","",
"224","석유판매업","09_28_08_P","3260000","2009326007001500001","2009-09-11","","01","영업/정상","07","영업개시","","","","","051-242-7719","2000","","부산광역시 서구 남부민동 689","부산광역시 서구 충무대로 240 (남부민동)","49255","피치스에너지 빙고주유소","2026-01-14 17:52:47","U","2026-01-16 02:40:00","주유소","384537.31662951","178862.732612704","","",
"225","석유판매업","09_28_08_P","3260000","1992326004901200013","1992-11-09","","01","영업/정상","01","신규등록","","","","","051 241 2575","","","부산광역시 서구 암남동 180-13","부산광역시 서구 충무대로 67 (암남동)","49265","태화연료","2026-01-14 10:53:41","U","2026-01-16 02:40:00","일반판매소","384153.58055512","177415.552228541","","",
"226","석유판매업","09_28_08_P","3260000","1994326004901200016","1994-01-25","","01","영업/정상","01","신규등록","","","","","051 255 8775","","","부산광역시 서구 부민동3가 8-1247","부산광역시 서구 해돋이로 327-1 (부민동3가)","49239","신흥석유","2026-01-14 10:59:32","U","2026-01-16 02:40:00","일반판매소","383798.198697555","180337.049688588","","",
"227","석유판매업","09_28_08_P","3260000","1998326004901200020","1998-03-30","","01","영업/정상","01","신규등록","","","","","051-248-2333","","","부산광역시 서구 남부민동 428-138","부산광역시 서구 해돋이로 57 (남부민동)","49261","SK선경 남해석유","2026-01-14 10:58:27","U","2026-01-16 02:40:00","일반판매소","384104.194976173","178030.333717603","","",
"228","석유판매업","09_28_08_P","4301000","2016430008501500002","2016-06-09","","01","영업/정상","06","휴지사업재개","","2019-01-01","2019-12-31","2019-09-03","","767","","","강원특별자치도 철원군 동송읍 오덕로 274","","(주)일송에너지 직영 일송주유소","2026-01-14 15:06:09","U","2026-01-16 02:40:00","주유소","220957.607515683","525426.705840563","","",
"229","석유판매업","09_28_08_P","5380000","2000538001001500045","2000-08-19","","01","영업/정상","01","신규등록","","","","","055 3882256","1185","","경상남도 양산시 덕계동 737-7","경상남도 양산시 웅상대로 795 (덕계동)","","대양석유(주)천마주유소","2026-01-14 09:22:04","U","2026-01-16 02:40:00","주유소","395398.215854174","210159.190428117","","",
"230","석유판매업","09_28_08_P","4900000","2007490000901500004","2007-12-17","","01","영업/정상","07","영업개시","","","","","061 373 5500","1581","","전라남도 화순군 화순읍 대리 60-1 외5필지","전라남도 화순군 화순읍 화보로 4151 (외5필지)","","남선석유(주) 화순셀프주유소","2026-01-14 10:12:27","U","2026-01-16 02:40:00","주유소","197655.861759158","173275.57321929","","",
"231","석유판매업","09_28_08_P","3780000","1996378007601100073","1996-01-17","","03","폐업","03","폐지","2026-01-14","","","","031-756-5189","905","","경기도 성남시 수정구 고등동 319-5","경기도 성남시 수정구 대왕판교로 1015 (고등동)","","판교하이웨이 주식회사","2026-01-14 09:50:56","U","2026-01-16 02:40:00","주유소","208961.808347037","436551.346517594","","",
"232","석유판매업","09_28_08_P","4820000","2004482011801500002","2004-04-08","","01","영업/정상","01","신규등록","","","","","061 755 5189","430","","전라남도 순천시 서면 압곡리 784-1","전라남도 순천시 서면 백강로 601","","톨게이트주유소","2026-01-14 20:05:32","U","2026-01-16 02:40:00","주유소","246944.902452764","165130.961235783","","",
"233","석유판매업","09_28_08_P","4860000","1980486004801200030","1980-04-26","","01","영업/정상","01","신규등록","","","","","061 363 0057","","","전라남도 곡성군 고달면 목동리 910-3","전라남도 곡성군 고달면 고주로 24","57546","곡성농협고달일반판매소","2026-01-14 09:02:14","U","2026-01-16 02:40:00","일반판매소","231037.031739359","199869.624297709","","",
"234","석유판매업","09_28_08_P","4860000","1989486004801200015","1989-08-12","","01","영업/정상","01","신규등록","","","","","061 362 6005","1050","","전라남도 곡성군 입면 창정리 98-5","전라남도 곡성군 입면 입면로 541","","입면농협주유소","2026-01-14 11:04:00","U","2026-01-16 02:40:00","주유소","217498.608411228","200785.558081697","","",
