"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","용도지역","건물형태구분명","객실수","주택면적","방면적비율","소화기개수","단독경보형감지기개수","자동확산소화기대수","휴대용비상조명등대수","피난구유도등개수","유도표지개수","완강기대수","가스누설경보기대수","일산화탄소감지기대수","조식제공여부","오수처리시설용량","화장실수","화장실종류명",
"68","농어촌민박업","03_11_08_P","6510000","AGCV065100002023000137","2023-03-17","","01","영업/정상","1","정상","","","","","","653","","","제주특별자치도 제주시 한경면 복호로 237-3","63002","제주 모리다락방 펜션","2026-01-02 18:07:44","U","2026-01-04 02:40:00","","","","계획관리지역","","2","98.81","0","6","6","0","2","0","2","0","1","1","","0","3","",
"69","농어촌민박업","03_11_08_P","4520000","AGCV045200002025000016","2025-12-22","","01","영업/정상","1","정상","","","","","","188","336-855","충청남도 아산시 배방읍 세교리 609","충청남도 아산시 배방읍 세교안길 53","31475","세교 끝집","2026-01-02 09:03:05","U","2026-01-04 02:40:00","","208857.07553943","363521.360918323","계획관리지역","","1","73.14","73.14","2","3","2","3","3","3","0","0","3","","3","1","",
"70","농어촌민박업","03_11_08_P","5020000","AGCV050200002022000137","2022-12-27","","03","폐업","3","폐업","2026-01-02","","","","","560","","","경상북도 포항시 남구 장기면 동해안로 2825","37947","솔","2026-01-02 10:02:47","U","2026-01-04 02:40:00","","427470.687126791","264105.064245464","가축사용제한구역","","3","222.96","0","3","12","0","3","3","0","1","1","1","","0","6","",
"71","농어촌민박업","03_11_08_P","3570000","AGCV035700002019000716","2013-04-01","","03","폐업","3","폐업","2026-01-02","","","","","608","417-804","인천광역시 강화군 강화읍 국화리 279번지","인천광역시 강화군 강화읍 고비고개로 97","23028","수풀림펜션","2026-01-02 17:53:40","U","2026-01-04 02:40:00","","152974.563594933","471374.32760447","","","2","191.29","0","2","2","0","0","0","0","0","0","0","","0","0","",
"72","농어촌민박업","03_11_08_P","3570000","AGCV035700002019000573","2017-04-07","","03","폐업","3","폐업","2026-01-02","","","","","297","417-862","인천광역시 강화군 화도면 사기리 502번지 7호","인천광역시 강화군 화도면 해안남로 1415-1","23059","스페이스","2026-01-02 17:55:03","U","2026-01-04 02:40:00","","152508.762379696","454704.838420443","","","1","59.4","0","1","2","0","0","0","0","0","0","0","","0","0","",
"73","농어촌민박업","03_11_08_P","3570000","AGCV035700002019000302","2009-03-16","","03","폐업","3","폐업","2026-01-02","","","","","816","417-851","인천광역시 강화군 양도면 건평리 262번지","인천광역시 강화군 양도면 건평로155번길 65-5","23056","예가","2026-01-02 17:52:42","U","2026-01-04 02:40:00","","147671.755583056","464283.021122999","","","4","163.86","0","4","4","0","0","0","0","0","0","0","","0","0","",
"74","농어촌민박업","03_11_08_P","5050000","AGCV050500002019001303","2019-03-27","","01","영업/정상","1","정상","","","","","","662","780-430","경상북도 경주시 하동 157-6","경상북도 경주시 하동못안길 88 (하동)","38126","바실라","2026-01-02 09:47:14","U","2026-01-04 02:40:00","","408890.963671862","258202.075717382","보전녹지","","5","183.61","183.61","2","5","0","5","0","5","0","0","0","","0","0","",
"75","농어촌민박업","03_11_08_P","4781000","AGCV047800002019000009","2019-04-23","","01","영업/정상","1","정상","","","","","0635633419","443","","전북특별자치도 고창군 아산면 삼인리 272 경수봉민박","전북특별자치도 고창군 아산면 중촌길 48-16, 경수봉민박","56452","경수봉민박","2026-01-02 15:26:26","U","2026-01-04 02:40:00","","162172.250840503","222980.338413573","자연환경보전지역","","5","87.74","0","5","5","0","0","0","0","0","0","0","","0","5","",
"76","농어촌민박업","03_11_08_P","3570000","AGCV035700002025000004","2025-01-23","","03","폐업","3","폐업","2026-01-02","","","","","497","417-863","인천광역시 강화군 화도면 여차리 76-14","인천광역시 강화군 화도면 해안남로2029번길 20-7","23061","화이트갤러리 펜션","2026-01-02 17:51:56","U","2026-01-04 02:40:00","","","","생산관리지역","","2","198.81","0","5","6","3","6","7","0","0","1","2","","8","4","",
"77","농어촌민박업","03_11_08_P","4181000","AGCV041810002025000059","2025-12-23","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 춘천시 신북읍 천전리 121-10","강원특별자치도 춘천시 신북읍 신샘밭로 638-23","24204","춘천펜션 알로하부자","2025-12-31 13:04:40","I","2026-01-07 00:20:36","","268597.572953803","492118.750745495","자연녹지지역","","0","72.54","0","2","2","1","2","0","1","0","0","2","","0","0","",
"78","농어촌민박업","03_11_08_P","4950000","AGCV049500002026000001","2026-01-05","","01","영업/정상","1","정상","","","","","","631","534-861","전라남도 무안군 운남면 연리 667","전라남도 무안군 운남면 와우로 154-55","58537","스테이잔잔","2026-01-05 16:31:39","I","2026-01-07 00:20:36","","139161.795982395","163788.041963467","계획관리지역","","4","175","0","4","4","0","4","0","4","0","1","1","","5","0","",
"79","농어촌민박업","03_11_08_P","5070000","AGCV050700002025000019","2025-12-31","","01","영업/정상","1","정상","","","","","","860","","","경상북도 안동시 와룡면 왼마길 42-11","36611","오롯이","2026-01-02 18:00:03","I","2026-01-07 00:20:36","","357001.630860984","346307.499249217","계획관리지역","","2","160.68","0","5","2","0","3","0","2","0","0","4","","0","2","",
"80","농어촌민박업","03_11_08_P","5670000","AGCV056700002025000015","2025-12-24","","01","영업/정상","1","정상","","","","","","501","631-813","경상남도 창원시 마산합포구 진동면 교동리 9-1","경상남도 창원시 마산합포구 진동면 교동3길 317-80","51790","포레스트휴","2026-01-05 10:00:51","I","2026-01-07 00:20:36","","337994.424593074","181243.801456201","","","2","77.49","27","2","4","2","2","2","0","0","0","0","","0","2","",
"81","농어촌민박업","03_11_08_P","4251000","AGCV042510002025000037","2025-12-31","","01","영업/정상","1","정상","","","","","","353","","강원특별자치도 홍천군 홍천읍 장전평리 268-3","강원특별자치도 홍천군 홍천읍 긴밭들2길 19-16, 2층","25119","제이 팜 스테이","2026-01-05 17:25:44","I","2026-01-07 00:20:36","","278247.15426477","462309.11826152","계획관리지역","","2","99.15","38.73","3","5","1","2","0","1","0","0","1","","0","2","",
"82","농어촌민박업","03_11_08_P","5600000","AGCV056000002025000030","2025-12-30","","01","영업/정상","1","정상","","","","","","939","","","경기도 포천시 영북면 우물목길 155","11103","굿모닝펜션","2026-01-02 13:29:27","I","2026-01-07 00:20:36","","","","보전관리","","3","199.11","80","7","3","3","2","2","0","0","2","1","","0","4","",
"83","농어촌민박업","03_11_08_P","4341000","AGCV043410002025000034","2025-11-19","","01","영업/정상","1","정상","","","","","","","","강원특별자치도 고성군 현내면 명파리 151-1","강원특별자치도 고성군 현내면 금강산로 899","24701","명파민박","2026-01-05 17:27:17","I","2026-01-07 00:20:36","","322115.648977972","561295.017231154","","","0","0","0","1","1","2","1","0","1","0","0","0","","0","0","",
"84","농어촌민박업","03_11_08_P","5590000","AGCV055900002026000001","2026-01-02","","01","영업/정상","1","정상","","","","","","500","482-873","경기도 양주시 남면 신암리 16","경기도 양주시 남면 감악산로514번길 154-30","11401","신암골","2026-01-05 09:39:39","I","2026-01-07 00:20:36","","197058.823663943","489849.529513729","제한보호구역","","1","97.12","97.12","2","3","1","3","0","2","0","0","1","","3","2","",
"85","농어촌민박업","03_11_08_P","3730000","AGCV037300002026000001","2026-01-05","","01","영업/정상","1","정상","","","","","","509","689-883","울산광역시 울주군 서생면 서생리 427-1","울산광역시 울주군 서생면 나루터길 19","45013","시니스","2026-01-05 16:10:03","I","2026-01-07 00:20:36","","412734.216278542","212151.144888759","","","1","65.94","20.49","5","4","1","4","0","2","0","1","1","","0","2","",
"86","농어촌민박업","03_11_08_P","6510000","AGCV065100002023000357","2023-07-13","","03","폐업","3","폐업","2026-01-01","","","","","515","690-081","제주특별자치도 제주시 도련일동 2352-1","제주특별자치도 제주시 도련남4길 10 (도련일동)","63328","낭그늘","2026-01-05 17:33:12","U","2026-01-07 02:40:00","","","","자연녹지지지역","","1","72.72","0","2","3","1","2","0","1","0","0","1","","0","0","",
"87","농어촌민박업","03_11_08_P","5330000","AGCV053300002024000049","2024-10-16","","03","폐업","3","폐업","2026-01-05","","","","","104","","","경상남도 통영시 산양읍 세포큰길 80-7","53083","피노키오","2026-01-05 17:18:54","U","2026-01-07 02:40:00","","327029.999673884","147367.068873553","자연녹지지역","","1","60.54","0","2","4","1","1","0","1","0","0","1","","0","1","",
"88","농어촌민박업","03_11_08_P","4331000","AGCV043310002013000008","2013-07-03","","01","영업/정상","1","정상","","","","","","282","","강원특별자치도 인제군 기린면 진동리 297","강원특별자치도 인제군 기린면 곰배령길 233","24653","곰배령이야","2026-01-05 11:05:17","U","2026-01-07 02:40:00","","327637.983364172","504828.038459327","생산관리지역","","4","136.8","136.85","4","4","2","4","0","4","0","0","2","","0","0","",
"89","농어촌민박업","03_11_08_P","4331000","AGCV043310002020000049","2020-09-03","","03","폐업","3","폐업","2026-01-05","","","","","545","","강원특별자치도 인제군 인제읍 하추리 545","강원특별자치도 인제군 인제읍 내린천로 5450","24642","물소리펜션","2026-01-05 13:05:39","U","2026-01-07 02:40:00","","310888.826322917","501669.993512451","계획관리지구","","1","98","98","2","2","0","1","0","1","0","0","0","","0","0","",
"90","농어촌민박업","03_11_08_P","5360000","AGCV053600002023000012","2023-03-20","","03","폐업","3","폐업","2026-01-05","","","","","211","627-843","경상남도 밀양시 상동면 안인리 1193-1","경상남도 밀양시 상동면 안인2길 36-27","50409","스테이솔솔바람","2026-01-05 17:22:00","U","2026-01-07 02:40:00","","","","계획관리","","1","58.44","0","2","2","0","2","0","2","0","0","0","","0","1","",
"91","농어촌민박업","03_11_08_P","5370000","AGCV053700002022000036","2022-05-24","","03","폐업","3","폐업","2025-01-02","","","","","2300","656-892","경상남도 거제시 일운면 소동리 125-3 C동","경상남도 거제시 일운면 소동6길 30-6, C동","53326","해맑음","2026-01-05 21:12:13","U","2026-01-07 02:40:00","","355369.327652388","150876.685813063","자연녹지지역","","3","151.68","0","5","4","1","5","0","3","0","0","1","","26","4","",
"92","농어촌민박업","03_11_08_P","6520000","AGCV065200002019000577","2014-05-23","","01","영업/정상","1","정상","","","","","","714","699-935","제주특별자치도 서귀포시 대정읍 하모리 540번지 1호","제주특별자치도 서귀포시 대정읍 하모백사로 29","63513","늘푸른 쉼 스테이","2026-01-05 11:05:29","U","2026-01-07 02:40:00","","130853.656481884","-31055.0660192432","","","5","158.51","0","2","8","1","8","0","1","0","0","0","","0","3","",
"93","농어촌민박업","03_11_08_P","4620000","AGCV046200002025000086","2025-12-26","","01","영업/정상","1","정상","","","","","","1100","357-921","충청남도 태안군 이원면 당산리 30-49","충청남도 태안군 이원면 사관로 610-38","32102","우림관광펜션","2026-01-05 17:56:49","U","2026-01-07 02:40:00","","139587.103774439","376742.027643712","계획관리지역","","2","149.4","0","6","3","2","3","0","2","0","1","1","","0","0","",
"94","농어촌민박업","03_11_08_P","4261000","AGCV042610002025000013","2025-12-10","","01","영업/정상","1","정상","","","","","","655","","강원특별자치도 횡성군 둔내면 자포곡리 80","강원특별자치도 횡성군 둔내면 청태산로 142","25262","쉼길스테이둔내","2026-01-05 09:10:28","U","2026-01-07 02:40:00","","309538.852329099","446487.043927668","계획관리지역 외1","","2","177.51","177.51","5","5","2","3","1","2","0","1","1","","3","4","",
"95","농어촌민박업","03_11_08_P","4620000","AGCV046200002021000096","2021-11-19","","03","폐업","3","폐업","2026-01-05","","","","","1017","357-972","충청남도 태안군 고남면 누동리 1116-206 1~5동","충청남도 태안군 고남면 대야로 202, 1~5동","32171","하얀고래","2026-01-05 19:43:55","U","2026-01-07 02:40:00","","146911.919549278","328631.059367694","자연환경보전지역","","4","189.66","0","4","4","2","4","4","0","0","2","2","","10","6","",
"96","농어촌민박업","03_11_08_P","4251000","AGCV042510002024000004","2024-02-19","","01","영업/정상","1","정상","","","","","","1322","","강원특별자치도 홍천군 화촌면 야시대리 842","강원특별자치도 홍천군 화촌면 야시대로738번길 130-2","25157","야시대 계곡민박","2026-01-05 16:54:34","U","2026-01-07 02:40:00","","284649.672792854","481316.231157502","계획관리지역","","3","167.84","167.84","4","4","0","4","0","4","0","0","0","","0","0","",
"97","농어촌민박업","03_11_08_P","4251000","AGCV042510002025000005","2025-02-17","","01","영업/정상","1","정상","","","","","","600","","","강원특별자치도 홍천군 서면 한서로 2344-10","25103","별빛뜨락","2026-01-05 16:45:14","U","2026-01-07 02:40:00","","260729.893606366","456537.141643807","","","5","186.1","0","5","5","5","5","0","5","0","5","5","","0","0","",
"98","농어촌민박업","03_11_08_P","4251000","AGCV042510002025000006","2025-02-21","","01","영업/정상","1","정상","","","","","","286","","","강원특별자치도 홍천군 내면 을수길 337","25170","별고을 투","2026-01-05 16:46:03","U","2026-01-07 02:40:00","","","","","","1","61.16","0","1","1","1","1","0","1","0","1","1","","0","0","",
