"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","법인구분명","구분명",
"257","유료직업소개소","11_50_02_P","3530000","2026353019814500001","2026-01-08","","01","영업/정상","20","영업중","","","","","","","","인천광역시 남동구 만수동 978-25 만수빌딩","인천광역시 남동구 하촌로 5, 만수빌딩 701호 (만수동)","21539","(주)새벽질주이노베이션","2026-01-08 13:13:44","I","2026-01-10 00:20:07","","176021.529573311","438589.823948003","법인","유료",
"258","유료직업소개소","11_50_02_P","3220000","2026322025014500002","2025-11-12","","01","영업/정상","20","영업중","","","","","0000000","","","서울특별시 강남구 도곡동 909-3 한독빌딩 409호","서울특별시 강남구 남부순환로 2645, 한독빌딩 4층 409호 (도곡동)","06271","에스크후","2026-01-08 13:20:51","I","2026-01-10 00:20:07","","203390.902472016","442601.789760193","개인","유료",
"259","유료직업소개소","11_50_02_P","3100000","2026310030014500001","2026-01-08","","01","영업/정상","20","영업중","","","","","","","","서울특별시 노원구 상계동 173-1 벽산아파트 108동 1층제12호","서울특별시 노원구 한글비석로 396, 108동 복합상가1층 제12호 (상계동, 벽산아파트)","01663","사랑맘스케어","2026-01-08 08:32:26","I","2026-01-10 00:20:07","","206356.22314833","462123.478004887","개인","유료",
"260","유료직업소개소","11_50_02_P","3100000","2026310030014500002","2026-01-08","","01","영업/정상","20","영업중","","","","","","","","서울특별시 노원구 상계동 173-1 벽산아파트 109동 2층28호","서울특별시 노원구 한글비석로 396, 109동 복합상가2층 제28호 (상계동, 벽산아파트)","01663","(#노원도봉강북)에스엠천사","2026-01-08 13:36:26","I","2026-01-10 00:20:07","","206356.22314833","462123.478004887","개인","유료",
"261","유료직업소개소","11_50_02_P","5350000","2026535037314500002","2026-01-08","","01","영업/정상","20","영업중","","","","","","","","경상남도 김해시 상동면 대감리 652-11 2층","경상남도 김해시 상동면 상동로 563, 2층","50805","희망인력직업소개소","2026-01-08 09:39:50","I","2026-01-10 00:20:07","","375576.520464493","202688.048538409","개인","유료",
"262","유료직업소개소","11_50_02_P","5340000","2026534023414500001","2026-01-08","","01","영업/정상","20","영업중","","","","","","","","경상남도 사천시 벌리동 458-2","경상남도 사천시 문선3길 13 (벌리동)","52560","삼창인력","2026-01-08 15:54:15","I","2026-01-10 00:20:07","","298730.184333233","160436.489854267","개인","유료",
"263","유료직업소개소","11_50_02_P","5020000","2026502048414500001","2026-01-08","","01","영업/정상","20","영업중","","","","","","","","경상북도 포항시 남구 해도동 33-12 학산타워빌딩","경상북도 포항시 남구 중앙로 154, 학산타워빌딩 1208호 (해도동)","37788","지앤에이 글로벌인력","2026-01-08 20:46:53","I","2026-01-10 00:20:07","","413388.788969914","283306.93120258","개인","유료",
"264","유료직업소개소","11_50_02_P","5210000","2026521012714500001","2004-03-29","","01","영업/정상","20","영업중","","","","","","","","경상북도 성주군 가천면 창천리 605-1 새마을금고가천분소","경상북도 성주군 가천면 가천로 62, 새마을금고가천분소 1층","40060","대하인력","2026-01-08 13:35:09","I","2026-01-10 00:20:07","","305268.204736315","265561.430207991","개인","유료",
"265","유료직업소개소","11_50_02_P","3780000","2026378038514500001","2026-01-08","","01","영업/정상","20","영업중","","","","","","","","경기도 성남시 수정구 태평동 6419-1","경기도 성남시 수정구 제일로 169-1, 1층 (태평동)","13310","더 파트너스","2026-01-08 17:39:25","I","2026-01-10 00:20:07","","211545.610175294","437716.859280206","개인","유료",
"266","유료직업소개소","11_50_02_P","5670000","2026567056614500003","2026-01-08","","01","영업/정상","20","영업중","","","","","","","","경상남도 창원시 의창구 명서동 199-1 명서종합상가 108호","경상남도 창원시 의창구 원이대로258번길 3, 명서종합상가 108호 (명서동)","51387","세종인력","2026-01-08 11:21:59","I","2026-01-10 00:20:07","","349958.303866898","195000.639030286","개인","유료",
"267","유료직업소개소","11_50_02_P","3650000","2026365014714500001","2026-01-08","","01","영업/정상","20","영업중","","","","","","","","대전광역시 중구 부사동 298-7","대전광역시 중구 보문로63번길 48, 1층 (부사동)","35047","주식회사 한국자격평가원","2026-01-08 16:50:26","I","2026-01-10 00:20:07","","238723.570502134","312374.398360079","법인","유료",
"268","유료직업소개소","11_50_02_P","4520000","2026452038514500001","2026-01-07","","01","영업/정상","20","영업중","","","","","","","","충청남도 아산시 권곡동 553-5","충청남도 아산시 번영로 144, 1층, 아산인력 (권곡동)","31514","아산인력","2026-01-08 14:32:29","I","2026-01-10 00:20:07","","200524.434783362","364931.021928386","개인","유료",
"269","유료직업소개소","11_50_02_P","3170000","2026317024914500001","2026-01-07","","01","영업/정상","20","영업중","","","","","0264466350","","","서울특별시 금천구 가산동 371-36","서울특별시 금천구 가산디지털1로 136, 제20층 제에이 2003호 (가산동)","08507","주식회사 엔피움","2026-01-08 08:27:20","I","2026-01-10 00:20:07","","189621.009177608","441751.948359719","법인","유료",
"270","유료직업소개소","11_50_02_P","4520000","2016452030214500002","2016-01-18","","01","영업/정상","20","영업중","","","","","041 544 8113","","","충청남도 아산시 영인면 아산리 455번지 3호","충청남도 아산시 영인면 아산리길 29, 1층 102호","31432","영인인력","2026-01-08 14:36:43","U","2026-01-10 02:40:00","","195875.855190866","372625.503734648","개인","유료",
"271","유료직업소개소","11_50_02_P","3990000","2019399042214500001","2019-01-14","","01","영업/정상","20","영업중","","","","","031 528 3454","","","경기도 남양주시 진접읍 장현리 51번지 1호 정광산호아파트 상가동 303호","경기도 남양주시 진접읍 금강로 1530-13, 상가동 303호 (정광산호아파트)","12010","열린직업소개소","2026-01-08 13:33:23","U","2026-01-10 02:40:00","","217083.70665266","469385.000476644","개인","유료",
"272","유료직업소개소","11_50_02_P","3940000","2006410010411500003","2007-01-10","","01","영업/정상","20","영업중","","","","","","","","경기도 고양시 일산서구 일산동 16통 6반 동문1차아파트 102동 1006호","경기도 고양시 일산서구 원일로 72 (일산동)","411-311","파출박사일산점","2026-01-08 09:52:11","U","2026-01-10 02:40:00","","179635.941287042","464912.67451348","개인","유료",
"273","유료직업소개소","11_50_02_P","3220000","2019322023714500041","2019-08-16","","01","영업/정상","20","영업중","","","","","0222225180","","","서울특별시 강남구 역삼동 708 동우빌딩 901,902호","서울특별시 강남구 테헤란로 328, 동우빌딩 901,902호 (역삼동)","06212","(주)라피플코리아리미티드","2026-01-08 15:13:09","U","2026-01-10 02:40:00","","204130.823745399","444612.149927522","법인","유료",
"274","유료직업소개소","11_50_02_P","5530000","2024553055414500024","2024-11-12","","01","영업/정상","20","영업중","","","","","031 354 8505","","","경기도 화성시 향남읍 행정리 420-3","경기도 화성시 향남읍 행정서로2길 2-25, 102호","18598","주식회사 더존인력","2026-01-08 10:22:35","U","2026-01-10 02:40:00","","192292.239872679","403183.524546166","법인","유료",
"275","유료직업소개소","11_50_02_P","3010000","2004301007111500006","2004-03-09","","01","영업/정상","20","영업중","","","","","","","","서울특별시 중구 광희동1가 182번지 21호 503호","서울특별시 중구 을지로44길 13, 신생빌딩 4층 503호 (광희동1가)","04561","다모직업소개소","2026-01-08 13:50:54","U","2026-01-10 02:40:00","","200523.291875424","451462.625533766","개인","유료",
"276","유료직업소개소","11_50_02_P","3010000","2019301016514500020","2019-12-11","","01","영업/정상","20","영업중","","","","","02  67196396","","","서울특별시 중구 을지로2가 204번지 삼화타워","서울특별시 중구 을지로5길 16, 삼화타워 4층 (을지로2가)","04539","(주)키스컨설팅","2026-01-08 13:49:03","U","2026-01-10 02:40:00","","198591.48750042","451623.0201872","법인","유료",
"277","유료직업소개소","11_50_02_P","5600000","2024560022914500003","2024-08-21","","03","폐업","40","폐업","2026-01-07","","","","","","","경기도 포천시 군내면 용정리 66-5","경기도 포천시 군내면 포천로 1321-51, 가동","11154","금동인력","2026-01-08 09:40:17","U","2026-01-10 02:40:00","","218834.417393563","486022.815061977","개인","유료",
"278","유료직업소개소","11_50_02_P","3350000","2016335010014500005","2016-04-19","","01","영업/정상","20","영업중","","","","","051 5150155","","","","부산광역시 금정구 중앙대로 1946, 2층 (남산동)","46216","세화인력","2026-01-08 10:36:18","U","2026-01-10 02:40:00","","390280.6828122","197427.835694453","개인","유료",
"279","유료직업소개소","11_50_02_P","3860000","2023386061714500001","2023-05-24","","01","영업/정상","20","영업중","","","","","","","","경기도 부천시 소사구 소사본동 153-30","경기도 부천시 소사구 소사로 210-1, 2층 (소사본동)","14702","주식회사 씨앤디","2026-01-08 17:22:09","U","2026-01-10 02:40:00","","181865.302048182","441663.498338963","법인","유료",
"280","유료직업소개소","11_50_02_P","3440000","2023344012414500003","2020-04-16","","01","영업/정상","20","영업중","","","","","","","","대구광역시 남구 대명동 1893-40","대구광역시 남구 현충로 252-1 (대명동)","42409","주식회사 클라인","2026-01-08 13:33:18","U","2026-01-10 02:40:00","","342947.902970913","262802.327695226","법인","유료",
"281","유료직업소개소","11_50_02_P","3930000","2021556000214500017","2018-01-22","","01","영업/정상","20","영업중","","","","","031 496 2375","","","경기도 안산시 단원구 고잔동 688-1","경기도 안산시 단원구 다리간2길 44, 2층 (고잔동)","15459","(주)다온위드","2026-01-08 16:43:21","U","2026-01-10 02:40:00","","184310.5415428","423631.994217259","법인","유료",
"282","유료직업소개소","11_50_02_P","4000000","2025400019414500009","2025-12-16","","01","영업/정상","20","영업중","","","","","031 375 7958","","","경기도 오산시 세교동 600-3 세마타워","경기도 오산시 수목원로 610, 세마타워 304호 (세교동)","18106","경기하트맘케어","2026-01-08 17:50:26","U","2026-01-10 02:40:00","","203652.628912726","409374.063789293","개인","유료",
"283","유료직업소개소","11_50_02_P","4520000","2024452038514500004","2024-03-12","","01","영업/정상","20","영업중","","","","","","","","충청남도 아산시 둔포면 둔포리 417-6","충청남도 아산시 둔포면 둔포중앙로 162-1, B동 102호","31405","YES인력","2026-01-08 16:33:13","U","2026-01-10 02:40:00","","203283.378464093","380501.977638104","개인","유료",
"284","유료직업소개소","11_50_02_P","4540000","2024454027614500007","2024-02-22","","01","영업/정상","20","영업중","","","","","","","","충청남도 논산시 취암동 427-2","충청남도 논산시 중앙로 359, 202호 (취암동)","32975","대건인력","2026-01-08 13:04:31","U","2026-01-10 02:40:00","","208157.296645807","299577.42447896","개인","유료",
"285","유료직업소개소","11_50_02_P","3420000","2000342005811500015","2000-09-04","","03","폐업","40","폐업","2026-01-08","","","","053  7549503","","","대구광역시 동구 신천동 149번지 3호 2층","대구광역시 동구 장등로 3, 2층 (신천동)","701-825","우리어머니회","2026-01-08 15:35:28","U","2026-01-10 02:40:00","","346496.530394774","264283.97793654","개인","유료",
"286","유료직업소개소","11_50_02_P","3980000","2021398012914500006","2021-07-30","","01","영업/정상","20","영업중","","","","","031 555 2115","","","경기도 구리시 교문동 207-5 세영빌딩","경기도 구리시 경춘로 154-1, 세영빌딩 3층 (교문동)","11924","대양인력","2026-01-08 17:00:26","U","2026-01-10 02:40:00","","211621.49999389","455359.788348971","개인","유료",
"287","유료직업소개소","11_50_02_P","5310000","2022531027014500014","2022-12-14","","03","폐업","40","폐업","2026-01-08","","","","055 7621278","","","경상남도 진주시 강남동 31-6","경상남도 진주시 진주대로985번길 9, 1층 (강남동)","52708","가노간병인협회","2026-01-08 13:09:55","U","2026-01-10 02:40:00","","298880.461030949","188091.546837708","개인","유료",
"288","유료직업소개소","11_50_02_P","4721000","2023472017214500004","2023-04-04","","01","영업/정상","20","영업중","","","","","","","","전북특별자치도 완주군 운주면 완창리 295-5","전북특별자치도 완주군 운주면 운주로 226","55300","미래인력","2026-01-08 15:01:18","U","2026-01-10 02:40:00","","224188.126211502","288701.259565595","개인","유료",
"289","유료직업소개소","11_50_02_P","3780000","2020378028814500019","2020-09-23","","01","영업/정상","20","영업중","","","","","050713475461","","","경기도 성남시 분당구 야탑동 360-3 이코노샤르망","경기도 성남시 분당구 장미로 86, 이코노샤르망 702호 (야탑동)","13506","나라에이치알","2026-01-08 14:38:42","U","2026-01-10 02:40:00","","211458.576532861","434607.065790838","개인","유료",
"290","유료직업소개소","11_50_02_P","4020000","2025402025614500002","2025-03-07","","03","폐업","40","폐업","2026-01-08","","","","","","","경기도 군포시 산본동 92-9","경기도 군포시 산본천로 215, 3층 (산본동)","15806","두레인력개발","2026-01-08 15:08:09","U","2026-01-10 02:40:00","","194704.295881994","429951.03756858","개인","유료",
"291","유료직업소개소","11_50_02_P","3780000","2025378038514500013","2025-04-24","","01","영업/정상","20","영업중","","","","","","","","경기도 성남시 분당구 수내동 6-6 오피스텔트레벨","경기도 성남시 분당구 황새울로258번길 35, 오피스텔트레벨 8층 819호 (수내동)","13595","세움컴퍼니","2026-01-08 17:28:15","U","2026-01-10 02:40:00","","210227.886830269","430762.286046992","개인","유료",
"292","유료직업소개소","11_50_02_P","5020000","2020502040514500009","2020-12-01","","01","영업/정상","20","영업중","","","","","","","","경상북도 포항시 남구 연일읍 오천리 113-2","경상북도 포항시 남구 연일읍 동문로94번길 52, 2층","37838","나린유료직업소개소","2026-01-08 20:47:53","U","2026-01-10 02:40:00","","412566.460888452","280141.595754009","개인","유료",
"293","유료직업소개소","11_50_02_P","3940000","2021395005214500001","2021-01-14","","01","영업/정상","20","영업중","","","","","","","","경기도 고양시 덕양구 성사동 408-3","경기도 고양시 덕양구 호국로790번길 107, 4층 (성사동)","10465","엔에이치인력(NH인력)","2026-01-08 14:45:26","U","2026-01-10 02:40:00","","185953.357932097","461321.012201396","개인","유료",
"294","유료직업소개소","11_50_02_P","3780000","2023378038514500015","2023-11-30","","01","영업/정상","20","영업중","","","","","","","","경기도 성남시 중원구 금광동 3666","경기도 성남시 중원구 광명로 337, 2층 203호 (금광동)","13177","일드림인력파출성남점","2026-01-08 17:29:31","U","2026-01-10 02:40:00","","214374.721656212","438214.914911872","개인","유료",
"295","유료직업소개소","11_50_02_P","3000000","2026300024514500001","2026-01-09","","01","영업/정상","20","영업중","","","","","","","","서울특별시 종로구 신문로1가 58-14 한글회관 402호","서울특별시 종로구 새문안로3길 7, 한글회관 402호 (신문로1가)","03175","주식회사 에이치알스탠다드","2026-01-09 14:38:44","I","2026-01-11 00:20:02","","197487.622049589","452071.534763593","법인","유료",
"296","유료직업소개소","11_50_02_P","5670000","2025567057414500003","2025-08-01","","01","영업/정상","20","영업중","","","","","","","","경상남도 창원시 의창구 봉곡동 39-8 유정상가 202호","경상남도 창원시 의창구 원이대로285번길 19, 유정상가 202호 (봉곡동)","51176","이성인력","2026-01-09 14:31:52","I","2026-01-11 00:20:02","","350310.006246302","195096.633614944","개인","유료",
"297","유료직업소개소","11_50_02_P","3540000","2026354016214500002","2017-01-18","","01","영업/정상","20","영업중","","","","","","","","인천광역시 부평구 청천동 174-5","인천광역시 부평구 마장로 434, 2층 (청천동)","21312","부평인력","2026-01-09 17:04:57","I","2026-01-11 00:20:02","","173809.677141553","446113.471887245","개인","유료",
"298","유료직업소개소","11_50_02_P","4050000","2026562002714500001","2026-01-09","","01","영업/정상","20","영업중","","","","","","","","경기도 용인시 처인구 원삼면 고당리 91 한덕개발","경기도 용인시 처인구 원삼면 원양로 81","17168","세울","2026-01-09 10:37:58","I","2026-01-11 00:20:02","","227570.784308672","407261.582690479","개인","유료",
"299","유료직업소개소","11_50_02_P","4050000","2026562002714500002","2026-01-09","","01","영업/정상","20","영업중","","","","","","","","경기도 용인시 처인구 원삼면 학일리 83-1","경기도 용인시 처인구 원삼면 이원로913번길 1-1, 103호","17169","파워모션","2026-01-09 10:47:21","I","2026-01-11 00:20:02","","224941.886470531","405986.403786193","개인","유료",
"300","유료직업소개소","11_50_02_P","4050000","2026562002714500003","2023-07-14","","01","영업/정상","20","영업중","","","","","02  62742826","","","서울특별시 금천구 가산동 371-41 가산 에스케이 브이원 센터 307호","서울특별시 금천구 가산디지털1로 171, 가산 에스케이 브이원 센터 307호 (가산동)","08503","주식회사 골드윈네트웍스(GOLDWIN Networks Inc.)","2026-01-09 17:18:44","I","2026-01-11 00:20:02","","189378.332493727","442066.99866487","","",
"301","유료직업소개소","11_50_02_P","5250000","2026525014414500001","2026-01-09","","01","영업/정상","20","영업중","","","","","","","","경상북도 울진군 죽변면 후정리 1069","경상북도 울진군 죽변면 매정길 145","36314","명승인력","2026-01-09 11:23:34","I","2026-01-11 00:20:02","","412963.278130857","399378.163683988","개인","유료",
"302","유료직업소개소","11_50_02_P","5690000","2026569029214500001","2026-01-09","","01","영업/정상","20","영업중","","","","","","","","세종특별자치시 보람동 722 스마트허브Ⅰ","세종특별자치시 한누리대로 2150, 스마트허브Ⅰ 지하1층 B109호 (보람동)","30151","위드인","2026-01-09 15:28:48","I","2026-01-11 00:20:02","","225682.098500873","330873.235668559","개인","유료",
"303","유료직업소개소","11_50_02_P","3240000","2026324028914500001","2026-01-09","","01","영업/정상","20","영업중","","","","","","","","서울특별시 강동구 성내동 120-65 우리좋은교회","서울특별시 강동구 성내로3길 37, 우리좋은교회 5층 503호 (성내동)","05392","오리","2026-01-09 15:11:42","I","2026-01-11 00:20:02","","210836.557776071","447719.361105121","개인","유료",
"304","유료직업소개소","11_50_02_P","3640000","2019364011414500001","2019-01-30","","03","폐업","40","폐업","2026-01-09","","","","0422856923","","","대전광역시 동구 대동 146번지 1호 대동클리닉 201호","대전광역시 동구 계족로 167, 대동클리닉 201호 (대동)","34640","(주)더좋은사람","2026-01-09 13:59:47","U","2026-01-11 02:40:00","","239704.572233185","314310.467556259","법인","유료",
"305","유료직업소개소","11_50_02_P","3010000","2019301016514500010","2019-05-03","","01","영업/정상","20","영업중","","","","","02  67196396","","","서울특별시 중구 을지로2가 204번지 삼화타워","서울특별시 중구 을지로5길 16, 삼화타워 4층 (을지로2가)","04539","(주)키스템프그룹","2026-01-09 16:11:56","U","2026-01-11 02:40:00","","198591.48750042","451623.0201872","법인","유료",
"306","유료직업소개소","11_50_02_P","3940000","2010410012414500006","2010-03-03","","01","영업/정상","20","영업중","","","","","031 975 2227","","","경기도 고양시 일산서구 일산1동 635번지 37호 3층","경기도 고양시 일산서구 고양대로 673 (일산동,3층)","","럭키파출부","2026-01-09 15:03:48","U","2026-01-11 02:40:00","","179729.831839207","464690.020092723","개인","유료",
"307","유료직업소개소","11_50_02_P","3170000","2024317024914500026","2024-09-26","","01","영업/정상","20","영업중","","","","","","","","서울특별시 금천구 가산동 327-5","서울특별시 금천구 가산디지털2로 34, 1001~1003호 (가산동)","08592","PS & 컨설팅","2026-01-09 15:51:10","U","2026-01-11 02:40:00","","189622.332386295","441057.177316052","개인","유료",
"308","유료직업소개소","11_50_02_P","5670000","2022567057014500002","2022-02-10","","01","영업/정상","20","영업중","","","","","0552855600","","","경상남도 창원시 마산합포구 서성동 65-91 제일기계","경상남도 창원시 마산합포구 3·15대로 327, 제일기계 2층 (서성동)","51285","그린안전산업","2026-01-09 07:19:43","U","2026-01-11 02:40:00","","343075.427002994","190575.137975761","개인","유료",
"309","유료직업소개소","11_50_02_P","5530000","2024553055414500011","2024-07-11","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 봉담읍 상리 27-25","경기도 화성시 봉담읍 삼천병마로 1285, 102호","18313","파트너 직업소개소","2026-01-09 16:23:59","U","2026-01-11 02:40:00","","195447.512107975","413196.583664448","개인","유료",
"310","유료직업소개소","11_50_02_P","3860000","2013386025114500004","2013-03-22","","01","영업/정상","20","영업중","","","","","","","","경기도 부천시 소사구 심곡본동 731번지 15호","경기도 부천시 소사구  성주로  266-1, 3층 (심곡본동)","422-823","동백소개소","2026-01-09 16:10:03","U","2026-01-11 02:40:00","","180671.372919072","442232.583498829","개인","유료",
"311","유료직업소개소","11_50_02_P","3230000","2006323008211500014","2006-01-26","","01","영업/정상","20","영업중","","","","","4208283","","","","서울특별시 송파구 송파대로 448-1, 301,303호 (송파동, 영흥빌딩)","138-848","송파직업소개소","2026-01-09 09:23:19","U","2026-01-11 02:40:00","","209328.856592289","444947.98014281","개인","유료",
"312","유료직업소개소","11_50_02_P","5350000","2020535029214500002","2020-01-17","","01","영업/정상","20","영업중","","","","","","","","경상남도 김해시 진례면 담안리 280번지 1호","경상남도 김해시 진례면 고모로327번길 2","50875","공단인력","2026-01-09 11:18:22","U","2026-01-11 02:40:00","","360702.879835189","196676.520587512","개인","유료",
"313","유료직업소개소","11_50_02_P","3680000","2026368022214500001","2023-07-11","","01","영업/정상","20","영업중","","","","","","","","충청북도 청주시 청원구 우암동 374-1","충청북도 청주시 청원구 향군로108번길 10, 206호 (우암동)","28480","나라컴퍼니","2026-01-09 16:41:43","U","2026-01-11 02:40:00","","243084.299625932","350473.867743846","개인","유료",
"314","유료직업소개소","11_50_02_P","4060000","2026406055214500001","2026-01-07","","01","영업/정상","20","영업중","","","","","","","","경기도 파주시 동패동 303-5 버블캐슬빌딩","경기도 파주시 교하로 427, 버블캐슬빌딩 203호 (동패동)","10904","성공인력","2026-01-09 15:55:31","U","2026-01-11 02:40:00","","176256.37523425","467050.751723013","개인","유료",
"315","유료직업소개소","11_50_02_P","3610000","2026361026114500001","2022-03-15","","01","영업/정상","20","영업중","","","","","","","","광주광역시 남구 방림동 5-5 가온간병인협회","광주광역시 남구 천변좌로 572-1, 누리난원 1층 (방림동)","61679","가온간병인협회","2026-01-09 09:49:26","U","2026-01-11 02:40:00","","193092.363380054","181319.737970371","개인","유료",
"316","유료직업소개소","11_50_02_P","3420000","2023342020614500006","2023-02-09","","03","폐업","40","폐업","2026-01-09","","","","","","","대구광역시 동구 신천동 100 벽산e-솔렌스힐 117호","대구광역시 동구 장등로 56, 117호 (신천동, 벽산e-솔렌스힐)","41260","(주)파트너스 에이치알","2026-01-09 14:31:20","U","2026-01-11 02:40:00","","346619.68874326","264770.311426913","법인","유료",
"317","유료직업소개소","11_50_02_P","5350000","2024535032714500001","2024-01-25","","01","영업/정상","20","영업중","","","","","","","","경상남도 김해시 서상동 125-2","경상남도 김해시 분성로 330-6, 1층 (서상동)","50921","시티즈리크루트","2026-01-09 11:11:31","U","2026-01-11 02:40:00","","371259.011762476","194300.982792936","개인","유료",
"318","유료직업소개소","11_50_02_P","4540000","2024454027614500009","2024-03-06","","01","영업/정상","20","영업중","","","","","","","","충청남도 논산시 화지동 41-92","충청남도 논산시 중앙로500번길 39, 1층 (화지동)","32966","대신인력","2026-01-09 11:13:16","U","2026-01-11 02:40:00","","207733.299235485","300831.380611743","개인","유료",
"319","유료직업소개소","11_50_02_P","5350000","2017535026414500013","2017-07-12","","01","영업/정상","20","영업중","","","","","","","","경상남도 김해시 삼정동 618-17","경상남도 김해시 김해대로 2445(삼정동)","50934","매일인력사무소","2026-01-09 11:16:05","U","2026-01-11 02:40:00","","372384.563659581","193697.631774396","개인","유료",
"320","유료직업소개소","11_50_02_P","5350000","2017535026114500001","2017-02-01","","01","영업/정상","20","영업중","","","","","","","","경상남도 김해시 무계동 383번지 8호","경상남도 김해시 장유로288번길 5 (무계동)","51000","삼성인력","2026-01-09 11:17:27","U","2026-01-11 02:40:00","","365086.298804312","190459.726545549","개인","유료",
"321","유료직업소개소","11_50_02_P","5530000","2022553038814500032","2022-12-20","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 남양읍 남양리 655-1","경기도 화성시 남양읍 남양시장로 54, 2층","18261","무진인력","2026-01-09 16:25:07","U","2026-01-11 02:40:00","","183545.767032688","411893.031842322","개인","유료",
"322","유료직업소개소","11_50_02_P","3700000","2021370016114500009","2021-06-25","","03","폐업","40","폐업","2025-12-31","","","","052 276 7960","","","울산광역시 남구 신정동 1334-16","울산광역시 남구 봉월로 121, 1층 (신정동)","44625","일구인력개발","2026-01-09 14:52:47","U","2026-01-11 02:40:00","","409082.942087305","229510.991123485","개인","유료",
"323","유료직업소개소","11_50_02_P","3830000","2017385003714500004","2017-03-20","","01","영업/정상","20","영업중","","","","","0314205088","","","경기도 안양시 동안구 호계동 555-9 국제유통단지","경기도 안양시 동안구 엘에스로 92, 국제유통단지 12동 211호 (호계동)","14117","타겟써치","2026-01-09 10:54:46","U","2026-01-11 02:40:00","","195688.283843608","429949.927810159","개인","유료",
"324","유료직업소개소","11_50_02_P","3220000","2021322025014500010","2021-03-12","","01","영업/정상","20","영업중","","","","","","","","서울특별시 강남구 역삼동 702-10 아남타워빌딩","서울특별시 강남구 테헤란로 311, 아남타워빌딩 1508호 (역삼동)","06151","스톤브릿지파트너스 주식회사","2026-01-09 14:22:55","U","2026-01-11 02:40:00","","203894.031407652","444624.818170279","법인","유료",
"325","유료직업소개소","11_50_02_P","3440000","2014344010314500001","2014-02-13","","01","영업/정상","20","영업중","","","","","","","","대구광역시 남구 대명동 912-5","대구광역시 남구 대명로 130, 2층 (대명동)","42486","대명건축인력유료직업소개소","2026-01-09 15:28:49","U","2026-01-11 02:40:00","","341935.515545344","261029.368137458","개인","유료",
"326","유료직업소개소","11_50_02_P","3930000","2025556000214500006","2025-04-10","","03","폐업","40","폐업","2026-01-09","","","","","","","경기도 안산시 단원구 원곡동 994 안산유통상가2차 D동 314호","경기도 안산시 단원구 산단로 348, 안산유통상가2차 D동 314호 (원곡동)","15431","개미인력안산단원","2026-01-09 10:50:19","U","2026-01-11 02:40:00","","181034.70168025","424985.683162494","개인","유료",
"327","유료직업소개소","11_50_02_P","3130000","2009313012614500007","2008-07-21","","01","영업/정상","20","영업중","","","","","02  518 3348","","","서울특별시 마포구 공덕동 256번지 13호 제일빌딩 1307호","서울특별시 마포구 만리재로 15, 1307호 (공덕동, 제일빌딩)","121-706","(주)에프앤이그재큐티브","2026-01-09 10:57:00","U","2026-01-11 02:40:00","","195748.06444032","449145.578789461","법인","유료",
"328","유료직업소개소","11_50_02_P","4620000","2004462006314500001","2009-07-23","","01","영업/정상","20","영업중","","","","","041 672 8585","","","충청남도 태안군 태안읍 남문리 480번지 3호","충청남도 태안군 태안읍 중앙로 11","","태안반도직업소개소","2026-01-09 08:55:33","U","2026-01-11 02:40:00","","136661.718676575","361972.795134706","개인","유료",
"329","유료직업소개소","11_50_02_P","3640000","2023364018114500006","2023-10-27","","01","영업/정상","20","영업중","","","","","","","","대전광역시 동구 성남동 496-2 대덕약국","대전광역시 동구 동서대로 1676, 대덕약국 4층 (성남동)","34572","휴먼잡","2026-01-09 11:25:22","U","2026-01-11 02:40:00","","239077.623992971","316490.619588417","개인","유료",
"330","유료직업소개소","11_50_02_P","5530000","2023553047914500024","2021-10-28","","01","영업/정상","20","영업중","","","","","","","","경기도 화성시 향남읍 평리 35-14","경기도 화성시 향남읍 3.1만세로 1124, 205호","18593","위드솔루션","2026-01-09 15:36:15","U","2026-01-11 02:40:00","","191904.650702393","403521.770111874","개인","유료",
"331","유료직업소개소","11_50_02_P","5540000","2023554032214500014","2023-11-24","","01","영업/정상","20","영업중","","","","","031 769 1035","","","경기도 광주시 역동 26-13","경기도 광주시 광주대로 11-5, 2층 (역동)","12758","태산 리크루트","2026-01-09 18:02:32","U","2026-01-11 02:40:00","","222976.787768647","433990.704875605","개인","유료",
"332","유료직업소개소","11_50_02_P","4820000","2024482033714500023","2024-12-24","","01","영업/정상","20","영업중","","","","","","","","전라남도 순천시 용당동 570 용당동 동아아파트","전라남도 순천시 삼산로 81, 상가동 108호 (용당동, 용당동 동아아파트)","57936","온 케어네이션","2026-01-09 17:57:07","U","2026-01-11 02:40:00","","244865.956465603","163916.809157406","개인","유료",
