"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","휴게실면적","사무실면적","탈의실면적","회원모집총인원","세부업종명","법인명",
"130","체력단련장업","10_42_01_P","4671000","CDFH3301062024000003","2024-03-22","","01","영업/정상","13","영업중","","","","","063-465-9688","472.5","","전북특별자치도 군산시 수송동 808","전북특별자치도 군산시 수송북로 4, 2층 (수송동)","54090","핫플짐 수송점","2026-01-06 17:44:38","U","2026-01-09 02:40:00","","174182.517459752","274087.549965297","체력단련장업","사립","","2","0","4012.18","0","0","0","0","","",
"131","체력단련장업","10_42_01_P","5590000","CDFH3301062018000001","2018-08-28","","04","취소/말소/만료/정지/중지","35","직권말소","2025-01-22","","","","","972.86","","경기도 양주시 옥정동 963-13 파스텔시티","경기도 양주시 옥정로 196, 파스텔시티 703~706호 (옥정동)","11473","수트 피트니스(SUIT FITNESS)","2026-01-06 11:03:41","U","2026-01-09 02:40:00","","208044.43001322","479607.57997924","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"132","체력단련장업","10_42_01_P","3220000","CDFH3301062018000026","2018-08-30","","03","폐업","03","폐업","2026-01-05","","","","","350","","서울특별시 강남구 역삼동 708-35 호텔 뉴브","서울특별시 강남구 선릉로85길 6, 호텔 뉴브 4층 (역삼동)","06212","피트니스 일레븐","2026-01-07 10:25:10","U","2026-01-09 02:40:00","","204272.802698096","444535.336141507","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"133","체력단련장업","10_42_01_P","3400000","CDFH3301062020000004","2020-05-06","","01","영업/정상","13","영업중","","","","","","457.73","","부산광역시 기장군 기장읍 동부리 124 전자랜드21","부산광역시 기장군 기장읍 차성로 314, 전자랜드21 3층 1호","46061","젬마짐 기장점 헬스&PT","2026-01-06 13:06:07","U","2026-01-09 02:40:00","","401451.765883262","196278.103365372","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"134","체력단련장업","10_42_01_P","3480000","CDFH3301062025000006","2025-11-04","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달성군 다사읍 세천리 1689-3","대구광역시 달성군 다사읍 세천로 108","42930","세천 스파 헬스","2026-01-06 17:18:48","U","2026-01-09 02:40:00","","333005.246399078","264684.966793855","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"135","체력단련장업","10_42_01_P","3940000","CDFH3301062025000033","2025-10-24","","01","영업/정상","13","영업중","","","","","","128.8","","경기도 고양시 일산서구 덕이동 1542 신성프라자","경기도 고양시 일산서구 하이파크3로 84, 신성프라자 601호 (덕이동)","10234","제이짐","2026-01-07 09:20:59","U","2026-01-09 02:40:00","","","","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"136","체력단련장업","10_42_01_P","3780000","CDFH3301062023000008","2023-03-02","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 정자동 18-8","경기도 성남시 분당구 정자일로198번길 24 (정자동)","13558","F45 정자","2026-01-07 11:31:35","U","2026-01-09 02:40:00","","209435.579985282","429443.666587042","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"137","체력단련장업","10_42_01_P","3680000","CDFH3301062024000001","2024-03-19","","01","영업/정상","13","영업중","","","","","","162.92","","대전광역시 대덕구 법동 193-5","대전광역시 대덕구 계족산로5번안길 31, 지하1층 (법동)","34406","K-스튜디오","2026-01-06 10:33:26","U","2026-01-09 02:40:00","","238719.005856161","318593.084251068","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"138","체력단련장업","10_42_01_P","3310000","CDFH3301062024000003","2024-03-18","","01","영업/정상","13","영업중","","","","","","490.02","","부산광역시 남구 대연동 63-3","부산광역시 남구 용소로14번길 23, 지하1,2층 (대연동)","48498","오케이피트니스 대연점 헬스&PT","2026-01-06 13:16:13","U","2026-01-09 02:40:00","","391286.860392514","183831.010058241","체력단련장업","사립","","0","0","3139.61","0","0","0","0","","",
"139","체력단련장업","10_42_01_P","3630000","CDFH3301062024000002","2024-02-23","","01","영업/정상","13","영업중","","","","","","341.18","","광주광역시 광산구 우산동 1587-1 콜럼버스월드","광주광역시 광산구 풍영철길로 15, 콜럼버스월드 401층 (우산동)","62355","아너짐","2026-01-07 13:45:09","U","2026-01-09 02:40:00","","182753.559425862","184879.929937434","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"140","체력단련장업","10_42_01_P","4530000","CDFH3301062025000003","2025-10-01","","01","영업/정상","13","영업중","","","","","041-669-8808","280.36","","충청남도 서산시 대산읍 대산리 1642","충청남도 서산시 대산읍 정자동1로 3, 수협건물 3층","31909","BODY PT(바디피티)","2026-01-06 17:30:27","U","2026-01-09 02:40:00","","149246.079707682","382133.560475799","체력단련장업","사립","","1","0","822.64","0","0","0","0","","",
"141","체력단련장업","10_42_01_P","3990000","CDFH3301062023000001","2023-01-12","","01","영업/정상","13","영업중","","","","","","109.16","","경기도 남양주시 다산동 667-1","경기도 남양주시 가운로1길 25, 수미소빌딩 505호 (다산동)","12262","주식회사 아사힘","2026-01-07 09:22:44","U","2026-01-09 02:40:00","","213736.107896519","455822.518040239","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"142","체력단련장업","10_42_01_P","4641000","CDFH3301062023000014","2023-06-15","","01","영업/정상","13","영업중","","","","","","153.88","","전북특별자치도 전주시 덕진구 인후동1가 834-4","전북특별자치도 전주시 덕진구 건산로 216, 2층 (인후동1가)","55019","모티브짐","2026-01-06 13:06:34","U","2026-01-09 02:40:00","","214483.654098924","259288.040924867","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"143","체력단련장업","10_42_01_P","4641000","CDFH3301062021000021","2021-10-25","","01","영업/정상","13","영업중","","","","","","985.43","","전북특별자치도 전주시 완산구 평화동1가 723-1","전북특별자치도 전주시 완산구 평화18길 22, 3층 (평화동1가)","55122","평화사우나휘트니스","2026-01-07 17:44:08","U","2026-01-09 02:40:00","","212078.885090742","255011.842928416","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"144","체력단련장업","10_42_01_P","5670000","CDFH3301062019000011","2019-07-16","","01","영업/정상","13","영업중","","","","","","284.68","","경상남도 창원시 성산구 상남동 94-1 골든아카데미 601호 602호","경상남도 창원시 성산구 동산로73번길 15, 골든아카데미 601호 602호 (상남동)","51502","헬스팟","2026-01-07 20:14:49","U","2026-01-09 02:40:00","","353319.032829238","192217.699207334","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"145","체력단련장업","10_42_01_P","4201000","CDFH3301062024000001","2024-01-03","","01","영업/정상","13","영업중","","","","","","650.97","","강원특별자치도 강릉시 포남동 1291-3","강원특별자치도 강릉시 하평1길 16-5, 2층 (포남동)","25566","CNC 운동재활ㆍ피트니스 센터","2026-01-07 10:29:38","U","2026-01-09 02:40:00","","368395.034230411","476002.335230972","체력단련장업","공립","","0","0","3937.38","0","0","0","0","","",
"146","체력단련장업","10_42_01_P","3940000","CDFH3301062025000019","2025-06-27","","01","영업/정상","13","영업중","","","","","","126.7","","경기도 고양시 일산서구 탄현동 142-59","경기도 고양시 일산서구 일현로 75, 4층 (탄현동)","10242","좋은습관 PT STUDIO 일산탄현","2026-01-07 09:20:33","U","2026-01-09 02:40:00","","179104.135283378","465723.957584386","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"147","체력단련장업","10_42_01_P","3140000","CDFH3301062025000012","2025-07-08","","01","영업/정상","13","영업중","","","","","","","","서울특별시 양천구 목동 749-5","서울특별시 양천구 목동중앙본로 42, 2층 201호 (목동)","07975","웨이트랩 목동점","2026-01-06 17:04:19","U","2026-01-09 02:40:00","","188340.491697208","448626.650818559","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"148","체력단련장업","10_42_01_P","3830000","CDFH3301062025000016","2025-07-18","","01","영업/정상","13","영업중","","","","","","197","","경기도 안양시 동안구 관양동 1446-4","경기도 안양시 동안구 관악대로 340, B1, 2층 (관양동)","13945","김관장의 착한PT","2026-01-06 18:55:27","U","2026-01-09 02:40:00","","196431.231287003","433467.424930373","체력단련장업","사립","","1","0","494.8","0","0","0","0","","",
"149","체력단련장업","10_42_01_P","5670000","CDFH3301062022000025","2022-09-30","","01","영업/정상","13","영업중","","","","","","291.33","","경상남도 창원시 성산구 가음동 21-26 가고파상가","경상남도 창원시 성산구 대정로 31-4, 가고파상가 302,401,403호 (가음동)","51492","하데스클럽 가음정점","2026-01-07 20:24:28","U","2026-01-09 02:40:00","","354564.14772494","191114.695684182","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"150","체력단련장업","10_42_01_P","4701000","CDFH3301062021000001","2021-12-29","","01","영업/정상","13","영업중","","","","","","403.37","","전북특별자치도 남원시 하정동 107-2","전북특별자치도 남원시 남문로 437, 3층 (하정동)","55763","에이치짐","2026-01-06 17:27:23","U","2026-01-09 02:40:00","","234377.024109938","211971.63402272","체력단련장업","사립","","0","0","2715.66","0","0","0","0","","",
"151","체력단련장업","10_42_01_P","3600000","CDFH3301062021000002","2021-02-26","","01","영업/정상","13","영업중","","","","","","236.69","","광주광역시 서구 금호동 762-5","광주광역시 서구 운천로 5, 3층 (금호동)","62006","피지오 무브 재활운동센터","2026-01-06 13:33:37","U","2026-01-09 02:40:00","","187080.979869373","181580.667076266","체력단련장업","사립","","0","0","898.83","0","0","0","0","","",
"152","체력단련장업","10_42_01_P","4400000","CDFH3301062017000001","2017-01-10","","01","영업/정상","13","영업중","","","","","043-653-0321","291.12","","충청북도 제천시 의림동 44-5","충청북도 제천시 독순로11길 5 (의림동)","27169","뉴핏짐","2026-01-06 14:13:52","U","2026-01-09 02:40:00","","307391.318395868","404926.753682924","체력단련장업","사립","","1","1","847.91","0","0","0","0","","",
"153","체력단련장업","10_42_01_P","3200000","CDFH3301062017000006","2017-02-27","","01","영업/정상","13","영업중","","","","","02-865-2017","294.11","","서울특별시 관악구 신림동 1668 3층","서울특별시 관악구 남부순환로 1369, 3층 (신림동, 관악농협농산물백화점)","08768","업프로짐","2026-01-06 11:19:35","U","2026-01-09 02:40:00","","191334.658955208","441993.853241909","체력단련장업","사립","","2","0","29504.05","0","0","0","0","","",
"154","체력단련장업","10_42_01_P","3940000","CDFH3301062025000008","2025-03-14","","01","영업/정상","13","영업중","","","","","031-975-3331","343.29","","경기도 고양시 일산서구 일산동 2148 e편한세상 일산 어반스카이","경기도 고양시 일산서구 고양대로 666, M111,112,114,115호 (일산동, e편한세상 일산 어반스카이)","10353","GYM300","2026-01-07 09:20:04","U","2026-01-09 02:40:00","","","","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"155","체력단련장업","10_42_01_P","3380000","CDFH3301062022000008","2022-07-14","","03","폐업","03","폐업","2026-01-06","","","","","120.87","","부산광역시 수영구 남천동 5-6","부산광역시 수영구 남천동로108번길 38, 3층 (남천동)","48304","더바른피티","2026-01-06 17:03:29","U","2026-01-09 02:40:00","","392508.524802194","185082.732998085","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"156","체력단련장업","10_42_01_P","3720000","CDFH3301062006000001","2006-01-26","","01","영업/정상","13","영업중","","","","","","451.47","","울산광역시 북구 신천동 334-11","울산광역시 북구 제내1길 2, 4층 402~404, 408호 (신천동)","44224","더브로짐 호계매곡점","2026-01-07 16:24:47","U","2026-01-09 02:40:00","","412937.683271853","239371.931640643","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"157","체력단련장업","10_42_01_P","5680000","CDFH3301062009000003","2009-11-25","","01","영업/정상","13","영업중","","","","","","504.87","","충청남도 당진시 고대면 진관리 349-20","충청남도 당진시 고대면 고대로 33 (트레이닝센터)","31793","당진트레이닝센터","2026-01-06 11:12:30","U","2026-01-09 02:40:00","","164307.144787036","380210.134843892","체력단련장업","사립","","0","0","1493.74","0","0","0","0","","",
"158","체력단련장업","10_42_01_P","3100000","CDFH3301062017000002","2017-01-31","","01","영업/정상","13","영업중","","","","","02-3391-7772","264.54","","서울특별시 노원구 중계동 44-1","서울특별시 노원구 중계로8길 40, 2층 (중계동)","01727","존버짐 중계점","2026-01-07 14:50:40","U","2026-01-09 02:40:00","","207382.703099595","460436.771298871","체력단련장업","사립","","1","1","0","0","0","0","150","","",
"159","체력단련장업","10_42_01_P","4090000","CDFH3301062018000011","2018-11-30","","03","폐업","03","폐업","2026-01-05","","","","","160.9","","경기도 김포시 구래동 6892-7","경기도 김포시 김포한강9로12번길 7-16, 코코빌 1층 102호 (구래동)","10070","피프티피티","2026-01-06 11:53:11","U","2026-01-09 02:40:00","","167092.031297415","459656.904350341","체력단련장업","사립","","0","0","461.51","0","0","0","0","","",
"160","체력단련장업","10_42_01_P","3830000","CDFH3301062020000011","2020-12-03","","01","영업/정상","13","영업중","","","","","031-429-3404","225.4","","경기도 안양시 동안구 호계동 959-15","경기도 안양시 동안구 흥안대로109번길 16, 2층 201호 (호계동)","14116","김관장의 착한PT","2026-01-06 18:58:05","U","2026-01-09 02:40:00","","196130.67217002","429875.21983265","체력단련장업","사립","","0","1","893.74","0","0","0","0","","",
"161","체력단련장업","10_42_01_P","3660000","CDFH3301062022000019","2022-06-29","","01","영업/정상","13","영업중","","","","","","343","","대전광역시 서구 용문동 275-5","대전광역시 서구 괴정로 151, 2층 (용문동)","35301","리바이브짐","2026-01-06 09:56:57","U","2026-01-09 02:40:00","","234801.058065091","315022.873851994","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"162","체력단련장업","10_42_01_P","3940000","CDFH3301062022000017","2022-06-27","","01","영업/정상","13","영업중","","","","","031-979-1100","329.19","","경기도 고양시 덕양구 행신동 1083-2 센타프라자 2층","경기도 고양시 덕양구 중앙로 440, 센타프라자 2층 (행신동)","10486","휘트니스 에스온","2026-01-06 11:14:32","U","2026-01-09 02:40:00","","186375.960408109","457316.876879541","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"163","체력단련장업","10_42_01_P","3830000","CDFH3301062024000011","2024-12-04","","01","영업/정상","13","영업중","","","","","","245","","경기도 안양시 동안구 평촌동 900-1 평촌트윈마트 지하1층","경기도 안양시 동안구 평촌대로 142, 평촌트윈마트 지하1층 (평촌동)","14103","김관장의 착한PT","2026-01-06 18:55:38","U","2026-01-09 02:40:00","","196377.88153844","431435.688645893","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"164","체력단련장업","10_42_01_P","3630000","CDFH3301062026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","470.7","","광주광역시 광산구 신창동 647-13","광주광역시 광산구 장신로 342-4 (신창동)","62286","짐스퀘어","2026-01-08 15:33:36","I","2026-01-10 00:20:07","","185885.52511526","188320.070005536","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"165","체력단련장업","10_42_01_P","3630000","CDFH3301062026000002","2026-01-08","","01","영업/정상","13","영업중","","","","","","367.26","","광주광역시 광산구 산정동 1017","광주광역시 광산구 손재로110번길 36, 5층 (산정동)","62339","육체미 산정점","2026-01-08 15:33:58","I","2026-01-10 00:20:07","","181614.981708493","186317.295952034","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"166","체력단련장업","10_42_01_P","3200000","CDFH3301062026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","","204","","서울특별시 관악구 신림동 1641-40 웅산빌딩","서울특별시 관악구 신림로 300, 웅산빌딩 2층 (신림동)","08778","짐플렉스 퍼스널트레이닝","2026-01-08 09:44:47","I","2026-01-10 00:20:07","","193762.386926605","442106.82495042","체력단련장업","사립","","1","0","2627.86","0","0","0","0","","",
"167","체력단련장업","10_42_01_P","3140000","CDFH3301062026000001","2026-01-08","","01","영업/정상","13","영업중","","","","","02-6949-2288","231","","서울특별시 양천구 신정동 1026-3","서울특별시 양천구 신월로 344, 지하1층 (신정동)","08086","토스 신정점","2026-01-08 17:05:47","I","2026-01-10 00:20:07","","187488.563338738","446598.324631936","체력단련장업","사립","","0","0","328.26","0","0","0","0","","",
"168","체력단련장업","10_42_01_P","3530000","CDFH3301062022000003","2022-03-07","","01","영업/정상","13","영업중","","","","","032-715-7051","379","","인천광역시 남동구 논현동 743-2 논현시티","인천광역시 남동구 앵고개로847번길 72, 논현시티 201호 (논현동)","21679","하이핏짐","2026-01-08 17:36:04","U","2026-01-10 02:40:00","","175521.455270966","433028.361769368","체력단련장업","사립","","1","0","0","0","33.48","55.66","0","","",
"169","체력단련장업","10_42_01_P","5570000","CDFH3301062024000002","2024-08-14","","01","영업/정상","13","영업중","","","","","","303.41","","충청북도 증평군 증평읍 송산리 745","충청북도 증평군 증평읍 송산로1길 13","27918","리워드짐","2026-01-08 10:05:46","U","2026-01-10 02:40:00","","251472.958268659","365445.388886949","체력단련장업","사립","","1","1","606.82","0","0","0","0","","",
"170","체력단련장업","10_42_01_P","3700000","CDFH3301062024000009","2024-07-04","","01","영업/정상","13","영업중","","","","","","384.63","","울산광역시 남구 달동 1322-12","울산광역시 남구 돋질로 241, 4층 (달동)","44701","더셋 피트니스","2026-01-08 11:05:58","U","2026-01-10 02:40:00","","411364.408239045","229571.515023792","체력단련장업","사립","","0","0","2477.01","0","0","0","0","","",
"171","체력단련장업","10_42_01_P","3910000","CDFH3301062020000007","2020-03-23","","01","영업/정상","13","영업중","","","","","","295.5","","경기도 평택시 이충동 369-8","경기도 평택시 정암로 126, 2층 (이충동)","17739","클린히트 복싱짐 이충점","2026-01-08 15:50:05","U","2026-01-10 02:40:00","","205970.711723838","394935.355235871","체력단련장업","사립","","1","0","599.4","0","0","0","0","","",
"172","체력단련장업","10_42_01_P","4010000","CDFH3301062025000021","2025-12-30","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 정왕동 2703 퍼스트에비뉴2차","경기도 시흥시 거북섬2길 25, 퍼스트에비뉴2차 406호 (정왕동)","15119","주식회사 거북섬휘트니스앤골프","2026-01-08 15:10:42","U","2026-01-10 02:40:00","","171280.460811342","425101.57438579","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"173","체력단련장업","10_42_01_P","3610000","CDFH3301062024000004","2024-04-18","","01","영업/정상","13","영업중","","","","","","133.24","","광주광역시 남구 봉선동 497-45 201호","광주광역시 남구 봉선로121번길 10, 201호 (봉선동)","61683","THE FEEL 운동재활센터","2026-01-08 15:07:54","U","2026-01-10 02:40:00","","191656.309937002","180640.678186198","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"174","체력단련장업","10_42_01_P","3860000","CDFH3301062023000016","2023-10-04","","01","영업/정상","13","영업중","","","","","","318.94","","경기도 부천시 원미구 심곡동 372-4","경기도 부천시 원미구 장말로 351, 2층 (심곡동)","14630","메디핏짐","2026-01-08 09:39:07","U","2026-01-10 02:40:00","","180584.745469218","443178.892403722","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"175","체력단련장업","10_42_01_P","5380000","CDFH3301062024000001","2024-01-08","","01","영업/정상","13","영업중","","","","","055-913-3838","496.52","","경상남도 양산시 덕계동 718-13 부산은행","경상남도 양산시 덕계로 91, 부산은행 4층 (덕계동)","50553","램핏 덕계점(RAM FIT)","2026-01-08 17:15:52","U","2026-01-10 02:40:00","","395532.565975294","210606.035668903","체력단련장업","사립","Y","0","0","0","0","0","0","0","","",
"176","체력단련장업","10_42_01_P","4910000","CDFH3301062022000001","2022-12-12","","01","영업/정상","13","영업중","","","","","","489.89","","전라남도 장흥군 장흥읍 건산리 739-9","전라남도 장흥군 장흥읍 동교3길 2-6","59327","킹덤 피트니스","2026-01-08 17:14:35","U","2026-01-10 02:40:00","","191285.842940767","131240.995110393","체력단련장업","사립","","1","0","489.89","0","0","0","0","","",
"177","체력단련장업","10_42_01_P","3200000","CDFH3301062023000001","2023-01-04","","01","영업/정상","13","영업중","","","","","02-876-0103","189.31","","서울특별시 관악구 신림동 1431-4","서울특별시 관악구 신림로 367, 4층 (신림동)","08760","유얼스짐PT 신림역점","2026-01-08 15:55:01","U","2026-01-10 02:40:00","","193626.320182819","442773.071654397","체력단련장업","사립","","1","1","1499.67","0","0","0","0","","",
"178","체력단련장업","10_42_01_P","4040000","CDFH3301062023000004","2023-01-05","","01","영업/정상","13","영업중","","","","","","191.51","","경기도 하남시 학암동 647 북위례가하프라자","경기도 하남시 위례학암로 18, 북위례가하프라자 4층 401, 402호 (학암동)","13010","86피트니스","2026-01-08 14:37:14","U","2026-01-10 02:40:00","","213940.54039914","442866.409718491","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"179","체력단련장업","10_42_01_P","5380000","CDFH3301062021000005","2021-06-03","","01","영업/정상","13","영업중","","","","","","499.48","","경상남도 양산시 물금읍 범어리 2711-8","경상남도 양산시 물금읍 범어로 72, 3층","50611","팀터틀랫 양산범어점","2026-01-08 13:24:32","U","2026-01-10 02:40:00","","383153.263083564","205049.592023517","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"180","체력단련장업","10_42_01_P","3740000","CDFH3301062024000002","2024-01-10","","01","영업/정상","13","영업중","","","","","","2085.97","","경기도 수원시 장안구 정자동 111-14","경기도 수원시 장안구 수성로 175, 스타필드 수원 7층 (정자동)","16318","콩코드 피트니스클럽","2026-01-08 13:22:56","U","2026-01-10 02:40:00","","199161.380909543","420620.351156652","체력단련장업","사립","Y","2","0","0","0","0","0","0","","",
"181","체력단련장업","10_42_01_P","3830000","CDFH3301062006000011","2006-12-26","","01","영업/정상","13","영업중","","","","","","424.68","","경기도 안양시 동안구 관양동 1404","경기도 안양시 동안구 관평로 328, 세광상가 303호,401호,402호 (관양동)","13937","렉스 휘트니스","2026-01-08 16:14:53","U","2026-01-10 02:40:00","","196205.036048061","433698.376399789","체력단련장업","사립","","2","1","0","0","0","0","0","","",
"182","체력단련장업","10_42_01_P","3520000","CDFH3301062020000013","2020-09-24","","01","영업/정상","13","영업중","","","","","032-832-9682","153.28","","인천광역시 연수구 송도동 311 랜드마크시티센트럴더샵","인천광역시 연수구 랜드마크로 68, 301동 201~203호 (송도동, 랜드마크시티센트럴더샵)","22018","세아피티","2026-01-08 16:19:33","U","2026-01-10 02:40:00","","166239.007830646","434891.007675792","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"183","체력단련장업","10_42_01_P","3000000","CDFH3301062022000003","2022-10-07","","01","영업/정상","13","영업중","","","","","02-2231-7930","168.33","","서울특별시 종로구 숭인동 310 종로대우디오빌","서울특별시 종로구 종로 344, 지하1층 (숭인동, 종로대우디오빌)","03114","피티에 반하다","2026-01-08 15:32:39","U","2026-01-10 02:40:00","","201350.473375538","452279.7442603","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"184","체력단련장업","10_42_01_P","3230000","CDFH3301062025000009","2025-04-28","","03","폐업","03","폐업","2026-01-08","","","","","209.07","","서울특별시 송파구 오금동 18-7 삼광빌딩","서울특별시 송파구 위례성대로20길 33, 지하1층 (오금동)","05657","아벨짐 헬스 PT 방이역점","2026-01-08 15:47:44","U","2026-01-10 02:40:00","","211170.826409202","445161.476159198","체력단련장업","사립","","1","0","1133.44","0","0","0","0","","",
"185","체력단련장업","10_42_01_P","3300000","CDFH3301062022000013","2022-07-07","","01","영업/정상","13","영업중","","","","","051-555-5792","254.02","","부산광역시 동래구 명륜동 450-4","부산광역시 동래구 명륜로103번길 20, 2층 (명륜동)","47738","레몬짐 PT","2026-01-08 10:42:07","U","2026-01-10 02:40:00","","389535.395280166","191308.901079612","체력단련장업","사립","","0","0","710.75","0","0","0","0","","",
"186","체력단련장업","10_42_01_P","5690000","CDFH3301062018000001","2018-03-02","","01","영업/정상","13","영업중","","","","","","870.99","","세종특별자치시 보람동 745 금남프라자","세종특별자치시 호려울로 45, 금남프라자 8층 801~808호 (보람동)","30150","우리동네 휘트니스","2026-01-08 17:18:26","U","2026-01-10 02:40:00","","225918.880001058","330843.020203768","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"187","체력단련장업","10_42_01_P","5570000","CDFH3301062018000001","2018-01-02","","01","영업/정상","13","영업중","","","","","","319","","충청북도 증평군 증평읍 초중리 110","충청북도 증평군 증평읍 중앙로 110, 2층","27943","NEW FACE GYM","2026-01-08 10:08:30","U","2026-01-10 02:40:00","","251240.101471151","364156.363704581","체력단련장업","사립","","5","0","491.35","0","0","0","0","","",
"188","체력단련장업","10_42_01_P","5050000","CDFH3301062026000001","2026-01-09","","01","영업/정상","13","영업중","","","","","","261.9","","경상북도 경주시 동천동 772","경상북도 경주시 백률로57번길 10, 2층 (동천동)","38099","MUTGYM","2026-01-09 09:33:41","I","2026-01-11 00:20:02","","400990.738242436","264209.356318453","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"189","체력단련장업","10_42_01_P","3470000","CDFH3301062026000001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달서구 유천동 636","대구광역시 달서구 조암로 185, 3층 301호 (유천동)","42761","프렛피티","2026-01-09 11:22:55","I","2026-01-11 00:20:02","","336694.153034503","258415.987702517","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"190","체력단련장업","10_42_01_P","3240000","CDFH3301062023000015","2023-06-27","","01","영업/정상","13","영업중","","","","","","1628.61","","서울특별시 강동구 성내동 381-24 그린빌딩(B1층)","서울특별시 강동구 천호대로176길 32, 그린빌딩 B1층 (성내동)","05374","크로스핏 지케이 성내점","2026-01-09 10:01:21","U","2026-01-11 02:40:00","","211921.382260601","447878.64919626","체력단련장업","사립","","2","0","2456.2","0","0","0","0","","",
"191","체력단련장업","10_42_01_P","5690000","CDFH3301062024000011","2024-07-16","","01","영업/정상","13","영업중","","","","","044-866-9930","411.76","","세종특별자치시 종촌동 661 스마트빌딩","세종특별자치시 도움3로 105-6, 스마트빌딩 401,402호 (종촌동)","30064","핫해짐","2026-01-09 10:38:49","U","2026-01-11 02:40:00","","222239.800606324","333755.852479817","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"192","체력단련장업","10_42_01_P","3290000","CDFH3301062003000018","2003-02-03","","01","영업/정상","13","영업중","","","","","","349.56","","부산광역시 부산진구 초읍동 203-2 3,4층","부산광역시 부산진구 성지로 112, 3,4층 (초읍동)","47115","첼시피트니스&PT 초읍점","2026-01-09 15:47:47","U","2026-01-11 02:40:00","","386847.546497302","188697.140198347","체력단련장업","사립","","0","0","1123.2","0","0","0","0","","",
"193","체력단련장업","10_42_01_P","5700000","CDFH3301062023000001","2023-02-20","","03","폐업","03","폐업","2026-01-09","","","","031-882-5385","219.11","","경기도 여주시 강천면 적금리 576-8","경기도 여주시 강천면 강천로 565-91","12664","썹앤트라이(SUP&TRI)","2026-01-09 16:32:41","U","2026-01-11 02:40:00","","260876.926006216","417138.121968913","체력단련장업","사립","","0","0","111.21","0","0","0","0","","",
"194","체력단련장업","10_42_01_P","6520000","CDFH3301062021000007","2021-09-08","","01","영업/정상","13","영업중","","","","","064-792-1500","379.08","","제주특별자치도 서귀포시 대정읍 하모리 919-7","제주특별자치도 서귀포시 대정읍 하모상가로 38-2, 3, 4층","63508","우리동네휘트니스 헬스&필라테스","2026-01-09 17:07:50","U","2026-01-11 02:40:00","","130287.283360389","-30256.3588129103","체력단련장업","사립","","2","0","1613.66","0","0","0","0","","",
"195","체력단련장업","10_42_01_P","4080000","CDFH3301062025000007","2025-07-25","","01","영업/정상","13","영업중","","","","","","375","","경기도 안성시 계동 89-5","경기도 안성시 안성맞춤대로 847, 2동 (계동)","17595","트레이닝 크레센도","2026-01-09 10:09:33","U","2026-01-11 02:40:00","","223853.751027944","387602.803747466","체력단련장업","사립","","1","1","375","0","0","0","0","","",
