"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","세탁기수","여성종사자수","남성종사자수","회수건조기수","다중이용업소여부",
"121","세탁업","06_20_01_P","6510000","6510000-205-2026-00001","2026-01-15","","01","영업/정상","01","영업","","","","","","64.56","690-824","제주특별자치도 제주시 이도이동 97-14","제주특별자치도 제주시 신설동길 89-1, 1층 (이도이동)","63305","꿈드림(Dream)","2026-01-15 10:59:27","I","2026-01-17 00:20:02","세탁업 기타","158242.703223319","-426.615645356942","세탁업 기타","0","0","1","1","0","0","공유재산 사용허가 기간","20260115","20291117","","5","0","0","4","N",
"122","세탁업","06_20_01_P","3320000","3320000-205-2026-00001","2026-01-15","","01","영업/정상","01","영업","","","","","","46.28","616-801","부산광역시 북구 구포동 1060-331","부산광역시 북구 구포만세길 134, 1층 (구포동)","46501","봉화세탁소","2026-01-15 14:29:26","I","2026-01-17 00:20:02","일반세탁업","381972.523363483","191584.771930776","일반세탁업","0","0","0","0","0","0","","","","","1","0","0","1","N",
"123","세탁업","06_20_01_P","4810000","4810000-205-2026-00002","2026-01-15","","01","영업/정상","01","영업","","","","","","0.00","555-110","전라남도 여수시 화장동 772-20","전라남도 여수시 화산로 27, 가1층 (화장동)","59642","동네 세탁소","2026-01-15 10:07:09","I","2026-01-17 00:20:02","일반세탁업","258659.48172449","141699.084717593","일반세탁업","2","0","1","1","0","0","","","","","3","0","0","1","N",
"124","세탁업","06_20_01_P","3620000","3620000-205-2026-00001","2026-01-15","","01","영업/정상","01","영업","","","","","","66.00","500-210","광주광역시 북구 본촌동 2910 2층","광주광역시 북구 본촌택지로29번길 25, 2층 (본촌동)","61020","세탁라운지","2026-01-15 15:06:02","I","2026-01-17 00:20:02","일반세탁업","188829.672629181","190799.24659329","일반세탁업","0","0","2","0","0","0","","","","","1","0","0","1","N",
"125","세탁업","06_20_01_P","5150000","5150000-205-2022-00001","2022-04-26","","01","영업/정상","01","영업","","","","","054 833 1224","76.26","769-803","경상북도 의성군 의성읍 상리리 596-1","경상북도 의성군 의성읍 충효로 35, 1층","37339","경북의성지역자활센터(마카다클린)","2026-01-15 10:43:58","U","2026-01-17 02:40:00","운동화전문세탁업","353040.641631268","318155.208868154","운동화전문세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"126","세탁업","06_20_01_P","3310000","3310000-205-2000-00001","2000-05-13","","01","영업/정상","01","영업","","","","","051 6275567","0.00","608-806","부산광역시 남구 대연동 245-23","부산광역시 남구 황령대로319번가길 142 (대연동)","48424","삼익그린 종합세탁","2026-01-15 11:55:42","U","2026-01-17 02:40:00","일반세탁업","390157.227014019","185670.705261648","일반세탁업","0","0","0","0","0","0","","","","","1","","","1","N",
"127","세탁업","06_20_01_P","3700000","3700000-205-1995-00007","1995-04-06","","03","폐업","02","폐업","2026-01-15","","","","2480680","20.92","680-810","울산광역시 남구 무거동 1166-8","울산광역시 남구 어은로3번길 4-9 (무거동)","44635","울산컴퓨터세탁","2026-01-15 10:37:41","U","2026-01-17 02:40:00","일반세탁업","406043.664194574","230220.571980803","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","1","N",
"128","세탁업","06_20_01_P","4910000","4910000-205-1987-00002","1987-05-13","","03","폐업","02","폐업","2026-01-15","","","","061 8634615","83.00","529-801","전라남도 장흥군 장흥읍 건산리 700-1","전라남도 장흥군 장흥읍 동교로 8","59328","해동세탁소","2026-01-15 14:01:01","U","2026-01-17 02:40:00","일반세탁업","191250.080291783","131393.293874913","일반세탁업","2","0","1","1","0","0","","","","임대","0","0","0","0","N",
"129","세탁업","06_20_01_P","3740000","5610000-205-1993-00013","1993-08-30","","03","폐업","02","폐업","2026-01-15","","","","031 2158445","16.40","443-821","경기도 수원시 영통구 원천동 30-26","경기도 수원시 영통구 월드컵로193번길 75, 1층 (원천동)","16502","월풀빨래방 원천점","2026-01-15 15:58:03","U","2026-01-17 02:40:00","일반세탁업","203927.931433893","419325.860758429","일반세탁업","0","0","0","0","0","0","","","","","0","0","0","0","N",
"130","세탁업","06_20_01_P","4490000","5660000-205-2020-00003","2020-06-03","","01","영업/정상","01","영업","","","","","050714211448","140.30","331-964","충청남도 천안시 서북구 두정동 2078 두정역 효성해링턴 플레이스","충청남도 천안시 서북구 봉정로 324, 근린생활시설A동 2층 A201호 (두정동, 두정역 효성해링턴 플레이스)","31104","두정탑크리닝","2026-01-15 17:26:29","U","2026-01-17 02:40:00","일반세탁업","213128.40798998","369883.458655112","일반세탁업","2","1","1","1","0","0","","","","","2","0","0","1","N",
"131","세탁업","06_20_01_P","3100000","3100000-205-2021-00005","2021-12-06","","03","폐업","02","폐업","2026-01-15","","","","02 9762178","30.18","139-800","서울특별시 노원구 공릉동 230 태릉해링턴플레이스","서울특별시 노원구 공릉로34길 86, 2층 202호 (공릉동, 태릉해링턴플레이스)","01817","모아모아세탁","2026-01-15 17:43:35","U","2026-01-17 02:40:00","일반세탁업","207261.781710467","458228.274013713","일반세탁업","0","0","0","0","0","0","","","","","2","0","0","2","N",
"132","세탁업","06_20_01_P","3450000","3450000-205-2008-00015","2008-12-08","","01","영업/정상","01","영업","","","","","053 628 8888","80.80","702-073","대구광역시 북구 고성동3가 6-233","대구광역시 북구 고성북로 26, 1층 (고성동3가)","41595","크린탑","2026-01-15 14:36:36","U","2026-01-17 02:40:00","일반세탁업","342918.601979704","265776.75889594","일반세탁업","0","0","1","1","0","0","","","","임대","2","0","2","1","N",
"133","세탁업","06_20_01_P","3680000","3680000-205-2005-00016","2005-11-17","","01","영업/정상","01","영업","","","","","042 931 2784","231.60","306-130","대전광역시 대덕구 평촌동 158-9","대전광역시 대덕구 무지니2길 12 (평촌동)","34340","(유)스카이크린","2026-01-15 17:51:30","U","2026-01-17 02:40:00","일반세탁업","239128.714769763","326232.585141211","일반세탁업","0","0","0","1","0","0","","","","","0","0","0","0","N",
"134","세탁업","06_20_01_P","5080000","5080000-205-2021-00002","2021-07-28","","01","영업/정상","01","영업","","","","","054461 6350","206.10","730-904","경상북도 구미시 공단동 262-2 지하1층","경상북도 구미시 산호대로 185, 지하1층 (공단동)","39375","구미시노동자작업복공동세탁소","2026-01-15 10:14:35","U","2026-01-17 02:40:00","일반세탁업","324650.481741381","289739.991720336","일반세탁업","0","0","0","0","0","0","운영 위탁 및 수탁 협약기간","20210728","20271231","","3","0","0","3","N",
"135","세탁업","06_20_01_P","5050000","5050000-205-2011-00002","2011-07-04","","01","영업/정상","01","영업","","","","","054 774 6100","0.00","780-821","경상북도 경주시 외동읍 문산리 350-4","경상북도 경주시 외동읍 관문로 1255-40","38207","(주)한탈엘앤씨","2026-01-15 14:50:20","U","2026-01-17 02:40:00","일반세탁업","409920.364701894","244873.010764065","일반세탁업","","","","","","","","","","","","","","","N",
