"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","수리대상 의료기기의 유형","다른 겸업 여부","총규모","영업규모",
"657","의료기기판매(임대)업","01_02_03_P","5380000","PHMG120265380361047000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경상남도 양산시 삼호동 ****-*","경상남도 양산시 삼호*길 **, ***호 (삼호동)","50529","유니스","2026-01-06 13:06:29","I","2026-01-09 00:20:01","","396840.549388791","214866.506155469","","","3.3","",
"658","의료기기판매(임대)업","01_02_03_P","4050000","PHMG120264050148047000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 중동 ***-* 제일프라자","경기도 용인시 기흥구 동백*로**번길 *-*, 제일프라자 ***-v**호 (중동)","17006","리버스엘","2026-01-07 17:40:46","I","2026-01-09 00:20:01","","213576.986769811","418659.949862766","","","","",
"659","의료기기판매(임대)업","01_02_03_P","3040000","PHMG120263040033047000004","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 광장동 *** 광나루현대아파트","서울특별시 광진구 아차산로**길 **, 상가동 ***호 (광장동)","04969","(주)나린메디컬","2026-01-07 14:24:01","I","2026-01-09 00:20:01","","209523.395129627","449429.706137784","","","","",
"660","의료기기판매(임대)업","01_02_03_P","3040000","PHMG120263040033047000005","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 자양동 ***-** LUCA***","서울특별시 광진구 뚝섬로**길 **-*, ***호 (자양동, LUCA***)","05088","루카 스토리","2026-01-07 14:47:11","I","2026-01-09 00:20:01","","205406.816851528","448015.526432859","","","","",
"661","의료기기판매(임대)업","01_02_03_P","3040000","PHMG120263040033047000006","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 자양동 **-** 루시드 자양 ***","서울특별시 광진구 능동로*나길 *, ***호 (자양동, 루시드 자양 ***)","05084","자양 스토리","2026-01-07 15:21:08","I","2026-01-09 00:20:01","","205726.255444759","447990.890492623","","","","",
"662","의료기기판매(임대)업","01_02_03_P","3040000","PHMG120263040033047000007","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 광진구 자양동 ***-** 리버스테이","서울특별시 광진구 뚝섬로**길 **, ***호 (자양동, 리버스테이)","05088","리버 스토리","2026-01-07 15:50:33","I","2026-01-09 00:20:01","","205391.655215242","448010.436283266","","","","",
"663","의료기기판매(임대)업","01_02_03_P","3100000","PHMG120263100034047000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","서울특별시 노원구 상계동 **** 불암산센트럴아파트","서울특별시 노원구 덕릉로***길 **, 상가동 *층 ***-***호 (상계동, 불암산센트럴아파트)","01634","LK Trading","2026-01-07 10:23:39","I","2026-01-09 00:20:01","","207098.659548494","463287.58273428","","","","",
"664","의료기기판매(임대)업","01_02_03_P","4060000","PHMG120264060482047000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 야당동 ***-**","경기도 파주시 운정*길 **-**, *동 (야당동)","10909","베이비꺌랑","2026-01-07 09:19:27","I","2026-01-09 00:20:01","","179524.179124957","468985.212076597","","","","",
"665","의료기기판매(임대)업","01_02_03_P","4060000","PHMG120264060482047000002","2026-01-06","","01","영업/정상","13","영업중","","","","","031-945-6321","","","경기도 파주시 야당동 ****","경기도 파주시 경의로 ****, ***호 (야당동)","10908","유니바이오","2026-01-07 09:20:08","I","2026-01-09 00:20:01","","178789.285831218","468219.267968005","","","","",
"666","의료기기판매(임대)업","01_02_03_P","3020000","PHMG120263020033047000001","2026-01-05","","01","영업/정상","13","영업중","","","","","02-714-5647","","","서울특별시 용산구 한강로*가 *-** 한강로대우아이빌","서울특별시 용산구 한강대로**길 **, ****호 (한강로*가, 한강로대우아이빌)","04376","아이오가닉","2026-01-06 09:05:52","I","2026-01-09 00:20:01","","197197.303144904","447701.927337454","","","","",
"667","의료기기판매(임대)업","01_02_03_P","3210000","PHMG120263210034047000001","2025-06-17","","01","영업/정상","13","영업중","","","","","02-6434-4620","","","서울특별시 서초구 서초동 ****-** BLOCK**","서울특별시 서초구 서초대로**길 **, BLOCK** 지*층 비***호 (서초동)","06614","(주)윔센터강남","2026-01-06 14:18:46","I","2026-01-09 00:20:01","","202192.63632072","444169.462715095","","","242.8","",
"668","의료기기판매(임대)업","01_02_03_P","3210000","PHMG120263210034047000004","2022-08-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 반포동 **-*","서울특별시 서초구 서래로*길 *, *층 일부호 (반포동)","06577","주식회사 펄라운드","2026-01-06 13:59:10","I","2026-01-09 00:20:01","","199809.961972178","444038.13621401","","","","",
"669","의료기기판매(임대)업","01_02_03_P","3210000","PHMG120263210034047000005","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 서초구 서초동 ****-** 제일빌딩","서울특별시 서초구 사임당로*길 **, 제일빌딩 *층 ***-***A호 (서초동)","06640","오로라에(AURORAE)","2026-01-06 13:49:26","I","2026-01-09 00:20:01","","201314.245103965","442859.39847353","","","3.3","",
"670","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120263940138047000002","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 덕양구 토당동 ***-*","경기도 고양시 덕양구 토당로**번길 *-*, ***호 (토당동)","10510","온온(ONON)","2026-01-07 17:49:14","I","2026-01-09 00:20:01","","184372.165038948","457323.999455631","","","","",
"671","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120263940139047000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산동구 마두동 *** 뉴삼창마트","경기도 고양시 일산동구 강석로 ***, 뉴삼창마트 A동 *층 ***호 (마두동)","10414","루체컴퍼니","2026-01-06 09:31:09","I","2026-01-09 00:20:01","","180411.090858326","461078.7300066","","","31.11","",
"672","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120263940140047000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 일산동 ***-* 동양아파트","경기도 고양시 일산서구 고양대로 ***, ***동 ****호 (일산동, 동양아파트)","10351","주식회사 애프리","2026-01-06 09:21:24","I","2026-01-09 00:20:01","","179492.423779281","464852.271359384","","","","",
"673","의료기기판매(임대)업","01_02_03_P","5350000","PHMG120265350356047000001","2026-01-07","","01","영업/정상","13","영업중","","","","","051-294-1787","","","경상남도 김해시 대청동 **-* 장유엔트로빌딩 *층 ***-**호","경상남도 김해시 대청로***번길 **, 장유엔트로빌딩 *층 ***-**호 (대청동)","50988","메디컬다온픽","2026-01-07 14:21:51","I","2026-01-09 00:20:01","","363630.569297183","189771.822462059","","","","",
"674","의료기기판매(임대)업","01_02_03_P","3560000","PHMG120263560021047000004","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 신현동 ***-*","인천광역시 서구 율도로**번길 *, *층 (신현동)","22782","태리뷰티 눈썹&속눈썹","2026-01-06 09:09:24","I","2026-01-09 00:20:01","","170837.588982322","445777.977761234","","","","",
"675","의료기기판매(임대)업","01_02_03_P","3560000","PHMG120263560021047000005","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","인천광역시 서구 가좌동 ***-**","인천광역시 서구 백범로 ***, ****호 (가좌동)","22830","위즈덤헬스케어","2026-01-06 14:17:01","I","2026-01-09 00:20:01","","172169.737703082","441623.975982575","","","","",
"676","의료기기판매(임대)업","01_02_03_P","3550000","PHMG120263550020047000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","인천광역시 계양구 상야동 **-*","인천광역시 계양구 벌말로 ***, 외 *필지(**-**, ***-**, ***-*) (상야동)","21009","세븐일레븐 계양벌말로점","2026-01-07 10:17:20","I","2026-01-09 00:20:01","","180440.36658937","452994.666753015","","","165","",
"677","의료기기판매(임대)업","01_02_03_P","3780000","PHMG120263780064047000002","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 야탑동 *** SK VIEW","경기도 성남시 분당구 돌마로 ***, ***동 B***호 (야탑동, SK VIEW)","13507","제이 뷰 메디(J VIEW MEDI)","2026-01-06 15:45:08","I","2026-01-09 00:20:01","","212836.7569306","434517.820994247","","","","",
"678","의료기기판매(임대)업","01_02_03_P","3780000","PHMG120263780064047000003","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 정자동 ***-* 정자스타빌딩","경기도 성남시 분당구 성남대로***번길 *, 정자스타빌딩 ***호 (정자동)","13558","엠팰리스","2026-01-07 11:57:05","I","2026-01-09 00:20:01","","209426.068223433","429272.297972272","","","","",
"679","의료기기판매(임대)업","01_02_03_P","3130000","PHMG120263130033047000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 노고산동 **-** 맹그로브 신촌","서울특별시 마포구 서강로 ***, *층 ***-*호 (노고산동, 맹그로브 신촌)","04057","최씨네 픽","2026-01-07 15:16:15","I","2026-01-09 00:20:01","","194093.05893977","450190.549493376","","","","",
"680","의료기기판매(임대)업","01_02_03_P","3130000","PHMG120263130033047000002","2025-08-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 상암동 **** 서울경제진흥원","서울특별시 마포구 월드컵북로 ***, 서울경제진흥원 *층 (상암동)","03925","디에스코퍼레이션","2026-01-06 14:23:21","I","2026-01-09 00:20:01","","190182.067334395","453141.676626027","","","","",
"681","의료기기판매(임대)업","01_02_03_P","4050000","PHMG120264050149047000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 수지구 성복동 ***-**","경기도 용인시 수지구 성복*로 ***, 지하*층 ***호 (성복동)","16806","해피두배더 아이스박스 버들치점","2026-01-07 09:19:01","I","2026-01-09 00:20:01","","205388.833221637","424106.0223686","","","51.66","",
"682","의료기기판매(임대)업","01_02_03_P","4050000","PHMG120264050149047000002","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 수지구 신봉동 *** 진성프라자*","경기도 용인시 수지구 신봉*로 *, 진성프라자* *층 ***호 (신봉동)","16811","해피두배더 아이스박스 수지점","2026-01-07 09:20:43","I","2026-01-09 00:20:01","","205983.739413264","425112.784236693","","","62.51","",
"683","의료기기판매(임대)업","01_02_03_P","4050000","PHMG120264050149047000003","2020-08-20","","01","영업/정상","13","영업중","","","","","031-779-7727","","","경기도 용인시 수지구 죽전동 *** 프라임조명","경기도 용인시 수지구 용구대로****번길 *, ***호 (죽전동)","16866","주식회사 디알텍","2026-01-07 13:42:33","I","2026-01-09 00:20:01","","209672.025599037","425857.769482926","","","55","",
"684","의료기기판매(임대)업","01_02_03_P","4231000","PHMG120264231038047000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 조양동 ****-* 조양주공*단지아파트","강원특별자치도 속초시 온정로 *, ***호 (조양동, 조양주공*단지아파트)","24896","에스에이치컴퍼니","2026-01-06 14:26:54","I","2026-01-09 00:20:01","","339568.091188188","521430.07084113","","","","",
"685","의료기기판매(임대)업","01_02_03_P","5600000","PHMG120265600005047000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","","경기도 포천시 소흘읍 광릉수목원로 ****, 가동","11184","으뜸메디케어","2026-01-06 10:47:11","I","2026-01-09 00:20:01","","210349.052248613","475263.101895981","","","20","",
"686","의료기기판매(임대)업","01_02_03_P","3740000","PHMG120263740033047000002","2026-01-06","","01","영업/정상","13","영업중","","","","","031-8086-5286","","","경기도 수원시 팔달구 인계동 ****-** 아이오피스","경기도 수원시 팔달구 경수대로***번길 **, 아이오피스 ***-*호 (인계동)","16489","케이앤케이종합관리 주식회사","2026-01-06 09:23:40","I","2026-01-09 00:20:01","","202615.101640851","418304.604121005","","","","",
"687","의료기기판매(임대)업","01_02_03_P","3740000","PHMG120263740033047000003","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","","경기도 수원시 팔달구 인계로***번길 **-**, ***호 (인계동)","16489","웨이비","2026-01-06 10:49:37","I","2026-01-09 00:20:01","","","","","","","",
"688","의료기기판매(임대)업","01_02_03_P","3290000","PHMG120263290024047000001","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 부전동 ***-**","부산광역시 부산진구 부전로 **, *층 (부전동)","47258","제시뷰티 부산점","2026-01-06 15:46:46","I","2026-01-09 00:20:01","","387136.793044667","186263.633261374","","","","",
"689","의료기기판매(임대)업","01_02_03_P","3290000","PHMG120263290024047000002","2026-01-02","","01","영업/정상","13","영업중","","","","","","","","부산광역시 부산진구 개금동 ***-*","부산광역시 부산진구 가야대로***번가길 **, *층 (개금동)","47270","(주)한미랩","2026-01-06 15:47:20","I","2026-01-09 00:20:01","","384718.206746194","185804.232005444","","","","",
"690","의료기기판매(임대)업","01_02_03_P","5020000","PHMG120265020055047000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 남구 해도동 ***-**","경상북도 포항시 남구 희망대로 *** (해도동)","37823","지에스25 포항형산점","2026-01-06 15:29:22","I","2026-01-09 00:20:01","","413511.648358803","281649.47420051","","","","",
"691","의료기기판매(임대)업","01_02_03_P","5020000","PHMG120265020056047000002","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","","경상북도 포항시 북구 법원로***번길 ** (장성동)","37582","파크컴퍼니 주식회사","2026-01-07 09:41:56","I","2026-01-09 00:20:01","","415229.08989688","289765.457398372","","","","",
"692","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120263860384047000002","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 상동 ***-* 디아뜨갤러리*","경기도 부천시 원미구 길주로**번길 **-**, 디아뜨갤러리* ***호 (상동)","14543","(주)월드아이티","2026-01-06 10:57:42","I","2026-01-09 00:20:01","","177772.003680671","445079.575694137","","","","",
"693","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120263860384047000003","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 중동 ****-* 현대백화점 중동점","경기도 부천시 원미구 길주로 ***, 현대백화점 중동점 *층 일부호 (중동)","14546","세라젬 현대백화점 중동점","2026-01-06 14:56:08","I","2026-01-09 00:20:01","","178909.579821349","444735.441041218","","","","",
"694","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120263860384047000004","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 상동 ***-* 금호프라자","경기도 부천시 원미구 소향로**번길 **-**, 금호프라자 *층 ***호 일부호 (상동)","14544","HN메딕스","2026-01-06 15:31:27","I","2026-01-09 00:20:01","","177844.251981472","444673.060135327","","","","",
"695","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120263860384047000005","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 원미구 중동 ****-* 조이럭타운","경기도 부천시 원미구 중동로***번길 ***, 조이럭타운 *층 ***호 일부호 (중동)","14548","주주 컴퍼니","2026-01-06 16:18:04","I","2026-01-09 00:20:01","","180026.706481532","444361.821291886","","","","",
"696","의료기기판매(임대)업","01_02_03_P","3860000","PHMG120263860577047000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 부천시 소사구 옥길동 ***-* 광양프런티어밸리 *차 지식산업센터","경기도 부천시 소사구 양지로 ***, 광양프런티어밸리 *차 지식산업센터 **층 ****호 (옥길동)","14786","가이아몰","2026-01-06 16:13:21","I","2026-01-09 00:20:01","","184698.986665045","440478.151805412","","","52.87","",
"697","의료기기판매(임대)업","01_02_03_P","4470000","PHMG120264470017047000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","충청북도 음성군 대소면 성본리 ***","충청북도 음성군 대소면 성본상가*길 **","27741","다이클로 음성푸르지오점","2026-01-06 16:54:32","I","2026-01-09 00:20:01","","","","","","14","",
"698","의료기기판매(임대)업","01_02_03_P","5540000","PHMG120265540016047000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경기도 광주시 초월읍 지월리 ***-** 로얄팰리스","경기도 광주시 초월읍 경수길 **-*, ***동 ***호 (로얄팰리스)","12728","모먼트케이","2026-01-06 14:42:48","I","2026-01-09 00:20:01","","225521.135466566","435230.316788861","","","","",
"699","의료기기판매(임대)업","01_02_03_P","4191000","PHMG120264191050047000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 원주시 개운동 ***-**","강원특별자치도 원주시 치악로 ****-**, *층 (개운동)","26444","스마트메디칼솔루션","2026-01-07 09:08:26","I","2026-01-09 00:20:01","","285084.579567725","426651.7590947","","","66.15","",
"700","의료기기판매(임대)업","01_02_03_P","3910000","PHMG120263910165047000002","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 고덕동 ****-* 고덕대광로제비앙모아엘가","경기도 평택시 고덕국제*로 **, *동 B***, B***호 (고덕동, 고덕대광로제비앙모아엘가)","18019","지에스25 고덕로제비앙점","2026-01-06 10:02:40","I","2026-01-09 00:20:01","","","","","","86","",
"701","의료기기판매(임대)업","01_02_03_P","3910000","PHMG120263910168047000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 평택시 현덕면 화양리 * e편한세상 평택 라씨엘로","경기도 평택시 현덕면 화양현화*로 **, 상가동 ***호 (e편한세상 평택 라씨엘로)","18036","지에스25 평택라씨엘로점","2026-01-06 15:34:18","I","2026-01-09 00:20:01","","","","","","","",
"702","의료기기판매(임대)업","01_02_03_P","6510000","PHMG120266510096047000001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 이도이동 ****-*","제주특별자치도 제주시 광양*길 **, ***호 (이도이동)","63213","브로우디 눈썹&두피","2026-01-06 11:04:30","I","2026-01-09 00:20:01","","156495.728824139","590.931920705861","","","19.8","",
"703","의료기기판매(임대)업","01_02_03_P","6510000","PHMG120266510096047000002","2023-08-24","","01","영업/정상","13","영업중","","","","","","","","제주특별자치도 제주시 일도이동 ***-* 제주은행동광로지점","제주특별자치도 제주시 동광로 ***, 제주은행동광로지점 지하*층 (일도이동)","63275","해피안힐링센타제주지점","2026-01-07 11:52:56","I","2026-01-09 00:20:01","","157092.711909653","1146.21495390144","","","198","",
"704","의료기기판매(임대)업","01_02_03_P","3980000","PHMG120263980021047000001","2022-02-16","","01","영업/정상","13","영업중","","","","","","","","경기도 구리시 갈매동 ***-* 구리갈매 아너시티","경기도 구리시 갈매순환로***번길 **, 구리갈매 아너시티 제*층 제***호 (갈매동)","11901","주식회사 이츠헬스케어","2026-01-06 10:26:17","I","2026-01-09 00:20:01","","210788.805116026","459177.999364413","","","44.3","",
"705","의료기기판매(임대)업","01_02_03_P","3980000","PHMG120263980021047000002","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경기도 구리시 수택동 ***-*","경기도 구리시 검배로 *, *층 **호 (수택동)","11929","쿨메디","2026-01-06 13:26:57","I","2026-01-09 00:20:01","","212477.064671374","455359.058651405","","","3.3","",
"706","의료기기판매(임대)업","01_02_03_P","3300000","PHMG120263300024047000004","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 온천동 ****-* 온천대동다숲","부산광역시 동래구 금정마을로 ***, 대동상가동 *층 ***호,***호 (온천동, 온천대동다숲)","47723","두노함","2026-01-06 10:06:21","I","2026-01-09 00:20:01","","388100.301290207","192130.913902247","","","","",
"707","의료기기판매(임대)업","01_02_03_P","3300000","PHMG120263300024047000005","2016-09-05","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 안락동 ***-** 산청빌딩","부산광역시 동래구 연안로**번길 *, 산청빌딩 *층 ***호 (안락동)","47898","천수통상","2026-01-07 10:50:39","I","2026-01-09 00:20:01","","391874.562900869","190238.866628179","","","","",
"708","의료기기판매(임대)업","01_02_03_P","4641000","PHMG120264641050047000002","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","","전북특별자치도 전주시 완산구 공북*길 **, *층 ***호 (태평동)","54991","리앤컴퍼니","2026-01-07 10:29:49","I","2026-01-09 00:20:01","","212642.615402639","258598.982434366","","","16.4","",
"709","의료기기판매(임대)업","01_02_03_P","3280000","PHMG120263280023047000003","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","부산광역시 영도구 청학동 ***-*","부산광역시 영도구 와치로 **, *층 (청학동)","49084","마린메디칼","2026-01-07 13:58:11","I","2026-01-09 00:20:01","","387633.910905897","178681.945381413","","","99.9","",
"710","의료기기판매(임대)업","01_02_03_P","5070000","PHMG120215070014047000014","2021-04-30","","01","영업/정상","13","영업중","","","","","","","","경상북도 안동시 옥동 ***-*","경상북도 안동시 은행나무로 **, *층 (옥동)","36640","에프앤디넷 안동 우리여성병원점","2026-01-07 17:35:07","D","2026-01-09 02:30:00","","351589.007058316","342088.315853043","","","","",
"711","의료기기판매(임대)업","01_02_03_P","3070000","PHMG120183070034047000037","2018-05-21","","03","폐업","03","폐업","2026-01-06","","","","","","","서울특별시 성북구 장위동 ***번지 꿈의숲대명루첸아파트","서울특별시 성북구 월계로**길 **, ***동 ****호 (장위동, 꿈의숲대명루첸아파트)","02757","희송컴퍼니","2026-01-06 14:56:09","U","2026-01-09 02:40:00","","204079.994702647","457579.21641655","","","","",
"712","의료기기판매(임대)업","01_02_03_P","3210000","PHMG120133210034047000036","2013-02-19","","01","영업/정상","13","영업중","","","","","02-2675-0704","","","서울특별시 서초구 양재동 ***-* 트윈타워","서울특별시 서초구 마방로**길 **, 트윈타워 A동 지하*층 *호 (양재동)","06775","바이오앤메디텍","2026-01-07 14:23:48","U","2026-01-09 02:40:00","","203848.094015013","441601.513809347","","","49.6","",
"713","의료기기판매(임대)업","01_02_03_P","3620000","PHMG120233620020047000117","2023-08-24","","02","휴업","02","휴업","","2026-01-01","2029-01-01","","","","","광주광역시 북구 문흥동 ***-* 문흥 라인동산아파트","광주광역시 북구 문산로 **, ***동 ***호 (문흥동, 문흥 라인동산아파트)","61126","비티비(BTB)","2026-01-06 13:05:59","U","2026-01-09 02:40:00","","193079.132246526","187763.744075698","","","","",
"714","의료기기판매(임대)업","01_02_03_P","3500000","PHMG120233500020047000014","2023-08-04","","01","영업/정상","13","영업중","","","","","032-428-0529","","","인천광역시 동구 송림동 ***-** 인송상가","인천광역시 동구 송림로 **, 인송상가 ***호 (송림동)","22552","더 에이스랩","2026-01-06 15:56:08","U","2026-01-09 02:40:00","","167902.005191023","441349.931940163","","","15","",
"715","의료기기판매(임대)업","01_02_03_P","3500000","PHMG120233500020047000015","2023-08-09","","01","영업/정상","13","영업중","","","","","","","","인천광역시 동구 송림동 **-***","인천광역시 동구 송미로**번길 **, *층 ***호 (송림동)","22534","(주)이루다국제무역","2026-01-06 15:55:10","U","2026-01-09 02:40:00","","168791.357755007","442316.854219382","","","65.5","",
"716","의료기기판매(임대)업","01_02_03_P","3500000","PHMG120233500020047000016","2016-11-17","","01","영업/정상","13","영업중","","","","","","","","인천광역시 동구 송현동 *** 인천산업용품유통단지","인천광역시 동구 방축로**번길 **, 인천산업용품유통단지 *동 ***호 (송현동)","22530","(주)펜타웍스","2026-01-06 16:05:15","U","2026-01-09 02:40:00","","169226.889631696","442817.65455975","","","27.1","",
"717","의료기기판매(임대)업","01_02_03_P","3470000","PHMG120123470022047000001","2012-01-03","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달서구 용산동 ***-*","대구광역시 달서구 와룡로**길 **-*, *층 (용산동)","42627","유투케어","2026-01-06 10:15:52","U","2026-01-09 02:40:00","","338926.419000447","263132.792383172","","","","",
"718","의료기기판매(임대)업","01_02_03_P","3450000","PHMG120143450022047000098","2014-11-07","","03","폐업","03","폐업","2026-01-05","","","","326-2638","","702-807","대구광역시 북구 구암동 ***번지 *호 상가동 ***호","대구광역시 북구 구암로**길 **, ***,***호 (구암동)","41464","세븐일레븐 대구구암4호점","2026-01-06 09:10:18","U","2026-01-09 02:40:00","","340552.128511451","271040.321616323","","","","",
"719","의료기기판매(임대)업","01_02_03_P","3500000","PHMG120183500020047000009","2018-07-04","","01","영업/정상","13","영업중","","","","","","","","인천광역시 동구 송현동 ***번지 인천산업용품유통단지","인천광역시 동구 방축로**번길 **, 인천산업용품유통단지 **동 ***호 (송현동)","22530","(주)제이피맥스","2026-01-06 16:04:41","U","2026-01-09 02:40:00","","169226.889631696","442817.65455975","","","26.06","",
"720","의료기기판매(임대)업","01_02_03_P","3500000","PHMG120183500020047000011","2018-07-20","","01","영업/정상","13","영업중","","","","","","","","인천광역시 동구 송림동 **번지 ***호","인천광역시 동구 샛골로 *** (송림동)","22543","소리샘보청기","2026-01-06 16:04:12","U","2026-01-09 02:40:00","","168486.209773734","441638.720592785","","","54.55","",
"721","의료기기판매(임대)업","01_02_03_P","3280000","PHMG120193280023047000008","2019-05-01","","04","취소/말소/만료/정지/중지","24","직권폐업","2023-01-31","","","","","","","부산광역시 영도구 대교동*가 ***번지 **호","부산광역시 영도구 절영로**번길 **, ***호 (대교동*가)","49052","YD메디칼","2026-01-06 14:48:55","U","2026-01-09 02:40:00","","386111.727264315","178733.814554914","","","16.5","",
"722","의료기기판매(임대)업","01_02_03_P","3500000","PHMG120193500020047000011","2019-04-08","","01","영업/정상","13","영업중","","","","","","","","인천광역시 동구 송현동 *** 솔빛마을 상가C동","인천광역시 동구 솔빛로 **, 솔빛마을  상가C동 ***호 (송현동)","22547","주식회사 솔숲","2026-01-06 16:03:08","U","2026-01-09 02:40:00","","167816.651034315","441843.07833343","","","28.08","",
"723","의료기기판매(임대)업","01_02_03_P","3220000","PHMG120193220033047000185","2019-06-14","","01","영업/정상","13","영업중","","","","","070-4285-7463","","","서울특별시 강남구 대치동 *** 삼안빌딩","서울특별시 강남구 테헤란로 ***, 삼안빌딩 *층 (대치동)","06181","주식회사 아이메디신","2026-01-06 08:26:10","U","2026-01-09 02:40:00","","204410.462342038","444837.488072395","","","516.18","",
"724","의료기기판매(임대)업","01_02_03_P","5130000","PHMG120165130030047000051","2016-10-05","","03","폐업","03","폐업","2025-12-30","","","","053-811-0924","","","경상북도 경산시 중방동 ***번지","경상북도 경산시 경안로 ***, *층 (중방동, 홈플러스경산점)","38612","씨제이올리브영(주) 홈플러스경산점","2026-01-07 13:38:03","U","2026-01-09 02:40:00","","356759.626317364","260575.764529063","","","62.1","",
"725","의료기기판매(임대)업","01_02_03_P","3500000","PHMG120153500020047000007","2015-05-28","","01","영업/정상","13","영업중","","","","","","","401-813","인천광역시 동구 송림동 **번지 *호","인천광역시 동구 샛골로 *** (송림동)","22543","(주) 아성다이소","2026-01-06 16:05:49","U","2026-01-09 02:40:00","","168498.376980985","441725.712776299","","","318.32","",
"726","의료기기판매(임대)업","01_02_03_P","3500000","PHMG120143500020047000009","2014-08-22","","01","영업/정상","13","영업중","","","","","","","","","인천광역시 동구 방축로**번길 **, **동 ***호 (송림동, 인천산업용품유통단지)","22530","위더스메디테크","2026-01-06 16:06:28","U","2026-01-09 02:40:00","","169424.109924844","442692.722669138","","","27.1","",
"727","의료기기판매(임대)업","01_02_03_P","3450000","PHMG120243450022047000005","2024-01-08","","03","폐업","03","폐업","2026-01-05","","","","","","","대구광역시 북구 태전동 **** 태전휴먼시아*단지","대구광역시 북구 매전로 **, 상가동 *층 ***호 (태전동, 태전휴먼시아*단지)","41470","세븐일레븐 태전휴먼시아점","2026-01-06 09:10:04","U","2026-01-09 02:40:00","","339410.357264428","269057.215113261","","","","",
