"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"106","관광숙박업","03_11_01_P","4850000","CDFI2260032025000001","2025-08-04","","01","영업/정상","13","영업중","","","","","061-882-7779","","","전라남도 담양군 월산면 중월리 442","전라남도 담양군 월산면 담장로 548","57314","선인장","2026-01-11 15:22:23","U","2026-01-13 02:40:00","","192860.9105013","205504.408527264","관광숙박업","","관리지역","5","","","","숙박시설","5","0","9","556","","","0","0","","0","0","","0","887.31","","0","","","","","","","0","","","","887","호스텔업",
"107","관광숙박업","03_11_01_P","4010000","CDFI2260032025000001","2025-07-21","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 정왕동 2042-15","경기도 시흥시 오이도로 249 (정왕동)","15015","호텔 오이도","2026-01-11 15:49:11","U","2026-01-13 02:40:00","","172405.878339458","426566.106666174","관광숙박업","","일반주거지역","7","주택가주변","","","호텔","6","1","23","1127","HOTEL OIDO","SMALL HOTEL","0","0","","0","0","","0","277.85","","0","","","","","","","0","","","","278","소형호텔업",
"108","관광숙박업","03_11_01_P","3930000","CDFI2260032026000001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 대부동동 1567-392","경기도 안산시 단원구 공마루길 80 (대부동동)","15644","더스테이 호스텔","2026-01-12 16:34:50","I","2026-01-14 00:20:02","","","","관광숙박업","","자연녹지지역","2","","","","","0","0","0","0","","","0","0","","0","0","","0","170","","0","","","","","","","0","","","","170","호스텔업",
"109","관광숙박업","03_11_01_P","3930000","CDFI2260032026000002","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 원곡동 960-3","경기도 안산시 단원구 부부로 62, 2층 (원곡동)","15363","아늑호스텔 안산점","2026-01-12 17:37:48","I","2026-01-14 00:20:02","","181469.047431628","425794.3890198","관광숙박업","","일반상업지역","2","","","","","0","0","0","0","","","0","0","","0","0","","0","256","","0","","","","","","","0","","","","256","호스텔업",
"110","관광숙박업","03_11_01_P","3000000","CDFI2260032026000003","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 낙원동 235-11","서울특별시 종로구 종로17길 48, 1~5층 (낙원동)","03140","하프레스트 호스텔","2026-01-12 10:14:23","I","2026-01-14 00:20:02","","198906.525582464","452222.26053706","관광숙박업","","상업지역","7","기타","","","숙박시설","5","2","21","0","Halfrest HOSTEL","Tourist Accommodation Business(Hostel)","0","0","","0","0","","0","554.17","","0","","","","","","","0","","","","554","호스텔업",
"111","관광숙박업","03_11_01_P","3000000","CDFI2260032026000004","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 숭인동 217-6","서울특별시 종로구 난계로29길 65-14, 3~5층 (숭인동)","03115","엔조이스테이 호스텔","2026-01-12 14:59:25","I","2026-01-14 00:20:02","","201689.360291466","452306.010081257","관광숙박업","","상업지역","5","기타","","","숙박시설","5","0","27","0","N joystay HOSTEL","Tourist Accommodation Business(Hostel)","0","0","","0","0","","0","596.25","","0","","","","","","","0","","","","596","호스텔업",
"112","관광숙박업","03_11_01_P","3160000","CDFI2260032019000002","2019-09-05","","02","휴업","02","휴업","","2026-01-09","2028-01-09","","","","","서울특별시 구로구 가리봉동 131-53","서울특별시 구로구 디지털로19길 6-14 (가리봉동)","08388","스토리호스텔","2026-01-12 15:20:08","U","2026-01-14 02:40:00","","190265.51915022","442043.305262935","관광숙박업","","준공업지역","10","기타","","","숙박시설","9","1","29","0","","","0","0","","0","0","","0","755.34","","0","","","","","","","1840000000","","","","755","호스텔업",
"113","관광숙박업","03_11_01_P","3380000","CDFI2260032016000001","2016-03-23","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 광안동 203-4","부산광역시 수영구 남천바다로33번길 15 (광안동, 미라쥬)","48303","호텔미라주","2026-01-12 15:15:02","U","2026-01-14 02:40:00","","392604.242607755","185383.828715169","관광숙박업","","일반상업지역","6","기타","","","숙박시설","6","0","16","0","","","0","0","","0","0","","0","597.8","","0","","","","","","","800000000","","","","598","호스텔업",
"114","관광숙박업","03_11_01_P","3330000","CDFI2260032018000002","2018-05-03","","01","영업/정상","13","영업중","","","","","051-746-9468","","","부산광역시 해운대구 중동 1026 휘겔리","부산광역시 해운대구 달맞이길62번가길 37, 휘겔리 1,6층 (중동)","48098","휘겔리 스위트","2026-01-12 14:17:47","U","2026-01-14 02:40:00","","397830.16203515","186525.323637002","관광숙박업","","일반상업지역","8","","","","숙박시설","6","2","11","3162","","","0","0","","0","0","","0","784.72","","0","","","","","","","0","","","","785","호스텔업",
"115","관광숙박업","03_11_01_P","5530000","CDFI2260032006000001","2006-04-14","","01","영업/정상","13","영업중","","","","","031-225-3366","","445-380","경기도 화성시 안녕동 180-371","경기도 화성시 세자로 438 (안녕동)","18326","그린피아 관광호텔","2026-01-12 10:50:32","U","2026-01-14 02:40:00","","198465.267737393","411311.080587686","관광숙박업","관광사업","자연녹지지역","5","기타","","","숙박시설","4","1","52","3305","Green Pia Tourist Hotel","Tourism Hotel","0","0","","0","0","","0","3305.2","","0","","","","","","","0","","","","3305","관광호텔업",
"116","관광숙박업","03_11_01_P","5530000","CDFI2260032006000002","2006-12-22","","01","영업/정상","13","영업중","","","","","031-353-7833","","","경기도 화성시 향남읍 구문천리 927-10","경기도 화성시 향남읍 발안공단로5길 7-23","18623","월드관광호텔","2026-01-12 10:51:12","U","2026-01-14 02:40:00","","191802.064668503","398270.704200977","관광숙박업","관광사업","일반상업지역","10","","","","호텔","9","1","81","586","","","0","0","","0","0","","0","4942.39","","0","","","","","","","0","","","","4942","관광호텔업",
"117","관광숙박업","03_11_01_P","5530000","CDFI2260032012000001","2012-08-13","","01","영업/정상","13","영업중","","","","","031-359-8991","","445-971","경기도 화성시 팔탄면 월문리 235-61","경기도 화성시 팔탄면 버들로1597번길 28","18577","제이스 관광호텔","2026-01-12 10:51:50","U","2026-01-14 02:40:00","","188866.175939215","401625.231564317","관광숙박업","","","0","","","","","5","1","76","0","Je.s Tourism Hotel","Tourism Hotel","0","0","","0","0","","0","5481.19","","0","","","","","","","0","","","","5481","관광호텔업",
"118","관광숙박업","03_11_01_P","5530000","CDFI2260032013000001","2013-10-18","","01","영업/정상","13","영업중","","","","","031-8036-9000","","445-160","경기도 화성시 반송동 92-6","경기도 화성시 노작로 161 (반송동)","18454","신라스테이 동탄","2026-01-12 10:52:44","U","2026-01-14 02:40:00","","206428.11381384","411182.529493518","관광숙박업","","중심상업지역","31","기타","","","호텔","29","2","286","24408","SHILLA STAY Dong Tan","Tourism Hotel","0","0","","0","0","","0","24408.07","","0","","","","","","","0","","","","24408","관광호텔업",
"119","관광숙박업","03_11_01_P","5530000","CDFI2260032015000001","2015-11-30","","01","영업/정상","13","영업중","","","","","031-268-1000","","","경기도 화성시 남양읍 활초리 4-21 현대자동차(주) 롤링힐스 호텔","경기도 화성시 남양읍 시청로 290, 롤링힐스 호텔","18278","롤링힐스 호텔","2026-01-12 10:53:47","U","2026-01-14 02:40:00","","185606.817956411","409830.199177825","관광숙박업","","","0","","","","호텔","4","2","228","0","Rolling Hills Hotel","Tourism Hotel","0","0","","0","0","","0","26635.04","","0","","","","","","","109815856","","","","26635","관광호텔업",
"120","관광숙박업","03_11_01_P","5530000","CDFI2260032015000002","2015-12-24","","01","영업/정상","13","영업중","","","","","031-350-6200","","","경기도 화성시 남양읍 남양리 2077-13","경기도 화성시 남양읍 역골로 3-12","18271","베니키아 더에이치 호텔","2026-01-12 10:54:37","U","2026-01-14 02:40:00","","184687.638269289","410962.186159549","관광숙박업","","일반상업지역","0","","","","","7","2","90","0","BENIKIA THE H HOTEL","Tourism Hotel","0","0","","0","0","","0","5755.95","","0","","","","","","","17999999000","","","","5756","관광호텔업",
"121","관광숙박업","03_11_01_P","5530000","CDFI2260032016000001","2016-01-15","","01","영업/정상","13","영업중","","","","","031-8020-0000","","","경기도 화성시 안녕동 188-2","경기도 화성시 효행로 480 (안녕동)","18324","호텔 푸르미르","2026-01-12 13:28:15","U","2026-01-14 02:40:00","","198602.911403975","411881.067754944","관광숙박업","","자연녹지지역","0","","","","","4","2","239","23890","TOURISM BUSINESS","Tourism Hotel","0","0","","0","0","","0","23889.75","","0","","","","","","","0","","","","23890","관광호텔업",
"122","관광숙박업","03_11_01_P","5530000","CDFI2260032016000002","2016-02-12","","01","영업/정상","13","영업중","","","","","031-366-3319","","","경기도 화성시 향남읍 평리 128","경기도 화성시 향남읍 평6길 46-1","18593","엘가관광호텔","2026-01-12 10:59:59","U","2026-01-14 02:40:00","","191769.254741996","403147.296359159","관광숙박업","","일반상업지역","0","","","","","10","1","71","4711","","","0","0","","0","0","","0","4710.82","","0","","","","","","","0","","","","4711","관광호텔업",
"123","관광숙박업","03_11_01_P","5530000","CDFI2260032017000001","2017-09-01","","01","영업/정상","13","영업중","","","","","031-352-7275","","","경기도 화성시 팔탄면 율암리 845-21 외 4필지","경기도 화성시 팔탄면 온천로 434-26","18530","율암힐호텔","2026-01-12 11:01:03","U","2026-01-14 02:40:00","","189516.66151185","405503.853668283","관광숙박업","","","0","","","","숙박시설","4","2","32","0","","","0","0","","0","0","","0","7273.54","","0","","","","","","","500000000","","","","7274","관광호텔업",
"124","관광숙박업","03_11_01_P","4920000","CDFI2260032020000001","2020-01-09","","01","영업/정상","13","영업중","","","","","","","","전라남도 강진군 강진읍 동성리 502-5","전라남도 강진군 강진읍 동성로 66","59226","다산호스텔","2026-01-12 16:47:42","U","2026-01-14 02:40:00","","178978.651044078","127328.37416003","관광숙박업","","","3","","","","숙박시설","3","0","9","0","","","0","0","","0","0","","0","438.69","","0","","","","","","","0","","","","439","호스텔업",
"125","관광숙박업","03_11_01_P","3650000","CDFI2260032025000007","2025-12-17","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 대흥동 452-28","대전광역시 중구 대흥로111번길 14, 4층 (대흥동)","34918","온담재","2026-01-12 15:28:36","U","2026-01-14 02:40:00","","238043.710075886","313754.778181606","관광숙박업","","","0","","","","","0","0","3","0","","","0","0","","0","0","","0","163.8","","0","","","","","","","0","","","","164","호스텔업",
"126","관광숙박업","03_11_01_P","4920000","CDFI2260032023000001","2023-02-20","","01","영업/정상","13","영업중","","","","","061-430-5354","","","전라남도 강진군 강진읍 동성리 305-2","전라남도 강진군 강진읍 탐진로 166-7","59225","강진스테이오소","2026-01-12 17:47:45","U","2026-01-14 02:40:00","","179091.054635219","127304.768284913","관광숙박업","","","0","","","","","0","0","6","0","","","0","0","","0","0","","0","698.48","","0","","","","","","","0","","","","698","호스텔업",
"127","관광숙박업","03_11_01_P","5530000","CDFI2260032022000001","2022-11-16","","01","영업/정상","13","영업중","","","","","031-352-7150","","","경기도 화성시 정남면 보통리 141-39","경기도 화성시 정남면 세자로 286","18516","라비돌호텔","2026-01-12 11:01:42","U","2026-01-14 02:40:00","","198449.906260848","409841.049535703","관광숙박업","","자연녹지지역","18","학교정화(상대)","","","숙박시설","17","1","241","28022","LAVIEDOR HOTEL","Membership organizations, repair and other personal services","0","0","","0","0","","0","28022.16","","0","","","","","","","1550000000","","","","28022","관광호텔업",
"128","관광숙박업","03_11_01_P","3220000","CDFI2260032007000001","2007-04-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 역삼동 677-11","서울특별시 강남구 테헤란로33길 16 (역삼동, 리더스관광호텔)","06142","트리아관광호텔","2026-01-12 15:11:01","U","2026-01-14 02:40:00","","203414.8682942","444515.570280103","관광숙박업","관광사업","상업지역","10","기타","","","호텔","8","2","0","0","","","0","0","","0","0","","0","3001.86","","0","","","","","","","4400000000","","","","3002","",
"129","관광숙박업","03_11_01_P","3220000","CDFI2260031999000001","1999-09-21","","01","영업/정상","13","영업중","","","","","0234522500","","","서울특별시 강남구 삼성동 159 웨스틴 서울 파르나스","서울특별시 강남구 봉은사로 524, 웨스틴 서울 파르나스 (삼성동)","06164","웨스틴 서울 파르나스","2026-01-12 14:40:46","U","2026-01-14 02:40:00","","205130.591678902","445590.096837802","관광숙박업","관광사업","일반상업지역","35","기타","","","호텔","29","6","564","5818","The Westin Seoul Parnas","","0","0","","0","0","","0","109978.95","","0","","","","","","","0","","","","109979","관광호텔업",
"130","관광숙박업","03_11_01_P","4191000","CDFI2260032025000001","2025-06-11","","01","영업/정상","13","영업중","","","","","033-742-7777","","","강원특별자치도 원주시 지정면 신평리 170-17","강원특별자치도 원주시 지정면 신무로 54-9","26348","원주시티호텔 기업도시점","2026-01-12 17:20:04","U","2026-01-14 02:40:00","","","","관광숙박업","","관리지역","5","","","","","4","1","48","3766","","","0","0","","0","0","","0","3766.03","","0","","","","","","","0","","","","3766","관광호텔업",
"131","관광숙박업","03_11_01_P","3330000","CDFI2260032022000008","2022-10-18","","01","영업/정상","13","영업중","","","","","","","","부산광역시 해운대구 송정동 312-10 씨엔씨빌딩","부산광역시 해운대구 송정광어골로 19, 씨엔씨빌딩 8층 (송정동)","48073","송정스카이 펜트하우스","2026-01-12 13:54:03","U","2026-01-14 02:40:00","","400192.402342594","188896.461179341","관광숙박업","","준주거지역","10","","","","","9","1","1","2062","","","0","0","","0","0","","0","251.21","","0","","","","","","","0","","","","251","호스텔업",
"132","관광숙박업","03_11_01_P","4641000","CDFI2260032023000001","2023-02-20","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 남노송동 536-10","전북특별자치도 전주시 완산구 한지길 9-2 (남노송동)","55040","인센스","2026-01-12 14:05:14","U","2026-01-14 02:40:00","","213773.708523064","257748.177007389","관광숙박업","","일반상업지역","3","","","","","0","0","2","0","","","0","0","","0","0","","0","149.28","","0","","","","","","","0","","","","149","호스텔업",
"133","관광숙박업","03_11_01_P","4641000","CDFI2260032025000004","2025-04-28","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 덕진구 덕진동1가 1266-8","전북특별자치도 전주시 덕진구 기린대로 468, 7층 (덕진동1가)","54898","스테이전주","2026-01-12 20:24:56","U","2026-01-14 02:40:00","","211376.845267307","260210.449694832","관광숙박업","","일반상업지역","9","","","","","0","0","13","0","","","0","0","","0","0","","0","279","","0","","","","","","","0","","","","279","호스텔업",
"134","관광숙박업","03_11_01_P","4920000","CDFI2260032021000001","2021-01-06","","01","영업/정상","13","영업중","","","","","","","","전라남도 강진군 강진읍 동성리 531","전라남도 강진군 강진읍 청렴길 22-12","59226","이든호스텔","2026-01-12 16:48:03","U","2026-01-14 02:40:00","","178931.892587727","127499.005802175","관광숙박업","","주거지역","3","주택가주변","","","","3","0","31","0","","","0","0","","0","0","","0","592.9","","0","","","","","","","0","","","","593","호스텔업",
"135","관광숙박업","03_11_01_P","4641000","CDFI2260032025000002","2025-02-13","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 다가동4가 90-7","전북특별자치도 전주시 완산구 전주객사1길 48, 3층 (다가동4가)","54999","상상 스테이","2026-01-12 20:18:36","U","2026-01-14 02:40:00","","212507.13503792","257607.233393633","관광숙박업","","","3","","","","","0","0","1","0","","","0","0","","0","0","","0","56.76","","0","","","","","","","0","","","","57","호스텔업",
"136","관광숙박업","03_11_01_P","5330000","CDFI2260032026000001","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 도남동 201-13 통영베이","경상남도 통영시 도남로 257-93, 통영베이 (도남동)","53079","통영베이콘도호텔","2026-01-13 15:30:55","I","2026-01-15 00:20:35","","330994.617192431","148795.748057081","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","가족호텔업",
"137","관광숙박업","03_11_01_P","3380000","CDFI2260032026000005","2026-01-13","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 민락동 34-7","부산광역시 수영구 민락본동로19번길 59, 4층 (민락동)","48290","아지트","2026-01-13 10:25:40","I","2026-01-15 00:20:35","","393630.621334446","186333.44431789","관광숙박업","","준주거지역","0","","","","","4","0","1","0","","","0","0","","0","0","","0","47.04","","0","","","","","","","0","","","","47","호스텔업",
"138","관광숙박업","03_11_01_P","6520000","CDFI2260032014001053","2014-04-07","","01","영업/정상","13","영업중","","","","","0647358900","","","제주특별자치도 서귀포시 색달동 2785","제주특별자치도 서귀포시 중문관광로72번길 60","","(주)조선호텔앤리조트 그랜드조선 제주","2026-01-13 11:14:32","U","2026-01-15 02:40:00","","144751.887541136","-26916.3062249479","관광숙박업","","자연녹지지역","6","기타","","","숙박시설","4","2","198","31750","","","0","0","","0","0","","0","31750","","0","","","","","","","26700000000","","","","31750","관광호텔업",
"139","관광숙박업","03_11_01_P","3220000","CDFI2260032026000001","2026-01-05","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 논현동 21-2","서울특별시 강남구 학동로3길 49 (논현동)","06043","하로스테이 신사","2026-01-13 09:40:35","U","2026-01-15 02:40:00","","201799.777259061","445833.24604916","관광숙박업","","주거지역","5","주택가주변","","","숙박시설","4","1","0","0","","","0","0","","0","0","","0","346.46","","0","","","","","","","900000000","","","","346","호스텔업",
"140","관광숙박업","03_11_01_P","3570000","CDFI2260032025000001","2025-12-26","","01","영업/정상","13","영업중","","","","","032-933-9304","","","인천광역시 강화군 삼산면 매음리 1170","인천광역시 강화군 삼산면 어류정길177번길 17","23007","유니아일랜드 더 스파빌(UNIISLAND THE SPAVILLE)","2026-01-13 17:02:36","U","2026-01-15 02:40:00","","141818.216586369","461379.57178231","관광숙박업","","관리지역","3","","","","호텔","2","1","61","5416","UNIISLAND THE SPAVILLE","Tourist Hotel Business","0","0","","0","0","","0","5416.17","","0","","","","","","","0","","","","5416","관광호텔업",
"141","관광숙박업","03_11_01_P","5410000","CDFI2260032000000001","2000-07-25","","01","영업/정상","13","영업중","","","","","055-536-5183","","635-891","경상남도 창녕군 부곡면 거문리 213-19","경상남도 창녕군 부곡면 온천2길 41","","(주)레이크힐스골프텔부곡","2026-01-13 15:42:10","U","2026-01-15 02:40:00","","344263.774981603","216825.685616221","관광숙박업","관광사업","","12","","","","콘도미니엄","10","2","164","0","Lake Hills Golftel in Bukok","Tourist accommodation business(Resort condominium)","0","0","","0","0","","0","15272.77","","0","","","","","","","0","","","","15273","휴양콘도미니엄업",
"142","관광숙박업","03_11_01_P","5410000","CDFI2260032005000001","2005-03-03","","01","영업/정상","13","영업중","","","","","","","635-891","경상남도 창녕군 부곡면 거문리 203-10","경상남도 창녕군 부곡면 온천로 594","635-890","(주)일성부곡콘도미니엄","2026-01-13 15:44:28","U","2026-01-15 02:40:00","","344110.855664057","216373.696119639","관광숙박업","관광사업","","0","","","","","0","0","247","0","ILSEONG BUGOK CONDOMINIUM CO","Tourist Accommodations","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","휴양콘도미니엄업",
"143","관광숙박업","03_11_01_P","5410000","CDFI2260032012000001","2012-08-17","","01","영업/정상","13","영업중","","","","","055-530-3000","","635-891","경상남도 창녕군 부곡면 거문리 223-1","경상남도 창녕군 부곡면 온천중앙로 42","50365","부곡스파디움 · 따오기호텔","2026-01-13 15:45:28","U","2026-01-15 02:40:00","","344188.39950135","216644.212002898","관광숙박업","","","0","","","","","5","1","80","0","","","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","가족호텔업",
"144","관광숙박업","03_11_01_P","4810000","CDFI2260032022000009","2022-10-24","","01","영업/정상","13","영업중","","","","","","","","전라남도 여수시 돌산읍 평사리 산 281-2","전라남도 여수시 돌산읍 돌산로 3072","59771","하플로스 풀빌라 펜션","2026-01-13 08:53:20","U","2026-01-15 02:40:00","","269914.677060609","133438.485887008","관광숙박업","","자연녹지지역","2","기타","","","숙박시설","2","1","0","0","","","0","0","","0","0","","0","2656","","0","","","","","","","200000000","","","","2656","호스텔업",
"145","관광숙박업","03_11_01_P","3440000","CDFI2260032023000001","2023-11-07","","01","영업/정상","13","영업중","","","","","","","","대구광역시 남구 대명동 139-12","대구광역시 남구 대명로57길 20-22 (대명동)","42418","The house of gallery","2026-01-13 10:02:39","U","2026-01-15 02:40:00","","343355.593922111","261700.753196075","관광숙박업","","일반상업지역","4","","","재난배상책임보험","","0","0","0","0","","","0","0","","0","0","","0","337.29","","0","","","","","","","0","","","","337","호스텔업",
"146","관광숙박업","03_11_01_P","5050000","CDFI2260032003000001","2003-08-15","","01","영업/정상","13","영업중","","","","","0547400542","","780-843","경상북도 경주시 양남면 신대리 1265","경상북도 경주시 양남면 동남로 1021","780-843","마우나 빌(레오) 휴양콘도미니엄","2026-01-14 12:58:00","U","2026-01-16 02:40:00","","414395.629522232","245291.2743122","관광숙박업","관광사업","","6","","","","콘도미니엄","6","0","204","21090","","","0","0","","0","0","","0","21090.3","","0","","","","","","","0","","","","21090","휴양콘도미니엄업",
"147","관광숙박업","03_11_01_P","3910000","CDFI2260032011000001","2011-11-08","","01","영업/정상","13","영업중","","","","","031-662-5087","","","경기도 평택시 서정동 846-4","경기도 평택시 관광특구로 24 (서정동)","17774","아늑 료칸 호텔 송탄점","2026-01-14 14:25:12","U","2026-01-16 02:40:00","","205391.288901579","396101.191930305","관광숙박업","","상업지역","10","유흥업소밀집지역","","DB손해보험","숙박시설","9","1","50","2995","","","0","0","","0","0","","0","480","","0","","","","","","","900000000","","","","480","관광호텔업",
"148","관광숙박업","03_11_01_P","3910000","CDFI2260032014000001","2014-01-10","","01","영업/정상","13","영업중","","","","","031-682-3207~8","","451-821","경기도 평택시 포승읍 만호리 573-10","경기도 평택시 포승읍 평택항로184번길 3-13","17959","이끌림클래식호텔","2026-01-14 14:19:35","U","2026-01-16 02:40:00","","185885.010410498","386093.998211511","관광숙박업","","일반상업지역","16","기타","","","숙박시설","15","1","80","0","","","0","0","","0","0","","0","5056.21","","0","","","","","","","5593599000","","","","5056","관광호텔업",
"149","관광숙박업","03_11_01_P","3910000","CDFI2260032002000001","2002-06-20","","01","영업/정상","13","영업중","","","","","031-691-9261","","451-808","경기도 평택시 팽성읍 안정리 137-1","경기도 평택시 팽성읍 안정로21번길 31","17983","로얄관광호텔","2026-01-14 14:23:57","U","2026-01-16 02:40:00","","203994.791860737","384294.029813402","관광숙박업","","일반상업지역","6","","","NH농협손해보험주식회사","숙박시설","5","1","45","1226","","","0","0","","0","0","","0","1707.27","","0","","","","","","","0","","","","1707","관광호텔업",
"150","관광숙박업","03_11_01_P","3910000","CDFI2260031989000001","1989-11-13","","01","영업/정상","13","영업중","","","","","","","450-826","경기도 평택시 평택동 62-10","경기도 평택시 평택1로 7 (평택동)","","평택스테이관광호텔","2026-01-14 14:20:37","U","2026-01-16 02:40:00","","207633.698389432","387911.818346872","관광숙박업","관광사업","","10","","","","","7","3","50","4606","PYEONGTAEK STAY HOTEL","Tourist Hotel Business","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","관광호텔업",
"151","관광숙박업","03_11_01_P","3910000","CDFI2260032017000001","2017-07-03","","01","영업/정상","13","영업중","","","","","031 611 1873","","","경기도 평택시 서정동 849-5","경기도 평택시 서정로 261 (서정동)","17774","센트럴퍼슨평택호텔","2026-01-14 14:26:43","U","2026-01-16 02:40:00","","205473.430858378","396012.220446161","관광숙박업","","일반상업지역","11","","","현대해상화재보험","","10","1","51","2674","CENTRAL PERSON PYEONGTAEK HOTEL","Tourist hotel business","0","0","","0","0","","0","2674.24","","0","","","","","","","0","","","","2674","관광호텔업",
"152","관광숙박업","03_11_01_P","4160000","CDFI2260032024000002","2024-08-20","","01","영업/정상","13","영업중","","","","","","","","경기도 가평군 가평읍 달전리 133-13","경기도 가평군 가평읍 북한강변로 1027-57","12422","풀스테이","2026-01-14 15:00:33","U","2026-01-16 02:40:00","","245938.631567044","478147.855014332","관광숙박업","","관리지역","4","기타","","","숙박시설","3","1","23","0","","","0","0","","0","0","","0","4522","","0","","","","","","","15000000500","","","","4522","휴양콘도미니엄업",
"153","관광숙박업","03_11_01_P","4820000","CDFI2260032014000013","2014-10-16","","01","영업/정상","13","영업중","","","","","","","540-290","전라남도 순천시 대대동 1461-4","전라남도 순천시 순천만길 726-7 (대대동)","58027","까사 데 알보르","2026-01-14 16:12:01","U","2026-01-16 02:40:00","","245857.870105433","154435.634095239","관광숙박업","","자연녹지지역","3","기타","","","숙박시설","3","0","0","0","","","0","0","","0","0","","0","368.64","","0","","","","","","","0","","","","369","호스텔업",
"154","관광숙박업","03_11_01_P","3270000","CDFI2260032026000001","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 172-17","부산광역시 동구 중앙대로 247, 2층 (초량동)","48798","코베뉴하우스","2026-01-14 11:55:24","U","2026-01-16 02:40:00","","386037.058706058","181906.798730475","관광숙박업","","일반상업지역","5","","","","","5","1","4","865","","","0","0","","0","0","","0","151.27","","0","","","","","","","20000000","","","","151","호스텔업",
"155","관광숙박업","03_11_01_P","3270000","CDFI2260032026000002","2026-01-07","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 520-2 동우빌딩","부산광역시 동구 중앙대로195번가길 21, 3층 (초량동, 동우빌딩)","48816","루츠하우스","2026-01-14 11:58:42","U","2026-01-16 02:40:00","","385722.814555825","181574.184254672","관광숙박업","","일반상업지역","6","","","","","5","1","8","1022","","","0","0","","0","0","","0","250.06","","0","","","","","","","0","","","","250","호스텔업",
"156","관광숙박업","03_11_01_P","3130000","CDFI2260032017000003","2017-12-29","","01","영업/정상","13","영업중","","","","","3704-8465","","","서울특별시 마포구 도화동 25-13 효성해링턴 스퀘어","서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 (도화동)","04168","글래드호텔 마포","2026-01-14 15:51:09","U","2026-01-16 02:40:00","","195616.580723896","448973.867131637","관광숙박업","","","26","","","378","","24","2","378","26504","GLAD HOTEL Mapo","TOURIST ACCOMMODATION(TOURIST HOTEL)","0","0","","0","0","","0","26504.2","","0","","","","","","","0","","","","26504","관광호텔업",
"157","관광숙박업","03_11_01_P","3180000","CDFI2260032021000002","2021-12-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 양평동3가 33-5","서울특별시 영등포구 선유서로31길 10-4 (양평동3가)","07269","상상그린 G. HOUSE","2026-01-14 09:46:08","U","2026-01-16 02:40:00","","189814.291077523","447181.999973293","관광숙박업","","","10","","","","","9","1","46","996","","","0","0","","0","0","","0","996.33","","0","","","","","","","0","","","","996","호스텔업",
"158","관광숙박업","03_11_01_P","3400000","CDFI2260032025000002","2025-10-30","","01","영업/정상","13","영업중","","","","","","","","부산광역시 기장군 기장읍 연화리 220-1","부산광역시 기장군 기장읍 연화2길 6","46082","하루연화","2026-01-14 16:53:44","U","2026-01-16 02:40:00","","402571.133072786","193126.753743041","관광숙박업","","일반주거지역","3","","","","","3","0","1","0","","","0","0","","0","0","","0","66.82","","0","","","","","","","0","","","","67","호스텔업",
