"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","비상시설위치","시설구분명","시설명건물명","해제일자",
"870","민방위급수시설","11_46_01_P","4050000","5620000-E199100002","1991-12-31","","01","영업/정상","18","사용중","","","","","","500","","경기도 용인시 처인구 양지읍 제일리 278-1 대림교육연구원수암원","경기도 용인시 처인구 양지읍 남평로 266, 천주교수원교구영성교육원","17162","천주교수원교구 영성교육원","2026-01-13 10:01:20","U","2026-01-15 02:40:00","","227430.220005714","413805.392843989","경기도 용인시 처인구 양지읍 제일리 278-1 대림교육연구원수암원","공공용시설","천주교수원교구 영성교육원","",
"871","민방위급수시설","11_46_01_P","4050000","5640000-E201100017","2011-03-23","","01","영업/정상","18","사용중","","","","","","75","","경기도 용인시 수지구 상현동 599번지","경기도 용인시 수지구 광교호수로 366 (상현동, 동산교회)","16940","아름다운 동산교회","2026-01-13 18:47:32","U","2026-01-15 02:40:00","","207026.495384777","421710.215299212","경기도 용인시 수지구 상현동 599번지","공공용시설","아름다운 동산교회","",
"872","민방위급수시설","11_46_01_P","4050000","5620000-E200400021","2004-11-01","","01","영업/정상","18","사용중","","","","","","470","","경기도 용인시 처인구 양지읍 제일리 산 41-11 총신대학교신학대학원","경기도 용인시 처인구 양지읍 학촌로 110, 총신대학교신학대학원","17157","총신대학원","2026-01-13 09:27:09","U","2026-01-15 02:40:00","","226375.83572145","416072.875877911","경기도 용인시 처인구 양지읍 제일리 산 41-11 총신대학교신학대학원","공공용시설","총신대학원","",
"873","민방위급수시설","11_46_01_P","4050000","5620000-E200800008","2008-05-13","","01","영업/정상","18","사용중","","","","","","133","","경기도 용인시 처인구 남사읍 봉무리 440-6","경기도 용인시 처인구 남사읍 내기로 14-4","17118","봉무1리(간이상수도)","2026-01-13 15:34:29","U","2026-01-15 02:40:00","","213276.475233767","401411.034390706","경기도 용인시 처인구 남사읍 봉무리 440-6","공공용시설","봉무1리(간이상수도)","",
"874","민방위급수시설","11_46_01_P","4050000","5630000-E200700005","2007-08-27","","01","영업/정상","18","사용중","","","","","","240","","경기도 용인시 기흥구 신갈동 503번지 1호","경기도 용인시 기흥구 신정로41번길 130-1 (신갈동)","16947","태광컨트리클럽(6호공)","2026-01-13 10:37:43","U","2026-01-15 02:40:00","","208006.280143069","419990.123953886","경기도 용인시 기흥구 신갈동 503번지 1호","공공용시설","태광컨트리클럽(6호공)","",
"875","민방위급수시설","11_46_01_P","4050000","5620000-E198200001","1982-01-01","","01","영업/정상","18","사용중","","","","","","520","","경기도 용인시 처인구 포곡읍 가실리 산 12-8 호암미술관","경기도 용인시 처인구 포곡읍 에버랜드로562번길 38","17021","삼성에버랜드(주) (호암미술관)","2026-01-13 16:41:29","U","2026-01-15 02:40:00","","216925.652338346","421470.169282904","경기도 용인시 처인구 포곡읍 가실리 산 12-8 호암미술관","공공용시설","삼성에버랜드(주) (호암미술관)","",
"876","민방위급수시설","11_46_01_P","4050000","5620000-E198200002","1982-02-01","","01","영업/정상","18","사용중","","","","","","910","","경기도 용인시 처인구 남사읍 통삼리 1-1 급수시설 : 통삼리 531-2번지","경기도 용인시 처인구 남사읍 봉무로153번길 79, 한화리조트","17119","한화리조트","2026-01-13 15:24:27","U","2026-01-15 02:40:00","","212145.399480582","403023.550490902","경기도 용인시 처인구 남사읍 통삼리 1-1 급수시설 : 통삼리 531-2번지","공공용시설","한화리조트","",
"877","민방위급수시설","11_46_01_P","4050000","5620000-E199600001","1996-09-13","","01","영업/정상","18","사용중","","","","","","305","","경기도 용인시 처인구 백암면 백암리 495-3 백암면행정복지센터","경기도 용인시 처인구 백암면 백암로 189, 백암면행정복지센터","17178","백암면행정복지센터","2026-01-13 14:17:43","U","2026-01-15 02:40:00","","233270.006718824","406935.410190523","경기도 용인시 처인구 백암면 백암리 495-3 백암면행정복지센터","지자체시설","백암면행정복지센터","",
"878","민방위급수시설","11_46_01_P","4050000","5620000-E200400014","2004-11-01","","01","영업/정상","18","사용중","","","","","","141","","경기도 용인시 처인구 남사읍 방아리 980 델리후레쉬","경기도 용인시 처인구 남사읍 원암로 481, 델리후레쉬","17123","(주)델리후레쉬","2026-01-13 15:31:59","U","2026-01-15 02:40:00","","215425.820989309","400112.620531054","경기도 용인시 처인구 남사읍 방아리 980 델리후레쉬","공공용시설","(주)델리후레쉬","",
"879","민방위급수시설","11_46_01_P","4050000","5620000-E200400017","2004-11-01","","01","영업/정상","18","사용중","","","","","","250","","경기도 용인시 처인구 이동읍 서리 784-7 코리아CC","경기도 용인시 처인구 이동읍 기흥단지로 579","17125","코리아CC(뉴경기관광㈜)","2026-01-13 16:55:54","U","2026-01-15 02:40:00","","213364.544923911","413063.186340137","경기도 용인시 처인구 이동읍 서리 784-7 코리아CC","공공용시설","코리아CC(뉴경기관광㈜)","",
"880","민방위급수시설","11_46_01_P","4050000","5620000-E200400019","2004-11-01","","01","영업/정상","18","사용중","","","","","","400","","경기도 용인시 처인구 원삼면 맹리 1-29 지산C.C","경기도 용인시 처인구 원삼면 죽양대로2000번길 60","17165","지산리조트(주)","2026-01-13 17:37:30","U","2026-01-15 02:40:00","","229803.786232367","412741.908434399","경기도 용인시 처인구 원삼면 맹리 1-29 지산C.C","공공용시설","지산리조트(주)","",
"881","민방위급수시설","11_46_01_P","4050000","5620000-E200400023","2004-11-01","","01","영업/정상","18","사용중","","","","","","315","","경기도 용인시 처인구 양지읍 양지리 99 양지유황천","경기도 용인시 처인구 양지읍 중부대로 2325","17162","양지유황온천","2026-01-13 09:34:58","U","2026-01-15 02:40:00","","226353.703834014","414892.304324117","경기도 용인시 처인구 양지읍 양지리 99 양지유황천","공공용시설","양지유황온천","",
"882","민방위급수시설","11_46_01_P","4040000","4040000-E200300008","2003-01-02","","01","영업/정상","18","사용중","","","","","","120","","경기도 하남시 창우동 273번지","경기도 하남시 검단산로 240 (창우동)","13023","힐타운 비상급수시설","2026-01-13 17:32:01","U","2026-01-15 02:40:00","","220149.376971532","448215.76803628","경기도 하남시 창우동 273번지","정부지원시설","힐타운 비상급수시설","",
"883","민방위급수시설","11_46_01_P","4040000","4040000-E200300012","2003-01-02","","01","영업/정상","18","사용중","","","","","","100","","경기도 하남시 감북동 328번지","경기도 하남시 감북로 39 (감북동)","465-818","감북동 비상급수시설","2026-01-13 17:37:01","U","2026-01-15 02:40:00","","214224.895202158","446007.060125779","경기도 하남시 감북동 328번지","정부지원시설","감북동 비상급수시설","",
"884","민방위급수시설","11_46_01_P","4050000","5620000-E200400025","2004-11-01","","01","영업/정상","18","사용중","","","","","","1814","","경기도 용인시 처인구 양지읍 남곡리 34-1 양지파인리조트","경기도 용인시 처인구 양지읍 남평로 112, 양지파인리조트","17164","양지파인리조트","2026-01-13 09:55:26","U","2026-01-15 02:40:00","","225676.720320733","412532.949074993","경기도 용인시 처인구 양지읍 남곡리 34-1 양지파인리조트","공공용시설","양지파인리조트","",
"885","민방위급수시설","11_46_01_P","4050000","5620000-E199500005","1995-02-01","","01","영업/정상","18","사용중","","","","","","1560","","경기도 용인시 처인구 백암면 고안리 633-2 IAE고등기술연구원","경기도 용인시 처인구 백암면 고안로51번길 175-28","17180","대우고등기술연구원(백암)","2026-01-13 13:31:02","U","2026-01-15 02:40:00","","236760.450121376","405133.489299985","경기도 용인시 처인구 백암면 고안리 633-2 IAE고등기술연구원","공공용시설","대우고등기술연구원(백암)","",
"886","민방위급수시설","11_46_01_P","4050000","5630000-E200700003","2007-08-27","","01","영업/정상","18","사용중","","","","","","130","","경기도 용인시 기흥구 신갈동 543번지 1호","경기도 용인시 기흥구 흥덕4로 77 (신갈동, 태광컨트리클럽)","16947","태광컨트리클럽(2호공)","2026-01-13 10:35:53","U","2026-01-15 02:40:00","","208256.338847186","420753.397468044","경기도 용인시 기흥구 신갈동 543번지 1호","공공용시설","태광컨트리클럽(2호공)","",
"887","민방위급수시설","11_46_01_P","4050000","5630000-E200700004","2007-08-27","","01","영업/정상","18","사용중","","","","","","300","","경기도 용인시기흥구 신갈동 511번지 5호 (5호공)","경기도 용인시 기흥구 흥덕4로 77 (신갈동)","446-599","태광컨트리클럽(5호공)","2026-01-13 10:27:28","U","2026-01-15 02:40:00","","208052.508842637","420348.21444822","경기도 용인시기흥구 신갈동 511번지 5호 (5호공)","공공용시설","태광컨트리클럽(5호공)","",
"888","민방위급수시설","11_46_01_P","4050000","5630000-E200700007","2007-08-27","","01","영업/정상","18","사용중","","","","","","240","","경기도 용인시 기흥구 신갈동 501번지 1호","경기도 용인시 기흥구 흥덕4로 77 (신갈동, 태광컨트리클럽)","16947","태광컨트리클럽(8호공)","2026-01-13 10:41:18","U","2026-01-15 02:40:00","","207846.404850279","419921.190339864","경기도 용인시 기흥구 신갈동 501번지 1호","공공용시설","태광컨트리클럽(8호공)","",
"889","민방위급수시설","11_46_01_P","4050000","5630000-E200700008","2007-08-27","","01","영업/정상","18","사용중","","","","","","260","","경기도 용인시 기흥구 신갈동 501번지 1호","경기도 용인시 기흥구 흥덕4로 77 (신갈동, 태광컨트리클럽)","16947","태광컨트리클럽(10호공)","2026-01-13 10:42:35","U","2026-01-15 02:40:00","","207846.404850279","419921.190339864","경기도 용인시 기흥구 신갈동 501번지 1호","공공용시설","태광컨트리클럽(10호공)","",
"890","민방위급수시설","11_46_01_P","4050000","5620000-E200400024","2004-11-01","","01","영업/정상","18","사용중","","","","","","150","","경기도 용인시 처인구 양지읍 양지리 493-54 모텔l코모도","경기도 용인시 처인구 양지읍 남평로 51-8","17161","베너호텔","2026-01-13 09:48:41","U","2026-01-15 02:40:00","","225712.908294084","414292.13163896","경기도 용인시 처인구 양지읍 양지리 493-54 모텔l코모도","공공용시설","베너호텔","",
"891","민방위급수시설","11_46_01_P","4050000","5630000-E201700001","2017-05-31","","01","영업/정상","18","사용중","","","","","","50","","경기도 용인시 기흥구 신갈동 578번지","","","태광컨트리클럽(1호공)","2026-01-13 10:43:55","U","2026-01-15 02:40:00","","208003.547226856","420808.490044785","경기도 용인시 기흥구 신갈동 578번지","공공용시설","태광컨트리클럽(1호공)","",
"892","민방위급수시설","11_46_01_P","4050000","5630000-E201700002","2017-05-31","","01","영업/정상","18","사용중","","","","","","415","","경기도 용인시 기흥구 신갈동 242","경기도 용인시 기흥구 흥덕4로 77, 태광컨트리클럽 (신갈동)","16947","태광컨트리클럽(9호공)","2026-01-13 10:45:35","U","2026-01-15 02:40:00","","208052.508842637","420348.21444822","경기도 용인시 기흥구 신갈동 242","공공용시설","태광컨트리클럽(9호공)","",
"893","민방위급수시설","11_46_01_P","4050000","5620000-E201700013","2017-05-31","","01","영업/정상","18","사용중","","","","","","811","","경기도 용인시 처인구 남사읍 북리 859-1 한원C.C","경기도 용인시 처인구 남사읍 전나무골길2번길 94, 한원C.C","17118","한원컨트리클럽","2026-01-13 15:33:42","U","2026-01-15 02:40:00","","211535.407569017","406187.362552862","경기도 용인시 처인구 남사읍 북리 859-1 한원C.C","공공용시설","한원컨트리클럽","",
"894","민방위급수시설","11_46_01_P","4050000","5620000-E200000001","2000-01-14","","01","영업/정상","18","사용중","","","","","","188","","경기도 용인시 처인구 이동읍 송전리 750-3 이동읍행정복지센터","경기도 용인시 처인구 이동읍 경기동로 673, 이동읍행정복지센터","17136","이동읍행정복지센터","2026-01-13 09:17:40","U","2026-01-15 02:40:00","","217338.741599248","404383.401116182","경기도 용인시 처인구 이동읍 송전리 750-3 이동읍행정복지센터","정부지원시설","이동읍행정복지센터","",
"895","민방위급수시설","11_46_01_P","4050000","5620000-E199100001","1991-01-01","","01","영업/정상","18","사용중","","","","","","300","","경기도 용인시 처인구 양지읍 대대리 854-34 아시아나C.C","경기도 용인시 처인구 양지읍 양대로 290, 아시아나C.C","17155","아시아나 CC","2026-01-13 11:14:28","U","2026-01-15 02:40:00","","225622.153527581","416941.404061624","경기도 용인시 처인구 양지읍 대대리 854-34 아시아나C.C","공공용시설","아시아나 CC","",
"896","민방위급수시설","11_46_01_P","4050000","5630000-E200400001","2004-11-01","","01","영업/정상","18","사용중","","","","","","139","","경기도 용인시 기흥구 보라동 107번지 1호","경기도 용인시 기흥구 민속촌로 90 (보라동, 한국민속촌)","17075","조원관광진흥(주)(한국민속촌)(4호공)","2026-01-13 10:53:23","U","2026-01-15 02:40:00","","210651.119822403","417594.342605072","경기도 용인시 기흥구 보라동 107번지 1호","공공용시설","조원관광진흥(주)(한국민속촌)(4호공)","",
"897","민방위급수시설","11_46_01_P","4050000","5620000-E200800003","2008-05-15","","01","영업/정상","18","사용중","","","","","","140","","경기도 용인시 처인구 원삼면 사암리 401-1","경기도 용인시 처인구 원삼면 모래실로 17","17167","SK아카데미-1","2026-01-13 17:37:50","U","2026-01-15 02:40:00","","227304.380534155","410406.990948746","경기도 용인시 처인구 원삼면 사암리 401-1","공공용시설","SK아카데미-1","",
"898","민방위급수시설","11_46_01_P","4050000","5620000-E200800004","2008-05-15","","01","영업/정상","18","사용중","","","","","","114","","경기도 용인시 처인구 원삼면 사암리 11-1","경기도 용인시 처인구 원삼면 모래실로 17","17167","SK아카데미-2","2026-01-13 17:38:10","U","2026-01-15 02:40:00","","227365.160389241","410241.465729299","경기도 용인시 처인구 원삼면 사암리 11-1","공공용시설","SK아카데미-2","",
"899","민방위급수시설","11_46_01_P","4050000","5620000-E200800005","2008-05-15","","01","영업/정상","18","사용중","","","","","","131","","경기도 용인시 처인구 원삼면 사암리 900 중소기업개발원","경기도 용인시 처인구 원삼면 내동로14번길 41","17167","중소기업중앙회(중소기업인력개발원)","2026-01-13 17:38:34","U","2026-01-15 02:40:00","","225817.799585028","408016.530528276","경기도 용인시 처인구 원삼면 사암리 900 중소기업개발원","공공용시설","중소기업중앙회(중소기업인력개발원)","",
"900","민방위급수시설","11_46_01_P","4040000","4040000-E201800005","2018-11-23","","01","영업/정상","18","사용중","","","","","","376","","경기도 하남시 미사3동 526번지","경기도 하남시 조정대로 77 (풍산동)","12919","나래에너지 1호공","2026-01-13 18:16:40","U","2026-01-15 02:40:00","","216425.504496293","449992.241601614","경기도 하남시 미사3동 526번지","공공용시설","나래에너지 1호공","",
"901","민방위급수시설","11_46_01_P","3150000","3150000-E199200005","1992-09-21","","01","영업/정상","18","사용중","","","","","","85","","서울특별시 강서구 화곡동 361번지 1호","서울특별시 강서구 월정로 160 (화곡동)","157-883","대림아파트","2026-01-14 10:06:35","U","2026-01-16 02:40:00","","185554.861081","447945.76136117","서울특별시 강서구 화곡동 361번지 1호","정부지원시설","대림아파트","",
"902","민방위급수시설","11_46_01_P","3220000","3220000-E201200001","2012-05-31","","01","영업/정상","18","사용중","","","","","","55","","서울특별시 강남구 세곡동 185 대왕 어린이공원","서울특별시 강남구 헌릉로590길 33, 대왕 어린이공원 (세곡동)","06366","세곡어린이공원(대왕어린이공원)","2026-01-14 14:32:13","U","2026-01-16 02:40:00","","209183.945171814","440025.665221983","서울특별시 강남구 세곡동 185 대왕 어린이공원","지자체시설","세곡어린이공원(대왕어린이공원)","",
"903","민방위급수시설","11_46_01_P","3640000","3640000-E202300002","2023-08-01","","01","영업/정상","18","사용중","","","","","","120","","대전광역시 동구 대동 16-2 대전여자고등학교","대전광역시 동구 용운로1번길 28-37, 대전여자고등학교 (대동)","34656","대전여자고등학교","2026-01-14 17:55:52","U","2026-01-16 02:40:00","","240043.649192769","314397.146643549","대전광역시 동구 대동 16-2 대전여자고등학교","공공용시설","대전여자고등학교","",
"904","민방위급수시설","11_46_01_P","3300000","3300000-E201900001","2019-05-03","","01","영업/정상","18","사용중","","","","","","96","","부산광역시 동래구 낙민동 297번지 3호","부산광역시 동래구 충렬대로256번가길 22 (낙민동, 대신리치플러스)","47878","대신리치플러스아파트","2026-01-14 11:31:08","U","2026-01-16 02:40:00","","390101.628458938","190953.105553247","부산광역시 동래구 낙민동 297번지 3호","공공용시설","대신리치플러스아파트","",
"905","민방위급수시설","11_46_01_P","3290000","3290000-E201900011","2019-04-16","","01","영업/정상","18","사용중","","","","","","50","","부산광역시 부산진구 부암동 500번지","부산광역시 부산진구 당감로 79 (부암동, 화승삼성아파트)","47143","화승삼성아파트","2026-01-14 17:00:01","U","2026-01-16 02:40:00","","385570.015221682","187424.7082035","부산광역시 부산진구 부암동 500번지","공공용시설","화승삼성아파트","",
"906","민방위급수시설","11_46_01_P","3920000","3920000-E199800001","1998-12-28","","01","영업/정상","18","사용중","","","","","","150","","경기도 동두천시 생연동 464번지 18호","","","체육공원 비상급수시설(우성아파트 뒤)","2026-01-14 16:41:19","U","2026-01-16 02:40:00","","205437.856709316","489623.052898683","경기도 동두천시 생연동 464번지 18호","정부지원시설","체육공원 비상급수시설(우성아파트 뒤)","",
"907","민방위급수시설","11_46_01_P","3900000","3900000-E198600004","1986-02-07","","01","영업/정상","18","사용중","","","","","","180","","경기도 광명시 광명동 135번지 1호","경기도 광명시 광이로 21 (광명동, 광명초등학교)","14221","광명초등학교","2026-01-14 11:30:08","U","2026-01-16 02:40:00","","187344.766589761","442031.281696947","경기도 광명시 광명동 135번지 1호","정부지원시설","광명초등학교","",
"908","민방위급수시설","11_46_01_P","3900000","3900000-E198600005","1986-02-07","","01","영업/정상","18","사용중","","","","","","190","","경기도 광명시 광명동 200번지 6호","경기도 광명시 광명로 877 (광명동, 한진아파트)","14287","한진아파트","2026-01-14 11:34:29","U","2026-01-16 02:40:00","","186852.33556751","441740.293414032","경기도 광명시 광명동 200번지 6호","정부지원시설","한진아파트","",
"909","민방위급수시설","11_46_01_P","3900000","3900000-E198700001","1987-11-11","","01","영업/정상","18","사용중","","","","","","240","","경기도 광명시 광명동 384번지 6호","경기도 광명시 광명로 785 (광명동, 광남중학교)","14296","광남중학교","2026-01-14 17:17:55","U","2026-01-16 02:40:00","","186465.369705326","440945.515953291","경기도 광명시 광명동 384번지 6호","정부지원시설","광남중학교","",
"910","민방위급수시설","11_46_01_P","3900000","3900000-E199500001","1995-12-24","","01","영업/정상","18","사용중","","","","","","144","","경기도 광명시 광명동 745","경기도 광명시 덕단이로9번길 12 (광명동)","14282","우리또래어린이공원","2026-01-14 17:22:37","U","2026-01-16 02:40:00","","186680.38171902","440577.881754608","경기도 광명시 광명동 745","정부지원시설","우리또래어린이공원","",
"911","민방위급수시설","11_46_01_P","3780000","3810000-E200000031","2000-01-01","","01","영업/정상","18","사용중","","","","","","80","","경기도 성남시 분당구 야탑동 754번지 1호","경기도 성남시 분당구 성남대로 822 (야탑동, 태원고등학교)","13514","태원고등학교","2026-01-14 16:35:35","U","2026-01-16 02:40:00","","211410.462181546","433477.058039271","경기도 성남시 분당구 야탑동 754번지 1호","공공용시설","태원고등학교","",
"912","민방위급수시설","11_46_01_P","4301000","4301000-E201100001","2011-01-13","","01","영업/정상","18","사용중","","","","","","250","","강원특별자치도 철원군 갈말읍 군탄리 505-8 (주)그래미","강원특별자치도 철원군 갈말읍 갈말로 32-30, (주)그래미","24032","그래미(주)","2026-01-14 10:13:25","U","2026-01-16 02:40:00","","226996.862833105","517620.483937796","강원특별자치도 철원군 갈말읍 군탄리 505-8 (주)그래미","공공용시설","그래미(주)","",
"913","민방위급수시설","11_46_01_P","4301000","4301000-E201100006","2011-01-13","","01","영업/정상","18","사용중","","","","","","200","","강원특별자치도 철원군 갈말읍 군탄리 505-8 (주)그래미","강원특별자치도 철원군 갈말읍 갈말로 32-30, (주)그래미","24032","그래미(주)","2026-01-14 10:14:59","U","2026-01-16 02:40:00","","226996.862833105","517620.483937796","강원특별자치도 철원군 갈말읍 군탄리 505-8 (주)그래미","공공용시설","그래미(주)","",
"914","민방위급수시설","11_46_01_P","4301000","4301000-E201500001","2015-01-02","","01","영업/정상","18","사용중","","","","","","140","","강원특별자치도 철원군 갈말읍 신철원리 991-1 갈말읍사무소","강원특별자치도 철원군 갈말읍 명성로 178, 갈말읍사무소","24038","갈말읍사무소","2026-01-14 10:15:13","U","2026-01-16 02:40:00","","226963.025523486","516121.73467864","강원특별자치도 철원군 갈말읍 신철원리 991-1 갈말읍사무소","정부지원시설","갈말읍사무소","",
"915","민방위급수시설","11_46_01_P","5710000","5725000-E202400002","2024-11-13","","01","영업/정상","18","사용중","","","","","","80","","충청북도 청주시 서원구 수곡동 124-3 청주남중학교","충청북도 청주시 서원구 청남로 2039, 청주남중학교 (수곡동)","28691","청주남중학교","2026-01-14 14:28:39","U","2026-01-16 02:40:00","","243256.251510309","345987.034666023","충청북도 청주시 서원구 수곡동 124-3 청주남중학교","공공용시설","청주남중학교","",
"916","민방위급수시설","11_46_01_P","3310000","3310000-E202400004","2024-11-12","","01","영업/정상","18","사용중","","","","","","60","","부산광역시 남구 감만동 34-125","부산광역시 남구 석포로 66-1 (감만동)","48539","선녀탕","2026-01-14 15:34:34","U","2026-01-16 02:40:00","","390266.258533958","182522.920982122","부산광역시 남구 감만동 34-125","공공용시설","선녀탕","",
"917","민방위급수시설","11_46_01_P","3610000","3610000-E201200003","2012-02-06","","01","영업/정상","18","사용중","","","","","","71","","광주광역시 남구 백운동 614번지 1호","광주광역시 남구 진다리로24번길 13-0","503-300","광주서광중학교","2026-01-14 16:15:53","U","2026-01-16 02:40:00","","191261.213958012","181872.287763815","광주광역시 남구 백운동 614번지 1호","공공용시설","광주서광중학교","",
"918","민방위급수시설","11_46_01_P","3610000","3610000-E200300016","2003-01-01","","01","영업/정상","18","사용중","","","","","","100","","광주광역시 남구 송하동 45번지 1호","광주광역시 남구 서문대로556번길 6 (삼익아파트)","61742","삼익아파트비상급수시설","2026-01-14 15:32:58","U","2026-01-16 02:40:00","","190287.406535711","178879.872954722","광주광역시 남구 송하동 45번지 1호","공공용시설","삼익아파트비상급수시설","",
"919","민방위급수시설","11_46_01_P","3610000","3610000-E201000001","2010-09-14","","01","영업/정상","18","사용중","","","","","","100","","광주광역시 남구 송하동 370번지 2호","광주광역시 남구 송암로 66 (송하동, 송암동주민센터)","61740","송암동 행정복지센터","2026-01-14 15:31:07","U","2026-01-16 02:40:00","","188734.32952967","179173.982832914","광주광역시 남구 송하동 370번지 2호","지자체시설","송암동 행정복지센터","",
"920","민방위급수시설","11_46_01_P","3610000","3610000-E199000001","1990-01-01","","01","영업/정상","18","사용중","","","","","","120","","광주광역시 남구 월산동 377번지 12호","광주광역시 남구 월산로 141-0 (월산동)","","동신대한방병원","2026-01-14 11:41:27","U","2026-01-16 02:40:00","","190438.219793153","183469.314835348","광주광역시 남구 월산동 377번지 12호","공공용시설","동신대한방병원","",
"921","민방위급수시설","11_46_01_P","3610000","3610000-E201000005","2010-12-31","","01","영업/정상","18","사용중","","","","","","100","","광주광역시 남구 방림동 30번지","광주광역시 남구 천변좌로604번길 12","61680","동일미래과학고등학교","2026-01-14 13:14:05","U","2026-01-16 02:40:00","","193295.277792028","180812.156802042","광주광역시 남구 방림동 30번지","공공용시설","동일미래과학고등학교","",
"922","민방위급수시설","11_46_01_P","3610000","3610000-E201100001","2011-10-04","","01","영업/정상","18","사용중","","","","","","210","","광주광역시 남구 월산동 31번지 2호","광주광역시 남구 덕림2길 3-0 (월산동, 월산동주민센터)","61631","월산동 행정복지센터 비상급수시설","2026-01-14 11:42:22","U","2026-01-16 02:40:00","","191051.705894431","183157.137524391","광주광역시 남구 월산동 31번지 2호","지자체시설","월산동 행정복지센터 비상급수시설","",
"923","민방위급수시설","11_46_01_P","3610000","3610000-E201200004","2012-02-06","","01","영업/정상","18","사용중","","","","","","50","","광주광역시 남구 백운동 217번지","광주광역시 남구 독립로 51-0","503-300","백운초등학교","2026-01-14 16:18:15","U","2026-01-16 02:40:00","","190855.358828624","182083.92503172","광주광역시 남구 백운동 217번지","공공용시설","백운초등학교","",
"924","민방위급수시설","11_46_01_P","3610000","3610000-E200300010","2003-01-01","","01","영업/정상","18","사용중","","","","","","130","","광주광역시 남구 월산동 1051번지 8호","광주광역시 남구 대남대로 288 (월산동, 손정모정형외과)","61654","손정모정형외과","2026-01-14 11:28:49","U","2026-01-16 02:40:00","","190497.525675549","182120.914771671","광주광역시 남구 월산동 1051번지 8호","공공용시설","손정모정형외과","",
"925","민방위급수시설","11_46_01_P","3610000","3610000-E198200001","1982-12-23","","01","영업/정상","18","사용중","","","","","","700","","광주광역시 남구 월산동 226번지","광주광역시 남구 중앙로 7-0 (월산동)","","무진중학교","2026-01-14 11:37:53","U","2026-01-16 02:40:00","","190772.164810091","182935.522129878","광주광역시 남구 월산동 226번지","정부지원시설","무진중학교","",
"926","민방위급수시설","11_46_01_P","3930000","5550000-E199400013","1994-10-24","","01","영업/정상","18","사용중","","","","","","150","","경기도 안산시 상록구 부곡동 587번지","경기도 안산시 상록구 태마당로 28 (부곡동)","426-819","제일cc4","2026-01-14 09:30:08","U","2026-01-16 02:40:00","","188207.367078952","424931.170599678","경기도 안산시 상록구 부곡동 587번지","공공용시설","제일cc4","",
"927","민방위급수시설","11_46_01_P","3930000","5550000-E200500005","2005-09-14","","01","영업/정상","18","사용중","","","","","","50","","경기도 안산시 상록구 사동 1466번지 9호","","","댕이골","2026-01-14 15:46:11","U","2026-01-16 02:40:00","","186207.238823917","421319.358948702","경기도 안산시 상록구 사동 1466번지 9호","정부지원시설","댕이골","",
"928","민방위급수시설","11_46_01_P","4160000","4160000-E200500002","2005-06-30","","01","영업/정상","18","사용중","","","","","","180","","경기도 가평군 설악면 2번지 12호","경기도 가평군 설악면 유명로 1243-199","477-855","프리스틴밸리","2026-01-14 11:15:00","U","2026-01-16 02:40:00","","240131.428213457","461625.76622808","경기도 가평군 설악면 2번지 12호","공공용시설","프리스틴밸리","",
"929","민방위급수시설","11_46_01_P","3780000","3810000-E198600001","1986-04-17","","01","영업/정상","18","사용중","","","","","","100","","경기도 성남시 분당구 이매동 96번지 2호","경기도 성남시 분당구 성남대로762번길 2 (이매동, 성남시농업기술센터)","13569","이매동96-2 (농업기술센터 내)","2026-01-14 09:50:37","U","2026-01-16 02:40:00","","211394.862475946","432812.019776995","경기도 성남시 분당구 이매동 96번지 2호","정부지원시설","이매동96-2 (농업기술센터 내)","",
"930","민방위급수시설","11_46_01_P","3930000","5550000-E199100008","1991-01-01","","01","영업/정상","18","사용중","","","","","","100","","경기도 안산시 상록구 수암동 산 5번지 1호","","","수암봉 제1약수터(용화약수터)","2026-01-14 13:54:14","U","2026-01-16 02:40:00","","190310.948298281","429132.663192934","경기도 안산시 상록구 수암동 산 5번지 1호","지자체시설","수암봉 제1약수터(용화약수터)","",
"931","민방위급수시설","11_46_01_P","3930000","5550000-E199900002","1999-11-04","","01","영업/정상","18","사용중","","","","","","288","","경기도 안산시 상록구 부곡동 712번지","","","완충녹지","2026-01-14 15:52:09","U","2026-01-16 02:40:00","","187375.756121868","426160.475375259","경기도 안산시 상록구 부곡동 712번지","정부지원시설","완충녹지","",
"932","민방위급수시설","11_46_01_P","3780000","3810000-E198600003","1986-04-17","","01","영업/정상","18","사용중","","","","","","350","","경기도 성남시 분당구 서현동 320번지 2호","","","서현동 320 (분당등기소앞)","2026-01-14 09:33:02","U","2026-01-16 02:40:00","","212166.058753753","430264.243435253","경기도 성남시 분당구 서현동 320번지 2호","정부지원시설","서현동 320 (분당등기소앞)","",
