"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","제조구분명","사업장부지용도구분명",
"158","고압가스업","09_28_05_P","3780000","2000378007602100093","2009-08-19","","03","폐업","03","폐업","2025-12-14","","","","","","","경기도 성남시 분당구 야탑동 343-1 분당인터넷통신센터","경기도 성남시 분당구 장미로 36, 분당인터넷통신센터 (야탑동)","13496","호스트웨이아이디씨(주)","2026-01-07 16:53:19","U","2026-01-09 02:40:00","제조","210951.027025968","434606.520452433","냉동","주거용",
"159","고압가스업","09_28_05_P","3930000","2001393011002200014","2001-11-12","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 상록구 사동 1554-1 꿈의교회","경기도 안산시 상록구 용신로 131, 꿈의교회 (사동)","15506","새안산교회","2026-01-07 17:34:54","U","2026-01-09 02:40:00","제조","185466.207050248","422404.626447276","냉동","상업.업무용",
"160","고압가스업","09_28_05_P","3930000","2001393011002100006","2001-05-28","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 목내동 406-8","","","(주)단일화학","2026-01-07 17:22:27","U","2026-01-09 02:40:00","제조","179879.527771426","422331.532919308","냉동","주상나지",
"161","고압가스업","09_28_05_P","3930000","1990393009202100061","1990-09-18","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 상록구 건건동 645","","","한국지퍼(주)","2026-01-07 17:00:35","U","2026-01-09 02:40:00","제조","","","냉동","주상나지",
"162","고압가스업","09_28_05_P","3930000","1991393009202100066","1991-01-25","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 상록구 건건동 736","","","롯데케논(주)","2026-01-07 14:36:02","U","2026-01-09 02:40:00","제조","191952.880982121","422688.488986195","냉동","주상나지",
"163","고압가스업","09_28_05_P","3930000","1991393009202100071","1991-08-12","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 상록구 건건동 1060-2","","","해덕강업(주)","2026-01-07 17:08:54","U","2026-01-09 02:40:00","제조","","","냉동","주상나지",
"164","고압가스업","09_28_05_P","3930000","2011393027702100013","2011-10-18","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 원시동 726-3 한국몰렉스(주)","경기도 안산시 단원구 산단로 169, 한국몰렉스(주) (원시동)","15429","한국몰렉스 유한회사","2026-01-07 16:56:14","U","2026-01-09 02:40:00","제조","181261.449004375","423208.540306676","냉동","공업용",
"165","고압가스업","09_28_05_P","3930000","1988393009202100033","1988-09-19","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 상록구 수암동 444-2","","","성신종합가스","2026-01-07 14:57:14","U","2026-01-09 02:40:00","저장소","","","일반","연립",
"166","고압가스업","09_28_05_P","3930000","1988393009202100036","1988-05-27","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 신길동 1049-4 (주)케이.피","경기도 안산시 단원구 능길로115번길 29 (신길동)","15420","동양아루(주)","2026-01-07 17:29:42","U","2026-01-09 02:40:00","제조","179435.51418842","424952.143869774","냉동","주상나지",
"167","고압가스업","09_28_05_P","3930000","1989393009202100023","1989-07-01","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 신길동 1058-7","경기도 안산시 단원구 신원로 19 (신길동)","15407","반도기계(주) 1공장","2026-01-07 17:33:30","U","2026-01-09 02:40:00","저장소","178126.94623423","424619.211999346","일반","주상나지",
"168","고압가스업","09_28_05_P","3930000","2018393037002100002","2018-03-02","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 대부남동 144-140","경기도 안산시 단원구 동림로 45 (대부남동)","15649","(주)네오엔비즈","2026-01-07 13:47:00","U","2026-01-09 02:40:00","저장소","164397.291659776","413819.549632814","","염전",
"169","고압가스업","09_28_05_P","3930000","1986393009202100024","1986-08-25","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 초지동 651-1","","","한국노바티스(주)","2026-01-07 16:55:01","U","2026-01-09 02:40:00","제조","","","냉동","주상나지",
"170","고압가스업","09_28_05_P","3930000","1987393009202100030","1987-08-19","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 상록구 건건동 651","","","세광알미늄(주)","2026-01-07 15:25:29","U","2026-01-09 02:40:00","제조","","","냉동","주상나지",
"171","고압가스업","09_28_05_P","3930000","1990393009202100035","1990-12-27","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 목내동 433-1","","","유니로얄케미칼코리아 유한회사","2026-01-07 16:35:58","U","2026-01-09 02:40:00","저장소","","","일반","주상나지",
"172","고압가스업","09_28_05_P","3930000","1999393009202100109","1999-11-23","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 성곡동 699-2 (주)중화엔지니어링","경기도 안산시 단원구 번영1로 36 (성곡동)","15415","일산일렉콤(주)","2026-01-07 17:48:11","U","2026-01-09 02:40:00","제조","176393.886928268","424237.329967628","냉동","주상나지",
"173","고압가스업","09_28_05_P","3930000","2010393027702100001","2011-03-03","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 성곡동 627-1 경원여객자동차(주)","경기도 안산시 단원구 신원로 138 (성곡동)","15409","(주)스카이비","2026-01-07 13:50:15","U","2026-01-09 02:40:00","제조","178027.473136795","423529.502349241","충전","기타",
"174","고압가스업","09_28_05_P","3930000","2011393027702200001","2011-03-24","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 목내동 408-3 동남석유공업(주)","경기도 안산시 단원구 원시로 31 (목내동)","15610","동남석유공업(주)","2026-01-07 14:22:11","U","2026-01-09 02:40:00","제조","180219.483164833","422112.865934617","냉동","공업용",
"175","고압가스업","09_28_05_P","3930000","2000393009202100083","2000-04-06","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 원시동 730-1","","","태양금속(주)","2026-01-07 16:51:19","U","2026-01-09 02:40:00","저장소","","","냉동","주거용",
"176","고압가스업","09_28_05_P","3930000","2000393009202100088","2000-08-29","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 상록구 성포동 586","경기도 안산시 상록구 충장로 432 (성포동)","","삼성테스코(주)홈플러스 안산점","2026-01-07 17:17:27","U","2026-01-09 02:40:00","제조","186639.994472089","423921.240397456","냉동","상업.업무용",
"177","고압가스업","09_28_05_P","3930000","2000393009202200055","2000-09-06","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 원시동 769-8","경기도 안산시 단원구 동산로27번길 86-6 (원시동)","15433","단일화학(주)","2026-01-07 14:18:40","U","2026-01-09 02:40:00","제조","181383.017557107","424190.488137259","냉동","주상나지",
"178","고압가스업","09_28_05_P","3930000","2002393011002200002","2002-04-16","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 고잔동 535-2 코스모프라자","경기도 안산시 단원구 고잔2길 45 (고잔동)","15360","(주)스타식스안산","2026-01-07 13:53:22","U","2026-01-09 02:40:00","제조","185403.460476815","424004.760892409","냉동","상업용",
"179","고압가스업","09_28_05_P","3930000","1992393009202100083","1992-08-17","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 상록구 사동 1271","경기도 안산시 상록구 한양대학로 55 (사동)","","한양대학교 안산캠퍼스","2026-01-07 17:04:54","U","2026-01-09 02:40:00","제조","185280.88157797","421578.196815357","냉동","상업나지",
"180","고압가스업","09_28_05_P","3930000","1992393009202100086","1992-10-05","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 상록구 성포동 197-1","","","안산농업협동조합","2026-01-07 15:51:54","U","2026-01-09 02:40:00","제조","","","냉동","상업.업무용",
"181","고압가스업","09_28_05_P","3930000","2005393017602100004","2009-05-22","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 상록구 사동 1584-1 안산동산교회복지문화센터","경기도 안산시 상록구 석호공원로 8, 안산동산교회복지문화센터 (사동)","15585","안산동산교회 복지문화센터","2026-01-07 15:52:48","U","2026-01-09 02:40:00","제조","186099.341257568","422181.973701347","냉동","주상나지",
"182","고압가스업","09_28_05_P","3930000","2004393015002100001","2004-03-12","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 성곡동 765-10 (주)일신","경기도 안산시 단원구 첨단로 177 (성곡동)","15618","(주)일신","2026-01-07 14:05:54","U","2026-01-09 02:40:00","제조","177024.961898865","422857.396023929","충전","공업용",
"183","고압가스업","09_28_05_P","3930000","1994393009202100001","1994-05-30","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 성곡동 637-7 (주)에이이엠모빌리티","경기도 안산시 단원구 성곡로 86 (성곡동)","15423","실력산업(주)","2026-01-07 15:40:28","U","2026-01-09 02:40:00","제조","178424.797080485","423909.169570772","냉동","주상나지",
"184","고압가스업","09_28_05_P","3930000","1994393009202100028","1994-04-23","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 상록구 사동 1495-11 유일비이엔디(주)","경기도 안산시 상록구 선진로 22 (사동)","15633","안산가스상사","2026-01-07 15:46:32","U","2026-01-09 02:40:00","저장소","186354.239393672","419770.362574141","일반","주거용",
"185","고압가스업","09_28_05_P","3930000","1994393009202100032","1994-09-01","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 상록구 건건동 922-6 주식회사아이엔젤","경기도 안산시 상록구 건건2길 10, 주식회사아이엔젤 (건건동)","15521","한일종합가스","2026-01-07 17:06:21","U","2026-01-09 02:40:00","저장소","191275.944524804","422424.247308697","일반","연립",
"186","고압가스업","09_28_05_P","3930000","1998393009202100076","1998-12-07","","01","영업/정상","01","영업중","","","","2023-11-24","","","","경기도 안산시 단원구 원시동 713-1","경기도 안산시 단원구 원시로 239-10 (원시동)","15429","오토람스산업(주)","2026-01-07 17:46:02","U","2026-01-09 02:40:00","저장소","180784.819046724","424157.437147745","일반","주상나지",
"187","고압가스업","09_28_05_P","3930000","2011393027702100014","2011-10-24","","02","휴업","02","휴업","","2024-02-07","2025-02-06","","","","","경기도 안산시 단원구 신길동 1054-2 셰플러안산유한회사","경기도 안산시 단원구 성곡로 179 (신길동)","15405","셰플러안산(유)","2026-01-07 15:28:39","U","2026-01-09 02:40:00","저장소","178627.306451724","424854.303757278","","공업용",
"188","고압가스업","09_28_05_P","3930000","1999393009202100078","1999-06-23","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 신길동 1052-3","","","오리엔트(주)","2026-01-07 16:13:47","U","2026-01-09 02:40:00","저장소","179267.260352113","424994.939431931","일반","주상나지",
"189","고압가스업","09_28_05_P","3930000","1999393009202100079","1999-06-26","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 선부동 686-9","","","동진산업(주)","2026-01-07 14:31:25","U","2026-01-09 02:40:00","저장소","","","일반","주상나지",
"190","고압가스업","09_28_05_P","3930000","1994393009202134001","1994-05-30","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 성곡동 637-6","","","뉴테크맨(주)","2026-01-07 14:17:09","U","2026-01-09 02:40:00","제조","","","냉동","주상나지",
"191","고압가스업","09_28_05_P","3930000","1995393009202100034","1995-11-13","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 상록구 사동 1490-9","","","안전종합가스","2026-01-07 17:44:28","U","2026-01-09 02:40:00","저장소","186394.419033094","419605.229272418","일반","연립",
"192","고압가스업","09_28_05_P","3930000","1995393009202100063","1995-03-08","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 성곡동 646-6 (주)에이스전자산업","경기도 안산시 단원구 성곡로198번길 13 (성곡동)","15421","제원전자","2026-01-07 16:39:30","U","2026-01-09 02:40:00","저장소","178916.702870566","424809.258773918","일반","주상나지",
"193","고압가스업","09_28_05_P","3930000","1995393009202100065","1995-09-12","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 성곡동 659-3","경기도 안산시 단원구 번영로185번길 4 (성곡동)","15410","(주)세아특수강 시화공장","2026-01-07 13:48:43","U","2026-01-09 02:40:00","저장소","177030.570884386","424879.181355457","일반","주상나지",
"194","고압가스업","09_28_05_P","3930000","1993393009202100055","2009-12-23","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 목내동 401-5 (주)에스제이엠","경기도 안산시 단원구 별망로459번길 20 (주)에스제이엠 (목내동)","15599","(주)에스제이엠 제1공장","2026-01-07 13:57:31","U","2026-01-09 02:40:00","저장소","180233.326334759","422547.477307722","일반","주상나지",
"195","고압가스업","09_28_05_P","3930000","2016393037002200001","2016-08-10","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 목내동 513-4 NRG&C공장","경기도 안산시 단원구 엠티브이1로91번길 23 (목내동)","15657","엔알(NR)지앤씨 시화공장","2026-01-07 16:11:13","U","2026-01-09 02:40:00","제조","179318.299641368","421887.500212509","냉동","공업용",
"196","고압가스업","09_28_05_P","3930000","1997393009202100072","1997-06-23","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 목내동 492-1 태림페이퍼(주)","경기도 안산시 단원구 해안로 104 (목내동)","15609","동일제지","2026-01-07 14:26:48","U","2026-01-09 02:40:00","저장소","179438.032309158","422007.309370803","일반","주상나지",
"197","고압가스업","09_28_05_P","3930000","1997393009202100073","1997-09-26","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 안산시 단원구 성곡동 624-2","경기도 안산시 단원구 별망로270번길 17 (성곡동)","15607","제일특수인물","2026-01-07 17:51:55","U","2026-01-09 02:40:00","저장소","178296.770670535","422920.743236782","일반","주상나지",
"198","고압가스업","09_28_05_P","3930000","1997393009202100103","2010-04-02","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 성곡동 676-12 악조노벨분체도료(주)","경기도 안산시 단원구 첨단로181번길 49 (성곡동)","15618","악조노벨분체도료(주)","2026-01-07 15:45:58","U","2026-01-09 02:40:00","제조","177127.534959704","423239.621001734","냉동","주상나지",
"199","고압가스업","09_28_05_P","3930000","1993393009202100057","1993-10-29","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 성곡동 701-3 상신금속(주)","경기도 안산시 단원구 번영1로 96 (성곡동)","15416","(주)상신금속","2026-01-07 17:26:08","U","2026-01-09 02:40:00","저장소","176893.765700993","423819.6668962","일반","주상나지",
"200","고압가스업","09_28_05_P","4721000","2025472105002100011","2025-12-30","","01","영업/정상","01","영업중","","","","","","","","전북특별자치도 완주군 봉동읍 용암리 762 현대자동차","전북특별자치도 완주군 봉동읍 완주산단5로 163, 현대자동차","55322","현대자동차(주) 전주공장","2026-01-06 09:56:03","U","2026-01-09 02:40:00","제조","212323.79075542","272293.693606327","일반","",
"201","고압가스업","09_28_05_P","3930000","2024393045902200003","2024-05-07","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 성곡동 661-4 신화실업(주)","경기도 안산시 단원구 번영2로 31 (성곡동)","15410","(주)신화다이나믹스","2026-01-07 13:55:01","U","2026-01-09 02:40:00","제조","176835.072960808","424735.52263602","냉동","",
"202","고압가스업","09_28_05_P","5410000","2012541009102100008","2012-11-28","","03","폐업","03","폐업","2025-12-10","","","","","","","경상남도 창녕군 고암면 억만리 1556-158","경상남도 창녕군 고암면 토평천길 40","","장룡수산","2026-01-06 10:00:05","U","2026-01-09 02:40:00","저장소","334753.515173","231245.795919381","","",
"203","고압가스업","09_28_05_P","6520000","2021652017802100003","2021-10-12","","02","휴업","02","휴업","","2026-01-06","2027-01-05","","","","","제주특별자치도 서귀포시 토평동 1002-4 안정자동차공업사","","","주식회사 제주콜드체인","2026-01-06 17:00:23","U","2026-01-09 02:40:00","저장소","161016.151369734","-25982.4112769934","","",
"204","고압가스업","09_28_05_P","5020000","2010504005402100006","2011-02-01","","01","영업/정상","01","영업중","","","","","","","","경상북도 포항시 북구 흥해읍 용한리 856","경상북도 포항시 북구 흥해읍 해안로 1106","37553","넥스틸 포항3공장","2026-01-07 15:36:50","U","2026-01-09 02:40:00","저장소","417103.324738283","293515.269349519","","",
"205","고압가스업","09_28_05_P","3930000","2021393045902100003","2021-09-03","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 원시동 735-2 (주)신흥정밀","경기도 안산시 단원구 산단로 87 (원시동)","15600","블루닉스(주)","2026-01-07 14:41:49","U","2026-01-09 02:40:00","제조","180996.389591738","422435.728228553","일반","",
"206","고압가스업","09_28_05_P","5710000","2025572502702100001","2025-10-10","","01","영업/정상","01","영업중","","","","","","","","충청북도 청주시 서원구 현도면 중삼리 52 카스맥주","","","오비맥주(주)청주공장","2026-01-07 22:31:27","U","2026-01-09 02:40:00","저장소","237243.248435651","333726.043187217","","",
"207","고압가스업","09_28_05_P","3700000","2022370016002110012","2022-12-16","","01","영업/정상","01","영업중","","","","","","","","울산광역시 남구 상개동 341","울산광역시 남구 산업로 24 (상개동)","","에스티에이씨(주)","2026-01-06 10:53:28","U","2026-01-09 02:40:00","제조","409796.119257667","224740.677406375","특정","",
"208","고압가스업","09_28_05_P","5530000","2023553043002100003","2023-01-26","","01","영업/정상","01","영업중","","","","2025-08-08","","","","경기도 화성시 남양읍 장덕리 772-1","","","현대자동차(주)남양연구소(냉동허가2023-2)","2026-01-07 11:24:32","U","2026-01-09 02:40:00","제조","183629.624815046","405905.580491458","냉동","",
"209","고압가스업","09_28_05_P","3330000","2006333001502200001","2006-02-09","","01","영업/정상","01","영업중","","","","","","","","부산광역시 해운대구 좌동 1467-4","부산광역시 해운대구 해운대로 813 (좌동)","","㈜이랜드리테일 해운대점","2026-01-07 19:57:18","U","2026-01-09 02:40:00","제조","398269.05154158","187874.778091232","냉동","상업용",
"210","고압가스업","09_28_05_P","5530000","2017553035702100013","2017-09-27","","01","영업/정상","01","영업중","","","","","","","","경기도 화성시 정남면 귀래리 209-10","경기도 화성시 정남면 내향로 346","","(주)우경인터내셔널","2026-01-07 13:43:15","U","2026-01-09 02:40:00","제조","199838.086589651","402794.344764113","냉동","",
"211","고압가스업","09_28_05_P","3630000","2025363034502100008","2025-06-17","","01","영업/정상","01","영업중","","","","","","","","광주광역시 광산구 하남동 507-1","광주광역시 광산구 하남산단2번로 45 (하남동)","62230","(주)제일레이저","2026-01-06 17:09:18","U","2026-01-09 02:40:00","저장소","181749.064848715","187620.498758541","","",
"212","고압가스업","09_28_05_P","3930000","2022393045902100007","2022-09-19","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 상록구 본오동 728-1 안산본오 수소충전소","경기도 안산시 상록구 오목로 136, 안산본오 수소충전소 (본오동)","15559","코하이젠(주) 안산본오수소충전소","2026-01-07 16:48:22","U","2026-01-09 02:40:00","제조","188690.279072278","420889.946040487","충전","운동장등",
"213","고압가스업","09_28_05_P","3730000","2009373008802200001","2010-05-31","","01","영업/정상","01","영업중","","","","","","","","울산광역시 울주군 온산읍 화산리 876","울산광역시 울주군 온산읍 공단로 341","","한국유미코아촉매 유한책임회사","2026-01-06 20:25:31","U","2026-01-09 02:40:00","제조","412145.812476748","217336.900179219","냉동","",
"214","고압가스업","09_28_05_P","4701000","2017470015002200001","2017-12-07","","01","영업/정상","01","영업중","","","","","","","","전북특별자치도 남원시 인월면 서무리 671-5 남원소방서인월119안전센타","전북특별자치도 남원시 인월면 황산로 1828, 남원소방서인월119안전센타","55715","남원소방서(인월119안전센터)","2026-01-06 14:39:52","U","2026-01-09 02:40:00","제조","","","충전","",
"215","고압가스업","09_28_05_P","4080000","2007408014102100008","2008-02-13","","01","영업/정상","01","영업중","","","","","","3947","","경기도 안성시 양성면 이현리 222","경기도 안성시 양성면 양성로 409-14","","신양메디슨(주)","2026-01-07 11:41:32","U","2026-01-09 02:40:00","제조","218467.635657649","398789.635063362","충전","공업용",
"216","고압가스업","09_28_05_P","3670000","2021367017402100003","2021-03-03","","02","휴업","02","휴업","","2026-01-05","2027-01-04","","","","","대전광역시 유성구 수남동 111","대전광역시 유성구 북유성대로488번길 160 (수남동)","34060","국방과학연구소","2026-01-06 15:57:22","U","2026-01-09 02:40:00","제조","228854.45802767","324214.132571722","일반","",
"217","고압가스업","09_28_05_P","3450000","2004345007302100001","2004-02-02","","01","영업/정상","01","영업중","","","","","","","","대구광역시 북구 산격동 1370-1 공동실험실습관","대구광역시 북구 대학로 80 (산격동)","41566","경북대학교(공동실험실습관)","2026-01-07 13:43:15","U","2026-01-09 02:40:00","제조","345299.742438478","266806.443246079","냉동","공공용지등",
"218","고압가스업","09_28_05_P","3700000","2014370010402100011","2014-11-13","","01","영업/정상","01","영업중","","","","","","","","울산광역시 남구 선암동 221-2 태광산업(주)","울산광역시 남구 산업로 304, 태광산업(주) (선암동)","44785","태광산업(주) 울산공장","2026-01-06 10:52:55","U","2026-01-09 02:40:00","제조","412166.677960105","225560.889116887","냉동","",
"219","고압가스업","09_28_05_P","3700000","2012370007802200001","2012-01-04","","01","영업/정상","01","영업중","","","","","","","","울산광역시 남구 매암동 360","울산광역시 남구 장생포로 285 (매암동)","","(주)삼양사 울산1공장","2026-01-06 13:30:51","U","2026-01-09 02:40:00","제조","415265.487045081","226387.310870846","냉동","공업용",
"220","고압가스업","09_28_05_P","4400000","2010440014602100001","2010-10-07","","01","영업/정상","01","영업중","","","","","","","","충청북도 제천시 하소동 77 롯데마트","충청북도 제천시 용두대로 111 (하소동)","","롯데쇼핑(주)롯데마트 제천점","2026-01-06 09:35:40","U","2026-01-09 02:40:00","제조","306621.778539108","404931.341312042","냉동","",
"221","고압가스업","09_28_05_P","4950000","2018495010902200002","2018-10-18","","01","영업/정상","01","영업중","","","","","","","","전라남도 무안군 삼향읍 남악리 2605-1 남악119안전센터","전라남도 무안군 삼향읍 남악5로72번길 81-18, 남악119안전센터","58563","무안소방서(남악119안전센터)","2026-01-07 15:05:15","U","2026-01-09 02:40:00","제조","152582.477617565","145990.493208316","충전","",
"222","고압가스업","09_28_05_P","4880000","2025488017302100002","2025-03-12","","01","영업/정상","01","영업중","","","","","","","","전라남도 고흥군 포두면 옥강리 41-8","전라남도 고흥군 포두면 우주로 1865-70","59523","(주)이노스페이스","2026-01-06 15:18:42","U","2026-01-09 02:40:00","제조","239141.946318038","115793.01738099","일반","",
"223","고압가스업","09_28_05_P","5680000","2010463008002100001","2010-01-14","","01","영업/정상","01","영업중","","","","","","","","충청남도 당진시 송악읍 한진리 416-1","충청남도 당진시 송악읍 한진1길 56","","제이더블유중외제약주식회사","2026-01-07 18:06:24","U","2026-01-09 02:40:00","제조","179002.809658867","385232.122033954","냉동","",
"224","고압가스업","09_28_05_P","4530000","2000453011602140005","2010-12-08","","01","영업/정상","01","영업중","","","","","","1362873.36","","충청남도 서산시 대산읍 대죽리 679 대산3 일반산업단지 A1-1","충청남도 서산시 대산읍 독곶1로 54","","(주)엘지화학대산공장","2026-01-06 08:48:50","U","2026-01-09 02:40:00","제조","144644.561396186","389375.576530595","특정","주상용",
"225","고압가스업","09_28_05_P","5690000","2001456001002100008","2001-01-31","","01","영업/정상","01","영업중","","","","","","","","세종특별자치시 전동면 노장리 404","세종특별자치시 전동면 노장공단길 53-10","30011","하원정밀화학","2026-01-06 10:44:59","U","2026-01-09 02:40:00","저장소","223952.543365617","351347.225376912","일반","주상용",
"226","고압가스업","09_28_05_P","3830000","2002383006202100031","2002-04-18","","03","폐업","03","폐업","2025-12-31","","","","","","","경기도 안양시 동안구 관양동 1600","경기도 안양시 동안구 시민대로 286 (관양동)","","(학)송산학원(송산중학교)","2026-01-07 17:56:15","U","2026-01-09 02:40:00","제조","196591.171518684","432491.009468106","냉동","기타",
"227","고압가스업","09_28_05_P","3830000","2002383006202200003","2002-10-15","","01","영업/정상","01","영업중","","","","","","","","경기도 안양시 만안구 안양동 627-287","경기도 안양시 만안구 안양로 275 (안양동)","","이천일아울렛안양점","2026-01-07 15:28:22","U","2026-01-09 02:40:00","제조","","","냉동","상업기타",
"228","고압가스업","09_28_05_P","3830000","2004383014702200003","2004-09-07","","01","영업/정상","01","영업중","","","","","","","","경기도 안양시 동안구 호계동 1039-3","경기도 안양시 동안구 동안로 119 (호계동)","","(주)뉴코아아울렛 평촌점","2026-01-06 17:53:40","U","2026-01-09 02:40:00","제조","195607.793974827","431900.704084955","냉동","상업기타",
"229","고압가스업","09_28_05_P","4000000","2016400014502100001","2016-08-08","","01","영업/정상","01","영업중","","","","","","","","경기도 오산시 가장동 382","경기도 오산시 가장산업동로 37 (가장동)","","(주)아모레퍼시픽","2026-01-07 11:12:50","U","2026-01-09 02:40:00","제조","203334.182482747","407047.451339955","냉동","",
"230","고압가스업","09_28_05_P","4000000","2007400005002100002","2007-08-17","","01","영업/정상","01","영업중","","","","","","109550","","경기도 오산시 부산동 787 롯데오산물류센터","경기도 오산시 경기동로186번길 15, 롯데오산물류센터 (부산동)","18148","롯데쇼핑(주)롯데마트(롯데물류센타)","2026-01-07 13:01:15","U","2026-01-09 02:40:00","제조","208281.94894819","406143.270960757","냉동","답",
"231","고압가스업","09_28_05_P","3910000","2008391018102100009","2010-02-04","","01","영업/정상","01","영업중","","","","","","15690","","경기도 평택시 장당동 624","경기도 평택시 경기대로 1043 (장당동)","","티케이지솔믹스 주식회사","2026-01-07 10:23:29","U","2026-01-09 02:40:00","제조","205710.796824183","393222.102374022","냉동","",
"232","고압가스업","09_28_05_P","3220000","2000322017602100340","2012-05-04","","01","영업/정상","01","영업중","","","","","","","","서울특별시 강남구 대치동 937","서울특별시 강남구 도곡로 401 (대치동)","","롯데쇼핑(주)강남점 별관","2026-01-06 09:12:17","U","2026-01-09 02:40:00","제조","204669.543366778","443873.621189048","냉동","상업용",
"233","고압가스업","09_28_05_P","4490000","2009566000502200005","2010-07-29","","01","영업/정상","01","영업중","","","","","","9068.2","","충청남도 천안시 서북구 백석동 735","충청남도 천안시 서북구 3공단1로 56 (백석동)","","듀폰스페셜티머터리얼스코리아(유)","2026-01-06 14:33:17","U","2026-01-09 02:40:00","제조","210012.353587436","370523.460006432","냉동","공업기타",
"234","고압가스업","09_28_05_P","5530000","2020553043002100023","2020-12-16","","01","영업/정상","01","영업중","","","","2021-05-26","","","","경기도 화성시 송산면 칠곡리 134-16 외 5","경기도 화성시 송산면 당성로 487-18","18552","(주)유한가스화학","2026-01-07 17:31:40","U","2026-01-09 02:40:00","판매","174612.137092441","411631.40205226","","",
"235","고압가스업","09_28_05_P","3170000","2023317026702100003","2023-10-12","","01","영업/정상","01","영업중","","","","","","","","서울특별시 금천구 가산동 319-19","","","케이스퀘어 데이터센터(지하1층 소화용기실#1)","2026-01-07 21:19:27","U","2026-01-09 02:40:00","저장소","189862.454651666","441066.290117783","","",
"236","고압가스업","09_28_05_P","3930000","2023393045902100010","2023-10-25","","01","영업/정상","01","영업중","","","","","","","","경기도 안산시 단원구 성곡동 802-4 (주)제이오","경기도 안산시 단원구 시화벤처로 651 (주)제이오 (성곡동)","15656","(주)제이오 안산2공장","2026-01-07 14:06:53","U","2026-01-09 02:40:00","저장소","177356.744988099","422495.082608977","","",
"237","고압가스업","09_28_05_P","4671000","2026467111402100002","2026-01-07","","01","영업/정상","01","영업중","","","","","","","","전북특별자치도 군산시 소룡동 228-1 ㈜대상","전북특별자치도 군산시 외항1길 208, ㈜대상 (소룡동)","54008","대상주식회사 군산공장","2026-01-08 17:02:55","I","2026-01-10 00:20:07","제조","168744.778248014","275078.139062633","냉동","",
