"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","지정일자","민원종류명",
"835","담배소매업","11_43_02_P","3000000","2026300024505600001","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 종로구 창성동 117-1","서울특별시 종로구 효자로9길 27, 2층 (창성동)","03043","서울경찰청 202경비단 자치복지회","2026-01-09 16:37:28","I","2026-01-11 00:20:02","","197510.684827419","453101.580529062","20260109","제7조의3제3항에따른경우",
"836","담배소매업","11_43_02_P","3930000","2026555000205600002","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","경기도 안산시 상록구 사동 1344-1 신우아파트","경기도 안산시 상록구 감골로 83, 105,106호 (사동, 신우아파트)","15623","지에스(GS)25 안산신우점","2026-01-09 15:53:23","I","2026-01-11 00:20:02","","187006.475280378","420784.846529167","20260109","제7조의3제2항에따른경우",
"837","담배소매업","11_43_02_P","3180000","2026318027005600004","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 영등포구 신길동 223-7","서울특별시 영등포구 신길로 182, 1층 (신길동)","07362","행운유정복권","2026-01-09 14:07:09","I","2026-01-11 00:20:02","","192072.958783287","445125.508964478","20260109","제7조의3제2항에따른경우",
"838","담배소매업","11_43_02_P","5250000","2026525014605600002","2026-01-08","","01","영업/정상","0","정상영업","","","","","","","","경상북도 울진군 울진읍 온양리 306-13 고래꿈호텔","경상북도 울진군 울진읍 울진북로 842, 고래꿈호텔","36320","(주)삼원피씨비","2026-01-09 16:51:54","I","2026-01-11 00:20:02","","414619.923350876","393189.830446808","20260108","제7조의3제2항에따른경우",
"839","담배소매업","11_43_02_P","3340000","2026334018105600001","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 사하구 다대동 309-2 현대빌딩","부산광역시 사하구 다대로 483, 현대빌딩 1층 101호 (다대동)","49520","파리유통","2026-01-09 17:08:45","I","2026-01-11 00:20:02","","380218.998121817","175382.738615908","20260109","제7조의3제2항에따른경우",
"840","담배소매업","11_43_02_P","4261000","2026426107305600001","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 횡성군 횡성읍 읍상리 580-1","강원특별자치도 횡성군 횡성읍 성북동로 11, 1층","25226","세븐일레븐 횡성경찰서점","2026-01-09 18:03:39","I","2026-01-11 00:20:02","","287796.197314658","443669.923801884","20260109","제7조의3제2항에따른경우",
"841","담배소매업","11_43_02_P","3620000","2026362026105600002","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","광주광역시 북구 오치동 776-14","광주광역시 북구 서하로194번길 3 (오치동)","61120","지에스25 오치주공점","2026-01-09 16:26:38","I","2026-01-11 00:20:02","","190994.138244131","187518.675474934","20260109","제7조의3제3항에따른경우",
"842","담배소매업","11_43_02_P","3600000","2026360023705600001","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","광주광역시 서구 매월동 946 매월 종합상가","광주광역시 서구 매월2로15번길 16, 206동 101-102호 (매월동)","62073","이마트24 광주매월상가점","2026-01-09 16:44:51","I","2026-01-11 00:20:02","","187185.983531085","179858.67345797","20260109","제7조의3제2항에따른경우",
"843","담배소매업","11_43_02_P","6510000","2026651004005600001","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","제주특별자치도 제주시 조천읍 함덕리 1043-5","제주특별자치도 제주시 조천읍 신북로 481-3, 1층","63333","세븐일레븐제주함덕신북로점","2026-01-09 11:50:07","I","2026-01-11 00:20:02","","168518.321454612","5279.62576674814","20260109","제7조의3제2항에따른경우",
"844","담배소매업","11_43_02_P","3220000","2026322024905600003","2026-01-08","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 강남구 세곡동 525-0 강남데시앙파크 104호","서울특별시 강남구 헌릉로590길 63, 104호 (세곡동, 강남데시앙파크)","06366","지에스25 세곡리엔점","2026-01-09 09:17:02","I","2026-01-11 00:20:02","","208882.377353339","439796.044686133","20260108","제7조의3제2항에따른경우",
"845","담배소매업","11_43_02_P","3250000","2026325017905600001","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 중구 부평동1가 36-9","부산광역시 중구 광복로 23-1, 1층 (부평동1가)","48979","전담SPOT 남포점","2026-01-09 15:52:24","I","2026-01-11 00:20:02","","384817.336940672","179705.744789235","20260109","제7조의3제2항에따른경우",
"846","담배소매업","11_43_02_P","4810000","2026481045105600002","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","전라남도 여수시 문수동 715-3","전라남도 여수시 여문2로 6-3 (문수동)","59704","세븐일레븐 여수문수주공점","2026-01-09 14:24:00","I","2026-01-11 00:20:02","","263496.198782592","139176.070103397","20260109","제7조의3제2항에따른경우",
"847","담배소매업","11_43_02_P","3150000","2026315020005600001","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 강서구 등촌동 687 등촌주공1,2단지아파트","서울특별시 강서구 강서로68길 36, 110호 (등촌동, 등촌주공1,2단지아파트)","07581","주식회사 우정아이엔씨","2026-01-09 12:52:48","I","2026-01-11 00:20:02","","186009.19449961","451422.055275775","20260109","제7조의3제2항에따른경우",
"848","담배소매업","11_43_02_P","3150000","2026315020005600002","2026-01-08","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 강서구 마곡동 761-2 대영가스충전소","서울특별시 강서구 양천로 242, 대영가스충전소 1층 (마곡동)","07789","이마트24 SMARTSK 대영충전소점","2026-01-09 11:48:24","I","2026-01-11 00:20:02","","184991.444592066","452240.147271116","20260108","제7조의3제2항에따른경우",
"849","담배소매업","11_43_02_P","3730000","2026373016205600001","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","울산광역시 울주군 두서면 전읍리 320-3","울산광역시 울주군 두서면 반구대로 2079, 1층","44911","지에스25 울산두서공단점","2026-01-09 12:57:12","I","2026-01-11 00:20:02","","396830.349793545","243037.390606041","20260109","제7조의3제2항에따른경우",
"850","담배소매업","11_43_02_P","3510500","2026351057905600002","2026-01-09","","01","영업/정상","0","정상영업","","","","","032-888-0321","","","인천광역시 미추홀구 용현동 664 인천 SK Sky VIEW","인천광역시 미추홀구 용정공원로 33, C동 111,112호 (용현동, 인천 SK Sky VIEW)","22188","지에스25 인천용학점","2026-01-09 13:03:52","I","2026-01-11 00:20:02","","168560.232132349","438658.597558231","20260109","제7조의3제2항에따른경우",
"851","담배소매업","11_43_02_P","3300000","2026330011905600001","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 동래구 명륜동 753 명륜 쌍용 예가","부산광역시 동래구 명륜로187번길 47, 명륜 쌍용 예가 상가101동 103호 (명륜동)","47743","카페태리(명륜점)","2026-01-09 11:44:59","I","2026-01-11 00:20:02","","389372.530981031","192118.550931339","20260109","제7조의3제2항에따른경우",
"852","담배소매업","11_43_02_P","3650000","2026365014705600001","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","대전광역시 중구 은행동 45-18","대전광역시 중구 중앙로164번길 11, 1층 (은행동)","34922","씨유대전스카이로드점","2026-01-09 10:32:35","I","2026-01-11 00:20:02","","238370.666921518","314315.730262831","20260109","제7조의3제2항에따른경우",
"853","담배소매업","11_43_02_P","5210000","2026521012605600001","2026-01-09","","01","영업/정상","0","정상영업","","","","","054-933-5544","","","경상북도 성주군 성주읍 경산리 718-134","경상북도 성주군 성주읍 시장길 23","40028","만물유통","2026-01-09 17:59:54","I","2026-01-11 00:20:02","","315997.726113723","269204.704830096","20260109","제7조의3제3항에따른경우",
"854","담배소매업","11_43_02_P","4890000","2026489014105600001","2026-01-09","","01","영업/정상","0","정상영업","","","","","061-852-****","","","전라남도 보성군 회천면 전일리 213","전라남도 보성군 회천면 남부관광로 2018","59474","다향편의점","2026-01-09 09:43:24","I","2026-01-11 00:20:02","","205660.294193484","129792.294088239","20260109","제7조의3제2항에따른경우",
"855","담배소매업","11_43_02_P","4000000","2026400025105600002","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","경기도 오산시 세교동 173-21 평산빌딩","경기도 오산시 경기대로 853, 지하1층 B01호 (세교동)","18111","(주)비지에프리테일 오산오솔휴게소점","2026-01-09 16:47:45","I","2026-01-11 00:20:02","","203791.927864267","410142.572580906","20260109","제7조의3제2항에따른경우",
"856","담배소매업","11_43_02_P","3470000","2026347022705600003","2026-01-09","","01","영업/정상","0","정상영업","","","","","","","","대구광역시 달서구 대곡동 1038-3","대구광역시 달서구 화암로 331, 2층 204호 (대곡동)","42768","주대구수목원","2026-01-09 17:32:08","I","2026-01-11 00:20:02","","337280.893479175","257073.923603952","20260109","제7조의3제2항에따른경우",
"857","담배소매업","11_43_02_P","5220000","1991522002805600002","1991-03-29","","03","폐업","2","폐업처리","2026-01-09","","","","","","","경상북도 칠곡군 지천면 금호리 산88번지 0009호","","","신선슈퍼","2026-01-09 15:36:36","U","2026-01-11 02:40:00","","329813.087088093","271599.804277937","19910329","2009년11월법개정전자료",
"858","담배소매업","11_43_02_P","5460000","2009546007105600014","2009-11-06","","01","영업/정상","0","정상영업","","","","","","","","경상남도 함양군 서상면 도천리 989번지 6호 6통","경상남도 함양군 서상면 서상로 274-1","676-842","월드마트","2026-01-09 16:06:31","U","2026-01-11 02:40:00","","262166.616584468","242514.276417566","20091106","제7조의3제3항에따른경우",
"859","담배소매업","11_43_02_P","4600000","2000460001105600085","2000-07-10","","03","폐업","2","폐업처리","2026-01-09","","","","041 6322547","","350-807","충청남도 홍성군 홍성읍 오관리 316번지","","","GS25홍성시티점","2026-01-09 13:42:50","U","2026-01-11 02:40:00","","","","20000710","2009년11월법개정전자료",
"860","담배소매업","11_43_02_P","3520000","2019352015605600001","2019-02-19","","01","영업/정상","0","정상영업","","","","","","","","인천광역시 연수구 동춘동 920번지 1호 연수3차대우아파트 상가동 107호","인천광역시 연수구 동곡재로117번길 22, 상가동 107호 (동춘동, 연수3차대우아파트)","21965","대우 마트","2026-01-09 13:35:39","U","2026-01-11 02:40:00","","170501.305940536","434530.760644996","20190219","제7조의3제2항에따른경우",
"861","담배소매업","11_43_02_P","4520000","2019452034605600021","2019-02-27","","03","폐업","2","폐업처리","2026-01-09","","","","","","","충청남도 아산시 탕정면 매곡리 563번지 23호","충청남도 아산시 탕정면 매곡로 12, 1층","31461","세븐일레븐 아산탕정역점","2026-01-09 17:53:41","U","2026-01-11 02:40:00","","207319.686768617","365394.681711078","20190227","제7조의3제2항에따른경우",
"862","담배소매업","11_43_02_P","4520000","2022452034605600050","2022-04-26","","03","폐업","2","폐업처리","2026-01-09","","","","","","","충청남도 아산시 신창면 황산리 126-1","충청남도 아산시 신창면 황산길 100-50, 경찰대학","31539","경찰대학 매점","2026-01-09 17:54:18","U","2026-01-11 02:40:00","","","","20220426","제7조의3제2항에따른경우",
"863","담배소매업","11_43_02_P","3140000","2019314016705600035","2019-04-29","2026-01-09","04","취소/말소/만료/정지/중지","3","직권취소","","","","","","","","서울특별시 양천구 신월동 81번지 21호","서울특별시 양천구 가로공원로 119, 1층 (신월동)","07905","알레스카","2026-01-09 17:52:39","U","2026-01-11 02:40:00","","184829.306182525","448254.981721699","20190429","제7조의3제2항에따른경우",
"864","담배소매업","11_43_02_P","4191000","2018419024105600050","2018-07-05","","03","폐업","2","폐업처리","2026-01-08","","","","","","","강원특별자치도 원주시 단계동 873번지 아트스페이스빌딩","강원특별자치도 원주시 서원대로 165-3, 아트스페이스빌딩 1층 (단계동)","26436","세븐일레븐 원주메가박스점","2026-01-09 09:02:12","U","2026-01-11 02:40:00","","282315.673637127","427402.924552547","20180705","제7조의3제2항에따른경우",
"865","담배소매업","11_43_02_P","4191000","2021419031705600011","2021-02-08","2026-01-05","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","강원특별자치도 원주시 단계동 878-1 고속버스터미널","강원특별자치도 원주시 서원대로 181, 고속버스터미널 1층 (단계동)","26436","세븐일레븐 원주고속터미널점","2026-01-09 11:22:57","U","2026-01-11 02:40:00","","282551.419546331","427371.668426336","20210208","제7조의3제2항에따른경우",
"866","담배소매업","11_43_02_P","4191000","1991419008405600596","1991-02-20","2026-01-05","04","취소/말소/만료/정지/중지","5","지정취소","","","","","033-742-1875","","220-951","강원특별자치도 원주시 봉산동 1008번지","","","무진식품","2026-01-09 10:19:33","U","2026-01-11 02:40:00","","","","19910220","2009년11월법개정전자료",
"867","담배소매업","11_43_02_P","4191000","2010419019005600135","2010-11-10","2026-01-05","04","취소/말소/만료/정지/중지","5","지정취소","","","","","033-904-1600","","220-902","강원특별자치도 원주시 원동 278번지 1호","강원특별자치도 원주시 무실로 113 (원동)","","폰앤컴","2026-01-09 10:19:05","U","2026-01-11 02:40:00","","283550.856120294","427299.872134692","20101110","제7조의3제2항에따른경우",
"868","담배소매업","11_43_02_P","4191000","2019419024105600087","2019-09-27","2026-01-05","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","강원특별자치도 원주시 명륜동 479번지","강원특별자치도 원주시 남원로527번길 38, 1층 (명륜동)","26480","세븐일레븐 원주은행점","2026-01-09 10:17:44","U","2026-01-11 02:40:00","","283616.524256949","426101.934247009","20190927","제7조의3제2항에따른경우",
"869","담배소매업","11_43_02_P","4191000","2022419031705600055","2022-06-20","2026-01-05","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","강원특별자치도 원주시 무실동 1857-10","강원특별자치도 원주시 능라동길 51, 1층 106호 (무실동)","26392","황풍정홍삼원주대리점","2026-01-09 10:18:43","U","2026-01-11 02:40:00","","282361.656343235","426273.540502002","20220620","제7조의3제2항에따른경우",
"870","담배소매업","11_43_02_P","6510000","2018651004605600004","2018-04-19","","01","영업/정상","0","정상영업","","","","","064-722-8219","","","제주특별자치도 제주시 이도일동 1292번지 3호 1층","제주특별자치도 제주시 중앙로 165, 1층 (이도일동)","63197","제주수눌음지역자활센터고용센터점","2026-01-09 15:07:02","U","2026-01-11 02:40:00","","155987.255801978","988.437166606817","20180419","제7조의3제2항에따른경우",
"871","담배소매업","11_43_02_P","3940000","2019395005205600050","2019-06-26","","03","폐업","2","폐업처리","2026-01-09","","","","","","","경기도 고양시 덕양구 원당동 803번지 1호","경기도 고양시 덕양구 원당로 435, A동 1층 (원당동)","10290","이마트24 고양원당로점","2026-01-09 14:49:27","U","2026-01-11 02:40:00","","186754.802586098","464987.795976428","20190626","제7조의3제2항에따른경우",
"872","담배소매업","11_43_02_P","3910000","2019391003505600073","2019-08-12","","01","영업/정상","0","정상영업","","","","","","","","경기도 평택시 서정동 865","경기도 평택시 서정로 232, 1층 (서정동)","17776","씨유송탄창전점","2026-01-09 09:29:33","U","2026-01-11 02:40:00","","205170.297516742","396002.610870491","20190812","제7조의3제2항에따른경우",
"873","담배소매업","11_43_02_P","3530000","2024353017905600104","2024-09-11","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","인천광역시 남동구 간석동 341-6","인천광역시 남동구 석산로 117, 1층 일부호 (간석동)","21550","세븐일레븐 인천간석대동점","2026-01-09 13:15:43","U","2026-01-11 02:40:00","","173823.991636324","439847.786383706","20240911","제7조의3제2항에따른경우",
"874","담배소매업","11_43_02_P","5340000","2024534023405600003","2024-10-07","","01","영업/정상","0","정상영업","","2025-08-04","2025-09-03","","","","","경상남도 사천시 사천읍 수석리 270-9","경상남도 사천시 사천읍 읍내1길 49, 101, 102호","52518","씨스페이스 사천수석점","2026-01-09 13:49:43","U","2026-01-11 02:40:00","","299009.462160396","176409.338211822","20241007","제7조의3제2항에따른경우",
"875","담배소매업","11_43_02_P","3650000","2024365014705600027","2024-08-22","","01","영업/정상","0","정상영업","","","","","","","","대전광역시 중구 사정동 387-3","대전광역시 중구 대둔산로 322, 1층 (사정동)","35057","가득복권","2026-01-09 16:47:16","U","2026-01-11 02:40:00","","234515.614441716","310875.374129669","20240822","제7조의3제2항에따른경우",
"876","담배소매업","11_43_02_P","4090000","2010409022905600022","2010-12-23","","03","폐업","2","폐업처리","2026-01-09","","","","031-996-5444","","","경기도 김포시 감정동 676번지 한국아파트 스포츠동(1층)","경기도 김포시 봉화로181번길 31-20, 스포츠동 1층 (감정동, 한국아파트)","10102","(주) 지에스리테일GS수퍼 김포감정점","2026-01-09 12:53:05","U","2026-01-11 02:40:00","","173440.919786368","458231.526224764","20101223","제7조의3제2항에따른경우",
"877","담배소매업","11_43_02_P","3530000","2019353017905600152","2019-11-21","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","인천광역시 남동구 간석동 326번지 4호","인천광역시 남동구 이화로 26 (간석동)","21550","스마일 할인 마트","2026-01-09 13:16:40","U","2026-01-11 02:40:00","","173868.318619547","440148.061309306","20191121","제7조의3제2항에따른경우",
"878","담배소매업","11_43_02_P","3290000","2015329010705600066","2015-07-17","","01","영업/정상","0","정상영업","","","","","051-895-9480","","","","부산광역시 부산진구 백양관문로 25-9, 1층 1호 (개금동)","614-810","씨유 개금주공2단지점","2026-01-09 15:34:05","U","2026-01-11 02:40:00","","384938.482550309","186558.34843914","20150717","제7조의3제2항에따른경우",
"879","담배소매업","11_43_02_P","3530000","1999353000005602689","1999-08-10","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","032 4371504","","","인천광역시 남동구 간석동 571번지 24호","인천광역시 남동구 석정로579번길 18-2 (간석동)","","하나 마트","2026-01-09 13:27:38","U","2026-01-11 02:40:00","","173266.918914025","440670.819627323","19990810","2009년11월법개정전자료",
"880","담배소매업","11_43_02_P","3560000","2018356013705600084","2018-05-15","","03","폐업","2","폐업처리","2026-01-09","","","","","","","인천광역시 서구 석남동 477번지 14호 1층 103호","인천광역시 서구 강남로 1, 1층 103호 (석남동)","22785","싸군마켓(석남점)","2026-01-09 16:07:00","U","2026-01-11 02:40:00","","170900.131798468","445369.224823242","20180515","제7조의3제2항에따른경우",
"881","담배소매업","11_43_02_P","3530000","2009353007005600228","2009-12-17","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","405-230","인천광역시 남동구 간석동 769번지 18호 101호","인천광역시 남동구 만월로185번길 15 (간석동,101호)","","라메인터내셔날","2026-01-09 13:14:54","U","2026-01-11 02:40:00","","174372.480107732","441824.754990051","20091217","제7조의3제2항에따른경우",
"882","담배소매업","11_43_02_P","3530000","2008353007005600209","2008-08-04","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","032-424-4444","","405-230","인천광역시 남동구 간석동 383번지 1호","인천광역시 남동구 주안로 269 (간석동)","","수림공원","2026-01-09 13:27:12","U","2026-01-11 02:40:00","","173366.181320785","440190.260808598","20080804","2009년11월법개정전자료",
"883","담배소매업","11_43_02_P","3530000","2013353013005600090","2013-08-05","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","032-465-1105","","405-230","인천광역시 남동구 간석동 919번지 11호 1층","인천광역시 남동구 호구포로 894, 1층 (간석동)","405-815","장터","2026-01-09 13:15:24","U","2026-01-11 02:40:00","","175212.569482945","440020.092593018","20130805","제7조의3제2항에따른경우",
"884","담배소매업","11_43_02_P","3530000","1998353000005601989","1998-04-15","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","032 4397434","","","인천광역시 남동구 간석동 448번지 1   호","인천광역시 남동구 석산로101번길 30-18 (간석동)","","정식품","2026-01-09 13:26:25","U","2026-01-11 02:40:00","","173741.256389193","439967.275953072","19980415","2009년11월법개정전자료",
"885","담배소매업","11_43_02_P","3530000","2011353007005600017","2011-01-26","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","442-0005","","405-220","인천광역시 남동구 구월동 1141번지 1호 1층일부","인천광역시 남동구 인주대로623번길 62, 1층 (구월동)","405-220","길슈퍼","2026-01-09 13:16:57","U","2026-01-11 02:40:00","","173992.786569496","438988.717456104","20110126","제7조의3제2항에따른경우",
"886","담배소매업","11_43_02_P","3530000","1999353000005602597","1999-04-26","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","2004-06-11","2004-07-20","","032 4334627","","","인천광역시 남동구 구월동 1465번지 1호 뉴코아백화점","인천광역시 남동구 인하로 485 (구월동,뉴코아백화점)","","킴스포토구월점","2026-01-09 13:28:35","U","2026-01-11 02:40:00","","173449.265308514","438055.718667539","19990426","2009년11월법개정전자료",
"887","담배소매업","11_43_02_P","3530000","1999353000005602612","1999-05-14","","01","영업/정상","0","정상영업","","","","","032 4213114","","","인천광역시 남동구 간석동 68번지 9   호","인천광역시 남동구 경인로680번길 32 (간석동)","","큰고을 해물탕","2026-01-09 13:18:35","U","2026-01-11 02:40:00","","174255.935632448","440909.38290469","19990514","2009년11월법개정전자료",
"888","담배소매업","11_43_02_P","3530000","2000353004905600140","2000-09-30","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","032 4250879","","","인천광역시 남동구 간석동 328번지 13호 (유영화이트빌 제씨동 1층)","인천광역시 남동구 석산로131번길 49 (간석동,(유영화이트빌 제씨동 1층))","","그린마트","2026-01-09 13:23:43","U","2026-01-11 02:40:00","","173939.532108836","440082.11750365","20000930","2009년11월법개정전자료",
"889","담배소매업","11_43_02_P","3530000","2000353004905600142","2000-09-30","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","032 4346669","","","인천광역시 남동구 간석동 607호","인천광역시 남동구 백범로467번길 59 (간석동)","","나나분식","2026-01-09 13:28:03","U","2026-01-11 02:40:00","","173125.288973029","440528.686301388","20000930","2009년11월법개정전자료",
"890","담배소매업","11_43_02_P","3530000","2006353004905600136","2006-05-30","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","032 4726677","","","인천광역시 남동구 구월동 1199번지 9   호","인천광역시 남동구 남동대로 784 (구월동)","","아이지에이 남동큰길점","2026-01-09 13:17:17","U","2026-01-11 02:40:00","","174131.478830641","438938.350148739","20060530","2009년11월법개정전자료",
"891","담배소매업","11_43_02_P","3530000","2005353004905600198","2005-09-23","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","032 4358933","","","인천광역시 남동구 구월동 1134번지 13  호","인천광역시 남동구 인주대로591번길 77 (구월동)","","중앙할인마트","2026-01-09 13:28:20","U","2026-01-11 02:40:00","","173640.90831703","439100.74494143","20050923","2009년11월법개정전자료",
"892","담배소매업","11_43_02_P","3530000","2006353004905600004","2006-01-02","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","032 5178254","","","인천광역시 남동구 간석동 773번지 13  호","인천광역시 남동구 경인로 742 (간석동)","","한성할인마트","2026-01-09 13:18:57","U","2026-01-11 02:40:00","","174268.177569816","441541.306731123","20060102","2009년11월법개정전자료",
"893","담배소매업","11_43_02_P","3530000","2004353004905600297","2004-12-09","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","032 4253869","","","인천광역시 남동구 간석동 542번지 12  호","인천광역시 남동구 문화로 257-2 (간석동)","","간석슈퍼","2026-01-09 13:26:48","U","2026-01-11 02:40:00","","173455.292173629","440053.870121483","20041209","2009년11월법개정전자료",
"894","담배소매업","11_43_02_P","3530000","2008353007005600035","2008-02-01","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","572-8202","","405-230","인천광역시 남동구 간석동 114번지 6호","인천광역시 남동구 백범로360번길 2 (간석동)","","빙그레슈퍼","2026-01-09 13:14:24","U","2026-01-11 02:40:00","","174367.556824006","440454.56574202","20080201","2009년11월법개정전자료",
"895","담배소매업","11_43_02_P","3530000","2008353007005600193","2008-07-15","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","032-439-5080","","405-230","인천광역시 남동구 간석동 308번지 6호 1층 상가","인천광역시 남동구 석산로141번길 51 (간석동,1층 상가)","","간석슈퍼","2026-01-09 13:16:19","U","2026-01-11 02:40:00","","174041.069427757","440106.92198345","20080715","2009년11월법개정전자료",
"896","담배소매업","11_43_02_P","3530000","2000353004905600104","2000-08-12","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","032 4642440","","","인천광역시 남동구 간석동 919번지 9호","인천광역시 남동구 호구포로 894-1 (간석동)","","선영아김밥먹자","2026-01-09 13:23:26","U","2026-01-11 02:40:00","","175218.759578886","440035.369246463","20000812","2009년11월법개정전자료",
"897","담배소매업","11_43_02_P","3530000","2003353004905600044","2003-03-06","2025-12-30","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","인천광역시 남동구 간석동 49번지 4   호","인천광역시 남동구 용천로 182 (간석동)","","영화처럼","2026-01-09 13:17:57","U","2026-01-11 02:40:00","","174669.445601215","440447.945354963","20030306","2009년11월법개정전자료",
"898","담배소매업","11_43_02_P","4020000","2006402008105600087","2006-10-30","","03","폐업","2","폐업처리","2026-01-09","","","","031 4545428","","","경기도 군포시 금정동 694번지 1호 1층","경기도 군포시 엘에스로91번길 83 (금정동,1층)","","두리슈퍼마켓","2026-01-09 15:05:19","U","2026-01-11 02:40:00","","195279.512938204","429535.218862499","20061030","2009년11월법개정전자료",
"899","담배소매업","11_43_02_P","3980000","2017398010805600006","2017-01-31","","03","폐업","2","폐업처리","2026-01-09","","","","","","","경기도 구리시 인창동 264번지 4호 103호","경기도 구리시 경춘로 229, 1층 103호 (인창동, 쌍용오피스텔)","11926","폭스스토리","2026-01-09 10:07:22","U","2026-01-11 02:40:00","","212357.153075871","455436.249926139","20170131","제7조의3제2항에따른경우",
"900","담배소매업","11_43_02_P","3900000","2010390012305600026","2010-04-06","","01","영업/정상","0","정상영업","","","","","02-2290-5735","","","경기도 광명시 철산동 637 종합상가동","경기도 광명시 광덕산로 5, A동 1층 101호 (철산동)","14241","롯데쇼핑(주) 롯데슈퍼철산점","2026-01-09 15:06:03","U","2026-01-11 02:40:00","","188352.684388529","441123.772898718","20100406","제7조의3제2항에따른경우",
"901","담배소매업","11_43_02_P","3150000","2020315020005600018","2020-03-17","","04","취소/말소/만료/정지/중지","5","지정취소","","","","","","","","서울특별시 강서구 등촌동 634번지 13호 심미에셈빌","서울특별시 강서구 공항대로59다길 1, 1층 101호 (등촌동, 심미에셈빌)","07552","씨유 등촌심미점","2026-01-09 12:41:11","U","2026-01-11 02:40:00","","187898.984969714","450186.587860429","20200317","제7조의3제2항에따른경우",
"902","담배소매업","11_43_02_P","3860000","2026387100705600001","2026-01-07","","01","영업/정상","0","정상영업","","","","","","","","경기도 부천시 원미구 소사동 36-50","경기도 부천시 원미구 부일로619번길 11, 1층 (소사동)","14661","씨유 부천베스트점","2026-01-09 11:22:45","U","2026-01-11 02:40:00","","182155.753964965","442497.827526032","20260107","제7조의3제2항에따른경우",
"903","담배소매업","11_43_02_P","3050000","2026305021005600001","2026-01-07","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 동대문구 이문동 149-8","서울특별시 동대문구 이문로 120, 107동 D107호 (이문동)","02418","이문마트7","2026-01-09 13:14:21","U","2026-01-11 02:40:00","","205541.211931615","455132.605075423","20260107","제7조의3제2항에따른경우",
"904","담배소매업","11_43_02_P","3050000","2026305021005600002","2026-01-07","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 동대문구 이문동 149-8","서울특별시 동대문구 이문로 120, B동 104호 (이문동)","02418","지에스25 이문캔버스점","2026-01-09 13:15:15","U","2026-01-11 02:40:00","","205541.211931615","455132.605075423","20260107","제7조의3제2항에따른경우",
