"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","영업내용",
"153","옥외광고업","04_15_01_P","4090000","2024409038708500015","2024-10-30","","01","영업/정상","20","정상","","","","","02  913 0106","","","경기도 안양시 만안구 안양동 ***-*","경기도 김포시 금파로 ***-** (사우동)","10095","제일기획간판공사","2026-01-13 14:03:25","U","2026-01-15 02:40:00","","175922.986488279","458358.335691871","광고물제작",
"154","옥외광고업","04_15_01_P","3940000","2024396010708500005","2022-07-29","","01","영업/정상","20","정상","","","","","","","","경기도 파주시 산남동 ***-*","경기도 고양시 일산동구 장진천길 **-** (설문동)","10257","주식회사 클릭","2026-01-13 15:08:48","U","2026-01-15 02:40:00","","172586.033151759","466758.597587363","광고 기획 디자인",
"155","옥외광고업","04_15_01_P","4090000","2024409038708500008","2024-07-09","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 태장로 ***, 금광테크노밸리 *층 ***호 (장기동)","10090","주식회사 디자인범","2026-01-13 13:53:26","U","2026-01-15 02:40:00","","171858.37066163","459767.371678625","옥외간판 제조",
"156","옥외광고업","04_15_01_P","3220000","2024322017408500020","2024-07-16","","01","영업/정상","20","정상","","","","","","","","서울특별시 강남구 논현동 **-*","서울특별시 강남구 언주로***길 ** (논현동)","06048","주식회사 브이에이코퍼레이션","2026-01-13 17:26:12","U","2026-01-15 02:40:00","","202826.494141022","446432.917753768","옥외광고 대행 외",
"157","옥외광고업","04_15_01_P","3220000","2024322017408500021","2024-07-22","","01","영업/정상","20","정상","","","","","","","","서울특별시 강남구 수서동 *** 로즈데일오피스텔","서울특별시 강남구 광평로 ***, 로즈데일오피스텔 (수서동)","06367","쿠팡로지스틱스서비스 유한회사","2026-01-13 16:53:58","U","2026-01-15 02:40:00","","209052.072465426","442797.138150563","화물자동차 등 교통수단 이용 랩핑광고를 포함한 옥외광고사업",
"158","옥외광고업","04_15_01_P","3220000","2024322017408500018","2024-07-09","","01","영업/정상","20","정상","","","","","","","","서울특별시 강남구 삼성동 **-* 철산빌딩","서울특별시 강남구 영동대로***길 *, 철산빌딩 (삼성동)","06081","(주)디자인그루에이앤아이","2026-01-13 17:29:31","U","2026-01-15 02:40:00","","205214.951210518","446058.416403366","옥외광고물 제작, 설치, 광고대행",
"159","옥외광고업","04_15_01_P","3220000","2024322017408500017","2024-07-02","","01","영업/정상","20","정상","","","","","","","","서울특별시 강남구 역삼동 ***-** 송민빌딩","서울특별시 강남구 테헤란로*길 **, 송민빌딩 (역삼동)","06241","주식회사 지바이크(G Bike Co.,Ltd)","2026-01-13 17:28:47","U","2026-01-15 02:40:00","","202589.396885978","443812.290292416","옥외광고 대행업/디자인",
"160","옥외광고업","04_15_01_P","4090000","2024409038708500011","2024-08-16","","01","영업/정상","20","정상","","","","","0319828957","","","","경기도 김포시 김포한강**로***번길 ***, *동 ****호 (구래동)","10071","주식회사 원오프","2026-01-13 13:58:49","U","2026-01-15 02:40:00","","166184.189300633","460411.248857684","광고",
"161","옥외광고업","04_15_01_P","3940000","2024396010708500008","2024-08-01","","01","영업/정상","20","정상","","","","","","","","","경기도 고양시 일산동구 견달산로 *** (식사동)","10317","(주)영진애드","2026-01-13 16:10:45","U","2026-01-15 02:40:00","","183990.967069901","465068.268603979","차량광고업",
"162","옥외광고업","04_15_01_P","4890000","1991489001308100006","2020-04-14","","03","폐업","40","폐업","2026-01-13","","","","061 8521111","","","전라남도 보성군 보성읍 보성리 ***-*","전라남도 보성군 보성읍 송재로 ***","59455","보성광고","2026-01-13 17:59:09","U","2026-01-15 02:40:00","","207729.788311405","141867.748267569","간판제작",
"163","옥외광고업","04_15_01_P","4820000","2012482012408500007","2026-01-12","","01","영업/정상","20","정상","","","","","061 726 9030","","","전라남도 순천시 서면 지본리 ***","전라남도 순천시 대석초등길 **, 아트빌 (연향동)","57987","좋은사람들","2026-01-13 13:20:16","U","2026-01-15 02:40:00","","246300.143003348","165830.788206175","간판,프래카드,인쇄물 등",
"164","옥외광고업","04_15_01_P","4800000","2006480002308200005","2006-08-14","","01","영업/정상","20","정상","","","","","061 278 2278","","","전라남도 목포시 산정동 ****-*","전라남도 목포시 삼학로***번길 ** (용해동)","58668","마루애드","2026-01-13 16:00:19","U","2026-01-15 02:40:00","","145315.825537335","143483.371960658","간판 및 현수막 제작",
"165","옥외광고업","04_15_01_P","3940000","2020395001408500001","2020-02-21","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 장항동 ***-**","경기도 고양시 일산동구 장대길 **-* (장항동)","10432","세로디자인","2026-01-13 14:51:10","U","2026-01-15 02:40:00","","179880.961685116","459283.761596461","옥외광고물 제작, 설치 등",
"166","옥외광고업","04_15_01_P","4090000","2021409038708500020","2021-12-13","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 장기동 ***-*","경기도 김포시 김포한강*로 **-** (장기동)","10065","나이스 디자인","2026-01-13 14:01:35","U","2026-01-15 02:40:00","","","","간판 및 사인 디자인",
"167","옥외광고업","04_15_01_P","4090000","2023409038708500009","2025-12-22","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 봉화로 * (사우동)","10109","그린트","2026-01-13 13:35:59","U","2026-01-15 02:40:00","","174922.971636124","457304.839533023","인쇄업 및 실사출력, 디자인",
"168","옥외광고업","04_15_01_P","3940000","2023395006708500004","2023-04-18","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 성석동 ****-**","경기도 고양시 일산동구 고봉로 ***-*, *동호 (성석동)","10250","아이언라이트","2026-01-13 14:58:46","U","2026-01-15 02:40:00","","181263.514457918","467584.739236542","옥외광고물 제작, 설치",
"169","옥외광고업","04_15_01_P","3940000","2020396010708500005","2024-08-20","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 설문동 **","경기도 고양시 일산동구 문원길***번길 ** (설문동)","10254","제이에스 싸인(JS SIGN)","2026-01-13 15:23:19","U","2026-01-15 02:40:00","","184120.844211304","468616.766495743","옥외광고업",
"170","옥외광고업","04_15_01_P","3940000","2020396010708500007","2020-04-07","","01","영업/정상","20","정상","","","","","","","","","경기도 고양시 일산동구 백마로 ***, 엠시티타워&엠시티오피스텔 *층 *-****호 (장항동)","10403","(주) 선우디에스피","2026-01-13 15:59:12","U","2026-01-15 02:40:00","","179708.826286267","461404.803949418","광고물 제작 및 시공",
"171","옥외광고업","04_15_01_P","4090000","2020409037908500004","2020-06-02","","03","폐업","40","폐업","2025-12-05","","","","","","","경기도 김포시 통진읍 가현리 ***-*","경기도 김포시 통진읍 율마로 ***","10033","(주)도진","2026-01-13 13:48:22","U","2026-01-15 02:40:00","","164549.0950476","464102.610454885","광고제작 및 설치",
"172","옥외광고업","04_15_01_P","4090000","2021409038708500019","2018-07-16","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 마산동 ***-*","경기도 김포시 김포한강*로***번길 **, 듀오빌 상가 ***호 (마산동)","10068","(주)에이스크리에이션즈","2026-01-13 13:46:51","U","2026-01-15 02:40:00","","168810.081878733","459198.197693036","옥외광고디자인,옥외광고물제작 및 설치",
"173","옥외광고업","04_15_01_P","4090000","2025409053208500012","2025-10-17","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 하성면 후평리 ***","경기도 김포시 하성면 후평로 ***","10007","티에스테크(주)","2026-01-13 13:45:40","U","2026-01-15 02:40:00","","168684.425603597","471031.952047504","옥외광고대행업, 옥외광고제작업",
"174","옥외광고업","04_15_01_P","4090000","2025409053208500015","2025-12-29","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 고촌읍 전호리 **-*","경기도 김포시 고촌읍 전호로**번길 **, *층","10135","주식회사 티엠에스기획","2026-01-13 13:35:34","U","2026-01-15 02:40:00","","181972.496147895","455615.208892762","간판 제작 시공",
"175","옥외광고업","04_15_01_P","4090000","2025409053208500014","2024-08-06","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 장기동 ****-*","경기도 김포시 태장로 ***, *층 ***호 (장기동)","10090","(주)루미넥스에드","2026-01-13 13:44:38","U","2026-01-15 02:40:00","","171699.112051192","459580.929709252","옥외광고물등 제작 · 설치",
"176","옥외광고업","04_15_01_P","3940000","2023396010708500003","2017-09-08","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 식사동 ***-*","경기도 고양시 일산동구 사리현로 **-**, 가동 (식사동)","10316","(주)퍼스트플랜","2026-01-13 14:13:05","U","2026-01-15 02:40:00","","184373.081651951","464917.138364323","옥외광고물 제작/설치/디자인/기획",
"177","옥외광고업","04_15_01_P","3300000","2024330009508500001","2024-01-26","","03","폐업","40","폐업","2026-01-13","","","","0518662300","","","부산광역시 동래구 사직동 **-**","부산광역시 동래구 아시아드대로***번길 * (사직동)","47842","동서문화기획","2026-01-13 14:16:59","U","2026-01-15 02:40:00","","388048.04167644","190815.365225837","옥외광고물 제작 및 설치",
"178","옥외광고업","04_15_01_P","3940000","2024396010708500003","2024-01-23","","01","영업/정상","20","정상","","","","","","","","","경기도 고양시 일산동구 고봉로 ***-*** (설문동)","10252","나래기획","2026-01-13 14:16:34","U","2026-01-15 02:40:00","","181946.987408198","469113.069319717","옥외광고 대행 (제작은 불가)",
"179","옥외광고업","04_15_01_P","3940000","2024396010708500001","2024-01-16","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 중산동 **** 대방 트리플라온 비즈니스 타워","경기도 고양시 일산동구 하늘마을로 ***, 대방 트리플라온 비즈니스 타워 C동 ***호 (중산동)","10355","우일종합기획","2026-01-13 14:55:31","U","2026-01-15 02:40:00","","180478.025578817","464082.943701425","광고물,게시시설의 제작ㆍ표시ㆍ설치 및 옥외광고 대행",
"180","옥외광고업","04_15_01_P","4090000","2024409038708500002","2024-01-26","","03","폐업","40","폐업","2025-04-11","","","","0319904581","","","경기도 김포시 양촌읍 학운리 ****-*","경기도 김포시 양촌읍 첫섬로 **","10049","주식회사 인사인","2026-01-13 13:52:35","U","2026-01-15 02:40:00","","165256.541964413","457005.211393558","안내판 제작",
"181","옥외광고업","04_15_01_P","3220000","2010322017408500015","2014-08-11","","01","영업/정상","20","정상","","","","","070 88156400","","","서울특별시 강남구 논현동 *** 서희빌딩","서울특별시 강남구 강남대로 ***, 서희빌딩 (논현동)","06119","(주)애드가이드","2026-01-13 17:30:13","U","2026-01-15 02:40:00","","202024.615630329","444994.659484536","광고대행, 옥외광고업",
"182","옥외광고업","04_15_01_P","4090000","2020409038708500001","2020-07-29","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 통진읍 동을산리 ***-*","경기도 김포시 통진읍 동을산로 ***-*","10015","이앤케이종합관리(주)","2026-01-13 14:02:58","U","2026-01-15 02:40:00","","167087.076379656","466520.487606532","옥외광고물등 관리",
"183","옥외광고업","04_15_01_P","3940000","2021396010708500011","2021-09-07","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 장항동 *** 라페스타B","경기도 고양시 일산동구 중앙로****번길 **-**, 라페스타B *층 ***-**호 (장항동)","10401","(주)비아이엠플랜스","2026-01-13 13:32:57","U","2026-01-15 02:40:00","","179538.773119107","462032.199845677","옥외광고물 제작·시공·설치",
"184","옥외광고업","04_15_01_P","4000000","2021400020708500003","2021-08-19","","01","영업/정상","20","정상","","","","","0317317730","","","경기도 오산시 가장동 ***-*","경기도 오산시 서동로 ***-* (서동)","18104","(주)에이치엠씨앤피","2026-01-13 13:49:42","U","2026-01-15 02:40:00","","203381.51259356","406258.506448915","옥외광고, 광고대행 외",
"185","옥외광고업","04_15_01_P","3940000","2023396010708500002","2023-01-16","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 식사동 ***-**","경기도 고양시 일산동구 동국로 ** (식사동)","10326","주식회사 비타민사인","2026-01-13 15:38:46","U","2026-01-15 02:40:00","","182695.005357134","463976.982707203","옥외광고물 표시·제작·시공",
"186","옥외광고업","04_15_01_P","4641000","2003465005508200022","2026-01-08","","01","영업/정상","20","정상","","","","","063  2267262","","","전북특별자치도 전주시 덕진구 덕진동*가 ***-**","전북특별자치도 전주시 덕진구 혁신로 ***-* (여의동)","54809","이레광고사","2026-01-13 13:04:52","U","2026-01-15 02:40:00","","210313.711112596","260590.110127885","간판제작",
"187","옥외광고업","04_15_01_P","3940000","2021396010708500008","2021-05-24","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 정발산동 ****-*","경기도 고양시 일산동구 산두로***번길 ** (정발산동)","10358","주식회사 디자인가게","2026-01-13 15:17:31","U","2026-01-15 02:40:00","","180527.85","463644.14","옥외광고물 제작·설치·시공",
"188","옥외광고업","04_15_01_P","4090000","1998409007308100003","1998-03-05","","01","영업/정상","20","정상","","","","","031 9827001","","","경기도 김포시 감정동 ***-*","경기도 김포시 중봉로 * (감정동)","10103","제일애드컴사광고기획","2026-01-13 13:49:11","U","2026-01-15 02:40:00","","173204.096873481","457885.940761449","옥외광고업",
"189","옥외광고업","04_15_01_P","4090000","2015409028108500005","2014-09-03","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 대곶면 약암리 ***","경기도 김포시 대곶면 대곶서로***번길 ***","10042","(주)나무와 사람들","2026-01-13 13:51:14","U","2026-01-15 02:40:00","","162441.355309122","458595.424496468","옥외광고물 제작, 표시, 설치, 대행",
"190","옥외광고업","04_15_01_P","4090000","2005409013208200004","2005-10-28","","01","영업/정상","20","정상","","","","","031 9894612","","","경기도 김포시 감정동 ***-**","경기도 김포시 중봉로**번길 *, *층 ***호 (감정동)","10103","파워디자인","2026-01-13 13:50:04","U","2026-01-15 02:40:00","","173115.41028801","458210.827875123","현수막제작",
"191","옥외광고업","04_15_01_P","4090000","2000409007308100003","2025-07-17","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 사우동 ***-*","경기도 김포시 봉화로 *, *층 (사우동)","10108","미스터 플래카드","2026-01-13 13:46:11","U","2026-01-15 02:40:00","","174970.902683649","457326.117276399","옥외광고업",
"192","옥외광고업","04_15_01_P","4090000","2003409007408200021","2003-11-01","","03","폐업","40","폐업","2025-12-04","","","","","","","경기도 김포시 대곶면 율생리 ***-*","경기도 김포시 대곶면 대명항로 ***","10044","대성후레임","2026-01-13 13:48:02","U","2026-01-15 02:40:00","","164148.022184312","461333.489755505","옥외광고물 제작",
"193","옥외광고업","04_15_01_P","4090000","2006409013208200011","2006-09-01","","01","영업/정상","20","정상","","","","","031 9836971","","","경기도 김포시 양촌읍 석모리 ***-*","","","이레기획","2026-01-13 13:59:17","U","2026-01-15 02:40:00","","","","현수막제작",
"194","옥외광고업","04_15_01_P","4090000","1996409007308100002","2007-04-01","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 북변동 ***-**","경기도 김포시 중봉*로 ** (북변동)","10106","삼행기획","2026-01-13 13:47:06","U","2026-01-15 02:40:00","","173817.304627712","458128.637549364","옥외광고업",
"195","옥외광고업","04_15_01_P","3940000","2020396010708500012","2019-09-17","","01","영업/정상","20","정상","","","","","031 977 8138","","","경기도 고양시 일산동구 설문동 ***-*","경기도 고양시 일산동구 고봉로 *** (설문동)","10252","(주)라인시스템","2026-01-13 14:12:10","U","2026-01-15 02:40:00","","181766.315888729","469129.906777804","옥외광고업",
"196","옥외광고업","04_15_01_P","3220000","2025322017408500015","2025-05-26","","01","영업/정상","20","정상","","","","","","","","서울특별시 강남구 자곡동 ***","서울특별시 강남구 자곡로 ***-** (자곡동)","06373","(주)포스트미디어","2026-01-13 17:22:34","U","2026-01-15 02:40:00","","209038.198426983","441163.795720684","옥외광고업",
"197","옥외광고업","04_15_01_P","3220000","2025322017408500013","2025-05-22","","01","영업/정상","20","정상","","","","","","","","서울특별시 강남구 논현동 ***-** EDIYA COFFEE","서울특별시 강남구 논현로 ***, EDIYA COFFEE (논현동)","06107","(주)이디야","2026-01-13 17:25:31","U","2026-01-15 02:40:00","","202842.951621597","445363.314426828","옥외광고대행업",
"198","옥외광고업","04_15_01_P","3220000","2025322017408500017","2025-07-17","","01","영업/정상","20","정상","","","","","","","","서울특별시 강남구 청담동 ***-*","서울특별시 강남구 도산대로 *** (청담동)","06013","블루펄","2026-01-13 17:21:52","U","2026-01-15 02:40:00","","204690.660161464","447075.512360873","옥외광고 대행 및 광고업",
"199","옥외광고업","04_15_01_P","3220000","2025322017408500012","2019-12-26","","01","영업/정상","20","정상","","","","","07088210094","","","서울특별시 강남구 신사동 ***-* 한교빌딩","서울특별시 강남구 도산대로**길 **, 한교빌딩 (신사동)","06034","주식회사 071랩스","2026-01-13 17:23:22","U","2026-01-15 02:40:00","","201923.86021937","446369.316984404","옥외광고업 대행 (제작제외)",
"200","옥외광고업","04_15_01_P","4090000","2025409053208500010","2023-05-19","","01","영업/정상","20","정상","","","","","023084061","","","경기도 김포시 하성면 봉성리 ***-*","경기도 김포시 하성면 봉성로 ***, *동","10013","주식회사 디큐산업","2026-01-13 13:47:24","U","2026-01-15 02:40:00","","169355.484026511","465705.756037922","옥외광고대행, 광고물제작",
"201","옥외광고업","04_15_01_P","4090000","2025409053208500008","2025-06-12","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 장기동 ***-**","경기도 김포시 김포한강*로 **-** (장기동)","10065","픽스디자인","2026-01-13 13:50:22","U","2026-01-15 02:40:00","","","","옥외광고업",
"202","옥외광고업","04_15_01_P","4090000","2025409053208500009","2025-07-03","","01","영업/정상","20","정상","","","","","","","","","경기도 김포시 양촌읍 유현삭시로 ***-**","10045","(주)한국디자인","2026-01-13 13:47:48","U","2026-01-15 02:40:00","","166192.247940735","459716.402332357","옥외광고물 제작 시공",
"203","옥외광고업","04_15_01_P","3940000","2022396010708500009","2022-09-16","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 장항동 ***-**","경기도 고양시 일산동구 장항로 ***-**, *층 (장항동)","10432","주식회사 에스엔피","2026-01-13 14:19:33","U","2026-01-15 02:40:00","","180561.031454357","459224.448036899","옥외광고물 제작설치시공",
"204","옥외광고업","04_15_01_P","3940000","2021396010708500004","2000-05-31","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 장항동 ***-**","경기도 고양시 일산동구 장항로 *** (장항동)","10431","태광디자인","2026-01-13 15:21:44","U","2026-01-15 02:40:00","","179625.609420267","460005.736270298","옥외광고업",
"205","옥외광고업","04_15_01_P","4390000","1999439000008200025","2024-01-03","","01","영업/정상","20","정상","","","","","043 854 0631","","","충청북도 충주시 칠금동 ***-*","충청북도 충주시 탄금대로 ***-** (칠금동)","27439","간판나라","2026-01-13 11:46:49","U","2026-01-15 02:40:00","","281057.218165519","387313.035801507","간판, 안내표지판, 인쇄 외",
"206","옥외광고업","04_15_01_P","3940000","2018396010708500016","2016-07-01","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산서구 일산동 **** 신원*차아파트","경기도 고양시 일산동구 지영로 ***-** (지영동)","10254","대창크레인 태멘기획","2026-01-13 14:18:16","U","2026-01-15 02:40:00","","178994.551762143","465069.662957706","옥외광고물 제작",
"207","옥외광고업","04_15_01_P","3940000","2025396010708500004","2025-02-18","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 중산동 **** 대방 트리플라온 비즈니스 타워 B동 ***호","경기도 고양시 일산동구 하늘마을로 ***, 대방 트리플라온 비즈니스 타워 B동 ***호 (중산동)","10355","(주)티알엘코리아","2026-01-13 14:39:06","U","2026-01-15 02:40:00","","180478.025578817","464082.943701425","옥외광고물 제작설치 및 광고 대행",
"208","옥외광고업","04_15_01_P","4090000","2025409053208500004","2025-04-03","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 마산동 ***-*","경기도 김포시 김포한강*로***번길 ** (마산동)","10068","파인아트","2026-01-13 13:52:18","U","2026-01-15 02:40:00","","168659.196186723","459741.06792623","간판 제작 시공 실내 사인물 외부 사인물 / 제조 도ㆍ소매",
"209","옥외광고업","04_15_01_P","3220000","2025322017408500009","2025-04-25","","01","영업/정상","20","정상","","","","","","","","서울특별시 강남구 역삼동 *** 센터필드","서울특별시 강남구 테헤란로 ***, 센터필드 (역삼동)","06142","신세계아이앤씨(주)","2026-01-13 17:24:46","U","2026-01-15 02:40:00","","203599.062771687","444556.062267296","옥외광고물 제작, 설치, 광고대행",
"210","옥외광고업","04_15_01_P","4090000","2025409053208500007","2025-04-08","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 통진읍 동을산리 ***-**","경기도 김포시 통진읍 동을산로***번길 **","10015","에이프","2026-01-13 13:49:33","U","2026-01-15 02:40:00","","166856.363358016","466115.068209601","간판, 안내판 등 제조",
"211","옥외광고업","04_15_01_P","4090000","2025409053208500006","2025-04-10","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 구래동 ****-** 한강비즈나인 지식산업센터","경기도 김포시 김포한강*로***번길 **, 한강비즈나인 지식산업센터 ***호 (구래동)","10063","LS Factory","2026-01-13 13:51:35","U","2026-01-15 02:40:00","","167891.937751426","460951.855171393","옥외광고물 제작 등",
"212","옥외광고업","04_15_01_P","3220000","2025322017408500006","2025-04-07","","01","영업/정상","20","정상","","","","","","","","서울특별시 강남구 삼성동 ***-** WeWork빌딩","서울특별시 강남구 테헤란로 ***, WeWork빌딩 (삼성동)","06168","주식회사 레브컴그룹","2026-01-13 17:24:05","U","2026-01-15 02:40:00","","205026.399941685","445067.07146082","광고,홍보,광고대행업",
"213","옥외광고업","04_15_01_P","4090000","2025409053208500005","2024-10-14","","01","영업/정상","20","정상","","","","","","","","경기도 김포시 운양동 ****-*","경기도 김포시 김포한강*로 ***, 블루동 *층 ***호 (운양동)","10078","루메보 주식회사","2026-01-13 13:51:57","U","2026-01-15 02:40:00","","172067.985645414","461209.667645526","옥외광고물 제작, 설치, 대행",
"214","옥외광고업","04_15_01_P","3220000","2023322017408500018","2023-12-29","","01","영업/정상","20","정상","","","","","0236677331","","","서울특별시 강남구 논현동 ***-** 아모제논현빌딩","서울특별시 강남구 봉은사로 ***, 아모제논현빌딩 (논현동)","06103","(주)펀네트","2026-01-13 16:58:37","U","2026-01-15 02:40:00","","203607.068430001","445315.578728921","옥외광고물 제작, 설치, 광고대행",
"215","옥외광고업","04_15_01_P","3940000","2005410010708200001","2013-11-13","","01","영업/정상","20","정상","","","","","031 9115793","","","경기도 고양시 일산동구 성석동 ***-*","경기도 고양시 일산동구 성현로**번길 **-** (성석동)","410-570","(주)가야애드","2026-01-13 16:02:04","U","2026-01-15 02:40:00","","181951.306114872","467307.648829935","광고물제조, 인쇄, 광고대행",
"216","옥외광고업","04_15_01_P","3940000","2017396010708500002","2017-02-27","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 문봉동 **-*","경기도 고양시 일산동구 성현로 ***-* (문봉동)","10258","하나애드","2026-01-13 14:35:15","U","2026-01-15 02:40:00","","184776.712703718","466521.060012926","옥외광고물 설치, 표시, 대행",
"217","옥외광고업","04_15_01_P","3940000","2017396010708500005","2017-04-19","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 성석동 ****-*","경기도 고양시 일산동구 고봉로***번길 **-* (성석동)","10246","(주)에이스사인","2026-01-13 14:20:49","U","2026-01-15 02:40:00","","180695.642951704","467408.38619038","옥외광고물 제작, 설치, 표시, 대행",
"218","옥외광고업","04_15_01_P","3940000","2007410010708500002","2013-06-10","","01","영업/정상","20","정상","","","","","02  755 0703","","","경기도 고양시 일산동구 장항동 ***-*","경기도 고양시 일산동구 장대길 *** (장항동)","410-834","라온애드","2026-01-13 16:19:07","U","2026-01-15 02:40:00","","179139.934032556","459719.131142045","광고물 제작,설치,표시,대행",
"219","옥외광고업","04_15_01_P","3940000","2011395004908500001","2024-11-04","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 사리현동 **-***","경기도 고양시 일산동구 성현로 ***-** (사리현동)","10289","신우는사인","2026-01-13 16:07:15","U","2026-01-15 02:40:00","","186913.197221488","465669.963664359","간판제작",
"220","옥외광고업","04_15_01_P","3940000","2007410010708500004","2011-04-06","","01","영업/정상","20","정상","","","","","031 914 7001","","","경기도 고양시 일산동구 백석동 ****-* *층","경기도 고양시 일산동구 호수로***번길 *-* (백석동,*층)","","늘푸른기획","2026-01-13 16:00:30","U","2026-01-15 02:40:00","","180464.680736346","460134.497509091","옥외광고업",
"221","옥외광고업","04_15_01_P","3940000","2002394006308200026","2002-09-16","","01","영업/정상","20","정상","","","","","031 9054540","","","경기도 고양시 일산동구 장항동 ***-**","경기도 고양시 일산동구 장항로 *** (장항동)","10431","매일광고기획","2026-01-13 15:01:18","U","2026-01-15 02:40:00","","179598.0931318","460013.21034051","옥외광고업",
"222","옥외광고업","04_15_01_P","3940000","2003394006308200002","2003-03-17","","01","영업/정상","20","정상","","","","","031 915 3514","","","경기도 고양시 일산동구 풍동 ***-*","경기도 고양시 일산동구 성석로 ***, *동 *층 (성석동)","10312","Mr. 플랜","2026-01-13 14:34:27","U","2026-01-15 02:40:00","","182096.383450586","462046.322075821","옥외광고업",
"223","옥외광고업","04_15_01_P","3940000","2005396010708200009","2005-09-26","","01","영업/정상","20","정상","","","","","031 905 5505","","","경기도 고양시 일산동구 백석동 ****-*","경기도 고양시 일산동구 강송로**번길 *-* (백석동)","10445","영창그래픽스","2026-01-13 13:30:50","U","2026-01-15 02:40:00","","181423.9926446","460536.244884784","간판 및 광고물",
"224","옥외광고업","04_15_01_P","3940000","2005396010708200014","2025-02-18","","01","영업/정상","20","정상","","","","","031 903 4568","","","경기도 고양시 일산동구 문봉동 **-**","경기도 고양시 일산동구 지영로 **, *층 (문봉동)","10257","(주)디자인시선","2026-01-13 14:33:20","U","2026-01-15 02:40:00","","184483.713408042","466849.447435734","옥외광고물 제작",
"225","옥외광고업","04_15_01_P","3940000","1998394000008200037","2013-09-26","","01","영업/정상","20","정상","","","","","031 977 6969","","","경기도 고양시 일산동구 설문동 ***-**","경기도 고양시 일산동구 은마길 **-* (설문동)","410-819","(주)설이기획","2026-01-13 15:24:36","U","2026-01-15 02:40:00","","182915.62756227","468206.842813227","옥외광고업",
"226","옥외광고업","04_15_01_P","3940000","2010396012508500010","2010-07-02","","01","영업/정상","20","정상","","","","","0319756448","","","경기도 고양시 일산동구 문봉동 ***-**","경기도 고양시 일산동구 견달산로 *** (문봉동)","","서광기획","2026-01-13 13:36:17","U","2026-01-15 02:40:00","","184177.230219145","466495.217966474","옥외광고업(제작,설치 등)",
"227","옥외광고업","04_15_01_P","3940000","2016396010708500008","2016-08-04","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 백석동 ****-* 남정골드프라자","경기도 고양시 일산동구 일산로 ***, 유니테크빌벤처타운 ****호 (백석동)","10442","다원아트","2026-01-13 14:52:57","U","2026-01-15 02:40:00","","180977.405614282","460382.943564949","옥외광고물 제작,설치,표시,대행",
"228","옥외광고업","04_15_01_P","3940000","2016396010708500009","2019-09-26","","01","영업/정상","20","정상","","","","","","","","경기도 고양시 일산동구 장항동 ***","경기도 고양시 일산동구 호수로 ***, 삼성라끄빌 **층 ****호 (장항동)","10401","(주)다올","2026-01-13 14:49:48","U","2026-01-15 02:40:00","","179445.442192813","461829.827851561","옥외광고물 제작, 설치",
"229","옥외광고업","04_15_01_P","3940000","2006396010708200029","2006-12-19","","01","영업/정상","20","정상","","","","","031 975 9520","","","경기도 고양시 일산동구 지영동 ***","경기도 고양시 일산동구 고봉로***번길 *** (성석동)","10250","스피드기획","2026-01-13 14:25:04","U","2026-01-15 02:40:00","","184468.535530615","468219.058053595","옥외광고물 제작 및 설치",
