"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","판매점영업면적",
"264","안전상비의약품 판매업소","01_01_05_P","5710000","PHMH320195710108087500038","2019-12-31","","01","영업/정상","13","영업중","","","","","","","","충청북도 청주시 흥덕구 강내면 월곡리 299번지 14호","충청북도 청주시 흥덕구 강내면 탑연월곡길 80","28171","씨유 청주싱글벙글점","2026-01-08 16:01:48","U","2026-01-10 02:40:00","","232535.887700449","347024.463732763","0",
"265","안전상비의약품 판매업소","01_01_05_P","4930000","PHMH320244930013087500003","2024-07-18","","01","영업/정상","13","영업중","","","","","","","","전라남도 해남군 해남읍 구교리 91-10 지에스25 해남금강점","전라남도 해남군 해남읍 구교3길 11","59023","지에스25 해남금강점","2026-01-07 13:28:07","U","2026-01-10 02:40:00","","162520.180548122","120016.786468963","3.3",
"266","안전상비의약품 판매업소","01_01_05_P","3690000","PHMH320173690018087500014","2017-06-12","","01","영업/정상","13","영업중","","","","","","","","울산광역시 중구 복산동 829 번영로센트리지","울산광역시 중구 복산1길 1, 1층 상가 제103,104호 (복산동, 번영로센트리지)","44469","씨유 울산센트리지점","2026-01-08 14:10:15","U","2026-01-10 02:40:00","","","","0",
"267","안전상비의약품 판매업소","01_01_05_P","4810000","PHMH320154810029087500029","2015-10-27","","01","영업/정상","13","영업중","","","","","","","","","전라남도 여수시 무선로 169 (선원동)","59640","지에스(GS)25 여수무선로점","2026-01-08 10:36:07","U","2026-01-10 02:40:00","","259731.370061033","142083.13888851","128",
"268","안전상비의약품 판매업소","01_01_05_P","3220000","PHMH320203220033087500008","2020-02-07","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 대치동 447번지","서울특별시 강남구 삼성로 223, 1층 (대치동)","06280","씨유 대치역점","2026-01-07 09:25:55","U","2026-01-10 02:40:00","","205379.311685016","443854.825645618","100",
"269","안전상비의약품 판매업소","01_01_05_P","4671000","PHMH320194670076087500024","2019-09-09","","03","폐업","03","폐업","2026-01-08","","","","","","","전북특별자치도 군산시 산북동 3541번지 서군산농협","전북특별자치도 군산시 동아로 148, 소룡프라자 104,105,106,109호 (산북동)","54164","지에스25산북주공점","2026-01-08 13:27:46","U","2026-01-10 02:40:00","","171476.830137861","274271.549837927","105",
"270","안전상비의약품 판매업소","01_01_05_P","5670000","PHMH320225670554087500001","2022-01-03","","03","폐업","03","폐업","2026-01-03","","","","","","","경상남도 창원시 의창구 사림동 52-10 야구장","경상남도 창원시 의창구 퇴촌로 25, 야구장 (사림동)","51152","지에스(GS)25 창원퇴촌로점","2026-01-06 17:54:25","U","2026-01-10 02:40:00","","353571.973994496","194915.619798492","66",
"271","안전상비의약품 판매업소","01_01_05_P","5710000","PHMH320245710108087500007","2024-05-20","","03","폐업","03","폐업","2025-12-31","","","","","","","충청북도 청주시 흥덕구 옥산면 남촌리 1114-1","충청북도 청주시 흥덕구 옥산면 과학산업3로 29, LG에너지솔루션 오창에너지플랜트1공장 북문 복지동동 2층","28122","지에스25 오창엔솔2호점","2026-01-07 08:59:20","U","2026-01-10 02:40:00","","237081.354151502","355094.620921702","0",
"272","안전상비의약품 판매업소","01_01_05_P","3240000","PHMH320243240033087500014","2024-04-09","","03","폐업","03","폐업","2025-12-31","","","","","","","서울특별시 강동구 둔촌동 6-2 중앙보훈병원","서울특별시 강동구 진황도로61길 53, 중앙보훈병원 (둔촌동)","05368","보훈병원상조회","2026-01-06 11:40:10","U","2026-01-10 02:40:00","","212987.201084796","447504.948775288","0",
"273","안전상비의약품 판매업소","01_01_05_P","3290000","PHMH320173290024087500013","2017-04-19","","01","영업/정상","13","영업중","","","","","895-9480","","","","부산광역시 부산진구 백양관문로 25-9 (개금동)","47171","씨유 개금주공2단지점","2026-01-08 17:04:20","U","2026-01-10 02:40:00","","384938.482550309","186558.34843914","66",
"274","안전상비의약품 판매업소","01_01_05_P","4930000","PHMH320204930013087500002","2020-03-30","","01","영업/정상","13","영업중","","","","","","","","전라남도 해남군 해남읍 해리 166번지 7호 GS25 별나라PC방 터미널직업소개소","전라남도 해남군 해남읍 해남로 11, GS25 별나라PC방 터미널직업소개소","59027","GS25해남터미널점","2026-01-07 13:25:11","U","2026-01-10 02:40:00","","163985.898245972","119275.311632781","89",
"275","안전상비의약품 판매업소","01_01_05_P","4590000","PHMH320204590042087500001","2020-06-30","","01","영업/정상","13","영업중","","","","","041-944-0927","","","충청남도 청양군 청양읍 읍내리 327-9","충청남도 청양군 청양읍 칠갑산로4길 37","33332","씨유청양주공점","2026-01-07 09:20:17","U","2026-01-10 02:40:00","","182081.096928387","327445.470074034","113",
"276","안전상비의약품 판매업소","01_01_05_P","4420000","PHMH320254420014087500001","2025-09-30","","01","영업/정상","13","영업중","","","","","","","","충청북도 보은군 보은읍 삼산리 149-11 학원","충청북도 보은군 보은읍 보은로 122, 학원","28948","세븐일레븐 충북보은센터점","2026-01-07 10:36:20","U","2026-01-10 02:40:00","","264270.451454954","331788.600918368","0",
"277","안전상비의약품 판매업소","01_01_05_P","3990000","PHMH320173990309087500013","2017-05-08","","01","영업/정상","13","영업중","","","","","031-559-6986","","","경기도 남양주시 다산동 6054-2 1층 109호","경기도 남양주시 다산중앙로146번길 12-14, 1층 109호 (다산동)","12285","지에스(GS)25 다산타워점","2026-01-06 18:00:10","U","2026-01-10 02:40:00","","217783.297934031","458027.119535142","0",
"278","안전상비의약품 판매업소","01_01_05_P","3130000","PHMH320133130033087500054","2013-06-25","","03","폐업","03","폐업","2026-01-08","","","","","","121-821","서울특별시 마포구 망원동 384번지 23호","서울특별시 마포구 동교로 63 (망원동)","04018","이마트24 망원제일점","2026-01-08 15:00:29","U","2026-01-10 02:40:00","","191910.919353346","450154.716484565","0",
"279","안전상비의약품 판매업소","01_01_05_P","3200000","PHMH320163200033087500039","2016-06-22","","03","폐업","03","폐업","2026-01-06","","","","","","","서울특별시 관악구 봉천동 860번지 18호 1층","서울특별시 관악구 봉천로 471, 1층 (봉천동)","08745","세븐일레븐 서울대입구역중앙점","2026-01-07 12:13:26","U","2026-01-10 02:40:00","","195720.317994014","442249.711269788","0",
"280","안전상비의약품 판매업소","01_01_05_P","5710000","PHMH320205710106087500018","2020-09-11","","03","폐업","03","폐업","2026-01-05","","","","043-285-3964","","","충청북도 청주시 상당구 용암동 1187","충청북도 청주시 상당구 용암로 94-1 (용암동)","28770","GS25 용암센터점","2026-01-07 09:22:38","U","2026-01-10 02:40:00","","245024.291295337","346158.874058284","85.41",
"281","안전상비의약품 판매업소","01_01_05_P","3450000","PHMH320203450022087500044","2020-10-07","","01","영업/정상","13","영업중","","","","","","","","대구광역시 북구 태전동 1103 태전휴먼시아1단지 주상가동 101호","대구광역시 북구 매전로 73, 주상가동 101호 (태전동, 태전휴먼시아1단지)","41470","세븐일레븐 태전휴먼시아점","2026-01-06 17:21:05","U","2026-01-10 02:40:00","","339410.357264428","269057.215113261","40",
"282","안전상비의약품 판매업소","01_01_05_P","4610000","PHMH320254610020087500001","2025-07-15","","01","영업/정상","13","영업중","","","","","","","","충청남도 예산군 고덕면 대천리 770-7","충청남도 예산군 고덕면 고덕중앙로 72","32403","세븐일레븐 예산고덕중앙점","2026-01-08 18:20:45","U","2026-01-10 02:40:00","","173505.489175964","360547.03639426","59",
"283","안전상비의약품 판매업소","01_01_05_P","3120000","PHMH320143120033087500016","2014-09-29","","03","폐업","03","폐업","2026-01-08","","","","","","120-829","서울특별시 서대문구 연희동 237번지 5호","서울특별시 서대문구 연희로12길 23 (연희동)","03724","GS25 연대사랑점","2026-01-08 13:28:54","U","2026-01-10 02:40:00","","193960.785320115","451616.545579799","0",
"284","안전상비의약품 판매업소","01_01_05_P","4590000","PHMH320224590042087500003","2022-06-30","","01","영업/정상","13","영업중","","","","","041-943-8685","","","충청남도 청양군 청양읍 벽천리 210-3","충청남도 청양군 청양읍 충절로 1057","33303","씨유벽천대로점","2026-01-07 09:21:05","U","2026-01-10 02:40:00","","181547.086047181","326602.926168294","132",
"285","안전상비의약품 판매업소","01_01_05_P","4420000","PHMH320204420014087500001","2020-07-31","","01","영업/정상","13","영업중","","","","","","","","","충청북도 보은군 보은읍 남부로 4515 (거성아파트)","28948","CU보은교사점","2026-01-07 10:40:14","U","2026-01-10 02:40:00","","264541.356026616","331908.577469524","152",
"286","안전상비의약품 판매업소","01_01_05_P","3990000","PHMH320223990309087500018","2022-05-04","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 다산동 6054-2","경기도 남양주시 다산중앙로146번길 12-14, 109호 (다산동)","12285","GS25 다산타워점","2026-01-06 10:45:52","U","2026-01-10 02:40:00","","213582.50162668","458106.159052689","46.2",
"287","안전상비의약품 판매업소","01_01_05_P","4530000","PHMH320264530030087500001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","충청남도 서산시 읍내동 606-2","충청남도 서산시 문화로 51, 1층 (읍내동)","31973","씨유 서산읍내문화점","2026-01-09 18:01:57","I","2026-01-11 00:20:02","","150650.331007081","365064.744934176","63",
"288","안전상비의약품 판매업소","01_01_05_P","5430000","PHMH320265430014087500001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 서면 서상리 1286-4 GS25 남해스포츠파크점","경상남도 남해군 서면 남서대로 1676, GS25 남해스포츠파크점","52410","GS25남해스포츠파크점","2026-01-09 16:24:25","I","2026-01-11 00:20:02","","276394.295868298","146078.987791878","0",
"289","안전상비의약품 판매업소","01_01_05_P","3370000","PHMH320263370022087500001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 723-14","부산광역시 연제구 반송로 13-10, 1층 (연산동)","47520","지에스25 연산스테이점","2026-01-09 10:58:56","I","2026-01-11 00:20:02","","389596.205388063","189553.044871679","117.31",
"290","안전상비의약품 판매업소","01_01_05_P","3350000","PHMH320263350024087500001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 금정구 부곡동 235-5 우신뉴타운아파트","부산광역시 금정구 중앙대로1667번길 10, 우신뉴타운아파트 상가동 1층 104호,105호 (부곡동)","46278","씨유 부곡우신점","2026-01-09 17:12:27","I","2026-01-11 00:20:02","","390245.499488462","194753.720405666","0",
"291","안전상비의약품 판매업소","01_01_05_P","3300000","PHMH320263300024087500001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동래구 사직동 63-2","부산광역시 동래구 아시아드대로176번길 4 (사직동)","47840","CU 부산사직역점","2026-01-09 09:56:11","I","2026-01-11 00:20:02","","387996.017217922","190926.008771011","0",
"292","안전상비의약품 판매업소","01_01_05_P","3780000","PHMH320263780062087500001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 수정구 신흥동 6971 산성역자이푸르지오 3단지","경기도 성남시 수정구 희망로 531, 상가동 1층 5, 6호 (신흥동, 산성역자이푸르지오 3단지)","13267","지에스25 수정자이점","2026-01-09 16:45:44","I","2026-01-11 00:20:02","","","","0",
"293","안전상비의약품 판매업소","01_01_05_P","4830000","PHMH320264830021087500001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","전라남도 나주시 송월동 650-1","전라남도 나주시 남고문로 36-15, 1층 (송월동)","58259","CU 나주송월중앙점","2026-01-09 10:00:30","I","2026-01-11 00:20:02","","173938.313733593","169809.964457403","0",
"294","안전상비의약품 판매업소","01_01_05_P","3820000","PHMH320193820050087500042","2019-08-02","","01","영업/정상","13","영업중","","","","","871-5541","","","경기도 의정부시 호원동 220번지 2호 복지북부충전소","경기도 의정부시 평화로 75, 복지북부충전소 (호원동)","11648","복지북부충전소","2026-01-09 11:41:32","U","2026-01-11 02:40:00","","203907.62982687","466343.514867182","0",
"295","안전상비의약품 판매업소","01_01_05_P","3150000","PHMH320193150037087500076","2019-11-29","","03","폐업","03","폐업","2026-01-09","","","","","","","서울특별시 강서구 화곡동 410번지 17호","서울특별시 강서구 초록마을로30길 7 (화곡동)","07725","세븐일레븐 화곡현대점","2026-01-09 17:27:53","U","2026-01-11 02:40:00","","186565.17333433","448344.143441186","0",
"296","안전상비의약품 판매업소","01_01_05_P","3990000","PHMH320223990309087500005","2022-03-03","","01","영업/정상","13","영업중","","","","","","","","경기도 남양주시 다산동 6132","경기도 남양주시 다산중앙로82번길 14, 101,102호 (다산동)","12285","(주)코리아세븐 다산이편한점","2026-01-09 09:15:11","U","2026-01-11 02:40:00","","213721.898411278","457456.170201777","80",
"297","안전상비의약품 판매업소","01_01_05_P","3530000","PHMH320153530019087500036","2015-10-08","","03","폐업","03","폐업","2026-01-08","","","","446-1186","","","인천광역시 남동구 구월동 1144번지 10호","인천광역시 남동구 남동대로777번길 9, 104호 (구월동, 룩소르주상복합아파트)","21556","아이마트","2026-01-09 15:25:06","U","2026-01-11 02:40:00","","174004.403828695","438879.459700038","165",
"298","안전상비의약품 판매업소","01_01_05_P","4840000","PHMH320124840022087500013","2012-11-12","","01","영업/정상","13","영업중","","","","","792-5021","","545-883","전라남도 광양시 태인동 303번지 6호","전라남도 광양시 백운1로 13 (태인동)","57817","GS25 포스코태인점","2026-01-09 10:45:47","U","2026-01-11 02:40:00","","268138.194779287","159796.600873642","132",
"299","안전상비의약품 판매업소","01_01_05_P","4520000","PHMH320214520031087500036","2021-09-17","","03","폐업","03","폐업","2026-01-09","","","","","","","충청남도 아산시 음봉면 산동리 756","충청남도 아산시 음봉면 월산로 270, 2동","31418","세븐일레븐 아산산동사랑점","2026-01-09 15:55:45","U","2026-01-11 02:40:00","","208647.508447596","371980.336016545","0",
"300","안전상비의약품 판매업소","01_01_05_P","3110000","PHMH320213110032087500015","2021-04-28","","03","폐업","03","폐업","2026-01-07","","","","","","","서울특별시 은평구 수색동 416-1 수색진흥엣세벨","서울특별시 은평구 은평터널로 60, 104,105호 (수색동, 수색진흥엣세벨)","03492","지에스25 수색봉산점","2026-01-09 10:21:50","U","2026-01-11 02:40:00","","191123.929735857","453678.738280833","0",
"301","안전상비의약품 판매업소","01_01_05_P","4050000","PHMH320204050148087500051","2020-10-30","","01","영업/정상","13","영업중","","","","","031-274-5890","","","경기도 용인시 기흥구 중동 850-1 아이브타운","경기도 용인시 기흥구 동백4로 6, 아이브타운 104호 (중동)","17006","씨유 용인동백중앙점","2026-01-09 13:28:20","U","2026-01-11 02:40:00","","213404.357906966","418765.507703082","56.63",
"302","안전상비의약품 판매업소","01_01_05_P","5670000","PHMH320225670071087500028","2022-10-31","","01","영업/정상","13","영업중","","","","","02-3284-8112","","","경상남도 창원시 진해구 경화동 1135-1","경상남도 창원시 진해구 진해대로624번길 1, 1층 (경화동)","51668","세븐일레븐 진해경화역점","2026-01-09 16:36:13","U","2026-01-11 02:40:00","","353368.607520538","185619.858264785","59.5",
"303","안전상비의약품 판매업소","01_01_05_P","3250000","PHMH320213250021087500001","2021-02-17","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 중앙동1가 23-1","부산광역시 중구 중앙대로41번길 7, 1층 (중앙동1가)","48956","씨유부산중구중앙점","2026-01-09 15:55:04","U","2026-01-11 02:40:00","","385536.662176823","179901.197565646","60",
"304","안전상비의약품 판매업소","01_01_05_P","3780000","PHMH320213780062087500005","2021-03-17","","03","폐업","03","폐업","2026-01-09","","","","","","","경기도 성남시 수정구 창곡동 559-5 이너매스우남","경기도 성남시 수정구 위례서일로 22, 이너매스우남 111호 (창곡동)","13647","세븐일레븐 성남위례역점","2026-01-09 16:43:21","U","2026-01-11 02:40:00","","212161.034387199","440316.552992117","42",
"305","안전상비의약품 판매업소","01_01_05_P","3940000","PHMH320183940138087500004","2018-01-18","","03","폐업","03","폐업","2026-01-08","","","","","","","경기도 고양시 덕양구 신원동 667 삼송주유소","경기도 고양시 덕양구 신원1로 93, 삼송주유소 1층 (신원동)","10572","지에스(GS)25 삼송스위트점","2026-01-09 09:21:31","U","2026-01-11 02:40:00","","189706.643535405","461936.609031019","103",
"306","안전상비의약품 판매업소","01_01_05_P","3030000","PHMH320203030033087500020","2020-12-11","","03","폐업","03","폐업","2026-01-09","","","","","","","서울특별시 성동구 금호동2가 1215 금호자이1차","서울특별시 성동구 금호로 127, 금호자이1차 상가동 B3-2호 (금호동2가)","04728","지에스25(GS25) 금호로자이점","2026-01-09 14:03:34","U","2026-01-11 02:40:00","","201914.222823422","450063.478301322","0",
"307","안전상비의약품 판매업소","01_01_05_P","4940000","PHMH320224940017087500001","2022-06-14","","03","폐업","03","폐업","2026-01-09","","","","","","","","전라남도 영암군 시종면 마한로 1261","58427","세븐일레븐 영암시종점","2026-01-09 17:34:03","U","2026-01-11 02:40:00","","164149.125484434","152152.467182079","264",
"308","안전상비의약품 판매업소","01_01_05_P","5670000","PHMH320225670066087500016","2022-05-16","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 마산회원구 내서읍 삼계리 507-1 숲속마을주공5단지아파트 상가동 103, 호","경상남도 창원시 마산회원구 내서읍 숲속로 32, 숲속마을주공5단지아파트 상가동 103, 104호","51222","씨유 마산숲속주공점","2026-01-09 15:01:16","U","2026-01-11 02:40:00","","336157.137749073","193203.127240569","3",
"309","안전상비의약품 판매업소","01_01_05_P","4040000","PHMH320224040023087500013","2022-05-11","","01","영업/정상","13","영업중","","","","","","","","경기도 하남시 감북동 255","경기도 하남시 서하남로47번길 123, 1층 (감북동)","12991","씨유 서하남감북점","2026-01-09 10:32:01","U","2026-01-11 02:40:00","","213537.560574396","446447.169382072","60",
"310","안전상비의약품 판매업소","01_01_05_P","3250000","PHMH320233250021087500009","2023-11-10","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 보수동3가 29-11","부산광역시 중구 보수대로106번길 13, 1층 (보수동3가)","48965","지에스(GS)25 보수중앙점","2026-01-09 15:52:46","U","2026-01-11 02:40:00","","384274.573919925","180294.067247383","0",
"311","안전상비의약품 판매업소","01_01_05_P","3250000","PHMH320263250021087500001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 부평동2가 53-2","부산광역시 중구 광복로 4-1 (부평동2가)","48980","이마트24 부산광복로점","2026-01-11 10:13:19","I","2026-01-13 00:20:11","","384622.408954795","179684.168832376","0",
"312","안전상비의약품 판매업소","01_01_05_P","3780000","PHMH320263780062087500002","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 수정구 창곡동 559-5 이너매스우남","경기도 성남시 수정구 위례서일로 22, 이너매스우남 111호 (창곡동)","13647","(주)코리아세븐 성남위례역점","2026-01-12 10:06:04","I","2026-01-14 00:20:02","","212161.034387199","440316.552992117","48.4",
"313","안전상비의약품 판매업소","01_01_05_P","4520000","PHMH320264520031087500001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","","충청남도 아산시 배방읍 모산로 151-1, 1층","31482","씨유 아산모산점","2026-01-12 16:54:06","I","2026-01-14 00:20:02","","205237.112735661","363765.444223025","72",
"314","안전상비의약품 판매업소","01_01_05_P","3050000","PHMH320263050034087500001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동대문구 이문동 149-8 일대 이문아이파크자이 근생상가 B동 104호","서울특별시 동대문구 이문로 120, 일대 이문아이파크자이 근생상가 B동 104호 (이문동)","02418","지에스25 이문캔버스점","2026-01-12 09:04:05","I","2026-01-14 00:20:02","","205541.211931615","455132.605075423","44.82",
"315","안전상비의약품 판매업소","01_01_05_P","3620000","PHMH320263620020087500002","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","광주광역시 북구 신용동 860 첨단2지구 대성베르힐","광주광역시 북구 첨단연신로 100, 첨단2지구 대성베르힐 A동 108호 (신용동)","61085","세븐일레븐 광주첨단베르힐점","2026-01-12 13:17:58","I","2026-01-14 00:20:02","","187648.302840683","189734.61218906","0",
"316","안전상비의약품 판매업소","01_01_05_P","4060000","PHMH320264060482087500001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","경기도 파주시 동패동 2282 물향기마을 7단지","경기도 파주시 물향기2로 140, 에스001동 102, 103호 (동패동, 물향기마을 7단지)","10890","씨유 운정다온점","2026-01-12 16:36:13","I","2026-01-14 00:20:02","","","","72",
"317","안전상비의약품 판매업소","01_01_05_P","3030000","PHMH320263030033087500001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","서울특별시 성동구 금호동2가 1215 금호자이1차","서울특별시 성동구 금호로 127, 금호자이1차 상가동 B3-2호 (금호동2가)","04728","지에스(GS)25 금호로자이점","2026-01-12 14:46:43","I","2026-01-14 00:20:02","","201914.222823422","450063.478301322","0",
"318","안전상비의약품 판매업소","01_01_05_P","4490000","PHMH320194490261087500003","2019-01-17","","01","영업/정상","13","영업중","","","","","","","","충청남도 천안시 서북구 백석동 1115번지 천안백석행복주택","충청남도 천안시 서북구 한들1로 88 (백석동, 천안백석행복주택)","31092","지에스25백석사랑점","2026-01-12 09:12:10","U","2026-01-14 02:40:00","","210511.854092701","369845.870574839","0",
"319","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320243740032087500013","2024-09-23","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 고색동 1097","경기도 수원시 권선구 산업로 182, 1층 101~102호 (고색동)","16648","(주)코리아세븐 수원고색산단점","2026-01-12 16:39:07","U","2026-01-14 02:40:00","","198568.622471803","415645.975159411","0",
"320","안전상비의약품 판매업소","01_01_05_P","3510500","PHMH320123510021087500014","2012-11-08","","01","영업/정상","13","영업중","","","","","886-8655","","","인천광역시 미추홀구 용현동 628-10 대삼원룸","인천광역시 미추홀구 토금중로3번길 22, 101호 (용현동, 대삼원룸)","22186","지에스25 인천용현점","2026-01-12 19:18:53","U","2026-01-14 02:40:00","","167641.016798258","439290.290176365","0",
"321","안전상비의약품 판매업소","01_01_05_P","4990000","PHMH320244990020087500001","2024-04-25","","01","영업/정상","13","영업중","","","","","","","","","전라남도 완도군 완도읍 해변공원로 152, 201.202호 (쌍용 더플래티넘 완도)","59116","씨유 완도플래티넘점","2026-01-12 17:59:43","U","2026-01-14 02:40:00","","176875.038627661","92170.0677913141","54.48",
"322","안전상비의약품 판매업소","01_01_05_P","3030000","PHMH320213030033087500021","2021-10-05","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 성동구 고산자로 345, 고운타워 1층 104호 (마장동)","04704","지에스(GS)25 마장고운타워점","2026-01-12 17:12:55","U","2026-01-14 02:40:00","","203232.354620995","452019.132498433","30.38",
"323","안전상비의약품 판매업소","01_01_05_P","5710000","PHMH320215710106087500027","2021-10-08","","04","취소/말소/만료/정지/중지","24","직권폐업","2026-01-12","","","","","","","충청북도 청주시 상당구 용정동 344-4","충청북도 청주시 상당구 쇠내로153번길 35, 1층 (용정동)","28731","씨유청주용정굿모닝","2026-01-12 11:01:32","U","2026-01-14 02:40:00","","245566.234127982","346795.504542362","0",
"324","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320243740032087500001","2024-02-14","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 탑동 884-4 태영아이원 아파트","경기도 수원시 권선구 서둔로199번길 37, 101호 (탑동, 태영아이원 아파트)","16610","(주)코리아세븐 수원탑동중앙점","2026-01-12 16:41:56","U","2026-01-14 02:40:00","","197943.199958217","418524.64344578","40",
"325","안전상비의약품 판매업소","01_01_05_P","4641000","PHMH320244641050087500001","2024-01-25","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 효자동3가 1423-6","전북특별자치도 전주시 완산구 서곡6길 26, 1층 (효자동3가)","54956","씨유서곡프라임점","2026-01-12 16:24:12","U","2026-01-14 02:40:00","","209225.43322634","259470.140936573","0",
"326","안전상비의약품 판매업소","01_01_05_P","3680000","PHMH320153680022087500012","2015-12-23","","03","폐업","03","폐업","2026-01-12","","","","","","","대전광역시 대덕구 중리동 232번지 15호","대전광역시 대덕구 홍도로129번길 68 (중리동)","34426","지에스25 한남대북문점","2026-01-12 14:17:48","U","2026-01-14 02:40:00","","237925.434959098","317514.325481027","0",
"327","안전상비의약품 판매업소","01_01_05_P","5530000","PHMH320205530021087500068","2020-08-04","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 남양읍 남양리 2158-1","경기도 화성시 남양읍 시청로202번길 8-41, 1층","18270","지에스(GS)25 화성시청타운점","2026-01-12 15:50:34","U","2026-01-14 02:40:00","","184793.641212017","410507.350448797","80",
"328","안전상비의약품 판매업소","01_01_05_P","5530000","PHMH320205530021087500077","2020-08-18","","01","영업/정상","13","영업중","","","","","031-353-2714","","","경기도 화성시 향남읍 발안리 403","경기도 화성시 향남읍 발안남로55번길 28, 107~109호","18594","씨유 뉴발안우림점","2026-01-12 15:48:07","U","2026-01-14 02:40:00","","191457.948575475","403163.875749575","140",
"329","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320213740032087500037","2021-09-07","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 서둔동 421 수원역 한양아이클래스 퍼스트","경기도 수원시 권선구 세화로134번길 11, 108호 (서둔동, 수원역 한양아이클래스 퍼스트)","16621","씨유 수원역한양점","2026-01-12 16:47:19","U","2026-01-14 02:40:00","","199543.265456711","418102.061369703","72",
"330","안전상비의약품 판매업소","01_01_05_P","5330000","PHMH320215330023087500010","2021-08-19","","01","영업/정상","13","영업중","","","","","","","","경상남도 통영시 정량동 1077-1 창용제니스타운","경상남도 통영시 동호로 8(정량동, 창용제니스타운)","53050","씨유 통영창용점","2026-01-12 14:32:19","U","2026-01-14 02:40:00","","330905.986566793","150589.870259358","0",
"331","안전상비의약품 판매업소","01_01_05_P","5670000","PHMH320125670071087500061","2012-11-12","","03","폐업","03","폐업","2026-01-08","","","","055-542-4443","","645-190","경상남도 창원시 진해구 화천동 19번지 2호","경상남도 창원시 진해구 중원로 87 (화천동)","51676","GS25진해제일점","2026-01-12 10:01:28","U","2026-01-14 02:40:00","","351172.199433055","184916.849947597","92",
"332","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320193740032087500016","2019-07-08","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 평동 23번지 28호 수원공구유통타운","경기도 수원시 권선구 매송고색로 873, 수원공구유통타운 1층 129, 130호 (평동)","16598","세븐일레븐 수원공구상가점","2026-01-12 16:36:08","U","2026-01-14 02:40:00","","199667.05949348","417401.736484587","0",
"333","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320183740032087500038","2018-09-10","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 세류동 565번지 2호","경기도 수원시 권선구 정조로495번길 7-1, 1층 (세류동)","16655","세븐일레븐 수원세류사거리점","2026-01-12 16:48:26","U","2026-01-14 02:40:00","","200896.871676403","416823.67314982","0",
"334","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320153740032087500039","2015-11-13","","01","영업/정상","13","영업중","","","","","","","16582","","경기도 수원시 권선구 권광로 55, 117호 (권선동, 권선자이 이편한세상 상가동)","16582","(주)코리아세븐 수원세권로점","2026-01-12 16:40:39","U","2026-01-14 02:40:00","","202272.314465399","416779.037573728","49.5",
"335","안전상비의약품 판매업소","01_01_05_P","3740000","PHMH320163740032087500026","2016-06-29","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 권선동 964번지 13호 외2필지, 1층","경기도 수원시 권선구 권선로 637, 1층 (권선동)","16569","(주)코리아세븐 수원권선점","2026-01-12 16:41:27","U","2026-01-14 02:40:00","","201822.555639315","417682.698672251","49.5",
