"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","환경업무구분명","폐기물처리업구분명","폐기물처리업별처리구분명","폐기물구분명","허용보관량","허용보관량내용",
"128","건설폐기물처리업","09_30_05_P","4701000","470100092199800001","1998-07-21","","01","영업/정상","BBBB","영업","","","","","0636348600","","","전북특별자치도 남원시 사매면 월평리 28-9","전북특별자치도 남원시 사매면 춘향로 807","55703","(유)그린환경건설","2026-01-09 10:55:04","U","2026-01-11 02:40:00","","232949.723646587","219954.434550537","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","16090.5","",
"129","건설폐기물처리업","09_30_05_P","5710000","572500092201000004","2026-01-09","","01","영업/정상","BBBB","영업","","","","","0432693885","","363-812","충청북도 청주시 서원구 남이면 사동리 100-0","충청북도 청주시 서원구 남이면 저산척북로 542","363-812","두제산업개발(주)","2026-01-09 09:47:58","U","2026-01-11 02:40:00","","237037.046035333","340714.792042527","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"130","건설폐기물처리업","09_30_05_P","3910000","391000092202500003","2025-05-29","","01","영업/정상","BBBB","영업","","","","","","","","경기도 평택시 포승읍 방림리 645-3","경기도 평택시 포승읍 도대1로 70","17965","주식회사 지구하다","2026-01-09 13:04:18","U","2026-01-11 02:40:00","","190531.351632612","384432.116534732","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"131","건설폐기물처리업","09_30_05_P","3310000","331000092201700002","2018-01-15","","01","영업/정상","BBBB","영업","","","","","051-645-8866","","","부산광역시 남구 우암동 247-1","부산광역시 남구 우암로 259 (우암동)","48480","(주)가가산업","2026-01-09 13:47:32","U","2026-01-11 02:40:00","","388467.664448836","182624.52983227","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"132","건설폐기물처리업","09_30_05_P","4390000","439000092200800002","2025-10-20","","01","영업/정상","BBBB","영업","","","","","8460369","","380-956","충청북도 충주시 안림동 477-2","충청북도 충주시 안림로 26 (안림동)","380-110","(주)문화환경개발","2026-01-09 09:15:00","U","2026-01-11 02:40:00","","284513.473942106","385737.254767187","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"133","건설폐기물처리업","09_30_05_P","4550000","455000092201300002","2015-09-24","","01","영업/정상","BBBB","영업","","","","","0417541551","","312-932","충청남도 금산군 진산면 막현리 286-1","","","주안아스콘(주)","2026-01-09 16:32:26","U","2026-01-11 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"134","건설폐기물처리업","09_30_05_P","4570000","457000092201100001","2011-10-12","","01","영업/정상","BBBB","영업","","","","","837-6114","","","충청남도 부여군 부여읍 염창리 511-2","충청남도 부여군 부여읍 동문로142번길 2-18, 1호","33162","대한건설 주식회사","2026-01-09 10:23:57","U","2026-01-11 02:40:00","","194842.008915957","307134.763164968","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"135","건설폐기물처리업","09_30_05_P","5590000","559000092200000007","2000-08-17","","01","영업/정상","BBBB","영업","","","","","0318612285","","482-861","경기도 양주시 은현면 도하리 225-11","경기도 양주시 은현면 그루고개로 403-45","11431","산양환경산업(주)","2026-01-09 10:40:17","U","2026-01-11 02:40:00","","200613.152441857","482412.310585336","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"136","건설폐기물처리업","09_30_05_P","5410000","541000092201000001","2010-08-02","","01","영업/정상","BBBB","영업","","","","","0555325700","","","경상남도 창녕군 대지면 본초리 237","경상남도 창녕군 대지면 우포1대로 1218","635-820","(주)두남환경","2026-01-10 10:40:51","U","2026-01-12 02:40:00","","331357.681489007","226997.037537432","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","16724.85","",
"137","건설폐기물처리업","09_30_05_P","3630000","363000092201800003","2021-12-29","","01","영업/정상","BBBB","영업","","","","","","","","광주광역시 광산구 소촌동 629-5","광주광역시 광산구 어등대로647번길 3 (소촌동)","62389","디딤환경산업","2026-01-11 11:50:07","U","2026-01-13 02:40:00","","180805.550415879","183019.008057444","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"138","건설폐기물처리업","09_30_05_P","4641000","466100092201000001","2017-04-07","","01","영업/정상","BBBB","영업","","","","","211-9133","","561-840","전북특별자치도 전주시 덕진구 팔복동4가 180-2","전북특별자치도 전주시 덕진구 야전1길 71 (팔복동4가)","561-840","(유)대연산업","2026-01-11 15:10:32","U","2026-01-13 02:40:00","","209427.316279552","262984.530232529","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","8000","",
"139","건설폐기물처리업","09_30_05_P","3630000","363000092202500009","2026-01-12","","01","영업/정상","BBBB","영업","","","","","","","","광주광역시 광산구 쌍암동 687-5 첨단대라수3차","광주광역시 광산구 임방울대로825번길 22-77, 상가1동동 2층 201호 (쌍암동, 첨단대라수3차)","62278","(유)가나환경산업","2026-01-12 09:49:06","I","2026-01-14 00:20:02","","186258.908342904","191312.593092624","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"140","건설폐기물처리업","09_30_05_P","4930000","493000092202300001","2025-12-31","","01","영업/정상","BBBB","영업","","","","","061-535-6111","","","전라남도 해남군 해남읍 복평리 976-8","전라남도 해남군 해남읍 응달길 175-170","59045","거산환경개발 유한회사","2026-01-12 10:55:46","U","2026-01-14 02:40:00","","157205.899253951","117498.033526377","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","10136","",
"141","건설폐기물처리업","09_30_05_P","5710000","571000092202300005","2025-04-11","","01","영업/정상","BBBB","영업","","","","","","","","충청북도 청주시 서원구 남이면 외천리 209","충청북도 청주시 서원구 남이면 남이외천길 30, 201호","28185","범양이엔지","2026-01-12 14:15:11","U","2026-01-14 02:40:00","","238440.243246357","339218.901504554","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"142","건설폐기물처리업","09_30_05_P","6510000","651000092200700003","2007-02-23","","01","영업/정상","BBBB","영업","","","","","0647998272","","690-911","제주특별자치도 제주시 애월읍 소길리 1076-2 2,5,6,7,10,11","제주특별자치도 제주시 애월읍 광상로 633-29 (2,5,6,7,10,11)","","서광산업주식회사","2026-01-12 15:48:02","U","2026-01-14 02:40:00","","141421.367538956","-6802.59560795676","건설폐기물처리업사업계획(허가)신청","","","","0","",
"143","건설폐기물처리업","09_30_05_P","6520000","652000092201200002","2012-07-02","","01","영업/정상","BBBB","영업","","","","","0647380171","","","제주특별자치도 서귀포시 상예동 525","제주특별자치도 서귀포시 예래로 98 (상예동)","63537","예래개발","2026-01-12 18:01:03","U","2026-01-14 02:40:00","","143736.236578637","-26798.5166898442","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"144","건설폐기물처리업","09_30_05_P","4840000","484000092201900001","2019-08-13","","01","영업/정상","BBBB","영업","","","","","061-763-0994","","","전라남도 광양시 광양읍 구산리 770-10","전라남도 광양시 광양읍 서평로 85, 1층 101호","57736","대성기업","2026-01-12 11:43:04","U","2026-01-14 02:40:00","","252878.405450356","164868.03883251","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"145","건설폐기물처리업","09_30_05_P","5530000","553000092202400010","2024-08-14","","01","영업/정상","BBBB","영업","","","","","","","","경기도 화성시 향남읍 상신리 1287-8","경기도 화성시 향남읍 상신하길로135번길 9-6","18617","(주)전진토건","2026-01-12 10:55:09","U","2026-01-14 02:40:00","","190878.14975702","400488.646726476","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"146","건설폐기물처리업","09_30_05_P","3990000","399000092199700001","1997-08-06","","01","영업/정상","BBBB","영업","","","","","0315290123","","","경기도 남양주시 진건읍 송능리 56-1","경기도 남양주시 진건읍 독정로273번길 71","","(주)방태","2026-01-12 17:39:21","U","2026-01-14 02:40:00","","217702.86082009","464046.633308411","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"147","건설폐기물처리업","09_30_05_P","3910000","391000092202100008","2023-11-07","","01","영업/정상","BBBB","영업","","","","","","","","경기도 평택시 진위면 은산리 868-1","경기도 평택시 진위면 삼봉로 480-16","17717","(주)태룡환경","2026-01-12 16:38:41","U","2026-01-14 02:40:00","","209527.25263181","399085.033027161","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"148","건설폐기물처리업","09_30_05_P","3920000","392000092200000001","2000-02-10","","01","영업/정상","BBBB","영업","","","","","863-1484","","482-869","경기도 동두천시 상패동 648-18 외 7필지","경기도 동두천시 삼육사로652번길 35 (상패동)","11341","(주)신명","2026-01-12 17:54:42","U","2026-01-14 02:40:00","","202275.877404995","489295.926793704","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"149","건설폐기물처리업","09_30_05_P","4420000","442000092202100001","2024-11-25","","01","영업/정상","BBBB","영업","","","","","0432743116","","","충청북도 보은군 회인면 중앙리 81-7","충청북도 보은군 회인면 회인로 36","28929","주식회사 천우이엔씨","2026-01-12 15:30:33","U","2026-01-14 02:40:00","","253485.261842235","332373.895360648","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"150","건설폐기물처리업","09_30_05_P","5460000","546000092200400001","2023-12-13","","01","영업/정상","BBBB","영업","","","","","0559626677","","","경상남도 함양군 휴천면 호산리 680","경상남도 함양군 휴천면 목현옥매로 209","","남양기업(주)","2026-01-12 20:07:46","U","2026-01-14 02:40:00","","268602.3898786","222174.884354069","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","19200","",
"151","건설폐기물처리업","09_30_05_P","5530000","553000092200200006","2025-07-28","","01","영업/정상","BBBB","영업","","","","","","","","경기도 화성시 서신면 전곡리 80-65","","","(주)동우개발","2026-01-12 17:48:59","U","2026-01-14 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"152","건설폐기물처리업","09_30_05_P","5710000","571000092201700001","2026-01-12","","01","영업/정상","BBBB","영업","","","","","","","","충청북도 청주시 서원구 분평동 673-1 BJ산림개발","충청북도 청주시 서원구 용평로93번길 55-1 (분평동)","28804","전국철거산업(충북건기)","2026-01-12 14:15:59","U","2026-01-14 02:40:00","","243513.423248962","344718.446912534","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"153","건설폐기물처리업","09_30_05_P","4390000","439000092201100002","2011-12-29","","01","영업/정상","BBBB","영업","","","","","8532880","","","충청북도 충주시 금릉동 675-1","충청북도 충주시 금제10길 8-1 (금릉동)","380-230","(주)정현산업","2026-01-12 09:34:25","U","2026-01-14 02:40:00","","282246.131907341","388006.418673971","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"154","건설폐기물처리업","09_30_05_P","4390000","439000092200500001","2025-04-01","","01","영업/정상","BBBB","영업","","","","","0438451143","","380-964","충청북도 충주시 칠금동 287-2","충청북도 충주시 탄금대로 203-1 (칠금동)","27441","(주)산수개발환경","2026-01-12 09:29:07","U","2026-01-14 02:40:00","","280800.922901916","387128.585029955","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"155","건설폐기물처리업","09_30_05_P","4530000","453000092201200001","2025-08-19","","01","영업/정상","BBBB","영업","","","","","041-668-4742","","356-130","충청남도 서산시 장동 72-5","충청남도 서산시 장동오남길 73 (장동)","32011","청록환경산업(주)","2026-01-12 17:56:05","U","2026-01-14 02:40:00","","155042.220246308","360756.686347961","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"156","건설폐기물처리업","09_30_05_P","4140000","414000092200000001","2000-01-17","","01","영업/정상","BBBB","영업","","","","","","","","경기도 연천군 청산면 초성리 310-16","경기도 연천군 청산면 청창로 100","11023","(주)씨.에스","2026-01-12 10:33:28","U","2026-01-14 02:40:00","","206527.78000803","500261.130042022","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"157","건설폐기물처리업","09_30_05_P","5710000","571000092202000006","2025-03-07","","01","영업/정상","BBBB","영업","","","","","","","","충청북도 청주시 흥덕구 현암동 5-1","충청북도 청주시 흥덕구 서부로 809 (현암동)","28371","청주폐기물","2026-01-12 10:18:45","U","2026-01-14 02:40:00","","235745.595598588","343763.816989523","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"158","건설폐기물처리업","09_30_05_P","5380000","538000092202300003","2023-11-27","","01","영업/정상","BBBB","영업","","","","","","","","경상남도 양산시 덕계동 754-35","경상남도 양산시 덕계로 9 (덕계동)","50556","(주)한울산업개발","2026-01-12 18:00:07","U","2026-01-14 02:40:00","","395115.305487262","209898.909140318","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"159","건설폐기물처리업","09_30_05_P","3900000","390000092200600002","2019-06-10","","01","영업/정상","BBBB","영업","","","","","02-2688-0056","","423-010","","경기도 광명시 부광로 325 (옥길동)","423-100","중앙환경","2019-07-09 17:49:20","D","2026-01-14 16:50:48","","185424.830604542","440232.33298108","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"160","건설폐기물처리업","09_30_05_P","4850000","485000092200000002","2000-02-16","","01","영업/정상","BBBB","영업","","","","","0613818505","","517-811","전라남도 담양군 금성면 금성리 922","전라남도 담양군 금성면 새덕굴길 57-51","","금성환경산업","2022-09-08 08:39:42","D","2026-01-14 16:50:48","","203103.627606305","206559.285106452","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","16780","",
"161","건설폐기물처리업","09_30_05_P","4850000","485000092200800001","2008-02-25","","01","영업/정상","BBBB","영업","","","","","","","517-852","전라남도 담양군 봉산면 제월리 57번지","전라남도 담양군 봉산면 제월길 216-36","517-852","(주)인성콘크리트","2012-06-01 18:45:42","D","2026-01-14 16:50:48","","197534.586463486","198210.653313866","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","100","",
"162","건설폐기물처리업","09_30_05_P","6520000","652000092200700007","2007-08-06","","01","영업/정상","BBBB","영업","","","","","0647630788","","697-010","제주특별자치도 서귀포시 서귀동 324-2번지","","","두원개발","2014-06-11 11:37:32","D","2026-01-14 16:50:48","","158587.532858235","-27412.2021984717","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"163","건설폐기물처리업","09_30_05_P","6520000","652000092200700001","2007-06-21","","01","영업/정상","BBBB","영업","","","","","","","699-913","제주특별자치도 서귀포시 표선면 세화리 일주동로 6291","","","연합덤프","2014-07-10 09:30:06","D","2026-01-14 16:50:48","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","건설폐기물","0","",
"164","건설폐기물처리업","09_30_05_P","6520000","652000092200700010","2009-12-21","","01","영업/정상","BBBB","영업","","","","","064-762-9949","","697-070","제주특별자치도 서귀포시 동홍동 일주동로 8670 (동홍동)","","","양지개발","2016-08-18 16:04:10","D","2026-01-14 16:50:48","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"165","건설폐기물처리업","09_30_05_P","3900000","390000092201400001","2014-06-11","","01","영업/정상","BBBB","영업","","","","","028998491","","","","경기도 광명시 오리로 424 (소하동)","423-823","이레산업개발(주)","2015-07-02 08:49:35","D","2026-01-14 16:50:48","","189241.927903161","437547.890716148","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","","",
"166","건설폐기물처리업","09_30_05_P","5070000","507000092201100001","2023-12-01","","01","영업/정상","BBBB","영업","","","","","054-856-1231","","","경상북도 안동시 일직면 광연리 590-1","경상북도 안동시 일직면 중반들길 14-45","36756","동성이엔티","2026-01-13 17:04:06","U","2026-01-15 02:40:00","","349454.168337522","329154.210002338","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","21030","",
"167","건설폐기물처리업","09_30_05_P","5070000","507000092200600011","2023-06-04","","01","영업/정상","BBBB","영업","","","","","054-858-8550","","760-863","경상북도 안동시 남선면 현내리 6-2-1","경상북도 안동시 남선면 충효로 4147-19","760-863","(주)대흥환경산업","2026-01-13 13:33:15","U","2026-01-15 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","29645","",
"168","건설폐기물처리업","09_30_05_P","5070000","507000092201100003","2025-06-26","","01","영업/정상","BBBB","영업","","","","","054-856-1231","","","경상북도 안동시 일직면 광연리 590-1","경상북도 안동시 일직면 중반들길 14-45","36756","동성이엔티","2026-01-13 17:04:06","U","2026-01-15 02:40:00","","349454.168337522","329154.210002338","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"169","건설폐기물처리업","09_30_05_P","5070000","507000092200900003","2025-09-25","","01","영업/정상","BBBB","영업","","","","","054-858-8550","","760-863","경상북도 안동시 남선면 현내리 6-2-1","경상북도 안동시 남선면 충효로 4147-19","760-863","(주)대흥환경산업","2026-01-13 13:33:15","U","2026-01-15 02:40:00","","","","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"170","건설폐기물처리업","09_30_05_P","5050000","505000092201900001","2019-04-24","","01","영업/정상","BBBB","영업","","","","","0547719003","","","경상북도 경주시 동천동 920-2","경상북도 경주시 초당길 4 (동천동)","38110","승지건설(주)","2026-01-13 16:07:59","U","2026-01-15 02:40:00","","401330.209684342","262953.612687911","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"171","건설폐기물처리업","09_30_05_P","5310000","531000092200900003","1998-04-14","","01","영업/정상","BBBB","영업","","","","","7444031","","660-951","경상남도 진주시 인사동 5-15","경상남도 진주시 촉석로132번길 9 (인사동)","52686","(주)청암산업","2026-01-13 18:06:01","U","2026-01-15 02:40:00","","298032.350616337","188720.930706333","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"172","건설폐기물처리업","09_30_05_P","5350000","535000092200600004","2024-08-01","","01","영업/정상","BBBB","영업","","","","","","","","경상남도 김해시 한림면 신천리 434-3","경상남도 김해시 한림면 김해대로1538번길 101","50853","(주)명송","2026-01-13 17:47:02","U","2026-01-15 02:40:00","","367517.768709959","198214.30738389","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","32457","",
"173","건설폐기물처리업","09_30_05_P","4810000","481000092200100008","2012-01-09","","01","영업/정상","BBBB","영업","","","","","061-686-6401","","","전라남도 여수시 소라면 봉두리 839-1","전라남도 여수시 소라면 의곡길 115","59608","(유)삼려환경-수집운반","2026-01-13 10:57:14","U","2026-01-15 02:40:00","","254101.973123715","145288.02614828","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"174","건설폐기물처리업","09_30_05_P","6510000","651000092200700005","2007-05-28","","01","영업/정상","BBBB","영업","","","","","723-8992","","","제주특별자치도 제주시 봉개동 82","제주특별자치도 제주시 송이길 8 (봉개동)","63313","(주)청봉환경","2026-01-13 10:17:45","U","2026-01-15 02:40:00","","164985.91609278","-1711.65990436929","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","18012","",
"175","건설폐기물처리업","09_30_05_P","6510000","651000092201600009","2017-01-02","","01","영업/정상","BBBB","영업","","","","","0647238992","","","제주특별자치도 제주시 봉개동 82","제주특별자치도 제주시 송이길 8 (봉개동)","63313","주식회사 청봉환경","2026-01-13 14:15:30","U","2026-01-15 02:40:00","","164985.91609278","-1711.65990436929","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"176","건설폐기물처리업","09_30_05_P","4810000","481000092200000014","2025-05-29","","01","영업/정상","BBBB","영업","","","","","0616866401","","556-812","전라남도 여수시 소라면 봉두리 836","전라남도 여수시 소라면 의곡길 115","","(유)삼려환경","2026-01-13 10:56:49","U","2026-01-15 02:40:00","","254194.454231793","145218.309013843","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"177","건설폐기물처리업","09_30_05_P","4880000","488000092202400001","2024-12-06","","01","영업/정상","BBBB","영업","","","","","","","","전라남도 고흥군 도덕면 신양리 201 , 201-2","전라남도 고흥군 도덕면 고흥로 689-116","59546","주식회사 금빛환경","2026-01-13 10:15:08","U","2026-01-15 02:40:00","","217549.047558671","120299.03134243","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"178","건설폐기물처리업","09_30_05_P","5120000","512000092200900005","2026-01-12","","01","영업/정상","BBBB","영업","","","","","054-571-1491","","745-863","경상북도 문경시 마성면 하내리 95-1","경상북도 문경시 마성면 은성로 1412","","주흘산업개발","2026-01-13 09:01:42","U","2026-01-15 02:40:00","","298584.663525532","353285.850797303","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"179","건설폐기물처리업","09_30_05_P","5120000","512000092201100001","2011-06-30","","01","영업/정상","BBBB","영업","","","","","0545711491","","","경상북도 문경시 마성면 하내리 95-1 주흘산업개발","경상북도 문경시 마성면 은성로 1412 (주흘산업개발)","745-863","주흘산업개발","2026-01-13 18:00:00","U","2026-01-15 02:40:00","","298584.663525532","353285.850797303","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"180","건설폐기물처리업","09_30_05_P","5380000","538000092201300002","2025-11-11","","01","영업/정상","BBBB","영업","","","","","367-8415","","","경상남도 양산시 북부동 148-19 215-3호","경상남도 양산시 중앙로 232 (북부동, 북부시장)","50617","(주)대성환경-배출시설계","2026-01-13 09:56:01","U","2026-01-15 02:40:00","","385480.955614708","207576.476832575","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"181","건설폐기물처리업","09_30_05_P","5380000","538000092201700002","2020-03-16","","01","영업/정상","BBBB","영업","","","","","","","","","경상남도 양산시 동면 금오7길 65-12","50639","그린텍환경산업","2026-01-13 15:32:26","U","2026-01-15 02:40:00","","383759.630570537","203326.500926849","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"182","건설폐기물처리업","09_30_05_P","3560000","356000092199500007","2025-12-29","","01","영업/정상","BBBB","영업","","","","","032-715-7445","","","인천광역시 서구 왕길동 64-431","","","(주)한성기업","2026-01-13 18:06:02","U","2026-01-15 02:40:00","","168866.327547572","453436.445961942","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"183","건설폐기물처리업","09_30_05_P","3510500","351050092201500001","2015-12-01","","01","영업/정상","BBBB","영업","","","","","032-887-6151","","","인천광역시 미추홀구 숭의동 128-16 다인캐슬","인천광역시 미추홀구 미추로 62-1, 다인캐슬 (숭의동)","22161","(주)부흥이엔씨","2026-01-13 13:58:36","U","2026-01-15 02:40:00","","168601.731966008","440432.949573849","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"184","건설폐기물처리업","09_30_05_P","3090000","309000092201500002","2015-07-22","","01","영업/정상","BBBB","영업","","","","","070-4070-4080","","132-752","서울특별시 도봉구 도봉동 629-6 한밭법조타워","서울특별시 도봉구 마들로 760, 한밭법조타워 306호 (도봉동)","01323","(주)한솔이디아이","2026-01-13 16:47:52","U","2026-01-15 02:40:00","","204286.797406657","463930.060025748","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"185","건설폐기물처리업","09_30_05_P","5350000","535000092202000001","2025-08-12","","01","영업/정상","BBBB","영업","","","","","","","","경상남도 김해시 한림면 신천리 434-3","경상남도 김해시 한림면 김해대로1538번길 101","50853","(주)명송","2026-01-13 17:47:02","U","2026-01-15 02:40:00","","367517.768709959","198214.30738389","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"186","건설폐기물처리업","09_30_05_P","3560000","356000092201700003","2025-12-11","","01","영업/정상","BBBB","영업","","","","","032-715-7445","","","인천광역시 서구 왕길동 64-431","","","(주)한성기업","2026-01-13 18:06:02","U","2026-01-15 02:40:00","","168866.327547572","453436.445961942","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"187","건설폐기물처리업","09_30_05_P","5020000","502000092200700006","2016-03-24","","01","영업/정상","BBBB","영업","","","","","054-278-4477","","790-882","경상북도 포항시 남구 연일읍 학전리 7-8","경상북도 포항시 남구 연일읍 동해대로 678","790-882","미래개발(주)","2026-01-13 18:05:38","U","2026-01-15 02:40:00","","408456.816120029","284678.30794646","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"188","건설폐기물처리업","09_30_05_P","3550000","355000092202000003","2020-08-10","","01","영업/정상","BBBB","영업","","","","","032-555-6255","","","인천광역시 계양구 서운동 149-19","인천광역시 계양구 서운산업로47번길 8 (서운동)","21075","인성환경(주)","2026-01-13 17:10:48","U","2026-01-15 02:40:00","","178403.671864094","447551.891150749","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"189","건설폐기물처리업","09_30_05_P","5050000","505000092202500001","2025-07-31","","01","영업/정상","BBBB","영업","","","","","0547741010","","","경상북도 경주시 강동면 호명리 246","경상북도 경주시 강동면 산업로 5549-29, 101호","38032","(주)강동","2026-01-13 16:11:46","U","2026-01-15 02:40:00","","402648.448536354","276927.977714955","건설폐기물처리업사업계획(허가)신청","중간처분업(건설폐기물)","","","0","",
"190","건설폐기물처리업","09_30_05_P","3670000","367000092202200004","2023-01-09","","01","영업/정상","BBBB","영업","","","","","042-934-6653","","305-509","대전광역시 유성구 관평동 960 대덕신대륙프라자 504호","대전광역시 유성구 테크노중앙로 72, 504호 (관평동, 신대률프라자)","305-509","유영산업(주)","2026-01-13 09:57:34","U","2026-01-15 02:40:00","","235169.732964696","325010.090340098","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"191","건설폐기물처리업","09_30_05_P","4620000","462000092201000001","2011-05-03","","01","영업/정상","BBBB","영업","","","","","0416661957","","357-901","충청남도 태안군 태안읍 장산리 17-6 1층","충청남도 태안군 태안읍 귀실길 14, 1층","32145","어송환경산업(주)","2026-01-13 14:12:20","U","2026-01-15 02:40:00","","136726.95150348","360844.565695953","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"192","건설폐기물처리업","09_30_05_P","3820000","382000092200800002","2008-04-11","","01","영업/정상","BBBB","영업","","","","","031-872-9101","","480-010","경기도 의정부시 민락동 733-7","경기도 의정부시 용현로105번길 33-1, 7층 704호 (민락동)","11803","백마중기(주)","2026-01-13 17:41:02","U","2026-01-15 02:40:00","","207571.91436834","471146.054243803","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
"193","건설폐기물처리업","09_30_05_P","5710000","571000092202200004","2025-10-22","","01","영업/정상","BBBB","영업","","","","","0432730070","","","충청북도 청주시 흥덕구 지동동 722-2","충청북도 청주시 흥덕구 고락로 29-4 (지동동)","28359","박철거","2026-01-13 15:21:58","U","2026-01-15 02:40:00","","235938.018228345","349199.134078293","건설폐기물처리업사업계획(허가)신청","수집운반업(건설폐기물)","","","0","",
