"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","사무실면적","소독차량차고면적","초미립자살포기수","휴대용소독기수","동력분무기수","수동식분무기수","방독면수","보호안경수","보호용의복수","진공청소기수",
"137","소독업","09_30_11_P","3510500","PHMB520203510513042500007","2020-06-05","","01","영업/정상","13","영업중","","","","","032-865-5001","","","인천광역시 미추홀구 도화동 624-249","인천광역시 미추홀구 수봉북로12번길 18, 1층 (도화동)","22164","(주)삼창기업","2026-01-06 17:35:13","U","2026-01-09 02:40:00","","170085.381834363","440342.431265491","0","0","1","2","0","3","5","5","5","2",
"138","소독업","09_30_11_P","4430000","PHMB520204430014042500001","2020-05-19","","03","폐업","03","폐업","2026-01-05","","","","","","","충청북도 옥천군 옥천읍 삼양리 210번지 11호 사무소","충청북도 옥천군 옥천읍 삼양로5길 21-7, 사무소 1층","29033","옥천그린","2026-01-06 16:45:13","U","2026-01-09 02:40:00","","250734.323852491","311658.130600128","25.34","14.33","1","2","0","3","5","5","5","1",
"139","소독업","09_30_11_P","3050000","PHMB520203050034042500008","2020-04-23","","03","폐업","03","폐업","2025-12-12","","","","","","","서울특별시 동대문구 장안동 429번지 3호","서울특별시 동대문구 장한로 51, 3층 (장안동)","02629","ASEO(아세오)","2026-01-06 15:22:02","U","2026-01-09 02:40:00","","205858.614104173","451494.590428778","3.3","10","1","2","0","3","5","5","5","1",
"140","소독업","09_30_11_P","4000000","PHMB520244000018042500001","2013-03-11","","01","영업/정상","13","영업중","","","","","031-215-7232","","","경기도 오산시 궐동 591-1","경기도 오산시 청학로 118-1, 101호 (궐동)","18118","바른관리 주식회사","2026-01-06 10:58:46","U","2026-01-09 02:40:00","","205667.742338708","406427.195874267","9","16.8","1","2","0","3","5","5","5","3",
"141","소독업","09_30_11_P","3990000","PHMB520243990310042500003","2024-01-24","","03","폐업","03","폐업","2026-01-07","","","","","","","경기도 남양주시 진접읍 연평리 135-9 대현","경기도 남양주시 진접읍 양진로1020번길 10, 대현 201호","12073","에스아이방역","2026-01-07 15:40:20","U","2026-01-09 02:40:00","","216186.928127449","467340.693872725","40","10","1","2","0","3","5","5","5","1",
"142","소독업","09_30_11_P","3990000","PHMB520243990310042500004","2024-01-24","","03","폐업","03","폐업","2025-01-07","","","","031-552-3881","","","경기도 남양주시 진접읍 연평리 135-9 대현","경기도 남양주시 진접읍 양진로1020번길 10, 대현 202호","12073","화양토탈서비스","2026-01-07 16:16:40","U","2026-01-09 02:40:00","","216186.928127449","467340.693872725","40","10","1","2","0","3","5","5","5","1",
"143","소독업","09_30_11_P","3740000","PHMB520113740031042500005","2007-05-04","","01","영업/정상","13","영업중","","","","","031-212-9501","","440-806","경기도 수원시 장안구 송죽동 503번지 16호 월드타워505~506호","경기도 수원시 장안구 송원로 39, 5층 (송죽동, 월드타워505~506호)","16305","(주)세스코 수원지역단","2026-01-07 17:14:41","U","2026-01-09 02:40:00","","200538.574925972","421914.983465381","140.25","47.33","4","2","1","12","5","5","10","2",
"144","소독업","09_30_11_P","4050000","PHMB520254050148042500004","2025-09-09","","01","영업/정상","13","영업중","","","","","031-202-0018","","","경기도 용인시 기흥구 공세동 29","경기도 용인시 기흥구 고매로 122, 사동 1층 (공세동)","17087","한국방역위생센터(주) 용인지점","2026-01-07 17:53:33","U","2026-01-09 02:40:00","","210762.447709914","414114.060065","0","0","1","2","0","3","5","5","5","1",
"145","소독업","09_30_11_P","3060000","PHMB520233060034042500002","2023-01-13","","03","폐업","03","폐업","2026-01-06","","","","","","","서울특별시 중랑구 망우동 343-1","서울특별시 중랑구 망우로73길 31, 1층 103호 (망우동)","02060","나눔클린","2026-01-06 13:15:27","U","2026-01-09 02:40:00","","209042.420842116","455518.700422732","0","0","1","2","0","3","5","5","5","1",
"146","소독업","09_30_11_P","4641000","PHMB520184640131042500013","2018-10-31","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 태평동 221-8","전북특별자치도 전주시 완산구 태평1길 43-33, 1층 일부호 (태평동)","54997","이엠(EM)","2026-01-06 16:16:39","U","2026-01-09 02:40:00","","210202.515463747","260760.762868708","35.3","5.7","1","2","0","3","5","5","5","1",
"147","소독업","09_30_11_P","4950000","PHMB520204950018042500005","2020-10-05","","01","영업/정상","13","영업중","","","","","061-282-0242","","","전라남도 무안군 삼향읍 남악리 2253 협승프라자","전라남도 무안군 삼향읍 대죽동로16번길 21, 협승프라자 5층","58567","(주)세스코 전남서부지역단","2026-01-06 14:49:23","U","2026-01-09 02:40:00","","150963.947251609","145973.76735494","244","132","2","2","2","22","5","5","5","1",
"148","소독업","09_30_11_P","5530000","PHMB520205530021042500060","2020-11-17","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 우정읍 화산리 118-2","경기도 화성시 우정읍 밤밭일원길 76-19, 3호","18569","다옴스퀘어","2026-01-07 14:03:53","U","2026-01-09 02:40:00","","182360.452684146","396918.545510199","26.91","6.6","1","2","0","3","5","5","5","1",
"149","소독업","09_30_11_P","3550000","PHMB520253550020042500004","2025-06-25","","01","영업/정상","13","영업중","","","","","0325533492","","","인천광역시 계양구 효성동 33-2 두산아파트","인천광역시 계양구 안남로573번길 26, 두산아파트 409호 (효성동)","21093","에이치에스(HS)홈케어","2026-01-07 14:29:55","U","2026-01-09 02:40:00","","174163.104362638","448242.120216879","60","29.76","1","2","0","3","5","5","5","1",
"150","소독업","09_30_11_P","5530000","PHMB520225530439042500013","2022-09-23","","01","영업/정상","13","영업중","","","","","031-298-8489","","","경기도 화성시 봉담읍 당하리 11-5","경기도 화성시 봉담읍 창작마을길 28-12","18335","보듬자리주식회사","2026-01-06 11:11:36","U","2026-01-09 02:40:00","","195123.281457666","409437.334071659","20","15","1","2","0","3","5","5","5","2",
"151","소독업","09_30_11_P","4681000","PHMB520084680066042500005","2008-09-24","","01","영업/정상","13","영업중","","","","","","","570-100","전북특별자치도 익산시 남중동 344번지 4호","전북특별자치도 익산시 익산대로 283 (남중동)","","(유)대산환경","2026-01-07 14:57:34","U","2026-01-09 02:40:00","","195543.986889633","272317.692737333","33","10","4","3","1","5","5","5","5","2",
"152","소독업","09_30_11_P","3250000","PHMB520253250021042500001","2025-03-31","","01","영업/정상","13","영업중","","","","","","","","부산광역시 중구 부평동4가 52-3","부산광역시 중구 보수대로 82, 511호 (부평동4가)","48973","럭키스쿨","2026-01-06 10:04:51","U","2026-01-09 02:40:00","","384249.201710589","180080.172971726","26.5","19","1","2","0","3","5","5","5","1",
"153","소독업","09_30_11_P","5680000","PHMB520255680060042500002","2025-03-10","","01","영업/정상","13","영업중","","","","","","","","충청남도 당진시 채운동 1103 열린바다 1호","충청남도 당진시 시장중앙길 21, 열린바다 1호 (채운동)","31777","주식회사 당진홈클린","2026-01-07 15:00:13","U","2026-01-09 02:40:00","","167094.977924243","376106.396391242","52.89","14.7","1","2","0","3","5","5","5","1",
"154","소독업","09_30_11_P","3340000","PHMB520223340025042500004","2022-07-01","","01","영업/정상","13","영업중","","","","","","","","부산광역시 사하구 괴정동 568-17","부산광역시 사하구 낙동대로309번길 29, 1층 (괴정동)","49401","보다방역","2026-01-07 10:59:52","U","2026-01-09 02:40:00","","380729.62549235","179484.751528999","10.6","8","1","2","0","3","5","5","5","1",
"155","소독업","09_30_11_P","3910000","PHMB520183910168042500002","2018-04-03","","01","영업/정상","13","영업중","","","","","031-8094-1570","","","경기도 평택시 안중읍 안중리 272-5","경기도 평택시 안중읍 안현로서5길 62, 1층","17936","플러스방역","2026-01-07 13:17:48","U","2026-01-09 02:40:00","","193509.881993555","387426.996286451","21","10","4","4","0","6","8","6","50","2",
"156","소독업","09_30_11_P","3180000","PHMB520213180034042500001","2021-01-11","","01","영업/정상","13","영업중","","","","","","","","서울특별시 영등포구 당산동3가 396-21 영보빌딩 303호","서울특별시 영등포구 당산로31길 13, 영보빌딩 303호 (당산동3가)","07261","한국소독방역업협동조합","2026-01-07 14:51:29","U","2026-01-09 02:40:00","","190667.027378504","447154.728694696","20","14.58","1","2","0","3","5","5","5","1",
"157","소독업","09_30_11_P","3340000","PHMB520243340025042500003","2024-12-31","","03","폐업","03","폐업","2026-01-06","","","","","","","부산광역시 사하구 장림동 185-19","부산광역시 사하구 다대로227번길 33, 1층 (장림동)","49458","닥터디","2026-01-06 10:01:08","U","2026-01-09 02:40:00","","380367.141935171","177563.414301838","41.24","14","1","2","0","3","5","5","5","3",
"158","소독업","09_30_11_P","5380000","PHMB520265380356042500001","2026-01-06","","01","영업/정상","13","영업중","","","","","055-367-9510","","","","경상남도 양산시 동면 석금산로 24","50641","(주)세스코 부산경남사업부","2026-01-08 14:57:01","I","2026-01-10 00:20:07","","384399.962575572","202536.167690869","0","0","1","2","1","5","5","5","5","1",
"159","소독업","09_30_11_P","3470000","PHMB520263470022042500001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","","대구광역시 달서구 월배로24길 13, 월배시장 A동 127, 128, 129호 (진천동)","42801","한얼씨앤엠","2026-01-08 15:32:11","I","2026-01-10 00:20:07","","337994.319909559","258171.802787206","0","0","1","2","0","3","5","5","5","1",
"160","소독업","09_30_11_P","4671000","PHMB520264671044042500002","2026-01-06","","01","영업/정상","13","영업중","","","","","063-464-9354","","","전북특별자치도 군산시 삼학동 796-47 동네식당","전북특별자치도 군산시 삼학1길 21, 동네식당 1층 (삼학동)","54121","(유)미소그린","2026-01-08 17:58:09","I","2026-01-10 00:20:07","","173909.339455856","275045.863523003","0","0","2","2","0","3","5","5","5","1",
"161","소독업","09_30_11_P","5310000","PHMB520105310029042500003","2010-02-04","","01","영업/정상","13","영업중","","","","","746-1728","","660-809","경상남도 진주시 상봉서동 1055번지 3호   지하1층","경상남도 진주시 북장대로64번길 17 (상봉동)","52662","서부용역방역공사","2026-01-08 16:00:33","U","2026-01-10 02:40:00","","297826.959168455","189098.349757159","20","27.26","1","2","1","7","5","5","5","1",
"162","소독업","09_30_11_P","4870000","PHMB520194870012042500001","2019-05-09","","01","영업/정상","13","영업중","","","","","782-8889","","","전라남도 구례군 구례읍 봉동리 300-16","전라남도 구례군 구례읍 봉성로 73-7","57651","(주)큐프렌드 지리산권역점","2026-01-08 10:23:18","U","2026-01-10 02:40:00","","242179.267145292","190061.36278088","0","0","1","2","0","3","5","5","5","1",
"163","소독업","09_30_11_P","4301000","PHMB520034300012042500001","2003-03-27","","01","영업/정상","13","영업중","","","","","033-452-1925","","","강원특별자치도 철원군 동송읍 이평리 268-13","강원특별자치도 철원군 동송읍 금학로 42, 1층 102호","24021","우리환경","2026-01-08 11:41:36","U","2026-01-10 02:40:00","","219833.755058602","521262.97994829","30","17","1","2","1","5","5","5","5","1",
"164","소독업","09_30_11_P","3310000","PHMB520193310024042500005","2019-09-02","","01","영업/정상","13","영업중","","","","","627-4842","","","부산광역시 남구 대연동 917-25","부산광역시 남구 천제등로 60, 1층 (대연동)","48472","태극방역산업","2026-01-08 10:45:14","U","2026-01-10 02:40:00","","390383.281600054","183299.323775983","37.08","5","4","3","0","6","5","5","5","1",
"165","소독업","09_30_11_P","4090000","PHMB520234090023042500007","2002-11-01","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 통진읍 귀전리 6-1","경기도 김포시 통진읍 애기봉로681번길 29, 나동 2층","10010","(주)바이오미스트테크놀로지","2026-01-08 15:33:34","U","2026-01-10 02:40:00","","165972.173926258","469340.898379099","232.3","159","1","2","1","5","5","5","5","1",
"166","소독업","09_30_11_P","3180000","PHMB520203180034042500013","2020-05-04","","01","영업/정상","13","영업중","","","","","02-3660-6806","","","서울특별시 영등포구 당산동3가 260","서울특별시 영등포구 당산로 118, 대흥빌딩 102호, 702호  (당산동3가)","07259","미성엠프로 주식회사","2026-01-08 16:57:03","U","2026-01-10 02:40:00","","190836.785044038","446982.976362216","593.25","728.16","1","2","0","3","5","5","5","1",
"167","소독업","09_30_11_P","3740000","PHMB520213740033042500014","2021-10-29","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 금곡동 1113-4 해피라움","경기도 수원시 권선구 금곡로 205, 해피라움 4층 414호 (금곡동)","16391","이비엠","2026-01-08 16:36:52","U","2026-01-10 02:40:00","","195757.702462627","419153.589242908","79.2","16","1","2","0","3","5","5","5","2",
"168","소독업","09_30_11_P","3610000","PHMB520203610019042500005","2020-07-03","","01","영업/정상","13","영업중","","","","","","","","광주광역시 남구 주월동 374-2 주월 빛여울채아파트 상가동 101호","광주광역시 남구 서문대로809번길 22, 상가동 1층 101호 (주월동, 주월 빛여울채아파트)","61720","뮤직스타기획사","2026-01-08 16:31:15","U","2026-01-10 02:40:00","","190643.643600019","181540.364412772","0","0","1","2","0","3","5","5","5","1",
"169","소독업","09_30_11_P","3310000","PHMB520223310024042500006","2022-11-28","","01","영업/정상","13","영업중","","","","","","","","부산광역시 남구 대연동 885-1","부산광역시 남구 유엔평화로41번가길 42, 4층 (대연동)","48504","주식회사 주안시스템","2026-01-08 17:44:00","U","2026-01-10 02:40:00","","390679.163754107","183552.473094419","23.9","10.1","2","2","0","3","5","5","6","1",
"170","소독업","09_30_11_P","5680000","PHMB520215680060042500005","2021-04-14","","01","영업/정상","13","영업중","","","","","041-358-2345","","","충청남도 당진시 대덕동 1189-1","충청남도 당진시 아미로 834 (대덕동)","31786","(주)혜성","2026-01-08 10:00:51","U","2026-01-10 02:40:00","","167153.283442718","375680.107502315","68","20","1","2","0","3","5","5","5","1",
"171","소독업","09_30_11_P","3340000","PHMB520113340025042500001","2011-04-14","","01","영업/정상","13","영업중","","","","","465-6400","","604-828","부산광역시 사하구 당리동 329번지 1호","부산광역시 사하구 동매로 140-1 (당리동)","49416","아주종합방제(주)","2026-01-08 10:26:57","U","2026-01-10 02:40:00","","379834.08448401","179752.224805887","108.88","94.48","2","2","2","5","5","5","5","1",
"172","소독업","09_30_11_P","3670000","PHMB520253670022042500008","2025-04-07","","01","영업/정상","13","영업중","","","","","","","","대전광역시 유성구 복용동 594-7","대전광역시 유성구 학하복용로 106, 1층 (복용동)","34162","(주)탱고플러스 대전센터","2026-01-08 10:14:01","U","2026-01-10 02:40:00","","228182.27","315864.215","31","49","1","2","0","3","5","5","5","1",
"173","소독업","09_30_11_P","3390000","PHMB520163390023042500002","2016-03-21","","01","영업/정상","13","영업중","","","","","051-301-8681","","","","부산광역시 사상구 모라로110번길 47 (모라동, 대양빌딩)","46932","사상지역자활센터","2026-01-08 09:20:33","U","2026-01-10 02:40:00","","381523.992564514","189106.640514678","20","12","1","2","0","3","5","5","5","1",
"174","소독업","09_30_11_P","5350000","PHMB520245350356042500003","2024-12-18","","03","폐업","03","폐업","2026-01-06","","","","","","","경상남도 김해시 진영읍 진영리 1883 진영신우희가로아파트","경상남도 김해시 진영읍 김해대로332번길 79, 112동 203호 (진영신우희가로아파트)","50866","청년방역회사","2026-01-08 17:59:12","U","2026-01-10 02:40:00","","356429.507330339","202033.934382858","0","0","1","2","0","4","5","5","5","1",
"175","소독업","09_30_11_P","3290000","PHMB520253290024042500001","2025-01-09","","03","폐업","03","폐업","2026-01-08","","","","","","","","부산광역시 부산진구 양지로14번길 14, 2층 (양정동)","47229","(주)노벨로","2026-01-08 14:49:52","U","2026-01-10 02:40:00","","388453.073471956","187479.770619145","15.12","10","1","2","0","3","5","5","5","2",
"176","소독업","09_30_11_P","3670000","PHMB520253670022042500002","2025-01-17","","03","폐업","03","폐업","2026-01-08","","","","042-254-1566","","","대전광역시 유성구 구암동 591-1 세원아파트","대전광역시 유성구 유성대로694번길 26, 1층 2호 (구암동, 세원아파트)","34176","세움종합관리","2026-01-08 15:25:18","U","2026-01-10 02:40:00","","229811.97761","317168.643770083","13.2","13.2","1","2","0","3","5","5","5","7",
"177","소독업","09_30_11_P","4201000","PHMB520264201026042500001","2026-01-08","","01","영업/정상","13","영업중","","","","","070-7395-3648","","","강원특별자치도 강릉시 포남동 309","강원특별자치도 강릉시 난설헌로88번길 6-16, 101호 (포남동)","25471","대각종합관리(주)","2026-01-09 08:57:43","I","2026-01-11 00:20:02","","367639.361899529","477268.834780793","38","11","2","2","0","3","5","5","5","1",
"178","소독업","09_30_11_P","4691000","PHMB520264691034042500001","2026-01-08","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 정읍시 정우면 초강리 59-3","전북특별자치도 정읍시 정우면 정신로 587","56142","한빛환경","2026-01-09 10:27:43","I","2026-01-11 00:20:02","","188702.898324921","238091.973036967","0","0","1","2","0","3","5","5","5","1",
"179","소독업","09_30_11_P","3780000","PHMB520263780064042500001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 서현동 245-2 보람코아","경기도 성남시 분당구 서현로210번길 1, 보람코아 5층 508호 (서현동)","13591","애드탑","2026-01-09 13:56:26","I","2026-01-11 00:20:02","","211080.60836251","431604.759204645","40","40","1","2","0","3","2","2","2","1",
"180","소독업","09_30_11_P","5370000","PHMB520265370025042500001","2026-01-06","","01","영업/정상","13","영업중","","","","","","","","경상남도 거제시 장승포동 607-21 한일오피스텔","경상남도 거제시 거제대로 3000, 한일오피스텔 406호 (장승포동)","53322","(주)온위더스","2026-01-09 09:18:29","I","2026-01-11 00:20:02","","357339.739890897","152747.662182787","35.19","15.3","1","2","0","3","5","5","5","1",
"181","소독업","09_30_11_P","4990000","PHMB520144990020042500001","2014-05-02","","01","영업/정상","13","영업중","","","","","","","","전라남도 완도군 완도읍 군내리 893번지 5호 4통 1반","전라남도 완도군 완도읍 군내11번길 24-10","59123","새하얀청소용역","2026-01-09 13:03:02","D","2026-01-11 02:30:00","","176603.943164966","90746.0800969192","31.32","29.4","1","2","1","5","5","5","5","1",
"182","소독업","09_30_11_P","4000000","PHMB520194000018042500002","2019-01-14","","01","영업/정상","13","영업중","","","","","031-353-5154","","","경기도 오산시 벌음동 38-1","경기도 오산시 서동로 25-8, 1층 (벌음동)","18104","주)제이환경","2026-01-09 09:58:56","U","2026-01-11 02:40:00","","203357.478875957","404567.785091578","17.3","17.3","1","2","0","3","5","5","5","1",
"183","소독업","09_30_11_P","5170000","PHMB520195170012042500001","2019-07-10","","03","폐업","03","폐업","2026-01-09","","","","054-683-7500","","","경상북도 영양군 영양읍 서부리 309번지 3호 대왕건재사","경상북도 영양군 영양읍 황용천길 36, 대왕건재사","36541","대성개발용역공사","2026-01-09 10:56:58","U","2026-01-11 02:40:00","","389039.126393613","353553.747642225","32","18","1","2","0","3","5","5","5","1",
"184","소독업","09_30_11_P","3020000","PHMB520243020033042500003","2024-10-04","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 갈월동 58-3 (상세주소 갈월동 58-6, 1층)","서울특별시 용산구 두텁바위로1길 19, 1층 (갈월동)","04334","딥클린","2026-01-09 13:14:36","U","2026-01-11 02:40:00","","197585.531710453","449273.967965573","0","0","1","2","0","3","5","5","5","1",
"185","소독업","09_30_11_P","4990000","PHMB520184990020042500001","2018-04-30","","01","영업/정상","13","영업중","","","","","","","","전라남도 완도군 완도읍 군내리 363-70","전라남도 완도군 완도읍 군내25번길 3, 1층","59125","새하얀청소용역","2026-01-09 11:22:13","U","2026-01-11 02:40:00","","177677.534413229","90465.0776970548","31.32","29.4","1","2","1","3","5","5","5","1",
"186","소독업","09_30_11_P","4820000","PHMB520144820026042500003","2014-04-15","","01","영업/정상","13","영업중","","","","","061-742-0707","","","","전라남도 순천시 중앙초등길 132, 나동 202호 (풍덕동, (한신아파트 상가))","57994","(주)대호","2026-01-09 16:53:47","U","2026-01-11 02:40:00","","245823.40898308","160095.840484276","18.9","38.24","1","2","1","5","5","5","5","1",
"187","소독업","09_30_11_P","5460000","PHMB520155460011042500001","2015-03-30","","01","영업/정상","13","영업중","","","","","","","676-822","경상남도 함양군 안의면 봉산리 837번지 2호","경상남도 함양군 안의면 양지말길 21","50006","(주)상림클린","2026-01-09 14:23:48","U","2026-01-11 02:40:00","","274340.885019468","237610.970586341","9","24","1","2","1","5","5","5","5","1",
"188","소독업","09_30_11_P","3740000","PHMB520263740033042500001","2022-09-30","","01","영업/정상","13","영업중","","","","","031-717-1544","","","경기도 수원시 팔달구 남수동 50-3","경기도 수원시 팔달구 창룡대로 28, 1층 102호 (남수동)","16256","(주)한국에스엔에이치","2026-01-09 16:19:51","U","2026-01-11 02:40:00","","201679.713846924","419974.633080538","34.5","5.5","2","2","0","3","5","5","5","1",
"189","소독업","09_30_11_P","3740000","PHMB520253740033042500003","2025-11-07","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 팔달구 인계동 965-17","경기도 수원시 팔달구 장다리로 232, 2층 (인계동)","16481","가온주택관리","2026-01-09 16:34:23","U","2026-01-11 02:40:00","","202287.499444325","418705.263393324","17.28","15.75","1","2","0","3","5","5","5","1",
"190","소독업","09_30_11_P","3690000","PHMB520253690018042500006","2025-10-23","","03","폐업","03","폐업","2026-01-09","","","","052-256-0052","","","울산광역시 중구 반구동 23-16","울산광역시 중구 구교14길 5, 2층 201호 (반구동)","44506","경상방제","2026-01-09 15:32:16","U","2026-01-11 02:40:00","","412256.225229131","232159.935261245","23.2","4.8","1","2","0","5","5","5","5","1",
"191","소독업","09_30_11_P","4681000","PHMB520254681049042500008","2025-10-30","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 익산시 부송동 215-30","전북특별자치도 익산시 무왕로 1267 (부송동)","54550","주식회사 아온클린테크","2026-01-09 09:56:47","U","2026-01-11 02:40:00","","199683.235588366","273393.755793676","66","10","1","2","0","3","5","5","8","1",
"192","소독업","09_30_11_P","5580000","PHMB520245580013042500001","2024-02-26","","01","영업/정상","13","영업중","","","","","","","","충청남도 계룡시 엄사면 유동리 80","충청남도 계룡시 엄사면 계백로 3021, 2층","32829","쌍마트랜스","2026-01-09 10:14:21","U","2026-01-11 02:40:00","","221134.106255138","308358.242425128","0","0","1","2","0","3","5","5","5","1",
"193","소독업","09_30_11_P","3740000","PHMB520203740032042500005","2020-03-06","","03","폐업","03","폐업","2025-08-12","","","","031-419-7711","","","","경기도 수원시 권선구 당진로 23, 영송프라자 303호 (당수동)","16376","주식회사 쓸닥","2026-01-09 15:58:29","U","2026-01-11 02:40:00","","194633.176728331","421041.271356356","24.95","27.48","1","2","0","3","5","5","5","1",
"194","소독업","09_30_11_P","4000000","PHMB520214000018042500005","2021-07-08","","01","영업/정상","13","영업중","","","","","031-373-4008","","","","경기도 오산시 경기대로 74, 상가동 202호 (갈곶동, 우림아파트)","18145","오엠솔루션협동조합","2026-01-09 16:06:37","U","2026-01-11 02:40:00","","206432.730827989","403216.206639854","33.6","25.2","1","2","0","3","5","5","5","1",
"195","소독업","09_30_11_P","3190000","PHMB520213190033042500003","2021-09-17","","01","영업/정상","13","영업중","","","","","","","","","서울특별시 동작구 노량진로26길 3-2, 2층 (본동)","06908","바로본","2026-01-09 14:41:17","U","2026-01-11 02:40:00","","195907.150559843","445537.460615025","8.4","3.6","1","2","0","3","5","5","5","1",
"196","소독업","09_30_11_P","3240000","PHMB520223240033042500009","2022-12-09","","03","폐업","03","폐업","2026-01-09","","","","","","","서울특별시 강동구 상일동 471-3","서울특별시 강동구 상암로 413, 2층 203호 (상일동)","05284","(주)세존 서울지사","2026-01-09 10:22:27","U","2026-01-11 02:40:00","","214841.93813576","449293.837329747","25","8","1","2","0","3","5","5","5","1",
"197","소독업","09_30_11_P","3650000","PHMB520023650023042500003","2002-12-13","","03","폐업","03","폐업","2026-01-09","","","","","","301-822","대전광역시 중구 선화동 62번지 4호","대전광역시 중구 대종로501번길 9 (선화동)","34838","대전환경공사","2026-01-09 14:16:59","U","2026-01-11 02:40:00","","238054.821404052","314272.436278923","0","0","1","2","1","5","5","5","5","1",
"198","소독업","09_30_11_P","3690000","PHMB520153690018042500004","2015-08-06","","03","폐업","03","폐업","2026-01-09","","","","281-4352","","","울산광역시 중구 서동 41-9","울산광역시 중구 동천4길 12(서동)","44481","한국크린교육","2026-01-09 17:45:31","U","2026-01-11 02:40:00","","412412.303466308","233821.206374719","48.69","9.15","1","2","0","6","5","5","5","1",
"199","소독업","09_30_11_P","3540000","PHMB520253540021042500008","2025-05-02","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부개동 229-12","인천광역시 부평구 경인로 1021, 2층 (부개동)","21414","지역사회행복연구소","2026-01-09 11:19:50","U","2026-01-11 02:40:00","","176345.214389172","442817.32920041","103","16","1","2","0","3","2","2","2","1",
"200","소독업","09_30_11_P","4490000","PHMB520234490261042500012","2023-12-11","","03","폐업","03","폐업","2026-01-09","","","","","","","충청남도 천안시 동남구 신방동 72-6 신방현대프라자","충청남도 천안시 동남구 신촌4로 42, 신방현대프라자 2층 (신방동)","31176","현씨앤씨","2026-01-09 09:40:42","U","2026-01-11 02:40:00","","211131.216072915","365377.386404533","11","10.3","1","2","0","3","5","5","5","1",
"201","소독업","09_30_11_P","3860000","PHMB519983860050042500002","1998-12-19","","01","영업/정상","13","영업중","","","","","032-323-6156","","","경기도 부천시 원미구 원미동 165번지 15호","경기도 부천시 원미구 원미로124번길 33-18, 1층 (원미동)","14564","신광종합환경","2026-01-09 14:58:59","U","2026-01-11 02:40:00","","181649.173014265","443578.536267235","22.01","6.09","1","2","1","5","5","5","5","1",
"202","소독업","09_30_11_P","3570000","PHMB520263570013042500001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","인천광역시 강화군 송해면 하도리 342-3","인천광역시 강화군 송해면 강화대로 673, 1층","23019","누리크린","2026-01-12 08:55:10","I","2026-01-14 00:20:02","","152813.808456724","473325.154323516","0","0","1","2","1","3","2","5","5","1",
"203","소독업","09_30_11_P","4930000","PHMB520264930013042500001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","전라남도 해남군 북일면 흥촌리 152-26 오시리다방","전라남도 해남군 북일면 만월길 18","59051","주식회사케이에스홀딩스","2026-01-12 08:57:16","I","2026-01-14 00:20:02","","169923.884632188","107396.155907422","11.2","2.5","1","2","0","3","5","5","5","1",
"204","소독업","09_30_11_P","5670000","PHMB520265670554042500001","2026-01-09","","01","영업/정상","13","영업중","","","","","","","","경상남도 창원시 성산구 중앙동 100-4 서광오피스텔","경상남도 창원시 성산구 중앙대로 49, 서광오피스텔 10층 1004-7, 16호 (중앙동)","51522","벌레잡는총각들 창원방역","2026-01-12 14:25:51","I","2026-01-14 00:20:02","","352514.272365001","192494.356501306","0","0","1","2","0","3","5","5","5","1",
"205","소독업","09_30_11_P","3670000","PHMB520263670022042500001","2026-01-09","","01","영업/정상","13","영업중","","","","","042-254-1566","","","대전광역시 유성구 구암동 591-1 세원아파트","대전광역시 유성구 유성대로694번길 26, 102호 (구암동, 세원아파트)","34176","주식회사 세움종합환경","2026-01-12 13:09:05","I","2026-01-14 00:20:02","","229811.97761","317168.643770083","12.1","26.4","1","2","0","3","5","5","5","1",
"206","소독업","09_30_11_P","4850000","PHMB520264850015042500001","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","","전라남도 담양군 창평면 의병로 139-1","57389","제로클린 담양지사","2026-01-12 17:36:14","I","2026-01-14 00:20:02","","201354.596907941","193244.676911123","0","0","2","2","0","3","5","5","7","1",
"207","소독업","09_30_11_P","3690000","PHMB520263690018042500002","2026-01-12","","01","영업/정상","13","영업중","","","","","","","","울산광역시 중구 서동 41-12","울산광역시 중구 동천4길 10-1 (서동)","44481","한국크린교육","2026-01-12 14:21:10","I","2026-01-14 00:20:02","","412402.537890476","233808.411804865","25","20","1","2","0","3","2","2","2","1",
