"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","문화사업자구분명","지역구분명","총층수","주변환경명","제작취급품목내용","보험기관명","건물용도명","지상층수","지하층수","객실수","건축연면적","영문상호명","영문상호주소","선박총톤수","선박척수","선박제원","무대면적","좌석수","기념품종류","회의실별동시수용인원","시설면적","놀이기구수내역","놀이시설수","방송시설유무","발전시설유무","의무실유무","안내소유무","기획여행보험시작일자","기획여행보험종료일자","자본금","보험시작일자","보험종료일자","부대시설내역","시설규모","관광숙박업상세명",
"105","관광숙박업","03_11_01_P","6510000","CDFI2260032014001052","2014-04-04","","01","영업/정상","13","영업중","","","","","064-799-3033","","","제주특별자치도 제주시 애월읍 유수암리 617-1","제주특별자치도 제주시 애월읍 광상로 272","","커넥또호텔 애월","2026-02-23 19:09:04","U","2026-02-25 02:40:00","","144515.374657238","-5696.62192875672","관광숙박업","","관리지역","4","","","","숙박시설","3","1","21","877","","","0","0","","0","0","","0","876.98","","0","","","","","","","0","","","","877","호스텔업",
"106","관광숙박업","03_11_01_P","5670000","CDFI2260032020000002","2020-08-20","","01","영업/정상","13","영업중","","","","","055-713-5577","","","경상남도 창원시 진해구 제덕동 871-9","경상남도 창원시 진해구 명제로 478 (제덕동)","51616","리안 호텔","2026-02-23 10:46:36","U","2026-02-25 02:40:00","","358684.01268553","179374.512991198","관광숙박업","","일반상업지역","5","","","삼성화재해상보험","호텔","5","0","32","1383","RIAN HOTEL","Tourist Accommodations (Tourist Hotel)","0","0","","0","0","","0","1382.5","","0","","","","","","","0","","","","1383","관광호텔업",
"107","관광숙박업","03_11_01_P","4400000","CDFI2260032020000001","2020-01-13","","01","영업/정상","13","영업중","","","","","","","","충청북도 제천시 명동 11-1","충청북도 제천시 의림대로11길 31 (명동)","27169","에이치에비뉴 제천역점","2026-02-23 16:36:03","U","2026-02-25 02:40:00","","307150.893714929","404684.249506782","관광숙박업","","일반상업지역","5","학교정화(상대)","","","숙박시설","4","1","38","1814","Jecheon H-Avenue","touristaccommodationbusiness(hostel)","0","0","","0","0","","0","454.9","","0","","","","","","","0","","","","455","호스텔업",
"108","관광숙박업","03_11_01_P","5670000","CDFI2260032021000001","2021-12-21","","01","영업/정상","13","영업중","","","","","055-546-7718","","","경상남도 창원시 진해구 충무동 15-2","경상남도 창원시 진해구 충장로 98 (충무동)","51679","진해 인터시티호텔","2026-02-23 10:15:15","U","2026-02-25 02:40:00","","351436.099697862","184925.962073106","관광숙박업","","일반상업지역","7","","","농협손해보험주식회사","숙박시설","7","0","33","0","","","0","0","","0","0","","0","1643.84","","0","","","","","","","300000000","","","","1644","관광호텔업",
"109","관광숙박업","03_11_01_P","3130000","CDFI2260032026000002","2026-02-02","","01","영업/정상","13","영업중","","","","","","","","서울특별시 마포구 노고산동 106-7 BS타워","서울특별시 마포구 서강로 132, BS타워 4,7층 (노고산동)","04100","더집서울","2026-02-23 10:37:51","U","2026-02-25 02:40:00","","194225.490221946","450179.109724203","관광숙박업","","일반상업지역","0","","","","","0","0","7","0","THEZIP SEOUL","HOSTEL BUSINESS","0","0","","0","0","","0","341.4","","0","","","","","","","460000000","","","","341","호스텔업",
"110","관광숙박업","03_11_01_P","3270000","CDFI2260032026000004","2026-02-10","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 569-1","부산광역시 동구 대영로243번길 40, 4층 (초량동)","48818","부산 에어비앤비 써클스테이 벤티 독채 단체숙소 부산역점","2026-02-23 11:10:48","U","2026-02-25 02:40:00","","385749.479863141","181325.070038891","관광숙박업","","일반상업지역","0","","","","","0","0","3","0","","","0","0","","0","0","","0","133.44","","0","","","","","","","16000000","","","","133","호스텔업",
"111","관광숙박업","03_11_01_P","3650000","CDFI2260032026000002","2026-02-11","","01","영업/정상","13","영업중","","","","","","","","대전광역시 중구 대흥동 117-5","대전광역시 중구 대흥로 162, 5층 (대흥동)","34928","주식회사 기앤안","2026-02-23 16:36:08","U","2026-02-25 02:40:00","","238537.752331843","313847.637935513","관광숙박업","","일반상업지역","1","","","","근린생활시설","0","0","0","0","","","0","0","","0","0","","0","162.46","","0","","","","","","","0","","","","162","호스텔업",
"112","관광숙박업","03_11_01_P","3190000","CDFI2260032023000001","2023-12-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 노량진동 72-7","서울특별시 동작구 노량진로16길 12-12 (노량진동)","06922","N.VILLAGE 2","2026-02-23 11:40:54","U","2026-02-25 02:40:00","","194919.039574158","445666.227531401","관광숙박업","","일반상업지역","0","","","","","0","0","9","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","호스텔업",
"113","관광숙박업","03_11_01_P","3190000","CDFI2260032023000002","2023-12-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 노량진동 72-8","서울특별시 동작구 노량진로16길 12-19 (노량진동)","06922","N.VILLAGE 1","2026-02-23 11:41:41","U","2026-02-25 02:40:00","","194910.140878811","445665.682771207","관광숙박업","","일반상업지역","0","","","","","0","0","7","0","","","0","0","","0","0","","0","0","","0","","","","","","","100000000","","","","0","호스텔업",
"114","관광숙박업","03_11_01_P","3190000","CDFI2260032023000003","2023-12-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 노량진동 72-10","서울특별시 동작구 노량진로16길 12-14 (노량진동)","06922","N.VILLAGE 3","2026-02-23 11:40:20","U","2026-02-25 02:40:00","","194920.794467958","445656.069651136","관광숙박업","","일반상업지역","0","","","","","0","0","4","0","","","0","0","","0","0","","0","0","","0","","","","","","","90000000","","","","0","호스텔업",
"115","관광숙박업","03_11_01_P","3190000","CDFI2260032023000004","2023-12-21","","01","영업/정상","13","영업중","","","","","","","","서울특별시 동작구 노량진동 72-11","서울특별시 동작구 노량진로16길 12-17 (노량진동)","06922","N.VILLAGE 4","2026-02-23 11:40:01","U","2026-02-25 02:40:00","","194911.408082466","445652.471346623","관광숙박업","","일반상업지역","0","","","","","0","0","9","0","","","0","0","","0","0","","0","0","","0","","","","","","","110000000","","","","0","호스텔업",
"116","관광숙박업","03_11_01_P","3180000","CDFI2260032018000003","2018-01-09","","01","영업/정상","13","영업중","","","","","2632-9000","","","서울특별시 영등포구 양평동5가 62-3 더 스테이트 선유 호텔","서울특별시 영등포구 양평로 132 (양평동5가)","07205","위브 스위트 - 선유 파크사이드","2026-02-23 08:56:13","U","2026-02-25 02:40:00","","190507.597888342","448477.522453196","관광숙박업","","준공업지역","17","학교정화(상대)","","","","14","3","157","0","","","0","0","","0","0","","0","9317.87","","0","","","","","","","0","","","","9318","가족호텔업",
"117","관광숙박업","03_11_01_P","3010000","CDFI2260032026000012","2026-02-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 주교동 258 지상3층","서울특별시 중구 을지로33길 6, 지상3층 (주교동)","04546","포레스트 스테이 을지로","2026-02-24 15:37:21","I","2026-02-26 00:20:08","","199957.659044118","451651.967315334","관광숙박업","","","5","","","","","4","1","9","0","","","0","0","","0","0","","0","186.88","","0","","","","","","","0","","","","187","호스텔업",
"118","관광숙박업","03_11_01_P","4800000","CDFI2260032026000001","2026-02-24","","01","영업/정상","13","영업중","","","","","","","","전라남도 목포시 무안동 5-6","전라남도 목포시 영산로73번길 5-5, 2층 (무안동)","58728","유달옥1935","2026-02-24 09:22:03","I","2026-02-26 00:20:08","","143588.824895393","143571.89714","관광숙박업","","상업지역","2","","","","근린생활시설","2","0","0","0","","","0","0","","0","0","","0","52.07","","0","","","","","","","0","","","","52","호스텔업",
"119","관광숙박업","03_11_01_P","3000000","CDFI2260032018000004","2018-07-05","","01","영업/정상","13","영업중","","","","","02-730-3455","","","서울특별시 종로구 관훈동 198-11 호텔 썬비","서울특별시 종로구 인사동7길 26, 호텔 썬비 (관훈동)","03149","호텔 썬비","2026-02-24 16:16:55","U","2026-02-26 02:40:00","","198586.86523867","452307.07147577","관광숙박업","","일반상업지역","10","기타","","(주)KB손해보험","호텔","9","1","42","2071","Hotel Sunbee","Tourist Accommodation Business","0","0","","0","0","","0","2070.85","","0","","","","","","","100000000","","","","2071","관광호텔업",
"120","관광숙박업","03_11_01_P","6520000","CDFI2260032017000001","2017-01-19","","01","영업/정상","13","영업중","","","","","0647668988","","","제주특별자치도 서귀포시 색달동 2138","제주특별자치도 서귀포시 색달로 18 (색달동)","63534","호텔더본제주","2026-02-24 09:14:48","U","2026-02-26 02:40:00","","144603.10229163","-26127.2072076723","관광숙박업","","자연녹지지역","5","기타","","","숙박시설","4","1","0","0","","","0","0","","0","0","","0","12489.56","","0","","","","","","","0","","","","12490","관광호텔업",
"121","관광숙박업","03_11_01_P","5670000","CDFI2260032019000001","2019-02-21","","01","영업/정상","13","영업중","","","","","055-552-4888","","","경상남도 창원시 진해구 제황산동 25-58 아몬드관광호텔","경상남도 창원시 진해구 진희로23번길 4, 아몬드관광호텔 (제황산동)","51684","아몬드호텔","2026-02-24 13:57:41","U","2026-02-26 02:40:00","","352302.637737736","184028.702486087","관광숙박업","","일반상업지역","10","","","한화손해보험","숙박시설","10","1","44","2522","ALMOND HOTEL","Tourist accommodation(Tourist Hotel)","0","0","","0","0","","0","2522.08","","0","","","","","","","0","","","","2522","관광호텔업",
"122","관광숙박업","03_11_01_P","6510000","CDFI2260031994001001","1994-04-07","","01","영업/정상","13","영업중","","","","","064-757-7111","","","제주특별자치도 제주시 삼도이동 57-2","제주특별자치도 제주시 관덕로 26 (삼도이동)","63168","스타즈호텔 헤리티지","2026-02-24 10:19:26","U","2026-02-26 02:40:00","","155509.008955777","1926.90347939621","관광숙박업","","일반상업지역","11","","","","숙박시설","8","3","121","10197","","","0","0","","0","0","","0","10196.6","","0","","","","","","","0","","","","10197","관광호텔업",
"123","관광숙박업","03_11_01_P","6510000","CDFI2260032015001076","2015-06-22","","01","영업/정상","13","영업중","","","","","064-749-5100","","","제주특별자치도 제주시 애월읍 하가리 120-50","제주특별자치도 제주시 애월읍 신상로 266","63036","레드클레이","2026-02-24 09:58:58","U","2026-02-26 02:40:00","","140981.044679417","-5099.23529687823","관광숙박업","","관리지역","2","","","","숙박시설","2","0","23","655","","","0","0","","0","0","","0","654.78","","0","","","","","","","1250000000","","","","655","호스텔업",
"124","관광숙박업","03_11_01_P","5200000","CDFI2260032023000001","2023-03-06","","01","영업/정상","13","영업중","","","","","054-950-7002","","","경상북도 고령군 대가야읍 지산리 232-106","경상북도 고령군 대가야읍 시장1길 9-10","40138","대가야의 목금토-꿈꾸는 시간여행자센터","2026-02-24 17:11:59","U","2026-02-26 02:40:00","","314449.054577468","248008.503787153","관광숙박업","","일반주거지역","2","","","삼성화재해상보험","숙박시설","2","0","5","0","","","0","0","","0","0","","0","395.39","","0","","","","","","","0","","","","395","호스텔업",
"125","관광숙박업","03_11_01_P","3080000","CDFI2260031998000001","1998-07-13","","02","휴업","02","휴업","","2026-03-01","2026-04-30","","","","142-070","서울특별시 강북구 수유동 산 76","서울특별시 강북구 4.19로 135 (수유동)","01018","호텔더숲아카데미하우스","2026-02-24 10:23:42","U","2026-02-26 02:40:00","","200020.571943402","459790.386206253","관광숙박업","관광사업","","0","","","","","0","0","0","0","HotelDeosupAcademyHouse","Tourist Hotel","0","0","","0","0","","0","0","","0","","","","","","","0","","","","0","관광호텔업",
"126","관광숙박업","03_11_01_P","3620000","CDFI2260032025000001","2025-07-04","","01","영업/정상","13","영업중","","","","","","","","광주광역시 북구 용봉동 947-8","광주광역시 북구 비엔날레로 166-1 (용봉동)","61107","뒹굴뒹굴","2026-02-24 15:16:03","U","2026-02-26 02:40:00","","190381.236359384","187098.685953358","관광숙박업","","일반주거지역","4","","","한화손해보험","숙박시설","4","0","2","88","","","0","0","","0","0","","0","88.1","","0","","","","","","","0","","","","88","호스텔업",
"127","관광숙박업","03_11_01_P","3010000","CDFI2260032026000014","2026-02-25","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 충무로4가 15-16 금사과빌딩","서울특별시 중구 마른내로4가길 41, 금사과빌딩 지상2층 (충무로4가)","04556","제이빌스","2026-02-25 10:12:43","I","2026-02-27 00:20:02","","199444.847152847","451149.7429042","관광숙박업","","","7","","","","숙박시설","6","1","0","0","","","0","0","","0","0","","0","99.98","","0","","","","","","","0","","","","100","호스텔업",
"128","관광숙박업","03_11_01_P","6510000","CDFI2260032017000008","2017-06-28","","01","영업/정상","13","영업중","","","","","064-744-5672","","","제주특별자치도 제주시 도두이동 1644-4","제주특별자치도 제주시 서해안로 258 (도두이동)","63112","제주사교장 오션뷰 공항점","2026-02-25 17:07:56","U","2026-02-27 02:40:00","","150990.061681237","1536.67428233091","관광숙박업","","자연녹지지역","5","","","","숙박시설","4","1","0","1398","","","0","0","","0","0","","0","1397.73","","0","","","","","","","0","","","","1398","호스텔업",
"129","관광숙박업","03_11_01_P","4810000","CDFI2260032012000006","2012-05-13","","01","영업/정상","13","영업중","","","","","061-808-5000","","556-811","전라남도 여수시 소라면 죽림리 116","","","유월드호텔 앤 리조트","2026-02-25 11:27:46","U","2026-02-27 02:40:00","","258706.738829614","139233.410912059","관광숙박업","","자연녹지지역","6","","","","호텔","6","0","72","20602","U CASTLE HOTEL","TOURISM BUSINESS","0","0","","0","0","","0","20601.85","","0","","","","","","","0","","","","20602","관광호텔업",
"130","관광숙박업","03_11_01_P","5020000","CDFI2260032026000002","2026-01-23","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 두호동 839 필오피스텔","경상북도 포항시 북구 삼호로253번길 17-5, 필오피스텔 (두호동)","37625","나루스테이","2026-02-25 09:24:55","U","2026-02-27 02:40:00","","414167.011063231","287123.610356221","관광숙박업","","","5","","","","숙박시설","5","0","6","0","","","0","0","","0","0","","0","239.58","","0","","","","","","","0","","","","240","호스텔업",
"131","관광숙박업","03_11_01_P","3040000","CDFI2260032017000002","2017-05-26","","01","영업/정상","13","영업중","","","","","02  499 1585","","","서울특별시 광진구 군자동 350-1","서울특별시 광진구 동일로 214 (군자동)","05002","스마트 스테이(Smart Stay)","2026-02-25 21:35:14","U","2026-02-27 02:40:00","","206049.041722081","449837.413487285","관광숙박업","","일반주거지역","10","","","재난배상책임보험","호텔","10","1","56","1998","Smart Stay","Tourist Hotel","0","0","","0","0","","0","1998.15","","0","","","","","","","12000000000","","","","1998","관광호텔업",
"132","관광숙박업","03_11_01_P","3040000","CDFI2260032018000001","2018-01-11","","01","영업/정상","13","영업중","","","","","02-499-8616","","","서울특별시 광진구 화양동 24-15","서울특별시 광진구 동일로 156 (화양동)","05013","에이치 에비뉴 건대점","2026-02-25 20:59:40","U","2026-02-27 02:40:00","","205814.775584133","449312.4702829","관광숙박업","","일반주거지역","8","기타","","재난배상책임보험(삼성화재)","호텔","8","2","60","2951","","","0","0","","0","0","","0","2950","","0","","","","","","","1050000000","","","","2950","관광호텔업",
"133","관광숙박업","03_11_01_P","3220000","CDFI2260032026000005","2026-02-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 강남구 신사동 526-15","서울특별시 강남구 압구정로4길 14-6 (신사동)","06027","다도","2026-02-26 18:53:08","I","2026-02-28 00:20:02","","201696.517569908","446580.462094002","관광숙박업","","주거지역","4","주택가주변","","","숙박시설","3","1","0","0","","","0","0","","0","0","","0","567.28","","0","","","","","","","0","","","","567","호스텔업",
"134","관광숙박업","03_11_01_P","3020000","CDFI2260032026000001","2026-02-26","","01","영업/정상","13","영업중","","","","","","","","서울특별시 용산구 서계동 232-34","서울특별시 용산구 만리재로 180-1, 2층 (서계동)","04300","스테이터울","2026-02-26 13:27:01","I","2026-02-28 00:20:02","","196954.142298721","450212.036562714","관광숙박업","","","1","","","","","2","0","0","0","","","0","0","","0","0","","0","65.55","","0","","","","","","","0","","","","66","호스텔업",
"135","관광숙박업","03_11_01_P","5050000","CDFI2260032026000001","2026-02-26","","01","영업/정상","13","영업중","","","","","","","","경상북도 경주시 노서동 133-25","경상북도 경주시 금성로259번길 15 (노서동)","38157","스테이 맨션","2026-02-26 18:16:32","I","2026-02-28 00:20:02","","399194.437765827","262306.619337733","관광숙박업","","일반상업지역","3","","","","숙박시설","3","0","0","0","","","0","0","","0","0","","0","112.8","","0","","","","","","","30000000","","","","113","호스텔업",
"136","관광숙박업","03_11_01_P","3420000","CDFI2260032002000001","2002-05-30","","01","영업/정상","13","영업중","","","","","053-282-1000(1010)","","701-801","대구광역시 동구 방촌동 1060-1","대구광역시 동구 동촌로 200 (방촌동)","41159","퀸벨호텔","2026-02-26 11:50:22","U","2026-02-28 02:40:00","","350017.050041268","265964.89954221","관광숙박업","관광사업","일반주거지역","0","","","","호텔","9","3","62","22425","Queen-Vell Hotel","Tourist Hotel","0","0","","0","0","","0","22425.16","","0","","","","","","","0","","","","22425","관광호텔업",
"137","관광숙박업","03_11_01_P","6520000","CDFI2260032013001080","2013-10-23","","02","휴업","02","휴업","","2026-02-25","2027-02-25","","0647387299","","","제주특별자치도 서귀포시 호근동 433","제주특별자치도 서귀포시 태평로 130","","프라이빗리조트","2026-02-26 18:08:24","U","2026-02-28 02:40:00","","156788.157841606","-27846.8606117002","관광숙박업","","","0","","","","","0","0","21","0","","","0","0","","0","0","","0","1325.41","","0","","","","","","","1700000000","","","","1325","호스텔업",
"138","관광숙박업","03_11_01_P","4331000","CDFI2260032024000001","2024-10-16","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 인제군 북면 한계리 1105-8","강원특별자치도 인제군 북면 고원통로 107","24607","인제관광호텔","2026-02-26 10:37:00","U","2026-02-28 02:40:00","","310158.08779306","517019.36994137","관광숙박업","","","4","","","","","4","1","70","827","","","0","0","","0","0","","0","827.12","","0","","","","","","","0","","","","827","관광호텔업",
"139","관광숙박업","03_11_01_P","4910000","CDFI2260032001000001","2001-01-27","","01","영업/정상","13","영업중","","","","","","","529-801","전라남도 장흥군 장흥읍 건산리 743-1","전라남도 장흥군 장흥읍 동교2길 1","","진송관광호텔","2026-02-26 09:17:36","U","2026-02-28 02:40:00","","191322.858754964","131039.549001965","관광숙박업","관광사업","일반상업지역","8","기타","","","숙박시설","7","1","41","4292","","","0","0","","0","0","","0","794.67","","0","","","","","","","0","","","","795","관광호텔업",
"140","관광숙박업","03_11_01_P","3000000","CDFI2260032026000006","2026-01-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 종로구 종로5가 503-7","서울특별시 종로구 종로36나길 10-1, 4층 (종로5가)","03197","고유리(Goyu;re)","2026-02-26 14:05:01","U","2026-02-28 02:40:00","","200328.85058794","451973.845648666","관광숙박업","","일반상업지역","5","기타","","","숙박시설","4","1","0","0","Goyu;re","Tourist accommodation business (hostel business)","0","0","","0","0","","0","64","","0","","","","","","","0","","","","64","호스텔업",
"141","관광숙박업","03_11_01_P","3900000","CDFI2260032021000001","2021-10-15","","01","영업/정상","13","영업중","","","","","","","","경기도 광명시 일직동 512-3","경기도 광명시 신기로 22 (일직동)","14345","(주)호텔롯데 L7광명","2026-02-25 17:22:02","U","2026-02-28 02:40:00","","189541.850018502","435187.738812827","관광숙박업","","일반상업지역","0","","","","숙박시설","27","8","228","32121","","","0","0","","0","0","","0","32120.61","","0","","","","","","","3500000000","","","","32121","관광호텔업",
"142","관광숙박업","03_11_01_P","5430000","CDFI2260032025000001","2025-07-01","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 미조면 송정리 1564 쏠비치 리조트","경상남도 남해군 미조면 쏠비치길 21, 쏠비치 리조트","52441","쏠비치 빌라 남해","2026-02-26 13:10:19","U","2026-02-28 02:40:00","","","","관광숙박업","","","9","","","","","7","2","0","0","","","0","0","","0","0","","0","7879","","0","","","","","","","0","","","","7879","휴양콘도미니엄업",
"143","관광숙박업","03_11_01_P","5430000","CDFI2260032025000002","2025-07-01","","01","영업/정상","13","영업중","","","","","","","","경상남도 남해군 미조면 송정리 1564 쏠비치 리조트","경상남도 남해군 미조면 쏠비치길 21, 쏠비치 리조트","52441","쏠비치 호텔 남해","2026-02-26 13:11:31","U","2026-02-28 02:40:00","","","","관광숙박업","","","16","","","","","14","2","0","0","","","0","0","","0","0","","0","18406","","0","","","","","","","0","","","","18406","관광호텔업",
"144","관광숙박업","03_11_01_P","3010000","CDFI2260032026000013","2026-02-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중구 남산동2가 37-2 JEJARI STAY","서울특별시 중구 소공로6길 35, JEJARI STAY (남산동2가)","04631","JEJARI STAY","2026-02-26 10:04:02","U","2026-02-28 02:40:00","","198608.927223501","450707.580510567","관광숙박업","","","0","","","","","0","0","0","0","","","0","0","","0","0","","0","0","","0","","","","","","","1500000000","","","","0","호스텔업",
