"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","축산업무구분명","축산물가공업구분명","축산일련번호","권리주체일련번호","총직원수","주사육업종",
"158","가축사육업","02_04_01_P","4291000","429000003320130313","2013-12-17","","01","영업/정상","0000","정상","","","","","","","233-910","강원특별자치도 정선군 화암면 백전리 ***","강원특별자치도 정선군 화암면 다리박길 **","","복음농장","2026-03-05 13:32:18","U","2026-03-07 02:40:00","","365711.439226269","419136.075843926","가축사육업","","443","000","0","염소",
"159","가축사육업","02_04_01_P","5060000","506000003320130233","2013-12-30","","01","영업/정상","0000","정상","","","","","","","740-842","경상북도 김천시 개령면 황계리 ***-*","경상북도 김천시 개령면 오송길 ***-**","39516","홍진농장","2026-03-05 10:00:05","U","2026-03-07 02:40:00","","303997.451516444","294554.254457251","가축사육업","","1577","000","0","한우",
"160","가축사육업","02_04_01_P","5120000","512000003320050092","2005-03-30","","01","영업/정상","0000","정상","","","","","","0","745-871","경상북도 문경시 농암면 사현리 ***-*","경상북도 문경시 농암면 상신농장길 **-**","","알부자농장","2026-03-05 10:24:12","U","2026-03-07 02:40:00","","291390.863664515","342310.129709107","가축사육업","","132","000","0","종계/산란계",
"161","가축사육업","02_04_01_P","5120000","512000003320070008","2007-03-21","","03","폐업","0002","폐업","2026-03-05","","","","","0","745-802","경상북도 문경시 문경읍 관음리 **-*","","","환영농장","2026-03-05 16:02:45","U","2026-03-07 02:40:00","","304438.527391445","367815.304856144","가축사육업","","355","000","0","한우",
"162","가축사육업","02_04_01_P","5600000","560000003320090108","2009-11-23","","01","영업/정상","0000","정상","","","","","","0","","경기도 포천시 일동면 사직리 ****","경기도 포천시 일동면 앵바위길 ***","11114","하은목장","2026-03-05 18:04:51","U","2026-03-07 02:40:00","","228011.997460463","500048.159308898","가축사육업","","1406","000","0","젖소",
"163","가축사육업","02_04_01_P","4751000","475100003320200074","2020-12-09","","03","폐업","0002","폐업","2026-03-05","","","","","","","전북특별자치도 장수군 계북면 임평리 ****","","","수하농장","2026-03-05 12:40:44","U","2026-03-07 02:40:00","","253733.727774404","255698.151965399","가축사육업","","2702","000","0","한우",
"164","가축사육업","02_04_01_P","4321000","432000003320050132","2005-10-18","","03","폐업","0002","폐업","2026-03-05","","","","","0","255-806","강원특별자치도 양구군 양구읍 석현리 **","","","부원농장","2026-03-05 17:39:44","U","2026-03-07 02:40:00","","","","가축사육업","","136","000","0","돼지",
"165","가축사육업","02_04_01_P","5230000","523000003320140258","2014-02-27","","01","영업/정상","0000","정상","","","","","","","757-881","경상북도 예천군 호명읍 한어리 ***","경상북도 예천군 호명읍 한어길 ***-*","36850","영기농장","2026-03-05 17:53:58","U","2026-03-07 02:40:00","","329204.77498371","341702.707123435","가축사육업","","1351","000","0","한우",
"166","가축사육업","02_04_01_P","5150000","515000003320050092","2005-07-19","","03","폐업","0002","폐업","2026-03-05","","","","832-8110","0","","경상북도 의성군 춘산면 사미리 **-*","경상북도 의성군 춘산면 사미신감로 ***-**","37349","미림목장","2026-03-05 10:00:54","U","2026-03-07 02:40:00","","358278.097833206","307847.60253097","가축사육업","","203","000","0","젖소",
"167","가축사육업","02_04_01_P","5050000","505000003320090314","2009-06-02","","01","영업/정상","0000","정상","","2021-01-01","2026-12-31","","","0","780-901","경상북도 경주시 건천읍 천포리 *** 외 *필지(***-*)","","","순농장","2026-03-05 09:37:52","U","2026-03-07 02:40:00","","388738.129243427","262824.462440809","가축사육업","","2444","000","0","한우",
"168","가축사육업","02_04_01_P","5230000","523000003320170140","2017-12-28","","01","영업/정상","0000","정상","","","","","","","","경상북도 예천군 호명읍 한어리 ***-*","","","창현농장","2026-03-05 17:57:03","U","2026-03-07 02:40:00","","","","가축사육업","","2026","000","0","한우",
"169","가축사육업","02_04_01_P","4691000","469100003320050112","2005-02-25","","01","영업/정상","0000","정상","","","","","","0","580-812","전북특별자치도 정읍시 북면 마정리 산 **-* 외 *필지","전북특별자치도 정읍시 북면 축현길 **-*, 유한농장","56139","농업회사법인 주식회사 유한피그","2026-03-05 09:21:40","U","2026-03-07 02:40:00","","194314.007525923","233309.410186338","가축사육업","","157","L00","0","돼지",
"170","가축사육업","02_04_01_P","4500000","450000003320190038","2019-08-21","","03","폐업","0002","폐업","2026-03-05","","","","","","","충청남도 공주시 탄천면 정치리 ***","충청남도 공주시 탄천면 솥고개*길 **","32609","기선농장","2026-03-05 10:34:41","U","2026-03-07 02:40:00","","200815.262774582","313684.554413995","가축사육업","","3104","000","0","한우",
"171","가축사육업","02_04_01_P","5420000","542000003320190040","2019-11-01","","01","영업/정상","0000","정상","","","","","","","","경상남도 고성군 하이면 봉원리 **-*","경상남도 고성군 하이면 삼상로 ****-*","52960","무","2026-03-05 11:07:39","U","2026-03-07 02:40:00","","305722.953695619","165960.031525248","가축사육업","","721","000","0","한우",
"172","가축사육업","02_04_01_P","4241000","424000003320140157","2014-03-13","","01","영업/정상","0000","정상","","","","","572-0263","","","강원특별자치도 삼척시 미로면 상거노리 ***-*","강원특별자치도 삼척시 미로면 미로강변로*길 **","25905","임월성","2026-03-05 15:36:27","U","2026-03-07 02:40:00","","387418.445127667","435645.855559304","가축사육업","","837","000","0","한우",
"173","가축사육업","02_04_01_P","4261000","426000003320050143","2005-07-21","","01","영업/정상","0000","정상","","","","","","0","","강원특별자치도 횡성군 갑천면 상대리 ** , **-*, **-*, **, **","강원특별자치도 횡성군 갑천면 갑천로 ***-**","25257","푸른농장","2026-03-05 10:10:10","U","2026-03-07 02:40:00","","304050.04794977","447900.870831108","가축사육업","","315","000","0","한우",
"174","가축사육업","02_04_01_P","5060000","506000003320170013","2017-06-30","","01","영업/정상","0000","정상","","","","","","","","경상북도 김천시 개령면 황계리 ****-* ,****-*","경상북도 김천시 개령면 오송길 ***-**","39516","청우농장1","2026-03-05 09:13:57","U","2026-03-07 02:40:00","","303871.890624189","294504.731564748","가축사육업","","2173","000","0","한우",
"175","가축사육업","02_04_01_P","5150000","515000003320100033","2010-03-10","","01","영업/정상","0000","정상","","","","","","0","769-980","경상북도 의성군 안사면 쌍호리 ***","경상북도 의성군 안사면 안사풍천길 ****-**","37305","재호농장","2026-03-05 10:21:32","U","2026-03-07 02:40:00","","327377.26104442","334702.390077113","가축사육업","","919","000","0","한우",
"176","가축사육업","02_04_01_P","4920000","492000003320170010","2017-03-23","","01","영업/정상","0000","정상","","","","","","","","전라남도 강진군 신전면 송천리 ***-*","","","김희성 농장","2026-03-05 16:30:05","U","2026-03-07 02:40:00","","173873.828292726","110242.485691011","가축사육업","","1895","000","0","오리",
"177","가축사육업","02_04_01_P","4920000","492000003320170003","2017-01-24","","01","영업/정상","0000","정상","","","","","","","","전라남도 강진군 대구면 구수리 ****-**","전라남도 강진군 대구면 까막섬로 ***-*","59266","까막섬 흑염소 농장","2026-03-05 14:28:37","U","2026-03-07 02:40:00","","181042.465834273","107773.762047111","가축사육업","","1888","000","0","염소",
"178","가축사육업","02_04_01_P","4920000","492000003320090008","2009-01-14","","01","영업/정상","0000","정상","","","","","","0","527-883","전라남도 강진군 도암면 학장리 ***-*","전라남도 강진군 도암면 학장로 ***","59251","해창농장","2026-03-05 11:17:27","U","2026-03-07 02:40:00","","177146.477887398","117546.43200576","가축사육업","","973","000","0","한우",
"179","가축사육업","02_04_01_P","4970000","497000003320080043","2008-04-25","","01","영업/정상","0000","정상","","","","","","0","","전라남도 영광군 묘량면 삼학리 ***-*","전라남도 영광군 묘량면 황량로 ***-*","57057","반월축산","2026-03-05 14:49:31","U","2026-03-07 02:40:00","","159748.644907627","191814.875901974","가축사육업","","385","000","0","한우",
"180","가축사육업","02_04_01_P","4930000","493000003320050296","2005-12-15","","03","폐업","0002","폐업","2026-03-05","","","","","0","536-852","전라남도 해남군 산이면 노송리 ***-*","전라남도 해남군 산이면 건촌길 ***","","노송축사","2026-03-05 09:37:35","U","2026-03-07 02:40:00","","153652.32315648","123962.37884836","가축사육업","","372","000","0","한우",
"181","가축사육업","02_04_01_P","4970000","497000003320080073","2008-04-27","","01","영업/정상","0000","정상","","","","","","0","513-873","전라남도 영광군 법성면 법성리 ***-*","전라남도 영광군 법성면 샘목로*길 **","","동례농장","2026-03-05 09:12:05","U","2026-03-07 02:40:00","","150157.227345187","207607.175064306","가축사육업","","415","000","0","한우",
"182","가축사육업","02_04_01_P","4970000","497000003320080173","2008-07-03","","03","폐업","0002","폐업","2026-03-05","","","","","0","513-872","전라남도 영광군 법성면 덕흥리 ***","전라남도 영광군 법성면 입덕길*길 **","","고법축산","2026-03-05 09:14:35","U","2026-03-07 02:40:00","","150803.445127884","204582.477704154","가축사육업","","515","000","0","한우",
"183","가축사육업","02_04_01_P","4810000","481000003320160211","2016-03-03","","03","폐업","0002","폐업","2026-02-27","","","","061-682-6388","","59652","전라남도 여수시 화양면 옥적리 ****-**","전라남도 여수시 화양면 옥천로 ***","59652","장세완농장","2026-03-04 10:48:13","U","2026-03-07 02:40:00","","","","가축사육업","","766","000","0","한우",
"184","가축사육업","02_04_01_P","4810000","481000003320130080","2013-12-16","","03","폐업","0002","폐업","2026-03-03","","","","","","556-903","전라남도 여수시 돌산읍 신복리 ***-*","전라남도 여수시 돌산읍 대복길 *-*","59777","정태농장","2026-03-04 10:49:43","U","2026-03-07 02:40:00","","268336.753770078","123787.677761977","가축사육업","","482","000","0","한우",
"185","가축사육업","02_04_01_P","4810000","481000003320160142","2016-03-02","","03","폐업","0002","폐업","2026-02-27","","","","","","550-200","전라남도 여수시 문수동 **-*","","","곽석연농장","2026-03-04 10:49:04","U","2026-03-07 02:40:00","","","","가축사육업","","697","000","0","한우",
"186","가축사육업","02_04_01_P","4761000","476100003320190012","2019-04-02","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 임실군 삼계면 삼은리 **","전북특별자치도 임실군 삼계면 삼은*길 **","55945","건탁농장","2026-03-05 10:02:52","U","2026-03-07 02:40:00","","227861.438756057","223731.582840824","가축사육업","","1552","000","0","염소",
"187","가축사육업","02_04_01_P","4080000","408000003320260002","2026-01-30","","01","영업/정상","0000","정상","","","","","","","","경기도 안성시 보개면 기좌리 ***-* ,***-*,***","경기도 안성시 보개면 보개원삼로 ***","17509","행복농장","2026-03-05 13:32:03","U","2026-03-07 02:40:00","","225701.405019147","393258.493630267","가축사육업","","2847","000","0","한우",
"188","가축사육업","02_04_01_P","4940000","494000003320200039","2020-04-29","","01","영업/정상","0000","정상","","","","","","","","전라남도 영암군 덕진면 장선리 ***-* ,***-*, ***-**","전라남도 영암군 덕진면 향월유수동길 ***","58408","푸른달농장","2026-03-04 18:11:23","U","2026-03-07 02:40:00","","170689.079083076","149323.051791246","가축사육업","","1764","000","0","한우",
"189","가축사육업","02_04_01_P","4711000","471100003320250008","2025-10-28","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 김제시 금구면 낙성리 ***-* , *","전북특별자치도 김제시 금구면 낙성*길 **","54338","도연농장","2026-03-05 09:27:42","U","2026-03-07 02:40:00","","199268.433891063","256589.498653314","가축사육업","","2746","000","0","염소",
"190","가축사육업","02_04_01_P","5310000","531000003320050046","2005-03-11","","02","휴업","0001","휴업","","2025-02-14","2027-02-13","","","0","660-951","경상남도 진주시 명석면 외율리 ***-*","경상남도 진주시 명석면 진주대로 ****","","외율농장","2026-03-05 10:53:34","U","2026-03-07 02:40:00","","290247.399419288","198321.012849149","가축사육업","","62","000","0","한우",
"191","가축사육업","02_04_01_P","5480000","548000003320080511","2008-07-10","","03","폐업","0002","폐업","2026-03-05","","","","","0","678-872","경상남도 합천군 묘산면 도옥리 ***","경상남도 합천군 묘산면 도옥*길 **","","이현득","2026-03-05 17:58:42","U","2026-03-07 02:40:00","","301266.41556775","241940.164107655","가축사육업","","1086","000","0","한우",
"192","가축사육업","02_04_01_P","4791000","479100003320090001","2009-01-06","","03","폐업","0002","폐업","2026-03-05","","","","","0","579-842","전북특별자치도 부안군 하서면 청호리 ***","","","계곡농장","2026-03-05 09:57:55","U","2026-03-07 02:40:00","","","","가축사육업","","900","000","0","한우",
"193","가축사육업","02_04_01_P","4580000","458000003320250008","2025-08-01","","01","영업/정상","0000","정상","","","","","","","","충청남도 서천군 기산면 신산리 **-*","","","명승양계 허브농장","2026-03-05 16:00:57","U","2026-03-07 02:40:00","","","","가축사육업","","786","000","0","종계/산란계",
"194","가축사육업","02_04_01_P","4781000","478100003320050201","2005-10-18","","01","영업/정상","0000","정상","","","","","","0","585-862","전북특별자치도 고창군 대산면 중산리 *** ***-*, ***","전북특별자치도 고창군 대산면 칠거리로 ***-* (***-*, ***)","","화흥목장","2026-03-05 09:03:19","U","2026-03-07 02:40:00","","163206.68160813","206322.243668005","가축사육업","","224","000","0","젖소",
"195","가축사육업","02_04_01_P","5430000","543000003320150176","2015-10-26","","01","영업/정상","0000","정상","","","","","","","668-861","경상남도 남해군 남면 당항리 ***-*","경상남도 남해군 남면 두양로 ***-**","52437","박거일농장","2026-03-05 18:00:10","U","2026-03-07 02:40:00","","282024.523884949","142418.534268823","가축사육업","","802","000","0","한우",
"196","가축사육업","02_04_01_P","5420000","542000003320050172","2005-06-17","","01","영업/정상","0000","정상","","","","","674-3570","0","638-802","경상남도 고성군 고성읍 우산리 ***-*","경상남도 고성군 고성읍 우산*길 ***-**","52930","무","2026-03-05 09:41:23","U","2026-03-07 02:40:00","","320388.32496928","167616.46637133","가축사육업","","193","000","0","한우",
"197","가축사육업","02_04_01_P","5350000","535000003320080040","2008-07-01","","01","영업/정상","0000","정상","","","","","","0","621-150","경상남도 김해시 화목동 **","","","정은수농장","2026-03-05 15:24:14","U","2026-03-07 02:40:00","","","","가축사육업","","664","000","0","한우",
"198","가축사육업","02_04_01_P","5400000","540000003320100009","2010-09-24","","01","영업/정상","0000","정상","","","","2026-03-05","","0","637-832","경상남도 함안군 법수면 대송리 ***","경상남도 함안군 법수면 대송*길 **","","배달농장","2026-03-05 15:40:15","U","2026-03-07 02:40:00","","321866.081612317","204591.076331058","가축사육업","","480","000","0","한우",
"199","가축사육업","02_04_01_P","5470000","547000003320080160","2008-07-01","","03","폐업","0002","폐업","2026-03-05","","","","9449242","0","670-872","경상남도 거창군 신원면 구사리 ***-*","","","무","2026-03-05 09:03:22","U","2026-03-07 02:40:00","","286576.392631824","231726.823689733","가축사육업","","815","000","0","한우",
"200","가축사육업","02_04_01_P","5430000","543000003320150109","2015-09-15","","01","영업/정상","0000","정상","","","","","","","668-843","경상남도 남해군 삼동면 영지리 ***-*","경상남도 남해군 삼동면 봉화로 ***-*","52443","송정일농장","2026-03-05 18:00:55","U","2026-03-07 02:40:00","","291114.28606546","145896.743567309","가축사육업","","735","000","0","한우",
"201","가축사육업","02_04_01_P","5450000","545000003320090020","2009-12-01","","01","영업/정상","0000","정상","","","","","","0","666-821","경상남도 산청군 오부면 내곡리 *** 외 *","경상남도 산청군 오부면 오동로 ***-**","52205","머루돌이 산청농장","2026-03-05 14:47:20","U","2026-03-07 02:40:00","","279456.190194146","218774.278241978","가축사육업","","234","000","0","돼지",
"202","가축사육업","02_04_01_P","5430000","543000003320150021","2015-07-07","","01","영업/정상","0000","정상","","","","","","","668-812","경상남도 남해군 이동면 석평리 ***","경상남도 남해군 이동면 석평로**번길 **-**","52431","무림축산","2026-03-05 17:59:34","U","2026-03-07 02:40:00","","286394.456463531","144783.738877741","가축사육업","","647","000","0","한우",
"203","가축사육업","02_04_01_P","5480000","548000003320080790","2008-07-11","","01","영업/정상","0000","정상","","","","","","0","678-973","경상남도 합천군 가회면 오도리 ***-*","","","조성숙","2026-03-04 15:01:38","U","2026-03-07 02:40:00","","292656.248926209","216787.455142355","가축사육업","","1365","000","0","한우",
"204","가축사육업","02_04_01_P","5430000","543000003320260001","2026-02-27","","01","영업/정상","0000","정상","","","","","","","","경상남도 남해군 남해읍 평현리 ****-*","경상남도 남해군 남해읍 스포츠로***번길 **-**","52428","건호목장","2026-03-05 15:03:14","U","2026-03-07 02:40:00","","280192.207216005","146430.999353774","가축사육업","","1133","000","0","젖소",
"205","가축사육업","02_04_01_P","4791000","479100003320210002","2021-01-14","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 부안군 부안읍 내요리 ****","전북특별자치도 부안군 부안읍 역귀길 **-**","56320","의성축산농협(황호삼내요)농장","2026-03-05 09:19:08","U","2026-03-07 02:40:00","","177397.532570483","243810.709265682","가축사육업","","1555","L00","0","한우",
"206","가축사육업","02_04_01_P","4791000","479100003320200051","2020-12-18","","01","영업/정상","0000","정상","","","","","","","","전북특별자치도 부안군 행안면 대초리 ****-* , 주*동","전북특별자치도 부안군 행안면 순환북로 **-**, 주*동","56319","의성축산농협(황호삼대초2)농장","2026-03-05 09:35:22","U","2026-03-07 02:40:00","","172961.792498368","245521.673214365","가축사육업","","1551","L00","0","한우",
"207","가축사육업","02_04_01_P","5410000","541000003320050002","2005-01-15","","01","영업/정상","0000","정상","","","","","","0","635-812","경상남도 창녕군 유어면 광산리 ***","경상남도 창녕군 유어면 유어장마로 ***-**","50305","대동축산","2026-03-05 15:39:33","U","2026-03-07 02:40:00","","330972.260800483","221488.321788729","가축사육업","","56","000","0","종계/산란계",
"208","가축사육업","02_04_01_P","5480000","548000003320130032","2013-08-21","","01","영업/정상","0000","정상","","","","","","","678-802","경상남도 합천군 합천읍 금양리 ***","경상남도 합천군 합천읍 마령로 ***-**","","정정상","2026-03-05 10:10:51","U","2026-03-07 02:40:00","","305259.130382109","234600.375478083","가축사육업","","2007","000","0","한우",
"209","가축사육업","02_04_01_P","4390000","439000003320060044","2006-08-11","","03","폐업","0002","폐업","2026-03-04","","","","843-7526","0","380-882","충청북도 충주시 주덕읍 창전리 ***","충청북도 충주시 주덕읍 대창길 ***-**","","창전축산","2026-03-05 09:31:16","U","2026-03-07 02:40:00","","268323.69793922","385477.673748918","가축사육업","","403","000","0","한우",
"210","가축사육업","02_04_01_P","4420000","442000003320040019","2004-07-27","","01","영업/정상","0000","정상","","","","","","0","376-862","충청북도 보은군 속리산면 북암리 ***-*","충청북도 보은군 속리산면 북암*길 **","","대풍농장","2026-03-05 10:57:38","U","2026-03-07 02:40:00","","269817.078302426","338318.856894073","가축사육업","","19","L00","0","육계",
"211","가축사육업","02_04_01_P","4080000","408000003320050837","2005-06-21","","01","영업/정상","0000","정상","","","","","","0","456-911","경기도 안성시 일죽면 주천리 **-* ,**-*","경기도 안성시 일죽면 주래본죽로 ***-**","17528","수정목장","2026-03-05 13:41:29","U","2026-03-07 02:40:00","","244182.965312924","398800.566676169","가축사육업","","877","000","0","육우",
"212","가축사육업","02_04_01_P","4930000","493000003320250009","2025-03-12","","01","영업/정상","0000","정상","","","","","","","","전라남도 해남군 문내면 석교리 ***","","","정성모농장","2026-03-05 09:38:55","U","2026-03-07 02:40:00","","140805.298975324","124707.960562305","가축사육업","","1977","000","0","한우",
"213","가축사육업","02_04_01_P","4140000","414000003320220019","2022-07-27","","01","영업/정상","0000","정상","","","","","","","","경기도 연천군 미산면 백석리 ***-*","경기도 연천군 미산면 청정로****번길 ***-**","11045","금호연천농장","2026-03-05 17:20:08","U","2026-03-07 02:40:00","","196500.458684182","504469.39808988","가축사육업","","1280","L00","0","돼지",
"214","가축사육업","02_04_01_P","4470000","447000003320120013","2012-04-04","","01","영업/정상","0000","정상","","","","","","","369-812","충청북도 음성군 맹동면 마산리 ***-* 외 *필지","","","찬희농장1","2026-03-05 11:27:51","U","2026-03-07 02:40:00","","","","가축사육업","","630","000","0","한우",
"215","가축사육업","02_04_01_P","4470000","447000003320140070","2014-06-08","","01","영업/정상","0000","정상","","","","","","","369-861","충청북도 음성군 원남면 하당리 ***-*","충청북도 음성군 원남면 하당길 *-**","27718","상우농장","2026-03-05 13:49:09","U","2026-03-07 02:40:00","","260883.327347715","379034.489643441","가축사육업","","789","000","0","한우",
"216","가축사육업","02_04_01_P","4460000","446000003320050166","2005-12-26","","01","영업/정상","0000","정상","","","","","","0","367-871","충청북도 괴산군 장연면 광진리 **-* ,**-*, **-*, **, **-*","충청북도 괴산군 장연면 충민로 ****-**","28008","수지농장","2026-03-04 20:08:40","U","2026-03-07 02:40:00","","284134.803461621","376621.74612718","가축사육업","","253","000","0","오리",
"217","가축사육업","02_04_01_P","4490000","449000003320200047","2020-12-02","","01","영업/정상","0000","정상","","","","","","","","충청남도 천안시 동남구 성남면 대흥리 ** 외 *(**-*)","충청남도 천안시 동남구 성남면 대흥신덕길 **","31248","독립농장2","2026-03-05 20:32:05","U","2026-03-07 02:40:00","","222297.143669252","358803.283063544","가축사육업","","1576","000","0","산란육성계",
