"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","지정일자","민원종류명",
"219","담배소매업","11_43_02_P","3340000","2023334014505600025","2023-05-03","","03","폐업","2","폐업처리","2026-04-02","","","","","","","부산광역시 사하구 다대동 120-1 다대포현대아파트","부산광역시 사하구 다대로 473, 상가1동 지하1층 1호 (다대동, 다대포현대아파트)","49520","홈마트","2026-04-02 14:51:05","U","2026-04-04 02:40:00","","380398.062015138","175314.286676535","20230503","제7조의3제3항에따른경우",
"220","담배소매업","11_43_02_P","4490000","2024566002905600028","2024-04-08","","03","폐업","2","폐업처리","2026-04-02","","","","","","","충청남도 천안시 서북구 불당동 730 드림프라자","충청남도 천안시 서북구 검은들3길 52, 103호, 104호 (불당동)","31163","세븐일레븐 천안불당파크점","2026-04-02 15:25:33","U","2026-04-04 02:40:00","","209683.867545227","367631.731912071","20240408","제7조의3제3항에따른경우",
"221","담배소매업","11_43_02_P","5380000","2024538032005600022","2024-05-29","","03","폐업","2","폐업처리","2026-04-01","","","","","","","경상남도 양산시 동면 사송리 327 사송 에비뉴원 201호, 202호","경상남도 양산시 동면 외송로 49, 201호, 202호 (사송 에비뉴원)","50659","지에스25 사송에비뉴점","2026-04-02 11:23:56","U","2026-04-04 02:40:00","","388456.306495495","203668.117762403","20240529","제7조의3제2항에따른경우",
"222","담배소매업","11_43_02_P","5530000","2026576000705600001","2026-03-03","","01","영업/정상","0","정상영업","","","","","","","","경기도 화성시 병점구 송산동 197-3 화성아너스포레 104호","경기도 화성시 병점구 장조6로 41, 104호 (송산동, 화성아너스포레)","18355","지에스25 아너스포레점","2026-04-02 14:02:20","U","2026-04-04 02:40:00","","200434.672657079","411681.930353414","20260303","제7조의3제2항에따른경우",
"223","담배소매업","11_43_02_P","3330000","2021333015105600060","2021-10-22","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 해운대구 우동 639-9","부산광역시 해운대구 해운대로594번길 5(우동)","48094","씨유더해운대점","2026-04-02 15:43:48","U","2026-04-04 02:40:00","","396437.971187311","186874.846155215","20211022","제7조의3제2항에따른경우",
"224","담배소매업","11_43_02_P","4890000","2023489014105600002","2023-03-07","","01","영업/정상","0","정상영업","","","","","061-390-4903","","","전라남도 보성군 벌교읍 옥전리 산 110-15","","","5감시대마트(광주전라지역대)","2026-04-02 09:21:27","U","2026-04-04 02:40:00","","221043.24702684","150707.071141699","20230307","제7조의3제2항에따른경우",
"225","담배소매업","11_43_02_P","3560000","2024356022205600020","2024-03-08","","01","영업/정상","0","정상영업","","","","","","","","인천광역시 서구 청라동 164-1 청라 엑슬루타워","인천광역시 서구 중봉대로586번길 22, 판매시설비동 1층 144호 (청라동, 청라 엑슬루타워)","22737","청라전자담배","2026-04-02 14:10:37","U","2026-04-04 02:40:00","","169130.7707459","447686.970640299","20240308","제7조의3제2항에따른경우",
"226","담배소매업","11_43_02_P","3210000","2005321007605600087","2005-06-03","","01","영업/정상","0","정상영업","","","","","02 5723757","","","서울특별시 서초구 양재동 220호 1층","서울특별시 서초구 매헌로1길 26 (양재동,1층)","","세븐 양재LG전자점","2026-04-02 09:50:12","U","2026-04-04 02:40:00","","202951.286597418","440028.495682196","20050603","제7조의3제2항에따른경우",
"227","담배소매업","11_43_02_P","4460000","2026446013805600003","2026-02-26","","02","휴업","1","휴업처리","","2026-04-01","2026-04-30","","","","","충청북도 괴산군 칠성면 도정리 285-1","충청북도 괴산군 칠성면 칠성로 1, 1층","28019","삼거리슈퍼","2026-04-02 09:30:19","U","2026-04-04 02:40:00","","276962.704141887","365467.405358163","20260226","제7조의3제2항에따른경우",
"228","담배소매업","11_43_02_P","5020000","2022503005105600030","2022-11-23","","03","폐업","2","폐업처리","2026-04-02","","","","","","","경상북도 포항시 남구 대잠동 469-14 이동현대홈타운아파트","경상북도 포항시 남구 대이로 102, 이동현대홈타운아파트 상가동 지하1층 11,12,13호 (대잠동)","37680","씨유이동현대홈타운점","2026-04-02 16:16:48","U","2026-04-04 02:40:00","","411097.693691282","282918.82391277","20221123","제7조의3제2항에따른경우",
"229","담배소매업","11_43_02_P","5420000","2022542011505600014","2022-11-16","","03","폐업","2","폐업처리","2026-04-01","","","","","","","경상남도 고성군 상리면 부포리 653-3","경상남도 고성군 상리면 장치로 381-3","52953","부포가야연쇄점","2026-04-02 09:40:57","U","2026-04-04 02:40:00","","312817.951676879","166222.084956275","20221116","제7조의3제2항에따른경우",
"230","담배소매업","11_43_02_P","4520000","2021452034605600071","2021-05-27","","03","폐업","2","폐업처리","2026-04-01","","","","","","","충청남도 아산시 용화동 1386","충청남도 아산시 용화고길 30 (용화동)","31572","씨유 아산용화제일점","2026-04-02 13:07:15","U","2026-04-04 02:40:00","","200389.709372398","363485.126439695","20210527","제7조의3제2항에따른경우",
"231","담배소매업","11_43_02_P","4050000","1994405000005603001","1994-03-16","","01","영업/정상","0","정상영업","","","","","","","449-815","경기도 용인시 처인구 포곡읍 전대리 310번지","경기도 용인시 처인구 포곡읍 에버랜드로 199","449-715","삼성물산주식회사","2026-04-02 14:21:41","U","2026-04-04 02:40:00","","219138.424611781","420903.964757574","19940316","2009년11월법개정전자료",
"232","담배소매업","11_43_02_P","3820000","2015382017905600049","2015-04-14","","01","영업/정상","0","정상영업","","","","","","","","","경기도 의정부시 의정로40번길 12, 1층 (의정부동, 의정부일성트루엘)","11624","(주)코리아세븐 의정부일성점","2026-04-02 14:49:41","U","2026-04-04 02:40:00","","203093.553753762","470397.061128979","20150414","제7조의3제2항에따른경우",
"233","담배소매업","11_43_02_P","4050000","2012562002005600093","2012-11-30","","01","영업/정상","0","정상영업","","","","","031-320-8349","","449-815","경기도 용인시 처인구 포곡읍 유운리 554번지 1호","경기도 용인시 처인구 포곡읍 에버랜드로 199","","삼성물산주식회사본관동3층 (캐리비안베이 나비오)","2026-04-02 14:23:08","U","2026-04-04 02:40:00","","217741.444948072","421748.894174091","20121130","제7조의3제2항에따른경우",
"234","담배소매업","11_43_02_P","4641000","2025465100605600043","2025-07-10","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 전주시 완산구 효자동3가 1541-8","전북특별자치도 전주시 완산구 홍산중앙로 20, 1층 102호 (효자동3가)","54969","쿠모야츠","2026-04-02 16:16:39","U","2026-04-04 02:40:00","","209810.878651066","257256.981118854","20250710","제7조의3제2항에따른경우",
"235","담배소매업","11_43_02_P","3730000","2025373016205600028","2025-06-24","","03","폐업","2","폐업처리","2026-04-01","","","","","","","울산광역시 울주군 언양읍 서부리 38-6","울산광역시 울주군 언양읍 헌양길 106","44942","씨유 언양블루점","2026-04-02 13:09:42","U","2026-04-04 02:40:00","","392224.862953718","231586.930744523","20250624","제7조의3제2항에따른경우",
"236","담배소매업","11_43_02_P","3340000","2022334014505600026","2022-09-28","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 사하구 장림동 608-12","부산광역시 사하구 장평로 133, 1층 (장림동)","49482","감성커피 장림장평로점","2026-04-02 10:47:10","U","2026-04-04 02:40:00","","379848.649736199","177233.55546819","20220928","제7조의3제2항에따른경우",
"237","담배소매업","11_43_02_P","3150000","2021315020005600014","2021-03-04","","03","폐업","2","폐업처리","2026-03-31","","","","","","","서울특별시 강서구 마곡동 774 에스에이치빌딩","서울특별시 강서구 공항대로 205, 에스에이치빌딩 104호 (마곡동)","07802","지에스25 마곡SH점","2026-04-02 11:39:38","U","2026-04-04 02:40:00","","184947.625497503","450846.273424687","20210304","제7조의3제2항에따른경우",
"238","담배소매업","11_43_02_P","5310000","2021531027005600016","2021-02-16","","01","영업/정상","0","정상영업","","","","","","","","경상남도 진주시 하대동 70-14","경상남도 진주시 도동로 171, 1층 (하대동)","52776","이마트24 진주도동로점","2026-04-01 11:36:45","U","2026-04-04 02:40:00","","302139.936127566","187944.400953242","20210216","제7조의3제2항에따른경우",
"239","담배소매업","11_43_02_P","4040000","2021404022805600028","2021-02-26","","03","폐업","2","폐업처리","2026-04-02","","","","","","","경기도 하남시 감일동 530-2 J&B프라자","경기도 하남시 신우실로 67, J&B프라자 (감일동)","12996","쿨마트 감일","2026-04-02 13:41:59","U","2026-04-04 02:40:00","","214289.685462587","445273.505304253","20210226","제7조의3제2항에따른경우",
"240","담배소매업","11_43_02_P","4440000","2012444005005600006","2012-05-15","","03","폐업","2","폐업처리","2026-04-02","","","","","","370-802","충청북도 영동군 영동읍 계산리 662번지 7호","충청북도  영동읍 계산로5길 2 (1층상가)","370-802","세븐일레븐 충북영동계산점","2026-04-02 17:47:22","U","2026-04-04 02:40:00","","270317.190688663","297162.860197116","20120515","제7조의3제2항에따른경우",
"241","담배소매업","11_43_02_P","3080000","2018308016905600063","2018-10-24","2026-04-02","04","취소/말소/만료/정지/중지","3","직권취소","","","","","02-982-7643","","","서울특별시 강북구 미아동 37번지 12호","서울특별시 강북구 월계로3길 42, 1층 (미아동)","01221","대덕슈퍼","2026-04-02 16:53:55","U","2026-04-04 02:40:00","","202691.434422323","456576.610193404","20181024","제7조의3제2항에따른경우",
"242","담배소매업","11_43_02_P","3660000","2022366019005600082","2022-08-29","","01","영업/정상","0","정상영업","","","","","","","","대전광역시 서구 관저동 1515 마치5 104호","대전광역시 서구 관저로 142, 마치5 104호 (관저동)","35382","어스베이프 관저점","2026-04-02 15:51:26","U","2026-04-04 02:40:00","","230281.238764314","310921.235494614","20220829","제7조의3제2항에따른경우",
"243","담배소매업","11_43_02_P","3860000","2011387000205600074","2011-05-30","","03","폐업","2","폐업처리","2026-04-02","","","","","","420-831","경기도 부천시 원미구 약대동 175번지 15호","경기도 부천시 원미구 도약로 209-1 (약대동)","","GS25 부천약대","2026-04-02 14:15:08","U","2026-04-04 02:40:00","","179845.573849057","445403.931037102","20110530","제7조의3제2항에따른경우",
"244","담배소매업","11_43_02_P","3860000","2019386062605600003","2019-10-14","","03","폐업","2","폐업처리","2026-04-02","","","","","","","경기도 부천시 오정구 고강동 388번지 15호 덕용주택","경기도 부천시 오정구 고리울로40번길 23, 가동 103호 (고강동, 덕용주택)","14408","비어앤크림 고강점","2026-04-02 10:54:59","U","2026-04-04 02:40:00","","184049.690277152","447132.743623492","20191014","제7조의3제2항에따른경우",
"245","담배소매업","11_43_02_P","5160000","2007516004605600002","2007-01-10","","03","폐업","2","폐업처리","2026-04-02","","","","054 8730595","","","경상북도 청송군 현동면 창양리 316-3","경상북도 청송군 현동면 청송로 2538","37455","문거재식당","2026-04-02 16:52:21","U","2026-04-04 02:40:00","","380550.193787079","311294.588987833","20070110","2009년11월법개정전자료",
"246","담배소매업","11_43_02_P","5420000","1989542000805613022","1989-04-18","2026-04-02","04","취소/말소/만료/정지/중지","3","직권취소","","","","","","","","경상남도 고성군 동해면 용정리 517번지 2   호","","","00","2026-04-02 08:00:09","U","2026-04-04 02:40:00","","334828.816582568","170565.536326095","19890418","2009년11월법개정전자료",
"247","담배소매업","11_43_02_P","3710000","2010371006705600065","2010-10-22","","01","영업/정상","0","정상영업","","","","","","","682-814","울산광역시 동구 전하1동 300번지 24호","울산광역시 동구 방어진순환도로 845-1 (전하동)","","듀바코","2026-04-02 13:48:26","U","2026-04-04 02:40:00","","420550.463827266","226834.090514576","20101022","제7조의3제2항에따른경우",
"248","담배소매업","11_43_02_P","4050000","1990562002005600112","1990-06-26","2026-04-02","04","취소/말소/만료/정지/중지","3","직권취소","","","","","031-322-5266","","449-814","경기도 용인시 처인구 포곡읍 삼계리 491번지 8호 1통 1반","경기도 용인시 처인구 포곡읍 포곡로 294","449-814","선이식품","2026-04-02 09:28:32","U","2026-04-04 02:40:00","","220596.142909225","419862.108940837","19900626","2009년11월법개정전자료",
"249","담배소매업","11_43_02_P","3080000","2015308013905600038","2015-04-24","2026-04-02","04","취소/말소/만료/정지/중지","3","직권취소","","","","","","","142-874","서울특별시 강북구 수유동 54번지 7호","서울특별시 강북구 도봉로 257 (수유동)","142-874","강북구교통카드판매대-07","2026-04-02 16:54:47","U","2026-04-04 02:40:00","","202035.088189829","458771.068971335","20150424","제7조의3제2항에따른경우",
"250","담배소매업","11_43_02_P","3080000","2017308013905600003","2017-01-24","2026-04-02","04","취소/말소/만료/정지/중지","3","직권취소","","2019-07-01","2019-07-31","","02-908-9911","","","서울특별시 강북구 번동 317번지 외 7필지","서울특별시 강북구 오현로 187-25 (번동, 강북구민운동장)","01143","금강편의점","2026-04-02 16:53:29","U","2026-04-04 02:40:00","","203242.750517614","458575.081102101","20170124","제7조의3제2항에따른경우",
"251","담배소매업","11_43_02_P","3050000","2015305014005600029","2015-02-27","","03","폐업","2","폐업처리","2026-04-02","","","","966-6525","","130-010","서울특별시 동대문구 청량리동 703번지","서울특별시 동대문구 홍릉로5길 6 (청량리동)","130-010","오복철물","2026-04-02 10:46:26","U","2026-04-04 02:40:00","","203816.00102536","453380.6926935","20150227","제7조의3제2항에따른경우",
"252","담배소매업","11_43_02_P","3160000","2011316015905600031","2011-03-31","","03","폐업","2","폐업처리","2026-04-02","","","","","","152-810","서울특별시 구로구 개봉2동 261번지 11호","서울특별시 구로구 개봉로16길 9 (개봉동)","","GS25 개봉현대","2026-04-02 13:31:59","U","2026-04-04 02:40:00","","187258.11839075","443114.554942274","20110331","제7조의3제2항에따른경우",
"253","담배소매업","11_43_02_P","3540000","2024354016105600115","2024-12-30","","03","폐업","2","폐업처리","2026-04-02","","","","","","","인천광역시 부평구 부평동 153-21","인천광역시 부평구 시장로 12, 1층 중 일부호 (부평동)","21395","헬로 전자담배","2026-04-02 16:03:26","U","2026-04-04 02:40:00","","175593.479747658","443374.233878227","20241230","제7조의3제2항에따른경우",
"254","담배소매업","11_43_02_P","3580000","2026358017805600002","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","인천광역시 옹진군 백령면 진촌리 703-33 은아낚시","인천광역시 옹진군 백령면 백령로 279, 은아낚시","23101","전담스팟 백령점","2026-04-03 10:28:30","I","2026-04-05 00:20:22","","-375.65168940061","498965.308034508","20260402","제7조의3제2항에따른경우",
"255","담배소매업","11_43_02_P","3130000","2026313027805600018","2026-04-01","","01","영업/정상","0","정상영업","","","","","02-303-3540","","","서울특별시 마포구 상암동 1597 사보이시티디엠씨","서울특별시 마포구 월드컵북로54길 17, 사보이시티디엠씨 1층 122호 (상암동)","03924","상암전자담배 베이프큐 상암점","2026-04-03 10:02:18","I","2026-04-05 00:20:22","","190086.625449279","453231.427685063","20260401","제7조의3제3항에따른경우",
"256","담배소매업","11_43_02_P","3200000","2026320022505600006","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","서울특별시 관악구 봉천동 851-10 101호","서울특별시 관악구 봉천로53길 11, 1층 101호 (봉천동)","08737","팰리스빨래방","2026-04-03 09:15:50","I","2026-04-05 00:20:22","","195873.772456838","442247.497739976","20260403","제7조의3제2항에따른경우",
"257","담배소매업","11_43_02_P","5380000","2026538032005600019","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","경상남도 양산시 물금읍 가촌리 1290-2 양산유림노르웨이아침","경상남도 양산시 물금읍 메기로 203, 양산유림노르웨이아침 109,111호","50653","지에스(GS)25  물금노르웨이점","2026-04-03 08:19:19","I","2026-04-05 00:20:22","","382780.684964351","203209.777408137","20260403","제7조의3제2항에따른경우",
"258","담배소매업","11_43_02_P","3560000","2026356028505600026","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","인천광역시 서구 석남동 533","인천광역시 서구 길주로 78, 1층 101호 (석남동)","22792","석남역 전자담배","2026-04-03 13:04:16","I","2026-04-05 00:20:22","","170797.465962521","444937.933406491","20260403","제7조의3제2항에따른경우",
"259","담배소매업","11_43_02_P","3560000","2026356028505600027","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","인천광역시 서구 가정동 618-6 에이스타워","인천광역시 서구 봉오재3로94번길 19, 에이스타워 1층 114호 (가정동)","22883","전담GATE 루원시티점","2026-04-03 14:59:02","I","2026-04-05 00:20:22","","170863.005516703","447224.294597764","20260403","제7조의3제2항에따른경우",
"260","담배소매업","11_43_02_P","3370000","2026337015005600006","2026-04-01","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 연제구 연산동 590-12","부산광역시 연제구 반송로 32-15, 1층 일부 (연산동)","47551","전담스팟 연산점","2026-04-03 09:09:13","I","2026-04-05 00:20:22","","389823.648402259","189573.209406762","20260401","제7조의3제3항에따른경우",
"261","담배소매업","11_43_02_P","4040000","2026404032105600019","2026-04-03","","01","영업/정상","0","정상영업","","","","","1522-7543","","","경기도 하남시 덕풍동 833-1 현대지식산업센터 한강미사","경기도 하남시 미사대로 550, 현대지식산업센터 한강미사 제씨1-0053(일부)호 (덕풍동)","12925","직판 베이프(GP VAPE)","2026-04-03 10:56:51","I","2026-04-05 00:20:22","","218170.620888902","450511.953281232","20260403","제7조의3제2항에따른경우",
"262","담배소매업","11_43_02_P","3470000","2026347022705600024","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","대구광역시 달서구 죽전동 645 죽전역 에일린의뜰","대구광역시 달서구 와룡로 254, 304동 405호 (죽전동, 죽전역 에일린의뜰)","42638","지에스(GS)25 죽전역에일린점","2026-04-03 16:28:17","I","2026-04-05 00:20:22","","","","20260403","제7조의3제2항에따른경우",
"263","담배소매업","11_43_02_P","4800000","2026480035905600011","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","전라남도 목포시 상동 1034-2","전라남도 목포시 하당남부로 45 (상동)","58688","전남목포지역자활센터(이마트24 목포하당남부로점)","2026-04-03 13:09:11","I","2026-04-05 00:20:22","","147706.785481205","144737.148482686","20260403","제7조의3제2항에따른경우",
"264","담배소매업","11_43_02_P","4490000","2026565003205600012","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","충청남도 천안시 동남구 청당동 978 청당동 한양수자인 블루시티","충청남도 천안시 동남구 청당4로 60, 401동 101호, 102호 (청당동, 청당동 한양수자인 블루시티)","31211","세븐일레븐 천안블루시티점","2026-04-03 13:15:05","I","2026-04-05 00:20:22","","213395.266626489","364089.983007934","20260403","제7조의3제2항에따른경우",
"265","담배소매업","11_43_02_P","5060000","2026506032405600005","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","경상북도 김천시 신음동 989-2","경상북도 김천시 시청로 81 (신음동)","39547","팔팔복권","2026-04-03 11:35:10","I","2026-04-05 00:20:22","","300474.817219858","293356.530355025","20260402","제7조의3제2항에따른경우",
"266","담배소매업","11_43_02_P","5130000","2026513018005600021","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","경상북도 경산시 삼남동 119","경상북도 경산시 경안로 89 (삼남동)","38644","지에스(GS)25 경산삼남점","2026-04-03 17:25:22","I","2026-04-05 00:20:22","","357052.334670529","258655.4776216","20260403","제7조의3제2항에따른경우",
"267","담배소매업","11_43_02_P","4281000","2026428109605600004","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","강원특별자치도 평창군 방림면 방림리 1646 멋다리주유소","강원특별자치도 평창군 방림면 서동로 1143, 멋다리주유소","25365","멋다리 매점","2026-04-03 10:25:14","I","2026-04-05 00:20:22","","321620.339892543","437410.20764871","20260403","제7조의3제2항에따른경우",
"268","담배소매업","11_43_02_P","4990000","2026499028505600005","2026-04-02","","01","영업/정상","0","정상영업","","","","","","","","전라남도 완도군 완도읍 군내리 765-2","전라남도 완도군 완도읍 청해진남로 31, 101호","59123","지에스(GS)25 청해진점","2026-04-03 10:47:24","I","2026-04-05 00:20:22","","177451.918126934","90552.4809767055","20260402","제7조의3제2항에따른경우",
"269","담배소매업","11_43_02_P","4580000","2026458012505600002","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","충청남도 서천군 장항읍 신창리 303-2","충청남도 서천군 장항읍 장항로 76, 1층","33666","지에스25 서천장항점","2026-04-03 09:55:44","I","2026-04-05 00:20:22","","171727.814095524","279205.527656901","20260403","제7조의3제2항에따른경우",
"270","담배소매업","11_43_02_P","3400000","2026340013205600009","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 기장군 기장읍 교리 344-13","부산광역시 기장군 기장읍 차성로390번길 15, 1층층","46056","세븐일레븐 부산기장소망점","2026-04-03 11:40:32","I","2026-04-05 00:20:22","","401608.138418949","197047.621764405","20260403","제7조의3제2항에따른경우",
"271","담배소매업","11_43_02_P","4090000","2026409051605600013","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","경기도 김포시 감정동 674 신화아파트","경기도 김포시 봉화로167번길 35-22, 신화아파트 상가동 1층 9호 (감정동)","10102","씨유 김포신화점","2026-04-03 10:16:40","I","2026-04-05 00:20:22","","173513.205535488","458088.291279174","20260403","제7조의3제2항에따른경우",
"272","담배소매업","11_43_02_P","5220000","2026522011805600009","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","경상북도 칠곡군 왜관읍 낙산리 694-2","경상북도 칠곡군 왜관읍 2산업단지4길 1, 1층","39912","아시아마트","2026-04-03 15:26:56","I","2026-04-05 00:20:22","","326910.637401352","271667.998995732","20260403","제7조의3제2항에따른경우",
"273","담배소매업","11_43_02_P","3670000","2026367021505600026","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","대전광역시 유성구 죽동 683 죽동칸타빌아파트","대전광역시 유성구 죽동로 39, 상가동 1층 103,104호 (죽동, 죽동칸타빌아파트)","34127","이마트24대전죽동칸타빌점","2026-04-03 15:23:56","I","2026-04-05 00:20:22","","229827.278906678","318848.158900776","20260403","제7조의3제2항에따른경우",
"274","담배소매업","11_43_02_P","5020000","2026504001405600001","2026-04-01","","01","영업/정상","0","정상영업","","","","","","","","경상북도 포항시 북구 송라면 지경리 406","경상북도 포항시 북구 송라면 동해대로3218번길 37","37510","이마트24 포항화진점","2026-04-03 09:32:52","I","2026-04-05 00:20:22","","413229.733085623","308250.456707121","20260401","제7조의3제2항에따른경우",
"275","담배소매업","11_43_02_P","3550000","2026355012705600008","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","인천광역시 계양구 작전동 134-4","인천광역시 계양구 효서로341번길 3, 1층 3호 (작전동)","21124","씨유작전광명점","2026-04-03 15:08:12","I","2026-04-05 00:20:22","","176412.912885141","447388.266488425","20260403","제7조의3제2항에따른경우",
"276","담배소매업","11_43_02_P","5540000","2026554035805600017","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","경기도 광주시 초월읍 지월리 64-24","경기도 광주시 초월읍 산수로 627-3, 1층","12729","(주)이엔크","2026-04-03 14:14:48","I","2026-04-05 00:20:22","","226974.104078174","434934.743851124","20260403","제7조의3제2항에따른경우",
"277","담배소매업","11_43_02_P","3310000","2026331011905600014","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","부산광역시 남구 대연동 58-4 엠파이어빌딩","부산광역시 남구 용소로13번길 16, 엠파이어빌딩 1층 (대연동)","48512","전담GATE 경성대부경대점","2026-04-03 16:33:00","I","2026-04-05 00:20:22","","391468.212527384","183940.823893174","20260403","제7조의3제2항에따른경우",
"278","담배소매업","11_43_02_P","5690000","2026569006605600005","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","세종특별자치시 조치원읍 신안리 542 근린생활2동 지하1층 101, 102호 일부","세종특별자치시 조치원읍 섭골길 59, 근린생활2동 지하1층 101, 102호 일부호 (e-편한세상 세종)","30016","씨유 조치원이편한점","2026-04-03 13:22:25","I","2026-04-05 00:20:22","","225391.513016663","346058.623926083","20260403","제7조의3제2항에따른경우",
"279","담배소매업","11_43_02_P","5690000","2026569040805600011","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","세종특별자치시 반곡동 873 수루배마을9단지","세종특별자치시 시청대로 547, 근린생활시설동 101호 (반곡동, 수루배마을9단지)","30146","행운","2026-04-03 13:13:04","I","2026-04-05 00:20:22","","","","20260403","제7조의3제2항에따른경우",
"280","담배소매업","11_43_02_P","5690000","2026569040805600012","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","세종특별자치시 집현동 1163 지식산업센터","세종특별자치시 집현중앙7로 6, 지식산업센터 G층 G125호 (집현동)","30141","보나 팩토리 세종점","2026-04-03 14:28:18","I","2026-04-05 00:20:22","","229603.658375285","333091.54308466","20260403","제7조의3제2항에따른경우",
"281","담배소매업","11_43_02_P","4641000","2026465100605600017","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 전주시 완산구 풍남동3가 26-21","전북특별자치도 전주시 완산구 간납로 1, 1층 (풍남동3가)","55036","씨유 전주한옥태조로점","2026-04-03 09:52:54","I","2026-04-05 00:20:22","","213940.710579713","257423.904857155","20260403","제7조의3제2항에따른경우",
"282","담배소매업","11_43_02_P","4641000","2026466100605600013","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 전주시 덕진구 송천동1가 108 광진한솔아파트 상가동 1층 1호, 2호","전북특별자치도 전주시 덕진구 솔내8길 23-6, 광진한솔아파트 상가동 1층 1호, 2호 (송천동1가)","54835","행운슈퍼","2026-04-03 14:39:31","I","2026-04-05 00:20:22","","211171.926758257","262373.77621613","20260403","제7조의3제2항에따른경우",
"283","담배소매업","11_43_02_P","4641000","2026466100605600014","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","전북특별자치도 전주시 덕진구 덕진동1가 1261-4 1층 109-2호","전북특별자치도 전주시 덕진구 명륜4길 17, 1층 109-2호 (덕진동1가)","54898","보나팩토리 전북대점","2026-04-03 14:42:30","I","2026-04-05 00:20:22","","211359.59486334","260375.97804636","20260403","제7조의3제2항에따른경우",
"284","담배소매업","11_43_02_P","3420000","2026342020705600024","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","대구광역시 동구 신서동 531","대구광역시 동구 동호로5길 5, 110호 (신서동)","41087","슈퍼맨SUPER MARKET","2026-04-03 15:47:40","I","2026-04-05 00:20:22","","355759.028695703","264357.76825185","20260403","제7조의3제3항에따른경우",
"285","담배소매업","11_43_02_P","3570000","2026357020205600006","2026-03-31","","01","영업/정상","0","정상영업","","","","","","","","인천광역시 강화군 길상면 선두리 969 선두꽃게아구","인천광역시 강화군 길상면 해안남로 675, 선두꽃게아구","23051","선두마트","2026-04-03 09:52:36","I","2026-04-05 00:20:22","","154993.513049373","455646.710774167","20260331","제7조의3제2항에따른경우",
"286","담배소매업","11_43_02_P","5050000","2026505031205600002","2026-04-03","","01","영업/정상","0","정상영업","","","","","054-624-9007","","","경상북도 경주시 안강읍 산대리 1790-9","경상북도 경주시 안강읍 안강중앙로 142","38018","(주)신라식자재마트 경주안강점","2026-04-03 14:43:05","I","2026-04-05 00:20:22","","399712.493910763","279244.807550702","20260403","제7조의3제3항에따른경우",
"287","담배소매업","11_43_02_P","5050000","2026505038005600020","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","경상북도 경주시 하동 694-1","경상북도 경주시 보불로 121 (하동)","38126","씨유 경주하동점","2026-04-03 15:21:46","I","2026-04-05 00:20:22","","409057.569463313","257475.067904693","20260403","제7조의3제2항에따른경우",
"288","담배소매업","11_43_02_P","3740000","2026375003205600009","2026-04-03","","01","영업/정상","0","정상영업","","","","","","","","경기도 수원시 장안구 송죽동 504-2","경기도 수원시 장안구 송원로 49-1, 1층 (송죽동)","16305","씨유 수원운동장점","2026-04-03 14:45:50","I","2026-04-05 00:20:22","","200597.86944194","421988.47018817","20260403","제7조의3제2항에따른경우",
