번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업소구분명,소재지,지정일자,신청일자,항목값1,Unnamed: 33,record_key
1197,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000087,2020-09-23,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 목동  206-2 동탄동원로얄듀크2차,"경기도 화성시 동탄구 동탄순환대로19길 21, 상가 2019동 제비101호 (목동, 동탄동원로얄듀크2차)",18485,(주)코리아세븐 동탄동원2차점,2020-09-23 13:25:03,I,2026-02-04 01:35:23,,210731.808217723,409476.0369523,지정,경기도 화성시 목동 206-2 동탄동원로얄듀크2차,20200923.0,20200922.0,관급봉투,,(주)코리아세븐동탄동원2차점_경기도화성시동탄구목동206-2동탄동원로얄듀크2차
1196,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000086,2020-09-23,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 석우동  56 동탄 예당마을 신일유토빌,"경기도 화성시 동탄구 동탄반석로 230, 동탄 예당마을 신일유토빌 104호 (석우동)",18452,더블류제이 주식회사(재복상회),2020-09-23 11:06:40,I,2026-02-04 01:35:23,,206656.461297215,411825.905565836,지정,경기도 화성시 석우동 56 동탄 예당마을 신일유토빌,20200923.0,20200921.0,관급봉투,,더블류제이주식회사(재복상회)_경기도화성시동탄구석우동56동탄예당마을신일유토빌
418,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000084,2020-09-22,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 병점구 안녕동  212 신한미지엔아파트 상가 103호,"경기도 화성시 병점구 효행로707번길 35, 신한미지엔아파트 상가  103호 (안녕동)",18362,신한마트,2020-09-22 16:04:18,I,2026-02-04 01:35:23,,200568.983739222,410975.000066769,지정,경기도 화성시 안녕동 212 신한미지엔아파트 상가  103호,20200921.0,20200921.0,관급봉투,,신한마트_경기도화성시병점구안녕동212신한미지엔아파트상가103호
1648,쓰레기종량제봉투판매업,09_30_13_P,5530000,576000014202000085,2020-09-22,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 병점구 병점동  259-13,"경기도 화성시 병점구 병점동로 41, 101,102호 (병점동)",18409,지에스(GS)병점프라임점,2020-09-22 16:05:41,I,2026-02-04 01:35:23,,203769.851143833,411826.228311693,지정,경기도 화성시 병점동 259-13,20200921.0,20200921.0,관급봉투,,지에스(GS)병점프라임점_경기도화성시병점구병점동259-13
416,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000082,2020-09-16,,3,폐업,2,폐업,2024-01-19,,,,,,,경기도 화성시 동탄구 장지동  971-6,"경기도 화성시 동탄구 동탄대로4길 53, 107호 (장지동)",18506,(주)농민마트,2024-01-19 13:23:32,I,2026-02-04 01:35:23,,209863.808627784,406672.02500818,종료,경기도 화성시 장지동 971-6,20200916.0,20200915.0,관급봉투,,(주)농민마트_경기도화성시동탄구장지동971-6
413,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000079,2020-09-11,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 효행구 기안동  897 기안마을 풍성신미주아파트,"경기도 화성시 효행구 융건로 91, 기안마을 풍성신미주아파트 (기안동)",18341,신세계 할인마트,2020-09-11 09:01:16,I,2026-02-04 01:35:23,,198911.780968343,413071.146531686,지정,경기도 화성시 기안동 897 신미주쇼핑타운 B01호,20200910.0,20200910.0,관급봉투,,신세계할인마트_경기도화성시효행구기안동897기안마을풍성신미주아파트
414,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000080,2020-09-11,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 병점구 송산동  168-61,경기도 화성시 병점구 용주로 72 (송산동),18357,송산마트,2020-09-11 09:02:56,I,2026-02-04 01:35:23,,200868.551012029,411767.504132474,지정,경기도 화성시 송산동 168-61,20200910.0,20200910.0,관급봉투,,송산마트_경기도화성시병점구송산동168-61
415,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000081,2020-09-11,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 산척동  산 35-3,"경기도 화성시 동탄구 동탄순환대로16길 88-4, 1층 (산척동)",18502,풀마켓,2020-09-11 15:00:48,I,2026-02-04 01:35:23,,210640.929608096,407818.86112265,지정,경기도 화성시 산척동 산 35-3,20200911.0,20200909.0,관급봉투,,풀마켓_경기도화성시동탄구산척동산35-3
231,쓰레기종량제봉투판매업,09_30_13_P,5530000,575000014202000078,2020-09-11,,3,폐업,2,폐업,2022-10-18,,,,,,,경기도 화성시 효행구 정남면 용수리 67-19,경기도 화성시 효행구 정남면 가장로 170,18512,바른식자재창고형할인마트,2022-10-18 11:40:35,I,2026-02-04 01:35:23,,199976.07648918,407341.128845777,종료,경기도 화성시 정남면 용수리 67-19,20200910.0,20200910.0,관급봉투,,바른식자재창고형할인마트_경기도화성시효행구정남면용수리67-19
712,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000077,2020-09-09,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 오산동  995-1,"경기도 화성시 동탄구 동탄기흥로353번길 100, 1층 (오산동)",18480,맛드림마트,2022-08-26 10:50:23,I,2026-02-04 01:35:23,,207528.09775268,409559.041984287,종료,경기도 화성시 오산동 995-1,20200909.0,20200907.0,관급봉투,,맛드림마트_경기도화성시동탄구오산동995-1
710,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000075,2020-09-09,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 석우동  3-1,"경기도 화성시 동탄구 삼성1로5길 5, 110호 (석우동)",18449,지에스(GS)25 삼성DSR,2020-09-09 15:50:44,I,2026-02-04 01:35:23,,206433.036603341,413671.112049216,지정,경기도 화성시 석우동 3-1,20200909.0,20200907.0,관급봉투,,지에스(GS)25삼성DSR_경기도화성시동탄구석우동3-1
711,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000076,2020-09-09,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 금곡동  201,"경기도 화성시 동탄구 금곡로 241, 1층 (금곡동)",18511,이마트24 동탄금곡점,2020-09-09 15:53:40,I,2026-02-04 01:35:23,,206847.143657536,408882.232261775,지정,경기도 화성시 금곡동 201,20200909.0,20200907.0,관급봉투,,이마트24동탄금곡점_경기도화성시동탄구금곡동201
709,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000074,2020-09-07,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 병점구 능동 1283 서동탄역파크자이2차,"경기도 화성시 병점구 서동탄로 11, 402동 104호 (능동, 서동탄역파크자이2차)",18416,이마트24셀프 서동탄파크자이점,2020-09-07 14:26:26,I,2026-02-04 01:35:23,,204090.880189041,411102.293494726,지정,경기도 화성시 능동 1283 서동탄역파크자이2차,20200907.0,20200907.0,관급봉투,,이마트24셀프서동탄파크자이점_경기도화성시병점구능동1283서동탄역파크자이2차
882,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000073,2020-09-07,,3,폐업,2,폐업,2025-11-21,,,,,,,경기도 화성시 동탄구 오산동  976-6,"경기도 화성시 동탄구 동탄기흥로 447-16, 1층 114호 (오산동)",18479,씨유 동탄어반스톤점,2025-11-26 10:20:42,I,2026-02-04 01:35:23,,208085.814709384,411038.604408809,종료,경기도 화성시 오산동 976-6,20200907.0,20200904.0,관급봉투,,씨유동탄어반스톤점_경기도화성시동탄구오산동976-6
839,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000070,2020-09-04,,3,폐업,2,폐업,2023-10-06,,,,,,,경기도 화성시 동탄구 산척동  708-7,"경기도 화성시 동탄구 동탄산척로2나길 6-1, 102호 (산척동)",18496,세븐일레븐(동탄산척로점),2023-10-06 14:23:38,I,2026-02-04 01:35:23,,210001.803672798,408042.237097506,종료,경기도 화성시 산척동 708-7,20200904.0,20200901.0,관급봉투,,세븐일레븐(동탄산척로점)_경기도화성시동탄구산척동708-7
840,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000071,2020-09-04,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 반송동  92-7 스타프라자,"경기도 화성시 동탄구 메타폴리스로 53, 스타프라자 104,104-1호 (반송동)",18454,(주)나눔리테일 지에스25 나눔동탄스타점,2020-09-04 14:33:45,I,2026-02-04 01:35:23,,206427.276441127,411149.170349989,지정,경기도 화성시 반송동 92-7 스타프라자,20200904.0,20200901.0,관급봉투,,(주)나눔리테일지에스25나눔동탄스타점_경기도화성시동탄구반송동92-7스타프라자
174,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202000072,2020-09-04,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 새솔동 23 더 펠리체 휴먼빌 아파트,"경기도 화성시 만세구 수노을1로 235, 상가동 102, 103호 (새솔동, 더 펠리체 휴먼빌 아파트)",18238,GS25 송산휴먼빌점,2020-09-04 14:52:49,I,2026-02-04 01:35:23,,184337.914317586,419818.345515259,지정,경기도 화성시 새솔동 23 더 펠리체 휴먼빌 아파트,20200904.0,20200828.0,관급봉투,,GS25송산휴먼빌점_경기도화성시만세구새솔동23더펠리체휴먼빌아파트
838,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000069,2020-09-01,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 산척동  743,"경기도 화성시 동탄구 동탄순환대로12길 67, 하우스디아파트 상가동 108호 (산척동)",18503,지에스25 뉴동탄하우스점,2023-02-06 10:51:54,I,2026-02-04 01:35:23,,211163.697618749,407430.999052448,지정,경기도 화성시 산척동 743,20200901.0,20200828.0,관급봉투,,지에스25뉴동탄하우스점_경기도화성시동탄구산척동743
837,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000068,2020-08-28,,1,영업/정상,11,영업,,,,,031-5188-8277,,,경기도 화성시 동탄구 영천동  603-1,경기도 화성시 동탄구 동탄순환대로27길 30 (영천동),18472,(주)농협하나로유통 동탄유통센터,2023-03-13 11:13:01,I,2026-02-04 01:35:23,,209301.955820977,411821.375216781,지정,경기도 화성시 영천동 603-1,20200828.0,20200826.0,관급봉투,,(주)농협하나로유통동탄유통센터_경기도화성시동탄구영천동603-1
836,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000067,2020-08-25,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 영천동  193-2,"경기도 화성시 동탄구 동탄첨단산업1로 51-9, M타워 1층 132호 (영천동)",18469,세븐일레븐동탄M타워점,2021-09-24 09:29:36,I,2026-02-04 01:35:23,,207940.963350993,412464.889354172,종료,경기도 화성시 영천동 193-2,20200825.0,20200824.0,관급봉투,,세븐일레븐동탄M타워점_경기도화성시동탄구영천동193-2
64,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000066,2020-08-25,,1,영업/정상,11,영업,,,,,,,,경기도 용인시 기흥구 고매동 271,"경기도 용인시 기흥구 신고매로 59, 리빙파워센터 1층 (고매동)",17086,마켓브이 기흥점,2020-08-25 13:52:22,I,2026-02-03 01:35:10,,210124.077461246,413542.129882444,지정,경기도 용인시 기흥구 고매동 271,20200825.0,20200821.0,관급봉투,,마켓브이기흥점_경기도용인시기흥구고매동271
173,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202000065,2020-08-24,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 새솔동 0,"경기도 화성시 만세구 꽃내음1길 5-4, 103호 (새솔동)",18244,씨유 송산봄프라자점,2020-08-24 16:24:42,I,2026-02-04 01:35:23,,183687.750234981,420354.359642127,지정,경기도 화성시 새솔동 0,20200824.0,20200818.0,관급봉투,,씨유송산봄프라자점_경기도화성시만세구새솔동0
835,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000063,2020-08-21,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 오산동  1020 동탄역 린스트라우스,"경기도 화성시 동탄구 동탄대로 469-12, 1층 1003호 (오산동, 동탄역 린스트라우스)",18478,제이더블유(JW)24,2020-08-21 14:52:45,I,2026-02-04 01:35:23,,208577.797056397,410488.519320343,지정,경기도 화성시 오산동 1020 동탄역 린스트라우스,20200821.0,20200820.0,관급봉투,,제이더블유(JW)24_경기도화성시동탄구오산동1020동탄역린스트라우스
1647,쓰레기종량제봉투판매업,09_30_13_P,5530000,576000014202000062,2020-08-20,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 병점구 반월동  864-1 제일프라자,"경기도 화성시 병점구 영통로61번길 6, 제일프라자 1층 114호 (반월동)",18377,씨유 반월현대점,2023-09-22 14:16:57,I,2026-02-04 01:35:23,,205345.347854163,414845.926128951,지정,경기도 화성시 반월동 864-1 제일프라자,20200820.0,20200820.0,관급봉투,,씨유반월현대점_경기도화성시병점구반월동864-1제일프라자
1079,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000059,2020-08-19,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 영천동  135-8,"경기도 화성시 동탄구 동탄기흥로 614, 1층 114호 (영천동)",18469,스노우마트 더퍼스트점,2020-08-19 11:15:18,I,2026-02-04 01:35:23,,208359.87520027,412588.414565902,지정,경기도 화성시 영천동 135-8,20200819.0,20200818.0,관급봉투,,스노우마트더퍼스트점_경기도화성시동탄구영천동135-8
833,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000060,2020-08-19,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 영천동  652-5,"경기도 화성시 동탄구 동탄대로21길 10, 111호 (영천동)",18471,스노우마트 더퍼스트원,2020-08-19 11:22:17,I,2026-02-04 01:35:23,,208609.77242468,411784.124303502,지정,경기도 화성시 영천동 652-5,20200819.0,20200818.0,관급봉투,,스노우마트더퍼스트원_경기도화성시동탄구영천동652-5
834,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000061,2020-08-19,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 오산동  984 동탄역동원로얄듀크비스타3차,"경기도 화성시 동탄구 동부대로 1062, 607동 107,108호 (오산동, 동탄역동원로얄듀크비스타3차)",18479,씨유 동탄여울공원점,2020-08-19 11:32:28,I,2026-02-04 01:35:23,,207828.331320967,410506.793423785,지정,경기도 화성시 오산동 984 동탄역동원로얄듀크비스타3차,20200819.0,20200818.0,관급봉투,,씨유동탄여울공원점_경기도화성시동탄구오산동984동탄역동원로얄듀크비스타3차
1078,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000057,2020-08-18,,3,폐업,2,폐업,2024-07-16,,,,,,,경기도 화성시 동탄구 능동 1091-15,"경기도 화성시 동탄구 여울로4길 10, 1층 (능동)",18422,씨유 동탄여울점,2024-09-13 14:13:49,I,2026-02-04 01:35:23,,205041.25,412804.914999999,종료,경기도 화성시 능동 1091-15,20200818.0,20200814.0,관급봉투,,씨유동탄여울점_경기도화성시동탄구능동1091-15
1077,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000056,2020-08-13,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 청계동  531-2,"경기도 화성시 동탄구 동탄대로시범길 185, 중앙프라자 102호 (청계동)",18476,마켓101 동탄1호점,2020-08-13 11:22:55,I,2026-02-04 01:35:23,,209628.402846431,411080.816236071,지정,경기도 화성시 청계동 531-2,20200813.0,20200812.0,관급봉투,,마켓101동탄1호점_경기도화성시동탄구청계동531-2
1646,쓰레기종량제봉투판매업,09_30_13_P,5530000,576000014202000055,2020-08-11,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 병점구 병점동  348-25,"경기도 화성시 병점구 병점3로 34, 1층 102,103호 (병점동)",18411,에스(S)마트,2020-08-11 13:20:46,I,2026-02-04 01:35:23,,203250.469040666,411773.699134737,지정,경기도 화성시 병점동 348-25,20200811.0,20200811.0,관급봉투,,에스(S)마트_경기도화성시병점구병점동348-25
1076,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000054,2020-08-11,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 효행구 기안동  286-4,경기도 화성시 효행구 효행로291번길 43 (기안동),18337,우리동네마트,2020-08-11 13:19:08,I,2026-02-04 01:35:23,,197856.589805874,413695.143176304,지정,경기도 화성시 기안동 286-4,20200811.0,20200811.0,관급봉투,,우리동네마트_경기도화성시효행구기안동286-4
1075,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000053,2020-08-10,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 오산동  984 동탄역동원로얄듀크비스타3차,"경기도 화성시 동탄구 동부대로 1062, 609동 109호 (오산동, 동탄역동원로얄듀크비스타3차)",18479,동원홈마트,2020-08-10 14:02:59,I,2026-02-04 01:35:23,,207828.331320967,410506.793423785,지정,경기도 화성시 오산동 984 동탄역동원로얄듀크비스타3차,20200810.0,20200807.0,관급봉투,,동원홈마트_경기도화성시동탄구오산동984동탄역동원로얄듀크비스타3차
1036,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000052,2020-08-06,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 장지동  968,"경기도 화성시 동탄구 동탄순환대로8길 16, 상가동 1층 101,102호 (장지동)",18506,지에스(GS)25 호수아이파크,2020-08-06 13:49:19,I,2026-02-04 01:35:23,,209586.111262416,406984.803934884,지정,경기도 화성시 장지동 968,20200806.0,20200805.0,관급봉투,,지에스(GS)25호수아이파크_경기도화성시동탄구장지동968
1035,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000051,2020-08-04,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 방교동  779-1,"경기도 화성시 동탄구 동탄기흥로247번길 1, 1층 104호 (방교동)",18487,블루25시 편의점(동탄점),2020-08-04 15:49:31,I,2026-02-04 01:35:23,,208129.943503952,408934.939799682,지정,경기도 화성시 방교동 779-1,20200804.0,20200803.0,관급봉투,,블루25시편의점(동탄점)_경기도화성시동탄구방교동779-1
1681,쓰레기종량제봉투판매업,09_30_13_P,5530000,576000014202000050,2020-08-04,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 병점구 진안동  859-1,경기도 화성시 병점구 병점동로164번길 39 (진안동),18392,씨유화성광림점,2020-08-04 10:42:25,I,2026-02-04 01:35:23,,203443.683623945,412661.766212712,지정,경기도 화성시 진안동 859-1,20200804.0,20200804.0,관급봉투,,씨유화성광림점_경기도화성시병점구진안동859-1
1034,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000049,2020-08-03,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 목동  456-2,"경기도 화성시 동탄구 왕배산3길 5, 1층 101호 (목동)",18490,화니슈퍼,2020-08-03 15:15:35,I,2026-02-04 01:35:23,,211052.798652457,408816.966004561,지정,경기도 화성시 목동 456-2,20200803.0,20200731.0,관급봉투,,화니슈퍼_경기도화성시동탄구목동456-2
1038,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000048,2020-07-29,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 반송동  98 메타폴리스,"경기도 화성시 동탄구 동탄중앙로 200, 2층 201호 (반송동, 메타폴리스)",18445,씨유 나눔동탄메타폴리스점,2025-07-15 17:39:14,I,2026-02-04 01:35:23,,206007.25472163,411214.942059565,지정,경기도 화성시 반송동 98 메타폴리스,20200729.0,20200728.0,관급봉투,,씨유나눔동탄메타폴리스점_경기도화성시동탄구반송동98메타폴리스
1037,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000047,2020-07-28,,3,폐업,2,폐업,2024-09-24,,,,,,,경기도 화성시 동탄구 석우동  49 동탄 예당마을대우푸르지오아파트,"경기도 화성시 동탄구 동탄반석로 264, 상가동 104호 (석우동, 동탄 예당마을대우푸르지오아파트)",18452,지에스(GS)25 동탄 대우,2024-09-25 09:37:50,I,2026-02-04 01:35:23,,206915.654937887,411995.234789039,종료,경기도 화성시 석우동 49 동탄 예당마을대우푸르지오아파트,20200728.0,20200727.0,관급봉투,,지에스(GS)25동탄대우_경기도화성시동탄구석우동49동탄예당마을대우푸르지오아파트
668,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000046,2020-07-28,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 능동 1152-2,"경기도 화성시 동탄구 10용사로 349-7, 1층 (능동)",18429,대성할인마트,2020-12-30 13:46:58,I,2026-02-04 01:35:23,,204917.741727322,410886.491607634,지정,경기도 화성시 능동 1152-2,20200728.0,20200724.0,관급봉투,,대성할인마트_경기도화성시동탄구능동1152-2
667,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000045,2020-07-24,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 산척동  796 센트럴써밋,"경기도 화성시 동탄구 동탄신리천로 786, 상가동 105,106호 (산척동, 센트럴써밋)",18490,이마트24 R동탄센트럴써밋점,2025-07-03 16:27:50,I,2026-02-04 01:35:23,,210926.200311285,408191.510551242,지정,경기도 화성시 산척동 산 155-19 센트럴써밋,20200723.0,20200721.0,관급봉투,,이마트24R동탄센트럴써밋점_경기도화성시동탄구산척동796센트럴써밋
1680,쓰레기종량제봉투판매업,09_30_13_P,5530000,576000014202000041,2020-07-20,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 병점구 진안동  929 다람마을엘지태안자이아파트,"경기도 화성시 병점구 병점중앙로 230-10 (진안동, 다람마을엘지태안자이아파트)",18392,세븐일레븐 화성진안자이점,2020-08-04 15:15:43,I,2026-02-04 01:35:23,,203089.276473014,412784.475368839,지정,경기도 화성시 진안동 929 다람마을엘지태안자이아파트,20200717.0,20200717.0,관급봉투,,세븐일레븐화성진안자이점_경기도화성시병점구진안동929다람마을엘지태안자이아파트
665,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000042,2020-07-20,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 청계동  516 시범대원칸타빌아파트,"경기도 화성시 동탄구 동탄대로시범길 53, 상가1동 지층 102,103호 (청계동, 시범대원칸타빌아파트)",18477,지에스(GS)25 동탄센터점,2020-07-20 11:57:19,I,2026-02-04 01:35:23,,209334.893203017,410805.146191826,지정,경기도 화성시 청계동 516 시범대원칸타빌아파트,20200720.0,20200717.0,관급봉투,,지에스(GS)25동탄센터점_경기도화성시동탄구청계동516시범대원칸타빌아파트
664,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000040,2020-07-17,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 산척동  716-1,"경기도 화성시 동탄구 동탄산척로2가길 13, 1층 (산척동)",18496,(주)쿱스토어경남 동탄호수공원점,2025-05-14 10:04:16,I,2026-02-04 01:35:23,,209929.920739678,407897.049415914,지정,경기도 화성시 산척동 716-1,20200717.0,20200715.0,관급봉투,,(주)쿱스토어경남동탄호수공원점_경기도화성시동탄구산척동716-1
669,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000039,2020-07-03,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 영천동  358-84,"경기도 화성시 동탄구 동탄순환대로 878, 101호호 (영천동)",18469,또또슈퍼,2020-07-03 13:36:39,I,2026-02-04 01:35:23,,208015.93,411967.899666667,지정,경기도 화성시 영천동 358-84,20200703.0,20200702.0,관급봉투,,또또슈퍼_경기도화성시동탄구영천동358-84
1023,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202000138,2020-06-29,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 장안면 독정리 49-1,경기도 화성시 만세구 장안면 장안로 516-54,18583,CU 화성스마트밸리점,2021-07-27 15:11:00,I,2026-02-04 01:35:23,,188182.667989957,396935.477296351,지정,경기도 화성시 장안면 독정리 49-1,20200629.0,20200629.0,관급봉투,,CU화성스마트밸리점_경기도화성시만세구장안면독정리49-1
573,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000037,2020-06-26,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 장지동  956-7,"경기도 화성시 동탄구 동탄장지천5길 16-10, 1층 (장지동)",18508,씨유 동탄자이점,2023-12-27 14:50:40,I,2026-02-04 01:35:23,,209348.016150981,406352.975557174,지정,경기도 화성시 장지동 956-7,20200626.0,20200624.0,관급봉투,,씨유동탄자이점_경기도화성시동탄구장지동956-7
574,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000038,2020-06-26,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 청계동  535-1,"경기도 화성시 동탄구 동탄대로시범길 146, 115호호 (청계동)",18476,세븐일레븐 동탄센트럴점,2020-06-26 13:59:55,I,2026-02-04 01:35:23,,209977.47864714,410942.267738207,지정,,20200626.0,20200624.0,관급봉투,,세븐일레븐동탄센트럴점_경기도화성시동탄구청계동535-1
1016,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202000137,2020-06-15,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 장안면 독정리 658,경기도 화성시 만세구 장안면 수정로 140,18583,디케이 마트,2021-07-27 15:08:13,I,2026-02-04 01:35:23,,187402.74243061,397495.460540734,지정,경기도 화성시 장안면 독정리 658,20200615.0,20200615.0,관급봉투,,디케이마트_경기도화성시만세구장안면독정리658
572,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000035,2020-06-12,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 동탄구 방교동  829-1,"경기도 화성시 동탄구 동탄산단8길 19, 109호 (방교동)",18487,씨유 동탄AP점,2020-06-12 15:40:54,I,2026-02-04 01:35:23,,207849.263623835,407896.109603153,지정,경기도 화성시 방교동 829번지 1호,20200612.0,20200611.0,관급봉투,,씨유동탄AP점_경기도화성시동탄구방교동829-1
571,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000033,2020-06-04,,3,폐업,2,폐업,2023-05-02,,,,,,,경기도 화성시 동탄구 오산동  968-2,"경기도 화성시 동탄구 동탄오산로 82, 1층 106호 (오산동)",18478,이마트24 동탄역점,2023-05-02 15:57:15,I,2026-02-04 01:35:23,,208551.373220185,410701.52419273,종료,,20200604.0,20200601.0,관급봉투,,이마트24동탄역점_경기도화성시동탄구오산동968-2
1015,쓰레기종량제봉투판매업,09_30_13_P,5530000,574000014202000136,2020-06-02,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 장안면 석포리 55-5,,,세븐일레븐 화성장안석포점,2021-07-27 15:06:44,I,2026-02-04 01:35:23,,185575.543139244,401731.586528496,지정,경기도 화성시 장안면 석포리 55-5,20200602.0,20200602.0,관급봉투,,세븐일레븐화성장안석포점_경기도화성시만세구장안면석포리55-5
611,쓰레기종량제봉투판매업,09_30_13_P,5530000,577000014202000031,2020-05-29,,3,폐업,2,폐업,2023-12-14,,,,,,,경기도 화성시 동탄구 장지동  922 동탄레이크자연앤푸르지오,"경기도 화성시 동탄구 동탄대로3길 33, 상가동 1층 102,103호 (장지동, 동탄레이크자연앤푸르지오)",18500,지에스(GS)25 동탄늘푸른점,2023-12-14 16:32:28,I,2026-02-04 01:35:23,,209054.090703032,406927.38627792,종료,경기도 화성시 장지동 922번지 동탄레이크자연앤푸르지오,20200529.0,20200526.0,관급봉투,,지에스(GS)25동탄늘푸른점_경기도화성시동탄구장지동922동탄레이크자연앤푸르지오
