"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"126","숙박업","03_11_03_P","4850000","4850000-214-2014-00003","2014-06-25","","01","영업/정상","01","영업","","","","","061 381 2002","315.32","517-803","전라남도 담양군 담양읍 학동리 654-3","전라남도 담양군 담양읍 메타프로방스3길 4-14","57351","담양메타펜션 105동","2026-03-05 10:12:07","U","2026-03-07 02:40:00","숙박업(생활)","200201.009090935","202393.413286223","숙박업(생활)","2","0","1","2","0","0","0","6","","","","임대","","","N",
"127","숙박업","03_11_03_P","4850000","4850000-214-2014-00004","2014-06-25","","01","영업/정상","01","영업","","","","","061 381 2002","357.36","517-803","전라남도 담양군 담양읍 학동리 654-4","전라남도 담양군 담양읍 메타프로방스3길 4-12","57351","담양메타펜션 104동","2026-03-05 10:24:54","U","2026-03-07 02:40:00","숙박업(생활)","200210.682286189","202414.777571454","숙박업(생활)","2","0","1","2","0","0","0","6","","","","임대","","","N",
"128","숙박업","03_11_03_P","4850000","4850000-214-2014-00005","2014-06-25","","01","영업/정상","01","영업","","","","","061 381 2002","384.96","517-803","전라남도 담양군 담양읍 학동리 654-5","전라남도 담양군 담양읍 메타프로방스3길 4-10","57351","담양메타펜션 103동","2026-03-05 10:27:04","U","2026-03-07 02:40:00","숙박업(생활)","200221.590705557","202428.604832693","숙박업(생활)","2","0","1","2","0","0","0","6","","","","임대","0","0","N",
"129","숙박업","03_11_03_P","4850000","4850000-214-2014-00007","2014-06-25","","01","영업/정상","01","영업","","","","","061 381 2002","384.96","517-803","전라남도 담양군 담양읍 학동리 654-7","전라남도 담양군 담양읍 메타프로방스3길 4-6","57351","담양메타펜션 101동","2026-03-05 10:10:15","U","2026-03-07 02:40:00","숙박업(생활)","200252.364978585","202451.878902807","숙박업(생활)","2","0","1","2","0","0","0","5","","","","임대","0","0","N",
"130","숙박업","03_11_03_P","5080000","5080000-214-2003-00003","2003-07-30","","01","영업/정상","01","영업","","","","","054 4571233","1419.00","730-050","경상북도 구미시 남통동 312-3","경상북도 구미시 금오산상가길 21-5 (남통동)","39309","유아이","2026-03-05 14:54:56","U","2026-03-07 02:40:00","숙박업(생활)","318337.258662428","290834.221259743","숙박업(생활)","0","0","0","0","0","0","0","19","","","","","0","0","N",
"131","숙박업","03_11_03_P","6510000","6510000-214-2022-00005","2022-03-28","","03","폐업","02","폐업","2026-03-05","","","","","92.70","695-980","제주특별자치도 제주시 우도면 연평리 133-4","제주특별자치도 제주시 우도면 우도해안길 998, 2층","63365","우도특별시","2026-03-05 14:35:06","U","2026-03-07 02:40:00","숙박업(생활)","196850.904313987","1142.60167853255","숙박업(생활)","0","0","0","0","0","0","0","3","","","","","0","0","N",
"132","숙박업","03_11_03_P","3340000","3340000-201-1997-00665","1997-06-04","","01","영업/정상","01","영업","","","","","051 2938306","690.27","604-852","부산광역시 사하구 하단동 512-2","부산광역시 사하구 하신번영로300번길 122 (하단동)","49311","머물다호텔(HOTEL MOMULDA)","2026-03-05 14:34:16","U","2026-03-07 02:40:00","여관업","379135.604826621","180558.129390169","여관업","5","1","1","4","0","0","3","23","","","","임대","0","0","N",
"133","숙박업","03_11_03_P","3350000","3350000-201-1993-01136","1993-08-28","","01","영업/정상","01","영업","","","","","051 5293898","232.48","609-832","부산광역시 금정구 서동 282-50","부산광역시 금정구 서동중심로 13 (서동)","46327","은하장","2026-03-05 14:17:52","U","2026-03-07 02:40:00","여관업","391526.452772176","192232.814403064","여관업","0","0","0","0","0","0","0","13","","","","","0","0","N",
"134","숙박업","03_11_03_P","3710000","3710000-201-1983-00003","1983-01-24","","01","영업/정상","01","영업","","","","","052 250 6206","20198.00","682-813","울산광역시 동구 전하동 283","울산광역시 동구 방어진순환도로 875 (전하동)","44033","주식회사 라한호텔 울산","2026-03-05 10:14:59","U","2026-03-07 02:40:00","관광호텔","420417.152475637","227126.771993938","관광호텔","11","1","1","11","0","0","0","272","","","","","0","0","N",
"135","숙박업","03_11_03_P","3700000","3700000-201-2003-00009","2003-07-08","","01","영업/정상","01","영업","","","","","052 2751054","1630.70","680-813","울산광역시 남구 삼산동 224-5","울산광역시 남구 정동로76번길 22 (삼산동)","44712","이데아호텔","2026-03-05 11:11:32","U","2026-03-07 02:40:00","여관업","412793.056779717","229268.753034969","여관업","7","0","1","7","0","0","0","36","","","","","0","0","N",
"136","숙박업","03_11_03_P","3860000","3871000-201-2001-00378","2001-06-15","","01","영업/정상","01","영업","","","","","6510332","791.22","","경기도 부천시 원미구 심곡동 142-16","경기도 부천시 원미구 부일로506번길 30 (심곡동)","14643","클래식에이피티 부천","2026-03-05 09:01:46","U","2026-03-07 02:40:00","일반호텔","181000.221806286","442456.707313246","일반호텔","7","1","2","7","0","0","0","28","","","","","0","0","N",
"137","숙박업","03_11_03_P","3860000","3871000-201-2008-00540","2008-01-09","","01","영업/정상","01","영업","","","","","032 329 5809","1222.50","","경기도 부천시 원미구 상동 532-13","경기도 부천시 원미구 길주로77번길 29 (상동)","14543","엔모텔","2026-03-05 09:02:33","U","2026-03-07 02:40:00","여관업","177983.58128743","444984.18265978","여관업","0","0","1","6","0","0","0","29","","","","","0","0","N",
"138","숙박업","03_11_03_P","4160000","4160000-214-2026-00002","2026-01-29","","01","영업/정상","01","영업","","","","","","211.09","477-855","경기도 가평군 설악면 송산리 1037 주1동 1층(A동, B동), 1036-2(관리동)","경기도 가평군 설악면 미사리로645번길 207-9, 주1동 1층(A동, B동), 645번길 203(관리동)","12461","녹하(NOKHA)","2026-03-05 09:37:31","U","2026-03-07 02:40:00","숙박업(생활)","246290.155292936","468795.234552981","숙박업(생활)","0","0","0","0","0","0","0","2","","","","","0","0","N",
"139","숙박업","03_11_03_P","3860000","3871000-201-2014-00556","2014-09-29","","01","영업/정상","01","영업","","","","","032 667 1750","170.30","","경기도 부천시 원미구 심곡동 400-18 2~3층","경기도 부천시 원미구 부일로 435, 2층,3층 (심곡동)","14635","처음하우스 부천대학교점","2026-03-05 09:06:00","U","2026-03-07 02:40:00","여관업","180355.219843323","442738.82400319","여관업","0","0","2","3","0","0","0","12","","","","","0","0","N",
"140","숙박업","03_11_03_P","3860000","3871000-201-2009-00548","2009-08-11","","01","영업/정상","01","영업","","","","","032 329 6612","2173.00","","경기도 부천시 원미구 상동 532-15","경기도 부천시 원미구 길주로77번길 21 (상동)","14543","팔레스호텔","2026-03-05 09:06:32","U","2026-03-07 02:40:00","일반호텔","177946.775053388","444987.041127672","일반호텔","0","0","1","8","0","0","0","42","","","","","0","0","N",
"141","숙박업","03_11_03_P","5050000","5050000-201-2018-00006","2018-09-04","","01","영업/정상","01","영업","","","","","","7404.38","780-833","경상북도 경주시 감포읍 나정리 681","경상북도 경주시 감포읍 동해안로 1819-21","38123","(주)베스트웨스턴플러스경주","2026-03-05 17:56:53","U","2026-03-07 02:40:00","일반호텔","425376.345531433","255166.045072685","일반호텔","3","3","1","3","0","0","0","170","","","","","0","0","N",
"142","숙박업","03_11_03_P","5710000","5735000-214-2024-00003","2024-02-19","","01","영업/정상","01","영업","","","","","043 271 8282","344.44","360-568","충청북도 청주시 청원구 주중동 382-9","충청북도 청주시 청원구 주중로165번길 191 (주중동)","28307","올래스테이 호스텔","2026-03-05 14:18:49","U","2026-03-07 02:40:00","숙박업(생활)","243570.943054555","354635.087951558","숙박업(생활)","2","0","1","2","0","0","0","3","","","","","0","0","N",
"143","숙박업","03_11_03_P","5450000","5450000-201-1993-00002","1993-10-26","","01","영업/정상","01","영업","","","","","055 9736840","526.56","666-805","경상남도 산청군 산청읍 옥산리 161-9","경상남도 산청군 산청읍 웅석봉로 38","52223","산청 스테이","2026-03-05 13:44:37","U","2026-03-07 02:40:00","여관업","279381.750928239","213083.131302471","여관업","3","0","2","2","0","0","22","0","","","","","0","0","N",
"144","숙박업","03_11_03_P","5670000","5670206-201-2002-50003","2002-09-27","","01","영업/정상","01","영업","","","","","055 5528090","2529.85","645-510","경상남도 창원시 진해구 용원동 889","경상남도 창원시 진해구 용원동로221번길 60-7 (용원동)","51610","호텔네이처 부산신항점","2026-03-05 11:31:36","U","2026-03-07 02:40:00","관광호텔","365235.736066329","178478.775465638","관광호텔","7","1","1","7","1","1","5","34","","","","자가","0","0","N",
"145","숙박업","03_11_03_P","5670000","5670123-201-2009-00003","2009-06-08","","01","영업/정상","01","영업","","","","","055 256 5668","550.00","641-849","경상남도 창원시 의창구 팔용동 155-6 4,5,6층","경상남도 창원시 의창구 사화로10번길 22, 4~6층 (팔용동)","51376","짱모텔","2026-03-05 09:46:44","U","2026-03-07 02:40:00","여관업","346222.057933269","196355.319619132","여관업","0","0","0","0","0","0","0","23","","","","","0","0","N",
"146","숙박업","03_11_03_P","4170000","4170000-214-2021-00007","2021-07-12","","03","폐업","02","폐업","2024-12-31","","","","","100.80","476-881","경기도 양평군 양동면 쌍학리 435-4","경기도 양평군 양동면 여양3로 611-48","12539","조이풀빌라18호","2026-03-05 14:32:30","U","2026-03-07 02:40:00","숙박업(생활)","265545.100095961","433817.512185167","숙박업(생활)","3","0","1","3","0","0","0","1","","","","자가","0","0","N",
"147","숙박업","03_11_03_P","6520000","6520000-201-2021-00009","2021-09-13","","01","영업/정상","01","영업","","","","","064 802 3042","9069.87","697-806","제주특별자치도 서귀포시 법환동 745-5","제주특별자치도 서귀포시 김정문화로 51 (법환동)","63566","서귀포제이에스(JS)","2026-03-05 13:06:01","U","2026-03-07 02:40:00","일반호텔","154290.73429657","-27065.1568545862","일반호텔","10","4","1","10","1","4","0","181","","","","","0","0","N",
"148","숙박업","03_11_03_P","3380000","3380000-214-2025-00016","2025-07-21","","01","영업/정상","01","영업","","","","","","70.98","613-804","부산광역시 수영구 광안동 169-36","부산광역시 수영구 수영로540번길 36, 2층 (광안동)","48300","숨스테이 광안","2026-03-05 16:37:28","U","2026-03-07 02:40:00","숙박업(생활)","392571.817786463","185856.687264226","숙박업(생활)","0","0","2","2","0","0","0","2","","","","","0","0","N",
"149","숙박업","03_11_03_P","5050000","5050000-214-2025-00020","2025-09-09","","01","영업/정상","01","영업","","","","","","98.00","780-020","경상북도 경주시 노동동 199-1","경상북도 경주시 동성로 93, 2층 (노동동)","38154","스테이피치스 경주점","2026-03-05 14:15:07","U","2026-03-07 02:40:00","숙박업(생활)","399648.532447409","262622.316235412","숙박업(생활)","0","0","0","0","0","0","0","0","","","","","0","0","N",
"150","숙박업","03_11_03_P","5390000","5390000-201-2002-00008","2002-01-21","","01","영업/정상","01","영업","","","","","055 572 9158","264.00","636-842","경상남도 의령군 대의면 마쌍리 594-1","경상남도 의령군 대의면 대의로 74-1","52135","산장궁전모텔","2026-03-05 15:35:42","U","2026-03-07 02:40:00","여관업","300518.196041613","208788.557937181","여관업","0","0","0","0","0","0","2","9","","","","","0","0","N",
"151","숙박업","03_11_03_P","3780000","3800000-201-1987-00003","1987-10-05","","01","영업/정상","01","영업","","","","","031 7547766","503.00","462-829","경기도 성남시 중원구 성남동 4131","경기도 성남시 중원구 산성대로 82 (성남동)","13376","한달하우스","2026-03-05 09:22:56","U","2026-03-07 02:40:00","여관업","211288.780444087","436783.176112822","여관업","0","0","0","0","0","0","0","28","","","","","0","0","N",
"152","숙박업","03_11_03_P","3240000","3240000-201-2004-00001","2004-01-02","","01","영업/정상","01","영업","","","","","02 4785522","859.93","134-874","서울특별시 강동구 천호동 454-57","서울특별시 강동구 올림픽로70길 56-5 (천호동)","05329","호텔코드","2026-03-05 10:07:32","U","2026-03-07 02:40:00","여관업","211136.514537302","448512.477962546","여관업","7","2","1","7","0","0","0","30","","","","자가","","","N",
"153","숙박업","03_11_03_P","3010000","3010000-201-2020-00004","2020-09-21","","01","영업/정상","01","영업","","","","","","796.37","100-858","서울특별시 중구 중림동 128-40","서울특별시 중구 청파로 431 (중림동)","04507","랑 호텔(RANG Hotel)","2026-03-05 11:41:24","U","2026-03-07 02:40:00","숙박업 기타","197199.98375752","450649.107806091","숙박업 기타","7","1","1","7","1","1","0","29","","","","","0","0","N",
"154","숙박업","03_11_03_P","4711000","4711000-201-2022-00001","2022-03-16","","01","영업/정상","01","영업","","","","","","627.72","","전북특별자치도 김제시 순동 770-18","전북특별자치도 김제시 콩쥐팥쥐로 95-22 (순동)","54368","세븐모텔","2026-03-05 11:16:53","U","2026-03-07 02:40:00","숙박업 기타","192263.629406183","256561.047045702","숙박업 기타","3","1","1","3","0","0","3","17","","","","","0","0","N",
"155","숙박업","03_11_03_P","4390000","4390000-201-1990-00001","1990-01-18","","01","영업/정상","01","영업","","","","","043 8485554","2558.40","380-080","충청북도 충주시 봉방동 855","충청북도 충주시 중원대로 3496 (봉방동)","27429","그랜드스테이호텔 충주점","2026-03-05 14:02:23","U","2026-03-07 02:40:00","일반호텔","281453.201054868","385815.39198977","일반호텔","6","0","0","0","0","0","32","32","","","","","0","0","N",
"156","숙박업","03_11_03_P","3110000","3110000-201-1982-00137","1982-12-31","","01","영업/정상","01","영업","","","","","02 3585020","140.55","122-842","서울특별시 은평구 대조동 185-4","서울특별시 은평구 연서로 230-5 (대조동)","03385","백란모텔","2026-03-05 13:52:23","U","2026-03-07 02:40:00","여관업","192965.380042419","457343.606034925","여관업","2","0","0","0","0","0","2","7","","","","임대","0","0","N",
