"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","한실수","양실수","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"124","숙박업","03_11_03_P","4620000","4620000-214-2007-00009","2007-12-04","","01","영업/정상","01","영업","","","","","041 673 7959","402.76","357-972","충청남도 태안군 고남면 장곡리 609","충청남도 태안군 고남면 큰장돌길 283-42","32170","빅토리아","2026-04-03 13:11:20","U","2026-04-05 02:40:00","숙박업(생활)","142593.307885379","324985.574278058","숙박업(생활)","3","1","1","3","1","1","6","6","","","","자가","0","0","N",
"125","숙박업","03_11_03_P","3940000","3960100-201-2002-00002","2002-06-27","","01","영업/정상","01","영업","","","","","031 9085051","1864.72","410-811","경기도 고양시 일산동구 마두동 799-3 1~9층호","경기도 고양시 일산동구 강석로 147, 1~9층호 (마두동)","10414","호텔 마두","2026-04-03 13:50:22","U","2026-04-05 02:40:00","일반호텔","180323.235492939","461277.750880033","일반호텔","9","1","0","0","0","0","0","49","","","","","0","0","N",
"126","숙박업","03_11_03_P","5530000","5750000-201-2022-00007","2022-11-17","","01","영업/정상","01","영업","","","","","","19999.56","","경기도 화성시 효행구 정남면 보통리 141-39 라비돌 호텔 2층, 4층-17층","경기도 화성시 효행구 정남면 세자로 286, 라비돌 호텔 2층, 4층-17층","18516","라비돌 호텔","2026-04-03 17:19:56","U","2026-04-05 02:40:00","관광호텔","198449.906260848","409841.049535703","관광호텔","0","0","0","0","0","0","0","241","","","","","0","0","N",
"127","숙박업","03_11_03_P","3460000","3460000-201-1999-00011","1999-04-10","","01","영업/정상","01","영업","","","","","053 784 9929","788.16","706-801","대구광역시 수성구 두산동 740-4","대구광역시 수성구 용학로25길 48 (두산동)","42205","호텔도도","2026-04-03 11:52:25","U","2026-04-05 02:40:00","여관업","346833.817867484","259626.714489424","여관업","4","1","1","4","0","0","0","30","","","","자가","0","0","N",
"128","숙박업","03_11_03_P","5050000","5050000-214-2006-00001","2006-04-24","","01","영업/정상","01","영업","","","","","054778 8425","27354.40","780-290","경상북도 경주시 신평동 400-1","경상북도 경주시 보문로 402-12 (신평동)","38117","소노캄 경주","2026-04-03 14:52:58","U","2026-04-05 02:40:00","휴양콘도미니엄업","406118.323266086","263079.41944442","휴양콘도미니엄업","12","2","1","12","0","0","0","418","","","","자가","0","0","N",
"129","숙박업","03_11_03_P","3510500","3510500-201-2002-00019","2002-12-09","","03","폐업","02","폐업","2026-04-03","","","","032 4339177","1291.35","","인천광역시 미추홀구 주안동 147-12","인천광역시 미추홀구 주안중로 45-1 (주안동)","22135","프로포즈","2026-04-03 15:57:12","U","2026-04-05 02:40:00","여관업","171842.278820265","440092.899167262","여관업","7","1","1","7","0","0","0","35","","","","자가","0","0","N",
"130","숙박업","03_11_03_P","4050000","4050000-201-2017-00001","2017-01-23","","01","영업/정상","01","영업","","","","","031 320 9740","5815.00","449-715","경기도 용인시 처인구 포곡읍 전대리 310 삼성에버랜드","경기도 용인시 처인구 포곡읍 에버랜드로 199, 삼성에버랜드","17023","홈브리지캐빈호스텔","2026-04-03 10:53:58","U","2026-04-05 02:40:00","숙박업 기타","219138.424611781","420903.964757574","숙박업 기타","4","0","1","4","0","0","0","90","","","","자가","0","0","Y",
"131","숙박업","03_11_03_P","4000000","4000000-201-2003-00031","2003-04-23","","01","영업/정상","01","영업","","","","","031 376 0757","306.00","447-804","경기도 오산시 원동 774-25","경기도 오산시 오산로190번길 13-1 (원동)","18141","무진장여관","2026-04-03 10:01:36","U","2026-04-05 02:40:00","여관업","206136.636983054","404712.187105643","여관업","3","1","1","3","0","0","3","8","","","","자가","0","0","N",
"132","숙박업","03_11_03_P","4191000","4191000-201-2016-00003","2016-12-30","","01","영업/정상","01","영업","","","","","033 747 1000","1912.95","","강원특별자치도 원주시 반곡동 1900-2 4,5,6,7,8층","강원특별자치도 원주시 건강로 4, 4,5,6,7,8층 (반곡동)","26462","시티호텔","2026-04-03 14:57:51","U","2026-04-05 02:40:00","관광호텔","287314.330808536","425403.195693943","관광호텔","9","2","4","8","0","0","5","44","","","","자가","0","0","N",
"133","숙박업","03_11_03_P","4351000","4351000-201-1999-00007","1999-08-27","","01","영업/정상","01","영업","","","","","033 6735454","904.32","","강원특별자치도 양양군 강현면 물치리 33-1","강원특별자치도 양양군 강현면 동해대로 3573","25061","호텔당근","2026-04-03 09:57:01","U","2026-04-05 02:40:00","숙박업 기타","340934.309097124","518191.044487462","숙박업 기타","0","0","0","0","0","0","4","20","","","","자가","0","0","N",
"134","숙박업","03_11_03_P","4351000","4351000-214-2016-00002","2016-11-17","","01","영업/정상","01","영업","","","","","033 673 6720","430.00","","강원특별자치도 양양군 손양면 동호리 1-37","강원특별자치도 양양군 손양면 선사유적로 316-92","25042","오션바이브","2026-04-03 09:12:26","U","2026-04-05 02:40:00","숙박업(생활)","348065.391836949","506839.071470458","숙박업(생활)","4","0","0","0","0","0","0","7","","","","자가","1","1","N",
"135","숙박업","03_11_03_P","3590000","3590000-201-2005-00004","2005-04-22","","01","영업/정상","01","영업","","","","","062 2500700","1136.72","501-841","광주광역시 동구 학동 70-3","광주광역시 동구 양림로119번길 5 (학동)","61489","디바인 광주점","2026-04-03 17:14:33","U","2026-04-05 02:40:00","여관업","192665.997955477","182353.817471239","여관업","6","1","1","6","1","1","3","27","","","","자가","0","0","N",
"136","숙박업","03_11_03_P","3540000","3540000-201-2002-00420","2002-08-19","","01","영업/정상","01","영업","","","","","032 5266033","0.00","403-859","인천광역시 부평구 부평동 546-138","인천광역시 부평구 경원대로1367번길 10-7 (부평동)","21389","이상한스테이 부평점","2026-04-03 13:39:19","U","2026-04-05 02:40:00","여관업","175285.022911334","443339.697647024","여관업","0","0","0","0","0","0","0","19","","","","","0","0","N",
"137","숙박업","03_11_03_P","3540000","3540000-201-2002-00216","1997-04-03","","01","영업/정상","01","영업","","","","","032 4231401","822.38","403-848","인천광역시 부평구 십정동 408-4","인천광역시 부평구 동암광장로8번길 13 (십정동)","21446","탑모텔","2026-04-03 13:41:04","U","2026-04-05 02:40:00","여관업","173610.2366387","440948.473092153","여관업","6","1","1","6","0","0","0","29","","","","","0","0","N",
"138","숙박업","03_11_03_P","3540000","3540000-201-1989-00003","1989-11-08","","01","영업/정상","01","영업","","","","","032 361 3265","0.00","403-010","인천광역시 부평구 부평동 546-49 ,113","인천광역시 부평구 경원대로1377번길 9-6 (부평동,,113)","21389","씨마모텔","2026-04-03 13:31:54","U","2026-04-05 02:40:00","여관업","175318.090675109","443341.316514045","여관업","0","0","0","0","0","0","0","21","","","","","0","0","N",
"139","숙박업","03_11_03_P","3540000","3540000-201-2002-00066","1989-08-19","","01","영업/정상","01","영업","","","","","032 5285027","601.68","403-824","인천광역시 부평구 부평동 587-5","인천광역시 부평구 경원대로1417번길 18 (부평동)","21395","델루나호텔","2026-04-03 11:16:53","U","2026-04-05 02:40:00","여관업","175763.902156684","443351.933034122","여관업","0","0","0","0","0","0","0","19","","","","","0","0","N",
"140","숙박업","03_11_03_P","4990000","4990000-214-2017-00002","2017-03-15","","01","영업/정상","01","영업","","","","","061 555 7078","74.80","537-922","전라남도 완도군 생일면 유서리 769","전라남도 완도군 생일면 생일로 711","59144","어영차 바다야","2026-04-03 18:07:17","U","2026-04-05 02:40:00","숙박업(생활)","198932.897776776","93135.516075244","숙박업(생활)","1","0","0","0","0","0","3","0","","","","","0","0","N",
"141","숙박업","03_11_03_P","5020000","5040000-214-2022-00002","2022-03-14","","01","영업/정상","01","영업","","","","","","821.98","791-923","경상북도 포항시 북구 청하면 용두리 45-4 , 1동 1~3층","경상북도 포항시 북구 청하면 화두길 160, 1동 1~3층","37517","더원유포리아(The 1 Uphoria)풀빌라&애견펜션","2026-04-03 10:46:40","U","2026-04-05 02:40:00","숙박업(생활)","","","숙박업(생활)","3","0","1","3","0","0","0","11","","","","","0","1","N",
"142","숙박업","03_11_03_P","3270000","3270000-214-2026-00011","2026-03-23","","01","영업/정상","01","영업","","","","","","169.24","601-839","부산광역시 동구 초량동 1203-17","부산광역시 동구 중앙대로196번길 12-9, 3층 (초량동)","48821","홍스테이","2026-04-03 17:31:19","U","2026-04-05 02:40:00","숙박업(생활)","385953.346847996","181288.732418292","숙박업(생활)","0","0","0","0","0","0","0","6","","","","","0","0","N",
"143","숙박업","03_11_03_P","3650000","3650000-214-2026-00006","2026-03-11","","01","영업/정상","01","영업","","","","","","48.78","301-803","대전광역시 중구 대흥동 468-4 4~5층","대전광역시 중구 보문로254번길 9, 4~5층 (대흥동)","34916","너반스테이","2026-04-03 14:56:23","U","2026-04-05 02:40:00","숙박업(생활)","237887.518778577","313949.420919116","숙박업(생활)","0","0","0","0","0","0","0","0","","","","","0","0","N",
"144","숙박업","03_11_03_P","3380000","3380000-214-2016-00001","2016-03-24","","01","영업/정상","01","영업","","","","","051 757 5750","597.80","613-805","부산광역시 수영구 광안동 203-4","부산광역시 수영구 남천바다로33번길 15, 1~6층 (광안동)","48303","라메르 광안 스테이","2026-04-03 14:20:37","U","2026-04-05 02:40:00","숙박업(생활)","392604.242607755","185383.828715169","숙박업(생활)","6","0","1","6","0","0","0","16","","","","자가","0","0","N",
"145","숙박업","03_11_03_P","3290000","3290000-201-1985-00348","1985-09-18","","01","영업/정상","01","영업","","","","","051809 0008","1858.11","614-847","부산광역시 부산진구 부전동 520-19","부산광역시 부산진구 중앙대로691번가길 10 (부전동)","47287","하운드호텔 서면","2026-04-03 16:17:57","U","2026-04-05 02:40:00","일반호텔","387278.084949834","185899.352625207","일반호텔","8","2","1","8","1","1","0","40","","","","","0","0","N",
"146","숙박업","03_11_03_P","3730000","3730000-201-2001-00007","2001-05-17","","01","영업/정상","01","영업","","","","","052 2631784","1475.75","689-824","울산광역시 울주군 상북면 등억알프스리 507-2","울산광역시 울주군 상북면 알프스온천5길 39","44952","호텔간월재","2026-04-03 15:14:22","U","2026-04-05 02:40:00","일반호텔","387883.281583066","230475.222725934","일반호텔","4","0","4","4","0","0","0","27","","","","","0","0","N",
"147","숙박업","03_11_03_P","3490000","3490000-214-2023-00003","2023-05-02","","01","영업/정상","01","영업","","","","","032 267 2203","15429.77","400-320","인천광역시 중구 중산동 1886-11 블루오션 레지던스호텔 3, 1층, 3층~23층 일부호","인천광역시 중구 자연대로 8, 블루오션 레지던스호텔 3 ,1층, 3층~23층 일부호 (중산동)","22397","블루오션 호텔3차","2026-04-03 11:28:16","U","2026-04-05 02:40:00","숙박업(생활)","161287.416353374","442849.644778346","숙박업(생활)","0","0","0","0","0","0","0","503","","","","","0","0","N",
"148","숙박업","03_11_03_P","5330000","5330000-201-1988-00007","2003-06-07","","01","영업/정상","01","영업","","","","","055 6427302","101.00","650-931","경상남도 통영시 사량면 금평리 210","경상남도 통영시 사량면 진촌1길 30","53103","동애여관","2026-04-03 11:17:23","U","2026-04-05 02:40:00","여관업","311796.272153425","150219.729332134","여관업","2","0","2","2","0","0","7","0","","","","자가","0","0","N",
"149","숙박업","03_11_03_P","3940000","4100100-214-2025-00001","2025-11-05","","01","영업/정상","01","영업","","","","","","1002.70","411-807","경기도 고양시 일산서구 대화동 2307-16","경기도 고양시 일산서구 킨텍스로 255-3 (대화동)","10390","킨스테이 호텔","2026-04-03 14:05:14","U","2026-04-05 02:40:00","숙박업(생활)","177706.382022517","462926.63253665","숙박업(생활)","16","4","15","4","0","0","0","46","","","","","0","0","N",
"150","숙박업","03_11_03_P","3050000","3050000-201-1987-00399","1987-10-22","","01","영업/정상","01","영업","","","","","02960 0220","812.32","130-876","서울특별시 동대문구 휘경동 336","서울특별시 동대문구 이문로 16 (휘경동)","02446","호텔에덴","2026-04-03 15:35:05","U","2026-04-05 02:40:00","일반호텔","204795.889817713","454094.532255786","일반호텔","4","0","1","4","0","0","7","22","","","","자가","0","0","N",
"151","숙박업","03_11_03_P","3630000","3630000-201-2013-00007","2013-09-13","","01","영업/정상","01","영업","","","","","062 961 7185","1479.86","506-813","광주광역시 광산구 우산동 1574-9","광주광역시 광산구 무진대로211번길 13-10 (우산동)","62359","호텔얌","2026-04-03 13:57:14","U","2026-04-05 02:40:00","여관업","182004.007756146","184910.935914548","여관업","0","0","1","6","0","0","2","33","","","","","0","0","N",
"152","숙박업","03_11_03_P","3630000","3630000-201-2016-00005","2016-08-18","","01","영업/정상","01","영업","","","","","062 9742000","3810.75","506-303","광주광역시 광산구 쌍암동 688-25","광주광역시 광산구 임방울대로825번길 60-25 (쌍암동)","62278","포엠A","2026-04-03 10:29:08","U","2026-04-05 02:40:00","여관업","186407.659216628","191311.456333704","여관업","4","0","1","4","0","0","0","44","","","","","0","0","N",
"153","숙박업","03_11_03_P","3630000","3630000-201-2017-00001","2017-01-06","","01","영업/정상","01","영업","","","","","062 974 1400","3858.45","506-303","광주광역시 광산구 쌍암동 688-9","광주광역시 광산구 임방울대로825번길 60-21 (쌍암동)","62278","포엠B","2026-04-03 14:01:02","U","2026-04-05 02:40:00","여관업","186380.654282582","191311.663734326","여관업","4","0","1","4","0","0","0","44","","","","","0","0","N",
"154","숙박업","03_11_03_P","3740000","3750000-201-1982-00002","1982-05-21","","01","영업/정상","01","영업","","","","","031 243 3333","95.01","440-818","경기도 수원시 장안구 영화동 275-6","경기도 수원시 장안구 팔달로271번길 38-1 (영화동)","16269","수원 아로 스테이 원룸텔","2026-04-03 15:30:01","U","2026-04-05 02:40:00","여관업","201145.406144384","421013.631865054","여관업","3","1","0","3","0","0","0","12","","","","","0","0","N",
"155","숙박업","03_11_03_P","3080000","3080000-201-1987-00066","1987-06-01","","01","영업/정상","01","영업","","","","","02 9934747","225.15","142-878","서울특별시 강북구 수유동 229-43","서울특별시 강북구 도봉로85길 4 (수유동)","01073","공간스테이 수유점","2026-04-03 16:00:19","U","2026-04-05 02:40:00","숙박업 기타","202118.76260749","459487.327017169","숙박업 기타","4","1","1","4","0","0","0","17","","","","","0","0","N",
"156","숙박업","03_11_03_P","4641000","4661000-201-1998-00005","1998-04-08","","01","영업/정상","01","영업","","","","","063 2426976","879.90","","전북특별자치도 전주시 덕진구 우아동2가 922-2","전북특별자치도 전주시 덕진구 아중4길 20-5 (우아동2가)","55023","박스호텔","2026-04-03 09:48:22","U","2026-04-05 02:40:00","여관업","215537.412901645","258984.449650579","여관업","0","0","0","0","0","0","1","25","","","","자가","0","0","N",
"157","숙박업","03_11_03_P","4721000","4721000-201-1995-00006","1995-10-13","","01","영업/정상","01","영업","","","","","063 2625086","542.74","","전북특별자치도 완주군 고산면 읍내리 580-6","전북특별자치도 완주군 고산면 읍내2길 5","55311","현대장여관","2026-04-03 15:14:20","U","2026-04-05 02:40:00","여관업","218574.059997813","274919.011294445","여관업","4","1","1","4","0","0","8","6","","","","자가","0","0","N",
"158","숙박업","03_11_03_P","4721000","4721000-201-2021-00001","2021-09-03","","01","영업/정상","01","영업","","","","","","2667.55","","전북특별자치도 완주군 이서면 갈산리 665-13","전북특별자치도 완주군 이서면 오공로 21-11","55365","(유)만상모텔","2026-04-03 15:07:54","U","2026-04-05 02:40:00","여관업","205141.958437288","259624.682289579","여관업","6","0","2","6","0","0","55","0","","","","자가","0","0","N",
"159","숙박업","03_11_03_P","3940000","4100100-214-2021-00001","2021-02-26","","01","영업/정상","01","영업","","","","","","12905.00","411-807","경기도 고양시 일산서구 대화동 2307-16","경기도 고양시 일산서구 킨텍스로 255-3 (대화동)","10390","글로스터호텔 킨텍스","2026-04-03 14:08:11","U","2026-04-05 02:40:00","숙박업(생활)","177706.382022517","462926.63253665","숙박업(생활)","15","4","15","0","4","0","0","376","","","","","0","0","N",
"160","숙박업","03_11_03_P","4390000","4390000-201-2015-00003","2015-03-06","","01","영업/정상","01","영업","","","","","043 853 2235","622.83","380-882","충청북도 충주시 주덕읍 대곡리 119-22","충청북도 충주시 주덕읍 충청대로 2220-8","27463","스토리테마무인호텔","2026-04-03 09:21:42","U","2026-04-05 02:40:00","여관업","268451.919998134","384412.932738527","여관업","2","0","1","2","0","0","0","18","","","","자가","0","0","N",
"161","숙박업","03_11_03_P","4000000","4000000-214-2023-00002","2023-12-18","","01","영업/정상","01","영업","","","","","031 376 9755","9879.04","447-290","경기도 오산시 수청동 611-4 202호 외 378호실(접객대 244호)","경기도 오산시 청학로 222, 202호 외 378호실(접객대 244호) (수청동)","18118","물향기시티","2026-04-03 16:36:26","U","2026-04-05 02:40:00","숙박업(생활)","205458.038084388","407411.042165008","숙박업(생활)","10","5","2","10","0","0","379","0","","","","자가","0","0","N",
"162","숙박업","03_11_03_P","3010000","3010000-201-2017-00011","2017-04-26","","01","영업/정상","01","영업","","","","","02752 6363","166.54","100-042","서울특별시 중구 남산동2가 33 1,2층","서울특별시 중구 퇴계로18길 37 (남산동2가, 1,2층)","04631","오요5롯지B(oYo5LodgeB)","2026-04-03 09:30:25","U","2026-04-05 02:40:00","관광호텔","198607.670947146","450770.829936259","관광호텔","2","1","1","2","0","0","0","10","","","","","0","0","N",
"163","숙박업","03_11_03_P","3940000","4100100-201-2000-00006","2000-06-26","","01","영업/정상","01","영업","","","","","031 9225211","2075.60","411-805","경기도 고양시 일산서구 대화동 2223-1","경기도 고양시 일산서구 주화로 190 (대화동)","10381","호텔밀레니엄","2026-04-03 14:03:28","U","2026-04-05 02:40:00","여관업","177729.645631703","463648.961505381","여관업","0","0","0","0","0","0","0","49","","","","","0","0","N",
"164","숙박업","03_11_03_P","4000000","4000000-214-2023-00001","2023-10-05","","01","영업/정상","01","영업","","","","","031 377 0922","6310.24","447-290","경기도 오산시 수청동 611-3 201호 외 177실(접객대 341호)","경기도 오산시 청학로 228, 201호 외 177실(접객대 341호) (수청동)","18118","이안두드림오산대역","2026-04-03 16:34:09","U","2026-04-05 02:40:00","숙박업(생활)","205446.583425539","407452.431157315","숙박업(생활)","0","0","2","10","0","0","178","0","","","","","0","0","N",
"165","숙박업","03_11_03_P","3490000","3490000-214-2023-00010","2023-10-10","","01","영업/정상","01","영업","","","","","032 267 1102","16292.61","400-320","인천광역시 중구 중산동 1873-14 블루오션 레지던스호텔 4, 1,3~23층 일부호","인천광역시 중구 자연대로 7, 블루오션 레지던스호텔 4 1, 3~23층 일부호 (중산동)","22402","블루오션 호텔4차","2026-04-03 11:29:21","U","2026-04-05 02:40:00","숙박업(생활)","161233.838673507","442786.296093032","숙박업(생활)","0","0","0","0","0","0","0","549","","","","","0","0","N",
"166","숙박업","03_11_03_P","3520000","3520000-201-2000-00001","2000-02-15","","01","영업/정상","01","영업","","","","","032 8332084","1776.48","406-838","인천광역시 연수구 옥련동 194-132 지하1~지상7층","인천광역시 연수구 능허대로104번길 69 (옥련동, 지하1~지상7층)","21959","바다가 보이는 집","2026-04-04 16:16:41","U","2026-04-06 02:40:00","일반호텔","167903.727225309","435544.472173218","일반호텔","7","1","0","7","0","1","0","46","","","","자가","0","0","N",
"167","숙박업","03_11_03_P","4060000","4060000-201-2012-00008","2012-11-09","","01","영업/정상","01","영업","","","","","031 9453462","1100.72","413-804","경기도 파주시 아동동 331-2","경기도 파주시 중앙로 283 (아동동)","10929","에쿠스","2026-04-04 17:16:57","U","2026-04-06 02:40:00","숙박업 기타","180216.494703211","473200.806261437","숙박업 기타","0","0","0","0","0","0","0","30","","","","임대","0","0","N",
"168","숙박업","03_11_03_P","3660000","3660000-201-2003-00006","2003-03-11","","01","영업/정상","01","영업","","","","","042 5240770","1186.76","302-845","대전광역시 서구 용문동 592-1 2~7층","대전광역시 서구 도산로369번길 29 (용문동)","35300","호텔어썸","2026-04-05 15:23:57","U","2026-04-07 02:40:00","여관업","235014.782957511","315349.684763596","여관업","7","1","2","7","0","0","0","34","","","","임대","0","0","N",
"169","숙박업","03_11_03_P","5330000","5330000-214-2018-00004","2018-05-09","","01","영업/정상","01","영업","","","","","","386.22","650-070","경상남도 통영시 동호동 338-1","경상남도 통영시 해송정4길 37 (동호동)","53051","강구앙하이볼호스텔","2026-04-03 15:16:06","U","2026-04-07 02:40:00","숙박업(생활)","330721.482414872","150309.77709791","숙박업(생활)","3","1","2","3","0","0","0","11","","","","자가","0","0","N",
