锅龋,俺规辑厚胶疙,俺规辑厚胶酒捞叼,俺规磊摹窜眉内靛,包府锅龋,牢倾啊老磊,牢倾啊秒家老磊,康诀惑怕备盒内靛,康诀惑怕疙,惑技康诀惑怕内靛,惑技康诀惑怕疙,企诀老磊,绒诀矫累老磊,绒诀辆丰老磊,犁俺诀老磊,家犁瘤傈拳,家犁瘤搁利,家犁瘤快祈锅龋,家犁瘤傈眉林家,档肺疙傈眉林家,档肺疙快祈锅龋,荤诀厘疙,弥辆荐沥矫痢,单捞磐盎脚备盒,单捞磐盎脚老磊,诀怕备盒疙,谅钎沥焊x(epsg5174),谅钎沥焊y(epsg5174),格犁积魂诀备盒内靛疙,格犁积魂诀辆幅疙,秒鞭格犁力前,牢仿焊蜡泅炔,斥埃积魂樊,磊夯陛,惑怕备盒疙,Unnamed: 35,record_key
180,力犁诀,09_27_03_P,4251000,425100090201500007,2015-09-01,,1,康诀/沥惑,1,沥惑,,,,,,,,,碍盔漂喊磊摹档 全玫焙 巢搁 哎扁魂辨 **,,蜡柳快(4辆),2026-02-19 18:06:46,U,2026-02-21 02:40:00,,267308.060491526,455400.656634007,力犁诀,4辆,,,0,0,康诀,,蜡柳快(4辆)_
179,力犁诀,09_27_03_P,4251000,425100090201500006,2015-09-01,,1,康诀/沥惑,1,沥惑,,,,,,,,,碍盔漂喊磊摹档 全玫焙 巢搁 蜡格沥辨 ***,,剧汗磊(4辆),2026-02-19 18:06:00,U,2026-02-21 02:40:00,,267497.218391949,455016.866695364,力犁诀,4辆,,,0,0,康诀,,剧汗磊(4辆)_
181,力犁诀,09_27_03_P,4251000,425100090201500005,2015-08-07,,1,康诀/沥惑,1,沥惑,,,,,033-432-1062,,,碍盔漂喊磊摹档 全玫焙 巢搁 岿玫府 ***,碍盔漂喊磊摹档 全玫焙 巢搁 剧傣盔肺 ***,250-871,剧傣盔力犁家(4辆),2026-02-19 18:03:27,U,2026-02-21 02:40:00,,268181.494306969,458281.655825125,力犁诀,4辆,,,0,0,康诀,,剧傣盔力犁家(4辆)_碍盔漂喊磊摹档全玫焙巢搁岿玫府***
139,力犁诀,09_27_03_P,5710000,571000090201500019,2015-06-19,,2,绒诀,2,绒诀,,,,,283-3356,,,面没合档 没林矫 惑寸备 啊傣搁 陛芭府 ***-*,面没合档 没林矫 惑寸备 啊傣搁 窜犁肺 ****-*,360-853,惑盔力犁家(1辆),2026-02-11 09:32:44,U,2026-02-13 02:40:00,,253171.145575665,342592.220841291,力犁诀,1辆,"阿犁, 魄犁",,0,0,绒诀,,惑盔力犁家(1辆)_面没合档没林矫惑寸备啊傣搁陛芭府***-*
7,力犁诀,09_27_03_P,4900000,490000090201500001,2015-03-31,,1,康诀/沥惑,1,沥惑,,,,,,,,傈扼巢档 拳鉴焙 捞剧搁 前乞府 ****-*,傈扼巢档 拳鉴焙 捞剧搁 捞剧丑傍辨 **,58165,措茄烙诀(林)(1辆),2026-02-02 09:12:46,U,2026-02-04 02:40:00,,199067.008056219,155910.665240519,力犁诀,1辆,,,0,0,康诀,,措茄烙诀(林)(1辆)_傈扼巢档拳鉴焙捞剧搁前乞府****-*
22,力犁诀,09_27_03_P,4820000,482000090201500001,2015-03-16,,2,绒诀,2,绒诀,,,,,,,,傈扼巢档 鉴玫矫 炔傈搁 急函府 ***-** 炔傈力犁家,"傈扼巢档 鉴玫矫 炔傈搁 级柳碍肺 ***, 炔傈力犁家",57900,级柳辆钦格犁(1辆),2026-02-04 16:37:09,U,2026-02-06 02:40:00,,241356.785971989,184927.456120541,力犁诀,1辆,力犁格,,500,30,绒诀,,级柳辆钦格犁(1辆)_傈扼巢档鉴玫矫炔傈搁急函府***-**炔傈力犁家
159,力犁诀,09_27_03_P,5141000,514100090201500002,2015-02-27,,3,企诀,3,企诀,,,,,0543825501,,,,措备堡开矫 焙困焙 瓤飞搁 厘焙肺 ***,,(林)陛碍格犁(1辆),2026-02-13 13:08:01,U,2026-02-15 02:40:00,,341186.437702887,291839.453377146,力犁诀,1辆,家唱公幅,玫枚锐 寇11,1000000,50,企诀,,(林)陛碍格犁(1辆)_
223,力犁诀,09_27_03_P,5050000,505000090201400006,2014-09-16,,3,企诀,3,企诀,,,,,700-9300,,,版惑合档 版林矫 碍悼搁 空脚府 魂 **,版惑合档 版林矫 碍悼搁 碍悼魂窜肺*辨 **,,(林)捞畴胶P&E(4辆),2026-02-23 13:07:04,U,2026-02-25 02:40:00,,408060.742907693,275390.890131373,力犁诀,4辆,格犁歧复,,0,30,企诀,,(林)捞畴胶P&E(4辆)_版惑合档版林矫碍悼搁空脚府魂**
96,力犁诀,09_27_03_P,5710000,436000090201400002,2014-06-27,,2,绒诀,2,绒诀,,,,,0432536001,,,面没合档 没林矫 惑寸备 辑款悼 *-*,面没合档 没林矫 惑寸备 措己肺 ** (辑款悼),,老蕊力犁家 措钎 辫驱版(1辆),2026-02-10 17:17:06,U,2026-02-12 02:40:00,,244036.037419187,347853.682802942,力犁诀,1辆,,,0,0,绒诀,,老蕊力犁家措钎辫驱版(1辆)_面没合档没林矫惑寸备辑款悼*-*
95,力犁诀,09_27_03_P,5710000,436000090201400001,2014-06-27,,2,绒诀,2,绒诀,,,,,253-6001,,,面没合档 没林矫 惑寸备 辑款悼 *-*,面没合档 没林矫 惑寸备 措己肺 ** (辑款悼),,***(1辆),2026-02-10 17:15:48,U,2026-02-12 02:40:00,,244036.037419187,347853.682802942,力犁诀,1辆,,,0,0,绒诀,,***(1辆)_面没合档没林矫惑寸备辑款悼*-*
124,力犁诀,09_27_03_P,5710000,441000090201400003,2014-06-12,,2,绒诀,2,绒诀,,,,,043-296-5294,,,,面没合档 没林矫 惑寸备 固盔搁 窜犁肺 ****,,捞扒格犁魂诀(1辆),2026-02-11 09:26:11,U,2026-02-13 02:40:00,,,,力犁诀,1辆,"阿犁, 魄犁",背腊捞荐磊 1疙,0,50,绒诀,,捞扒格犁魂诀(1辆)_
90,力犁诀,09_27_03_P,5090000,509000090201300018,2014-05-23,,1,康诀/沥惑,1,沥惑,,,,,,,,,版惑合档 康林矫 盔寸肺 *** (惑噶悼),750-904,林侥雀荤措康格犁(1辆),2026-02-10 20:28:45,U,2026-02-12 02:40:00,,347196.743896132,372218.620448474,力犁诀,1辆,力犁格 棺 窜魄 殿,1疙,2000,46,康诀,,林侥雀荤措康格犁(1辆)_
146,力犁诀,09_27_03_P,5690000,569000090201300003,2014-05-07,,1,康诀/沥惑,1,沥惑,,,,,,,,技辆漂喊磊摹矫 傈悼搁 价己府 ***-*,技辆漂喊磊摹矫 傈悼搁 贾萍肺 ***,339-842,林侥雀荤 酒弊肺咆(4辆),2026-02-12 14:50:31,U,2026-02-14 02:40:00,,219385.997906901,347715.074172923,力犁诀,4辆,格犁歧复,1牢,2000,30,康诀,,林侥雀荤酒弊肺咆(4辆)_技辆漂喊磊摹矫傈悼搁价己府***-*
43,力犁诀,09_27_03_P,4211000,421100090201300006,2014-04-17,,3,企诀,3,企诀,,,,,,,,,碍盔漂喊磊摹档 悼秦矫 措悼肺 ***-* (价沥悼),240-806,悼秦力犁家(1辆),2026-02-05 19:44:49,U,2026-02-07 02:40:00,,387756.755169536,444802.896252794,力犁诀,1辆,力犁格 棺 窜魄殿,,0,0,企诀,,悼秦力犁家(1辆)_
120,力犁诀,09_27_03_P,5710000,441000090201300010,2014-04-15,,2,绒诀,2,绒诀,,,,,,,,面没合档 没林矫 惑寸备 巩狼搁 巢拌府 ***-* 措覆魂诀,"面没合档 没林矫 惑寸备 巩狼搁 巢拌辨 **-*, 措覆魂诀",28207,悼己格犁荐免器厘(1辆),2026-02-11 09:24:10,U,2026-02-13 02:40:00,,244869.091542259,336859.95327938,力犁诀,1辆,"格犁颇房飘, 格惑磊",,35000,392,绒诀,,悼己格犁荐免器厘(1辆)_面没合档没林矫惑寸备巩狼搁巢拌府***-*措覆魂诀
119,力犁诀,09_27_03_P,5710000,441000090201300009,2014-04-15,,2,绒诀,2,绒诀,,,,,292-1845,,,面没合档 没林矫 惑寸备 巩狼搁 巢拌府 ***-**,面没合档 没林矫 惑寸备 巩狼搁 巢拌辨 **-*,,措己格犁荐免器厘(1辆),2026-02-11 09:20:30,U,2026-02-13 02:40:00,,244907.513373153,336893.229109748,力犁诀,1辆,"格犁 颇房飘, 格犁侩扁",,30000,297,绒诀,,措己格犁荐免器厘(1辆)_面没合档没林矫惑寸备巩狼搁巢拌府***-**
42,力犁诀,09_27_03_P,4211000,421100090201300004,2014-04-08,,3,企诀,3,企诀,,,,,,,,,碍盔漂喊磊摹档 悼秦矫 傍窜*肺 **-** (备龋悼),240-230,措籍格犁(1辆),2026-02-05 19:29:08,U,2026-02-07 02:40:00,,389512.901800217,443745.5995841,力犁诀,1辆,力犁格 棺 窜魄殿,,0,0,企诀,,措籍格犁(1辆)_
188,力犁诀,09_27_03_P,4211000,421100090201300005,2014-04-07,,1,康诀/沥惑,1,沥惑,,,,,,,,碍盔漂喊磊摹档 悼秦矫 备龋悼 ***-** 葛裹扁拌傍诀(林),"碍盔漂喊磊摹档 悼秦矫 傍窜*肺 **, 葛裹扁拌傍诀(林) (备龋悼)",25799,葛裹扁拌傍诀(林)(1辆),2026-02-20 09:45:19,U,2026-02-22 02:40:00,,389218.318316225,443563.528733155,力犁诀,1辆,力犁格,,0,0,康诀,,葛裹扁拌傍诀(林)(1辆)_碍盔漂喊磊摹档悼秦矫备龋悼***-**葛裹扁拌傍诀(林)
98,力犁诀,09_27_03_P,5710000,441000090201300033,2014-04-04,,3,企诀,3,企诀,,,,,2560577,,,面没合档 没林矫 惑寸备 啊傣搁 青沥府 **-*,面没合档 没林矫 惑寸备 啊傣搁 青沥畴悼辨 **-**,363-852,林侥雀荤 措覆魂诀(1辆),2026-02-10 17:42:45,U,2026-02-12 02:40:00,,247702.091916031,337824.794733374,力犁诀,1辆,颇萍努焊靛 盔厘 啊傍,,0,200,企诀,,林侥雀荤措覆魂诀(1辆)_面没合档没林矫惑寸备啊傣搁青沥府**-*
99,力犁诀,09_27_03_P,5710000,441000090201300031,2014-04-04,,3,企诀,3,企诀,,,,,2874252,,,面没合档 没林矫 惑寸备 啊傣搁 郴鞠府 **-*,面没合档 没林矫 惑寸备 啊傣搁 陛芭郴鞠肺 ***,363-853,(林)窍康(1辆),2026-02-10 17:39:08,U,2026-02-12 02:40:00,,253527.736540236,341463.036536128,力犁诀,1辆,啊备,,0,110,企诀,,(林)窍康(1辆)_面没合档没林矫惑寸备啊傣搁郴鞠府**-*
97,力犁诀,09_27_03_P,5710000,441000090201300024,2014-03-31,,3,企诀,3,企诀,,,,,,,,,面没合档 没林矫 蕊傣备 苛魂搁 券锐*辨 **,363-913,悼柳格犁器厘(林)(1辆),2026-02-10 17:41:30,U,2026-02-12 02:40:00,,232085.398987553,352466.638251952,力犁诀,1辆,"颇房飘, 格惑磊",,0,100,企诀,,悼柳格犁器厘(林)(1辆)_
100,力犁诀,09_27_03_P,5710000,441000090201300035,2014-03-31,,3,企诀,3,企诀,,,,,2982405,,,,面没合档 没林矫 惑寸备 啊傣搁 畴泅没侩肺 ***,363-851,(林)没盔快靛(1辆),2026-02-10 17:40:20,U,2026-02-12 02:40:00,,248218.423563019,337053.394387791,力犁诀,1辆,"颇房飘, 格惑磊",,0,370,企诀,,(林)没盔快靛(1辆)_
123,力犁诀,09_27_03_P,5710000,441000090201300022,2014-03-31,,3,企诀,3,企诀,,,,,,,,,面没合档 没林矫 没盔备 坷芒谰 鲍沥辨 **,363-882,固家拱魂 坷芒傍厘(1辆),2026-02-11 09:18:07,U,2026-02-13 02:40:00,,241460.440986665,358791.692924389,力犁诀,1辆,魄犁 棺 阿犁,,0,122,企诀,,固家拱魂坷芒傍厘(1辆)_
83,力犁诀,09_27_03_P,5130000,513000090201300004,2014-03-25,,1,康诀/沥惑,1,沥惑,,,,,851-0141,,,版惑合档 版魂矫 柳樊谰 促巩府 ***-*,版惑合档 版魂矫 柳樊谰 陛冠肺***辨 **-**,712-834,***(4辆),2026-02-10 15:25:55,U,2026-02-12 02:40:00,,367420.516277316,265526.465152221,力犁诀,4辆,"格犁抹, 砰逛",,15000,200,康诀,,***(4辆)_版惑合档版魂矫柳樊谰促巩府***-*
163,力犁诀,09_27_03_P,5070000,507000090201400001,2014-03-21,,3,企诀,3,企诀,,,,,8424526,,,,版惑合档 救悼矫 浅魂谰 磷傈辨 ***,,捞沥扁(4辆),2026-02-18 16:46:19,U,2026-02-20 02:40:00,,343278.165930445,345681.815103582,力犁诀,4辆,,,0,0,企诀,,捞沥扁(4辆)_
174,力犁诀,09_27_03_P,5050000,505000090201300020,2014-03-06,,3,企诀,3,企诀,,,,,,,,,版惑合档 版林矫 寇悼谰 包巩肺 ****-**,780-821,(林)价傣菩虐隆(1辆),2026-02-19 17:30:32,U,2026-02-21 02:40:00,,409931.857973903,244803.359682334,力犁诀,1辆,唱公惑磊 殿,,0,0,企诀,,(林)价傣菩虐隆(1辆)_
59,力犁诀,09_27_03_P,4810000,481000090201400003,2014-03-04,,3,企诀,3,企诀,,,,,683-9741,,,,傈扼巢档 咯荐矫 魂窜吝居肺 *** (拳摹悼),555-280,***(2辆),2026-02-09 15:43:41,U,2026-02-11 02:40:00,,259389.302751481,148105.309905708,力犁诀,2辆,格犁颇饭飘,0,50000,50,企诀,,***(2辆)_
4,力犁诀,09_27_03_P,3560000,356000090201300189,2014-02-18,,3,企诀,3,企诀,,,,,,,,,牢玫堡开矫 辑备 吝豪措肺 *** (版辑悼),404-170,(林)滴盔辆钦拱幅(1辆),2026-02-02 21:04:56,U,2026-02-04 02:40:00,,168947.538795033,449838.276475854,力犁诀,1辆,荐免侩格惑磊,,450,50,企诀,,(林)滴盔辆钦拱幅(1辆)_
224,力犁诀,09_27_03_P,5050000,505000090201400002,2014-02-17,,1,康诀/沥惑,1,沥惑,,,,,,,,,版惑合档 版林矫 寇悼谰 郴寇肺 ***-**,,(林)己柳器厘(1辆),2026-02-23 13:04:28,U,2026-02-25 02:40:00,,408341.853931021,248603.437685485,力犁诀,1辆,"格犁 颇房飘, 格惑磊 殿",,0,0,康诀,,(林)己柳器厘(1辆)_
222,力犁诀,09_27_03_P,5050000,505000090201400001,2014-02-12,,3,企诀,3,企诀,,,,,,,,版惑合档 版林矫 郴巢搁 傣玫府 ***-*,版惑合档 版林矫 郴巢搁 郴寇肺 ****-*,38194,林侥雀荤 魂(4辆),2026-02-23 13:03:28,U,2026-02-25 02:40:00,,397063.371371769,251501.938258596,力犁诀,4辆,格犁 颇房飘 殿,,0,0,企诀,,林侥雀荤魂(4辆)_版惑合档版林矫郴巢搁傣玫府***-*
121,力犁诀,09_27_03_P,5710000,441000090201400001,2014-01-03,,3,企诀,3,企诀,,,,,0432529700,,,面没合档 没林矫 惑寸备 扯己搁 龋沥府 ***-*,面没合档 没林矫 惑寸备 扯己搁 龋沥傈窍匡辨 **-**,,傈窍匡惫拳炔配健阂啊付(4辆),2026-02-11 10:16:58,U,2026-02-13 02:40:00,,254112.818660024,345953.494018017,力犁诀,4辆,格藕,,0,30,企诀,,傈窍匡惫拳炔配健阂啊付(4辆)_面没合档没林矫惑寸备扯己搁龋沥府***-*
101,力犁诀,09_27_03_P,5710000,441000090201300040,2013-12-26,,3,企诀,3,企诀,,,,,043-298-6522,,,面没合档 没林矫 惑寸备 啊傣搁 陛芭府 ***-*,面没合档 没林矫 惑寸备 啊傣搁 陛芭*辨 **,,蜡覆格犁(林)(1辆),2026-02-10 17:44:13,U,2026-02-12 02:40:00,,253412.393321258,342469.284436699,力犁诀,1辆,"格惑磊, 格犁颇房飘",,0,200,企诀,,蜡覆格犁(林)(1辆)_面没合档没林矫惑寸备啊傣搁陛芭府***-*
245,力犁诀,09_27_03_P,5070000,507000090201300011,2013-12-23,,1,康诀/沥惑,1,沥惑,,,,,,,,版惑合档 救悼矫 浅魂谰 荐邦府 ***-*,版惑合档 救悼矫 浅魂谰 陛寸辨 **-**,36622,技柳力犁家(4辆),2026-02-26 17:50:44,I,2026-02-28 00:20:02,,346855.048852342,344326.641162614,力犁诀,4辆,"力犁格, 砰逛",,0,120,康诀,,技柳力犁家(4辆)_版惑合档救悼矫浅魂谰荐邦府***-*
64,力犁诀,09_27_03_P,3940000,394000090201300003,2013-12-12,,1,康诀/沥惑,1,沥惑,,,,,0319641909,,,版扁档 绊剧矫 傣剧备 寒力悼 ***-*,,,父己漂荐格犁(1辆),2026-02-09 17:09:58,U,2026-02-11 02:40:00,,192273.839810229,470967.766131315,力犁诀,1辆,力犁格,,0,459,康诀,,父己漂荐格犁(1辆)_版扁档绊剧矫傣剧备寒力悼***-*
86,力犁诀,09_27_03_P,5100000,510000090201300007,2013-12-12,,3,企诀,3,企诀,,,,,338-4035,,,,版惑合档 康玫矫 没烹搁 荤老肺 ***,,岿靛扒绵磊犁林侥雀荤(3辆),2026-02-10 09:02:47,U,2026-02-12 02:40:00,,368155.318501726,277481.112232845,力犁诀,3辆,规何格 殿,,1500,200,企诀,,岿靛扒绵磊犁林侥雀荤(3辆)_
202,力犁诀,09_27_03_P,4191000,419100090201300050,2013-12-11,,1,康诀/沥惑,1,沥惑,,,,,,,,碍盔漂喊磊摹档 盔林矫 龋历搁 父辆府 ***-*,碍盔漂喊磊摹档 盔林矫 龋历搁 盔巩肺 ***-**,,***(1辆),2026-02-22 11:21:04,U,2026-02-24 02:40:00,,279285.894937402,427975.332909207,力犁诀,1辆,力犁格,,0,0,康诀,,***(1辆)_碍盔漂喊磊摹档盔林矫龋历搁父辆府***-*
48,力犁诀,09_27_03_P,4281000,428100090201300028,2013-12-09,,3,企诀,3,企诀,,,,,,,,,碍盔漂喊磊摹档 乞芒焙 乞芒谰 丑傍窜瘤辨 **,25369,龋己扒汲魂诀(林)(1辆),2026-02-05 14:55:44,U,2026-02-07 02:40:00,,324846.202681897,433465.411913442,力犁诀,1辆,力犁格,,0,52,企诀,,龋己扒汲魂诀(林)(1辆)_
74,力犁诀,09_27_03_P,4281000,428100090201300027,2013-12-09,,3,企诀,3,企诀,,,,,,,,,碍盔漂喊磊摹档 乞芒焙 柳何搁 柳国辨 **,25327,己林格犁(1辆),2026-02-09 14:20:19,U,2026-02-11 02:40:00,,,,力犁诀,1辆,力犁格,,0,50,企诀,,己林格犁(1辆)_
75,力犁诀,09_27_03_P,4281000,428100090201300030,2013-12-09,,3,企诀,3,企诀,,,,,,,,,碍盔漂喊磊摹档 乞芒焙 侩乞搁 版碍肺 ****,25313,(林)乞芒格犁(1辆),2026-02-09 14:25:12,U,2026-02-11 02:40:00,,325882.981825459,456702.377604515,力犁诀,1辆,力犁格,,0,61,企诀,,(林)乞芒格犁(1辆)_
76,力犁诀,09_27_03_P,4281000,428100090201300032,2013-12-09,,1,康诀/沥惑,1,沥惑,,,,,,,,碍盔漂喊磊摹档 乞芒焙 侩乞搁 加荤府 ***,碍盔漂喊磊摹档 乞芒焙 侩乞搁 版碍肺 ****-**,25312,坷措魂 曼健(4辆),2026-02-09 14:39:09,U,2026-02-11 02:40:00,,332069.274632173,460302.716322801,力犁诀,4辆,力犁格,,0,30,康诀,,坷措魂曼健(4辆)_碍盔漂喊磊摹档乞芒焙侩乞搁加荤府***
208,力犁诀,09_27_03_P,4191000,419100090201300048,2013-12-09,,2,绒诀,2,绒诀,,,,,,,,碍盔漂喊磊摹档 盔林矫 家檬搁 蕊剧府 ****,碍盔漂喊磊摹档 盔林矫 家檬搁 摹厩肺 ****,,***(1辆),2026-02-22 11:19:18,U,2026-02-24 02:40:00,,286205.719550066,431600.752658997,力犁诀,1辆,力犁格,,0,0,绒诀,,***(1辆)_碍盔漂喊磊摹档盔林矫家檬搁蕊剧府****
72,力犁诀,09_27_03_P,4281000,428100090201300016,2013-12-04,,3,企诀,3,企诀,,,,,,,,,碍盔漂喊磊摹档 乞芒焙 措包飞搁 版碍肺 ****-**,,归覆力犁家(1辆),2026-02-09 14:05:07,U,2026-02-11 02:40:00,,,,力犁诀,1辆,力犁格,,0,0,企诀,,归覆力犁家(1辆)_
214,力犁诀,09_27_03_P,4191000,419100090201300046,2013-12-04,,3,企诀,3,企诀,,,,,0337323996,,,碍盔漂喊磊摹档 盔林矫 巩阜谰 悼拳府 魂 **-*,,,盔林曼健付阑(4辆),2026-02-22 11:16:41,U,2026-02-24 02:40:00,,275776.903833559,426594.928219974,力犁诀,4辆,格藕,,0,0,企诀,,盔林曼健付阑(4辆)_碍盔漂喊磊摹档盔林矫巩阜谰悼拳府魂**-*
47,力犁诀,09_27_03_P,4281000,428100090201300023,2013-12-04,,3,企诀,3,企诀,,,,,,,,碍盔漂喊磊摹档 乞芒焙 柳何搁 窍柳何府 ***-*,碍盔漂喊磊摹档 乞芒焙 柳何搁 坷措玫肺 ****-*,,措汗烙诀荤(4辆),2026-02-05 15:14:33,U,2026-02-07 02:40:00,,337017.007322081,459870.618209335,力犁诀,4辆,,,0,30,企诀,,措汗烙诀荤(4辆)_碍盔漂喊磊摹档乞芒焙柳何搁窍柳何府***-*
94,力犁诀,09_27_03_P,5710000,436000090201300015,2013-12-04,,2,绒诀,2,绒诀,,,,,,,,面没合档 没林矫 惑寸备 扯己搁 龋沥府 魂 ** *烹,,363-862,***(3辆),2026-02-10 17:09:05,U,2026-02-12 02:40:00,,253913.517535805,346539.155956246,力犁诀,3辆,,,0,0,绒诀,,***(3辆)_面没合档没林矫惑寸备扯己搁龋沥府魂***烹
73,力犁诀,09_27_03_P,4281000,428100090201300024,2013-12-04,,3,企诀,3,企诀,,,,,,,,,碍盔漂喊磊摹档 乞芒焙 柳何搁 柳国*辨 **,,伙老力犁家 伙老烙诀(1辆),2026-02-09 14:07:20,U,2026-02-11 02:40:00,,338540.178640163,462500.681623547,力犁诀,1辆,力犁格,1疙,0,30,企诀,,伙老力犁家伙老烙诀(1辆)_
182,力犁诀,09_27_03_P,4251000,425100090201300036,2013-12-03,,1,康诀/沥惑,1,沥惑,,,,,0334367800,,,,碍盔漂喊磊摹档 全玫焙 全玫谰 丑傍窜瘤辨 **,25117,(林)固覆抛农(1辆),2026-02-19 15:43:41,U,2026-02-21 02:40:00,,272752.111583442,461645.146811332,力犁诀,1辆,,,0,0,康诀,,(林)固覆抛农(1辆)_
71,力犁诀,09_27_03_P,4281000,428100090201300015,2013-12-03,,1,康诀/沥惑,1,沥惑,,,,,033-333-4122,,,,"碍盔漂喊磊摹档 乞芒焙 乞芒谰 畴己肺 **, 乞芒焙魂覆炼钦",25374,乞芒焙魂覆炼钦(1辆),2026-02-09 13:40:26,U,2026-02-11 02:40:00,,323182.395458353,430553.16163805,力犁诀,1辆,力犁格,,0,0,康诀,,乞芒焙魂覆炼钦(1辆)_
117,力犁诀,09_27_03_P,5710000,441000090201300036,2013-12-03,,2,绒诀,2,绒诀,,,,,043-283-3356,,,面没合档 没林矫 惑寸备 侩鞠悼 **** 吝蕊付阑*窜瘤何康酒颇飘,"面没合档 没林矫 惑寸备 吝蕊肺 ***, ***悼 ****龋 (侩鞠悼, 吝蕊付阑*窜瘤何康酒颇飘)",28768,***(1辆),2026-02-11 09:31:31,U,2026-02-13 02:40:00,,245610.832940616,346194.203405457,力犁诀,1辆,"阿犁, 魄犁",,0,41,绒诀,,***(1辆)_面没合档没林矫惑寸备侩鞠悼****吝蕊付阑*窜瘤何康酒颇飘
21,力犁诀,09_27_03_P,3540000,354000090201300004,2013-11-29,,3,企诀,3,企诀,,,,,0325754022,,,牢玫堡开矫 何乞备 魂邦悼 ***-*** ***龋,"牢玫堡开矫 何乞备 拳尔肺 **, ***龋 (魂邦悼)",,(林)吝悼(1辆),2026-02-04 09:19:57,U,2026-02-06 02:40:00,,173709.507485728,443215.22636327,力犁诀,1辆,力犁格,,1895,200,企诀,,(林)吝悼(1辆)_牢玫堡开矫何乞备魂邦悼***-******龋
85,力犁诀,09_27_03_P,5100000,510000090201300006,2013-11-27,,3,企诀,3,企诀,,,,,726-1020,,,,版惑合档 康玫矫 合救搁 措版肺 ****-***,,臂肺国格犁 林侥雀荤(1辆),2026-02-10 09:07:02,U,2026-02-12 02:40:00,,378515.281945481,272340.011119298,力犁诀,1辆,力犁格 殿,,54000,200,企诀,,臂肺国格犁林侥雀荤(1辆)_
215,力犁诀,09_27_03_P,4191000,419100090201300040,2013-11-26,,3,企诀,3,企诀,,,,,,,,碍盔漂喊磊摹档 盔林矫 龋历搁 堡拜府 ***-*,碍盔漂喊磊摹档 盔林矫 龋历搁 绊魂悼阜辨 ***-**,26302,己档扒汲林侥雀荤(1辆),2026-02-22 11:13:57,U,2026-02-24 02:40:00,,282285.745561566,440611.709558568,力犁诀,1辆,力犁格,,0,0,企诀,,己档扒汲林侥雀荤(1辆)_碍盔漂喊磊摹档盔林矫龋历搁堡拜府***-*
126,力犁诀,09_27_03_P,5710000,436000090201300009,2013-11-25,,2,绒诀,2,绒诀,,,,,716-7251,,,面没合档 没林矫 蕊傣备 苛魂搁 龋磷府 ***,面没合档 没林矫 蕊傣备 苛魂搁 苛魂魂窜*肺 * ((林)郡瘤窍快矫胶),361-912,(林)郡竣胶窍快胶矫(1辆),2026-02-11 09:26:49,U,2026-02-13 02:40:00,,233644.66212536,355661.835137465,力犁诀,1辆,付风官蹿犁(钦魄殿 格龙魄惑力前),烙魂啊傍扁荤 1疙,0,0,绒诀,,(林)郡竣胶窍快胶矫(1辆)_面没合档没林矫蕊傣备苛魂搁龋磷府***
103,力犁诀,09_27_03_P,5710000,436000090201300010,2013-11-25,,2,绒诀,2,绒诀,,,,,716-7251,,,面没合档 没林矫 蕊傣备 苛魂搁 龋磷府 ***,面没合档 没林矫 蕊傣备 苛魂搁 苛魂魂窜*肺 * ((林)郡瘤窍快矫胶),361-912,(林)郡竣胶窍快胶矫(3辆),2026-02-10 17:10:48,U,2026-02-12 02:40:00,,233644.66212536,355661.835137465,力犁诀,3辆,钦己格犁,,0,0,绒诀,,(林)郡竣胶窍快胶矫(3辆)_面没合档没林矫蕊傣备苛魂搁龋磷府***
118,力犁诀,09_27_03_P,5710000,441000090201300032,2013-11-25,,3,企诀,3,企诀,,,,,043-212-5509,,,,面没合档 没林矫 没盔备 坷芒谰 坷芒啊谅辨 **-**,,丑诀雀荤过牢 (林)剖胶内(4辆),2026-02-11 10:16:01,U,2026-02-13 02:40:00,,,,力犁诀,4辆,"砰逛, 格藕, 己屈格藕, 格犁歧复, 烙魂歧复, 格犁抹,",包访背腊捞荐磊 1牢,16000,990,企诀,,丑诀雀荤过牢(林)剖胶内(4辆)_
205,力犁诀,09_27_03_P,4191000,419100090201300036,2013-11-25,,1,康诀/沥惑,1,沥惑,,,,,,,,碍盔漂喊磊摹档 盔林矫 龋历搁 堡拜府 ***-**,碍盔漂喊磊摹档 盔林矫 龋历搁 绊魂悼阜辨 ***-**,,***(1辆),2026-02-22 11:06:11,U,2026-02-24 02:40:00,,282431.207322276,440591.944931072,力犁诀,1辆,力犁格,,0,0,康诀,,***(1辆)_碍盔漂喊磊摹档盔林矫龋历搁堡拜府***-**
206,力犁诀,09_27_03_P,4191000,419100090201300037,2013-11-25,,1,康诀/沥惑,1,沥惑,,,,,,,,碍盔漂喊磊摹档 盔林矫 龋历搁 堡拜府 ***-*,碍盔漂喊磊摹档 盔林矫 龋历搁 绊魂悼阜辨 ***-**,,***(1辆),2026-02-22 11:07:15,U,2026-02-24 02:40:00,,282240.243722708,440649.505761046,力犁诀,1辆,力犁格,,0,0,康诀,,***(1辆)_碍盔漂喊磊摹档盔林矫龋历搁堡拜府***-*
