번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,세탁기수,여성종사자수,남성종사자수,회수건조기수,다중이용업소여부,Unnamed: 44,record_key
338,세탁업,06_20_01_P,5530000,5760000-205-2009-00028,2009-07-21,,3,폐업,2,폐업,2010-04-22,,,,031 235 2116,72.16,,경기도 화성시 병점구 병점동  810 (주공아파트내 가상가동 1호),,,세탁코리아,2009-07-21 10:38:24,I,2026-02-04 01:35:23,일반세탁업,203557.307480907,411769.40333843,일반세탁업,0,0,1,1,0,0,,,,임대,1,0,0,1,N,,세탁코리아_경기도화성시병점구병점동810(주공아파트내가상가동1호)
177,세탁업,06_20_01_P,5530000,5740000-205-2009-00027,2009-07-03,,3,폐업,2,폐업,2020-12-24,,,,031 239 3500,200.0,,경기도 화성시 만세구 향남읍 수직리 310-3,"경기도 화성시 만세구 향남읍 발안로 702-37, 1층 일부",,크린스피드(병점센터),2020-12-24 09:06:48,I,2026-02-04 01:35:23,일반세탁업,198492.439635562,402258.969185774,일반세탁업,1,0,1,1,0,0,,,,임대,2,0,0,2,N,,크린스피드(병점센터)_경기도화성시만세구향남읍수직리310-3
237,세탁업,06_20_01_P,5530000,5750000-205-2009-00026,2009-06-30,,1,영업/정상,1,영업,,,,,031 227 7852,67.68,,경기도 화성시 효행구 봉담읍 상리 11-47 외 3필지(지맨프라자 101호),경기도 화성시 효행구 봉담읍 상봉길 31 (외 3필지(지맨프라자 101호)),,크리닝 하우스,2018-05-08 17:05:22,I,2026-02-04 01:35:23,일반세탁업,195676.114128104,412841.221190691,일반세탁업,0,0,0,1,0,0,,,,임대,3,0,0,1,N,,크리닝하우스_경기도화성시효행구봉담읍상리11-47외3필지(지맨프라자101호)
36,세탁업,06_20_01_P,4301000,4301000-205-2009-00001,2009-06-29,,3,폐업,2,폐업,2014-04-17,,,,033 4580319,25.35,,강원특별자치도 철원군 갈말읍 지경리 335,강원특별자치도 철원군 갈말읍 청양로 65-2,24029.0,지경세탁소,2012-02-10 15:37:24,I,2026-02-03 01:35:10,일반세탁업,230490.737865624,525720.059119838,일반세탁업,1,0,1,1,0,0,,,,자가,1,0,0,0,N,,지경세탁소_강원특별자치도철원군갈말읍지경리335
236,세탁업,06_20_01_P,5530000,5760000-205-2009-00025,2009-06-17,,3,폐업,2,폐업,2010-12-21,,,,031 225 5632,14.25,,경기도 화성시 병점구 진안동  866-7 (1층),,,매이저크리닝 병점점,2009-10-15 10:44:51,I,2026-02-04 01:35:23,일반세탁업,203461.871390139,412574.914566617,일반세탁업,0,0,1,1,0,0,,,,임대,0,0,0,0,N,,매이저크리닝병점점_경기도화성시병점구진안동866-7(1층)
235,세탁업,06_20_01_P,5530000,5760000-205-2009-00024,2009-06-08,,3,폐업,2,폐업,2010-02-23,,,,031 273 0067,21.6,,경기도 화성시 병점구 반월동  860 (신영통 현대@상가106호),,,명품세탁소,2009-06-08 11:46:06,I,2026-02-04 01:35:23,일반세탁업,205306.943912301,414407.983830622,일반세탁업,0,0,1,1,0,0,,,,임대,2,0,0,0,N,,명품세탁소_경기도화성시병점구반월동860(신영통현대@상가106호)
234,세탁업,06_20_01_P,5530000,5750000-205-2009-00023,2009-06-02,,3,폐업,2,폐업,2010-11-25,,,,031 257 2004,54.6,,경기도 화성시 효행구 봉담읍 동화리 600-2 (우신동화빌딩 107호),,,동화마을 세탁소,2009-10-01 11:30:22,I,2026-02-04 01:35:23,일반세탁업,196372.46,412784.295,일반세탁업,0,0,1,0,0,0,,,,임대,1,0,0,1,N,,동화마을세탁소_경기도화성시효행구봉담읍동화리600-2(우신동화빌딩107호)
233,세탁업,06_20_01_P,5530000,5750000-205-2009-00022,2009-05-18,,1,영업/정상,1,영업,,,,,0312589209,35.7,,경기도 화성시 효행구 봉담읍 수영리 671 양지마을 쌍용예가아파트 상가 107호,,,쌍용세탁소,2018-05-08 17:04:26,I,2026-02-04 01:35:23,일반세탁업,195769.20376117,415553.993289095,일반세탁업,0,0,1,1,0,0,,,,,1,0,0,1,N,,쌍용세탁소_경기도화성시효행구봉담읍수영리671양지마을쌍용예가아파트상가107호
384,세탁업,06_20_01_P,5530000,5770000-205-2009-00045,2009-05-06,,3,폐업,2,폐업,2020-08-05,,,,031 278 9449,28.76,,경기도 화성시 동탄구 영천동  670 예미지 파크뷰 아파트 상가동 107일부호,"경기도 화성시 동탄구 동탄순환대로27길 45, 상가동 지1층 107일부호 (영천동, 예미지 파크뷰 아파트)",,미광세탁소,2020-08-05 12:03:41,I,2026-02-04 01:35:23,일반세탁업,209262.372117325,411652.497360026,일반세탁업,5,1,2,2,0,0,,,,,3,0,0,1,N,,미광세탁소_경기도화성시동탄구영천동670예미지파크뷰아파트상가동107일부호
231,세탁업,06_20_01_P,5530000,5770000-205-2009-00020,2009-05-04,,3,폐업,2,폐업,2010-10-19,,,,031 80039990,33.76,,경기도 화성시 동탄구 반송동  86-7 (오피스타워 111호),,,시온크린세탁,2009-10-15 10:32:48,I,2026-02-04 01:35:23,일반세탁업,206522.574828055,411685.961692382,일반세탁업,0,0,1,1,0,0,,,,임대,0,0,0,0,N,,시온크린세탁_경기도화성시동탄구반송동86-7(오피스타워111호)
232,세탁업,06_20_01_P,5530000,5770000-205-2009-00021,2009-05-04,,3,폐업,2,폐업,2018-07-23,,,,031 80152210,29.51,,경기도 화성시 동탄구 반송동  159 (동탄새강마을휴먼시아A 다상가동 101호),,,새강세탁소,2018-07-23 21:29:49,I,2026-02-04 01:35:23,일반세탁업,206086.161413459,410185.306167083,일반세탁업,0,0,1,1,0,0,,,,임대,1,0,0,1,N,,새강세탁소_경기도화성시동탄구반송동159(동탄새강마을휴먼시아A다상가동101호)
200,세탁업,06_20_01_P,5530000,5750000-205-2009-00019,2009-04-28,,1,영업/정상,1,영업,,,,,031 366 0069,48.64,,경기도 화성시 효행구 정남면 보통리 87-2 (1층),경기도 화성시 효행구 정남면 세자로 295 ((1층)),,그린세탁소,2018-05-08 16:35:01,I,2026-02-04 01:35:23,일반세탁업,198108.53467264,410160.622556681,일반세탁업,0,0,1,1,0,0,,,,임대,2,0,0,1,N,,그린세탁소_경기도화성시효행구정남면보통리87-2(1층)
130,세탁업,06_20_01_P,5530000,5760000-205-2009-00018,2009-04-20,,3,폐업,2,폐업,2009-09-11,,,,031 224 9591,24.0,,경기도 화성시 병점구 진안동  496 (화남상가 102호),,,스피드운동화빨래터,2009-04-20 16:18:48,I,2026-02-04 01:35:23,운동화전문세탁업,203189.487323641,412361.845045266,운동화전문세탁업,0,0,1,1,0,0,,,,임대,2,0,0,1,N,,스피드운동화빨래터_경기도화성시병점구진안동496(화남상가102호)
65,세탁업,06_20_01_P,5530000,5740000-205-2009-00016,2009-04-06,,1,영업/정상,1,영업,,,,,031 352 5682,33.06,,경기도 화성시 만세구 향남읍 행정리 455-3 103호,"경기도 화성시 만세구 향남읍 행정서로1길 28, 103호",,명품세탁,2018-05-08 16:21:33,I,2026-02-04 01:35:23,일반세탁업,192348.825,402819.555,일반세탁업,0,0,0,1,0,0,,,,임대,2,0,0,1,N,,명품세탁_경기도화성시만세구향남읍행정리455-3103호
168,세탁업,06_20_01_P,5530000,5750000-205-2009-00013,2009-03-26,,3,폐업,2,폐업,2012-08-23,,,,031 278 8788,37.2,,경기도 화성시 효행구 봉담읍 상리 622-1 굿모닝힐아파트상가동 103호,,,굿모닝세탁소,2009-08-28 15:11:34,I,2026-02-04 01:35:23,일반세탁업,195745.347774247,412970.802054969,일반세탁업,0,0,1,1,0,0,,,,,1,0,0,1,N,,굿모닝세탁소_경기도화성시효행구봉담읍상리622-1굿모닝힐아파트상가동103호
167,세탁업,06_20_01_P,5530000,5750000-205-2009-00011,2009-03-20,,1,영업/정상,1,영업,,,,,031 292 8789,198.0,,경기도 화성시 효행구 정남면 보통리 688 A동 1층전체호,"경기도 화성시 효행구 정남면 보통내길 239-108, A동 1층 전체호",,명성크린세탁,2022-07-21 15:31:20,I,2026-02-04 01:35:23,일반세탁업,196970.961780915,410408.935405214,일반세탁업,0,0,1,1,0,0,,,,임대,2,0,0,1,N,,명성크린세탁_경기도화성시효행구정남면보통리688A동1층전체호
166,세탁업,06_20_01_P,5530000,5750000-205-2009-00010,2009-03-13,,3,폐업,2,폐업,2013-08-13,,,,031 227 5061,14.7,,경기도 화성시 효행구 봉담읍 동화리 628 (휴먼시아 동화마을 상가동 104-2호),,,명품세탁소,2009-03-13 11:25:53,I,2026-02-04 01:35:23,일반세탁업,196673.958506202,412405.818738567,일반세탁업,0,0,0,1,0,0,,,,임대,1,0,0,1,N,,명품세탁소_경기도화성시효행구봉담읍동화리628(휴먼시아동화마을상가동104-2호)
535,세탁업,06_20_01_P,5530000,5770000-205-2009-00009,2009-03-12,,1,영업/정상,1,영업,,,,,031 80150722,50.0,,경기도 화성시 동탄구 능동 1109 능동마을이지더원아파트 상가 785동 201호,"경기도 화성시 동탄구 동탄원천로 315-33, 능동마을이지더원아파트 상가 785동 201호 (능동)",,이지세탁,2026-02-02 18:26:57,U,2026-02-04 02:40:00,일반세탁업,204989.468555169,412292.831983603,일반세탁업,0,0,2,2,0,0,,,,임대,1,0,0,1,N,,이지세탁_경기도화성시동탄구능동1109능동마을이지더원아파트상가785동201호
280,세탁업,06_20_01_P,5530000,5740000-205-2009-00008,2009-03-09,,1,영업/정상,1,영업,,,,,031 226 4626,41.62,,경기도 화성시 만세구 남양읍 신남리 산 40-8 화성시청역 센트럴파크스타힐스 1단지,"경기도 화성시 만세구 남양읍 화성시청역로 1, 111동 지1층 108호 (화성시청역 센트럴파크스타힐스 1단지)",,스타힐스세탁,2023-09-19 11:08:29,I,2026-02-04 01:35:23,일반세탁업,183618.639870755,410213.713431272,일반세탁업,0,0,2,2,0,0,,,,,1,0,0,1,N,,스타힐스세탁_경기도화성시만세구남양읍신남리산40-8화성시청역센트럴파크스타힐스1단지
544,세탁업,06_20_01_P,5530000,5770000-205-2009-00044,2009-03-03,,3,폐업,2,폐업,2014-02-06,,,,592 0013,34.2,,경기도 화성시 동탄구 능동 1134 (상가동 108호),,,포스코 세탁,2026-02-02 18:26:57,U,2026-02-04 02:40:00,일반세탁업,205059.62832495,411246.891472266,일반세탁업,0,0,1,1,0,0,,,,,0,0,0,0,N,,포스코세탁_경기도화성시동탄구능동1134(상가동108호)
76,세탁업,06_20_01_P,5530000,5760000-205-2009-00006,2009-02-27,,3,폐업,2,폐업,2025-01-31,,,,031 232 5131,31.02,,경기도 화성시 병점구 병점동  842-15 (102호),"경기도 화성시 병점구 병점2로 81 (병점동, (102호))",,주공세탁소,2025-02-03 10:13:58,I,2026-02-04 01:35:23,일반세탁업,203918.266737749,411867.950783017,일반세탁업,0,0,1,1,0,0,,,,임대,1,0,0,1,N,,주공세탁소_경기도화성시병점구병점동842-15(102호)
75,세탁업,06_20_01_P,5530000,5750000-205-2009-00005,2009-02-11,,1,영업/정상,1,영업,,,,,031 293 2433,38.0,,경기도 화성시 효행구 봉담읍 수영리 672 외 1필지(한울마을 신창비바패밀리A 1단지 상가동 204호),,,유미세탁,2018-05-08 16:18:53,I,2026-02-04 01:35:23,일반세탁업,195933.147179068,414776.833606368,일반세탁업,0,0,0,1,0,0,,,,자가,1,0,0,1,N,,유미세탁_경기도화성시효행구봉담읍수영리672외1필지(한울마을신창비바패밀리A1단지상가동204호)
74,세탁업,06_20_01_P,5530000,5760000-205-2009-00003,2009-01-30,,3,폐업,2,폐업,2009-06-22,,,,031 292 9346,25.35,,경기도 화성시 병점구 반월동  160-14,,,슈즈쿨,2009-01-30 14:50:09,I,2026-02-04 01:35:23,운동화전문세탁업,205546.99880808,414610.622305075,운동화전문세탁업,2,0,1,1,0,0,,,,임대,1,0,0,0,N,,슈즈쿨_경기도화성시병점구반월동160-14
73,세탁업,06_20_01_P,5530000,5760000-205-2009-00002,2009-01-20,,3,폐업,2,폐업,2020-08-12,,,,031 223 6354,30.24,,경기도 화성시 병점구 기산동  467 행복마을 울트라참누리아파트1단지,"경기도 화성시 병점구 동탄지성로 293, 행복마을 울트라참누리아파트1단지 상가동 1층 103호 (기산동)",,울트라세탁소,2020-08-12 08:38:45,I,2026-02-04 01:35:23,일반세탁업,204400.601921577,413119.770658485,일반세탁업,0,0,1,1,0,0,,,,임대,1,0,0,1,N,,울트라세탁소_경기도화성시병점구기산동467행복마을울트라참누리아파트1단지
542,세탁업,06_20_01_P,5530000,5770000-205-2009-00001,2009-01-07,,3,폐업,2,폐업,2020-07-22,,,,031 80153307,31.5,,경기도 화성시 동탄구 능동 1081 동탄능동마을 주공아파트 주공7단지 상가 가동 105호,"경기도 화성시 동탄구 동탄지성로 150-14, 동탄능동마을 주공아파트 주공7단지 상가 가동 105호 (능동)",,화이트크린,2026-02-02 18:26:57,U,2026-02-04 02:40:00,일반세탁업,205372.290169079,412164.138333826,일반세탁업,0,0,1,1,0,0,,,,,1,0,0,0,N,,화이트크린_경기도화성시동탄구능동1081동탄능동마을주공아파트주공7단지상가가동105호
407,세탁업,06_20_01_P,5530000,5770000-205-2008-00033,2008-12-29,,3,폐업,2,폐업,2012-08-03,,,,031 80039223,33.6,,경기도 화성시 동탄구 석우동  53 (우미제일A상가 205호),,,우미명품세탁,2010-11-02 10:30:33,I,2026-02-04 01:35:23,일반세탁업,206794.595163486,412266.677778716,일반세탁업,0,0,1,1,0,0,,,,,1,0,0,1,N,,우미명품세탁_경기도화성시동탄구석우동53(우미제일A상가205호)
406,세탁업,06_20_01_P,5530000,5750000-205-2008-00031,2008-12-12,,1,영업/정상,1,영업,,,,,031 354 4633,49.3,,경기도 화성시 효행구 정남면 신리 111-5,"경기도 화성시 효행구 정남면 만년로 471, 1층",,프라임세탁소,2018-12-12 16:06:03,I,2026-02-04 01:35:23,일반세탁업,198440.815493081,406853.280210909,일반세탁업,0,0,1,1,0,0,,,,임대,1,0,0,1,N,,프라임세탁소_경기도화성시효행구정남면신리111-5
109,세탁업,06_20_01_P,5530000,5760000-205-2008-00029,2008-12-01,,3,폐업,2,폐업,2021-10-20,,,,031 233 5464,30.04,,경기도 화성시 병점구 안녕동  2 성호2차아파트,"경기도 화성시 병점구 한신대길 67, 상가동 2층 208호 (안녕동, 성호2차아파트)",,성호고급세탁,2021-10-20 17:47:22,I,2026-02-04 01:35:23,일반세탁업,202134.081408927,410882.101149512,일반세탁업,0,0,2,2,0,0,,,,임대,1,0,0,0,N,,성호고급세탁_경기도화성시병점구안녕동2성호2차아파트
108,세탁업,06_20_01_P,5530000,5750000-205-2008-00028,2008-11-18,,3,폐업,2,폐업,2010-11-25,,,,031 377 7151,193.8,,경기도 화성시 효행구 정남면 수면리 77-7 (외2필지),,,세탁코리아,2009-10-15 10:36:23,I,2026-02-04 01:35:23,일반세탁업,201866.419942292,406316.230997025,일반세탁업,0,0,1,1,0,0,,,,임대,3,0,0,1,N,,세탁코리아_경기도화성시효행구정남면수면리77-7(외2필지)
107,세탁업,06_20_01_P,5530000,5760000-205-2008-00026,2008-10-22,,3,폐업,2,폐업,2016-12-22,,,,031 211 7759,114.0,,경기도 화성시 병점구 반월동  718-1 외 2필지 행복프라자 101호,"경기도 화성시 병점구 동탄지성로 310 (반월동,외 2필지 행복프라자 101호)",,세탁마을,2016-12-22 11:19:05,I,2026-02-04 01:35:23,일반세탁업,204518.609017262,413283.596399899,일반세탁업,1,0,0,0,0,0,,,,임대,2,0,0,1,N,,세탁마을_경기도화성시병점구반월동718-1외2필지행복프라자101호
324,세탁업,06_20_01_P,5530000,5770000-205-2008-00025,2008-10-21,,1,영업/정상,1,영업,,,,,031 80036882,16.65,,경기도 화성시 동탄구 석우동  55 (동탄 예당마을 롯데캐슬상가 102호),,,롯데세탁,2017-07-31 13:33:40,I,2026-02-04 01:35:23,일반세탁업,206455.96784982,412034.876855422,일반세탁업,0,0,1,1,0,0,,,,임대,1,0,0,1,N,,롯데세탁_경기도화성시동탄구석우동55(동탄예당마을롯데캐슬상가102호)
368,세탁업,06_20_01_P,5530000,5740000-205-2008-00024,2008-09-25,,3,폐업,2,폐업,2012-12-31,,,,031 80592385,27.0,,경기도 화성시 만세구 향남읍 장짐리 409 (장짐마을 신성발안 미소지움A 상가동 102호),,,미소지움 세탁소,2009-10-15 10:03:08,I,2026-02-04 01:35:23,일반세탁업,192021.637093309,403986.737453433,일반세탁업,0,0,0,1,0,0,,,,임대,1,0,0,1,N,,미소지움세탁소_경기도화성시만세구향남읍장짐리409(장짐마을신성발안미소지움A상가동102호)
546,세탁업,06_20_01_P,5530000,5770000-205-2008-00023,2008-09-22,,1,영업/정상,1,영업,,,,,031 80039889,41.37,,경기도 화성시 동탄구 능동 1131 동탄숲속마을 자연앤데시앙아파트 상가 101호,"경기도 화성시 동탄구 동탄숲속로 66, 동탄숲속마을 자연앤데시앙아파트 상가 101호 (능동)",,자연앤세탁,2026-02-02 18:26:57,U,2026-02-04 02:40:00,일반세탁업,204744.276781445,411693.555299597,일반세탁업,0,1,0,0,1,1,,,,임대,1,0,0,1,N,,자연앤세탁_경기도화성시동탄구능동1131동탄숲속마을자연앤데시앙아파트상가101호
367,세탁업,06_20_01_P,5530000,5750000-205-2008-00021,2008-07-25,,1,영업/정상,1,영업,,,,,031 357 4344,374.68,,경기도 화성시 효행구 봉담읍 마하리 294 가동,"경기도 화성시 효행구 봉담읍 상방길 32, 가동 1층",,한성기업,2018-05-08 16:14:42,I,2026-02-04 01:35:23,세탁업 기타,195310.482599684,408423.87538587,세탁업 기타,0,0,0,1,0,0,,,,임대,4,0,0,0,N,,한성기업_경기도화성시효행구봉담읍마하리294가동
366,세탁업,06_20_01_P,5530000,5760000-205-2008-00020,2008-07-21,,3,폐업,2,폐업,2019-05-20,,,,031 221 9880,27.3,,경기도 화성시 병점구 진안동  929 다람마을엘지태안자이아파트,"경기도 화성시 병점구 병점중앙로 230-10, 상가동 1층 106호 (진안동, 다람마을엘지태안자이아파트)",,LG자이세탁소,2019-05-20 16:14:11,I,2026-02-04 01:35:23,일반세탁업,203089.276473014,412784.475368839,일반세탁업,0,0,1,1,0,0,,,,임대,1,0,0,0,N,,LG자이세탁소_경기도화성시병점구진안동929다람마을엘지태안자이아파트
540,세탁업,06_20_01_P,5530000,5770000-205-2008-00019,2008-07-21,,1,영업/정상,1,영업,,,,,031 613 4108,31.5,,경기도 화성시 동탄구 능동 1150 동탄푸른마을신일해피트리 상가동 106호,"경기도 화성시 동탄구 동탄공원로 21-41, 동탄푸른마을신일해피트리 상가동 106호 (능동)",,신일세탁,2026-02-02 18:26:57,U,2026-02-04 02:40:00,일반세탁업,204775.984143019,410949.084801087,일반세탁업,0,0,1,1,0,0,,,,임대,1,0,0,1,N,,신일세탁_경기도화성시동탄구능동1150동탄푸른마을신일해피트리상가동106호
125,세탁업,06_20_01_P,5530000,5750000-205-2008-00018,2008-07-17,,3,폐업,2,폐업,2010-06-15,,,,031 257 2004,27.9,,경기도 화성시 효행구 봉담읍 와우리 589 (봉담그대가A 3단지 근린생활시설 1동 102호),,,그대가 세탁소,2009-09-24 14:23:45,I,2026-02-04 01:35:23,일반세탁업,197412.336660225,412630.728388457,일반세탁업,1,0,1,0,0,0,,,,임대,3,0,0,0,N,,그대가세탁소_경기도화성시효행구봉담읍와우리589(봉담그대가A3단지근린생활시설1동102호)
259,세탁업,06_20_01_P,5530000,5760000-205-2008-00017,2008-07-14,,1,영업/정상,1,영업,,,,,031 202 8558,190.3,,경기도 화성시 병점구 반정동  146-1,경기도 화성시 병점구 반정로150번길 15-20 (반정동),,주식회사에스에스씨,2017-06-23 16:41:34,I,2026-02-04 01:35:23,세탁업 기타,203510.048810065,414611.219119156,세탁업 기타,1,0,1,1,0,0,,,,임대,2,0,0,0,N,,주식회사에스에스씨_경기도화성시병점구반정동146-1
365,세탁업,06_20_01_P,5530000,5760000-205-2008-00016,2008-07-04,,3,폐업,2,폐업,2015-11-26,,,,031 224 5527,29.64,,경기도 화성시 병점구 병점동  850 (안화동마을상가동203호),,,콜세탁소,2009-10-15 10:33:35,I,2026-02-04 01:35:23,일반세탁업,204356.420580969,412282.286713142,일반세탁업,0,0,1,1,0,0,,,,임대,1,0,0,1,N,,콜세탁소_경기도화성시병점구병점동850(안화동마을상가동203호)
613,세탁업,06_20_01_P,3100000,3100000-205-2008-00006,2008-06-17,,3,폐업,2,폐업,2026-02-11,,,,02 9350408,9.6,139-855,서울특별시 노원구 중계동 94-4,서울특별시 노원구 중계로16길 30 (중계동),1722.0,깔끔이세탁소,2026-02-11 16:06:34,U,2026-02-13 02:40:00,일반세탁업,207176.887096655,460962.561390033,일반세탁업,1,0,0,0,0,0,,,,,0,0,0,1,N,,깔끔이세탁소_서울특별시노원구중계동94-4
321,세탁업,06_20_01_P,5530000,5760000-205-2008-00015,2008-06-10,,1,영업/정상,1,영업,,,,,031 237 9717,37.39,,경기도 화성시 병점구 송산동  202-172 304호,"경기도 화성시 병점구 화산로 8, 3층 304호 (송산동)",,현대세탁,2018-05-08 16:12:32,I,2026-02-04 01:35:23,일반세탁업,200791.069996696,411664.485271444,일반세탁업,0,0,1,1,0,0,,,,임대,1,0,0,0,N,,현대세탁_경기도화성시병점구송산동202-172304호
405,세탁업,06_20_01_P,5530000,5750000-205-2008-00014,2008-06-04,,3,폐업,2,폐업,2013-12-23,,,,0312965511,30.6,,경기도 화성시 효행구 봉담읍 동화리 617 휴먼시아동화마을 3단지 상가동 202호,,,휴먼주공세탁,2009-10-15 09:52:53,I,2026-02-04 01:35:23,일반세탁업,196580.287855746,412806.971353975,일반세탁업,0,0,2,0,0,0,,,,,1,0,0,1,N,,휴먼주공세탁_경기도화성시효행구봉담읍동화리617휴먼시아동화마을3단지상가동202호
404,세탁업,06_20_01_P,5530000,5760000-205-2008-00013,2008-05-30,,3,폐업,2,폐업,2009-01-23,,,,031 233 9733,16.5,,경기도 화성시 병점구 병점동  859 (느치미마을 주공@ 나동 101호),,,파워크리닝,2008-05-30 17:35:40,I,2026-02-04 01:35:23,일반세탁업,203963.091998835,411714.071817644,일반세탁업,0,0,1,1,0,0,,,,임대,0,0,0,0,N,,파워크리닝_경기도화성시병점구병점동859(느치미마을주공@나동101호)
403,세탁업,06_20_01_P,5530000,5760000-205-2008-00012,2008-05-16,,3,폐업,2,폐업,2018-07-23,,,,031 225 8653,45.4,,경기도 화성시 병점구 병점동  201-2 (신미주@ 상가동202호),,,미주세탁소,2018-07-23 21:39:35,I,2026-02-04 01:35:23,일반세탁업,204502.412250984,412240.296691569,일반세탁업,0,0,2,2,0,0,,,,,1,0,0,1,N,,미주세탁소_경기도화성시병점구병점동201-2(신미주@상가동202호)
443,세탁업,06_20_01_P,5530000,5770000-205-2008-00011,2008-05-14,,3,폐업,2,폐업,2021-11-26,,,,031 80030990,118.34,,경기도 화성시 동탄구 반송동  61-4 다경프라자 1층 일부호,"경기도 화성시 동탄구 동탄공원로 36, 다경프라자 1층 일부호 (반송동)",,셀럽세탁,2021-11-26 16:10:10,I,2026-02-04 01:35:23,일반세탁업,205229.245,411212.71,일반세탁업,0,0,1,1,0,0,,,,,2,0,0,1,N,,셀럽세탁_경기도화성시동탄구반송동61-4다경프라자1층일부호
294,세탁업,06_20_01_P,5530000,5750000-205-2008-00009,2008-04-18,,1,영업/정상,1,영업,,,,,0312781143,29.8,,경기도 화성시 효행구 봉담읍 동화리 575 (동화마을 동일하이빌A 단지내 상가동 111호),,,동일세탁,2018-05-08 16:11:22,I,2026-02-04 01:35:23,일반세탁업,196064.047181876,412717.523254937,일반세탁업,0,0,1,0,0,0,,,,,1,0,0,1,N,,동일세탁_경기도화성시효행구봉담읍동화리575(동화마을동일하이빌A단지내상가동111호)
550,세탁업,06_20_01_P,3020000,3020000-205-2008-00002,2008-04-02,,3,폐업,2,폐업,2025-07-31,,,,02  776 0513,42.1,140-901,서울특별시 용산구 후암동 331 지하1층,"서울특별시 용산구 후암로28길 69 (후암동,지하1층)",4329.0,삼영기업,2026-01-30 10:06:38,U,2026-02-04 11:04:37,세탁업 기타,198270.819935293,449647.355257315,세탁업 기타,0,0,0,0,1,1,,,,자가,3,0,0,0,N,,삼영기업_서울특별시용산구후암동331지하1층
539,세탁업,06_20_01_P,5530000,5770000-205-2008-00007,2008-03-24,,3,폐업,2,폐업,2023-11-22,,,,031 80031007,22.56,,경기도 화성시 동탄구 능동 1137 상가동 102호,"경기도 화성시 동탄구 동탄공원로 21-40, 상가동 102호 (능동)",,두산세탁,2026-02-02 18:26:57,U,2026-02-04 02:40:00,일반세탁업,204756.583002308,411276.612255787,일반세탁업,0,0,1,1,0,0,,,,임대,1,0,0,1,N,,두산세탁_경기도화성시동탄구능동1137상가동102호
293,세탁업,06_20_01_P,5530000,5750000-205-2008-00005,2008-03-04,,3,폐업,2,폐업,2021-02-05,,,,0312275953,29.7,,경기도 화성시 효행구 봉담읍 동화리 611 (택지개발지구2BL 주공2단지 상가 101호),,,주공2단지세탁소,2021-02-05 16:19:04,I,2026-02-04 01:35:23,일반세탁업,196439.333682484,412966.544078927,일반세탁업,0,0,1,0,0,0,,,,,0,0,0,1,N,,주공2단지세탁소_경기도화성시효행구봉담읍동화리611(택지개발지구2BL주공2단지상가101호)
256,세탁업,06_20_01_P,5530000,5770000-205-2008-00003,2008-02-27,,3,폐업,2,폐업,2010-04-30,,,,031 375 5947,22.2,,경기도 화성시 동탄구 영천동  651-1397 (선납재마을 성원상떼빌A 상가동 202호),,,성원세탁,2008-02-27 15:26:19,I,2026-02-04 01:35:23,일반세탁업,209674.192538164,412041.273043377,일반세탁업,0,0,0,2,0,0,,,,임대,1,0,0,0,N,,성원세탁_경기도화성시동탄구영천동651-1397(선납재마을성원상떼빌A상가동202호)
257,세탁업,06_20_01_P,5530000,5770000-205-2008-00004,2008-02-27,,1,영업/정상,1,영업,,,,,031 613 2515,23.93,,경기도 화성시 동탄구 반송동  79 (시범다은마을 우남퍼스트빌A 상가동B 101호),,,우남세탁소,2018-05-08 16:09:11,I,2026-02-04 01:35:23,일반세탁업,205818.964620255,410917.614887923,일반세탁업,0,0,0,1,0,0,,,,임대,1,0,0,1,N,,우남세탁소_경기도화성시동탄구반송동79(시범다은마을우남퍼스트빌A상가동B101호)
255,세탁업,06_20_01_P,5530000,5770000-205-2008-00002,2008-02-26,,1,영업/정상,1,영업,,,,,031 613 3344,54.0,,경기도 화성시 동탄구 반송동  224 동탄나루마을 월드메르디앙 반도유보라 상가동 B104호,"경기도 화성시 동탄구 동탄반석로 14, B104호 (반송동, 동탄나루마을 월드메르디앙 반도유보라 상가동)",,행복한 세탁이야기,2022-06-15 08:54:29,I,2026-02-04 01:35:23,일반세탁업,206982.004078424,410223.166263172,일반세탁업,0,0,0,0,0,0,,,,,0,0,0,1,N,,행복한세탁이야기_경기도화성시동탄구반송동224동탄나루마을월드메르디앙반도유보라상가동B104호
