번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,한실수,양실수,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,다중이용업소여부,Unnamed: 44,record_key
142,숙박업,03_11_03_P,5530000,5740000-201-2011-00007,2011-12-22,,3,폐업,2,폐업,2023-02-15,,,,031 356 5233,1191.6,,경기도 화성시 만세구 서신면 제부리 288-43,경기도 화성시 만세구 서신면 해안길 406,,STAY 7,2023-02-15 13:08:32,I,2026-02-04 01:35:23,여관업,166409.304104943,408315.036219836,여관업,7,1,1,5,0,0,4,36,,,,,0.0,0.0,N,,STAY7_경기도화성시만세구서신면제부리288-43
452,숙박업,03_11_03_P,3220000,3220000-201-2011-00007,2011-12-20,,3,폐업,2,폐업,2026-01-27,,,,02  569 3225,761.4,135-877,"서울특별시 강남구 삼성동 143-16 지상2,3,4층","서울특별시 강남구 테헤란로77길 11-20, 지상2,3,4층 (삼성동)",6159.0,씨네마,2026-02-03 10:18:14,U,2026-02-06 02:40:00,여관업,204602.069126354,444958.731925491,여관업,0,0,2,4,0,0,21,0,,,,임대,0.0,0.0,N,,"씨네마_서울특별시강남구삼성동143-16지상2,3,4층"
298,숙박업,03_11_03_P,5530000,5740000-201-2011-00006,2011-12-07,,1,영업/정상,1,영업,,,,,031 80598830,1986.14,,경기도 화성시 만세구 팔탄면 월문리 235-36,경기도 화성시 만세구 팔탄면 버들로1597번길 14-13,,호텔더메이,2022-01-24 14:07:41,I,2026-02-04 01:35:23,숙박업 기타,188971.791968184,401570.528375606,숙박업 기타,4,1,1,4,1,1,38,0,,,,자가,0.0,0.0,N,,호텔더메이_경기도화성시만세구팔탄면월문리235-36
789,숙박업,03_11_03_P,5100000,5100000-201-2011-00002,2011-11-25,,1,영업/정상,1,영업,,,,,054 338 3368,248.47,770-901,경상북도 영천시 성내동 56,경상북도 영천시 최무선로 259 (성내동),38846.0,디데이 호텔,2026-02-20 11:27:41,U,2026-02-22 02:40:00,여관업,373898.125289263,275642.763666054,여관업,2,0,2,2,0,0,0,7,,,,,0.0,0.0,N,,디데이호텔_경상북도영천시성내동56
788,숙박업,03_11_03_P,5100000,5100000-201-2011-00001,2011-11-25,,1,영업/정상,1,영업,,,,,054 338 3368,255.69,770-901,경상북도 영천시 성내동 56-2,경상북도 영천시 최무선로 259 (성내동),38846.0,뉴시크릿모텔,2026-02-20 11:28:15,U,2026-02-22 02:40:00,여관업,373889.7951712,275656.875019249,여관업,2,0,2,2,0,0,0,7,,,,자가,0.0,0.0,N,,뉴시크릿모텔_경상북도영천시성내동56-2
343,숙박업,03_11_03_P,5020000,5030000-201-2011-00005,2011-11-17,,1,영업/정상,1,영업,,,,,054 278 7392,864.32,790-826,경상북도 포항시 남구 대잠동 930-3,경상북도 포항시 남구 새천년대로450번길 19-8 (대잠동),37760.0,에비앙,2026-02-02 11:29:13,U,2026-02-04 02:40:00,여관업,411615.749456339,281966.045626289,여관업,2,0,2,2,0,0,0,20,,,,자가,0.0,0.0,N,,에비앙_경상북도포항시남구대잠동930-3
140,숙박업,03_11_03_P,5530000,5750000-201-2011-00005,2011-10-28,,1,영업/정상,1,영업,,,,,031 354 0143,975.92,,경기도 화성시 효행구 정남면 보통리 79-5,경기도 화성시 효행구 정남면 세자로303번길 14-16,,오투,2024-01-10 16:24:19,I,2026-02-04 01:35:23,여관업,198057.05384672,410266.17126406,여관업,0,0,1,5,1,1,0,20,,,,,0.0,0.0,N,,오투_경기도화성시효행구정남면보통리79-5
303,숙박업,03_11_03_P,5530000,5770000-201-2011-00004,2011-10-17,,1,영업/정상,1,영업,,,,,031 80037300,1034.58,,경기도 화성시 동탄구 반송동  91-6,"경기도 화성시 동탄구 동탄중심상가2길 16, 5층,8층,9층 (반송동)",,더스테이,2021-08-13 18:01:17,I,2026-02-04 01:35:23,여관업,206442.200817261,411491.657137764,여관업,0,0,9,9,0,0,0,8,,,,,0.0,0.0,N,,더스테이_경기도화성시동탄구반송동91-6
310,숙박업,03_11_03_P,5530000,5770000-201-2011-00003,2011-07-22,,3,폐업,2,폐업,2019-09-04,,,,031 80037300,601.51,,경기도 화성시 동탄구 반송동  91-6,경기도 화성시 동탄구 동탄중심상가2길 16 (반송동),,더스테이(The stay),2019-09-04 15:45:56,I,2026-02-04 01:35:23,여관업,206442.200817261,411491.657137764,여관업,9,3,0,0,0,0,0,6,,,,,0.0,0.0,N,,더스테이(Thestay)_경기도화성시동탄구반송동91-6
40,숙박업,03_11_03_P,5530000,5770000-201-2011-00002,2011-07-05,,1,영업/정상,1,영업,,,,,031 80150009,2651.89,,경기도 화성시 동탄구 석우동  34-3,경기도 화성시 동탄구 큰재봉길 31-9 (석우동),,제이에스부티크호텔(Js Boutique Hotel),2024-07-02 17:28:51,I,2026-02-04 01:35:23,일반호텔,206943.639364427,412948.996961588,일반호텔,10,1,10,1,0,0,0,47,,,,자가,0.0,0.0,N,,제이에스부티크호텔(JsBoutiqueHotel)_경기도화성시동탄구석우동34-3
117,숙박업,03_11_03_P,5530000,5740000-201-2011-00001,2011-04-29,,3,폐업,2,폐업,2019-06-27,,,,031 355 7344,1877.0,,경기도 화성시 만세구 서신면 송교리 476-7,경기도 화성시 만세구 서신면 제부로 327-17,,호텔 드마르,2019-06-27 11:44:31,I,2026-02-04 01:35:23,일반호텔,169847.891789845,407349.623066035,일반호텔,0,0,1,5,0,0,0,40,,,,,0.0,0.0,N,,호텔드마르_경기도화성시만세구서신면송교리476-7
791,숙박업,03_11_03_P,5590000,5590000-214-2011-00002,2011-04-20,,1,영업/정상,1,영업,,,,,031 8759191,663.05,482-812,경기도 양주시 장흥면 석현리 360-19,경기도 양주시 장흥면 권율로309번길 67-22,11519.0,주식회사 원영 그레이캐슬,2026-02-20 11:28:05,U,2026-02-22 02:40:00,숙박업(생활),195654.828442105,471048.886966034,숙박업(생활),3,0,1,3,0,0,1,13,,,,자가,0.0,0.0,N,,주식회사원영그레이캐슬_경기도양주시장흥면석현리360-19
807,숙박업,03_11_03_P,5330000,5330000-201-2011-00001,2011-02-08,,1,영업/정상,1,영업,,,,,,989.2,650-829,경상남도 통영시 광도면 죽림리 1571-7,경상남도 통영시 광도면 죽림해안로 48,53014.0,라마다호텔,2026-02-20 10:27:45,U,2026-02-22 02:40:00,여관업,329856.955413625,155087.259138209,여관업,7,0,2,6,0,0,0,28,,,,임대,0.0,0.0,N,,라마다호텔_경상남도통영시광도면죽림리1571-7
21,숙박업,03_11_03_P,5530000,5740000-201-2010-00008,2010-11-01,,1,영업/정상,1,영업,,,,,031 355 2030,1795.83,,경기도 화성시 만세구 남양읍 남양리 2077-15 외 1필지,"경기도 화성시 만세구 남양읍 역골로 3-20 (남양동,외 1필지)",,스카이호텔,2024-04-29 11:34:28,I,2026-02-04 01:35:23,관광호텔,184660.934320866,410940.024310218,관광호텔,7,2,5,7,0,0,0,44,,,,자가,0.0,0.0,N,,스카이호텔_경기도화성시만세구남양읍남양리2077-15외1필지
414,숙박업,03_11_03_P,5050000,5050000-201-2010-00002,2010-08-09,,1,영업/정상,1,영업,,,,,,0.0,780-831,경상북도 경주시 감포읍 감포리 500-3,경상북도 경주시 감포읍 감포로3길 36-2,38125.0,하운드 스틸코브 경주감포,2026-02-03 13:19:14,U,2026-02-06 02:40:00,여관업,426276.472231351,258808.18965621,여관업,1,6,1,6,0,0,0,24,,,,자가,0.0,0.0,N,,하운드스틸코브경주감포_경상북도경주시감포읍감포리500-3
77,숙박업,03_11_03_P,5530000,5770000-201-2010-00007,2010-07-20,,1,영업/정상,1,영업,,,,,031 80035430,1545.06,,경기도 화성시 동탄구 반송동  88-8,경기도 화성시 동탄구 동탄중심상가2길 15 (반송동),,모텔판도라,2022-06-15 09:22:20,I,2026-02-04 01:35:23,여관업,206459.030773215,411533.628927172,여관업,0,0,7,9,0,0,0,39,,,,자가,0.0,0.0,N,,모텔판도라_경기도화성시동탄구반송동88-8
99,숙박업,03_11_03_P,5530000,5740000-201-2010-00006,2010-07-02,,1,영업/정상,1,영업,,,,,031 80591956,1762.99,,경기도 화성시 만세구 향남읍 평리 142-1,경기도 화성시 만세구 향남읍 평6길 40,,J(제이),2018-04-10 09:33:52,I,2026-02-04 01:35:23,일반호텔,191740.822833116,403096.240448979,일반호텔,7,1,1,7,1,1,0,43,,,,,0.0,0.0,N,,J(제이)_경기도화성시만세구향남읍평리142-1
622,숙박업,03_11_03_P,4641000,4661000-201-2010-00002,2010-06-28,,1,영업/정상,1,영업,,,,,063 251 5657,1784.77,,전북특별자치도 전주시 덕진구 금암동 474-1 번지외 1필지,"전북특별자치도 전주시 덕진구 용산3길 8 (금암동, 번지외 1필지)",54933.0,에이치에비뉴호텔전주터미널점별관,2026-02-10 15:05:22,U,2026-02-12 02:40:00,일반호텔,211845.910257344,259622.400204006,일반호텔,7,1,1,7,1,1,0,36,,,,,0.0,0.0,N,,에이치에비뉴호텔전주터미널점별관_전북특별자치도전주시덕진구금암동474-1번지외1필지
790,숙박업,03_11_03_P,4500000,4500000-201-2010-00001,2010-05-28,,1,영업/정상,1,영업,,,,,042 822 9686,506.44,314-924,충청남도 공주시 반포면 학봉리 931,충청남도 공주시 반포면 임금봉길 78-14,32626.0,월드무인텔,2026-02-20 10:59:05,U,2026-02-22 02:40:00,여관업,222493.405142179,318532.656556271,여관업,4,1,0,0,0,0,0,16,,,,자가,,,N,,월드무인텔_충청남도공주시반포면학봉리931
75,숙박업,03_11_03_P,5530000,5740000-201-2010-00005,2010-05-19,,1,영업/정상,1,영업,,,,,,1704.11,,경기도 화성시 만세구 남양읍 남양리 2077-4,경기도 화성시 만세구 남양읍 역골로 9-13 (남양동),,하와이호텔,2018-06-18 15:56:39,I,2026-02-04 01:35:23,관광호텔,184657.434919852,410971.321240931,관광호텔,0,0,5,6,0,0,3,37,,,,,0.0,0.0,N,,하와이호텔_경기도화성시만세구남양읍남양리2077-4
1001,숙박업,03_11_03_P,5080000,5080000-201-2010-00005,2010-05-17,,1,영업/정상,1,영업,,,,,054 4434003,1123.23,730-925,경상북도 구미시 원평동 1056-3,경상북도 구미시 송원서로6길 31 (원평동),39232.0,나이트모텔,2026-02-26 15:00:43,U,2026-02-28 02:40:00,여관업,321210.678673861,292355.412080429,여관업,3,0,1,3,0,0,0,14,,,,,0.0,0.0,N,,나이트모텔_경상북도구미시원평동1056-3
74,숙박업,03_11_03_P,5530000,5770000-201-2010-00004,2010-04-22,,1,영업/정상,1,영업,,,,,031 613 6818,966.73,,경기도 화성시 동탄구 반송동  104-6 (프라임빌딩 8.9층),"경기도 화성시 동탄구 동탄중심상가1길 27 (반송동,(프라임빌딩 8.9층))",,호텔코지,2023-03-02 13:18:24,I,2026-02-04 01:35:23,여관업,206369.957073591,411033.929040215,여관업,0,0,8,9,0,0,25,0,,,,임대,0.0,0.0,N,,호텔코지_경기도화성시동탄구반송동104-6(프라임빌딩8.9층)
73,숙박업,03_11_03_P,5530000,5770000-201-2010-00003,2010-03-23,,3,폐업,2,폐업,2013-01-29,,,,,1821.0,,경기도 화성시 동탄구 반송동  106-3 (8층~10층),"경기도 화성시 동탄구 노작로 147 (반송동,(8층~10층))",,DM모텔,2010-03-23 10:59:21,I,2026-02-04 01:35:23,여관업,206447.475841143,411021.948564702,여관업,0,0,8,10,0,0,0,42,,,,임대,0.0,0.0,N,,DM모텔_경기도화성시동탄구반송동106-3(8층~10층)
226,숙박업,03_11_03_P,5530000,5760000-201-2010-00002,2010-01-27,,1,영업/정상,1,영업,,,,,031 223 1543,1066.01,,경기도 화성시 병점구 병점동  844-5 (리더스프라자 1001호),"경기도 화성시 병점구 효행로 1068 (병점동,(리더스프라자 1001호))",,시네마모텔,2019-08-01 15:01:48,I,2026-02-04 01:35:23,여관업,203811.08404256,412529.901991526,여관업,0,0,10,10,0,0,0,29,,,,임대,0.0,0.0,N,,시네마모텔_경기도화성시병점구병점동844-5(리더스프라자1001호)
417,숙박업,03_11_03_P,4610000,4610000-214-2010-00001,2010-01-22,,1,영업/정상,1,영업,,,,,041 337 0366,388.51,340-924,충청남도 예산군 덕산면 사동리 108-2,충청남도 예산군 덕산면 덕산향교길 107,32406.0,아리아하우스,2026-02-04 14:48:54,U,2026-02-06 02:40:00,숙박업(생활),169265.967865081,355167.423545022,숙박업(생활),2,0,1,2,0,0,8,2,,,,자가,0.0,0.0,N,,아리아하우스_충청남도예산군덕산면사동리108-2
1009,숙박업,03_11_03_P,3540000,3540000-201-2009-00004,2009-12-16,,1,영업/정상,1,영업,,,,,032 421 0381,637.4,403-848,인천광역시 부평구 십정동 408-9,인천광역시 부평구 동암광장로4번길 12 (십정동),21446.0,호텔료칸 고추잠자리2,2026-02-26 15:52:07,U,2026-02-28 02:40:00,여관업,173538.929358648,440965.830242915,여관업,4,0,1,4,0,0,0,44,,,,자가,0.0,0.0,N,,호텔료칸고추잠자리2_인천광역시부평구십정동408-9
577,숙박업,03_11_03_P,6520000,6520000-214-2009-00005,2009-09-23,,1,영업/정상,1,영업,,,,,064 738 9300,4133.04,697-301,제주특별자치도 서귀포시 상예동 2850,제주특별자치도 서귀포시 소보리당로 220 (상예동),63537.0,아라온리조트,2026-02-09 14:46:36,U,2026-02-11 02:40:00,숙박업(생활),142546.079734289,-25758.3976194255,숙박업(생활),1,3,0,0,0,0,0,59,,,,자가,0.0,0.0,N,,아라온리조트_제주특별자치도서귀포시상예동2850
804,숙박업,03_11_03_P,6520000,6520000-214-2009-00003,2009-08-20,,1,영업/정상,1,영업,,,,,064 738 0085,2722.58,697-807,제주특별자치도 서귀포시 색달동 1821-3,제주특별자치도 서귀포시 색달로 117 (색달동),63534.0,중문리조트,2026-02-20 14:26:33,U,2026-02-22 02:40:00,숙박업(생활),145477.040033742,-25801.2282061319,숙박업(생활),3,1,1,3,1,1,0,48,,,,자가,0.0,0.0,N,,중문리조트_제주특별자치도서귀포시색달동1821-3
765,숙박업,03_11_03_P,3860000,3871000-201-2009-00548,2009-08-11,,1,영업/정상,1,영업,,,,,032 329 6612,2173.0,,경기도 부천시 원미구 상동 532-15,경기도 부천시 원미구 길주로77번길 21 (상동),14543.0,팔레스호텔,2026-02-19 09:44:20,U,2026-02-21 02:40:00,일반호텔,177946.775053388,444987.041127672,일반호텔,0,0,1,8,0,0,0,42,,,,,0.0,0.0,N,,팔레스호텔_경기도부천시원미구상동532-15
373,숙박업,03_11_03_P,6520000,6520000-201-2009-00009,2009-07-21,,1,영업/정상,1,영업,,,,,064 766 5700,5811.72,699-949,제주특별자치도 서귀포시 남원읍 수망리 628-8 외 5필지,제주특별자치도 서귀포시 남원읍 남조로 960 (외 5필지),63615.0,부영CC관광호텔,2026-01-30 13:37:31,U,2026-02-04 11:04:37,관광호텔,173112.943407249,-15205.7764246739,관광호텔,3,0,1,3,0,0,74,0,,,,자가,0.0,0.0,N,,부영CC관광호텔_제주특별자치도서귀포시남원읍수망리628-8외5필지
38,숙박업,03_11_03_P,5530000,5740000-201-2009-00003,2009-05-29,,3,폐업,2,폐업,2018-10-12,,,,031 357 7785,765.34,,경기도 화성시 만세구 서신면 전곡리 189-1,경기도 화성시 만세구 서신면 당성로 228-7,,어게인 모텔,2018-10-12 14:20:24,I,2026-02-04 01:35:23,여관업,172803.336911907,410316.874437819,여관업,0,0,1,4,0,0,0,22,,,,자가,0.0,0.0,N,,어게인모텔_경기도화성시만세구서신면전곡리189-1
1004,숙박업,03_11_03_P,3820000,3820000-201-2009-00001,2009-04-09,,1,영업/정상,1,영업,,,,,031 842 9842,258.03,480-842,경기도 의정부시 의정부동 154-6 ( 2 - 4층 ),"경기도 의정부시 시민로143번길 101 (의정부동,( 2 - 4층 ))",11692.0,안모텔,2026-02-26 14:26:08,U,2026-02-28 02:40:00,여관업,204411.555913505,471090.668733637,여관업,4,0,2,4,0,0,15,0,,,,자가,0.0,0.0,N,,안모텔_경기도의정부시의정부동154-6(2-4층)
32,숙박업,03_11_03_P,5530000,5770000-201-2009-00002,2009-03-20,,1,영업/정상,1,영업,,,,,031 80038206,1552.74,,경기도 화성시 동탄구 반송동  106-5 (유정프라자 7. 8. 9층),"경기도 화성시 동탄구 노작로 143 (반송동,(유정프라자 7. 8. 9층))",,모텔아이콘,2021-07-01 14:47:41,I,2026-02-04 01:35:23,여관업,206453.116460945,410981.438153102,여관업,0,0,7,9,0,0,0,42,,,,자가,0.0,0.0,N,,모텔아이콘_경기도화성시동탄구반송동106-5(유정프라자7.8.9층)
281,숙박업,03_11_03_P,5530000,5770000-201-2009-00001,2009-03-05,,1,영업/정상,1,영업,,,,,031 80038312,2031.96,,경기도 화성시 동탄구 석우동  34-6,경기도 화성시 동탄구 큰재봉길 31-15 (석우동),,더휴식 심작 동탄점,2025-10-15 12:01:10,I,2026-02-04 01:35:23,일반호텔,206905.421793452,412907.045257272,일반호텔,0,0,2,8,0,0,0,47,,,,,0.0,0.0,N,,더휴식심작동탄점_경기도화성시동탄구석우동34-6
916,숙박업,03_11_03_P,4671000,4671000-201-2009-00001,2009-01-08,,1,영업/정상,1,영업,,,,,063 464 1200,1344.46,,전북특별자치도 군산시 비응도동 85,전북특별자치도 군산시 비응남로 38 (비응도동),54003.0,바다 풍경이 아름다운 섬호텔(군산비응항점),2026-02-24 11:02:00,U,2026-02-26 02:40:00,일반호텔,157224.931957376,271015.190755825,일반호텔,6,0,1,6,0,0,0,35,,,,자가,0.0,0.0,N,,바다풍경이아름다운섬호텔(군산비응항점)_전북특별자치도군산시비응도동85
529,숙박업,03_11_03_P,5110000,5110000-214-2008-00001,2008-10-30,,1,영업/정상,1,영업,,,,,054 530 8888,5237.17,742-891,"경상북도 상주시 모서면 삼포리 462-9 ,산26-17",경상북도 상주시 모서면 화현3길 127,37275.0,블루원상주골프리조트,2026-02-06 14:49:16,U,2026-02-08 02:40:00,숙박업(생활),284821.995252018,315248.913248957,숙박업(생활),3,1,1,3,0,0,8,42,,,,자가,3.0,2.0,N,,"블루원상주골프리조트_경상북도상주시모서면삼포리462-9,산26-17"
917,숙박업,03_11_03_P,4641000,4651000-201-2008-00005,2008-10-08,,1,영업/정상,1,영업,,,,,063 229 5672,1347.76,,전북특별자치도 전주시 완산구 효자동3가 1537-12,전북특별자치도 전주시 완산구 홍산북로 70-7 (효자동3가),54969.0,브라운도트호텔 전주신시가지,2026-02-24 14:46:41,U,2026-02-26 02:40:00,여관업,209848.472208693,257445.849569746,여관업,5,1,2,5,0,0,0,34,,,,자가,0.0,0.0,N,,브라운도트호텔전주신시가지_전북특별자치도전주시완산구효자동3가1537-12
37,숙박업,03_11_03_P,5530000,5770000-201-2008-00014,2008-10-02,,3,폐업,2,폐업,2018-08-31,,,,,1656.36,,경기도 화성시 동탄구 반송동  93-6 (센트럴S타운 7층),"경기도 화성시 동탄구 메타폴리스로 47-25 (반송동,(센트럴S타운 7층))",,호텔 조이,2018-08-31 14:36:35,I,2026-02-04 01:35:23,숙박업 기타,206353.979961509,411229.342613926,숙박업 기타,0,0,7,7,0,0,0,45,,,,임대,0.0,0.0,N,,호텔조이_경기도화성시동탄구반송동93-6(센트럴S타운7층)
36,숙박업,03_11_03_P,5530000,5740000-201-2008-00013,2008-09-19,,1,영업/정상,1,영업,,,,,031 353 8595,1227.15,,경기도 화성시 만세구 향남읍 평리 80-5 에쓰뻬랑스 701.801. 901호,"경기도 화성시 만세구 향남읍 평3길 15, 7,8,9층 (에쓰뻬랑스)",,스카이 모텔,2018-03-22 14:21:49,I,2026-02-04 01:35:23,여관업,191802.058384477,403280.412569937,여관업,0,0,7,9,0,0,2,27,,,,임대,0.0,0.0,N,,스카이모텔_경기도화성시만세구향남읍평리80-5에쓰뻬랑스701.801.901호
936,숙박업,03_11_03_P,3940000,3960100-201-2008-00001,2008-09-01,,1,영업/정상,1,영업,,,,,031 9051515,2151.97,410-835,경기도 고양시 일산동구 백석동 1296-1,경기도 고양시 일산동구 중앙로 1058 (백석동),,호텔앙띠브,2026-02-25 09:06:55,U,2026-02-27 02:40:00,일반호텔,181131.425,460234.845,일반호텔,8,2,1,8,0,0,0,48,,,,자가,0.0,0.0,N,,호텔앙띠브_경기도고양시일산동구백석동1296-1
200,숙박업,03_11_03_P,5530000,5770000-201-2008-00012,2008-08-08,,1,영업/정상,1,영업,,,,,070 71237000,7481.7,,경기도 화성시 동탄구 반송동  90-3 (동탄비즈니스호텔),"경기도 화성시 동탄구 노작로 199 (반송동,(동탄비즈니스호텔))",,라마다동탄호텔,2019-02-19 15:16:58,I,2026-02-04 01:35:23,일반호텔,206558.915405091,411554.596226987,일반호텔,0,0,1,15,0,0,0,150,,,,임대,0.0,0.0,N,,라마다동탄호텔_경기도화성시동탄구반송동90-3(동탄비즈니스호텔)
172,숙박업,03_11_03_P,5530000,5770000-201-2008-00011,2008-07-18,,1,영업/정상,1,영업,,,,,031 80033885,2283.82,,경기도 화성시 동탄구 반송동  90-7 (코스모타워 6층~11층),"경기도 화성시 동탄구 노작로 195 (반송동,(코스모타워 6층~11층))",,더스토리 모텔,2025-07-29 13:25:26,I,2026-02-04 01:35:23,일반호텔,206530.859678484,411502.276074681,일반호텔,0,0,6,11,0,0,0,37,,,,,0.0,0.0,N,,더스토리모텔_경기도화성시동탄구반송동90-7(코스모타워6층~11층)
199,숙박업,03_11_03_P,5530000,5740000-201-2008-00010,2008-05-02,,1,영업/정상,1,영업,,,,,031 357 7701,1115.0,,경기도 화성시 만세구 마도면 두곡리 267,경기도 화성시 만세구 마도면 화성로785번길 36,,보보스 모텔,2017-11-27 15:49:50,I,2026-02-04 01:35:23,여관업,180023.219816889,412054.560343139,여관업,0,0,1,5,0,0,0,29,,,,자가,0.0,0.0,N,,보보스모텔_경기도화성시만세구마도면두곡리267
186,숙박업,03_11_03_P,5530000,5770000-201-2008-00009,2008-04-24,,3,폐업,2,폐업,2010-04-22,,,,,966.73,,"경기도 화성시 동탄구 반송동  104-6 (프라임빌딩8,9층)",,,테마모텔,2008-04-24 18:02:04,I,2026-02-04 01:35:23,여관업,206369.957073591,411033.929040215,여관업,0,0,8,9,0,0,0,25,,,,임대,0.0,0.0,N,,"테마모텔_경기도화성시동탄구반송동104-6(프라임빌딩8,9층)"
185,숙박업,03_11_03_P,5530000,5770000-201-2008-00008,2008-04-08,,1,영업/정상,1,영업,,,,,031 80038286,1604.28,,"경기도 화성시 동탄구 반송동  106-2 JO프라자(8,9,10층)","경기도 화성시 동탄구 노작로 149 (반송동,JO프라자(8,9,10층))",,애니콜 호텔,2024-04-19 11:26:09,I,2026-02-04 01:35:23,여관업,206444.650362079,411050.914541177,여관업,0,0,8,10,0,0,0,38,,,,임대,0.0,0.0,N,,"애니콜호텔_경기도화성시동탄구반송동106-2JO프라자(8,9,10층)"
184,숙박업,03_11_03_P,5530000,5770000-201-2008-00007,2008-02-26,,1,영업/정상,1,영업,,,,,031 80030080,1666.0,,경기도 화성시 동탄구 반송동  91-7 (월드프라자 801.901.1001호),"경기도 화성시 동탄구 동탄지성로 12 (반송동,(월드프라자 801.901.1001호))",,모텔첼시,2022-08-10 11:59:29,I,2026-02-04 01:35:23,여관업,206432.132678135,411467.119630786,여관업,0,0,8,10,0,0,0,38,,,,자가,0.0,0.0,N,,모텔첼시_경기도화성시동탄구반송동91-7(월드프라자801.901.1001호)
240,숙박업,03_11_03_P,5530000,5770000-201-2008-00006,2008-02-12,,1,영업/정상,1,영업,,,,,031 613 6986,2104.3,,경기도 화성시 동탄구 반송동  90-8 (삼성프라자 6~10층),"경기도 화성시 동탄구 노작로 193 (반송동,(삼성프라자 6~10층))",,보보스 호텔,2022-07-08 13:11:03,I,2026-02-04 01:35:23,여관업,206521.9786738,411484.422960773,여관업,6,0,6,10,0,0,0,40,,,,임대,0.0,0.0,N,,보보스호텔_경기도화성시동탄구반송동90-8(삼성프라자6~10층)
662,숙박업,03_11_03_P,3920000,3920000-201-2008-00002,2008-02-05,,1,영업/정상,1,영업,,,,,031 858 5530,2570.73,483-030,경기도 동두천시 생연동 689-28 쎈츄럴시티,"경기도 동두천시 중앙로 220, 쎈츄럴시티 5,6층 (생연동)",11333.0,호텔브라운도트(동두천중앙역점),2026-02-11 11:36:25,U,2026-02-13 02:40:00,일반호텔,204612.470982758,488726.276677711,일반호텔,6,2,6,6,0,0,0,63,,,,,0.0,0.0,N,,호텔브라운도트(동두천중앙역점)_경기도동두천시생연동689-28쎈츄럴시티
578,숙박업,03_11_03_P,6520000,6520000-201-2008-00001,2008-02-04,,1,영업/정상,1,영업,,,,,064 794 6307,1531.0,699-934,"제주특별자치도 서귀포시 대정읍 상모리 78 외 10필지(형제해안로 256-5, 256-6, 256-8)",제주특별자치도 서귀포시 대정읍 형제해안로 256-5,63512.0,송악리조트,2026-02-09 17:54:02,U,2026-02-11 02:40:00,관광호텔,133875.478149139,-31340.5606698215,관광호텔,3,1,2,4,0,0,30,0,,,,자가,0.0,0.0,N,,"송악리조트_제주특별자치도서귀포시대정읍상모리78외10필지(형제해안로256-5,256-6,256-8)"
112,숙박업,03_11_03_P,5530000,5740000-201-2008-00005,2008-01-29,,1,영업/정상,1,영업,,,,,031 359 9480,1650.28,,경기도 화성시 만세구 팔탄면 월문리 235-68,경기도 화성시 만세구 팔탄면 버들로1597번길 22,,라벤더온천텔,2025-10-02 11:06:22,I,2026-02-04 01:35:23,여관업,188906.092950279,401574.915339587,여관업,4,1,0,0,0,0,0,34,,,,자가,0.0,0.0,N,,라벤더온천텔_경기도화성시만세구팔탄면월문리235-68
177,숙박업,03_11_03_P,5530000,5770000-201-2008-00004,2008-01-25,,1,영업/정상,1,영업,,,,,031 80030030,1005.39,,"경기도 화성시 동탄구 반송동  103-5 8층,9층,10층","경기도 화성시 동탄구 메타폴리스로 44, 8,9,10층 (반송동)",,예인모텔,2025-10-13 13:48:15,I,2026-02-04 01:35:23,여관업,206341.365298714,411095.711245562,여관업,0,0,8,8,0,0,0,10,,,,자가,0.0,0.0,N,,"예인모텔_경기도화성시동탄구반송동103-58층,9층,10층"
141,숙박업,03_11_03_P,5530000,5770000-201-2008-00003,2008-01-16,,1,영업/정상,1,영업,,,,,031 80508585,1314.0,,"경기도 화성시 동탄구 반송동  88-5 8,9,10층","경기도 화성시 동탄구 동탄중심상가2길 31, 8,9,10층 (반송동, 성진빌딩)",,루시아호텔,2025-11-06 17:41:27,I,2026-02-04 01:35:23,여관업,206464.861252666,411602.535321804,여관업,0,0,8,10,0,0,0,33,,,,임대,0.0,0.0,N,,"루시아호텔_경기도화성시동탄구반송동88-58,9,10층"
183,숙박업,03_11_03_P,5530000,5770000-201-2008-00002,2008-01-14,,3,폐업,2,폐업,2018-08-31,,,,031 80037302,340.35,,경기도 화성시 동탄구 반송동  91-6 (그린프라자 801호),"경기도 화성시 동탄구 동탄중심상가2길 16 (반송동,(그린프라자 801호))",,필모텔,2018-08-31 14:35:32,I,2026-02-04 01:35:23,여관업,206442.200817261,411491.657137764,여관업,0,0,8,8,0,0,0,10,,,,자가,0.0,0.0,N,,필모텔_경기도화성시동탄구반송동91-6(그린프라자801호)
