번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),제조구분명,사업장부지용도구분명,Unnamed: 30,record_key
265,고압가스업,09_28_05_P,5670000,2021567056802100006,2021-03-29,,2,휴업,2,휴업,,2026-01-01,2026-12-31,,,,,경상남도 창원시 성산구 성주동 175,경상남도 창원시 성산구 불모산로 43 (성주동),51541.0,재단법인 창원산업진흥원 성주수소충전소(버스충전),2026-02-10 13:56:54,U,2026-02-12 02:40:00,제조,356804.88978761,189336.086060363,충전,,,재단법인창원산업진흥원성주수소충전소(버스충전)_경상남도창원시성산구성주동175
342,고압가스업,09_28_05_P,6520000,2021652017802200004,2021-03-23,,1,영업/정상,1,영업중,,,,,,,,제주특별자치도 서귀포시 강정동 2695,제주특별자치도 서귀포시 이어도로 662 (강정동),63563.0,기동함대사령부(제2구조작전중대),2026-02-13 14:49:12,U,2026-02-15 02:40:00,제조,,,충전,,,기동함대사령부(제2구조작전중대)_제주특별자치도서귀포시강정동2695
130,고압가스업,09_28_05_P,5710000,2021573002302100001,2021-03-11,,2,휴업,2,휴업,,2026-02-04,2027-02-03,,,,,충청북도 청주시 흥덕구 봉명동 404 주식회사 오리온,"충청북도 청주시 흥덕구 월명로 249, 주식회사 오리온 (봉명동)",28437.0,(주)오리온제4청주공장-생산1팀동,2026-02-04 17:11:09,U,2026-02-06 02:40:00,제조,240407.611199819,350745.078373562,냉동,,,(주)오리온제4청주공장-생산1팀동_충청북도청주시흥덕구봉명동404주식회사오리온
122,고압가스업,09_28_05_P,3630000,2020363028202100012,2020-11-05,,1,영업/정상,1,영업중,,,,,,,,광주광역시 광산구 오선동 558,광주광역시 광산구 진곡산단1번로 15 (오선동),62465.0,에이에스티(주),2026-02-03 19:42:51,U,2026-02-06 02:40:00,제조,180678.758275076,188519.984818376,일반,,,에이에스티(주)_광주광역시광산구오선동558
27,고압가스업,09_28_05_P,5350000,2020535030102100007,2020-06-18,,1,영업/정상,1,영업중,,,,,,1356.0,,경상남도 김해시 진영읍 본산리 947,경상남도 김해시 진영읍 본산로86번길 34-11,50857.0,새부산종합가스,2026-02-02 14:23:51,U,2026-02-04 02:40:00,판매,358693.823857153,202764.200479558,,공업기타,,새부산종합가스_경상남도김해시진영읍본산리947
337,고압가스업,09_28_05_P,5670000,2020567057402100002,2020-04-20,,1,영업/정상,1,영업중,,,,,,,,경상남도 창원시 진해구 도천동 13-1,,,해군해난구조교육훈련대대(동도훈련장),2026-02-13 10:22:18,U,2026-02-15 02:40:00,제조,350463.778480936,185082.777467231,충전,,,해군해난구조교육훈련대대(동도훈련장)_경상남도창원시진해구도천동13-1
103,고압가스업,09_28_05_P,4070000,2020407018902100002,2020-01-16,,1,영업/정상,1,영업중,,,,,,,,"경기도 이천시 대월면 대흥리 1-22 , 1-23",,,인프라에어홀딩스 주식회사,2026-02-04 09:39:47,U,2026-02-06 02:40:00,저장소,242186.297418889,416187.314467313,,,,"인프라에어홀딩스주식회사_경기도이천시대월면대흥리1-22,1-23"
225,고압가스업,09_28_05_P,5670000,2019567057402100001,2019-12-19,,1,영업/정상,1,영업중,,,,,,,,경상남도 창원시 진해구 죽곡동 262-7,경상남도 창원시 진해구 진해대로 1327 (죽곡동),51622.0,창원 죽곡 수소충전소,2026-02-09 08:58:58,U,2026-02-11 02:40:00,제조,356809.720543038,180837.053464149,충전,,,창원죽곡수소충전소_경상남도창원시진해구죽곡동262-7
36,고압가스업,09_28_05_P,3400000,2019340010902200001,2019-06-03,,1,영업/정상,1,영업중,,,,,,,,부산광역시 기장군 기장읍 대변리 304-22 울산해양경비안전서 기장해양경비안전센터,"부산광역시 기장군 기장읍 기장해안로 634, 울산해양경비안전서 기장해양경비안전센터",46079.0,울산해양경찰서 기장파출소,2026-01-30 13:04:31,U,2026-02-04 11:04:37,제조,403022.901926695,193704.449948902,충전,,,울산해양경찰서기장파출소_부산광역시기장군기장읍대변리304-22울산해양경비안전서기장해양경비안전센터
338,고압가스업,09_28_05_P,5670000,2019567057002100001,2019-04-08,,1,영업/정상,1,영업중,,,,,,,,경상남도 창원시 마산합포구 덕동동 838 덕동 시내버스 공영 차고지,"경상남도 창원시 마산합포구 현동로 252, 덕동 시내버스 공영 차고지 (덕동동)",51778.0,창원 덕동수소충전소,2026-02-13 15:50:27,U,2026-02-15 02:40:00,제조,342531.885842774,182831.797222709,충전,,,창원덕동수소충전소_경상남도창원시마산합포구덕동동838덕동시내버스공영차고지
50,고압가스업,09_28_05_P,5670000,2019567056802200002,2019-04-01,,1,영업/정상,1,영업중,,,,,,,,경상남도 창원시 성산구 신촌동 65 (주)세아창원특수강,경상남도 창원시 성산구 적현로 147 (주)세아창원특수강 (신촌동),51708.0,(주)세아창원특수강,2026-01-30 17:35:32,U,2026-02-04 11:04:37,제조,346140.768506965,190698.587267838,냉동,,,(주)세아창원특수강_경상남도창원시성산구신촌동65(주)세아창원특수강
220,고압가스업,09_28_05_P,4430000,2019443012202200001,2019-02-13,,2,휴업,2,휴업,,2026-02-05,2027-02-04,,,,,충청북도 옥천군 옥천읍 동안리 130-6 공장,"충청북도 옥천군 옥천읍 옥천농공길 100-2, 공장",29041.0,한국석유공업(주)옥천공장,2026-02-09 15:02:21,U,2026-02-11 02:40:00,제조,252612.325987138,312228.569211605,냉동,,,한국석유공업(주)옥천공장_충청북도옥천군옥천읍동안리130-6공장
241,고압가스업,09_28_05_P,3860000,2018386053302200002,2018-11-12,,1,영업/정상,1,영업중,,,,,,,,경기도 부천시 오정구 삼정동 12-4,"경기도 부천시 오정구 송내대로518번길 71, 우해체실 (삼정동)",14445.0,농협경제지주주식회사 부천축산물공판장,2026-02-09 09:43:35,U,2026-02-11 02:40:00,제조,179136.025905573,447578.815394323,냉동,,,농협경제지주주식회사부천축산물공판장_경기도부천시오정구삼정동12-4
72,고압가스업,09_28_05_P,4671000,2018467021302100006,2018-11-06,,1,영업/정상,1,영업중,,,,,,,,전북특별자치도 군산시 소룡동 1670-1,전북특별자치도 군산시 가도로 130-18 (소룡동),54004.0,태광정밀화학(주),2026-02-04 09:06:13,I,2026-02-06 00:20:02,제조,161103.747039344,273069.271190329,냉동,,,태광정밀화학(주)_전북특별자치도군산시소룡동1670-1
197,고압가스업,09_28_05_P,4860000,2018486012002200001,2018-10-23,,1,영업/정상,1,영업중,,,,,,,,전라남도 곡성군 곡성읍 읍내리 781-6,전라남도 곡성군 곡성읍 학교로 7,57541.0,곡성소방서,2026-02-06 13:50:46,U,2026-02-08 02:40:00,제조,226251.406148571,197578.872662151,충전,,,곡성소방서_전라남도곡성군곡성읍읍내리781-6
9,고압가스업,09_28_05_P,4830000,2018483019502200001,2018-10-19,,1,영업/정상,1,영업중,,,,,,,,전라남도 나주시 경현동 283-1 나주소방서,"전라남도 나주시 예향로 4201, 나주소방서 (경현동)",58263.0,나주소방서(경현119안전센터),2026-02-02 18:13:13,U,2026-02-04 02:40:00,제조,173450.936005001,169904.046913412,충전,,,나주소방서(경현119안전센터)_전라남도나주시경현동283-1나주소방서
120,고압가스업,09_28_05_P,5390000,2018539007202200002,2018-09-17,,1,영업/정상,1,영업중,,,,2018-10-29,,65660.0,,경상남도 의령군 가례면 개승리 200,,,경상남도 소방교육훈련장,2026-02-04 17:08:55,U,2026-02-06 02:40:00,제조,311966.429422554,209280.878061963,일반,공공용지등,,경상남도소방교육훈련장_경상남도의령군가례면개승리200
133,고압가스업,09_28_05_P,5390000,2018539007202200001,2018-08-13,,1,영업/정상,1,영업중,,,,,,,,경상남도 의령군 의령읍 서동리 843-2,경상남도 의령군 의령읍 의병로 108-17,52151.0,의령소방서,2026-02-04 17:38:57,U,2026-02-06 02:40:00,제조,313435.583217333,202947.44658544,충전,,,의령소방서_경상남도의령군의령읍서동리843-2
264,고압가스업,09_28_05_P,4070000,2018407008802200004,2018-07-31,,3,폐업,3,폐업,2023-10-16,,,,,,,경기도 이천시 장호원읍 노탑리 427-2,경기도 이천시 장호원읍 장여로 246,17417.0,환경수자원국 하수과,2026-02-10 17:20:15,U,2026-02-12 02:40:00,제조,,,냉동,,,환경수자원국하수과_경기도이천시장호원읍노탑리427-2
98,고압가스업,09_28_05_P,3620000,2018362016802100001,2018-07-06,,1,영업/정상,1,영업중,,,,,,,,광주광역시 북구 월출동 971-41 한국광기술원,,,한국광기술원,2026-02-03 21:41:53,U,2026-02-06 02:40:00,저장소,187124.130292278,192649.139702218,,공업용,,한국광기술원_광주광역시북구월출동971-41한국광기술원
84,고압가스업,09_28_05_P,4231000,2018423007802200002,2018-07-03,,1,영업/정상,1,영업중,,,,,,,,강원특별자치도 속초시 교동 664-201,강원특별자치도 속초시 중앙로46번길 56 (교동),24838.0,레저클럽,2026-02-03 14:41:27,U,2026-02-06 02:40:00,제조,338641.568631777,522858.966603129,충전,,,레저클럽_강원특별자치도속초시교동664-201
159,고압가스업,09_28_05_P,4080000,2018408020802200003,2018-06-05,,1,영업/정상,1,영업중,,,,,,,,경기도 안성시 양성면 도곡리 40-4,경기도 안성시 양성면 양성로 376-106,17501.0,진양메인티넌스(주),2026-02-05 16:52:07,U,2026-02-07 02:40:00,제조,219255.360601026,398340.667073472,냉동,,,진양메인티넌스(주)_경기도안성시양성면도곡리40-4
154,고압가스업,09_28_05_P,4970000,2018497007802200001,2018-03-20,,1,영업/정상,1,영업중,,,,,,,,전라남도 영광군 영광읍 학정리 678,전라남도 영광군 영광읍 함영로 3508,57049.0,영광소방서,2026-02-05 16:32:54,U,2026-02-07 02:40:00,제조,155273.170811284,196052.046476804,충전,,,영광소방서_전라남도영광군영광읍학정리678
263,고압가스업,09_28_05_P,5670000,2018567056802100003,2018-03-06,,1,영업/정상,1,영업중,,,,,,,,경상남도 창원시 성산구 성주동 175,경상남도 창원시 성산구 불모산로 43 (성주동),51541.0,재단법인 창원산업진흥원 성주수소충전소,2026-02-10 13:56:38,U,2026-02-12 02:40:00,제조,356804.88978761,189336.086060363,충전,공업용,,재단법인창원산업진흥원성주수소충전소_경상남도창원시성산구성주동175
251,고압가스업,09_28_05_P,4070000,2018407008802100001,2018-02-08,,1,영업/정상,1,영업중,,,,,,,,경기도 이천시 호법면 매곡리 254-1,경기도 이천시 호법면 이섭대천로 28,17396.0,(주)유진테크,2026-02-10 10:25:26,U,2026-02-12 02:40:00,저장소,234574.257741911,412015.085967133,,,,(주)유진테크_경기도이천시호법면매곡리254-1
198,고압가스업,09_28_05_P,5440000,2018544009802200001,2018-02-05,,2,휴업,2,휴업,,2023-09-18,2026-09-17,,,,,경상남도 하동군 금성면 가덕리 1486,경상남도 하동군 금성면 내도청도길 126-2,52354.0,부산대학교 선박해양플랜트기술연구원,2026-02-06 11:33:30,U,2026-02-08 02:40:00,제조,,,냉동,,,부산대학교선박해양플랜트기술연구원_경상남도하동군금성면가덕리1486
85,고압가스업,09_28_05_P,4930000,2017493000802200001,2017-11-27,,1,영업/정상,1,영업중,,,,,,,,전라남도 해남군 해남읍 해리 281 해남소방서,"전라남도 해남군 해남읍 교육청길 82, 해남소방서",59038.0,해남소방서(119구조대),2026-02-03 09:53:13,U,2026-02-06 02:40:00,제조,163937.266392252,118738.907300318,일반,업무용,,해남소방서(119구조대)_전라남도해남군해남읍해리281해남소방서
344,고압가스업,09_28_05_P,4641000,2017464045002200002,2017-11-08,,1,영업/정상,1,영업중,,,,,,,,전북특별자치도 전주시 덕진구 금암동 1548-11 전주덕진소방서,전북특별자치도 전주시 덕진구 백제대로 611 (금암동),54899.0,덕진소방서(금암119안전센터),2026-02-13 10:23:59,U,2026-02-15 02:40:00,제조,212257.404398802,260239.730493677,충전,,,덕진소방서(금암119안전센터)_전북특별자치도전주시덕진구금암동1548-11전주덕진소방서
346,고압가스업,09_28_05_P,5710000,2017573000502100023,2017-11-07,,2,휴업,2,휴업,,2025-12-24,2026-12-23,,,,,충청북도 청주시 흥덕구 서촌동 629,,,믿음종합가스,2026-02-13 10:43:47,U,2026-02-15 02:40:00,판매,235248.561728622,347956.174907358,,위험시설,,믿음종합가스_충청북도청주시흥덕구서촌동629
2,고압가스업,09_28_05_P,3500000,2017350008302100001,2017-07-25,,1,영업/정상,1,영업중,,,,,,,,인천광역시 동구 화수동 7-11 두산인프라코어(주),"인천광역시 동구 인중로 489, 두산인프라코어(주) (화수동)",22502.0,에이치디건설기계(주),2026-02-01 16:26:35,U,2026-02-03 02:40:00,제조,167026.3164495,442927.500637717,냉동,공업용,,에이치디건설기계(주)_인천광역시동구화수동7-11두산인프라코어(주)
162,고압가스업,09_28_05_P,5390000,2017539007202100001,2017-07-14,,1,영업/정상,1,영업중,,,,,,,,,경상남도 의령군 의령읍 구룡로1길 39,,태림페이퍼 (주)의령공장,2026-02-05 15:39:54,U,2026-02-07 02:40:00,제조,316213.919327423,202566.787302764,냉동,,,태림페이퍼(주)의령공장_
356,고압가스업,09_28_05_P,3220000,2017322017602100003,2017-07-03,,1,영업/정상,1,영업중,,,,,,,,서울특별시 강남구 수서동 724,,,인트러스밸류애드전문투자형사모부동산투자신탁제2호,2026-02-13 10:08:01,U,2026-02-15 02:40:00,제조,209052.072465426,442797.138150563,냉동,기타,,인트러스밸류애드전문투자형사모부동산투자신탁제2호_서울특별시강남구수서동724
142,고압가스업,09_28_05_P,3220000,2017322017602200003,2017-04-05,,1,영업/정상,1,영업중,,,,,,,,서울특별시 강남구 삼성동 142-41 L7 HOTELS 강남타워,"서울특별시 강남구 테헤란로 415, L7 HOTELS 강남타워 (삼성동)",6160.0,롯데위탁관리부동산투자회사(주),2026-02-04 16:08:08,U,2026-02-06 02:40:00,제조,204488.365267013,444832.873128843,냉동,기타,,롯데위탁관리부동산투자회사(주)_서울특별시강남구삼성동142-41L7HOTELS강남타워
280,고압가스업,09_28_05_P,5710000,2017573000502200002,2017-03-06,,1,영업/정상,1,영업중,,,,,,,,충청북도 청주시 흥덕구 오송읍 연제리 699-1,충청북도 청주시 흥덕구 오송읍 오송생명1로 83,28162.0,인비트로스㈜,2026-02-11 17:19:32,U,2026-02-13 02:40:00,제조,,,냉동,공업용,,인비트로스㈜_충청북도청주시흥덕구오송읍연제리699-1
282,고압가스업,09_28_05_P,4490000,2017566002702100002,2017-01-17,,3,폐업,3,폐업,2026-02-10,,,,,,,,충청남도 천안시 서북구 성거읍 모전2길 170,,(주)삼동산업,2026-02-11 17:18:00,U,2026-02-13 02:40:00,제조,218096.77541985,378837.487618898,냉동,공업용,,(주)삼동산업_
87,고압가스업,09_28_05_P,4261000,1989426000902100001,2016-12-15,,1,영업/정상,1,영업중,,,,2019-04-05,,,,강원특별자치도 횡성군 횡성읍 묵계리 43-2,강원특별자치도 횡성군 횡성읍 청용길 15,,대상주식회사,2026-02-04 17:21:59,U,2026-02-06 02:40:00,제조,286656.52975765,441635.851564271,냉동,공업용,,대상주식회사_강원특별자치도횡성군횡성읍묵계리43-2
301,고압가스업,09_28_05_P,5670000,2016567056602100004,2016-10-06,,1,영업/정상,1,영업중,,,,,,,,경상남도 창원시 의창구 팔용동 210-2,경상남도 창원시 의창구 소계로 1 (팔용동),51395.0,재단법인 창원산업진흥원(팔룡수소충전소),2026-02-12 10:38:08,U,2026-02-14 02:40:00,제조,346018.888338655,196022.019088162,충전,공업나지,,재단법인창원산업진흥원(팔룡수소충전소)_경상남도창원시의창구팔용동210-2
64,고압가스업,09_28_05_P,5680000,2016568029202100004,2016-07-27,,1,영업/정상,1,영업중,,,,,,,,,충청남도 당진시 송악읍 북부산업로 1480,,현대제철(주),2026-01-30 11:15:21,U,2026-02-04 11:04:37,저장소,175667.163275009,386853.34778612,,,,현대제철(주)_
311,고압가스업,09_28_05_P,3150000,2016315015102100001,2016-07-08,,1,영업/정상,1,영업중,,,,,,,,서울특별시 강서구 마곡동 770-1 LG사이언스파크,"서울특별시 강서구 마곡중앙10로 30, LG사이언스파크 (마곡동)",7796.0,LG전자(주) 외 6개사,2026-02-12 20:14:46,U,2026-02-14 02:40:00,저장소,185102.925888382,451165.579794021,,기타,,LG전자(주)외6개사_서울특별시강서구마곡동770-1LG사이언스파크
292,고압가스업,09_28_05_P,3180000,2016318019002100006,2016-06-17,,1,영업/정상,1,영업중,,,,,,,,서울특별시 영등포구 여의도동 23-9 KB금융타워,서울특별시 영등포구 국제금융로2길 28 (여의도동),7325.0,코람코일반사모부동산투자신탁제125호,2026-02-11 17:53:12,U,2026-02-13 02:40:00,제조,193258.909940923,446869.352857573,냉동,,,코람코일반사모부동산투자신탁제125호_서울특별시영등포구여의도동23-9KB금융타워
270,고압가스업,09_28_05_P,4050000,2016405038102100006,2016-04-05,,1,영업/정상,1,영업중,,,,,,,,경기도 용인시 처인구 모현읍 능원리 산 5-12 레이크사이드C.C,"경기도 용인시 처인구 모현읍 능원로 181, 레이크사이드C.C",16887.0,(주)서울레이크사이드,2026-02-10 16:52:08,U,2026-02-12 02:40:00,제조,215629.609472079,425051.25336069,냉동,,,(주)서울레이크사이드_경기도용인시처인구모현읍능원리산5-12레이크사이드C.C
221,고압가스업,09_28_05_P,4940000,2016494009802100001,2016-04-01,,1,영업/정상,1,영업중,,,,,,,,전라남도 영암군 신북면 이천리 521-1,전라남도 영암군 신북면 연동길 46,,삼장원양만장,2026-02-09 13:24:23,U,2026-02-11 02:40:00,저장소,171721.645242019,152386.211928562,,,,삼장원양만장_전라남도영암군신북면이천리521-1
57,고압가스업,09_28_05_P,3340000,2015334008002100004,2015-11-04,,1,영업/정상,1,영업중,,,,,,,,부산광역시 사하구 다대동 1617,부산광역시 사하구 홍티로 100 (다대동),49490.0,에스비선보(주),2026-01-30 17:53:33,U,2026-02-04 11:04:37,제조,378829.464612451,175570.87887805,일반,,,에스비선보(주)_부산광역시사하구다대동1617
10,고압가스업,09_28_05_P,3680000,2015368014202200004,2015-10-15,,1,영업/정상,1,영업중,,,,2026-02-19,,,,대전광역시 대덕구 문평동 41-1 유한킴벌리(주)대전공장,,,유한킴벌리(주) 대전공장,2026-02-02 14:00:51,U,2026-02-04 02:40:00,제조,235180.067400101,326889.529097337,냉동,,,유한킴벌리(주)대전공장_대전광역시대덕구문평동41-1유한킴벌리(주)대전공장
201,고압가스업,09_28_05_P,5370000,2015537016502200003,2015-10-08,,1,영업/정상,1,영업중,,,,2018-06-18,,,,경상남도 거제시 사등면 성포리 1,경상남도 거제시 사등면 성포로 303,,디케이주식회사,2026-02-07 13:43:29,U,2026-02-09 02:40:00,제조,340326.049433622,158790.103303051,냉동,,,디케이주식회사_경상남도거제시사등면성포리1
93,고압가스업,09_28_05_P,5530000,2015553030102100018,2015-10-06,,1,영업/정상,1,영업중,,,,,,1628.0,,경기도 화성시 만세구 양감면 송산리 307-39,경기도 화성시 만세구 양감면 초록로 720-11,18628.0,신흥종합가스,2026-02-03 13:54:52,U,2026-02-06 02:40:00,판매,198276.568913882,401447.462825462,,,,신흥종합가스_경기도화성시만세구양감면송산리307-39
47,고압가스업,09_28_05_P,5020000,2015503005102100004,2015-09-03,,1,영업/정상,1,영업중,,,,,,,,경상북도 포항시 남구 대송면 옥명리 549,경상북도 포항시 남구 대송면 철강산단로130번길 136,,현대제철주식회사,2026-01-30 16:33:06,U,2026-02-04 11:04:37,저장소,414968.412525163,275633.385262721,,공업용,,현대제철주식회사_경상북도포항시남구대송면옥명리549
153,고압가스업,09_28_05_P,4870000,2015487005302200001,2015-03-26,,1,영업/정상,1,영업중,,,,,,,,전라남도 구례군 용방면 죽정리 922-1 아이쿱APC,"전라남도 구례군 용방면 용산로 107-48, 아이쿱APC",57607.0,농업회사법인 주식회사 쿱농산,2026-02-05 13:33:25,U,2026-02-07 02:40:00,제조,237604.50782196,197004.035939524,냉동,,,농업회사법인주식회사쿱농산_전라남도구례군용방면죽정리922-1아이쿱APC
45,고압가스업,09_28_05_P,3940000,2001394005702200003,2015-03-23,,1,영업/정상,1,영업중,,,,,,,,경기도 고양시 일산서구 대화동 2324,경기도 고양시 일산서구 대화로 362 (대화동),,(주)농협하나로유통농협고양유통센터,2026-01-30 17:32:43,U,2026-02-04 11:04:37,제조,177648.225192203,464571.275236154,냉동,업무용,,(주)농협하나로유통농협고양유통센터_경기도고양시일산서구대화동2324
110,고압가스업,09_28_05_P,4080000,2013408020802100002,2015-03-23,,1,영업/정상,1,영업중,,,,,,,,경기도 안성시 미양면 강덕리 338,경기도 안성시 미양면 강덕1길 161,,농협안성농식품물류센터,2026-02-04 14:59:46,U,2026-02-06 02:40:00,제조,219846.512043974,384327.955994584,냉동,,,농협안성농식품물류센터_경기도안성시미양면강덕리338
44,고압가스업,09_28_05_P,3000000,2014300017002100001,2014-11-04,,1,영업/정상,1,영업중,,,,,,,,서울특별시 종로구 연건동 28-14 서울대학교병원 의학연구혁신센터,"서울특별시 종로구 대학로 71, 서울대학교병원 의학연구혁신센터 (연건동)",3082.0,서울대학교병원(의학연구혁신센터-CMI),2026-01-30 16:07:33,U,2026-02-04 11:04:37,제조,199999.413843216,452828.153144335,냉동,,,서울대학교병원(의학연구혁신센터-CMI)_서울특별시종로구연건동28-14서울대학교병원의학연구혁신센터
95,고압가스업,09_28_05_P,3020000,2014302012202200001,2014-08-06,,1,영업/정상,1,영업중,,,,,,,,서울특별시 용산구 원효로1가 41 용산더프라임,"서울특별시 용산구 원효로90길 11 (원효로1가, 용산더프라임)",4315.0,더프라임타워 관리단,2026-02-04 20:52:57,U,2026-02-06 02:40:00,제조,197287.50506674,448662.153501017,냉동,기타,,더프라임타워관리단_서울특별시용산구원효로1가41용산더프라임
131,고압가스업,09_28_05_P,3400000,2014340004402200001,2014-06-26,,1,영업/정상,1,영업중,,,,,,,,부산광역시 기장군 기장읍 시랑리 408-1 수산과학원,"부산광역시 기장군 기장읍 기장해안로 216, 수산과학원",46083.0,아쿠아플라넷(주),2026-02-03 09:56:24,U,2026-02-06 02:40:00,제조,402430.673698514,190374.394091671,냉동,업무용,,아쿠아플라넷(주)_부산광역시기장군기장읍시랑리408-1수산과학원
174,고압가스업,09_28_05_P,4390000,2013439010302100005,2013-11-15,,2,휴업,2,휴업,,2026-02-08,2027-02-07,,,,,충청북도 충주시 대소원면 완오리 1187,충청북도 충주시 대소원면 기업도시로 82,,롯데칠성음료(주) 충주공장,2026-02-05 16:42:17,U,2026-02-07 02:40:00,제조,274181.941180611,389668.854037349,일반,공업용,,롯데칠성음료(주)충주공장_충청북도충주시대소원면완오리1187
99,고압가스업,09_28_05_P,3620000,2013362012202100001,2013-08-27,,1,영업/정상,1,영업중,,,,,,,,,광주광역시 북구 첨단벤처로108번길 9 (월출동),,한국광기술원,2026-02-03 21:42:12,U,2026-02-06 02:40:00,저장소,187198.779372316,192519.422773784,,,,한국광기술원_
177,고압가스업,09_28_05_P,4050000,2013405033402200001,2013-07-25,,1,영업/정상,1,영업중,,,,,,,,경기도 용인시 처인구 원삼면 목신리 408-20,경기도 용인시 처인구 원삼면 보개원삼로 1552,17170.0,에이치엘지노믹스(주),2026-02-05 09:18:52,U,2026-02-07 02:40:00,제조,227523.52100167,403635.298708591,냉동,,,에이치엘지노믹스(주)_경기도용인시처인구원삼면목신리408-20
191,고압가스업,09_28_05_P,4641000,2013464036002200002,2013-07-19,,1,영업/정상,1,영업중,,,,,,,,전북특별자치도 전주시 완산구 효자동2가 1081-2,전북특별자치도 전주시 완산구 천잠로 303 (효자동2가),,스타타워유한회사,2026-02-06 13:21:22,U,2026-02-08 02:40:00,제조,207643.595645346,256800.285628433,냉동,,,스타타워유한회사_전북특별자치도전주시완산구효자동2가1081-2
128,고압가스업,09_28_05_P,4781000,2013478008502100001,2013-07-18,,1,영업/정상,1,영업중,,,,,,,,전북특별자치도 고창군 해리면 동호리 831,전북특별자치도 고창군 해리면 해리동호길 71-10,,해풍양만영어조합법인,2026-02-04 13:07:33,U,2026-02-06 02:40:00,저장소,153487.817146925,223342.219801093,,,,해풍양만영어조합법인_전북특별자치도고창군해리면동호리831
132,고압가스업,09_28_05_P,3700000,2013370007802100005,2013-06-07,,1,영업/정상,1,영업중,,,,,,,,울산광역시 남구 상개동 427,울산광역시 남구 상개로 81 (상개동),,애경바이오팜(주),2026-02-04 15:27:15,U,2026-02-06 02:40:00,제조,410373.701358833,223872.924382468,냉동,공업용,,애경바이오팜(주)_울산광역시남구상개동427
94,고압가스업,09_28_05_P,3180000,2013318019002200001,2013-05-07,,3,폐업,3,폐업,2026-02-03,,,,,,,서울특별시 영등포구 여의도동 12-1,서울특별시 영등포구 은행로 58 (여의도동),,삼도오피스텔자치관리단,2026-02-03 17:15:09,U,2026-02-06 02:40:00,제조,193289.310384283,447527.152620774,냉동,,,삼도오피스텔자치관리단_서울특별시영등포구여의도동12-1
107,고압가스업,09_28_05_P,4080000,2013408014102200002,2013-05-01,,1,영업/정상,1,영업중,,,,,,,,경기도 안성시 미양면 강덕리 57-1,"경기도 안성시 미양면 강덕1길 161, 농협안성농식품물류센터",17604.0,농협안성농식품물류센터,2026-02-04 14:59:13,U,2026-02-06 02:40:00,제조,219846.512043974,384327.955994584,냉동,,,농협안성농식품물류센터_경기도안성시미양면강덕리57-1
345,고압가스업,09_28_05_P,5400000,2013540006502100002,2013-03-06,,1,영업/정상,1,영업중,,,,,,,,경상남도 함안군 칠서면 대치리 283-2,경상남도 함안군 칠서면 공단서길 40,,삼영엠텍(주) 제2공장,2026-02-13 09:13:09,U,2026-02-15 02:40:00,저장소,334364.873079799,208477.712177986,,,,삼영엠텍(주)제2공장_경상남도함안군칠서면대치리283-2
140,고압가스업,09_28_05_P,5600000,2013560008902100003,2013-02-14,,1,영업/정상,1,영업중,,,,,,454.0,,경기도 포천시 창수면 오가리 177-8,경기도 포천시 창수면 전영로 1238,,한서특수가스 주식회사,2026-02-03 16:12:38,U,2026-02-06 02:40:00,판매,217218.108905571,501646.544748831,일반,위험시설,,한서특수가스주식회사_경기도포천시창수면오가리177-8
105,고압가스업,09_28_05_P,5410000,2012541009102100009,2012-12-06,,2,휴업,2,휴업,,2025-04-03,2026-04-02,,,,,경상남도 창녕군 대합면 퇴산리 644,경상남도 창녕군 대합면 우포2로 654,,아이에스동서(주)창녕지점,2026-02-03 09:49:57,U,2026-02-06 02:40:00,저장소,330594.877126653,231125.504575116,,공업용,,아이에스동서(주)창녕지점_경상남도창녕군대합면퇴산리644
233,고압가스업,09_28_05_P,4590000,2012459001002100003,2012-12-05,,1,영업/정상,1,영업중,,2025-08-01,2025-11-23,2025-11-24,,90912.0,,충청남도 청양군 남양면 구룡리 15 IS동서(주),"충청남도 청양군 남양면 구용길 338, IS동서(주)",33306.0,아이에스동서(주)청양지점,2026-02-09 13:24:34,U,2026-02-11 02:40:00,저장소,179776.633154735,322499.829447958,,공업용,,아이에스동서(주)청양지점_충청남도청양군남양면구룡리15IS동서(주)
55,고압가스업,09_28_05_P,5680000,2012568014002100003,2012-11-21,,1,영업/정상,1,영업중,,,,,,,,충청남도 당진시 송악읍 고대리 167-32 현대제철주식회사,"충청남도 당진시 송악읍 북부산업로 1480, 현대제철주식회사",31719.0,현대제철(주),2026-01-30 14:19:11,U,2026-02-04 11:04:37,제조,175667.163275009,386853.34778612,,,,현대제철(주)_충청남도당진시송악읍고대리167-32현대제철주식회사
