번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),환경업무구분명,업종구분명,종별명,주생산품명,배출시설조업시간,배출시설연간가동일수,방지시설조업시간,방지시설연간가동일수,사업자등록번호,Unnamed: 37,record_key
186,대기오염물질배출시설설치사업장,09_30_08_P,6430000,643000001201800003,2018-01-19,,1,영업/정상,1,영업,,,,,0435374700,,,충청북도 진천군 덕산면 산수리 1124번지 바커케미칼코리아,"충청북도 진천군 덕산면 산수산단1로 13-71, 바커케미칼코리아",27856,(주)바커케미칼코리아,2026-02-03 11:10:44,U,2026-02-06 02:40:00,,242807.561742481,377075.221567291,대기배출업소관리,합성수지 및 기타 플라스틱물질 제조업,4종,실리콘합성수지,8.0,300.0,8.0,300.0,3018537839.0,,(주)바커케미칼코리아_충청북도진천군덕산면산수리1124번지바커케미칼코리아
580,대기오염물질배출시설설치사업장,09_30_08_P,4390000,439000021201800001,2018-01-12,,1,영업/정상,11,영업,,,,,070-4489-3049,,,충청북도 충주시 용탄동 168-8,충청북도 충주시 용탄농공1길 22-11 (용탄동),27432,(주)오공,2026-02-07 11:47:34,U,2026-02-09 02:40:00,"플라스틱  적층, 도포 및 기타 표면처리 제품 제조업",285316.044718052,391467.889196631,대기배출업소관리,"플라스틱  적층, 도포 및 기타 표면처리 제품 제조업",4종,아크릴테이프,8.0,300.0,8.0,300.0,1308101293.0,,(주)오공_충청북도충주시용탄동168-8
2052,대기오염물질배출시설설치사업장,09_30_08_P,4761000,476100021201800001,2018-01-10,,1,영업/정상,11,영업,,,,,,,,전북특별자치도 임실군 오수면 용정리 55-2,전북특별자치도 임실군 오수면 덕오로 435-1,55955,(주)이엠테크,2026-02-13 12:55:54,U,2026-02-15 02:40:00,그외 기타 분류안된 비금속광물제품 제조업,230907.186870076,224635.995931643,대기배출업소관리,그외 기타 분류안된 비금속광물제품 제조업,5종,,8.0,240.0,8.0,300.0,7608800814.0,,(주)이엠테크_전북특별자치도임실군오수면용정리55-2
666,대기오염물질배출시설설치사업장,09_30_08_P,5080000,508000021201800001,2018-01-04,,1,영업/정상,11,영업,,,,,054-479-9508,,,경상북도 구미시 구포동 1048-6,경상북도 구미시 4공단로 161-8 (구포동),39422,(주)원익큐엔씨 세라믹스사업부,2026-02-09 15:29:43,U,2026-02-11 02:40:00,그외 기타 전자부품 제조업,329097.090328341,293411.421775392,대기배출업소관리,그외 기타 전자부품 제조업,4종,,24.0,300.0,24.0,300.0,5138515103.0,,(주)원익큐엔씨세라믹스사업부_경상북도구미시구포동1048-6
579,대기오염물질배출시설설치사업장,09_30_08_P,6510000,651000021201700021,2017-12-19,,1,영업/정상,11,영업,,,,,064-756-1144,,,제주특별자치도 제주시 조천읍 와흘리 816,제주특별자치도 제주시 조천읍 종인내길 355,,(주)성진,2026-02-07 17:38:39,U,2026-02-09 02:40:00,,166041.933700372,-1852.64035491398,대기배출업소관리,,5종,,,0.0,,300.0,7298800453.0,,(주)성진_제주특별자치도제주시조천읍와흘리816
1884,대기오염물질배출시설설치사업장,09_30_08_P,4070000,407000021201700021,2017-11-30,,1,영업/정상,11,영업,,,,,031-637-4010,,,경기도 이천시 호법면 안평리 21-11,경기도 이천시 호법면 중부대로714번길 115,17392,(주)신명팩,2026-02-12 10:19:07,U,2026-02-14 02:40:00,기타 인쇄업,236424.670109101,415919.812343268,대기배출업소관리,기타 인쇄업,5종,그라비아 인쇄,24.0,300.0,24.0,300.0,1268173196.0,,(주)신명팩_경기도이천시호법면안평리21-11
62,대기오염물질배출시설설치사업장,09_30_08_P,4030000,403000021201700005,2017-11-27,,1,영업/정상,11,영업,,,,,031-429-1180,,,경기도 의왕시 오전동 186 맑은내길 90-4,"경기도 의왕시 맑은내길 90, HCT (오전동)",16071,주식회사 우주하이테크,2026-02-02 17:18:00,U,2026-02-04 02:40:00,"플라스틱  적층, 도포 및 기타 표면처리 제품 제조업",196859.218846396,428301.186967579,대기배출업소관리,"플라스틱  적층, 도포 및 기타 표면처리 제품 제조업",5종,,8.0,300.0,20.0,300.0,4258802170.0,,주식회사우주하이테크_경기도의왕시오전동186맑은내길90-4
1031,대기오염물질배출시설설치사업장,09_30_08_P,6530000,653000001201700009,2017-11-20,,1,영업/정상,1,영업,,,,,0337348560,,,강원특별자치도 원주시 문막읍 반계리 2236-2,강원특별자치도 원주시 문막읍 문막공단길 95,26362,(주)동일수지,2020-06-09 08:35:59,I,2026-02-13 00:20:38,,271309.247793855,421525.867668018,,,,,,,,,,,(주)동일수지_강원특별자치도원주시문막읍반계리2236-2
299,대기오염물질배출시설설치사업장,09_30_08_P,4490000,449000021201700046,2017-11-20,,1,영업/정상,11,영업,,,,,041-568-9080,,,충청남도 천안시 동남구 풍세면 용정리 984,충청남도 천안시 동남구 풍세면 풍세산단5로 17,31214,(주)엔켐,2026-02-04 16:56:26,U,2026-02-06 02:40:00,기타 기초유기화학물질 제조업,209099.79893174,359124.620126271,대기배출업소관리,기타 기초유기화학물질 제조업,5종,배터리전해액,24.0,300.0,24.0,300.0,3048125799.0,,(주)엔켐_충청남도천안시동남구풍세면용정리984
794,대기오염물질배출시설설치사업장,09_30_08_P,3150000,315000021201700009,2017-11-16,,1,영업/정상,11,영업,,,,,02-6987-3080,,,"서울특별시 강서구 마곡동 770-1 E1,E3","서울특별시 강서구 마곡중앙10로 10, E1,E3호 (마곡동)",07796,엘지이노텍(주),2026-02-10 14:58:15,U,2026-02-12 02:40:00,,185102.925888382,451165.579794021,대기배출업소관리,,4종,,,0.0,,0.0,1058174316.0,,"엘지이노텍(주)_서울특별시강서구마곡동770-1E1,E3"
1844,대기오염물질배출시설설치사업장,09_30_08_P,4490000,449000021201700043,2017-11-14,,1,영업/정상,11,영업,,,,,,,,충청남도 천안시 동남구 목천읍 도장리 295-19,충청남도 천안시 동남구 목천읍 도장로 71-20,31225,(주)씨티알 천안 3공장,2026-02-12 11:13:14,U,2026-02-14 02:40:00,그외 기타 자동차 부품 제조업,215656.362685892,360962.930081748,대기배출업소관리,그외 기타 자동차 부품 제조업,5종,자동차부품,11.0,260.0,11.0,260.0,6098107866.0,,(주)씨티알천안3공장_충청남도천안시동남구목천읍도장리295-19
1416,대기오염물질배출시설설치사업장,09_30_08_P,6530000,642000001201700008,2017-11-13,,1,영업/정상,1,영업,,,,,0337408289,,,강원특별자치도 원주시 우산동 390번지 삼양식품공장,"강원특별자치도 원주시 우산로 177, 삼양식품공장내 (우산동)",26335,삼양제분 주식회사,2017-11-13 18:04:09,I,2026-02-13 17:57:07,,282952.964980929,431133.811000084,대기배출업소관리,곡물 제분업,3종,밀가루,24.0,200.0,24.0,200.0,8888100786.0,,삼양제분주식회사_강원특별자치도원주시우산동390번지삼양식품공장
1135,대기오염물질배출시설설치사업장,09_30_08_P,4761000,476100021201700002,2017-11-07,,1,영업/정상,11,영업,,,,,063-640-6425,,,전북특별자치도 임실군 임실읍 갈마리 278,전북특별자치도 임실군 임실읍 봉황로 311,55924,임실치즈농협 제2유가공공장,2026-02-11 13:33:43,U,2026-02-13 02:40:00,액상 시유 및 기타 낙농제품 제조업,226283.182893484,236178.121066842,대기배출업소관리,액상 시유 및 기타 낙농제품 제조업,4종,치즈,10.0,300.0,24.0,360.0,4078203505.0,,임실치즈농협제2유가공공장_전북특별자치도임실군임실읍갈마리278
273,대기오염물질배출시설설치사업장,09_30_08_P,3930000,393000021201700258,2017-11-06,,1,영업/정상,11,영업,,,,,031-419-6878,,,경기도 안산시 상록구 사사동 119-77,경기도 안산시 상록구 안산테콤길 18 (사사동),15523,서울현대몰드에칭,2026-02-04 18:00:54,U,2026-02-06 02:40:00,주형 및 금형 제조업,193894.172517788,421713.744578644,대기배출업소관리,주형 및 금형 제조업,5종,,8.0,300.0,8.0,300.0,1231383963.0,,서울현대몰드에칭_경기도안산시상록구사사동119-77
392,대기오염물질배출시설설치사업장,09_30_08_P,3360000,336000021201700028,2017-10-30,,1,영업/정상,11,영업,,,,,051-971-3785,,,부산광역시 강서구 지사동 16-13,부산광역시 강서구 과학산단로 186 (지사동),46743,(주)인우아스콘,2026-02-05 16:46:54,U,2026-02-07 02:40:00,아스콘 제조업,368274.349839965,184202.008390765,대기배출업소관리,아스콘 제조업,3종,,,0.0,8.0,0.0,6228114910.0,,(주)인우아스콘_부산광역시강서구지사동16-13
525,대기오염물질배출시설설치사업장,09_30_08_P,4090000,409000021201700161,2017-10-27,,1,영업/정상,11,영업,,,,,0319961432,,,경기도 김포시 양촌읍 학운리 448-188,경기도 김포시 양촌읍 삼도공단로63번길 34 (학운리 448-188),10049,(주)이퍼린,2026-02-06 13:21:05,U,2026-02-08 02:40:00,기타 목재가구 제조업,164289.528773177,455494.217481655,대기배출업소관리,기타 목재가구 제조업,5종,장농도어,8.0,300.0,8.0,300.0,1348728511.0,,(주)이퍼린_경기도김포시양촌읍학운리448-188
1066,대기오염물질배출시설설치사업장,09_30_08_P,5530000,553000021201700167,2017-10-16,,1,영업/정상,11,영업,,,,,,,,경기도 화성시 만세구 향남읍 백토리 189,경기도 화성시 만세구 향남읍 토성로 300,18589,주식회사한카이케미칼,2026-02-11 17:48:52,U,2026-02-13 02:40:00,폐기물 처리업,195986.999283036,401739.147043179,대기배출업소관리,폐기물 처리업,4종,,8.0,300.0,8.0,300.0,8418702977.0,,주식회사한카이케미칼_경기도화성시만세구향남읍백토리189
1606,대기오염물질배출시설설치사업장,09_30_08_P,4050000,562000021201700022,2017-09-29,,1,영업/정상,11,영업,,,,,031-332-5502,,,경기도 용인시 처인구 양지면 평창리 700-1 일원,,,기아(주) [기아비전스퀘어],2022-12-29 09:08:51,U,2026-02-13 17:57:07,,,,대기배출업소관리,,4종,,4.0,365.0,4.0,365.0,1198102316.0,,기아(주)[기아비전스퀘어]_경기도용인시처인구양지면평창리700-1일원
272,대기오염물질배출시설설치사업장,09_30_08_P,3930000,393000021201700217,2017-09-12,,1,영업/정상,11,영업,,,,,031-491-2811,,,경기도 안산시 단원구 신길동 1060-4,경기도 안산시 단원구 신원로133번길 74 (신길동),,(주)벨란 제2공장,2026-02-03 09:35:35,U,2026-02-06 02:40:00,"탭, 밸브 및 유사장치 제조업",178270.972236845,424280.365297021,대기배출업소관리,"탭, 밸브 및 유사장치 제조업",4종,밸브,,0.0,,0.0,1348517306.0,,(주)벨란제2공장_경기도안산시단원구신길동1060-4
1148,대기오염물질배출시설설치사업장,09_30_08_P,4070000,407000021201700014,2017-09-01,,1,영업/정상,11,영업,,,,,031-641-3344,,,경기도 이천시 설성면 수산리 436-7,경기도 이천시 설성면 진상미로813번길 130-70,17412,에이치플러스에코(주),2026-02-11 10:33:16,U,2026-02-13 02:40:00,토양 및 지하수 정화업,244102.391946477,403678.106960036,대기배출업소관리,토양 및 지하수 정화업,5종,정화토,8.0,240.0,8.0,240.0,2208600404.0,,에이치플러스에코(주)_경기도이천시설성면수산리436-7
779,대기오염물질배출시설설치사업장,09_30_08_P,3930000,393000021201700209,2017-08-31,,1,영업/정상,11,영업,,,,,031-494-6016,,,경기도 안산시 단원구 원시동 782-10,경기도 안산시 단원구 산단로68번길 15 (원시동),15434,(주)부흥산업사 1공장,2026-02-10 13:52:43,U,2026-02-12 02:40:00,,181160.88197907,422205.063164648,대기배출업소관리,,5종,,,0.0,,300.0,1348104405.0,,(주)부흥산업사1공장_경기도안산시단원구원시동782-10
1415,대기오염물질배출시설설치사업장,09_30_08_P,6530000,642000001201700007,2017-08-14,,1,영업/정상,1,영업,,,,,0333458602,,,,강원특별자치도 횡성군 우천면 우천산업단지로 38-20,25244,한국코팅강관㈜,2021-07-14 15:59:11,I,2026-02-13 17:57:07,,,,대기배출업소관리,"금속 열처리, 도금 및 기타 금속가공업",4종,"배관용강관, 상수도강관",8.0,300.0,0.0,0.0,2908800275.0,,한국코팅강관㈜_
1029,대기오염물질배출시설설치사업장,09_30_08_P,6530000,653000001201700006,2017-08-14,,3,폐업,2,폐업,2022-02-07,,,,0333458602,,,,강원특별자치도 횡성군 우천면 우천산업단지로 38-20,25244,현대강관(주) (재지정),2022-04-29 16:58:46,I,2026-02-13 00:20:38,,,,,,,,,,,,,,현대강관(주)(재지정)_
2055,대기오염물질배출시설설치사업장,09_30_08_P,5380000,538000021201700024,2017-07-28,,1,영업/정상,11,영업,,,,,055-366-6100,,,경상남도 양산시 매곡동 1115-1,경상남도 양산시 그린공단3길 25-25 (매곡동),50540,(주)태성케미칼,2026-02-13 10:50:39,U,2026-02-15 02:40:00,,397509.069716863,209013.639629078,대기배출업소관리,,5종,,8.0,300.0,8.0,300.0,2788800256.0,,(주)태성케미칼_경상남도양산시매곡동1115-1
7,대기오염물질배출시설설치사업장,09_30_08_P,4500000,450000021201700006,2017-07-25,,1,영업/정상,11,영업,,,,,041-881-8289,,,충청남도 공주시 탄천면 안영리 842,충청남도 공주시 탄천면 탄천산업단지길 11-11 ((주)코엠),32610,㈜태경코엠,2026-02-01 13:41:58,U,2026-02-03 02:40:00,그외 기타 분류안된 화학제품 제조업,205834.592906308,311708.103473882,대기배출업소관리,그외 기타 분류안된 화학제품 제조업,4종,,15.0,300.0,15.0,300.0,3148190263.0,,㈜태경코엠_충청남도공주시탄천면안영리842
57,대기오염물질배출시설설치사업장,09_30_08_P,5060000,506000021201700011,2017-07-24,,1,영업/정상,11,영업,,,,,0544307000,,,경상북도 김천시 어모면 남산리 2038,경상북도 김천시 어모면 산업단지5로 15,39536,영진하우징(주),2026-02-02 17:46:13,U,2026-02-04 02:40:00,비내화 모르타르 제조업,302062.98494437,296335.292540938,대기배출업소관리,비내화 모르타르 제조업,4종,타일시멘트 및 타일접착제,8.0,240.0,8.0,240.0,5038181404.0,,영진하우징(주)_경상북도김천시어모면남산리2038
1172,대기오염물질배출시설설치사업장,09_30_08_P,4080000,408000021201700030,2017-07-10,,1,영업/정상,11,영업,,,,,0316778166,,,경기도 안성시 양성면 장서리 392,경기도 안성시 양성면 양성로 519-28,456-932,(주)단우,2026-02-11 15:10:45,U,2026-02-13 02:40:00,지정외 폐기물 처리업,218470.928581039,399525.672733049,대기배출업소관리,지정외 폐기물 처리업,5종,구리스크랩,8.0,300.0,8.0,300.0,4338602397.0,,(주)단우_경기도안성시양성면장서리392
1106,대기오염물질배출시설설치사업장,09_30_08_P,3930000,393000021201700178,2017-07-10,,1,영업/정상,11,영업,,,,,031-495-8931,,,경기도 안산시 단원구 목내동 448-9,경기도 안산시 단원구 목내로 125 (목내동),425-100,(주)다우환경,2026-02-11 17:11:27,U,2026-02-13 02:40:00,도금업,179938.889813734,423205.89533253,대기배출업소관리,도금업,4종,,,0.0,,0.0,1348717367.0,,(주)다우환경_경기도안산시단원구목내동448-9
68,대기오염물질배출시설설치사업장,09_30_08_P,3400000,340000021201700008,2017-07-06,,1,영업/정상,11,영업,,,,,0517457010,,,부산광역시 기장군 장안읍 명례리 912,부산광역시 기장군 장안읍 명례산단5로 56,46028,(주)화승코퍼레이션 기장공장,2026-02-02 17:43:01,U,2026-02-04 02:40:00,선박 구성부분품 제조업,404850.426634233,210250.191908998,대기배출업소관리,선박 구성부분품 제조업,5종,조선기자재부품,16.0,16.0,250.0,250.0,7658500671.0,,(주)화승코퍼레이션기장공장_부산광역시기장군장안읍명례리912
2048,대기오염물질배출시설설치사업장,09_30_08_P,4090000,409000021201700099,2017-06-30,,1,영업/정상,11,영업,,,,,0319975288,,,경기도 김포시 대곶면 대명리 80,경기도 김포시 대곶면 학의동로 62-1,10040,(주)성진금속 김포지사 제2공장,2026-02-13 16:47:26,U,2026-02-15 02:40:00,"알루미늄 압연, 압출 및 연신제품 제조업",161007.188253848,461669.90608714,대기배출업소관리,"알루미늄 압연, 압출 및 연신제품 제조업",5종,알루미늄 압출품,8.0,300.0,8.0,300.0,4658500621.0,,(주)성진금속김포지사제2공장_경기도김포시대곶면대명리80
1843,대기오염물질배출시설설치사업장,09_30_08_P,3940000,394000021201700011,2017-06-07,,1,영업/정상,11,영업,,,,,,,,,경기도 고양시 일산동구 동국로 325-4 (문봉동),10313,상아종합모터스(주),2026-02-12 16:54:24,U,2026-02-14 02:40:00,자동차 종합 수리업,183933.541661491,465801.218508075,대기배출업소관리,자동차 종합 수리업,,,8.0,300.0,,300.0,5228800677.0,,상아종합모터스(주)_
2032,대기오염물질배출시설설치사업장,09_30_08_P,6510000,651000021201700014,2017-06-01,,1,영업/정상,11,영업,,,,,0647993800,,,제주특별자치도 제주시 애월읍 상가리 219,제주특별자치도 제주시 애월읍 봉매동산길 26,63036,(주)미래제주,2026-02-13 17:18:32,U,2026-02-15 02:40:00,폐기물 처리업,140972.13300679,-7954.46343006001,대기배출업소관리,폐기물 처리업,4종,,8.0,240.0,8.0,240.0,6168124975.0,,(주)미래제주_제주특별자치도제주시애월읍상가리219
244,대기오염물질배출시설설치사업장,09_30_08_P,4060000,406000021201700035,2017-05-30,,1,영업/정상,11,영업,,,,,0319477783,,,경기도 파주시 광탄면 용미리 194-2,경기도 파주시 광탄면 장지산로31번길 94 (용미리 194-2),10955,스카이상사,2026-02-04 18:03:59,U,2026-02-06 02:40:00,기타 자동차부품 제조업,189509.202001565,470745.610461758,대기배출업소관리,기타 자동차부품 제조업,5종,자동차부품,6.0,240.0,6.0,240.0,1410590021.0,,스카이상사_경기도파주시광탄면용미리194-2
1877,대기오염물질배출시설설치사업장,09_30_08_P,4070000,407000021201700007,2017-05-30,,1,영업/정상,11,영업,,,,,031-643-4783,,,경기도 이천시 장호원읍 이황리 701,경기도 이천시 장호원읍 이풍로158번길 4,17414,대일콘크리트(주) 이천지점,2026-02-12 13:35:36,U,2026-02-14 02:40:00,콘크리트관 및 기타 구조용 콘크리트제품 제조업,252263.322605839,406704.266509825,대기배출업소관리,콘크리트관 및 기타 구조용 콘크리트제품 제조업,5종,,8.0,300.0,8.0,300.0,7698500241.0,,대일콘크리트(주)이천지점_경기도이천시장호원읍이황리701
1865,대기오염물질배출시설설치사업장,09_30_08_P,4050000,562000021201700026,2017-05-23,,1,영업/정상,11,영업,,,,,0313306604,,,,"경기도 용인시 처인구 명지로 116 (남동, 명지대학교용인캠퍼스)",17058,명지대학교,2026-02-12 22:03:45,U,2026-02-14 02:40:00,대학교,216511.324215358,413333.857985227,대기배출업소관리,대학교,5종,,,0.0,1.0,150.0,1108200297.0,,명지대학교_
1529,대기오염물질배출시설설치사업장,09_30_08_P,3400000,340000022201700005,2017-05-18,,1,영업/정상,11,영업,,,,,052-705-0233,,,부산광역시 기장군 장안읍 명례리 907-2,부산광역시 기장군 장안읍 명례산단3로 60,46028,티씨머티리얼즈(주) 중전기,2024-04-19 09:58:00,I,2026-02-13 17:57:07,전동기 및 발전기 제조업,405030.621713047,210476.20551542,대기배출업소관리,전동기 및 발전기 제조업,5종,,24.0,300.0,0.0,0.0,4298500789.0,,티씨머티리얼즈(주)중전기_부산광역시기장군장안읍명례리907-2
446,대기오염물질배출시설설치사업장,09_30_08_P,3360000,336000021201700012,2017-05-15,,1,영업/정상,11,영업,,,,,051-831-5312,,,부산광역시 강서구 송정동 1581-2,부산광역시 강서구 녹산산단261로88번길 8 (송정동),46753,(주)한국피씨에스,2026-02-05 17:51:23,U,2026-02-07 02:40:00,기초 화학물질 제조업,368320.157907775,179046.759203679,대기배출업소관리,기초 화학물질 제조업,5종,왁스,,0.0,,0.0,6068634490.0,,(주)한국피씨에스_부산광역시강서구송정동1581-2
1778,대기오염물질배출시설설치사업장,09_30_08_P,6300000,630000001201700007,2017-05-08,,1,영업/정상,1,영업,,,,,0428292284,,,대전광역시 유성구 외삼동   52번지 1호,대전광역시 유성구 외삼로8번길 99 (외삼동),305-156,한화에어로스페이스㈜ 대전사업장,2026-02-12 21:05:15,U,2026-02-14 02:40:00,,228776.724711812,322532.255403784,대기배출업소관리,기타 화학제품 제조업,3종,화약,0.0,0.0,0.0,0.0,6098102992.0,,한화에어로스페이스㈜대전사업장_대전광역시유성구외삼동52번지1호
2044,대기오염물질배출시설설치사업장,09_30_08_P,5710000,572000021201700002,2017-05-08,,1,영업/정상,11,영업,,,,,043-285-2020,,,충청북도 청주시 상당구 가덕면 청용리 208-3,충청북도 청주시 상당구 가덕면 상장인차로 422,,주식회사 대광소재,2026-02-13 15:48:22,U,2026-02-15 02:40:00,,248758.105214338,337824.451418289,대기배출업소관리,,5종,,8.0,200.0,8.0,200.0,3178146499.0,,주식회사대광소재_충청북도청주시상당구가덕면청용리208-3
1028,대기오염물질배출시설설치사업장,09_30_08_P,6530000,653000001201700005,2017-04-18,,1,영업/정상,1,영업,,,,,,,,,강원특별자치도 춘천시 동면 순환대로 1154-77,24212,네이버주식회사,2019-12-08 17:14:03,I,2026-02-13 00:20:38,,268145.93747525,487867.132689766,,,,,,,,,,,네이버주식회사_
558,대기오염물질배출시설설치사업장,09_30_08_P,3130000,313000021201700001,2017-04-13,,1,영업/정상,11,영업,,,,,02-3274-3712,,,서울특별시 마포구 도화동 25-13 효성해링턴 스퀘어,"서울특별시 마포구 마포대로 92, 효성해링턴 스퀘어 (도화동)",04168,공덕경우개발(주),2026-02-06 11:30:20,U,2026-02-08 02:40:00,부동산 임대업,195616.580723896,448973.867131637,대기배출업소관리,부동산 임대업,4종,,12.0,365.0,12.0,365.0,2148866268.0,,공덕경우개발(주)_서울특별시마포구도화동25-13효성해링턴스퀘어
768,대기오염물질배출시설설치사업장,09_30_08_P,4610000,461000021201700007,2017-04-07,,1,영업/정상,11,영업,,,,,041-404-7241,,,,충청남도 예산군 응봉면 응봉로 98,32446,주식회사 선광모터스 (예산지점),2026-02-10 19:32:16,U,2026-02-12 02:40:00,자동차 종합 수리업,178657.962734414,350448.161793709,대기배출업소관리,자동차 종합 수리업,5종,"정비, 도장",8.0,300.0,,0.0,7328500889.0,,주식회사선광모터스(예산지점)_
61,대기오염물질배출시설설치사업장,09_30_08_P,4060000,406000021201700024,2017-03-31,,1,영업/정상,11,영업,,,,,031-941-8626,,,경기도 파주시 광탄면 분수리 208-7,경기도 파주시 광탄면 장지산로 309 (분수리 208-7),413-853,(주)홍명산업,2026-02-02 13:35:04,U,2026-02-04 02:40:00,건축폐기물 처리업,188532.803955864,472698.413125941,대기배출업소관리,건축폐기물 처리업,4종,순환골재,8.0,300.0,8.0,300.0,1278173715.0,,(주)홍명산업_경기도파주시광탄면분수리208-7
63,대기오염물질배출시설설치사업장,09_30_08_P,4050000,563000021201700002,2017-03-28,,4,취소/말소/만료/정지/중지,4,폐쇄,2026-02-02,,,,,,,경기도 용인시 기흥구 보정동 444-1,경기도 용인시 기흥구 이현로 47 (보정동),16931,4M모터스,2026-02-02 13:51:05,U,2026-02-04 02:40:00,자동차 전문 수리업,208499.704318366,422970.265952706,대기배출업소관리,자동차 전문 수리업,5종,,8.0,300.0,8.0,300.0,1090338764.0,,4M모터스_경기도용인시기흥구보정동444-1
777,대기오염물질배출시설설치사업장,09_30_08_P,3930000,393000021201700076,2017-03-22,,1,영업/정상,11,영업,,,,,031-508-3312,,,경기도 안산시 단원구 원시동 732,"경기도 안산시 단원구 범지기로 66 (원시동, (주)한국플렉스)",15430,(주)한국플렉스,2026-02-10 14:39:12,U,2026-02-12 02:40:00,,180687.309275551,423012.81799772,대기배출업소관리,,4종,,,0.0,,300.0,1348660154.0,,(주)한국플렉스_경기도안산시단원구원시동732
1491,대기오염물질배출시설설치사업장,09_30_08_P,6530000,642000001201700004,2017-02-28,,1,영업/정상,1,영업,,,,,0337424248,,,강원특별자치도 원주시 우산동   405-16,,,유성씨앤에프(주),2023-01-13 15:37:41,I,2026-02-13 17:57:07,,,,대기배출업소관리,고무제품 및 플라스틱제품 제조업,5종,"타일, 레자",8.0,300.0,0.0,0.0,2248101297.0,,유성씨앤에프(주)_강원특별자치도원주시우산동405-16
798,대기오염물질배출시설설치사업장,09_30_08_P,5690000,569000021201700001,2017-02-27,,1,영업/정상,11,영업,,,,,044-850-0729,,,,세종특별자치시 연동면 명학산단로 80,,SK바이오텍(주),2026-02-10 20:26:44,U,2026-02-12 02:40:00,의약용 화합물 및 항생물질 제조업,229623.490089935,338304.666566762,대기배출업소관리,의약용 화합물 및 항생물질 제조업,2종,,24.0,365.0,24.0,365.0,2088128353.0,,SK바이오텍(주)_
2029,대기오염물질배출시설설치사업장,09_30_08_P,5600000,560000021201700017,2017-02-23,,1,영업/정상,11,영업,,,,,542-8924,,,경기도 포천시 군내면 용정리 241-4,경기도 포천시 군내면 포천로 1373-1,11154,모비나퍼니처,2026-02-13 09:21:09,U,2026-02-15 02:40:00,기타 목재가구 제조업,218409.430489695,486668.733984578,대기배출업소관리,기타 목재가구 제조업,5종,,,0.0,,0.0,6272202479.0,,모비나퍼니처_경기도포천시군내면용정리241-4
2047,대기오염물질배출시설설치사업장,09_30_08_P,4950000,495000021201700002,2017-02-14,,1,영업/정상,11,영업,,,,,061-273-9000,,,전라남도 무안군 일로읍 죽산리 1573,,,(유)그린환경,2026-02-13 15:51:26,U,2026-02-15 02:40:00,건설 폐기물 처리업,153530.638941751,146566.040488648,대기배출업소관리,건설 폐기물 처리업,4종,순환골재,8.0,300.0,8.0,300.0,4118190545.0,,(유)그린환경_전라남도무안군일로읍죽산리1573
2046,대기오염물질배출시설설치사업장,09_30_08_P,4950000,495000021201700001,2017-02-14,,1,영업/정상,11,영업,,,,,0612424000,,,"전라남도 무안군 일로읍 죽산리 1574 , 1575, 1576",전라남도 무안군 일로읍 도장포길 27-129,58576,(유)남도환경,2026-02-13 15:47:54,U,2026-02-15 02:40:00,건설 폐기물 처리업,153589.220909066,146580.482010356,대기배출업소관리,건설 폐기물 처리업,5종,순환골재,8.0,300.0,8.0,300.0,4118176621.0,,"(유)남도환경_전라남도무안군일로읍죽산리1574,1575,1576"
78,대기오염물질배출시설설치사업장,09_30_08_P,5340000,534000021201700004,2017-02-13,,1,영업/정상,11,영업,,,,,055-852-9695,,,경상남도 사천시 사남면 유천리 74,경상남도 사천시 사남면 외국기업로 35,,(주)에어로코텍 2공장,2026-02-02 11:10:51,U,2026-02-04 02:40:00,도장 및 기타 피막처리업,297226.286742907,174609.570282698,대기배출업소관리,도장 및 기타 피막처리업,3종,,10.0,300.0,10.0,300.0,5428501121.0,,(주)에어로코텍2공장_경상남도사천시사남면유천리74
1024,대기오염물질배출시설설치사업장,09_30_08_P,6530000,653000001201600015,2017-02-09,,3,폐업,2,폐업,2022-02-07,,,,0335758709,,,,강원특별자치도 삼척시 원덕읍 삼척로 734,25961,삼척에코건자재(주) (통합관리-재정리),2022-02-08 11:18:56,I,2026-02-13 00:20:38,,407602.129757552,412379.695341186,,,,,,,,,,,삼척에코건자재(주)(통합관리-재정리)_
1589,대기오염물질배출시설설치사업장,09_30_08_P,4050000,562000021201700004,2017-02-07,,1,영업/정상,11,영업,,,,,335-0072,,,경기도 용인시 처인구 원삼면 두창리 1151-2,경기도 용인시 처인구 원삼면 원설로 156,17176,디케이엘(주),2024-11-21 17:22:24,U,2026-02-13 17:57:07,,231294.361885418,405423.996521468,대기배출업소관리,,4종,,24.0,300.0,24.0,300.0,2228133769.0,,디케이엘(주)_경기도용인시처인구원삼면두창리1151-2
