번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),문화체육업종명,공사립구분명,보험가입여부코드,지도자수,건축물동수,건축물연면적,휴게실면적,사무실면적,탈의실면적,회원모집총인원,세부업종명,법인명,Unnamed: 40,record_key
84,체력단련장업,10_42_01_P,5020000,CDFH3301062023000013,2023-09-18,,3,폐업,3,폐업,2026-02-03,,,,,132.89,,경상북도 포항시 남구 효자동 292-1,"경상북도 포항시 남구 효자동길2번길 19, 2층 (효자동)",37664.0,더원FIT,2026-02-03 17:35:34,U,2026-02-06 02:40:00,,410214.861312989,281191.176941144,체력단련장업,사립,,0,0,531.56,0,0.0,0.0,0,,,,더원FIT_경상북도포항시남구효자동292-1
132,체력단련장업,10_42_01_P,3830000,CDFH3301062023000014,2023-09-11,,1,영업/정상,13,영업중,,,,,,257.31,,경기도 안양시 만안구 안양동 709-16 수리산성원상떼빌1차 상가동,"경기도 안양시 만안구 장내로 72, 수리산성원상떼빌1차 상가동 4층 (안양동)",14027.0,디에이치꼬모,2026-02-09 14:46:11,U,2026-02-11 02:40:00,,192594.517106621,432427.28315506,체력단련장업,사립,,1,0,257.31,0,0.0,0.0,0,,,,디에이치꼬모_경기도안양시만안구안양동709-16수리산성원상떼빌1차상가동
112,체력단련장업,10_42_01_P,4050000,CDFH3301062023000029,2023-09-07,,1,영업/정상,13,영업중,,,,,,156.38,,경기도 용인시 기흥구 구갈동 352-3 골드프라자3층 303호,"경기도 용인시 기흥구 구갈로60번길 3, 골드프라자 3층 303호 (구갈동)",16972.0,단단짐,2026-02-06 09:27:59,U,2026-02-08 02:40:00,,209846.133179956,419772.046513407,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,단단짐_경기도용인시기흥구구갈동352-3골드프라자3층303호
319,체력단련장업,10_42_01_P,3220000,CDFH3301062023000044,2023-09-03,,1,영업/정상,13,영업중,,,,,,266.0,,서울특별시 강남구 역삼동 686-3,"서울특별시 강남구 봉은사로44길 31, 지하1층 (역삼동)",6144.0,스카이짐(SKY GYM),2026-02-11 11:10:22,U,2026-02-13 02:40:00,,203548.559258889,445016.465030215,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,스카이짐(SKYGYM)_서울특별시강남구역삼동686-3
558,체력단련장업,10_42_01_P,3000000,CDFH3301062023000006,2023-08-31,,1,영업/정상,13,영업중,,,,,,371.9,,서울특별시 종로구 명륜1가 83-5 새주빌딩,"서울특별시 종로구 성균관로 40, 새주빌딩 지하1층 (명륜1가)",3069.0,어메이징휘트니스 혜화점,2026-02-19 13:21:38,U,2026-02-21 02:40:00,,199658.55506796,453782.816291273,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,어메이징휘트니스혜화점_서울특별시종로구명륜1가83-5새주빌딩
456,체력단련장업,10_42_01_P,3780000,CDFH3301062023000031,2023-08-30,,1,영업/정상,13,영업중,,,,,,2173.69,,경기도 성남시 수정구 창곡동 513 에이플타워,"경기도 성남시 수정구 위례동로 153, 에이플타워 10층 1001~1006호 (창곡동)",13642.0,제이치피트니스 헬스&PT 위례점,2026-02-12 12:29:13,U,2026-02-14 02:40:00,,213196.788038769,441267.846008774,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,제이치피트니스헬스&PT위례점_경기도성남시수정구창곡동513에이플타워
128,체력단련장업,10_42_01_P,4020000,CDFH3301062023000003,2023-08-30,,1,영업/정상,13,영업중,,,,,,114.0,,경기도 군포시 산본동 1137-1 대원프라자빌딩,"경기도 군포시 산본로323번길 20-33, 대원프라자빌딩 501호 (산본동)",15865.0,몰드짐,2026-02-09 15:23:41,U,2026-02-11 02:40:00,,193791.904846246,428646.603975883,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,몰드짐_경기도군포시산본동1137-1대원프라자빌딩
212,체력단련장업,10_42_01_P,3830000,CDFH3301062023000012,2023-08-29,,1,영업/정상,13,영업중,,,,,031-427-9022,71.81,,경기도 안양시 동안구 호계동 1104,"경기도 안양시 동안구 경수대로570번길 63, 4층 401호 (호계동)",14109.0,바디멘토짐,2026-02-10 13:41:09,U,2026-02-12 02:40:00,,196476.429987188,430324.305527176,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,바디멘토짐_경기도안양시동안구호계동1104
316,체력단련장업,10_42_01_P,3220000,CDFH3301062023000043,2023-08-25,,1,영업/정상,13,영업중,,,,,,2057.95,,서울특별시 강남구 역삼동 825-2 메리츠타워,"서울특별시 강남구 강남대로 382, 메리츠타워 B2층 (역삼동)",6232.0,(주) 에이블짐 강남역점,2026-02-11 11:09:57,U,2026-02-13 02:40:00,,202476.461839188,443916.301646255,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,(주)에이블짐강남역점_서울특별시강남구역삼동825-2메리츠타워
313,체력단련장업,10_42_01_P,3220000,CDFH3301062023000041,2023-08-21,,1,영업/정상,13,영업중,,,,,,263.0,,서울특별시 강남구 대치동 943-19 신안빌딩,"서울특별시 강남구 테헤란로 512, 신안빌딩 B2호 (대치동)",6179.0,관악신안스포츠클럽(헬스),2026-02-11 11:01:37,U,2026-02-13 02:40:00,,205171.096196141,445006.428712237,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,관악신안스포츠클럽(헬스)_서울특별시강남구대치동943-19신안빌딩
457,체력단련장업,10_42_01_P,3140000,CDFH3301062023000014,2023-08-14,,1,영업/정상,13,영업중,,,,,,233.33,,서울특별시 양천구 신정동 1018-1,"서울특별시 양천구 신월로 350, 4층 (신정동)",8087.0,714GYM신정,2026-02-12 13:22:38,U,2026-02-14 02:40:00,,187546.051563766,446614.863102314,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,714GYM신정_서울특별시양천구신정동1018-1
323,체력단련장업,10_42_01_P,3220000,CDFH3301062023000040,2023-08-10,,1,영업/정상,13,영업중,,,,,,97.0,,서울특별시 강남구 도곡동 412-5,"서울특별시 강남구 논현로38길 18, 3층 (도곡동)",6296.0,유레디 PT&PILATES,2026-02-11 10:48:47,U,2026-02-13 02:40:00,,203738.395356966,442556.038839045,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,유레디PT&PILATES_서울특별시강남구도곡동412-5
311,체력단련장업,10_42_01_P,3220000,CDFH3301062023000038,2023-08-08,,1,영업/정상,13,영업중,,,,,,61.8,,서울특별시 강남구 대치동 670 동부센트레빌,"서울특별시 강남구 선릉로 206, 상가동 B11호 (대치동, 동부센트레빌)",6281.0,KANG GYM,2026-02-11 10:42:03,U,2026-02-13 02:40:00,,204860.005578246,443400.359236283,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,KANGGYM_서울특별시강남구대치동670동부센트레빌
312,체력단련장업,10_42_01_P,3220000,CDFH3301062023000039,2023-08-08,,1,영업/정상,13,영업중,,,,,,102.0,,서울특별시 강남구 청담동 48-7,"서울특별시 강남구 삼성로 772, 505호 (청담동)",6070.0,웰니스포유 청담,2026-02-11 10:43:29,U,2026-02-13 02:40:00,,204177.838361905,446821.69032636,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,웰니스포유청담_서울특별시강남구청담동48-7
11,체력단련장업,10_42_01_P,3180000,CDFH3301062023000011,2023-08-07,,1,영업/정상,13,영업중,,,,,,697.9,,서울특별시 영등포구 당산동2가 165 한화포레나당산,"서울특별시 영등포구 당산로 83 (당산동2가, 한화포레나당산)",7264.0,(주)에스웨이 피트니스 영등포구청점,2026-02-02 18:40:52,U,2026-02-04 02:40:00,,,,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,(주)에스웨이피트니스영등포구청점_서울특별시영등포구당산동2가165한화포레나당산
310,체력단련장업,10_42_01_P,3220000,CDFH3301062023000037,2023-08-07,,1,영업/정상,13,영업중,,,,,,164.35,,서울특별시 강남구 신사동 665-8,"서울특별시 강남구 선릉로153길 8, 4층 (신사동)",6019.0,하이앤드 피티팟,2026-02-11 10:40:38,U,2026-02-13 02:40:00,,203365.280632035,446970.807277881,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,하이앤드피티팟_서울특별시강남구신사동665-8
131,체력단련장업,10_42_01_P,3550000,CDFH3301062023000005,2023-08-04,,1,영업/정상,13,영업중,,,,,,467.6,,인천광역시 계양구 병방동 119-1 장원빌딩,"인천광역시 계양구 장제로 916, 장원빌딩 3층 (병방동)",21028.0,와이투짐 병방시장점,2026-02-09 17:18:01,U,2026-02-11 02:40:00,,177094.985072633,449571.485832369,체력단련장업,사립,,2,0,2715.47,0,0.0,0.0,0,,,,와이투짐병방시장점_인천광역시계양구병방동119-1장원빌딩
129,체력단련장업,10_42_01_P,4400000,CDFH3301062023000002,2023-08-03,,1,영업/정상,13,영업중,,,,,,168.8,,충청북도 제천시 장락동 604-1,"충청북도 제천시 죽하로15길 21, 2층 (장락동)",27144.0,제이짐,2026-02-09 16:16:10,U,2026-02-11 02:40:00,,308590.495573178,407089.831698159,체력단련장업,사립,,0,0,483.44,0,0.0,0.0,0,,,,제이짐_충청북도제천시장락동604-1
314,체력단련장업,10_42_01_P,3220000,CDFH3301062023000036,2023-08-02,,1,영업/정상,13,영업중,,,,,,201.0,,서울특별시 강남구 논현동 39-20,"서울특별시 강남구 논현로131길 28, 3층 (논현동)",6045.0,올바른몸,2026-02-11 10:37:20,U,2026-02-13 02:40:00,,202413.749980215,445761.483091564,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,올바른몸_서울특별시강남구논현동39-20
130,체력단련장업,10_42_01_P,3210000,CDFH3301062023000018,2023-08-02,,1,영업/정상,13,영업중,,,,,,58.14,,서울특별시 서초구 잠원동 63-34,"서울특별시 서초구 신반포로33길 62, 202호 (잠원동)",6519.0,온기 PT&근막이완,2026-02-09 10:23:12,U,2026-02-11 02:40:00,,200753.638703338,445706.12537466,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,온기PT&근막이완_서울특별시서초구잠원동63-34
315,체력단련장업,10_42_01_P,3220000,CDFH3301062023000035,2023-08-01,,1,영업/정상,13,영업중,,,,,,217.0,,서울특별시 강남구 역삼동 611-3,"서울특별시 강남구 봉은사로22길 18, 지하1층 (역삼동)",6127.0,주식회사 위너즈,2026-02-11 10:47:41,U,2026-02-13 02:40:00,,202728.489087662,444806.510043038,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,주식회사위너즈_서울특별시강남구역삼동611-3
318,체력단련장업,10_42_01_P,3220000,CDFH3301062023000034,2023-07-27,,1,영업/정상,13,영업중,,,,,,165.0,,서울특별시 강남구 청담동 92-2,"서울특별시 강남구 도산대로 431, 3층 (청담동)",6016.0,바디텍처 스튜디오 청담,2026-02-11 10:36:15,U,2026-02-13 02:40:00,,203735.688229105,446862.331747909,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,바디텍처스튜디오청담_서울특별시강남구청담동92-2
317,체력단련장업,10_42_01_P,3220000,CDFH3301062023000033,2023-07-18,,1,영업/정상,13,영업중,,,,,,316.0,,서울특별시 강남구 역삼동 736-56 스타빌딩,"서울특별시 강남구 테헤란로26길 12, 스타빌딩 지하2층 (역삼동)",6236.0,터치앤고 트레이닝,2026-02-11 10:35:44,U,2026-02-13 02:40:00,,203100.324671811,444136.938198175,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,터치앤고트레이닝_서울특별시강남구역삼동736-56스타빌딩
321,체력단련장업,10_42_01_P,3220000,CDFH3301062023000032,2023-07-07,,1,영업/정상,13,영업중,,,,,,155.1,,서울특별시 강남구 삼성동 1-3,"서울특별시 강남구 선릉로130길 5, 2층 (삼성동)",6088.0,리버스라이프 짐,2026-02-11 10:35:13,U,2026-02-13 02:40:00,,203648.072536572,446062.358088334,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,리버스라이프짐_서울특별시강남구삼성동1-3
320,체력단련장업,10_42_01_P,3220000,CDFH3301062023000031,2023-07-07,,1,영업/정상,13,영업중,,,,,,292.43,,서울특별시 강남구 신사동 660-6,"서울특별시 강남구 압구정로 330, B1호 (신사동)",6018.0,피피랜드 헬스&PT 압구정점,2026-02-11 10:34:51,U,2026-02-13 02:40:00,,203257.555575215,447334.651098516,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,피피랜드헬스&PT압구정점_서울특별시강남구신사동660-6
133,체력단련장업,10_42_01_P,4050000,CDFH3301062023000019,2023-07-07,,1,영업/정상,13,영업중,,,,,031-285-9904,274.0,,경기도 용인시 수지구 죽전동 1254-3 선진포리스트,"경기도 용인시 수지구 대지로 58, 선진포리스트 가동 503호 (죽전동)",16873.0,알케미짐,2026-02-09 09:00:14,U,2026-02-11 02:40:00,,210159.350235868,425189.454948553,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,알케미짐_경기도용인시수지구죽전동1254-3선진포리스트
134,체력단련장업,10_42_01_P,3210000,CDFH3301062023000016,2023-07-05,,1,영업/정상,13,영업중,,,,,02-598-8466,494.11,,서울특별시 서초구 서초동 1599-2 LG서초에클라트,"서울특별시 서초구 반포대로14길 71, LG서초에클라트 지하1층 (서초동)",6651.0,웨이브휘트니스,2026-02-09 10:23:44,U,2026-02-11 02:40:00,,201213.64069933,442739.647017252,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,웨이브휘트니스_서울특별시서초구서초동1599-2LG서초에클라트
322,체력단련장업,10_42_01_P,3220000,CDFH3301062023000030,2023-07-05,,1,영업/정상,13,영업중,,,,,,130.32,,서울특별시 강남구 도곡동 951-15,"서울특별시 강남구 남부순환로351길 22-8, 지하1층 (도곡동)",6266.0,챔스PT,2026-02-11 10:34:15,U,2026-02-13 02:40:00,,202993.285104476,442668.63848041,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,챔스PT_서울특별시강남구도곡동951-15
96,체력단련장업,10_42_01_P,5020000,CDFH3301062023000010,2023-07-04,,1,영업/정상,13,영업중,,,,,,226.8,,경상북도 포항시 남구 이동 643-2 (주)디에스엠알오,"경상북도 포항시 남구 이동로 6, 1층 (이동)",37675.0,더원 피트니스,2026-02-05 09:35:15,U,2026-02-07 02:40:00,,410518.479998811,283767.016616878,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,더원피트니스_경상북도포항시남구이동643-2(주)디에스엠알오
55,체력단련장업,10_42_01_P,3030000,CDFH3301062023000007,2023-06-27,,1,영업/정상,13,영업중,,,,,,49.2,,서울특별시 성동구 하왕십리동 959-2,"서울특별시 성동구 왕십리로 347, 2층 (하왕십리동)",4710.0,리피티 여성전용 PT 왕십리점,2026-02-03 15:10:49,U,2026-02-06 02:40:00,,202689.659481846,451231.738578721,체력단련장업,사립,,0,0,304.94,0,0.0,0.0,0,,,,리피티여성전용PT왕십리점_서울특별시성동구하왕십리동959-2
773,체력단련장업,10_42_01_P,3860000,CDFH3301062023000013,2023-06-22,,1,영업/정상,13,영업중,,,,,,156.06,,경기도 부천시 소사구 괴안동 155-8 괴안동 세경프라자,"경기도 부천시 소사구 범안로 60, 괴안동 세경프라자 301호 (괴안동)",14697.0,메이짐,2026-02-24 10:33:03,U,2026-02-26 02:40:00,,182930.788895942,441588.320769232,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,메이짐_경기도부천시소사구괴안동155-8괴안동세경프라자
656,체력단련장업,10_42_01_P,3830000,CDFH3301062023000008,2023-06-14,,1,영업/정상,13,영업중,,,,,,260.04,,경기도 안양시 동안구 관양동 1746-3 대명 글로벌 비즈스퀘어,"경기도 안양시 동안구 시민대로327번길 7, 대명 글로벌 비즈스퀘어 지하층 101호 (관양동)",14055.0,주식회사 엑셀휘트니스 평촌점,2026-02-21 13:55:34,U,2026-02-23 02:40:00,,196927.514875745,432715.711677824,체력단련장업,사립,,1,0,18200.96,0,0.0,0.0,0,,,,주식회사엑셀휘트니스평촌점_경기도안양시동안구관양동1746-3대명글로벌비즈스퀘어
217,체력단련장업,10_42_01_P,3830000,CDFH3301062023000006,2023-06-08,,1,영업/정상,13,영업중,,,,,,95.94,,경기도 안양시 동안구 관양동 1725,"경기도 안양시 동안구 동편로 16, 202호 (관양동)",13929.0,오버클래스 피티 스튜디오,2026-02-10 13:31:58,U,2026-02-12 02:40:00,,197406.860864542,433770.389379229,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,오버클래스피티스튜디오_경기도안양시동안구관양동1725
661,체력단련장업,10_42_01_P,3830000,CDFH3301062023000007,2023-06-08,,1,영업/정상,13,영업중,,,,,031-383-1489,193.05,,경기도 안양시 동안구 호계동 1041-2,"경기도 안양시 동안구 평촌대로227번길 48, 8층 (호계동)",14072.0,(주)온포인트,2026-02-21 13:47:11,U,2026-02-23 02:40:00,,195750.46891397,432111.985472105,체력단련장업,사립,,1,0,3366.01,0,0.0,0.0,0,,,,(주)온포인트_경기도안양시동안구호계동1041-2
805,체력단련장업,10_42_01_P,3670000,CDFH3301062023000006,2023-06-05,,3,폐업,3,폐업,2026-02-25,,,,,235.66,,대전광역시 유성구 용계동 664-7 캠퍼스타워 701호,"대전광역시 유성구 도안북로 85-7, 캠퍼스타워 701호 (용계동)",34218.0,진 PT 대전도안점,2026-02-25 17:15:42,U,2026-02-27 02:40:00,,230244.78749987,314481.394186858,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,진PT대전도안점_대전광역시유성구용계동664-7캠퍼스타워701호
223,체력단련장업,10_42_01_P,3210000,CDFH3301062023000013,2023-06-05,,1,영업/정상,13,영업중,,,,,,171.0,,서울특별시 서초구 우면동 725 네이처프라자,"서울특별시 서초구 태봉로 62, 네이처프라자 501호 (우면동)",6764.0,N피티앤필라테스,2026-02-10 10:26:18,U,2026-02-12 02:40:00,,202144.075280951,440208.843928869,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,N피티앤필라테스_서울특별시서초구우면동725네이처프라자
703,체력단련장업,10_42_01_P,3630000,CDFH3301062023000007,2023-06-02,,1,영업/정상,13,영업중,,,,,,663.0,,광주광역시 광산구 송정동 272-16,"광주광역시 광산구 내상로 86, 2층 (송정동)",62434.0,에이치투짐 송정점,2026-02-23 17:47:44,U,2026-02-25 02:40:00,,181824.414210027,181852.768362862,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,에이치투짐송정점_광주광역시광산구송정동272-16
352,체력단련장업,10_42_01_P,3600000,CDFH3301062023000005,2023-05-30,,1,영업/정상,13,영업중,,,,,,498.89,,광주광역시 서구 치평동 1217-10 종산타워,"광주광역시 서구 상무시민로 96, 종산타워 5층 (치평동)",61949.0,24시 달려라휘트니스 상무지구점 헬스PT,2026-02-11 15:09:24,U,2026-02-13 02:40:00,,186211.237745848,183992.756994392,체력단련장업,사립,,2,1,3271.75,0,0.0,0.0,0,,,,24시달려라휘트니스상무지구점헬스PT_광주광역시서구치평동1217-10종산타워
224,체력단련장업,10_42_01_P,3830000,CDFH3301062023000004,2023-05-30,,1,영업/정상,13,영업중,,,,,031-425-2614,367.1,,경기도 안양시 동안구 관양동 1746-3 대명 글로벌 비즈스퀘어,"경기도 안양시 동안구 시민대로327번길 7, 대명 글로벌 비즈스퀘어 지하1층 102호 (관양동)",14055.0,엑셀휘트니스 PT 평촌점,2026-02-10 07:53:27,U,2026-02-12 02:40:00,,196927.514875745,432715.711677824,체력단련장업,사립,,2,0,18200.96,0,0.0,0.0,0,,,,엑셀휘트니스PT평촌점_경기도안양시동안구관양동1746-3대명글로벌비즈스퀘어
704,체력단련장업,10_42_01_P,4600000,CDFH3301062023000002,2023-05-19,,3,폐업,3,폐업,2026-02-23,,,,,325.38,,충청남도 홍성군 홍북읍 신경리 560 601호,"충청남도 홍성군 홍북읍 청사로 152, 601호",32256.0,다이아 짐,2026-02-23 13:08:49,U,2026-02-25 02:40:00,,171253.687244074,350770.203410721,체력단련장업,사립,,2,1,11554.45,0,0.0,0.0,0,,,,다이아짐_충청남도홍성군홍북읍신경리560601호
353,체력단련장업,10_42_01_P,3220000,CDFH3301062023000020,2023-05-15,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강남구 신사동 626-79,"서울특별시 강남구 도산대로37길 28, 지하1층 (신사동)",6024.0,비오스짐,2026-02-11 10:33:28,U,2026-02-13 02:40:00,,202717.747175663,446736.161726641,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,비오스짐_서울특별시강남구신사동626-79
586,체력단련장업,10_42_01_P,3860000,CDFH3301062023000008,2023-05-12,,1,영업/정상,13,영업중,,,,,,473.95,,경기도 부천시 소사구 소사본동 319-1,"경기도 부천시 소사구 소사로 124, 3층 (소사본동)",14770.0,그레이트짐,2026-02-19 16:44:48,U,2026-02-21 02:40:00,,181966.560077539,440833.187676362,체력단련장업,사립,,2,0,2646.47,0,0.0,0.0,0,,,,그레이트짐_경기도부천시소사구소사본동319-1
22,체력단련장업,10_42_01_P,5380000,CDFH3301062023000005,2023-05-03,,1,영업/정상,13,영업중,,,,,,235.35,,경상남도 양산시 북정동 885-9 대림초경,"경상남도 양산시 북정로 31, 2층 (북정동)",50572.0,피티박스 북정점,2026-02-02 12:58:52,U,2026-02-04 02:40:00,,385687.839297849,208532.152400852,체력단련장업,사립,,1,1,903.24,0,0.0,0.0,0,,,,피티박스북정점_경상남도양산시북정동885-9대림초경
142,체력단련장업,10_42_01_P,3740000,CDFH3301062023000024,2023-04-24,,1,영업/정상,13,영업중,,,,,031-8064-2772,50.0,,경기도 수원시 영통구 이의동 1338 광교센트럴푸르지오시티 지하4층,"경기도 수원시 영통구 도청로 10, 광교센트럴푸르지오시티 지하4층 (이의동)",16508.0,에이알골프아카데미,2026-02-09 16:11:32,U,2026-02-11 02:40:00,,204888.855554772,420476.391558834,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,에이알골프아카데미_경기도수원시영통구이의동1338광교센트럴푸르지오시티지하4층
470,체력단련장업,10_42_01_P,3940000,CDFH3301062023000015,2023-04-21,,1,영업/정상,13,영업중,,,,,031-923-6667,373.03,,경기도 고양시 일산서구 대화동 2220-1 킨텍스프라자 9층,"경기도 고양시 일산서구 중앙로 1573, 킨텍스프라자 9층 (대화동)",10381.0,온플릭 휘트니스,2026-02-12 10:33:06,U,2026-02-14 02:40:00,,177611.725,463758.03,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,온플릭휘트니스_경기도고양시일산서구대화동2220-1킨텍스프라자9층
631,체력단련장업,10_42_01_P,3860000,CDFH3301062023000007,2023-04-18,,1,영업/정상,13,영업중,,,,,,1794.08,,경기도 부천시 소사구 소사본동 78 세영타워메카 지하1층,"경기도 부천시 소사구 소사로247번길 19, 지하1층 (소사본동, 세영타워메카)",14705.0,청년헬스장,2026-02-20 16:19:13,U,2026-02-22 02:40:00,,181738.861613817,442029.608124581,체력단련장업,사립,,2,0,0.0,0,0.0,0.0,0,,,,청년헬스장_경기도부천시소사구소사본동78세영타워메카지하1층
354,체력단련장업,10_42_01_P,3990000,CDFH3301062023000006,2023-04-17,,1,영업/정상,13,영업중,,,,,,230.49,,경기도 남양주시 별내동 558-173,경기도 남양주시 불암로 41-43 (별내동),12100.0,헤비베어 별내,2026-02-11 14:09:19,U,2026-02-13 02:40:00,,209597.354439982,460148.66004466,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,헤비베어별내_경기도남양주시별내동558-173
355,체력단련장업,10_42_01_P,3040000,CDFH3301062023000006,2023-04-12,,1,영업/정상,13,영업중,,,,,02-446-4462,404.61,,서울특별시 광진구 광장동 329-1 빌딩S존,"서울특별시 광진구 아차산로 607, 지층 (광장동, 빌딩S존)",4968.0,버닝타임짐,2026-02-11 11:35:17,U,2026-02-13 02:40:00,,209301.892401996,449461.537061824,체력단련장업,사립,,1,0,0.0,0,0.0,0.0,0,,,,버닝타임짐_서울특별시광진구광장동329-1빌딩S존
144,체력단련장업,10_42_01_P,3100000,CDFH3301062023000005,2023-04-11,,1,영업/정상,13,영업중,,,,,,162.54,,서울특별시 노원구 상계동 363-3 문화빌딩,"서울특별시 노원구 상계로7길 23, 문화빌딩 3층 (상계동)",1692.0,이음피트니스 헬스 PT 노원역점,2026-02-09 11:01:13,U,2026-02-11 02:40:00,,205641.203874444,461704.340325504,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,이음피트니스헬스PT노원역점_서울특별시노원구상계동363-3문화빌딩
511,체력단련장업,10_42_01_P,3200000,CDFH3301062024000019,2023-04-10,,1,영업/정상,13,영업중,,,,,,198.0,,서울특별시 관악구 신림동 1745 최강타워,"서울특별시 관악구 남부순환로180길 6, 2층 (신림동, 최강타워)",8777.0,그린짐,2026-02-13 15:55:39,U,2026-02-15 02:40:00,,,,체력단련장업,사립,,1,0,29869.94,0,0.0,0.0,0,,,,그린짐_서울특별시관악구신림동1745최강타워
34,체력단련장업,10_42_01_P,5710000,CDFH3301062023000018,2023-04-07,,1,영업/정상,13,영업중,,,,,,408.71,,충청북도 청주시 청원구 우암동 236-5,"충청북도 청주시 청원구 직지대로 886, 4층 (우암동)",28536.0,휘트니스 오름 우암점,2026-01-30 14:50:11,U,2026-02-04 11:04:37,,243568.683472623,350089.214594707,체력단련장업,사립,,2,0,2535.32,0,0.0,0.0,0,,,,휘트니스오름우암점_충청북도청주시청원구우암동236-5
143,체력단련장업,10_42_01_P,3100000,CDFH3301062023000004,2023-04-04,,1,영업/정상,13,영업중,,,,,,135.72,,서울특별시 노원구 공릉동 653-18,"서울특별시 노원구 공릉로20길 28, 지하1층 (공릉동)",1803.0,스포츠 토탈 케어,2026-02-09 11:09:21,U,2026-02-11 02:40:00,,206975.321917952,457476.966122858,체력단련장업,사립,,0,0,0.0,0,0.0,0.0,0,,,,스포츠토탈케어_서울특별시노원구공릉동653-18
589,체력단련장업,10_42_01_P,3330000,CDFH3301062023000005,2023-03-30,,1,영업/정상,13,영업중,,,,,051-992-1317,112.46,,"부산광역시 해운대구 우동 1405 마린파크 403,4호","부산광역시 해운대구 마린시티2로 2, 마린파크 403,404호 (우동)",48092.0,솔레노어 PT STUDIO,2026-02-19 14:53:14,U,2026-02-21 02:40:00,,395308.61045334,186564.639113751,체력단련장업,사립,,1,0,39004.45,0,0.0,0.0,0,,,,"솔레노어PTSTUDIO_부산광역시해운대구우동1405마린파크403,4호"
154,체력단련장업,10_42_01_P,3740000,CDFH3301062023000020,2023-03-29,,3,폐업,3,폐업,2026-02-09,,,,,70.8,,"경기도 수원시 영통구 원천동 589 광교중흥에스클래스 B2 77,78호","경기도 수원시 영통구 광교호수공원로 277, B2-77,78호 (원천동, 광교중흥에스클래스)",16517.0,운동센터 리을,2026-02-09 17:28:16,U,2026-02-11 02:40:00,,205026.079641798,420062.878231009,체력단련장업,사립,,1,0,59095.21,0,0.0,0.0,0,,,,"운동센터리을_경기도수원시영통구원천동589광교중흥에스클래스B277,78호"
153,체력단련장업,10_42_01_P,3230000,CDFH3301062023000012,2023-03-29,,1,영업/정상,13,영업중,,,,,,826.0,,서울특별시 송파구 석촌동 277-2 엄마손백화점,"서울특별시 송파구 가락로 103, 엄마손백화점 4층 (석촌동)",5688.0,더 배네핏,2026-02-09 20:29:11,U,2026-02-11 02:40:00,,209440.726523187,444369.495694674,체력단련장업,사립,,0,0,1420.2,0,0.0,0.0,0,,,,더배네핏_서울특별시송파구석촌동277-2엄마손백화점
