번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),사무실면적,소독차량차고면적,초미립자살포기수,휴대용소독기수,동력분무기수,수동식분무기수,방독면수,보호안경수,보호용의복수,진공청소기수,Unnamed: 38,record_key
185,소독업,09_30_11_P,3090000,PHMB520233090033042500001,2023-01-09,,1,영업/정상,13,영업중,,,,,029762200,,,,"서울특별시 도봉구 시루봉로 234, 동우빌딩 3층 (방학동)",1347.0,주식회사 동우개발,2026-02-09 15:37:44,U,2026-02-11 02:40:00,,203079.938214437,462929.775060367,90.54,11.89,1,2,0,3,5,5,5,1,,주식회사동우개발_
227,소독업,09_30_11_P,3580000,PHMB520253580013042500001,2022-12-29,,3,폐업,3,폐업,2026-02-10,,,,,,,인천광역시 옹진군 영흥면 선재리 548-3,인천광역시 옹진군 영흥면 선재로306번길 27-101,23122.0,주식회사 진원,2026-02-10 16:52:41,U,2026-02-12 02:40:00,,157088.062905346,417309.120848511,44.0,22.0,1,2,0,3,5,5,5,1,,주식회사진원_인천광역시옹진군영흥면선재리548-3
27,소독업,09_30_11_P,3220000,PHMB520223220033042500019,2022-12-15,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-01-22,,,,1670-8723,,,서울특별시 강남구 역삼동 652-2,"서울특별시 강남구 봉은사로 222, 8층 (역삼동)",6135.0,(주)비비딕,2026-02-02 15:11:47,U,2026-02-04 02:40:00,,203160.134672209,445064.065077919,314.1,9.9,3,2,0,5,8,8,10,1,,(주)비비딕_서울특별시강남구역삼동652-2
45,소독업,09_30_11_P,3830000,PHMB520223830262042500008,2022-12-06,,1,영업/정상,13,영업중,,,,,,,,경기도 안양시 만안구 안양동 196 유천팩토피아,"경기도 안양시 만안구 전파로 30, 유천팩토피아 121호 (안양동)",14086.0,주식회사 경기방역,2026-01-30 17:43:05,U,2026-02-04 11:04:37,,,,7.64,11.2,1,2,0,4,5,5,5,1,,주식회사경기방역_경기도안양시만안구안양동196유천팩토피아
188,소독업,09_30_11_P,3550000,PHMB520223550020042500010,2022-11-09,,1,영업/정상,13,영업중,,,,,032-551-7939,,,인천광역시 계양구 계산동 956-28 지층,"인천광역시 계양구 계산천동로7번길 3, 지층 (계산동)",21053.0,(주)빛나크린,2026-02-09 10:21:43,U,2026-02-11 02:40:00,,175474.958282166,448610.260493065,47.68,0.0,1,2,0,3,5,5,5,1,,(주)빛나크린_인천광역시계양구계산동956-28지층
275,소독업,09_30_11_P,3630000,PHMB520223630020042500014,2022-10-31,,1,영업/정상,13,영업중,,,,,,,,광주광역시 광산구 도산동 1306-1,광주광역시 광산구 남동길 11 (도산동),62450.0,올크린,2026-02-12 09:16:35,U,2026-02-14 02:40:00,,180692.864334566,181037.190187673,27.63,20.95,1,2,0,3,5,5,5,1,,올크린_광주광역시광산구도산동1306-1
228,소독업,09_30_11_P,5380000,PHMB520225380021042500011,2022-10-28,,1,영업/정상,13,영업중,,,,,,,50600,,"경상남도 양산시 물금읍 목화3길 14, 1층 1호",50600.0,클린팩토리,2026-02-10 16:48:05,U,2026-02-12 02:40:00,,381651.568520352,205311.391676606,76.0,5.0,1,2,0,3,5,5,5,1,,클린팩토리_
161,소독업,09_30_11_P,3240000,PHMB520223240033042500006,2022-07-18,,1,영업/정상,13,영업중,,,,,,,,서울특별시 강동구 암사동 497-1 대동빌딩,"서울특별시 강동구 올림픽로98길 21, 대동빌딩 3층 301호 (암사동)",5263.0,주식회사 로잉티앤디,2026-02-06 13:51:44,U,2026-02-08 02:40:00,,211364.147402418,449895.718280127,23.0,3.0,1,2,0,3,5,5,5,1,,주식회사로잉티앤디_서울특별시강동구암사동497-1대동빌딩
300,소독업,09_30_11_P,6510000,PHMB520226510096042500011,2022-07-08,,3,폐업,3,폐업,2026-02-13,,,,,,,제주특별자치도 제주시 아라일동 2541 구남 에델하우스 1차,"제주특별자치도 제주시 구산서길 65, 구남 에델하우스 1차 102호 (아라일동)",63236.0,제주방역 페스트온,2026-02-13 17:44:30,U,2026-02-15 02:40:00,,156625.336370253,-1549.0615774093,15.3,10.5,1,2,0,3,5,5,5,2,,제주방역페스트온_제주특별자치도제주시아라일동2541구남에델하우스1차
278,소독업,09_30_11_P,5670000,PHMB520225670066042500008,2022-06-27,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 마산합포구 월영동 599-46,"경상남도 창원시 마산합포구 밤밭고개로 376-5, 2층 (월영동)",51770.0,하나방역 창원지사,2026-02-12 11:21:37,U,2026-02-14 02:40:00,,341707.738996465,187329.904856577,26.59,6.64,1,2,0,3,5,5,5,1,,하나방역창원지사_경상남도창원시마산합포구월영동599-46
142,소독업,09_30_11_P,3940000,PHMB520223940140042500002,2022-06-27,,1,영업/정상,13,영업중,,,,,031-819-0033,,,경기도 고양시 일산서구 구산동 424-2,"경기도 고양시 일산서구 구산로101번길 57-12, 3동 1층 (구산동)",10201.0,(주)The자람,2026-02-05 10:44:36,U,2026-02-07 02:40:00,,173530.999367643,465715.00026629,123.0,20.0,1,2,0,3,5,5,5,1,,(주)The자람_경기도고양시일산서구구산동424-2
51,소독업,09_30_11_P,3200000,PHMB520223200033042500004,2022-06-09,,1,영업/정상,13,영업중,,,,,,,,서울특별시 관악구 신림동 86-3 청암두산위브센티움,"서울특별시 관악구 신림로 318, 7층 (신림동, 청암두산위브센티움)",8777.0,(주)한샘개발,2026-01-30 08:57:38,U,2026-02-04 11:04:37,,193773.070404044,442270.419248856,100.0,6.0,1,2,0,3,5,5,5,1,,(주)한샘개발_서울특별시관악구신림동86-3청암두산위브센티움
52,소독업,09_30_11_P,3440000,PHMB520223440024042500002,2022-06-03,,3,폐업,3,폐업,2026-01-30,,,,,,,,대구광역시 남구 봉덕로19길 15(봉덕동),42438.0,잡고,2026-01-30 16:01:31,U,2026-02-04 11:04:37,,344498.077792541,261759.268288875,6.0,33.0,1,2,0,3,5,5,5,1,,잡고_
221,소독업,09_30_11_P,3550000,PHMB520253550020042500007,2022-05-06,,3,폐업,3,폐업,2026-02-10,,,,02-2142-8244,,,인천광역시 계양구 다남동 102-20,"인천광역시 계양구 역골로 136, 지층 1호 (다남동)",21015.0,(주)에스텍시스템,2026-02-10 14:48:26,U,2026-02-12 02:40:00,,176057.371737985,452024.876169372,70.0,12.0,1,2,0,3,5,5,20,1,,(주)에스텍시스템_인천광역시계양구다남동102-20
83,소독업,09_30_11_P,3940000,PHMB520243940140042500005,2022-04-27,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 일산서구 일산동 1103 후곡마을11단지아파트,"경기도 고양시 일산서구 강선로 188, 상가동 201호 (일산동, 후곡마을11단지아파트)",10356.0,한빛토탈케어,2026-02-04 16:12:18,U,2026-02-06 02:40:00,,179881.517673737,464064.818439632,0.0,0.0,1,2,0,3,5,5,5,1,,한빛토탈케어_경기도고양시일산서구일산동1103후곡마을11단지아파트
214,소독업,09_30_11_P,5380000,PHMB520225380021042500004,2022-03-31,,1,영업/정상,13,영업중,,,,,,,,경상남도 양산시 동면 석산리 1460-9,"경상남도 양산시 동면 금오11길 32-5, 102호",50639.0,주식회사 균이제로,2026-02-10 09:02:50,U,2026-02-12 02:40:00,,383794.381920654,203660.595390792,0.0,0.0,1,2,0,3,5,5,5,1,,주식회사균이제로_경상남도양산시동면석산리1460-9
235,소독업,09_30_11_P,6510000,PHMB520226510097042500001,2022-03-23,,1,영업/정상,13,영업중,,,,,064-727-0119,,,,"제주특별자치도 제주시 애월읍 하광로 277, 1층",63060.0,새로이 주식회사,2026-02-10 13:30:28,U,2026-02-12 02:40:00,,146271.662947095,-3399.94022335608,32.0,9.0,1,2,0,3,5,5,5,1,,새로이주식회사_
86,소독업,09_30_11_P,5380000,PHMB520225380021042500003,2022-03-14,,3,폐업,3,폐업,2026-02-03,,,,,,,경상남도 양산시 물금읍 범어리 550-3,경상남도 양산시 물금읍 황산로 589,50601.0,에스제이 방역,2026-02-03 10:56:35,U,2026-02-06 02:40:00,,381762.866092701,204744.898216331,0.0,0.0,1,2,0,3,5,5,5,1,,에스제이방역_경상남도양산시물금읍범어리550-3
213,소독업,09_30_11_P,3900000,PHMB520223900028042500004,2022-02-21,,3,폐업,3,폐업,2026-02-10,,,,1670-8244,,,경기도 광명시 노온사동 656 1층호,"경기도 광명시 동창로 31, 1층 일부호 (노온사동)",14334.0,에스텍시스템,2026-02-10 15:59:00,U,2026-02-12 02:40:00,,186675.288669421,436714.264725396,63.02,17.68,3,2,0,3,5,5,5,1,,에스텍시스템_경기도광명시노온사동6561층호
177,소독업,09_30_11_P,3100000,PHMB520223100034042500002,2022-02-11,,1,영업/정상,13,영업중,,,,,02-930-3040,,,서울특별시 노원구 상계동 1019-11 생명교회,"서울특별시 노원구 동일로230가길 10, 1층 (상계동)",1629.0,공간360,2026-02-09 17:06:41,U,2026-02-11 02:40:00,,205013.143433502,463292.268104882,70.08,7.0,1,2,0,3,5,5,5,1,,공간360_서울특별시노원구상계동1019-11생명교회
178,소독업,09_30_11_P,3490000,PHMB520223490019042500002,2022-01-28,,1,영업/정상,13,영업중,,,,,032-746-6688,,,인천광역시 중구 항동5가 11,"인천광역시 중구 제물량로 197, 1층 (항동5가)",22313.0,주식회사에스엘엘,2026-02-09 12:26:43,U,2026-02-11 02:40:00,,166499.45046434,441038.938213377,55.44,12.6,1,2,0,3,5,5,5,1,,주식회사에스엘엘_인천광역시중구항동5가11
229,소독업,09_30_11_P,4671000,PHMB520224670076042500002,2022-01-21,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 군산시 금광동 170-35 옹달샘집,"전북특별자치도 군산시 대학로 109, 옹달샘집 1층 (금광동)",54024.0,방역청소반장,2026-02-10 15:14:50,U,2026-02-12 02:40:00,,173544.252221541,275657.860222161,0.0,0.0,1,2,0,3,5,5,5,1,,방역청소반장_전북특별자치도군산시금광동170-35옹달샘집
93,소독업,09_30_11_P,5370000,PHMB520225370025042500001,2022-01-21,,1,영업/정상,13,영업중,,,,,055-687-3161,,,경상남도 거제시 고현동 871-2,"경상남도 거제시 서문로 19, 3층 (고현동)",53252.0,(주) 거영,2026-02-04 14:26:15,U,2026-02-06 02:40:00,,347865.082157532,155576.549772653,215.73,17.82,1,2,0,3,5,5,5,1,,(주)거영_경상남도거제시고현동871-2
94,소독업,09_30_11_P,3820000,PHMB520223820050042500001,2022-01-06,,1,영업/정상,13,영업중,,,,,,,,경기도 의정부시 가능동 106-34,"경기도 의정부시 서부로691번길 25, 1층 (가능동)",11615.0,다한종합관리,2026-02-04 15:31:13,U,2026-02-06 02:40:00,,203245.32636828,472523.544164297,14.06,13.32,1,2,0,3,5,5,5,1,,다한종합관리_경기도의정부시가능동106-34
152,소독업,09_30_11_P,3400000,PHMB520213400099042500005,2021-12-13,,1,영업/정상,13,영업중,,,,,051-758-2004,,,부산광역시 기장군 장안읍 좌천리 71-4 한국대한시설관리사회적협동조합,"부산광역시 기장군 장안읍 좌천로 13, 한국대한시설관리사회적협동조합 1층",46033.0,한국대안시설관리 사회적협동조합,2026-02-06 17:27:40,U,2026-02-08 02:40:00,,403738.586973621,203513.984729713,54.0,63.84,1,2,0,3,5,5,5,1,,한국대안시설관리사회적협동조합_부산광역시기장군장안읍좌천리71-4한국대한시설관리사회적협동조합
20,소독업,09_30_11_P,3140000,PHMB520213140033042500009,2021-12-03,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-02-02,,,,,,,서울특별시 양천구 신월동 452-5 몬스터빌딩,"서울특별시 양천구 국회대로 86, 몬스터빌딩 3층 (신월동)",7931.0,브이테크(V- TECH),2026-02-02 13:06:57,U,2026-02-04 02:40:00,,186190.93277167,447184.78769802,115.2,2.92,1,2,0,3,5,5,5,1,,브이테크(V-TECH)_서울특별시양천구신월동452-5몬스터빌딩
40,소독업,09_30_11_P,4251000,PHMB520214250013042500001,2021-10-29,,1,영업/정상,13,영업중,,,,,,,,,강원특별자치도 홍천군 두촌면 경수길 312,25160.0,초록이지,2026-01-30 15:07:46,U,2026-02-04 11:04:37,,291798.238528208,483981.532187753,24.0,24.0,1,2,0,3,5,5,5,1,,초록이지_
19,소독업,09_30_11_P,3140000,PHMB520213140033042500007,2021-09-30,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-02-02,,,,02-3471-7774,,,,"서울특별시 양천구 중앙로 304, 2층 201,202호 (신정동)",8019.0,주식회사 실버라이프,2026-02-02 13:06:04,U,2026-02-04 02:40:00,,186815.334742178,446802.011933695,20.0,150.0,1,2,0,3,5,5,5,1,,주식회사실버라이프_
21,소독업,09_30_11_P,3700000,PHMB520213700018042500015,2021-09-29,,1,영업/정상,13,영업중,,,,,052-260-0080,,,울산광역시 남구 신정동 792-13,"울산광역시 남구 신남로 94, 2층 (신정동)",44741.0,한국이앤이,2026-02-02 17:32:23,U,2026-02-04 02:40:00,,409746.282759269,228034.880382247,0.0,0.0,1,2,0,3,5,5,5,1,,한국이앤이_울산광역시남구신정동792-13
25,소독업,09_30_11_P,5000000,PHMB520215000025042500004,2021-09-29,,1,영업/정상,13,영업중,,,,,,,,전라남도 진도군 진도읍 교동리 465,전라남도 진도군 진도읍 교동5길 12-1,58913.0,유한회사 클린24,2026-02-02 17:06:18,U,2026-02-04 02:40:00,,132081.419098453,109904.461081165,0.0,0.0,1,2,5,3,5,5,5,5,,유한회사클린24_전라남도진도군진도읍교동리465
103,소독업,09_30_11_P,3310000,PHMB520213310024042500008,2021-09-27,,1,영업/정상,13,영업중,,,,,051-630-9312,,,,"부산광역시 남구 자성로 152, 한일오피스텔 3층 307호 (문현동)",48475.0,(주)시티캅,2026-02-03 16:36:47,U,2026-02-06 02:40:00,,388310.086925387,183883.854898057,55.0,16.5,1,2,0,3,5,5,5,1,,(주)시티캅_
224,소독업,09_30_11_P,5350000,PHMB520215350029042500010,2021-08-30,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-02-10,,,,,,,,경상남도 김해시 주촌면 서부로1637번길 33-8,50968.0,세이퍼런스 우성,2026-02-10 09:22:35,U,2026-02-12 02:40:00,,366541.591429165,194917.79987214,56.25,3.75,2,2,0,3,5,5,5,1,,세이퍼런스우성_
104,소독업,09_30_11_P,4840000,PHMB520214840022042500006,2021-08-27,,1,영업/정상,13,영업중,,,,,061-763-4978,,,,"전라남도 광양시 광양읍 회암길 21-8, 2층",57762.0,주식회사 우리같이,2026-02-03 17:40:52,U,2026-02-06 02:40:00,,252595.467455099,162887.250628047,35.0,15.0,2,2,0,6,5,5,5,1,,주식회사우리같이_
44,소독업,09_30_11_P,3120000,PHMB520213120033042500004,2021-08-25,,3,폐업,3,폐업,2026-01-30,,,,,,,서울특별시 서대문구 홍은동 402-26 필하우스 201A호,"서울특별시 서대문구 증가로10길 96-7, 201A호 (홍은동, 필하우스)",3662.0,그린F5 서대문본부,2026-01-30 14:05:51,U,2026-02-04 11:04:37,,193468.958475416,453132.328456912,24.0,10.0,4,2,0,3,5,20,20,1,,그린F5서대문본부_서울특별시서대문구홍은동402-26필하우스201A호
102,소독업,09_30_11_P,3940000,PHMB520213940140042500008,2021-08-25,,1,영업/정상,13,영업중,,,,,031-911-1001,,,경기도 고양시 일산서구 일산동 955-10 월드메르디앙 307호,"경기도 고양시 일산서구 고양대로 648, 307호 (일산동, 월드메르디앙)",10352.0,(주)청수환경,2026-02-04 16:04:09,U,2026-02-06 02:40:00,,179464.642077475,464730.251145908,52.3,10.32,1,2,0,3,5,5,5,1,,(주)청수환경_경기도고양시일산서구일산동955-10월드메르디앙307호
24,소독업,09_30_11_P,5130000,PHMB520215130030042500004,2021-07-16,,3,폐업,3,폐업,2026-02-02,,,,,,,경상북도 경산시 삼남동 42-18,"경상북도 경산시 경안로 95, 1층 102호 (삼남동)",38641.0,(주)내추럴솔루션,2026-02-02 10:09:15,U,2026-02-04 02:40:00,,357055.063055453,258719.865287045,0.0,0.0,1,2,0,3,5,5,5,1,,(주)내추럴솔루션_경상북도경산시삼남동42-18
160,소독업,09_30_11_P,5380000,PHMB520215380021042500007,2021-06-24,,1,영업/정상,13,영업중,,,,,055-574-0127,,,,"경상남도 양산시 양주1길 22-1, 1층 (중부동)",50620.0,(사)덕성장애인생활자립협회,2026-02-06 16:07:35,U,2026-02-08 02:40:00,,384544.816945504,206538.335791435,49.0,49.0,1,2,0,3,5,5,5,1,,(사)덕성장애인생활자립협회_
137,소독업,09_30_11_P,3910000,PHMB520213910168042500007,2021-06-08,,1,영업/정상,13,영업중,,,,,,,,경기도 평택시 비전동 807-3,"경기도 평택시 팔각정길 8-1, 2층 (비전동)",17882.0,동국환경건설 주식회사,2026-02-05 16:27:38,U,2026-02-07 02:40:00,,209067.325539852,388465.859659951,0.0,0.0,1,2,0,3,5,5,5,1,,동국환경건설주식회사_경기도평택시비전동807-3
225,소독업,09_30_11_P,5350000,PHMB520215350029042500006,2021-05-18,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-02-10,,,,,,,경상남도 김해시 내동 150-6,경상남도 김해시 금관대로1335번길 15-1 (내동),50891.0,벌레잡는 총각들,2026-02-10 09:18:25,U,2026-02-12 02:40:00,,369514.588360696,195377.130010804,0.0,0.0,1,2,0,4,5,5,5,1,,벌레잡는총각들_경상남도김해시내동150-6
276,소독업,09_30_11_P,3620000,PHMB520213620020042500012,2021-04-03,,3,폐업,3,폐업,2026-02-12,,,,070-5180-7371,,,광주광역시 북구 지야동 802-35,"광주광역시 북구 하서로 652-6, 2층 (지야동)",61027.0,주식회사 모스트인,2026-02-12 15:34:24,U,2026-02-14 02:40:00,,189626.394634675,192397.102104168,118.2,9.9,1,2,0,3,5,5,5,1,,주식회사모스트인_광주광역시북구지야동802-35
232,소독업,09_30_11_P,3910000,PHMB520213910165042500006,2021-03-30,,1,영업/정상,13,영업중,,,,,,,,경기도 평택시 신장동 396-12,"경기도 평택시 목천로17번길 113, 1층 (신장동)",17752.0,주식회사 클영,2026-02-10 13:35:17,U,2026-02-12 02:40:00,,204583.637964877,398402.012618182,22.0,37.5,1,2,0,3,5,5,5,1,,주식회사클영_경기도평택시신장동396-12
215,소독업,09_30_11_P,3150000,PHMB520223150037042500004,2021-03-08,,1,영업/정상,13,영업중,,,,,02-2664-7457,,,서울특별시 강서구 개화동 376-58,"서울특별시 강서구 개화길 2, 2층 (개화동)",7503.0,주식회사 에드에그,2026-02-10 15:44:15,U,2026-02-12 02:40:00,,182154.410343287,453468.096258454,116.0,3.0,1,2,0,3,5,5,5,1,,주식회사에드에그_서울특별시강서구개화동376-58
50,소독업,09_30_11_P,5680000,PHMB520215680060042500002,2021-02-03,,1,영업/정상,13,영업중,,,,,041-358-7004,,,충청남도 당진시 읍내동 954,"충청남도 당진시 무수동로 144, 2층 (읍내동)",31772.0,주식회사 고운조경,2026-01-30 09:01:50,U,2026-02-04 11:04:37,,167601.343471979,376767.847863725,20.0,20.0,1,2,0,3,5,5,5,1,,주식회사고운조경_충청남도당진시읍내동954
37,소독업,09_30_11_P,3520000,PHMB520203520019042500009,2020-12-30,,1,영업/정상,13,영업중,,,,,,,,인천광역시 연수구 청학동 39-8,인천광역시 연수구 청솔로 36 (청학동),21903.0,(주)대한종합방역,2026-02-02 10:53:06,U,2026-02-04 02:40:00,,169940.224917899,436356.546548668,19.64,6.78,1,2,0,3,5,5,5,1,,(주)대한종합방역_인천광역시연수구청학동39-8
141,소독업,09_30_11_P,4000000,PHMB520204000018042500006,2020-12-28,,1,영업/정상,13,영업중,,,,,,,,경기도 오산시 궐동 670-4 하나 201-h호,"경기도 오산시 궐리사로 38, 하나 201-h63호 (궐동)",18122.0,나사렛방역 오산지점,2026-02-05 09:20:31,U,2026-02-07 02:40:00,,204964.828150827,406467.354501887,7.84,5.72,1,2,0,3,5,5,5,1,,나사렛방역오산지점_경기도오산시궐동670-4하나201-h호
85,소독업,09_30_11_P,4050000,PHMB520224050149042500002,2020-11-05,,1,영업/정상,13,영업중,,,,,031-216-3911,,,경기도 용인시 수지구 상현동 1127-2,"경기도 용인시 수지구 법조로 215, 3층 (상현동)",16942.0,(주)티클,2026-02-03 13:23:56,U,2026-02-06 02:40:00,,206443.830222632,421850.293697818,319.55,7.17,3,2,0,3,5,5,20,1,,(주)티클_경기도용인시수지구상현동1127-2
138,소독업,09_30_11_P,3340000,PHMB520203340025042500011,2020-10-27,,1,영업/정상,13,영업중,,,,,,,,부산광역시 사하구 장림동 334-24,"부산광역시 사하구 장평로 158, 2층 (장림동)",49465.0,서부산방역,2026-02-05 19:13:46,U,2026-02-07 02:40:00,,379868.723952241,177457.513524505,33.9,30.0,3,2,0,3,5,5,5,1,,서부산방역_부산광역시사하구장림동334-24
274,소독업,09_30_11_P,3940000,PHMB520203940140042500010,2020-10-05,,1,영업/정상,13,영업중,,,,,031-923-6358,,,경기도 고양시 일산서구 가좌동 969,"경기도 고양시 일산서구 송산로 331, 율리프라자 102호 (가좌동)",10208.0,오크린,2026-02-12 14:07:04,U,2026-02-14 02:40:00,,174858.536573482,464646.611403176,18.8,9.9,1,2,0,3,5,5,5,3,,오크린_경기도고양시일산서구가좌동969
226,소독업,09_30_11_P,3150000,PHMB520203150037042500036,2020-09-09,,1,영업/정상,13,영업중,,,,,070-4115-0045,,,서울특별시 강서구 가양동 1481 가양5단지아파트 상가동 301호,"서울특별시 강서구 양천로57길 36, 상가동 301호 (가양동, 가양5단지아파트)",7526.0,서울강서지역자활센터,2026-02-10 17:42:47,U,2026-02-12 02:40:00,,187084.103220523,451262.653397625,38.3,38.3,3,2,0,6,11,11,20,4,,서울강서지역자활센터_서울특별시강서구가양동1481가양5단지아파트상가동301호
108,소독업,09_30_11_P,3940000,PHMB520203940140042500006,2020-09-02,,1,영업/정상,13,영업중,,,,,,,,경기도 고양시 일산서구 주엽동 101 강선마을14단지,"경기도 고양시 일산서구 강선로 35, 강선마을(14단지) 상가동 B03호 (주엽동)",10385.0,케이방역시스템,2026-02-04 16:09:08,U,2026-02-06 02:40:00,,178870.612713521,462871.766097782,5.25,4.5,1,2,0,4,5,5,5,4,,케이방역시스템_경기도고양시일산서구주엽동101강선마을14단지
136,소독업,09_30_11_P,4070000,PHMB520204070023042500005,2020-07-12,,3,폐업,3,폐업,2026-02-05,,,,,,,경기도 이천시 부발읍 신원리 621,경기도 이천시 부발읍 중부대로1763번길 80-24,17323.0,무강산업,2026-02-05 11:30:07,U,2026-02-07 02:40:00,,244328.194308024,421393.499940043,14.14,9.56,1,2,0,3,5,5,5,1,,무강산업_경기도이천시부발읍신원리621
265,소독업,09_30_11_P,4490000,PHMB520264490261042500007,2020-07-07,,1,영업/정상,13,영업중,,,,,1833-4792,,,충청남도 천안시 서북구 성정동 1274 시떼베르 오피스텔,"충청남도 천안시 서북구 성정공원6길 1-4, 시떼베르 오피스텔 801호 (성정동)",31109.0,유한회사 정원토탈,2026-02-12 17:06:33,I,2026-02-14 00:20:02,,212247.3766182,369739.052857207,3.23,14.42,3,2,0,20,5,5,5,1,,유한회사정원토탈_충청남도천안시서북구성정동1274시떼베르오피스텔
223,소독업,09_30_11_P,3490000,PHMB520203490019042500008,2020-07-06,,1,영업/정상,13,영업중,,,,,032-763-1988,,,인천광역시 중구 항동7가 60,"인천광역시 중구 연안부두로 20, 2층 (항동7가)",22349.0,한결종합서비스,2026-02-10 17:40:15,U,2026-02-12 02:40:00,,164796.934026477,439407.165105897,0.0,0.0,1,2,0,3,5,5,5,1,,한결종합서비스_인천광역시중구항동7가60
222,소독업,09_30_11_P,5380000,PHMB520205380021042500012,2020-06-30,,1,영업/정상,13,영업중,,,,,,,,경상남도 양산시 물금읍 범어리 639-7 풍산홍씨범어회관,"경상남도 양산시 물금읍 목화3길 14, 1층 2호",50600.0,더크린,2026-02-10 16:47:43,U,2026-02-12 02:40:00,,381651.568520352,205311.391676606,16.0,7.28,4,2,0,6,5,5,6,1,,더크린_경상남도양산시물금읍범어리639-7풍산홍씨범어회관
156,소독업,09_30_11_P,4010000,PHMB520204010281042500014,2020-06-24,,3,폐업,3,폐업,2026-01-01,,,,031-520-4137,,,경기도 시흥시 능곡동 733 능곡프라자 603호,"경기도 시흥시 장현능곡로 184, 능곡프라자 6층 603호 (능곡동)",14995.0,내음사회적협동조합,2026-02-06 13:25:40,U,2026-02-08 02:40:00,,183158.887773636,429720.68833487,31.8,3.52,1,2,0,3,5,5,5,1,,내음사회적협동조합_경기도시흥시능곡동733능곡프라자603호
155,소독업,09_30_11_P,4040000,PHMB520204040023042500012,2020-06-15,,3,폐업,3,폐업,2026-02-06,,,,,,,경기도 하남시 신장동 526 형제빌딩,"경기도 하남시 대청로22번길 9-18, 형제빌딩 3층 3005호 (신장동)",12951.0,하나 C&C,2026-02-06 13:45:01,U,2026-02-08 02:40:00,,219024.805229119,448669.636512892,3.0,3.0,1,2,0,3,5,5,6,1,,하나C&C_경기도하남시신장동526형제빌딩
133,소독업,09_30_11_P,4050000,PHMB520204050149042500004,2020-06-10,,1,영업/정상,13,영업중,,,,,,,,경기도 용인시 수지구 풍덕천동 683번지 11호 삼익목재합판,"경기도 용인시 수지구 문인로3번길 22,                  삼익목재합판 201호 (풍덕천동)",16829.0,월드크린환경,2026-02-05 17:25:37,U,2026-02-07 02:40:00,,208987.294320566,425479.227874858,28.2,19.8,1,2,0,3,5,5,5,1,,월드크린환경_경기도용인시수지구풍덕천동683번지11호삼익목재합판
101,소독업,09_30_11_P,5380000,PHMB520205380021042500009,2020-06-09,,3,폐업,3,폐업,2026-02-03,,,,,,,경상남도 양산시 동면 석산리 877번지 4호,"경상남도 양산시 동면 석산4길 5-13, 주2동(건물내 일부)",50638.0,주식회사 엔와이 엘이디,2026-02-03 10:56:18,U,2026-02-06 02:40:00,,384707.784612206,203507.842041384,14.21,11.52,2,3,0,3,5,5,5,2,,주식회사엔와이엘이디_경상남도양산시동면석산리877번지4호
182,소독업,09_30_11_P,3830000,PHMB520203830263042500007,2020-05-14,,1,영업/정상,13,영업중,,,,,02-535-8771,,,경기도 안양시 동안구 관양동 1802번지 평촌 오비즈타워,"경기도 안양시 동안구 벌말로 126, 평촌 오비즈타워 511호 (관양동)",14057.0,(주)클레어,2026-02-09 14:01:25,U,2026-02-11 02:40:00,,197294.653649091,433065.342670877,32.1,13.85,1,2,0,3,5,5,5,1,,(주)클레어_경기도안양시동안구관양동1802번지평촌오비즈타워
97,소독업,09_30_11_P,5380000,PHMB520205380021042500006,2020-04-29,,3,폐업,3,폐업,2026-02-03,,,,,,,경상남도 양산시 중부동 667번지 1호 세종빌딩 505호,"경상남도 양산시 양주1길 11, 세종빌딩 5층 505호 (중부동)",50620.0,하나방역 양산지점,2026-02-03 10:56:27,U,2026-02-06 02:40:00,,384589.434221838,206453.376102244,16.0,6.72,1,2,0,3,5,5,5,1,,하나방역양산지점_경상남도양산시중부동667번지1호세종빌딩505호
154,소독업,09_30_11_P,4020000,PHMB520204020028042500004,2020-04-10,,1,영업/정상,13,영업중,,,,,031-473-5517,,,경기도 군포시 산본동 1142번지 2호 대우디오플러스,"경기도 군포시 번영로 505, 대우디오플러스 12층 1219호 (산본동)",15865.0,온누리컨설팅,2026-02-06 17:20:22,U,2026-02-08 02:40:00,,194028.371987654,428538.874931021,28.05,3.4,1,2,0,3,5,5,5,1,,온누리컨설팅_경기도군포시산본동1142번지2호대우디오플러스
