"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","자본금","거래처",
"155","석유판매업","09_28_08_P","3050000","2006305008201500010","2006-04-14","","01","영업/정상","01","신규등록","","","","","0222441972","512","","서울특별시 동대문구 휘경동 275-6","서울특별시 동대문구 망우로 90 (휘경동)","","(주)안국에너지 삼원주유소","2026-02-12 14:20:03","U","2026-02-14 02:40:00","주유소","205518.080890579","454209.95759739","","",
"156","석유판매업","09_28_08_P","3050000","1994305008201500033","1994-02-21","","01","영업/정상","01","신규등록","","","","","02-2215-6543","297","","서울특별시 동대문구 휘경동 43-79","서울특별시 동대문구 한천로 263 (휘경동)","02503","열린주유소","2026-02-12 14:13:18","U","2026-02-14 02:40:00","주유소","205903.356713794","453543.412905266","","",
"157","석유판매업","09_28_08_P","3240000","1993324007301500021","1993-05-19","","01","영업/정상","06","휴지사업재개","","2014-05-14","2014-07-15","2014-08-06","02 4849323","607","","서울특별시 강동구 천호동 308-11","서울특별시 강동구 천중로 67 (천호동)","","천호 셀프주유소","2026-02-12 09:24:36","U","2026-02-14 02:40:00","주유소","211372.250504166","449215.850465388","","",
"158","석유판매업","09_28_08_P","3130000","1987313011801500009","1987-04-02","","01","영업/정상","06","휴지사업재개","","2019-02-11","2019-06-30","2019-08-07","02  334 0917","552.4","","서울특별시 마포구 망원동 481-3","서울특별시 마포구 월드컵로 119 (망원동)","","(주)안국에너지 망원동주유소","2026-02-13 17:55:42","U","2026-02-15 02:40:00","주유소","191735.501542281","450727.20270736","","",
"159","석유판매업","09_28_08_P","4331000","2000433003001500044","2000-02-16","","01","영업/정상","07","영업개시","","","","","033 462 5124","1404","","강원특별자치도 인제군 북면 원통리 459-11","강원특별자치도 인제군 북면 설악로 2775","","(주)GS이앤알 동일주유소","2026-02-13 15:40:25","U","2026-02-15 02:40:00","주유소","305331.742384724","513103.720866228","","",
"160","석유판매업","09_28_08_P","3620000","2008362008001500011","1973-10-02","","01","영업/정상","01","신규등록","","","","","062 264 7211","944.4","","광주광역시 북구 각화동 495-8","광주광역시 북구 동문대로 218 (각화동)","","우신주유소","2026-02-13 11:31:47","U","2026-02-15 02:40:00","주유소","193627.671270882","186936.884897138","","",
"161","석유판매업","09_28_08_P","5530000","1982553023201500000","1982-07-24","","01","영업/정상","07","영업개시","","","","","031  3543343","490","","경기도 화성시 만세구 팔탄면 가재리 546-34","경기도 화성시 만세구 팔탄면 삼천병마로 355","","발안주유소","2026-02-13 11:05:06","U","2026-02-15 02:40:00","주유소","192617.320471651","404621.888903961","","",
"162","석유판매업","09_28_08_P","3520000","1994352001101500014","1995-03-12","","01","영업/정상","07","영업개시","","","","","032-434-5189","1479","","인천광역시 연수구 선학동 21-14","인천광역시 연수구 매소홀로 710 (선학동)","","연수하이웨이주유소","2026-02-13 15:01:16","U","2026-02-15 02:40:00","주유소","173500.83445384","437430.975831683","","",
"163","석유판매업","09_28_08_P","3290000","2000329001301500016","1976-05-13","","01","영업/정상","06","휴지사업재개","","","","2025-10-01","0516325189","1053","","부산광역시 부산진구 범천동 1296-20","부산광역시 부산진구 신암로 14 (범천동)","","항도주유소","2026-02-13 16:40:07","U","2026-02-15 02:40:00","주유소","387323.529590308","184605.330852271","","",
"164","석유판매업","09_28_08_P","5710000","2010441006701500005","2010-07-27","","01","영업/정상","01","신규등록","","","","","","1892","","충청북도 청주시 상당구 문의면 남계리 160-7 1통2반","충청북도 청주시 상당구 문의면 미천고은로 141","","(주)문의에너지","2026-02-13 09:13:38","U","2026-02-15 02:40:00","주유소","245041.967225142","337396.048203576","","",
"165","석유판매업","09_28_08_P","3480000","2002348006901500004","2002-11-05","","02","휴업","05","사업휴지","","2026-01-26","2026-03-02","","","1278","","대구광역시 달성군 화원읍 성산리 209","대구광역시 달성군 화원읍 사문진로 285","","다원주유소","2026-02-13 13:22:01","U","2026-02-15 02:40:00","주유소","333771.628595322","257577.787027044","","",
"166","석유판매업","09_28_08_P","3370000","1993337001401500018","1993-11-30","","01","영업/정상","01","신규등록","","","","","051 7585351","887.3","","부산광역시 연제구 연산동 458-2","부산광역시 연제구 연안로 20 (연산동)","","연안로주유소","2026-02-13 17:21:22","U","2026-02-15 02:40:00","주유소","391882.703903306","189857.777735406","","",
"167","석유판매업","09_28_08_P","3370000","2002337001401500024","2002-06-11","","01","영업/정상","06","휴지사업재개","","","","2024-03-22","051-852-4144","923.05","","부산광역시 연제구 거제동 740-81","부산광역시 연제구 거제대로 130 (거제동)","","아시아드주유소","2026-02-13 17:43:10","U","2026-02-15 02:40:00","주유소","","","","",
"168","석유판매업","09_28_08_P","3370000","2016337006901500001","2016-12-09","","01","영업/정상","06","휴지사업재개","","","","2026-01-31","051-715-5189","775","","부산광역시 연제구 거제동 721-1 외 1필지","부산광역시 연제구 거제대로 98 (거제동)","","(주)이엠석유 거제주유소","2026-02-13 17:10:54","U","2026-02-15 02:40:00","주유소","","","","",
"169","석유판매업","09_28_08_P","3720000","2006372007001500002","2006-07-12","","02","휴업","05","사업휴지","","2026-02-12","2026-08-11","","052-287-5010","1650","","울산광역시 북구 진장동 진장·명촌토지구획지구내 62B 9L","울산광역시 북구 염포로 180 (진장동)","","(주)아성통상 아성울산3직영주유소","2026-02-13 14:31:13","U","2026-02-15 02:40:00","주유소","413834.002349124","231546.022197625","","",
"170","석유판매업","09_28_08_P","4620000","1999462007601500038","1999-11-18","","02","휴업","05","사업휴지","","2025-12-19","2025-12-19","","041 672 6713","2393","","충청남도 태안군 근흥면 두야리 398-4","충청남도 태안군 근흥면 서해로 1333","","장산주유소","2026-02-13 15:06:46","U","2026-02-15 02:40:00","주유소","134241.66950026","362358.82989524","","",
"171","석유판매업","09_28_08_P","4830000","2022483019501500003","2022-06-20","","02","휴업","05","사업휴지","","2025-02-18","2026-02-17","","061-333-9360","1912.8","","전라남도 나주시 빛가람동 35","전라남도 나주시 한빛로 165 (빛가람동)","58323","나주빛가람주유소","2026-02-13 16:03:58","U","2026-02-15 02:40:00","주유소","180609.331714358","170090.386724599","","",
"172","석유판매업","09_28_08_P","3990000","1976399008901500008","1976-05-25","","02","휴업","05","사업휴지","","2026-02-01","2026-05-31","","031 563 2607","","","경기도 남양주시 다산동 4137-2","경기도 남양주시 경춘로 374 (도농동)","","(주)삼호에너지 도농주유소","2026-02-14 09:17:31","U","2026-02-16 02:40:00","주유소","213728.903622385","455867.574495019","","",
"173","석유판매업","09_28_08_P","4830000","2026483019501200001","2026-02-18","","01","영업/정상","01","신규등록","","","","","0613398382","100","","전라남도 나주시 송월동 1100 나주시청","전라남도 나주시 시청길 22, 나주시청 (송월동)","58263","기타(영업용화물 이동탱크저장소)","2026-02-18 15:54:13","I","2026-02-20 00:20:13","일반판매소","173557.07537457","168597.578814505","","",
"174","석유판매업","09_28_08_P","4830000","2019483019501500001","2019-01-23","","01","영업/정상","07","영업개시","","","","","061 335 6002","2563","","전라남도 나주시 다시면 월태리 592","전라남도 나주시 다시면 다시로 175-14, 다시농협주유소","58203","다시농협주유소","2026-02-18 11:25:25","U","2026-02-20 02:40:00","주유소","166801.557451648","168903.67609247","","",
"175","석유판매업","09_28_08_P","4830000","1994483001301500032","1994-05-31","","01","영업/정상","01","신규등록","","","","","006103357001","1438","","전라남도 나주시 노안면 안산리 1012 용산오일뱅크","전라남도 나주시 노안면 노안삼도로 460","58205","나주 I.C주유소","2026-02-18 11:19:24","U","2026-02-20 02:40:00","주유소","172390.906130944","176229.084021764","","",
"176","석유판매업","09_28_08_P","4830000","2010483011701200006","1987-03-31","","03","폐업","03","폐지","2017-12-05","","","","3362211","627","","전라남도 나주시 왕곡면 양산리 103-6","전라남도 나주시 왕곡면 고분로 1565","","마한농협 양산지점","2026-02-18 15:28:05","U","2026-02-20 02:40:00","일반판매소","173032.724081853","163580.535286689","","",
"177","석유판매업","09_28_08_P","4830000","2001483005401500001","2001-05-04","","01","영업/정상","01","신규등록","","","","","061 3375532","988","","전라남도 나주시 세지면 죽동리 213-21 세지주유소(sk)","전라남도 나주시 세지면 예향로 3187","58305","세지대림주유소","2026-02-18 12:50:25","U","2026-02-20 02:40:00","주유소","173585.042142312","160456.24816909","","",
"178","석유판매업","09_28_08_P","4830000","2002483001301500004","2002-02-15","","03","폐업","03","폐지","2015-02-11","","","","061 3374114","","","전라남도 나주시 산포면 등정리 855-32","전라남도 나주시 산포면 산남로 9","","햇살주유소","2026-02-18 15:01:10","U","2026-02-20 02:40:00","주유소","183082.39260664","171331.036956046","","",
"179","석유판매업","09_28_08_P","4830000","2000483017001200001","2000-06-02","","01","영업/정상","07","영업개시","","","","","061  3312032","","","전라남도 나주시 남평읍 남평리 198 남평농협","전라남도 나주시 남평읍 남평1로 29","58227","남평농협석유판매소","2026-02-18 13:23:07","U","2026-02-20 02:40:00","일반판매소","185396.953108758","172044.826891703","","",
"180","석유판매업","09_28_08_P","4830000","2002483001301500006","2006-06-29","","01","영업/정상","01","신규등록","","","","","061 3368877","1121","","전라남도 나주시 산포면 산제리 486-1","전라남도 나주시 산포면 세남로 1374","","산제주유소","2026-02-18 12:47:01","U","2026-02-20 02:40:00","주유소","183819.840022788","168242.990778968","","",
"181","석유판매업","09_28_08_P","4830000","1980483001301500038","1980-11-22","","03","폐업","03","폐지","1980-11-22","","","","006103344408","4178","","전라남도 나주시 송월동 964","","","(주)대창E&T직영 나영주유소","2026-02-18 15:05:17","U","2026-02-20 02:40:00","주유소","","","","",
"182","석유판매업","09_28_08_P","4830000","2002483001301500011","1978-02-16","","01","영업/정상","01","신규등록","","","","","061 3343417","2111","","전라남도 나주시 왕곡면 장산리 379","전라남도 나주시 왕곡면 예향로 3677","","효진바이오뱅크(주)영산주유소","2026-02-18 13:05:02","U","2026-02-20 02:40:00","주유소","172897.919634315","165261.523772471","","",
"183","석유판매업","09_28_08_P","4830000","2004483008901500004","2004-09-02","","01","영업/정상","01","신규등록","","","","","006103375932","749","","전라남도 나주시 산포면 등정리 920-7","전라남도 나주시 산포면 산남로 81","","영산강주유소","2026-02-18 13:00:35","U","2026-02-20 02:40:00","주유소","183728.414865904","171686.970470053","","",
"184","석유판매업","09_28_08_P","4830000","2004483008901500006","2005-12-27","","01","영업/정상","06","휴지사업재개","","","","2020-12-01","061 337 3342","879","","전라남도 나주시 세지면 송제리 790-13","전라남도 나주시 세지면 예향로 3014","","세지예향주유소","2026-02-18 12:51:26","U","2026-02-20 02:40:00","주유소","173307.640871257","158803.510729882","","",
"185","석유판매업","09_28_08_P","4830000","2005483008901200001","2006-09-18","","03","폐업","03","폐지","2010-01-04","","","","","355","","전라남도 나주시 이창동 201-8 201-9","전라남도 나주시 풍물시장1길 10-14 (이창동,201-9)","","이창석유","2026-02-18 13:25:53","U","2026-02-20 02:40:00","일반판매소","173503.913681685","166131.681093112","","",
"186","석유판매업","09_28_08_P","4830000","2005483008901500002","2006-09-18","","03","폐업","03","폐지","2025-09-11","","","","061 337 7771","809","","전라남도 나주시 다시면 가운리 232-1","전라남도 나주시 다시면 영산로 4756","","동화주유소","2026-02-18 13:18:55","U","2026-02-20 02:40:00","주유소","169120.69447644","168057.31711597","","",
"187","석유판매업","09_28_08_P","4830000","2005483008901500003","2005-07-29","","01","영업/정상","01","신규등록","","","","","061 3361585","768","","전라남도 나주시 용산동 211-1","전라남도 나주시 가마태길 33 (용산동)","","남부주유소","2026-02-18 11:21:47","U","2026-02-20 02:40:00","주유소","174352.460102008","166225.008872555","","",
"188","석유판매업","09_28_08_P","4830000","2014483013701500000","1995-08-02","","01","영업/정상","07","영업개시","","","","","061 337 5785","1400","","전라남도 나주시 왕곡면 양산리 24-3 갑산주유소","전라남도 나주시 왕곡면 예향로 3531","58304","마한농협주유소 양산점","2026-02-18 11:32:00","U","2026-02-20 02:40:00","주유소","173057.690704748","163808.977323749","","",
"189","석유판매업","09_28_08_P","4830000","2016483017001500002","2016-11-28","","01","영업/정상","06","휴지사업재개","","","","","","927","","전라남도 나주시 세지면 죽동리 227-12","전라남도 나주시 세지면 예향로 3138","","세지농협주유소","2026-02-18 12:49:32","U","2026-02-20 02:40:00","주유소","173635.198681412","159968.498921307","","",
"190","석유판매업","09_28_08_P","4830000","2003483007401500002","2003-04-11","","01","영업/정상","01","신규등록","","","","","061 3368886","1490","","전라남도 나주시 왕곡면 양산리 319-2","전라남도 나주시 왕곡면 예향로 3379","58305","양산주유소","2026-02-18 12:59:55","U","2026-02-20 02:40:00","주유소","173184.177976167","162302.160249458","","",
"191","석유판매업","09_28_08_P","4830000","2004483008901500001","2005-05-02","","01","영업/정상","01","신규등록","","","","","061 334 4800","1400","","전라남도 나주시 송월동 667","전라남도 나주시 예향로 4191 (송월동)","","송월주유소","2026-02-18 15:53:45","U","2026-02-20 02:40:00","주유소","173544.809112627","169814.192958047","","",
"192","석유판매업","09_28_08_P","4830000","2004483008901500003","2005-03-28","","01","영업/정상","01","신규등록","","","","","061 336 4040","909","","전라남도 나주시 노안면 학산리 270-26","전라남도 나주시 노안면 건재로 718","","청정이엔지(주) 나주점","2026-02-18 13:19:28","U","2026-02-20 02:40:00","주유소","178440.744166548","175469.166109077","","",
"193","석유판매업","09_28_08_P","4830000","2013483013701500001","2014-06-13","","01","영업/정상","01","신규등록","","","","","061 337 5900","1490","","전라남도 나주시 남평읍 평산리 200","전라남도 나주시 남평읍 영산로 6685","","(유)일등에너지","2026-02-18 15:22:30","U","2026-02-20 02:40:00","주유소","185467.864807667","173646.480635058","","",
"194","석유판매업","09_28_08_P","4830000","2006483008901500001","2006-12-21","","03","폐업","03","폐지","2018-04-27","","","","0613325434","1911","","전라남도 나주시 왕곡면 장산리 412-2","전라남도 나주시 왕곡면 예향로 3627","","송죽2주유소","2026-02-18 12:54:32","U","2026-02-20 02:40:00","주유소","172877.88135088","164776.590269295","","",
"195","석유판매업","09_28_08_P","4830000","2006483008901500002","2007-04-20","","01","영업/정상","07","영업개시","","","","","061 334 1919","852","","전라남도 나주시 다시면 가운리 277-1","전라남도 나주시 다시면 영산로 4732","","동네방네 주유소","2026-02-18 11:28:34","U","2026-02-20 02:40:00","주유소","168890.127089476","168142.637448124","","",
"196","석유판매업","09_28_08_P","4830000","2007483011701500002","2007-12-26","","01","영업/정상","07","영업개시","","","","","061 332 5182","1464","","전라남도 나주시 동수동 4-5","전라남도 나주시 나주서부로 97 (동수동)","","(유)안전에너지주유소","2026-02-18 10:57:39","U","2026-02-20 02:40:00","주유소","172013.646393774","165039.440813891","","",
"197","석유판매업","09_28_08_P","4830000","2008483011701500002","2008-07-01","","01","영업/정상","01","신규등록","","","","","","4502","","전라남도 나주시 금천면 촌곡리 45 GS주유소","전라남도 나주시 금천면 영산로 5845","58211","금천농협주유소","2026-02-18 11:17:47","U","2026-02-20 02:40:00","주유소","178679.816405986","170700.873933758","","",
"198","석유판매업","09_28_08_P","4830000","2010483011701200008","2003-06-10","","03","폐업","03","폐지","2010-06-01","","","","3362211","1198","","전라남도 나주시 반남면 흥덕리 22-27","","","마한농협","2026-02-18 15:00:26","U","2026-02-20 02:40:00","일반판매소","168157.668676221","156073.377215918","","",
"199","석유판매업","09_28_08_P","4830000","2010483011701500001","2010-06-01","","01","영업/정상","01","신규등록","","","","","0613362212","413","","전라남도 나주시 반남면 흥덕리 26-3","전라남도 나주시 반남면 고분로 610","58302","마한농협주유소","2026-02-18 11:04:08","U","2026-02-20 02:40:00","주유소","168209.584779412","156102.338036699","","",
"200","석유판매업","09_28_08_P","4830000","2011483013701500001","2011-09-16","","01","영업/정상","06","휴지사업재개","","2018-10-01","2019-03-31","2019-03-29","061 3372 533","2804","","전라남도 나주시 세지면 죽동리 210-1","전라남도 나주시 세지면 예향로 3230","","정다운주유소","2026-02-18 13:10:32","U","2026-02-20 02:40:00","주유소","173613.923973383","160875.228340976","","",
"201","석유판매업","09_28_08_P","4830000","2008483011701500003","2008-09-30","","01","영업/정상","01","신규등록","","","","","061 335 3744","1490","","전라남도 나주시 세지면 죽동리 204-5","전라남도 나주시 세지면 예향로 3174","58305","대흥주유소","2026-02-18 11:26:42","U","2026-02-20 02:40:00","주유소","173670.082286562","160327.183061956","","",
"202","석유판매업","09_28_08_P","4830000","2008483011701500004","2008-12-04","","01","영업/정상","01","신규등록","","","","","061-337-6969","1454","","전라남도 나주시 왕곡면 장산리 411-18","전라남도 나주시 왕곡면 나주서부로 11","","(주)종합 영산포주유소","2026-02-18 13:06:17","U","2026-02-20 02:40:00","주유소","172793.296704446","165160.617179773","","",
"203","석유판매업","09_28_08_P","4830000","2010483011701200002","1980-09-12","","03","폐업","03","폐지","2017-12-05","","","","3362211","3082","","전라남도 나주시 왕곡면 덕산리 590-76","전라남도 나주시 왕곡면 나주서부로 372","","마한농협 왕곡지점","2026-02-18 15:00:49","U","2026-02-20 02:40:00","일반판매소","169938.038250964","163394.622968182","","",
"204","석유판매업","09_28_08_P","4830000","1997483001301500065","1997-11-08","","01","영업/정상","01","신규등록","","","","","061-337-4451","1395.82","","전라남도 나주시 남외동 41","전라남도 나주시 남고문로 72 (남외동)","","남고문 self 주유소","2026-02-18 11:19:58","U","2026-02-20 02:40:00","주유소","174273.108965551","170006.272778197","","",
"205","석유판매업","09_28_08_P","4830000","1981483001301500005","1981-06-19","","01","영업/정상","01","신규등록","","","","","006103312331","1848","","전라남도 나주시 남평읍 남평리 16-1","전라남도 나주시 남평읍 남평1로 54","","광남주유소","2026-02-18 11:14:33","U","2026-02-20 02:40:00","주유소","185658.929590368","172033.686130863","","",
"206","석유판매업","09_28_08_P","4830000","1981483001301500006","1981-09-21","","01","영업/정상","01","신규등록","","","","","006103353030","496","","전라남도 나주시 공산면 남창리 462-4","전라남도 나주시 공산면 공산로 142","","공산농협주유소","2026-02-18 15:33:29","U","2026-02-20 02:40:00","주유소","163981.032098242","160526.045543731","","",
"207","석유판매업","09_28_08_P","4830000","1995483001301500058","2006-05-01","","01","영업/정상","01","신규등록","","","","","006103313138","982","","전라남도 나주시 금천면 오강리 225-13","전라남도 나주시 금천면 영산로 5680","","빛가람주유소","2026-02-18 12:46:06","U","2026-02-20 02:40:00","주유소","177109.170500243","170713.050855698","","",
"208","석유판매업","09_28_08_P","4830000","1996483001301500061","1996-04-29","","01","영업/정상","01","신규등록","","","","","061  3378861","894","","전라남도 나주시 남평읍 수원리 700-1","전라남도 나주시 남평읍 산남로 295","","남평제1주유소","2026-02-18 11:05:08","U","2026-02-20 02:40:00","주유소","185439.498748326","172603.329578627","","",
"209","석유판매업","09_28_08_P","4830000","1997483001301500067","1997-12-30","","03","폐업","03","폐지","2024-01-26","","","","061-336-5182","722","","전라남도 나주시 다시면 신광리 920-1","전라남도 나주시 다시면 영산로 4875","","남도주유소","2026-02-18 15:01:58","U","2026-02-20 02:40:00","주유소","170021.244293658","168529.910209746","","",
"210","석유판매업","09_28_08_P","4830000","1981483001301500037","1998-01-09","","01","영업/정상","01","신규등록","","","","","006103343073","496","","전라남도 나주시 이창동 190-3","전라남도 나주시 예향로 3810 (이창동)","","중앙주유소","2026-02-18 13:16:13","U","2026-02-20 02:40:00","주유소","173761.876324372","166198.430198731","","",
"211","석유판매업","09_28_08_P","4830000","1982483001301500007","1982-04-29","","02","휴업","05","사업휴지","","2025-02-12","2027-02-17","","006103354501","1554","","전라남도 나주시 다시면 월태리 587-75","전라남도 나주시 다시면 영산로 4520","","복암주유소","2026-02-18 11:12:10","U","2026-02-20 02:40:00","주유소","166995.839287197","169099.314337927","","",
"212","석유판매업","09_28_08_P","4830000","1998483001301200006","1998-09-24","","01","영업/정상","01","신규등록","","","","","","","","전라남도 나주시 삼도동 1248-2","전라남도 나주시 삼도길 5 (삼도동)","","인성에너지","2026-02-18 13:26:23","U","2026-02-20 02:40:00","일반판매소","175007.428193331","169325.345964947","","",
"213","석유판매업","09_28_08_P","4830000","1990483001301500010","1990-04-02","","03","폐업","03","폐지","2021-09-15","","","","061 335 5188","1455","","전라남도 나주시 다시면 가운리 127-1","전라남도 나주시 다시면 영산로 4806","","가운주유소","2026-02-18 15:04:26","U","2026-02-20 02:40:00","주유소","169644.965647455","167960.003663125","","",
"214","석유판매업","09_28_08_P","4830000","1990483001301500011","1990-09-24","","01","영업/정상","06","휴지사업재개","","","","","061 335 9119","1187","","전라남도 나주시 동강면 인동리 326-2 2통1반","전라남도 나주시 동강면 나주서부로 1461","","동강주유소","2026-02-18 11:28:02","U","2026-02-20 02:40:00","주유소","160954.198695946","159948.86246434","","",
"215","석유판매업","09_28_08_P","4830000","1990483001301500012","1990-12-29","","01","영업/정상","01","신규등록","","","","","006103375329","1557","","전라남도 나주시 남평읍 우산리 653-6","전라남도 나주시 남평읍 지석로 764","","동일주유소","2026-02-18 11:29:05","U","2026-02-20 02:40:00","주유소","188948.646842539","166851.437809174","","",
"216","석유판매업","09_28_08_P","4830000","1983483001301200007","1983-10-22","","01","영업/정상","01","신규등록","","","","","061  3365003","","","전라남도 나주시 문평면 안곡리 120-13","전라남도 나주시 문평면 체암로 303","","다시농협 문평지점","2026-02-18 13:24:11","U","2026-02-20 02:40:00","일반판매소","163734.845356328","172962.262459001","","",
"217","석유판매업","09_28_08_P","4830000","1985483001301500026","2006-01-06","","01","영업/정상","01","신규등록","","","","","006103314200","540","","전라남도 나주시 남평읍 남평리 202","전라남도 나주시 남평읍 남평1로 36","","남평주유소","2026-02-18 15:21:42","U","2026-02-20 02:40:00","주유소","185464.124615669","172008.069768359","","",
"218","석유판매업","09_28_08_P","4830000","1986483001301200007","1986-09-08","","01","영업/정상","01","신규등록","","","","","061 337 1005","","","전라남도 나주시 산포면 매성리 574 산포농협","전라남도 나주시 산포면 산포로 421","58214","산포농협","2026-02-18 13:25:21","U","2026-02-20 02:40:00","일반판매소","181950.045131542","170751.575727459","","",
"219","석유판매업","09_28_08_P","4830000","1986483001301500013","2007-02-02","","01","영업/정상","01","신규등록","","","","","006103350003","950","","전라남도 나주시 노안면 학산리 780-98","전라남도 나주시 노안면 학산길 1","","노안농협주유소","2026-02-18 11:23:52","U","2026-02-20 02:40:00","주유소","177054.652409834","173926.860582782","","",
"220","석유판매업","09_28_08_P","4830000","1989483001301200002","1989-04-19","","01","영업/정상","07","영업개시","","","","","061303357531","216","","전라남도 나주시 다도면 신동리 129-8","전라남도 나주시 다도면 다도로 791","","남평농협다도지점","2026-02-18 13:23:33","U","2026-02-20 02:40:00","일반판매소","184105.366466231","160582.295543039","","",
"221","석유판매업","09_28_08_P","4830000","1997483001301200027","1997-11-07","","01","영업/정상","01","신규등록","","","","","061  3357966","","","전라남도 나주시 다시면 월태리 942","전라남도 나주시 다시면 월곡길 15","","나주석유 판매소","2026-02-18 13:22:11","U","2026-02-20 02:40:00","일반판매소","166550.38556203","168689.592521544","","",
"222","석유판매업","09_28_08_P","4830000","1992483001301500023","2005-07-15","","03","폐업","03","폐지","2020-12-22","","","","006103365188","1442","","전라남도 나주시 문평면 옥당리 1289-5","전라남도 나주시 문평면 영산로 4346","","오렌지주유소(주)","2026-02-18 15:03:53","U","2026-02-20 02:40:00","주유소","165415.049585489","169633.148169911","","",
"223","석유판매업","09_28_08_P","4830000","1992483001301500024","2006-05-18","","03","폐업","03","폐지","2020-04-16","","","","061  3377311","4421","","전라남도 나주시 세지면 송제리 644-15 죽동주유소(sk)","전라남도 나주시 세지면 예향로 3084, 죽동주유소(sk)","58316","(주)대창석유직영 죽동주유소","2026-02-18 15:33:06","U","2026-02-20 02:40:00","주유소","173573.473036472","159480.561833666","","",
"224","석유판매업","09_28_08_P","4830000","1992483001301500027","1992-12-24","","01","영업/정상","01","신규등록","","","","","006103372456","957","","전라남도 나주시 동강면 대전리 965-1","전라남도 나주시 동강면 동강로 246","58295","대동주유소","2026-02-18 11:26:09","U","2026-02-20 02:40:00","주유소","159092.440301703","156876.296078211","","",
"225","석유판매업","09_28_08_P","4830000","1994483001301500034","1994-07-20","","01","영업/정상","01","신규등록","","","","","061  3347769","1323","","전라남도 나주시 봉황면 신동리 240-1","전라남도 나주시 봉황면 봉황로 347","","신황에너지","2026-02-18 12:57:34","U","2026-02-20 02:40:00","주유소","176766.271986455","163024.335815605","","",
"226","석유판매업","09_28_08_P","4830000","1978483001301500002","1978-02-16","2000-06-22","04","취소/말소/만료/정지/중지","02","등록취소","","","","","006103337800","1848","","전라남도 나주시 왕곡면 장산리 379 영산주유소","전라남도 나주시 왕곡면 예향로 3677, 영산주유소","58275","영산주유소","2026-02-18 13:05:40","U","2026-02-20 02:40:00","주유소","172897.919634315","165261.523772471","","",
"227","석유판매업","09_28_08_P","4830000","1993483001301500029","1993-10-09","","02","휴업","05","사업휴지","","2018-11-30","2019-11-29","","061 336 1177","1071","","전라남도 나주시 왕곡면 덕산리 590-80","전라남도 나주시 왕곡면 덕산길 3","","왕곡주유소","2026-02-18 11:06:41","U","2026-02-20 02:40:00","주유소","169843.381918037","163207.047193508","","",
"228","석유판매업","09_28_08_P","4830000","1993483001301500046","2005-10-17","","03","폐업","03","폐지","2021-03-16","","","","061  3323350","3407","","전라남도 나주시 삼영동 90","전라남도 나주시 예향로 3958 (삼영동)","","삼영주유소","2026-02-18 15:03:22","U","2026-02-20 02:40:00","주유소","173554.842633544","167549.667631352","","",
"229","석유판매업","09_28_08_P","4830000","1994483001301500047","1994-03-29","","03","폐업","03","폐지","2004-02-02","","","","006103335186","221","","전라남도 나주시 경현동 354-1","전라남도 나주시 영산로 5200 (경현동)","","현대주유소","2026-02-18 15:02:51","U","2026-02-20 02:40:00","주유소","172881.818743815","169763.684454097","","",
"230","석유판매업","09_28_08_P","4830000","1995483001301500048","2005-03-28","","03","폐업","03","폐지","2016-05-09","","","","","660","","전라남도 나주시 남평읍 교원리 517-3","전라남도 나주시 남평읍 교원교촌길 5","","호산주유소","2026-02-18 15:02:20","U","2026-02-20 02:40:00","주유소","184975.100006438","170653.09496426","","",
"231","석유판매업","09_28_08_P","4830000","1995483001301500052","1995-11-25","","01","영업/정상","01","신규등록","","","","","061-336-3800","1749","","전라남도 나주시 다시면 월태리 788","전라남도 나주시 다시면 영산로 4469","","월광주유소","2026-02-18 13:08:31","U","2026-02-20 02:40:00","주유소","166585.43835374","169408.247185994","","",
"232","석유판매업","09_28_08_P","4830000","1994483001301500030","2006-09-15","","02","휴업","05","사업휴지","","2025-12-10","2026-12-09","","061  3349555","1231","","전라남도 나주시 남평읍 수원리 530-23 현대오일뱅크금당주유소","전라남도 나주시 남평읍 산남로 438","58224","금당주유소","2026-02-18 11:06:07","U","2026-02-20 02:40:00","주유소","186455.532918906","173543.247588238","","",
"233","석유판매업","09_28_08_P","4830000","1994483001301500031","2005-10-27","","01","영업/정상","06","휴지사업재개","","","","2021-03-12","06103356315","1487","","전라남도 나주시 노안면 도산리 69","전라남도 나주시 노안면 건재로 683","","(주)대원노안제일주유소","2026-02-18 11:05:53","U","2026-02-20 02:40:00","주유소","178130.322763571","175263.645295109","","",
"234","석유판매업","09_28_08_P","4830000","1989483001301500041","2007-06-21","","02","휴업","05","사업휴지","","2025-11-28","2026-11-27","","006103329270","2322","","전라남도 나주시 대호동 311-11 GS칼텍스광라주유소","전라남도 나주시 건재로 196 (대호동)","58243","광라주유소","2026-02-18 11:15:13","U","2026-02-20 02:40:00","주유소","174619.13210606","172403.812200168","","",
