번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),자산규모,부채총액,자본금,판매방식명,Unnamed: 32,record_key
1107,통신판매업,08_26_04_P,4050000,2026564001830201053,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 용인시 수지구 죽전동 ****-* 죽전스카이프라자,"경기도 용인시 수지구 현암로 ***, ***호 ******호 (죽전동, 죽전스카이프라자)",16880,불칸(Vulcan),2026-03-03 18:05:17,I,2026-03-05 00:20:02,종합몰,211077.285366824,425506.248650417,0,0,0,인터넷,,불칸(Vulcan)_경기도용인시수지구죽전동****-*죽전스카이프라자
1106,통신판매업,08_26_04_P,5350000,2026535037430200249,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경상남도 김해시 서상동 **-**,"경상남도 김해시 가락로 **, *층 (서상동)",50916,프레쉬글로벌,2026-03-03 21:16:07,I,2026-03-05 00:20:02,건강/식품 의류/패션/잡화/뷰티,371167.239421319,194497.414910363,0,0,0,인터넷,,프레쉬글로벌_경상남도김해시서상동**-**
1105,통신판매업,08_26_04_P,5350000,2026535037430200248,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경상남도 김해시 삼방동 ***-* 국제쇼핑타운,"경상남도 김해시 활천로***번길 **, ***호 (삼방동, 국제쇼핑타운)",50818,루벤티아,2026-03-03 21:15:22,I,2026-03-05 00:20:02,컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티 성인/성인용품,373609.137957081,195525.950832808,0,0,0,인터넷,,루벤티아_경상남도김해시삼방동***-*국제쇼핑타운
1104,통신판매업,08_26_04_P,5590000,2026559032130200949,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 양주시 옥정동 ***-* 폴리프라자Ⅱ,"경기도 양주시 옥정동로*다길 **-**, 폴리프라자Ⅱ ***호 전부 A*** (옥정동)",11473,소토컴퍼니9,2026-03-03 16:43:21,I,2026-03-05 00:20:02,종합몰,208153.74,479703.91,0,0,0,인터넷,,소토컴퍼니9_경기도양주시옥정동***-*폴리프라자Ⅱ
1103,통신판매업,08_26_04_P,5590000,2026559032130200948,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 양주시 옥정동 ***-* 폴리프라자Ⅱ,"경기도 양주시 옥정동로*다길 **-**, 폴리프라자Ⅱ ***호 D*** (옥정동)",11473,모두팜,2026-03-03 16:41:43,I,2026-03-05 00:20:02,종합몰,208153.74,479703.91,0,0,0,인터넷,,모두팜_경기도양주시옥정동***-*폴리프라자Ⅱ
1102,통신판매업,08_26_04_P,5590000,2026559032130200947,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 양주시 옥정동 **** ELIF 옥정 시그니처,"경기도 양주시 옥정동로*길 **, ***동 ****호 (옥정동, ELIF 옥정 시그니처)",11466,프룻티,2026-03-03 16:39:57,I,2026-03-05 00:20:02,종합몰,208458.205901061,481180.508803952,0,0,0,인터넷,,프룻티_경기도양주시옥정동****ELIF옥정시그니처
1101,통신판매업,08_26_04_P,3990000,2026399031630200136,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 남양주시 오남읍 양지리 ***-*,경기도 남양주시 오남읍 양지로***번길 ***-**,12047,(주)경보기획,2026-03-03 13:38:19,I,2026-03-05 00:20:02,의류/패션/잡화/뷰티,217008.091948313,465494.845416115,0,0,0,인터넷,,(주)경보기획_경기도남양주시오남읍양지리***-*
1097,통신판매업,08_26_04_P,5590000,2026559032130200946,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 양주시 옥정동 ***-* 폴리프라자Ⅱ,"경기도 양주시 옥정동로*다길 **-**, 폴리프라자Ⅱ ***호-D***호 (옥정동)",11473,샵보물창고몰,2026-03-03 16:38:31,I,2026-03-05 00:20:02,종합몰,208153.74,479703.91,0,0,0,인터넷,,샵보물창고몰_경기도양주시옥정동***-*폴리프라자Ⅱ
1078,통신판매업,08_26_04_P,5020000,2026502048430200196,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경상북도 포항시 북구 기북면 용기리 ***-*,경상북도 포항시 북구 기북면 기북로 ***,37524,물오름콩농업회사법인 주식회사,2026-03-03 13:09:47,I,2026-03-05 00:20:02,건강/식품,395029.649300623,294352.864565667,0,0,0,인터넷,,물오름콩농업회사법인주식회사_경상북도포항시북구기북면용기리***-*
1096,통신판매업,08_26_04_P,5590000,2026559032130200945,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 양주시 옥정동 ***-* 폴리프라자Ⅱ,"경기도 양주시 옥정동로*다길 **-**, 폴리프라자Ⅱ ***호B***호 (옥정동)",11473,골드상점,2026-03-03 16:36:54,I,2026-03-05 00:20:02,종합몰,208153.74,479703.91,0,0,0,인터넷,,골드상점_경기도양주시옥정동***-*폴리프라자Ⅱ
1094,통신판매업,08_26_04_P,3480000,2026348039730200148,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,대구광역시 달성군 가창면 우록리 **,대구광역시 달성군 가창면 우록길 ***-**,42940,엔스텝,2026-03-03 16:40:45,I,2026-03-05 00:20:02,의류/패션/잡화/뷰티,349834.928823523,248523.082293472,0,0,0,인터넷,,엔스텝_대구광역시달성군가창면우록리**
1093,통신판매업,08_26_04_P,3480000,2026348039730200147,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,대구광역시 달성군 현풍읍 중리 ***-*,"대구광역시 달성군 현풍읍 현풍중앙로**길 **, ***호",42996,해운대양품점 대구점,2026-03-03 16:28:08,I,2026-03-05 00:20:02,기타,330930.257049996,244885.923580283,0,0,0,인터넷,,해운대양품점대구점_대구광역시달성군현풍읍중리***-*
1092,통신판매업,08_26_04_P,3480000,2026348039730200146,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,대구광역시 달성군 다사읍 죽곡리 ***-* 강창하이츠,"대구광역시 달성군 다사읍 달구벌대로 ***, ***동 ***호 (강창하이츠)",42915,몽땅마켓(MONG-TTANG MARKET),2026-03-03 15:51:39,I,2026-03-05 00:20:02,종합몰,331916.550581425,263290.230567678,0,0,0,인터넷,,몽땅마켓(MONG-TTANGMARKET)_대구광역시달성군다사읍죽곡리***-*강창하이츠
1091,통신판매업,08_26_04_P,3480000,2026348039730200145,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,대구광역시 달성군 다사읍 매곡리 **** 힐스테이트 다사역,"대구광역시 달성군 다사읍 매곡로**길 **, ***동 ****호 (힐스테이트 다사역)",42908,부부바스튜디오(bububa studio),2026-03-03 15:22:33,I,2026-03-05 00:20:02,의류/패션/잡화/뷰티,331454.018837529,263711.004614514,0,0,0,인터넷,,부부바스튜디오(bububastudio)_대구광역시달성군다사읍매곡리****힐스테이트다사역
1090,통신판매업,08_26_04_P,3240000,2026324028930200397,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강동구 고덕동 *** 아남아파트,"서울특별시 강동구 양재대로 ****, *동 ***호 (고덕동, 아남아파트)",05230,스프링업,2026-03-03 18:00:02,I,2026-03-05 00:20:02,의류/패션/잡화/뷰티,212828.316145801,450633.424645698,0,0,0,인터넷,,스프링업_서울특별시강동구고덕동***아남아파트
1088,통신판매업,08_26_04_P,4050000,2026564001830201050,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 용인시 수지구 죽전동 *** 프라임조명,"경기도 용인시 수지구 용구대로****번길 *, 프라임조명 *층 ***-***호 (죽전동)",16866,주식회사 엠케이아이디어박스,2026-03-03 17:50:39,I,2026-03-05 00:20:02,기타,209672.025599037,425857.769482926,0,0,0,기타,,주식회사엠케이아이디어박스_경기도용인시수지구죽전동***프라임조명
1087,통신판매업,08_26_04_P,4050000,2026564001830201049,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 용인시 수지구 죽전동 *** 죽전퍼스트하임,"경기도 용인시 수지구 대지로 **, 상가동동 *층층 ***호-D**호 (죽전동, 죽전퍼스트하임)",16872,뉴제트오더마켓,2026-03-03 17:44:23,I,2026-03-05 00:20:02,종합몰,210066.479871566,425304.139869458,0,0,0,인터넷,,뉴제트오더마켓_경기도용인시수지구죽전동***죽전퍼스트하임
1086,통신판매업,08_26_04_P,3860000,2026387100730200421,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 부천시 원미구 상동 ***-* 굿모닝오피스텔,"경기도 부천시 원미구 길주로 **, 굿모닝오피스텔 ****호 (상동)",14544,조각,2026-03-03 09:52:47,I,2026-03-05 00:20:02,종합몰 의류/패션/잡화/뷰티 자동차/자동차용품,177750.078906076,444830.621797965,0,0,0,인터넷,,조각_경기도부천시원미구상동***-*굿모닝오피스텔
1085,통신판매업,08_26_04_P,3860000,2026387100730200420,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 부천시 원미구 심곡동 ***-*,"경기도 부천시 원미구 부천로**번길 *, ***-S*호 (심곡동)",14634,로마로마로,2026-03-03 09:35:25,I,2026-03-05 00:20:02,종합몰,180713.17123244,442768.956714268,0,0,0,인터넷,,로마로마로_경기도부천시원미구심곡동***-*
1083,통신판매업,08_26_04_P,3990000,2026399033030200053,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 남양주시 일패동 ***-*,경기도 남양주시 경춘로***번안길 * (일패동),12243,주식회사 디에이치로직스,2026-03-03 20:08:19,I,2026-03-05 00:20:02,종합몰,216069.168836487,458128.27181521,0,0,0,인터넷,,주식회사디에이치로직스_경기도남양주시일패동***-*
1082,통신판매업,08_26_04_P,3990000,2026399033630200559,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 남양주시 별내동 ***-*,"경기도 남양주시 별내*로 ***, *층 ***-a**호 (별내동)",12097,넥스트커머스,2026-03-03 14:15:39,I,2026-03-05 00:20:02,종합몰,210314.39,462650.455,0,0,0,인터넷,,넥스트커머스_경기도남양주시별내동***-*
1081,통신판매업,08_26_04_P,3990000,2026399033630200558,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 남양주시 별내동 ***-*,"경기도 남양주시 별내*로 ***, *층 ***-Z**호 (별내동)",12097,베이스마켓,2026-03-03 14:11:26,I,2026-03-05 00:20:02,종합몰,210314.39,462650.455,0,0,0,인터넷,,베이스마켓_경기도남양주시별내동***-*
1080,통신판매업,08_26_04_P,3990000,2026399033630200557,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 남양주시 별내동 ***-*,"경기도 남양주시 별내*로 ***, *동 *층 *호 -M**호 (별내동)",12097,제로익스프레스,2026-03-03 13:39:28,I,2026-03-05 00:20:02,종합몰,210314.39,462650.455,0,0,0,인터넷,,제로익스프레스_경기도남양주시별내동***-*
1117,통신판매업,08_26_04_P,3150000,2026315020030200664,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강서구 가양동 ****-* 이스타빌*차,"서울특별시 강서구 양천로**길 **-**, 이스타빌*차 ***호 (가양동)",07526,윤택,2026-03-03 20:11:47,I,2026-03-05 00:20:02,종합몰,186915.480005327,451230.088219015,0,0,0,인터넷,,윤택_서울특별시강서구가양동****-*이스타빌*차
1118,통신판매업,08_26_04_P,3150000,2026315020030200665,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강서구 염창동 *** 염창동*차한화꿈에그린아파트,"서울특별시 강서구 공항대로**길 **, 염창동*차한화꿈에그린아파트 ***동 ***호 (염창동)",07561,해피사다리차,2026-03-03 20:50:20,I,2026-03-05 00:20:02,종합몰,188165.084098678,449947.29436541,0,0,0,인터넷,,해피사다리차_서울특별시강서구염창동***염창동*차한화꿈에그린아파트
1119,통신판매업,08_26_04_P,4060000,2026406055230201059,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 파주시 동패동 ****-* 센타프라자*,"경기도 파주시 청석로 ***, 센타프라자* ****동 B층 ***호 (동패동)",10874,좋은상점,2026-03-03 15:29:45,I,2026-03-05 00:20:02,종합몰,175051.536682254,469329.561686701,0,0,0,인터넷,,좋은상점_경기도파주시동패동****-*센타프라자*
1120,통신판매업,08_26_04_P,4060000,2026406055230201060,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 파주시 산남동 ***-*,"경기도 파주시 산남로 ***-*, 건물*동 (산남동)",10882,창대 아크릴,2026-03-03 15:46:52,I,2026-03-05 00:20:02,종합몰,173318.435926022,466092.999543146,0,0,0,인터넷,,창대아크릴_경기도파주시산남동***-*
1153,통신판매업,08_26_04_P,4060000,2026406055230201065,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 파주시 야당동 *** 한빛마을*단지 자유로아이파크,"경기도 파주시 한빛로 **, ***동 ****호 (야당동, 한빛마을*단지 자유로아이파크)",10907,대원유통,2026-03-03 16:25:15,I,2026-03-05 00:20:02,교육/도서/완구/오락,177981.879471203,467800.52670791,0,0,0,인터넷,,대원유통_경기도파주시야당동***한빛마을*단지자유로아이파크
1152,통신판매업,08_26_04_P,3150000,2026315020030200663,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강서구 등촌동 ***-** 루체빌,"서울특별시 강서구 화곡로**길 **, 루체빌 ***호 (등촌동)",07571,나비톡,2026-03-03 20:07:51,I,2026-03-05 00:20:02,기타,187221.792454969,450451.924192106,0,0,0,인터넷,,나비톡_서울특별시강서구등촌동***-**루체빌
1151,통신판매업,08_26_04_P,3150000,2026315020030200662,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강서구 화곡동 ***-** 천우빌라,"서울특별시 강서구 강서로**길 **-*, ***호 (화곡동, 천우빌라)",07769,초특가만물상,2026-03-03 19:58:24,I,2026-03-05 00:20:02,종합몰,186087.149978535,447856.290491255,0,0,0,인터넷,,초특가만물상_서울특별시강서구화곡동***-**천우빌라
1150,통신판매업,08_26_04_P,3150000,2026315020030200661,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강서구 화곡동 **** 우장산숲아이파크,"서울특별시 강서구 화곡로**다길 **, ***동 ***호 (화곡동, 우장산숲아이파크)",07697,에이블마켓,2026-03-03 19:54:31,I,2026-03-05 00:20:02,종합몰,,,0,0,0,인터넷,,에이블마켓_서울특별시강서구화곡동****우장산숲아이파크
1149,통신판매업,08_26_04_P,3150000,2026315020030200660,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강서구 마곡동 ***-** 힐스테이트에코마곡,"서울특별시 강서구 공항대로 ***-**, 힐스테이트에코마곡 상가 *층 ***-케이**호 (마곡동)",07803,루다몰,2026-03-03 19:50:02,I,2026-03-05 00:20:02,종합몰 건강/식품,185548.355240195,450828.796483554,0,0,0,인터넷,,루다몰_서울특별시강서구마곡동***-**힐스테이트에코마곡
1148,통신판매업,08_26_04_P,3150000,2026315020030200659,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 강서구 가양동 **** 가양*단지아파트,"서울특별시 강서구 허준로 ***, 상가동 ***호 (가양동, 가양*단지아파트)",07533,리셋 스튜디오,2026-03-03 19:44:16,I,2026-03-05 00:20:02,기타,187311.265729415,451100.619120075,0,0,0,인터넷,,리셋스튜디오_서울특별시강서구가양동****가양*단지아파트
1147,통신판매업,08_26_04_P,3290000,2026329018630200336,2026-03-03,,3,폐업,3,폐업처리,2026-03-03,,,,,,,부산광역시 부산진구 부암동 **-*,"부산광역시 부산진구 시민공원로**번길 **, ****호 (부암동)",47191,데일리샤이니,2026-03-03 16:29:34,I,2026-03-05 00:20:02,종합몰,386798.854853296,187265.433824081,0,0,0,인터넷,,데일리샤이니_부산광역시부산진구부암동**-*
1146,통신판매업,08_26_04_P,3290000,2026329018630200335,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,부산광역시 부산진구 전포동 ***-* 한신밴,"부산광역시 부산진구 동천로 ***, ****호 남산벤투스-*** (전포동)",47247,유한회사 카멜루스,2026-03-03 13:10:43,I,2026-03-05 00:20:02,종합몰,387869.134317928,186381.28184674,0,0,0,인터넷,,유한회사카멜루스_부산광역시부산진구전포동***-*한신밴
1145,통신판매업,08_26_04_P,3160000,2026316015930200446,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 구로구 구로동 ***-** 아티스포럼,"서울특별시 구로구 디지털로**길 **, 아티스포럼 *층 ***호 (구로동)",08376,주식회사 브랜딩더코어,2026-03-03 11:21:02,I,2026-03-05 00:20:02,의류/패션/잡화/뷰티,190399.724477247,442702.053385749,0,0,0,"TV홈쇼핑, 인터넷, 카다로그, 신문잡지, 기타",,주식회사브랜딩더코어_서울특별시구로구구로동***-**아티스포럼
1144,통신판매업,08_26_04_P,3490000,2026349024230200160,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,인천광역시 중구 신흥동*가 **-** 로렌하우스,"인천광역시 중구 제물량로**번길 *, ***호 (신흥동*가, 로렌하우스)",22324,해픽,2026-03-03 15:24:59,I,2026-03-05 00:20:02,가전 컴퓨터/사무용품 가구/수납용품 의류/패션/잡화/뷰티 자동차/자동차용품,167394.716591136,440649.586214916,0,0,0,인터넷,,해픽_인천광역시중구신흥동*가**-**로렌하우스
1143,통신판매업,08_26_04_P,3490000,2026349024230200158,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,인천광역시 중구 중산동 ****-* 하늘도시 서한이다음,"인천광역시 중구 하늘별빛로 ***, ***동 ****호 (중산동, 하늘도시 서한이다음)",22391,두둥실,2026-03-03 13:30:29,I,2026-03-05 00:20:02,종합몰,160844.029667548,443756.161033246,0,0,0,인터넷,,두둥실_인천광역시중구중산동****-*하늘도시서한이다음
1142,통신판매업,08_26_04_P,3160000,2026316015930200445,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,서울특별시 구로구 항동 *** 하버라인 *단지,"서울특별시 구로구 항동로 **, ***동 ***호 (항동, 하버라인 *단지)",08368,가득찬 숙,2026-03-03 10:40:35,I,2026-03-05 00:20:02,종합몰,184387.109783644,441883.239599718,0,0,0,인터넷,,가득찬숙_서울특별시구로구항동***하버라인*단지
1140,통신판매업,08_26_04_P,3470000,2026347022730200329,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,대구광역시 달서구 상인동 ****,"대구광역시 달서구 월배로 ***, *층 (상인동)",42788,음식나라실습키트,2026-03-03 10:54:54,I,2026-03-05 00:20:02,기타,338389.094409338,258457.386563237,0,0,0,인터넷,,음식나라실습키트_대구광역시달서구상인동****
1139,통신판매업,08_26_04_P,3470000,2026347022730200327,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,대구광역시 달서구 감삼동 *** 죽전역 동화아이위시,"대구광역시 달서구 와룡로 ***, ***동 ***호 (감삼동, 죽전역 동화아이위시)",42689,다뉴하우스,2026-03-03 10:45:21,I,2026-03-05 00:20:02,종합몰,338709.20343885,261510.249291869,0,0,0,인터넷,,다뉴하우스_대구광역시달서구감삼동***죽전역동화아이위시
1138,통신판매업,08_26_04_P,3470000,2026347022730200328,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,대구광역시 달서구 상인동 **** 장미아파트,"대구광역시 달서구 상화로 ***, ***동 ***호 (상인동, 장미아파트)",42840,초록세상,2026-03-03 10:50:58,I,2026-03-05 00:20:02,종합몰 건강/식품,340631.442112588,257515.538181227,0,0,0,인터넷,,초록세상_대구광역시달서구상인동****장미아파트
1137,통신판매업,08_26_04_P,3470000,2026347022730200326,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,대구광역시 달서구 본동 **** 신세계 빌리브 라디체,"대구광역시 달서구 구마로 ***, ***동 **층 ****호 (본동, 신세계 빌리브 라디체)",42733,땡초마켓,2026-03-03 10:30:34,I,2026-03-05 00:20:02,기타,,,0,0,0,인터넷,,땡초마켓_대구광역시달서구본동****신세계빌리브라디체
1135,통신판매업,08_26_04_P,5600000,2026560022930200282,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 포천시 신북면 기지리 ***-*,"경기도 포천시 신북면 호국로 ****, 제*동 정면 좌측 두번째(주건축물)",11139,엘케이 컴퍼니,2026-03-03 15:08:58,I,2026-03-05 00:20:02,종합몰 레져/여행/공연 기타,219632.053600612,491829.013808939,0,0,0,인터넷,,엘케이컴퍼니_경기도포천시신북면기지리***-*
4172,통신판매업,08_26_04_P,3990000,2026399032030200128,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 남양주시 수동면 운수리 ***-**,경기도 남양주시 수동면 당두평로**번길 *-*,12031,보홀트립,2026-03-05 14:45:43,I,2026-03-07 00:20:02,레져/여행/공연,228151.702912177,467768.794120791,0,0,0,"인터넷, 기타",,보홀트립_경기도남양주시수동면운수리***-**
1132,통신판매업,08_26_04_P,5600000,2026560022930200279,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 포천시 소흘읍 송우리 *** 태봉공원푸르지오파크몬트,"경기도 포천시 소흘읍 태봉로 ***, ***동 ****호 (태봉공원푸르지오파크몬트)",11175,아트밍,2026-03-03 12:34:30,I,2026-03-05 00:20:02,종합몰,,,0,0,0,인터넷,,아트밍_경기도포천시소흘읍송우리***태봉공원푸르지오파크몬트
1131,통신판매업,08_26_04_P,5600000,2026560022930200278,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 포천시 영북면 운천리 ***-* 삼성연립,"경기도 포천시 영북면 영북로***번길 **, B동 ***호 (삼성연립)",11106,별마켓,2026-03-03 12:13:31,I,2026-03-05 00:20:02,건강/식품,223664.907500113,509442.271502424,0,0,0,인터넷,,별마켓_경기도포천시영북면운천리***-*삼성연립
1130,통신판매업,08_26_04_P,5600000,2026560022930200277,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 포천시 군내면 용정리 ***-*,"경기도 포천시 군내면 용정경제로*길 **-**, ***호 전부-C***호",11154,하이올웨이즈미샵,2026-03-03 11:50:58,I,2026-03-05 00:20:02,종합몰,217812.725868337,486733.538685211,0,0,0,인터넷,,하이올웨이즈미샵_경기도포천시군내면용정리***-*
1129,통신판매업,08_26_04_P,5600000,2026560022930200276,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 포천시 군내면 용정리 ***-*,"경기도 포천시 군내면 용정경제로*길 **-**, ***호 전부-C***(포천 웰플렉스용정산단)",11154,트웰브 오빗,2026-03-03 12:35:43,I,2026-03-05 00:20:02,종합몰,217812.725868337,486733.538685211,0,0,0,인터넷,,트웰브오빗_경기도포천시군내면용정리***-*
1127,통신판매업,08_26_04_P,5530000,2026577000730200371,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 화성시 동탄구 영천동 *** 동탄*LH*단지,"경기도 화성시 동탄구 동탄순환대로**길 ***, ***동 ***호 (영천동, 동탄*LH*단지)",18473,채구상점,2026-03-03 10:11:51,I,2026-03-05 00:20:02,종합몰,210712.634041077,411569.779378581,0,0,0,인터넷,,채구상점_경기도화성시동탄구영천동***동탄*LH*단지
1126,통신판매업,08_26_04_P,3670000,2026367021530200434,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,대전광역시 유성구 장대동 ***-*,"대전광역시 유성구 장대로 ***, *층 J***호 (장대동)",34165,셀뷰티,2026-03-03 13:31:35,I,2026-03-05 00:20:02,종합몰,229896.479706557,318191.122487872,0,0,0,인터넷,,셀뷰티_대전광역시유성구장대동***-*
1125,통신판매업,08_26_04_P,3670000,2026367021530200432,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,대전광역시 유성구 봉명동 ***-*,"대전광역시 유성구 온천북로**번길 **, ***호 (봉명동)",34185,마플리,2026-03-03 11:28:42,I,2026-03-05 00:20:02,의류/패션/잡화/뷰티,230842.539290559,317535.263136609,0,0,0,인터넷,,마플리_대전광역시유성구봉명동***-*
1124,통신판매업,08_26_04_P,3670000,2026367021530200431,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,대전광역시 유성구 계산동 ***-**,"대전광역시 유성구 학하남로**번길 **-**, ***호 (계산동)",34208,니팅 도로시,2026-03-03 11:24:35,I,2026-03-05 00:20:02,종합몰,227186.431281852,315497.506467223,0,0,0,인터넷,,니팅도로시_대전광역시유성구계산동***-**
1123,통신판매업,08_26_04_P,4060000,2026406055230201063,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 파주시 문산읍 문산리 **-* 닥터크린,"경기도 파주시 문산읍 문향로 **, 상가동 *층",10823,봄사진관,2026-03-03 16:08:49,I,2026-03-05 00:20:02,가전 기타,181079.36366696,483599.040790062,0,0,0,인터넷,,봄사진관_경기도파주시문산읍문산리**-*닥터크린
1122,통신판매업,08_26_04_P,4060000,2026406055230201062,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 파주시 조리읍 오산리 **-**,"경기도 파주시 조리읍 홀작로 ***, *층",10948,주하모터스,2026-03-03 16:02:05,I,2026-03-05 00:20:02,종합몰 자동차/자동차용품,185531.741795893,475494.434605329,0,0,0,인터넷,,주하모터스_경기도파주시조리읍오산리**-**
1121,통신판매업,08_26_04_P,4060000,2026406055230201061,2026-03-03,,1,영업/정상,1,정상영업,,,,,031-945,,,경기도 파주시 파주읍 향양리 ***-**,경기도 파주시 파주읍 돈유*로 **-**,10832,정도산업 주식회사,2026-03-03 15:57:38,I,2026-03-05 00:20:02,건강/식품 기타,183152.788726299,483687.500571652,0,0,0,기타,,정도산업주식회사_경기도파주시파주읍향양리***-**
1079,통신판매업,08_26_04_P,3990000,2026399033630200556,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 남양주시 별내동 ***-*,"경기도 남양주시 별내*로 ***, ***호 - A**호 (별내동)",12097,에스에이에이,2026-03-03 13:32:43,I,2026-03-05 00:20:02,종합몰,210314.39,462650.455,0,0,0,인터넷,,에스에이에이_경기도남양주시별내동***-*
1077,통신판매업,08_26_04_P,3990000,2026399031330200081,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 남양주시 와부읍 월문리 산 ***-* *A빌리지 ***동 ***호,"경기도 남양주시 와부읍 석실로***번길 **, ***동 ***호 (*A빌리지)",12203,상상출력소,2026-03-03 09:00:10,I,2026-03-05 00:20:02,기타,219722.854238432,455647.743768873,0,0,0,기타,,상상출력소_경기도남양주시와부읍월문리산***-**A빌리지***동***호
1155,통신판매업,08_26_04_P,4060000,2026406055230201067,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 파주시 와동동 **** 해솔마을 *단지 롯데캐슬,"경기도 파주시 가온로 ***, ***동 ***호 (와동동, 해솔마을 *단지 롯데캐슬)",10898,리브온,2026-03-03 16:35:12,I,2026-03-05 00:20:02,건강/식품,178018.126666757,468815.974016293,0,0,0,인터넷,,리브온_경기도파주시와동동****해솔마을*단지롯데캐슬
1021,통신판매업,08_26_04_P,5590000,2026559032130200942,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 양주시 광사동 ***-* 다온프라자,"경기도 양주시 부흥로 ****, 다온프라자 ***호 (광사동)",11492,티니부,2026-03-03 16:30:25,I,2026-03-05 00:20:02,종합몰,206791.534296123,476907.445167702,0,0,0,인터넷,,티니부_경기도양주시광사동***-*다온프라자
1038,통신판매업,08_26_04_P,4050000,2026564001830201045,2026-03-03,,1,영업/정상,1,정상영업,,,,,,,,경기도 용인시 수지구 풍덕천동 ***-* 윤가네,"경기도 용인시 수지구 풍덕천로 ***-*, ***호 (풍덕천동)",16835,호주면세점 용인수지점,2026-03-03 17:08:03,I,2026-03-05 00:20:02,종합몰,208569.153160628,424657.674503146,0,0,0,인터넷,,호주면세점용인수지점_경기도용인시수지구풍덕천동***-*윤가네
