번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),위생업태명,건물지상층수,건물지하층수,사용시작지상층,사용끝지상층,사용시작지하층,사용끝지하층,욕실수,발한실여부,조건부허가신고사유,조건부허가시작일자,조건부허가종료일자,건물소유구분명,여성종사자수,남성종사자수,다중이용업소여부,Unnamed: 44,record_key
95,목욕장업,11_44_01_P,5540000,5540000-202-2005-00001,2005-03-24,,1,영업/정상,1,영업,,,,,031 798 0067,1169.1,,경기도 광주시 양벌동 350-2 외 1필지,경기도 광주시 마루들길 259-6,12793.0,스파렉스,2026-01-30 17:19:43,U,2026-02-04 11:04:37,공동탕업+찜질시설서비스영업,,,공동탕업+찜질시설서비스영업,4,1,1,4,1,1,2,Y,,,,자가,0,0,N,,스파렉스_경기도광주시양벌동350-2외1필지
38,목욕장업,11_44_01_P,5530000,5760000-202-2005-00001,2005-01-24,,1,영업/정상,1,영업,,,,,031 898 8880,2747.08,,경기도 화성시 병점구 진안동  914-1 메인프라자,"경기도 화성시 병점구 효행로 1051, 메인프라자 9층 901호 (진안동)",,아센코리아라이프센터 태안점,2021-05-06 14:56:12,I,2026-02-04 01:35:23,공동탕업+찜질시설서비스영업,203653.839340323,412527.345815506,공동탕업+찜질시설서비스영업,0,0,9,0,0,0,2,N,,,,자가,0,0,N,,아센코리아라이프센터태안점_경기도화성시병점구진안동914-1메인프라자
21,목욕장업,11_44_01_P,5530000,5760000-202-2004-00003,2004-10-25,,1,영업/정상,1,영업,,,,,031  2320627,1359.6,,경기도 화성시 병점구 진안동  524-1 (메트로프라자 지하 1층),"경기도 화성시 병점구 병점로 37-6 (진안동,(메트로프라자 지하 1층))",,병점불한증막사우나,2023-09-14 15:04:02,I,2026-02-04 01:35:23,공동탕업+찜질시설서비스영업,203335.142133784,412121.312831616,공동탕업+찜질시설서비스영업,7,1,0,0,0,1,2,N,,,,자가,0,0,N,,병점불한증막사우나_경기도화성시병점구진안동524-1(메트로프라자지하1층)
39,목욕장업,11_44_01_P,5530000,5740000-202-2004-00002,2004-09-24,,3,폐업,2,폐업,2008-08-05,,,,031 3546161,1220.0,,경기도 화성시 만세구 향남읍 평리 35-14 2층 4층,,,지원스파랜드 싸우나,2004-12-24 00:00:00,I,2026-02-04 01:35:23,공동탕업,191904.650702393,403521.770111874,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,지원스파랜드싸우나_경기도화성시만세구향남읍평리35-142층4층
104,목욕장업,11_44_01_P,3510500,3510500-202-2004-00002,2004-04-14,,3,폐업,2,폐업,2026-02-04,,,,032 8664545,4024.0,,"인천광역시 미추홀구 도화동 548-21 (1,2,3,4층)","인천광역시 미추홀구 경인로 263 (도화동,(1,2,3,4층))",22120.0,스파시스,2026-02-04 14:16:23,U,2026-02-06 02:40:00,공동탕업+찜질시설서비스영업,170872.071607599,440120.899994382,공동탕업+찜질시설서비스영업,0,0,1,2,0,0,2,N,,,,,0,0,Y,,"스파시스_인천광역시미추홀구도화동548-21(1,2,3,4층)"
31,목욕장업,11_44_01_P,5530000,5760000-202-2004-00001,2004-02-06,,3,폐업,2,폐업,2018-08-31,,,,031 2357700,1654.32,,경기도 화성시 병점구 송산동  100-9,경기도 화성시 병점구 작현길 25 (송산동),,병점온천 스파빌,2018-08-31 14:41:23,I,2026-02-04 01:35:23,공동탕업+찜질시설서비스영업,201498.371430038,411781.512656932,공동탕업+찜질시설서비스영업,0,0,0,0,1,2,0,N,,,,임대,0,0,N,,병점온천스파빌_경기도화성시병점구송산동100-9
119,목욕장업,11_44_01_P,3710000,3710000-202-2004-00001,2004-01-20,,1,영업/정상,1,영업,,,,,052 233 9109,1032.91,682-825,울산광역시 동구 화정동 655-11,"울산광역시 동구 등대로 8-4 (화정동, 655-11)",44059.0,대왕스파랜드,2026-02-05 17:59:19,U,2026-02-07 02:40:00,공동탕업+찜질시설서비스영업,420177.956231666,224087.986802083,공동탕업+찜질시설서비스영업,4,2,2,2,2,2,6,N,,,,자가,0,0,Y,,대왕스파랜드_울산광역시동구화정동655-11
122,목욕장업,11_44_01_P,3510500,3510500-202-2003-00007,2003-12-24,,1,영업/정상,1,영업,,,,,032 4241383,2906.39,,인천광역시 미추홀구 문학동 482 외 67필지 1동 주경기장,"인천광역시 미추홀구 매소홀로 618 (문학동, 1동 주경기장)",22234.0,더 힐 스토리,2026-02-06 17:10:26,U,2026-02-08 02:40:00,공동탕업+찜질시설서비스영업,172576.611809597,437142.079770801,공동탕업+찜질시설서비스영업,5,1,0,0,1,1,2,N,,,,임대,0,0,Y,,더힐스토리_인천광역시미추홀구문학동482외67필지1동주경기장
46,목욕장업,11_44_01_P,5530000,5750000-202-2003-00004,2003-11-20,,3,폐업,2,폐업,2019-11-06,,,,031 2261740,2725.84,,경기도 화성시 효행구 기안동  338-3 (남수원씨티프라자 지하B01호),"경기도 화성시 효행구 효행로 241 (기안동,  338-3 (남수원씨티프라자 지하B01호))",,참사랑쉼터 (전통장작불가마사우나),2019-11-06 18:15:15,I,2026-02-04 01:35:23,공동탕업,197477.250805128,413796.17534958,공동탕업,0,1,0,0,0,0,2,N,,,,자가,0,0,N,,참사랑쉼터(전통장작불가마사우나)_경기도화성시효행구기안동338-3(남수원씨티프라자지하B01호)
41,목욕장업,11_44_01_P,5530000,5740000-202-2003-00003,2003-10-30,,3,폐업,2,폐업,2017-01-24,,,,031 3535850,1135.0,,"경기도 화성시 만세구 팔탄면 덕우리 11-1 11-2,11-7","경기도 화성시 만세구 팔탄면 온천로137번길 131 (11-2,11-7)",,(주)미라클워터월드,2017-01-24 11:28:36,I,2026-02-04 01:35:23,공동탕업,187052.527107168,403857.78545063,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,"(주)미라클워터월드_경기도화성시만세구팔탄면덕우리11-111-2,11-7"
132,목욕장업,11_44_01_P,3540000,3540000-202-2003-00013,2003-08-07,,1,영업/정상,1,영업,,,,,032 521 0333,1231.07,403-726,"인천광역시 부평구 부개동 477-3 뉴서울아파트 지하1,2호","인천광역시 부평구 충선로 191, 상가동 지하1,2호 (부개동, 뉴서울아파트)",21351.0,만수탕,2026-02-11 10:11:50,U,2026-02-13 02:40:00,공동탕업+찜질시설서비스영업,176583.856897483,444909.738888042,공동탕업+찜질시설서비스영업,4,1,0,0,1,1,6,Y,,,,자가,0,0,N,,"만수탕_인천광역시부평구부개동477-3뉴서울아파트지하1,2호"
3,목욕장업,11_44_01_P,5330000,5330000-202-2003-00001,2003-06-07,,1,영업/정상,1,영업,,,,,055 6468672,813.1,650-805,경상남도 통영시 북신동 699-5,경상남도 통영시 원문로 39 (북신동),53046.0,더조은사우나헬스,2025-09-03 11:09:31,U,2026-02-03 02:40:00,공동탕업,330154.883635064,151900.750523857,공동탕업,0,0,0,0,0,0,2,Y,,,,,0,0,N,,더조은사우나헬스_경상남도통영시북신동699-5
47,목욕장업,11_44_01_P,5530000,5760000-202-2003-00002,2003-04-25,,3,폐업,2,폐업,2006-02-09,,,,031 2257971,0.0,,경기도 화성시 병점구 진안동  493-5,,,화성목욕탕,2003-08-08 00:00:00,I,2026-02-04 01:35:23,공동탕업,203161.478981719,412303.477177884,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,화성목욕탕_경기도화성시병점구진안동493-5
59,목욕장업,11_44_01_P,5530000,5740000-202-2003-00001,2003-03-18,,3,폐업,2,폐업,2025-06-12,,,,031 886 4381,0.0,,경기도 화성시 만세구 장안면 수촌리 1130-7,경기도 화성시 만세구 장안면 황골길 87-8,,모델식염탕,2025-06-12 13:28:02,I,2026-02-04 01:35:23,공동탕업,188253.315926065,399376.968852075,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,모델식염탕_경기도화성시만세구장안면수촌리1130-7
94,목욕장업,11_44_01_P,5540000,5540000-202-2003-00012,2003-02-27,,1,영업/정상,1,영업,,,,,031 7977482,346.08,464-872,경기도 광주시 곤지암읍 곤지암리 445-23,경기도 광주시 곤지암읍 곤지암로11번길 56,12804.0,약수사우나,2026-01-30 17:19:04,U,2026-02-04 11:04:37,공동탕업,230080.411208311,427533.786491636,공동탕업,4,1,2,3,0,0,2,Y,,,,,0,0,N,,약수사우나_경기도광주시곤지암읍곤지암리445-23
80,목욕장업,11_44_01_P,5530000,5750000-202-2002-00004,2002-11-20,,3,폐업,2,폐업,2025-10-31,,,,031 3529457,377.64,,경기도 화성시 효행구 정남면 발산리 490-12 동남훼미리아파트상가 지하 1층 전부,경기도 화성시 효행구 정남면 만년로 470 (동남훼미리아파트상가 지하 1층 전부),,동남사우나,2025-11-03 09:35:04,I,2026-02-04 01:35:23,공동탕업,198464.069,406663.595666666,공동탕업,0,0,0,0,0,0,2,Y,,,,,0,0,N,,동남사우나_경기도화성시효행구정남면발산리490-12동남훼미리아파트상가지하1층전부
1,목욕장업,11_44_01_P,5530000,5760000-202-2002-00003,2002-09-16,,3,폐업,2,폐업,2006-06-16,,,,031 2215511,0.0,445-360,경기도 화성시 병점동 317,,,명신사우나,2003-03-03 00:00:00,I,2026-02-03 01:35:10,공동탕업,203546.291195354,411594.978019141,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,명신사우나_경기도화성시병점동317
49,목욕장업,11_44_01_P,5530000,5760000-202-2002-00005,2002-07-09,,3,폐업,2,폐업,2006-04-24,,,,031 2731044,0.0,,경기도 화성시 병점구 반월동  864-1 제일프라자 지층,,,백두산보석사우나,2003-04-25 00:00:00,I,2026-02-04 01:35:23,공동탕업,205345.347854163,414845.926128951,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,백두산보석사우나_경기도화성시병점구반월동864-1제일프라자지층
52,목욕장업,11_44_01_P,5530000,5740000-202-2002-00002,2002-05-27,,3,폐업,2,폐업,2017-01-24,,,,031 3553681,2694.0,,경기도 화성시 만세구 서신면 송교리 377-17,경기도 화성시 만세구 서신면 제부로 235-1,,제부와이키키,2017-01-24 14:14:01,I,2026-02-04 01:35:23,공동탕업,169501.473446422,408064.907916773,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,제부와이키키_경기도화성시만세구서신면송교리377-17
60,목욕장업,11_44_01_P,5530000,5740000-202-2002-00001,2002-04-26,,1,영업/정상,1,영업,,,,,031226 5000,3480.0,,경기도 화성시 만세구 팔탄면 월문리 235-14,경기도 화성시 만세구 팔탄면 버들로1597번길 5,,월문온천,2025-11-20 09:57:27,I,2026-02-04 01:35:23,공동탕업,188968.733756172,401440.129078179,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,월문온천_경기도화성시만세구팔탄면월문리235-14
51,목욕장업,11_44_01_P,5530000,5740000-202-2001-00005,2001-11-23,,3,폐업,2,폐업,2018-03-30,,,,031 3516668,959.0,,경기도 화성시 만세구 장안면 수촌리 22,경기도 화성시 만세구 장안면 황골길 60,,수촌식염목욕탕,2018-03-30 15:50:09,I,2026-02-04 01:35:23,공동탕업,188091.251390911,399128.220955743,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,수촌식염목욕탕_경기도화성시만세구장안면수촌리22
148,목욕장업,11_44_01_P,3280000,3280000-202-2001-00005,2001-11-08,,1,영업/정상,1,영업,,,,,051 4049001,3484.5,606-804,부산광역시 영도구 동삼동 972,부산광역시 영도구 태종로 808 (동삼동),49126.0,(주)태종대온천,2026-02-23 16:57:16,U,2026-02-25 02:40:00,공동탕업+찜질시설서비스영업,389567.162820827,175931.961938066,공동탕업+찜질시설서비스영업,3,1,1,2,0,0,2,Y,,,,,0,0,Y,,(주)태종대온천_부산광역시영도구동삼동972
62,목욕장업,11_44_01_P,5530000,5740000-202-2001-00004,2001-10-31,,1,영업/정상,1,영업,,,,,031 3515322,998.0,,경기도 화성시 만세구 장안면 수촌리 22-4,경기도 화성시 만세구 장안면 황골길 56-3,,발안식염목욕탕,2020-08-18 14:40:26,I,2026-02-04 01:35:23,공동탕업,188120.359270008,399099.028068177,공동탕업,3,1,1,3,1,1,0,N,,,,,0,0,N,,발안식염목욕탕_경기도화성시만세구장안면수촌리22-4
40,목욕장업,11_44_01_P,5530000,5740000-202-2001-00003,2001-10-20,,3,폐업,2,폐업,2017-01-24,,,,031 3544660,4842.13,,경기도 화성시 만세구 팔탄면 덕우리 233-1,경기도 화성시 만세구 팔탄면 온천로 29,,화성스파빌호텔,2017-01-24 11:28:58,I,2026-02-04 01:35:23,공동탕업,187458.013247487,402973.650081934,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,화성스파빌호텔_경기도화성시만세구팔탄면덕우리233-1
57,목욕장업,11_44_01_P,5530000,5740000-202-2001-00002,2001-09-12,,1,영업/정상,1,영업,,,,,031 3516300,0.0,,경기도 화성시 만세구 장안면 수촌리 24,경기도 화성시 만세구 장안면 황골길 56-1,,(주)화성식염온천,2025-11-03 17:16:33,I,2026-02-04 01:35:23,공동탕업,188093.16006903,399099.994979874,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,(주)화성식염온천_경기도화성시만세구장안면수촌리24
61,목욕장업,11_44_01_P,5530000,5740000-202-2001-00001,2001-06-04,,3,폐업,2,폐업,2003-10-30,,,,031 3535850,0.0,,경기도 화성시 만세구 팔탄면 덕우리 15-5,,,워터월드,2003-10-30 00:00:00,I,2026-02-04 01:35:23,공동탕업,187178.486167678,403992.162859624,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,워터월드_경기도화성시만세구팔탄면덕우리15-5
133,목욕장업,11_44_01_P,5670000,5670184-202-2001-00001,2001-03-02,,1,영업/정상,1,영업,,,,,055 297 8636,380.0,630-815,경상남도 창원시 마산회원구 합성동 87-20,경상남도 창원시 마산회원구 합성서9길 30 (합성동),51210.0,신세계목욕탕,2026-02-11 15:15:40,U,2026-02-13 02:40:00,공동탕업,343850.444898822,194464.301159123,공동탕업,0,0,0,0,0,0,4,Y,,,,,0,0,N,,신세계목욕탕_경상남도창원시마산회원구합성동87-20
154,목욕장업,11_44_01_P,3550000,3550000-202-2001-00007,2001-01-11,,1,영업/정상,1,영업,,,,,032 5473322,1735.87,407-825,인천광역시 계양구 작전동 901-1 상록메디컬센타,"인천광역시 계양구 장제로 718, 상록메디컬센타 5층,7층 (작전동)",21079.0,천지연스파사우나,2026-02-24 14:02:33,U,2026-02-26 02:40:00,공동탕업,176445.615200023,447763.871895495,공동탕업,7,1,5,7,0,0,0,N,,,,,0,0,N,,천지연스파사우나_인천광역시계양구작전동901-1상록메디컬센타
167,목욕장업,11_44_01_P,3140000,3140000-202-2000-00001,2000-06-29,,1,영업/정상,1,영업,,,,,0226030688,500.0,158-859,서울특별시 양천구 신정동 948-24 신호아파트,"서울특별시 양천구 오목로 160, 지하 2층 (신정동, 신호아파트)",8020.0,신정 금성랜드 사우나,2026-02-26 13:38:31,U,2026-02-28 02:40:00,공동탕업+찜질시설서비스영업,187133.113562825,446945.479664548,공동탕업+찜질시설서비스영업,13,3,0,0,2,2,2,Y,,,,자가,0,0,N,,신정금성랜드사우나_서울특별시양천구신정동948-24신호아파트
110,목욕장업,11_44_01_P,3660000,3660000-202-2000-00003,2000-05-26,,1,영업/정상,1,영업,,,,,042 4880263,728.36,302-831,대전광역시 서구 둔산동 1508,대전광역시 서구 문예로 69 (둔산동),35240.0,오성목욕탕,2026-02-03 14:33:09,U,2026-02-06 02:40:00,공동탕업,234922.733505093,316967.223738559,공동탕업,10,3,0,0,1,2,0,N,,,,,0,0,N,,오성목욕탕_대전광역시서구둔산동1508
107,목욕장업,11_44_01_P,3420000,3420000-202-2000-00003,2000-04-19,,3,폐업,2,폐업,2026-02-03,,,,053 9610005,660.0,701-848,대구광역시 동구 동호동 91-1,대구광역시 동구 안심로51길 97 (동호동),41112.0,동호휴랜드,2026-02-03 14:10:41,U,2026-02-06 02:40:00,공동탕업,354615.507123654,264736.879630531,공동탕업,5,2,1,2,0,0,0,N,,,,자가,0,0,Y,,동호휴랜드_대구광역시동구동호동91-1
71,목욕장업,11_44_01_P,5530000,5740000-202-2000-00001,2000-04-01,,1,영업/정상,1,영업,,,,,031 3547400,3143.0,,경기도 화성시 만세구 팔탄면 율암리 842-8 외3필지,경기도 화성시 만세구 팔탄면 온천로 434-14 (외3필지),,율암온천,2025-11-13 16:26:03,I,2026-02-04 01:35:23,공동탕업,189471.679557493,405584.56141029,공동탕업,0,0,0,0,0,0,2,N,,,,,0,0,N,,율암온천_경기도화성시만세구팔탄면율암리842-8외3필지
65,목욕장업,11_44_01_P,5530000,5760000-202-2000-00002,2000-02-01,,3,폐업,2,폐업,2014-06-12,,,,031 2394182,0.0,,경기도 화성시 병점구 진안동  525-14,경기도 화성시 병점구 떡전골로 112-13 (진안동),,병점사우나,2003-03-03 00:00:00,I,2026-02-04 01:35:23,공동탕업,202893.721053483,411863.656170048,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,병점사우나_경기도화성시병점구진안동525-14
64,목욕장업,11_44_01_P,5530000,5760000-202-1999-00004,1999-12-03,,3,폐업,2,폐업,2004-04-13,,,,031 2040802,0.0,,경기도 화성시 병점구 반월동  347-42,,,남양대중사우나,2004-04-13 00:00:00,I,2026-02-04 01:35:23,공동탕업,205739.05992233,414154.673541655,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,남양대중사우나_경기도화성시병점구반월동347-42
48,목욕장업,11_44_01_P,5530000,5740000-202-1999-00001,1999-07-05,,3,폐업,2,폐업,2003-10-30,,,,,198.0,,경기도 화성시 만세구 팔탄면 덕우리 11-7,,,불로장생,2003-10-30 00:00:00,I,2026-02-04 01:35:23,공동탕업,187077.854314244,403909.222375345,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,불로장생_경기도화성시만세구팔탄면덕우리11-7
77,목욕장업,11_44_01_P,5530000,5740000-202-1999-00002,1999-02-04,,3,폐업,2,폐업,2003-10-30,,,,031 3535850,0.0,,경기도 화성시 만세구 팔탄면 덕우리 11-3,,,덕우사해광천탕,2003-10-30 00:00:00,I,2026-02-04 01:35:23,목욕장업 기타,187066.072659321,403905.549232011,목욕장업 기타,0,0,0,0,0,0,0,N,,,,,0,0,N,,덕우사해광천탕_경기도화성시만세구팔탄면덕우리11-3
74,목욕장업,11_44_01_P,5530000,5740000-202-1998-00002,1998-12-21,,1,영업/정상,1,영업,,,,,031 3585837,524.46,,경기도 화성시 만세구 우정읍 조암리 260-18 1통,경기도 화성시 만세구 우정읍 3.1만세로 69-5,,조암프라자목욕탕,2020-06-11 13:59:52,I,2026-02-04 01:35:23,공동탕업,183987.408634926,398036.218945423,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,조암프라자목욕탕_경기도화성시만세구우정읍조암리260-181통
69,목욕장업,11_44_01_P,5530000,5740000-202-1998-00001,1998-10-02,,1,영업/정상,1,영업,,,,,031 3575044,314.33,,경기도 화성시 만세구 남양읍 남양리 1373-8,경기도 화성시 만세구 남양읍 남양성지로 217 (남양동),,스카이랜드대중탕,2025-11-18 11:20:55,I,2026-02-04 01:35:23,공동탕업,184420.160036121,412393.434884135,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,스카이랜드대중탕_경기도화성시만세구남양읍남양리1373-8
63,목욕장업,11_44_01_P,5530000,5760000-202-1998-00003,1998-02-24,,3,폐업,2,폐업,2024-07-22,,,,031 2258881,479.51,,"경기도 화성시 병점구 안녕동  180-141 지하1층,1층 전체호","경기도 화성시 병점구 세자로442번길 34, 지하1층,1층 전체호 (안녕동)",,황토불한증막,2024-07-22 14:15:41,I,2026-02-04 01:35:23,한증막업,198733.037443438,411420.2198418,한증막업,3,1,1,1,1,1,0,N,,,,,0,0,Y,,"황토불한증막_경기도화성시병점구안녕동180-141지하1층,1층전체호"
151,목욕장업,11_44_01_P,3550000,3550000-202-1997-00004,1997-12-11,,3,폐업,2,폐업,2026-02-23,,,,032 5531477,580.14,407-050,"인천광역시 계양구 계산동 948-2 ,7","인천광역시 계양구 주부토로 525 (계산동,,7)",21050.0,정우사우나,2026-02-23 17:02:45,U,2026-02-25 02:40:00,공동탕업,175895.522387156,448774.510210296,공동탕업,4,1,0,0,1,1,0,N,,,,임대,0,0,N,,"정우사우나_인천광역시계양구계산동948-2,7"
72,목욕장업,11_44_01_P,5530000,5740000-202-1997-00002,1997-05-07,,3,폐업,2,폐업,2018-08-13,,,,031 3513521,462.48,,경기도 화성시 만세구 장안면 수촌리 16-6,경기도 화성시 만세구 장안면 황골길 97,,수촌대중탕,2018-08-13 17:31:24,I,2026-02-04 01:35:23,공동탕업,188328.735186787,399369.073862355,공동탕업,1,0,1,0,0,0,0,N,,,,,0,0,N,,수촌대중탕_경기도화성시만세구장안면수촌리16-6
66,목욕장업,11_44_01_P,5530000,5750000-202-1996-00001,1996-11-26,,3,폐업,2,폐업,2007-03-13,,,,031 2366343,641.59,,경기도 화성시 효행구 봉담읍 와우리 79-5 6통,,,장수목욕탕,2003-05-22 00:00:00,I,2026-02-04 01:35:23,공동탕업,197738.776797553,412717.696132537,공동탕업,4,1,2,0,1,0,0,N,,,,,0,0,N,,장수목욕탕_경기도화성시효행구봉담읍와우리79-56통
115,목욕장업,11_44_01_P,5410000,5410000-202-1995-00002,1995-06-13,,1,영업/정상,1,영업,,,,,055 5330270,458.33,635-801,경상남도 창녕군 창녕읍 교리 1053-4,경상남도 창녕군 창녕읍 우포2로 1221-1,50317.0,청하목욕탕,2026-02-04 09:31:44,U,2026-02-06 02:40:00,공동탕업,335015.73386817,228084.141954743,공동탕업,3,0,0,0,0,0,0,N,,,,,0,0,N,,청하목욕탕_경상남도창녕군창녕읍교리1053-4
35,목욕장업,11_44_01_P,5530000,5740000-202-1995-00001,1995-04-26,,3,폐업,2,폐업,2022-07-15,,,,031353 6100,1093.32,,경기도 화성시 만세구 팔탄면 덕천리 122-1,경기도 화성시 만세구 팔탄면 온천로 314,,화성원탕,2022-07-15 15:21:27,I,2026-02-04 01:35:23,공동탕업,188627.430189148,404964.719624805,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,화성원탕_경기도화성시만세구팔탄면덕천리122-1
36,목욕장업,11_44_01_P,5530000,5740000-202-1994-00002,1994-10-08,,3,폐업,2,폐업,2023-12-18,,,,031 3538500,558.64,,경기도 화성시 만세구 팔탄면 덕천리 121-1,경기도 화성시 만세구 팔탄면 온천로 314,,화성원탕,2023-12-18 09:22:02,I,2026-02-04 01:35:23,공동탕업,188607.377738126,404987.370722605,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,화성원탕_경기도화성시만세구팔탄면덕천리121-1
67,목욕장업,11_44_01_P,5530000,5740000-202-1994-00001,1994-03-31,,3,폐업,2,폐업,2016-12-07,,,,031 3569001,308.7,,경기도 화성시 만세구 남양읍 남양리 1172-13,경기도 화성시 만세구 남양읍 남양성지로 115 (남양동),,경호목욕탕,2016-11-28 09:49:22,I,2026-02-04 01:35:23,공동탕업,183624.321108351,411786.120920856,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,경호목욕탕_경기도화성시만세구남양읍남양리1172-13
82,목욕장업,11_44_01_P,5360000,5360000-202-1993-00001,1993-04-10,,1,영업/정상,1,영업,,,,,055 3551080,368.16,627-120,"경상남도 밀양시 교동 815-1 ,2","경상남도 밀양시 교동로1길 6 (교동,,2)",50420.0,목간통헬스,2026-02-02 13:07:09,U,2026-02-04 02:40:00,공동탕업,358966.776263781,224130.595955573,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,"목간통헬스_경상남도밀양시교동815-1,2"
157,목욕장업,11_44_01_P,5170000,5170000-202-1991-00001,1991-05-08,,1,영업/정상,1,영업,,,,,054 6823517,101.2,764-852,경상북도 영양군 수비면 발리리 517-1 수비면종합복지회관,"경상북도 영양군 수비면 한티로 479-3, 수비면종합복지회관",36521.0,수비복지목욕탕,2026-02-24 13:55:10,U,2026-02-26 02:40:00,공동탕업,396355.264342314,364995.91692261,공동탕업,2,0,2,0,0,0,2,Y,,,,,0,0,N,,수비복지목욕탕_경상북도영양군수비면발리리517-1수비면종합복지회관
68,목욕장업,11_44_01_P,5530000,5750000-202-1991-00001,1991-01-08,,3,폐업,2,폐업,2012-01-16,,,,031 2911532,275.47,,경기도 화성시 효행구 봉담읍 수영리 648-3,,,보성목욕탕,2001-08-29 00:00:00,I,2026-02-04 01:35:23,공동탕업,195433.876363523,413261.545606419,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,보성목욕탕_경기도화성시효행구봉담읍수영리648-3
2,목욕장업,11_44_01_P,3930000,3930000-202-1990-01006,1990-09-19,,1,영업/정상,1,영업,,,,,031 4097770,635.47,426-815,경기도 안산시 상록구 본오동 872-20 우성상가지하1층,"경기도 안산시 상록구 본오로 145, 지하1층 (본오동)",15538.0,우성보석사우나,2026-02-01 15:47:34,U,2026-02-03 02:40:00,공동탕업,187967.10171364,421755.033374402,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,우성보석사우나_경기도안산시상록구본오동872-20우성상가지하1층
70,목욕장업,11_44_01_P,5530000,5740000-202-1990-00001,1990-01-15,,3,폐업,2,폐업,2011-03-18,,,,031357 7333,473.0,,경기도 화성시 만세구 송산면 사강리 647-1,,,태양목욕탕,2010-12-24 09:19:30,I,2026-02-04 01:35:23,공동탕업,176603.451458729,412467.456274282,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,태양목욕탕_경기도화성시만세구송산면사강리647-1
76,목욕장업,11_44_01_P,5530000,5740000-202-1989-00001,1989-11-11,,3,폐업,2,폐업,2018-08-13,,,,031 3525881,297.09,,경기도 화성시 만세구 향남읍 평리 109-3,경기도 화성시 만세구 향남읍 3.1만세로 1103,,신라목욕탕,2020-06-22 13:48:45,I,2026-02-04 01:35:23,공동탕업,191761.867152789,403411.770292553,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,신라목욕탕_경기도화성시만세구향남읍평리109-3
158,목욕장업,11_44_01_P,5680000,5680000-202-1988-00001,1988-09-20,,1,영업/정상,1,영업,,,,,041 3552600,0.0,343-924,충청남도 당진시 읍내동 661-34,충청남도 당진시 당진시장북길 37-7 (읍내동),31777.0,당진목욕탕,2026-02-24 10:39:36,U,2026-02-26 02:40:00,공동탕업,166852.335222058,376676.50955821,공동탕업,0,0,0,0,0,0,0,N,,,,,0,0,N,,당진목욕탕_충청남도당진시읍내동661-34
105,목욕장업,11_44_01_P,3920000,3920000-202-1988-00002,1988-09-02,,1,영업/정상,1,영업,,,,,031 861 0505,161.0,483-030,경기도 동두천시 생연동 823-103,경기도 동두천시 생연로 128 (생연동),11330.0,빅토리아,2026-02-04 10:59:55,U,2026-02-06 02:40:00,공동탕업,,,공동탕업,0,0,0,0,0,0,2,Y,,,,,0,0,Y,,빅토리아_경기도동두천시생연동823-103
84,목욕장업,11_44_01_P,3290000,3290000-202-1986-00896,1986-09-07,,3,폐업,2,폐업,2026-02-02,,,,051 8164488,556.36,614-849,부산광역시 부산진구 부전동 404-5,부산광역시 부산진구 서면문화로 48 (부전동),47256.0,부용,2026-02-02 10:36:59,U,2026-02-04 02:40:00,공동탕업,387227.835081613,186625.429003232,공동탕업,5,1,3,0,0,0,0,N,,,,,0,0,N,,부용_부산광역시부산진구부전동404-5
