"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","문화체육업종명","공사립구분명","보험가입여부코드","지도자수","건축물동수","건축물연면적","휴게실면적","사무실면적","탈의실면적","회원모집총인원","세부업종명","법인명",
"295","체력단련장업","10_42_01_P","3210000","CDFH3301062022000026","2022-08-29","","01","영업/정상","13","영업중","","","","","","110.84","","서울특별시 서초구 방배동 876-20 희연(HEE YEON)","서울특별시 서초구 서초대로25길 6, 지하1층 (방배동, 희연(HEE YEON))","06588","윌 피티 짐","2026-02-10 10:19:59","U","2026-02-12 02:40:00","","199431.780612501","442897.833669673","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"296","체력단련장업","10_42_01_P","3210000","CDFH3301062022000027","2022-08-29","","01","영업/정상","13","영업중","","","","","","392.7","","서울특별시 서초구 서초동 1327-35 호정빌딩","서울특별시 서초구 서초대로78길 38, 호정빌딩 5층 (서초동)","06621","아고라피트니스 강남역점","2026-02-10 10:24:10","U","2026-02-12 02:40:00","","202426.849512727","443591.951362789","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"297","체력단련장업","10_42_01_P","3210000","CDFH3301062023000030","2023-12-06","","01","영업/정상","13","영업중","","","","","","184.14","","서울특별시 서초구 방배동 913-8","서울특별시 서초구 효령로27길 20, 2층 (방배동)","06685","모브핏(Mauve Fit)","2026-02-10 10:53:59","U","2026-02-12 02:40:00","","199501.844241239","442176.570852727","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"298","체력단련장업","10_42_01_P","3830000","CDFH3301062023000023","2023-12-13","","01","영업/정상","13","영업중","","","","","","391","","경기도 안양시 동안구 호계동 1002-30","경기도 안양시 동안구 흥안대로 127, 지하1층 (호계동)","14112","피트니스 에이젯","2026-02-10 08:03:39","U","2026-02-12 02:40:00","","196294.712189313","429872.503857716","체력단련장업","사립","","1","0","2184.22","0","0","0","0","","",
"299","체력단련장업","10_42_01_P","3210000","CDFH3301062023000023","2023-11-03","","01","영업/정상","13","영업중","","","","","","82.09","","서울특별시 서초구 잠원동 73","서울특별시 서초구 신반포로23길 41, 410호 (잠원동, 신반포2지구아파트)","06509","자스민 운동센터","2026-02-10 10:26:40","U","2026-02-12 02:40:00","","200126.805375737","445334.308692995","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"300","체력단련장업","10_42_01_P","4800000","CDFH3301062023000004","2023-10-26","","01","영업/정상","13","영업중","","","","","","495.95","","전라남도 목포시 상동 1123","전라남도 목포시 통일대로 48, 3층 (상동)","58748","웨이짐","2026-02-10 11:12:46","U","2026-02-12 02:40:00","","147766.163841181","144624.051186988","체력단련장업","사립","","2","0","2497.79","0","0","0","0","","",
"301","체력단련장업","10_42_01_P","3210000","CDFH3301062023000024","2023-11-06","","01","영업/정상","13","영업중","","","","","","173.77","","서울특별시 서초구 반포동 91-6","서울특별시 서초구 서래로6길 7, 지하1층 (반포동)","06577","움직임 PT Studio","2026-02-10 10:27:00","U","2026-02-12 02:40:00","","199830.643130989","443964.985736618","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"302","체력단련장업","10_42_01_P","3210000","CDFH3301062023000025","2023-11-08","","01","영업/정상","13","영업중","","","","","","96.01","","서울특별시 서초구 우면동 687 우면삼성프라자-2","서울특별시 서초구 성촌1길 12, 우면삼성프라자-2 401호 (우면동)","06765","알앤디 피티 앤 필라테스","2026-02-10 10:27:24","U","2026-02-12 02:40:00","","201879.265466415","440383.505965875","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"303","체력단련장업","10_42_01_P","3830000","CDFH3301062023000017","2023-09-25","","01","영업/정상","13","영업중","","","","","","308.52","","경기도 안양시 동안구 평촌동 99-6 평촌빌딩","경기도 안양시 동안구 흥안대로414번길 21-25, 평촌빌딩 2층 (평촌동)","14063","헬스코인","2026-02-10 13:55:54","U","2026-02-12 02:40:00","","197779.021640532","432248.589963922","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"304","체력단련장업","10_42_01_P","3210000","CDFH3301062023000026","2023-11-09","","01","영업/정상","13","영업중","","","","","","485","","서울특별시 서초구 서초동 1618-6","서울특별시 서초구 서초중앙로8길 51, 지하1층 (서초동)","06641","스포애니 남부터미널역점(주)케이디헬스케어","2026-02-10 10:53:17","U","2026-02-12 02:40:00","","201549.182411738","442790.253090797","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"305","체력단련장업","10_42_01_P","3210000","CDFH3301062024000031","2024-12-05","","01","영업/정상","13","영업중","","","","","","280.85","","서울특별시 서초구 반포동 75-1","서울특별시 서초구 사평대로26길 55, 지하1층 (반포동)","06577","베이스 피트니스","2026-02-10 10:56:37","U","2026-02-12 02:40:00","","199856.266463749","443936.274895162","체력단련장업","사립","","1","0","930.31","0","0","0","0","","",
"306","체력단련장업","10_42_01_P","3740000","CDFH3301062025000001","2025-01-07","","01","영업/정상","13","영업중","","","","","","120","","경기도 수원시 팔달구 인계동 1015","경기도 수원시 팔달구 경수대로 426, 4층 (인계동)","16490","에이와이짐 PT 헬스 수원인계점","2026-02-10 16:03:07","U","2026-02-12 02:40:00","","202238.558048298","418024.982905291","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"307","체력단련장업","10_42_01_P","3740000","CDFH3301062025000002","2025-01-07","","01","영업/정상","13","영업중","","","","","","269.97","","경기도 수원시 팔달구 인계동 1020-3","경기도 수원시 팔달구 경수대로466번길 16, 지하층 (인계동)","16489","더 바벨 역도 체육관","2026-02-10 16:03:45","U","2026-02-12 02:40:00","","202408.364139181","418371.016407863","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"308","체력단련장업","10_42_01_P","3740000","CDFH3301062025000005","2025-01-23","","01","영업/정상","13","영업중","","","","","","223.31","","경기도 수원시 팔달구 매교동 138-4","경기도 수원시 팔달구 정조로 697, 501~504호 (매교동)","16467","블랙바벨 헬스 PT 수원매교점","2026-02-10 16:04:02","U","2026-02-12 02:40:00","","201480.553172818","418758.146763778","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"309","체력단련장업","10_42_01_P","3830000","CDFH3301062025000004","2025-01-24","","01","영업/정상","13","영업중","","","","","","547.25","","경기도 안양시 동안구 관양동 1121-4 동안새마을금고","경기도 안양시 동안구 부림로 178, 동안새마을금고 5층 (관양동)","14055","바오짐 평촌점","2026-02-10 10:46:50","U","2026-02-12 02:40:00","","196575.596032885","432990.907327257","체력단련장업","사립","Y","2","0","0","0","0","0","0","","",
"310","체력단련장업","10_42_01_P","3210000","CDFH3301062025000003","2025-01-27","","01","영업/정상","13","영업중","","","","","","303.38","","서울특별시 서초구 반포동 722-20 브랜드칸 타워","서울특별시 서초구 강남대로 527, 브랜드칸 타워 지하2층 (반포동)","06536","위 크로스핏 강남","2026-02-10 10:57:37","U","2026-02-12 02:40:00","","201866.537676808","445201.915189831","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"311","체력단련장업","10_42_01_P","3240000","CDFH3301062025000001","2025-01-15","","01","영업/정상","13","영업중","","","","","","275.09","","서울특별시 강동구 길동 247 광남캐스빌아파트201 지하2층 B204호","서울특별시 강동구 진황도로 123, 지하2층 B204호 (길동, 광남캐스빌아파트201)","05356","바비짐","2026-02-10 15:54:54","U","2026-02-12 02:40:00","","212304.15119644","448071.635820771","체력단련장업","사립","","1","0","13088.35","0","0","0","0","","",
"312","체력단련장업","10_42_01_P","3560000","CDFH3301062026000002","2026-02-11","","01","영업/정상","13","영업중","","","","","","202.39","","인천광역시 서구 당하동 1097-7 삼성프라자","인천광역시 서구 청마로167번길 9, 삼성프라자 3층 301,302호 (당하동)","22677","피트니스365 인천완정역점","2026-02-11 18:16:05","I","2026-02-13 00:20:38","","171288.770709893","454478.273707031","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"313","체력단련장업","10_42_01_P","3080000","CDFH3301062026000002","2026-02-11","","01","영업/정상","13","영업중","","","","","","211.65","","서울특별시 강북구 번동 191","서울특별시 강북구 월계로37길 129, 3층 (번동)","01226","엘투(L2)피트니스","2026-02-11 17:19:52","I","2026-02-13 00:20:38","","203784.358132827","458347.853266178","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"314","체력단련장업","10_42_01_P","3350000","CDFH3301062026000002","2026-02-11","","01","영업/정상","13","영업중","","","","","","94.44","","부산광역시 금정구 구서동 1013-5","부산광역시 금정구 금샘로 419, 2층 (구서동)","46235","마이너PT스튜디오","2026-02-11 17:13:56","I","2026-02-13 00:20:38","","389597.400218161","197663.503148215","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"315","체력단련장업","10_42_01_P","3940000","CDFH3301062026000006","2026-02-11","","01","영업/정상","13","영업중","","","","","","215","","경기도 고양시 덕양구 삼송동 143-18","경기도 고양시 덕양구 세솔로1길 19-4, B동 1층 (삼송동)","10590","보이저콜렉티브 2호점","2026-02-11 10:26:11","I","2026-02-13 00:20:38","","190228.452695577","461022.152966244","체력단련장업","사립","","1","0","215","0","0","0","0","","",
"316","체력단련장업","10_42_01_P","3640000","CDFH3301062026000002","2026-02-11","","01","영업/정상","13","영업중","","","","","","275.31","","대전광역시 동구 낭월동 459","대전광역시 동구 산내로 1321 (낭월동)","34704","유짐","2026-02-11 09:03:45","I","2026-02-13 00:20:38","","241910.587106875","309054.555267598","체력단련장업","사립","","1","0","550.62","0","0","0","0","","",
"317","체력단련장업","10_42_01_P","3990000","CDFH3301062026000006","2026-02-11","","01","영업/정상","13","영업중","","","","","","744.28","","경기도 남양주시 별내동 1066","경기도 남양주시 별내중앙로 102-73, 삼양스퀘어 B동 4층 (별내동)","12108","마운트짐","2026-02-11 14:59:35","I","2026-02-13 00:20:38","","210505.786323525","461205.579423854","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"318","체력단련장업","10_42_01_P","5530000","CDFH3301062022000007","2022-02-16","","01","영업/정상","13","영업중","","","","","031-352-7997","396","","경기도 화성시 만세구 향남읍 구문천리 925-9","경기도 화성시 만세구 향남읍 발안공단로 90, 4층","18623","굿프렌즈짐","2026-02-11 19:47:24","U","2026-02-13 02:40:00","","191873.383492744","398363.493171173","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"319","체력단련장업","10_42_01_P","5530000","CDFH3301062021000042","2021-11-22","","01","영업/정상","13","영업중","","","","","","283.53","","경기도 화성시 만세구 향남읍 행정리 508-1","경기도 화성시 만세구 향남읍 행정동로 17, 에프엠프라자 3층 302,303,304호","18602","듀오핏","2026-02-11 19:46:30","U","2026-02-13 02:40:00","","193383.767606826","402658.219581007","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"320","체력단련장업","10_42_01_P","5530000","CDFH3301062021000010","2021-05-07","","01","영업/정상","13","영업중","","","","","","248.74","","경기도 화성시 만세구 향남읍 하길리 1465 탑스프라자 1동 704호","경기도 화성시 만세구 향남읍 상신하길로 326, 탑스프라자 7층 704호","18606","탑스바디 향남점","2026-02-11 19:45:05","U","2026-02-13 02:40:00","","192038.116479806","401696.896426656","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"321","체력단련장업","10_42_01_P","5530000","CDFH3301062023000045","2023-12-14","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 만세구 장안면 금의리 759-6 도쿄일렉트론코리아(주)","경기도 화성시 만세구 장안면 장안공단6길 51, 도쿄일렉트론코리아(주)","18579","도쿄 일렉트론 발안","2026-02-11 20:04:14","U","2026-02-13 02:40:00","","185307.176975449","401149.218138768","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"322","체력단련장업","10_42_01_P","5530000","CDFH3301062021000028","2021-09-17","","01","영업/정상","13","영업중","","","","","","280.33","","경기도 화성시 만세구 향남읍 행정리 434-9","경기도 화성시 만세구 향남읍 행정서로3길 28-9, 2층","18598","온리스포츠","2026-02-11 19:45:30","U","2026-02-13 02:40:00","","192690.748864341","403221.96089217","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"323","체력단련장업","10_42_01_P","5530000","CDFH3301062025000015","2025-05-20","","01","영업/정상","13","영업중","","","","","","405.83","","경기도 화성시 만세구 향남읍 상신리 1294-2","경기도 화성시 만세구 향남읍 상신하길로144번길 4, 4, 5층","18617","오버맥스짐 향남점","2026-02-11 20:04:49","U","2026-02-13 02:40:00","","191049.585946789","400424.824891765","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"324","체력단련장업","10_42_01_P","5530000","CDFH3301062021000014","2021-07-01","","01","영업/정상","13","영업중","","","","","031-831-8342","112.8","","경기도 화성시 만세구 향남읍 행정리 487-6 우성메디피아","경기도 화성시 만세구 향남읍 향남로 392, 우성메디피아 2층","18600","히어로바디","2026-02-11 19:44:39","U","2026-02-13 02:40:00","","192955.284582034","403140.213213473","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"325","체력단련장업","10_42_01_P","5530000","CDFH3301062021000037","2021-11-05","","01","영업/정상","13","영업중","","","","","","466","","경기도 화성시 만세구 향남읍 행정리 487-3 중앙프라자","경기도 화성시 만세구 향남읍 발안로 116, 중앙프라자 5층 501,502,503호","18600","머슬제이짐","2026-02-11 19:46:00","U","2026-02-13 02:40:00","","193077.539529477","403250.135858676","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"326","체력단련장업","10_42_01_P","5530000","CDFH3301062022000042","2022-07-21","","01","영업/정상","13","영업중","","","","","","537.25","","경기도 화성시 만세구 향남읍 하길리 1467","경기도 화성시 만세구 향남읍 상신하길로328번길 26, 키움프라자 1001~1003호","18606","어뮤즈 피트니스","2026-02-11 20:01:47","U","2026-02-13 02:40:00","","192241.098077486","401622.319466536","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"327","체력단련장업","10_42_01_P","5690000","CDFH3301062026000005","2026-02-09","","01","영업/정상","13","영업중","","","","","044-861-7950","782","","세종특별자치시 연동면 명학리 581 삼성전기","세종특별자치시 연동면 삼성길 25, 삼성전기 드림프라자 2층","30067","삼성전기 세종사업장","2026-02-11 10:26:47","U","2026-02-13 02:40:00","","229731.766596321","337763.664287012","체력단련장업","사립","","2","0","0","0","0","0","0","","",
"328","체력단련장업","10_42_01_P","3220000","CDFH3301062023000037","2023-08-07","","01","영업/정상","13","영업중","","","","","","164.35","","서울특별시 강남구 신사동 665-8","서울특별시 강남구 선릉로153길 8, 4층 (신사동)","06019","하이앤드 피티팟","2026-02-11 10:40:38","U","2026-02-13 02:40:00","","203365.280632035","446970.807277881","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"329","체력단련장업","10_42_01_P","3220000","CDFH3301062023000038","2023-08-08","","01","영업/정상","13","영업중","","","","","","61.8","","서울특별시 강남구 대치동 670 동부센트레빌","서울특별시 강남구 선릉로 206, 상가동 B11호 (대치동, 동부센트레빌)","06281","KANG GYM","2026-02-11 10:42:03","U","2026-02-13 02:40:00","","204860.005578246","443400.359236283","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"330","체력단련장업","10_42_01_P","3220000","CDFH3301062023000039","2023-08-08","","01","영업/정상","13","영업중","","","","","","102","","서울특별시 강남구 청담동 48-7","서울특별시 강남구 삼성로 772, 505호 (청담동)","06070","웰니스포유 청담","2026-02-11 10:43:29","U","2026-02-13 02:40:00","","204177.838361905","446821.69032636","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"331","체력단련장업","10_42_01_P","3220000","CDFH3301062023000041","2023-08-21","","01","영업/정상","13","영업중","","","","","","263","","서울특별시 강남구 대치동 943-19 신안빌딩","서울특별시 강남구 테헤란로 512, 신안빌딩 B2호 (대치동)","06179","관악신안스포츠클럽(헬스)","2026-02-11 11:01:37","U","2026-02-13 02:40:00","","205171.096196141","445006.428712237","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"332","체력단련장업","10_42_01_P","3220000","CDFH3301062023000036","2023-08-02","","01","영업/정상","13","영업중","","","","","","201","","서울특별시 강남구 논현동 39-20","서울특별시 강남구 논현로131길 28, 3층 (논현동)","06045","올바른몸","2026-02-11 10:37:20","U","2026-02-13 02:40:00","","202413.749980215","445761.483091564","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"333","체력단련장업","10_42_01_P","3220000","CDFH3301062023000035","2023-08-01","","01","영업/정상","13","영업중","","","","","","217","","서울특별시 강남구 역삼동 611-3","서울특별시 강남구 봉은사로22길 18, 지하1층 (역삼동)","06127","주식회사 위너즈","2026-02-11 10:47:41","U","2026-02-13 02:40:00","","202728.489087662","444806.510043038","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"334","체력단련장업","10_42_01_P","3220000","CDFH3301062023000043","2023-08-25","","01","영업/정상","13","영업중","","","","","","2057.95","","서울특별시 강남구 역삼동 825-2 메리츠타워","서울특별시 강남구 강남대로 382, 메리츠타워 B2층 (역삼동)","06232","(주) 에이블짐 강남역점","2026-02-11 11:09:57","U","2026-02-13 02:40:00","","202476.461839188","443916.301646255","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"335","체력단련장업","10_42_01_P","3220000","CDFH3301062023000033","2023-07-18","","01","영업/정상","13","영업중","","","","","","316","","서울특별시 강남구 역삼동 736-56 스타빌딩","서울특별시 강남구 테헤란로26길 12, 스타빌딩 지하2층 (역삼동)","06236","터치앤고 트레이닝","2026-02-11 10:35:44","U","2026-02-13 02:40:00","","203100.324671811","444136.938198175","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"336","체력단련장업","10_42_01_P","3220000","CDFH3301062023000034","2023-07-27","","01","영업/정상","13","영업중","","","","","","165","","서울특별시 강남구 청담동 92-2","서울특별시 강남구 도산대로 431, 3층 (청담동)","06016","바디텍처 스튜디오 청담","2026-02-11 10:36:15","U","2026-02-13 02:40:00","","203735.688229105","446862.331747909","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"337","체력단련장업","10_42_01_P","3220000","CDFH3301062023000044","2023-09-03","","01","영업/정상","13","영업중","","","","","","266","","서울특별시 강남구 역삼동 686-3","서울특별시 강남구 봉은사로44길 31, 지하1층 (역삼동)","06144","스카이짐(SKY GYM)","2026-02-11 11:10:22","U","2026-02-13 02:40:00","","203548.559258889","445016.465030215","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"338","체력단련장업","10_42_01_P","3220000","CDFH3301062023000031","2023-07-07","","01","영업/정상","13","영업중","","","","","","292.43","","서울특별시 강남구 신사동 660-6","서울특별시 강남구 압구정로 330, B1호 (신사동)","06018","피피랜드 헬스&PT 압구정점","2026-02-11 10:34:51","U","2026-02-13 02:40:00","","203257.555575215","447334.651098516","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"339","체력단련장업","10_42_01_P","3220000","CDFH3301062023000032","2023-07-07","","01","영업/정상","13","영업중","","","","","","155.1","","서울특별시 강남구 삼성동 1-3","서울특별시 강남구 선릉로130길 5, 2층 (삼성동)","06088","리버스라이프 짐","2026-02-11 10:35:13","U","2026-02-13 02:40:00","","203648.072536572","446062.358088334","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"340","체력단련장업","10_42_01_P","3220000","CDFH3301062023000030","2023-07-05","","01","영업/정상","13","영업중","","","","","","130.32","","서울특별시 강남구 도곡동 951-15","서울특별시 강남구 남부순환로351길 22-8, 지하1층 (도곡동)","06266","챔스PT","2026-02-11 10:34:15","U","2026-02-13 02:40:00","","202993.285104476","442668.63848041","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"341","체력단련장업","10_42_01_P","3220000","CDFH3301062023000040","2023-08-10","","01","영업/정상","13","영업중","","","","","","97","","서울특별시 강남구 도곡동 412-5","서울특별시 강남구 논현로38길 18, 3층 (도곡동)","06296","유레디 PT&PILATES","2026-02-11 10:48:47","U","2026-02-13 02:40:00","","203738.395356966","442556.038839045","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"342","체력단련장업","10_42_01_P","4890000","CDFH3301062018000001","2018-06-07","","01","영업/정상","13","영업중","","","","","0618523783","212.16","","전라남도 보성군 보성읍 우산리 20-12","전라남도 보성군 보성읍 흥성로 2541-20","59459","헬스타이치","2026-02-11 15:46:04","U","2026-02-13 02:40:00","","208086.398640052","140970.572353887","체력단련장업","사립","","1","0","307.41","0","0","0","0","","",
"343","체력단련장업","10_42_01_P","3220000","CDFH3301062024000002","2024-01-08","","01","영업/정상","13","영업중","","","","","","326","","서울특별시 강남구 논현동 143-6","서울특별시 강남구 강남대로 528, 지하1층 (논현동)","06114","코리안 탑팀 강남","2026-02-11 11:24:39","U","2026-02-13 02:40:00","","201930.83505439","445229.33220481","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"344","체력단련장업","10_42_01_P","3990000","CDFH3301062019000008","2019-08-28","","03","폐업","03","폐업","2025-08-27","","","","031-595-7010","205.3","","경기도 남양주시 호평동 639-1 101호","경기도 남양주시 호평로46번길 2, 101호 (호평동)","12150","프로핏","2026-02-11 10:44:35","U","2026-02-13 02:40:00","","221506.306005378","461504.1886273","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"345","체력단련장업","10_42_01_P","3560000","CDFH3301062022000011","2022-04-14","","01","영업/정상","13","영업중","","","","","032-715-9682","134.52","","인천광역시 서구 가정동 0 루원시티 SK Leaders' VIEW 301동 109호","인천광역시 서구 가정로 437, 301동 109호 (가정동, 루원시티 SK Leaders' VIEW)","22775","조스 짐(CHO'S GYM 2호점)","2026-02-11 17:39:58","U","2026-02-13 02:40:00","","","","체력단련장업","사립","","1","0","0","0","0","0","0","","",
"346","체력단련장업","10_42_01_P","3220000","CDFH3301062024000034","2024-09-05","","01","영업/정상","13","영업중","","","","","","463","","서울특별시 강남구 역삼동 840-8 대진빌딩","서울특별시 강남구 도곡로 151, 대진빌딩 지하1층 (역삼동)","06255","피트리움","2026-02-11 11:39:17","U","2026-02-13 02:40:00","","203158.134904625","443235.181937606","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"347","체력단련장업","10_42_01_P","3220000","CDFH3301062024000032","2024-08-29","","01","영업/정상","13","영업중","","","","","","202","","서울특별시 강남구 논현동 259-11 리에이치","서울특별시 강남구 학동로44길 47, 리에이치 B1층 (논현동)","06101","파워에이치","2026-02-11 11:38:04","U","2026-02-13 02:40:00","","203247.625228025","445604.937829983","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"348","체력단련장업","10_42_01_P","3040000","CDFH3301062024000015","2024-08-30","","01","영업/정상","13","영업중","","","","","","143.72","","서울특별시 광진구 화양동 16-90","서울특별시 광진구 군자로 31-1, 지층 (화양동)","05008","3R GYM","2026-02-11 11:08:26","U","2026-02-13 02:40:00","","206140.338398393","449311.946831784","체력단련장업","사립","","1","0","581.92","0","0","0","0","","",
"349","체력단련장업","10_42_01_P","3220000","CDFH3301062024000033","2024-09-04","","01","영업/정상","13","영업중","","","","","","259","","서울특별시 강남구 개포동 1237-11","서울특별시 강남구 개포로20길 8, 지하1층 (개포동)","06307","TACHYON","2026-02-11 11:38:30","U","2026-02-13 02:40:00","","204094.856392506","441774.000865353","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"350","체력단련장업","10_42_01_P","4231000","CDFH3301062024000002","2024-10-22","","01","영업/정상","13","영업중","","","","","","","","강원특별자치도 속초시 대포동 937 카시아 속초 502호","강원특별자치도 속초시 대포항희망길 120, 카시아 속초 5층 502호 (대포동)","24901","Activa","2026-02-11 12:20:28","U","2026-02-13 02:40:00","","341006.503840998","520449.969876936","체력단련장업","사립","Y","1","0","4208.6","0","0","0","0","","",
"351","체력단련장업","10_42_01_P","3990000","CDFH3301062005000006","2005-08-16","","03","폐업","03","폐업","2019-11-25","","","","","330","472-938","경기도 남양주시 평내동 578-3 메인프라자 10층","경기도 남양주시 평내로29번길 41, 10층 (평내동, 메인프라자)","12223","스마일 휘트니스센터","2026-02-11 10:57:08","U","2026-02-13 02:40:00","","220667.794203159","460363.34357979","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"352","체력단련장업","10_42_01_P","3040000","CDFH3301062022000003","2022-02-03","","01","영업/정상","13","영업중","","","","","","28","","서울특별시 광진구 광장동 145-8 한수상가","서울특별시 광진구 아차산로 635, 한수상가 3층 11호 (광장동)","04964","W PT STUDIO","2026-02-11 11:25:16","U","2026-02-13 02:40:00","","209345.941766315","449811.718207794","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"353","체력단련장업","10_42_01_P","3190000","CDFH3301062022000004","2022-02-24","","01","영업/정상","13","영업중","","","","","","337.2","","서울특별시 동작구 대방동 412-20 골든퍼스트","서울특별시 동작구 여의대방로24길 65, 골든퍼스트 지하1층 (대방동)","07055","바디테일러 PT","2026-02-11 13:37:50","U","2026-02-13 02:40:00","","193201.593680455","444043.99270867","체력단련장업","사립","","1","0","1355","0","0","0","0","","",
"354","체력단련장업","10_42_01_P","3220000","CDFH3301062024000020","2024-06-19","","01","영업/정상","13","영업중","","","","","02-6204-3615","643","","서울특별시 강남구 청담동 133 정원빌딩","서울특별시 강남구 영동대로 706, 정원빌딩 4, 5층 (청담동)","06075","에스앤제이코어(제일리핏케어센터)","2026-02-11 11:34:41","U","2026-02-13 02:40:00","","204995.90828647","446508.745956305","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"355","체력단련장업","10_42_01_P","3220000","CDFH3301062024000021","2024-06-25","","01","영업/정상","13","영업중","","","","","","252","","서울특별시 강남구 신사동 640-5","서울특별시 강남구 언주로172길 29, 2층 (신사동)","06017","트라이포드스포츠 (TPS Ground)","2026-02-11 11:35:25","U","2026-02-13 02:40:00","","203138.672069121","447257.10283752","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"356","체력단련장업","10_42_01_P","3220000","CDFH3301062024000022","2024-07-03","","01","영업/정상","13","영업중","","","","","","165","","서울특별시 강남구 신사동 565-14","서울특별시 강남구 도산대로25길 36, 지하1층 (신사동)","06032","웰니스라운지 헤이원","2026-02-11 11:35:55","U","2026-02-13 02:40:00","","202271.155211169","446637.695096022","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"357","체력단련장업","10_42_01_P","3060000","CDFH3301062024000008","2024-08-16","","01","영업/정상","13","영업중","","","","","","299.63","","서울특별시 중랑구 묵동 170-27 월등스카이뷰아파트","서울특별시 중랑구 동일로 938, 지하2층 201호 (묵동, 월등스카이뷰아파트)","02033","런앤리프트","2026-02-11 14:02:32","U","2026-02-13 02:40:00","","206733.412464852","456875.343608893","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"358","체력단련장업","10_42_01_P","3200000","CDFH3301062024000014","2024-07-30","","01","영업/정상","13","영업중","","","","","","253.16","","서울특별시 관악구 봉천동 858-6 WD세븐스","서울특별시 관악구 관악로 186, WD세븐스 지하1층 B02호 (봉천동)","08738","프로틴짐PT 서울대입구점","2026-02-11 17:34:26","U","2026-02-13 02:40:00","","195820.484507172","442141.85108667","체력단련장업","사립","","0","0","7255.64","0","0","0","1","","",
"359","체력단련장업","10_42_01_P","3220000","CDFH3301062024000019","2024-06-14","","01","영업/정상","13","영업중","","","","","","329","","서울특별시 강남구 역삼동 726-15 정진빌딩","서울특별시 강남구 논현로 428, 정진빌딩 B1층 (역삼동)","06223","페레 역삼","2026-02-11 11:32:45","U","2026-02-13 02:40:00","","203334.508325772","444035.802358739","체력단련장업","사립","","0","0","0","0","0","0","0","","",
"360","체력단련장업","10_42_01_P","3220000","CDFH3301062024000018","2024-06-03","","01","영업/정상","13","영업중","","","","","","167","","서울특별시 강남구 청담동 131-13","서울특별시 강남구 영동대로138길 15, 2층 (청담동)","06075","짐포레스트","2026-02-11 11:31:35","U","2026-02-13 02:40:00","","204919.07413946","446773.705671189","체력단련장업","사립","","0","0","0","0","0","0","0","","",
