번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),환경업무구분명,폐기물처리업구분명,폐기물처리업별처리구분명,폐기물구분명,허용보관량,허용보관량내용,Unnamed: 34,record_key
198,건설폐기물처리업,09_30_05_P,5020000,502000092201900003,2019-12-20,,3,폐업,2,폐업,2020-01-02,,,,,,,경상북도 포항시 남구 효자동 91-1,경상북도 포항시 남구 새천년대로 315 (효자동),37663,(주)효성로지텍,2026-02-12 13:25:09,U,2026-02-14 02:40:00,,410506.349691686,281146.933899297,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)효성로지텍_경상북도포항시남구효자동91-1
106,건설폐기물처리업,09_30_05_P,3930000,393000092201900002,2019-12-20,,1,영업/정상,BBBB,영업,,,,,031-408-4992,,,경기도 안산시 단원구 고잔동 696-2,"경기도 안산시 단원구 광덕3로 87, 302호 (고잔동)",15459,㈜능성산업개발,2026-02-06 10:13:01,U,2026-02-08 02:40:00,,184192.990839138,423469.642385142,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,㈜능성산업개발_경기도안산시단원구고잔동696-2
231,건설폐기물처리업,09_30_05_P,3780000,378000092201900001,2019-10-08,,1,영업/정상,BBBB,영업,,,,,031-754-2575,,,경기도 성남시 중원구 도촌동 514,"경기도 성남시 중원구 도촌로7번길 3-15, 101호 (도촌동)",13427,태원산업개발(주),2026-02-13 11:08:59,U,2026-02-15 02:40:00,,213107.845575455,434747.119057474,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,태원산업개발(주)_경기도성남시중원구도촌동514
8,건설폐기물처리업,09_30_05_P,3670000,367000092201900003,2019-09-24,,1,영업/정상,BBBB,영업,,,,,042-627-9268,,,대전광역시 유성구 복용동 594-8,"대전광역시 유성구 학하복용로 104, 204호 (복용동)",34162,(주)에스에이치건설환경,2026-02-02 15:19:54,U,2026-02-04 02:40:00,,228176.10064884,315852.211813719,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)에스에이치건설환경_대전광역시유성구복용동594-8
138,건설폐기물처리업,09_30_05_P,4201000,420100092200700003,2019-08-30,,1,영업/정상,BBBB,영업,,,,,6443636,,,강원특별자치도 강릉시 강동면 산성우리 259-1,강원특별자치도 강릉시 강동면 오이골말길 91,,(주)삼성산업,2026-02-09 15:01:47,U,2026-02-11 02:40:00,,376292.34300904,466328.415663341,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,(주)삼성산업_강원특별자치도강릉시강동면산성우리259-1
17,건설폐기물처리업,09_30_05_P,5470000,547000092201800001,2019-06-17,,3,폐업,2,폐업,2019-06-18,,,,055-945-0381,,,경상남도 거창군 거창읍 가지리 1105,경상남도 거창군 거창읍 거열로4길 365,50124,(주)삼양,2026-02-02 10:18:46,U,2026-02-04 02:40:00,,281183.371884321,244984.617110886,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)삼양_경상남도거창군거창읍가지리1105
96,건설폐기물처리업,09_30_05_P,3730000,373000092201800001,2019-06-11,,1,영업/정상,BBBB,영업,,,,,07082317027,,,울산광역시 울주군 온산읍 강양리 산 101 창조대성(주),"울산광역시 울주군 온산읍 해맞이로 1915, 창조대성(주)",45008,창조환경(주),2026-02-05 09:21:33,U,2026-02-07 02:40:00,,412900.318933413,214201.032003935,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,창조환경(주)_울산광역시울주군온산읍강양리산101창조대성(주)
178,건설폐기물처리업,09_30_05_P,4530000,453000092201500002,2019-05-13,,1,영업/정상,BBBB,영업,,,,,041-663-7308,,,충청남도 서산시 대산읍 대산리 1094-6,충청남도 서산시 대산읍 대산2길 45,31909,(주)대산종합환경,2026-02-10 20:51:54,U,2026-02-12 02:40:00,,148949.327876059,381742.790759467,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)대산종합환경_충청남도서산시대산읍대산리1094-6
171,건설폐기물처리업,09_30_05_P,5020000,502000092201800004,2019-05-02,,3,폐업,2,폐업,2019-05-02,,,,054-293-9454,,,경상북도 포항시 남구 청림동 3-261,경상북도 포항시 남구 청림서길10번길 8-2 (청림동),37920,거환특수(주),2026-02-10 09:01:14,U,2026-02-12 02:40:00,,417542.732062255,279965.112186104,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,거환특수(주)_경상북도포항시남구청림동3-261
6,건설폐기물처리업,09_30_05_P,4800000,480000092201300002,2019-04-24,,1,영업/정상,BBBB,영업,,,,,061-243-3000,,,"전라남도 목포시 대양동 산 84-5 산85-3,산84-11,산85-4,산85-5",전라남도 목포시 고하대로 1140-61 (대양동),58603,(유)중앙환경,2026-02-02 15:55:59,U,2026-02-04 02:40:00,,145672.359890771,148968.162921565,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,19238.0,,,"(유)중앙환경_전라남도목포시대양동산84-5산85-3,산84-11,산85-4,산85-5"
29,건설폐기물처리업,09_30_05_P,4211000,421100092201800001,2019-03-08,,1,영업/정상,BBBB,영업,,,,,033-532-4252,,,강원특별자치도 동해시 지흥동 22-3 주식회사 대경환경산업,"강원특별자치도 동해시 동해대로 5219, 주식회사 대경환경산업 (지흥동)",25801,주식회사 대경환경산업,2026-01-30 14:42:01,U,2026-02-04 11:04:37,,385852.225187155,447295.784648462,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,주식회사대경환경산업_강원특별자치도동해시지흥동22-3주식회사대경환경산업
28,건설폐기물처리업,09_30_05_P,3680000,368000092201800004,2019-01-31,,1,영업/정상,BBBB,영업,,,,,042-621-2812,,,대전광역시 대덕구 대화동 370-2,대전광역시 대덕구 대화로32번길 303 (대화동),306-802,대덕아스콘환경(주),2026-01-30 15:20:30,U,2026-02-04 11:04:37,,236517.433809991,319452.796815025,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,대덕아스콘환경(주)_대전광역시대덕구대화동370-2
134,건설폐기물처리업,09_30_05_P,4940000,494000092201900001,2019-01-30,,1,영업/정상,BBBB,영업,,,,,464-3000,,,전라남도 영암군 삼호읍 동호리 1029-1,전라남도 영암군 삼호읍 백야길 29-215,58446,(유)천하환경,2026-02-09 13:34:18,U,2026-02-11 02:40:00,,154231.121864462,140244.066978717,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(유)천하환경_전라남도영암군삼호읍동호리1029-1
199,건설폐기물처리업,09_30_05_P,5370000,537000092201800001,2018-09-18,,1,영업/정상,BBBB,영업,,,,,055-649-4472,,,경상남도 거제시 사등면 성포리 292,경상남도 거제시 사등면 성포로 209,53276,(주)대우환경,2026-02-12 15:12:31,U,2026-02-14 02:40:00,,339681.980051065,159097.10787811,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)대우환경_경상남도거제시사등면성포리292
101,건설폐기물처리업,09_30_05_P,5330000,533000092201800002,2018-09-18,,1,영업/정상,BBBB,영업,,,,,055-649-4472,,,경상남도 통영시 광도면 황리 1472,경상남도 통영시 광도면 은황길 369,,(주)대우환경,2026-02-06 10:02:12,D,2026-02-08 02:30:00,,327261.88797047,163541.651324404,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)대우환경_경상남도통영시광도면황리1472
209,건설폐기물처리업,09_30_05_P,3640000,364000092201800004,2018-09-04,,1,영업/정상,BBBB,영업,,,,,070-8625-2700,,,대전광역시 동구 대성동 30 삼익세라믹아파트,"대전광역시 동구 대전로340번길 20, 상가2동 1층 01호 (대성동, 삼익세라믹아파트)",34698,(주)성창환경산업,2026-02-12 14:45:47,U,2026-02-14 02:40:00,,241340.626499432,310907.372360062,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)성창환경산업_대전광역시동구대성동30삼익세라믹아파트
5,건설폐기물처리업,09_30_05_P,4920000,492000092201800001,2018-07-27,,3,폐업,2,폐업,2026-01-30,,,,061-434-6806,,,전라남도 강진군 마량면 마량리 1230,전라남도 강진군 마량면 까막섬로 158,59267,주식회사 수도씨앤지,2026-02-02 14:32:27,U,2026-02-04 02:40:00,,182128.85035592,106900.285610239,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,주식회사수도씨앤지_전라남도강진군마량면마량리1230
158,건설폐기물처리업,09_30_05_P,4400000,440000092201800002,2018-06-18,,3,폐업,2,폐업,2025-11-05,,,,043-642-9747,,,충청북도 제천시 천남동 426-7 주4동,충청북도 제천시 내토로 1107-29 (고암동),27191,(주)케이엠,2026-02-09 09:23:10,U,2026-02-11 02:40:00,,304971.431096923,402461.566702347,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)케이엠_충청북도제천시천남동426-7주4동
182,건설폐기물처리업,09_30_05_P,3740000,374000092201700005,2018-02-21,,1,영업/정상,BBBB,영업,,,,,031-217-5333,,,경기도 수원시 권선구 세류동 363-5,"경기도 수원시 권선구 세화로 33, 3층 303호 (세류동)",16652,티피기업(주),2026-02-11 09:52:04,U,2026-02-13 02:40:00,,200159.736442607,417329.010354658,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,티피기업(주)_경기도수원시권선구세류동363-5
90,건설폐기물처리업,09_30_05_P,4460000,446000092201700001,2017-11-16,,1,영업/정상,BBBB,영업,,,,,043-834-0066,,,"충청북도 괴산군 사리면 이곡리 577-3 , 577-4",충청북도 괴산군 사리면 모래재로 1007,,(주)태양환경,2026-02-05 10:34:50,U,2026-02-07 02:40:00,,263980.898530607,366739.993445785,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,"(주)태양환경_충청북도괴산군사리면이곡리577-3,577-4"
76,건설폐기물처리업,09_30_05_P,3630000,363000092201700006,2017-09-18,,1,영업/정상,BBBB,영업,,,,,0629623353,,,광주광역시 광산구 신창동 1071-3,광주광역시 광산구 구촌반촌길 126-22 (신창동),62292,주식회사 세계로산업,2026-02-05 09:09:28,U,2026-02-07 02:40:00,,185981.420375216,187324.15456528,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,주식회사세계로산업_광주광역시광산구신창동1071-3
98,건설폐기물처리업,09_30_05_P,4040000,404000092201700001,2017-08-03,,1,영업/정상,BBBB,영업,,,,,031-791-5953,,,경기도 하남시 창우동 410,"경기도 하남시 검단산로137번길 23, 1층 (창우동)",13024,하일위생환경(주),2026-02-05 13:44:59,U,2026-02-07 02:40:00,,219777.885497001,447272.467323946,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,하일위생환경(주)_경기도하남시창우동410
219,건설폐기물처리업,09_30_05_P,3730000,373000092201700002,2017-05-19,,1,영업/정상,BBBB,영업,,,,,052-266-4404,,,,울산광역시 울주군 온산읍 종동길 145-13,45008,(주)좋은환경,2026-02-12 15:14:47,U,2026-02-14 02:40:00,,411462.461191393,214310.070940106,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)좋은환경_
232,건설폐기물처리업,09_30_05_P,4820000,482000092201700001,2017-04-10,,1,영업/정상,BBBB,영업,,,,,061-745-2111,,,전라남도 순천시 서면 동산리 543-1,전라남도 순천시 서면 순천로 260 (순천시 서면 동산리 543-1),57906,(주)순천환경,2026-02-13 17:01:42,U,2026-02-15 02:40:00,,243285.095404618,167767.612098127,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)순천환경_전라남도순천시서면동산리543-1
170,건설폐기물처리업,09_30_05_P,3180000,318000092201700001,2017-04-06,,1,영업/정상,BBBB,영업,,,,,02-2631-0100,,,서울특별시 영등포구 문래동5가 10 하우스디 비즈 417호,"서울특별시 영등포구 선유로3길 10, 하우스디 비즈 4층 417호 (문래동5가)",07285,(주)스마트산업개발,2026-02-10 15:56:55,U,2026-02-12 02:40:00,,189921.671894763,445990.538307199,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)스마트산업개발_서울특별시영등포구문래동5가10하우스디비즈417호
202,건설폐기물처리업,09_30_05_P,6510000,651000092201700002,2017-03-27,,1,영업/정상,BBBB,영업,,,,,064-799-8088,,,제주특별자치도 제주시 애월읍 소길리 산 120,제주특별자치도 제주시 애월읍 장소로 421-3,63037,정우산업개발주식회사,2026-02-12 09:54:51,U,2026-02-14 02:40:00,,142720.703636773,-8705.11903653506,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,정우산업개발주식회사_제주특별자치도제주시애월읍소길리산120
119,건설폐기물처리업,09_30_05_P,5670000,567018492201000002,2017-03-22,,1,영업/정상,BBBB,영업,,,,,0552232222,,630-856,경상남도 창원시 마산회원구 내서읍 호계리 683-1,경상남도 창원시 마산회원구 내서읍 수곡로 6-103,630-856,대부개발(주),2026-02-06 13:46:06,U,2026-02-08 02:40:00,,337547.902811828,196880.188581925,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,18774.0,,,대부개발(주)_경상남도창원시마산회원구내서읍호계리683-1
222,건설폐기물처리업,09_30_05_P,3300000,330000092201300001,2017-02-02,,3,폐업,2,폐업,2017-02-02,,,,0519732504,,607-060,부산광역시 동래구 온천동 1179-5 효창오피스텔 708호,"부산광역시 동래구 미남로132번길 14, 708호 (온천동, 효창오피스텔)",607-842,흥한환경개발(주),2026-02-12 17:41:26,U,2026-02-14 02:40:00,,387808.358897246,192050.199988296,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,흥한환경개발(주)_부산광역시동래구온천동1179-5효창오피스텔708호
230,건설폐기물처리업,09_30_05_P,6520000,652000092201600006,2016-12-21,,1,영업/정상,BBBB,영업,,,,,0647629500,,,제주특별자치도 서귀포시 상효동 1347-8,제주특별자치도 서귀포시 516로436번길 28 (상효동),63602,(주)한라진산업개발,2026-02-13 10:12:19,U,2026-02-15 02:40:00,,162172.080674543,-23038.8371363828,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)한라진산업개발_제주특별자치도서귀포시상효동1347-8
168,건설폐기물처리업,09_30_05_P,4940000,494000092201600002,2016-06-30,,1,영업/정상,BBBB,영업,,,,,061-472-1438,,,전라남도 영암군 서호면 장천리 529,"전라남도 영암군 서호면 서호로 323, 1층",58437,대안건설(주),2026-02-10 09:22:19,U,2026-02-12 02:40:00,,161750.805917493,139698.258588861,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,대안건설(주)_전라남도영암군서호면장천리529
244,건설폐기물처리업,09_30_05_P,4671000,467100092200700003,2016-03-29,,1,영업/정상,BBBB,영업,,,,,0634648375,,,전북특별자치도 군산시 산북동 2206,전북특별자치도 군산시 외항로 409 (산북동),54159,(유)씨엔지알텍,2026-02-13 15:37:52,U,2026-02-15 02:40:00,,166083.39441162,273958.065877143,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,16000.0,,,(유)씨엔지알텍_전북특별자치도군산시산북동2206
120,건설폐기물처리업,09_30_05_P,4711000,471100092200600005,2016-02-02,,1,영업/정상,BBBB,영업,,,,,063-545-6220,,576-350,전북특별자치도 김제시 연정동 487-1,전북특별자치도 김제시 복죽로 525 (연정동),54370,(주)모악환경산업,2026-02-06 08:50:40,U,2026-02-08 02:40:00,,187500.596245365,255650.207490117,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,22400.0,,,(주)모악환경산업_전북특별자치도김제시연정동487-1
242,건설폐기물처리업,09_30_05_P,3400000,340000092201200004,2015-12-30,,1,영업/정상,BBBB,영업,,,,,051-264-0358,,619-871,부산광역시 기장군 철마면 고촌리 400-3 일원,,,서봉리사이클링(주),2026-02-13 11:05:45,U,2026-02-15 02:40:00,,396882.689618862,196331.187551278,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,서봉리사이클링(주)_부산광역시기장군철마면고촌리400-3일원
93,건설폐기물처리업,09_30_05_P,4741000,474100092200600001,2015-12-23,,1,영업/정상,BBBB,영업,,,,,063-322-1992,,568-801,전북특별자치도 무주군 무주읍 가옥리 594-2 외 3필지,전북특별자치도 무주군 무주읍 한풍루로 94 (번지외1필지),568-801,(유)덕유환경개발,2026-02-05 09:18:06,U,2026-02-07 02:40:00,,,,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,6006.0,,,(유)덕유환경개발_전북특별자치도무주군무주읍가옥리594-2외3필지
116,건설폐기물처리업,09_30_05_P,4080000,408000092201500001,2015-11-05,,1,영업/정상,BBBB,영업,,,,,031-672-0390,,,"경기도 안성시 서운면 신흥리 181-4 ,179-3","경기도 안성시 서운면 사갑1길 296-133, 296-117",17608,주식회사 태경아스콘,2026-02-06 10:00:44,U,2026-02-08 02:40:00,,221656.141526297,379675.824414609,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,11770.2,,,"주식회사태경아스콘_경기도안성시서운면신흥리181-4,179-3"
186,건설폐기물처리업,09_30_05_P,5330000,533000092201400003,2015-10-26,,1,영업/정상,BBBB,영업,,,,,0556467253,,,경상남도 통영시 광도면 노산리 615-2,경상남도 통영시 광도면 남해안대로 1265-42,650-821,㈜조양산업,2026-02-11 16:27:13,U,2026-02-13 02:40:00,,328272.989834112,156138.354682479,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,16501.28,,,㈜조양산업_경상남도통영시광도면노산리615-2
92,건설폐기물처리업,09_30_05_P,5710000,572000092200700006,2015-10-19,,3,폐업,2,폐업,2015-10-19,,,,0432237901,,,충청북도 청주시 상당구 남일면 가중리 383,충청북도 청주시 상당구 남일면 가좌신송로 148 (용암동),28186,동아산업개발(주),2026-02-05 11:26:44,U,2026-02-07 02:40:00,,242325.756910012,341143.857395359,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,동아산업개발(주)_충청북도청주시상당구남일면가중리383
42,건설폐기물처리업,09_30_05_P,3390000,339000092201400003,2015-08-27,,1,영업/정상,BBBB,영업,,,,,,,617-050,부산광역시 사상구 감전동 507-3,부산광역시 사상구 감전천로 55 (감전동),617-050,태평양환경,2026-02-03 13:07:26,U,2026-02-06 02:40:00,,379681.898783824,183970.404632581,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,태평양환경_부산광역시사상구감전동507-3
49,건설폐기물처리업,09_30_05_P,4920000,492000092201400001,2015-07-20,,1,영업/정상,BBBB,영업,,,,,432-9000,,,전라남도 강진군 성전면 금당리 613-3,전라남도 강진군 성전면 송계로 517-7,59206,(주)신환경,2026-02-04 17:01:15,U,2026-02-06 02:40:00,,174810.486206305,129411.571455106,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,17497.0,,,(주)신환경_전라남도강진군성전면금당리613-3
63,건설폐기물처리업,09_30_05_P,5710000,571000092201500005,2015-06-25,,1,영업/정상,BBBB,영업,,,,,2384334,,,충청북도 청주시 서원구 남이면 사동리 10,충청북도 청주시 서원구 남이면 저산척북로 599,28183,(주)중부이엔티,2026-02-04 17:53:43,U,2026-02-06 02:40:00,,237395.961038447,341130.708848201,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)중부이엔티_충청북도청주시서원구남이면사동리10
214,건설폐기물처리업,09_30_05_P,4701000,470100092201400001,2015-06-23,,1,영업/정상,BBBB,영업,,,,,063-636-7755,,590-931,전북특별자치도 남원시 송동면 두신리 844-292,전북특별자치도 남원시 송동면 물머리로 54-71,590-931,중앙환경아스콘(유),2026-02-12 09:53:49,U,2026-02-14 02:40:00,,227833.68469068,204336.606943286,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,11004.0,,,중앙환경아스콘(유)_전북특별자치도남원시송동면두신리844-292
185,건설폐기물처리업,09_30_05_P,6510000,651000092201500001,2015-03-31,,3,폐업,2,폐업,2024-05-10,,,,064-724-3302,,690-805,제주특별자치도 제주시 노형동 3600,제주특별자치도 제주시 우평로 35 (노형동),690-805,(주)미래환경자원,2026-02-11 13:58:32,U,2026-02-13 02:40:00,,149966.424166046,-1848.07199066243,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)미래환경자원_제주특별자치도제주시노형동3600
81,건설폐기물처리업,09_30_05_P,3170000,317000092201500001,2015-01-14,,1,영업/정상,BBBB,영업,,,,,,,,서울특별시 금천구 시흥동 984 시흥유통상가,"서울특별시 금천구 시흥대로 97, 시흥유통상가 1동 304호 (시흥동)",08639,(주)대영환경산업,2026-02-05 08:47:28,U,2026-02-07 02:40:00,,191226.287379467,437914.06299827,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,0.0,,,(주)대영환경산업_서울특별시금천구시흥동984시흥유통상가
40,건설폐기물처리업,09_30_05_P,3900000,390000092201500001,2015-01-14,,1,영업/정상,BBBB,영업,,,,,,,,경기도 광명시 하안동 37-1 SMH빌딩7층 706호,"경기도 광명시 하안로 293-14, SMH빌딩 7층 706호 (하안동)",14305,(주)대영환경산업,2026-02-03 18:10:50,D,2026-02-06 02:30:00,,189226.151458923,439930.895835555,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)대영환경산업_경기도광명시하안동37-1SMH빌딩7층706호
3,건설폐기물처리업,09_30_05_P,4000000,400000092201400001,2014-10-24,,1,영업/정상,BBBB,영업,,,,,0313748123,,,경기도 오산시 벌음동 125,경기도 오산시 정남동로 42-67 (벌음동),447-190,성수골재,2026-02-02 09:52:27,U,2026-02-04 02:40:00,,203160.712193701,404219.640041719,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,성수골재_경기도오산시벌음동125
84,건설폐기물처리업,09_30_05_P,5160000,516000092201400002,2014-09-12,,1,영업/정상,BBBB,영업,,,,,054-874-5100,,763-811,경상북도 청송군 진보면 월전리 237,경상북도 청송군 진보면 경동로 4489,763-811,(주)우리환경산업,2026-02-05 09:54:39,U,2026-02-07 02:40:00,,385247.110313011,339361.615043801,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)우리환경산업_경상북도청송군진보면월전리237
11,건설폐기물처리업,09_30_05_P,3560000,356000092201500002,2014-07-01,,1,영업/정상,BBBB,영업,,,,,0327197000,,,인천광역시 서구 오류동 1628-10,인천광역시 서구 도담3로 9 (오류동),22667,(주)검단아스콘,2026-02-02 17:50:37,U,2026-02-04 02:40:00,,165872.766923143,454366.728468827,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,5463.7,,,(주)검단아스콘_인천광역시서구오류동1628-10
115,건설폐기물처리업,09_30_05_P,5020000,502000092200800012,2014-04-11,,1,영업/정상,BBBB,영업,,,,,0542627801,,791-942,경상북도 포항시 북구 흥해읍 용천리 1141-15,경상북도 포항시 북구 흥해읍 동해대로1954번길 23-1,791-942,우정건설(주),2026-02-06 15:10:28,U,2026-02-08 02:40:00,,411338.807262787,296820.137383655,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,우정건설(주)_경상북도포항시북구흥해읍용천리1141-15
131,건설폐기물처리업,09_30_05_P,4070000,407000092200600001,2014-02-17,,1,영업/정상,BBBB,영업,,,,,0316328888,,467-851,"경기도 이천시 대월면 군량리 618-1, 197-10, 197-11, 197-12",경기도 이천시 대월면 양녕로 57,467-851,하나케이(주),2026-02-09 15:16:14,U,2026-02-11 02:40:00,,244288.810708433,408917.352134452,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,48624.0,,,"하나케이(주)_경기도이천시대월면군량리618-1,197-10,197-11,197-12"
137,건설폐기물처리업,09_30_05_P,4900000,490000092201300003,2013-12-23,,1,영업/정상,BBBB,영업,,,,,0613710989,,519-803,전라남도 화순군 동면 운농리 1043,전라남도 화순군 동면 동농공길 26,58143,(주)정현환경산업,2026-02-09 09:59:32,U,2026-02-11 02:40:00,,202004.552446323,169071.022940211,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)정현환경산업_전라남도화순군동면운농리1043
105,건설폐기물처리업,09_30_05_P,5340000,534000092201300001,2013-11-26,,1,영업/정상,BBBB,영업,,,,,055-854-4001,,,경상남도 사천시 사남면 화전리 283,경상남도 사천시 사남면 사남로 886-23,52536,(주)구룡,2026-02-06 15:22:48,U,2026-02-08 02:40:00,,300043.382634536,173146.744340973,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)구룡_경상남도사천시사남면화전리283
71,건설폐기물처리업,09_30_05_P,5600000,560000092201300002,2013-09-24,,1,영업/정상,BBBB,영업,,,,,,,,경기도 포천시 동교동 558-33,경기도 포천시 천보1길 18-1 (동교동),11163,평화아스콘(주),2026-02-03 12:29:08,U,2026-02-06 02:40:00,,211177.693727418,482234.518825146,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,4225.0,,,평화아스콘(주)_경기도포천시동교동558-33
65,건설폐기물처리업,09_30_05_P,5400000,540000092201300002,2013-08-29,,1,영업/정상,BBBB,영업,,,,,055-251-9993,,,경상남도 창원시 마산회원구 회성동 462-3 삼양사 202동 1호,경상남도 함안군 군북면 현포로 152,52063,(주)아시아환경,2026-02-03 09:54:37,U,2026-02-06 02:40:00,,342243.928058948,193724.650947243,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,(주)아시아환경_경상남도창원시마산회원구회성동462-3삼양사202동1호
151,건설폐기물처리업,09_30_05_P,4721000,472100092201300001,2013-04-04,,1,영업/정상,BBBB,영업,,,,,,,,전북특별자치도 완주군 소양면 명덕리 1464-42,전북특별자치도 완주군 소양면 구억명덕로 511,55355,전북개별환경,2026-02-09 14:53:31,U,2026-02-11 02:40:00,,218244.80985179,261948.1792173,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,전북개별환경_전북특별자치도완주군소양면명덕리1464-42
113,건설폐기물처리업,09_30_05_P,4090000,409000092201200003,2013-01-31,,1,영업/정상,BBBB,영업,,,,,0319874577,,415-869,경기도 김포시 통진읍 옹정리 22-10,"경기도 김포시 통진읍 김포대로2462번길 8, 1층",415-869,옹정건설중기(주),2026-02-06 16:54:17,U,2026-02-08 02:40:00,,162565.538628821,466256.897694352,건설폐기물처리업사업계획(허가)신청,수집운반업(건설폐기물),,,0.0,,,옹정건설중기(주)_경기도김포시통진읍옹정리22-10
201,건설폐기물처리업,09_30_05_P,6510000,651000092201200001,2012-08-07,,1,영업/정상,BBBB,영업,,,,,064-782-5900,,,제주특별자치도 제주시 조천읍 와흘리 487-2 4층,제주특별자치도 제주시 조천읍 대와상길 70-6,63344,영진기업(주),2026-02-12 15:18:56,U,2026-02-14 02:40:00,,167012.59799206,-18.5743736615457,건설폐기물처리업사업계획(허가)신청,중간처분업(건설폐기물),,,22032.0,,,영진기업(주)_제주특별자치도제주시조천읍와흘리487-24층
