번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),영업내용,Unnamed: 29,record_key
137,옥외광고업,04_15_01_P,4840000,2025484027008500008,2025-08-25,,1,영업/정상,20,정상,,,,,,,,전라남도 광양시 광양읍 칠성리 ****-**,전라남도 광양시 광양읍 용강*길 **-*,57746,도토리광고,2026-02-10 08:50:16,U,2026-02-12 02:40:00,,253019.906131919,164463.511501441,,,도토리광고_전라남도광양시광양읍칠성리****-**
129,옥외광고업,04_15_01_P,3090000,2026309020208500001,2025-07-30,,1,영업/정상,20,정상,,,,,,,,서울특별시 도봉구 창동 *,"서울특별시 도봉구 노해로**길 *, 한국빌딩 B*층 **호 (창동)",01414,주식회사 한올비에이씨,2026-02-10 16:55:56,I,2026-02-12 00:20:02,,204345.826664906,461119.957690091,"광고사인물, 광고디자인",,주식회사한올비에이씨_서울특별시도봉구창동*
222,옥외광고업,04_15_01_P,3470000,2025347019108500008,2025-06-18,,3,폐업,40,폐업,2026-02-23,,,,,,,,"대구광역시 달서구 용산서로 **, ***호 (용산동)",42628,(주)제이비지외식종합컨설팅,2026-02-23 16:27:31,U,2026-02-25 02:40:00,,338044.629647395,263032.935242055,옥외광고업,,(주)제이비지외식종합컨설팅_
251,옥외광고업,04_15_01_P,4271000,2025427104308500001,2025-06-16,,1,영업/정상,20,정상,,,,,,,,,강원특별자치도 영월군 상동읍 선바위길 **,26248,(주)코몬드,2026-02-25 13:06:17,U,2026-02-27 02:40:00,,360591.06479833,405557.11110527,"옥외광고물 제작, 설치, 광고대행",,(주)코몬드_
39,옥외광고업,04_15_01_P,3370000,2025337015908500005,2025-06-12,,1,영업/정상,20,정상,,,,,0518643222,,,부산광역시 연제구 연산동 ****-** 동서타워아파트 상가동 *호,"부산광역시 연제구 연수로 ***, 상가동 *호 (연산동, 동서타워아파트)",47613,에스디앤텍,2026-01-30 16:01:52,U,2026-02-04 11:04:37,,390481.341162526,188031.056917369,"광고물 제작, 설치",,에스디앤텍_부산광역시연제구연산동****-**동서타워아파트상가동*호
72,옥외광고업,04_15_01_P,4191000,2025419103808500005,2025-05-21,,1,영업/정상,20,정상,,,,,,,,강원특별자치도 원주시 태장동 ****-**,"강원특별자치도 원주시 태장공단길 **-*, ***호 (태장동)",26311,거성산업,2026-02-03 09:00:23,U,2026-02-06 02:40:00,,283778.233801431,434021.175984845,"간판, 광고물 제작 등",,거성산업_강원특별자치도원주시태장동****-**
68,옥외광고업,04_15_01_P,5370000,2015537018908500003,2025-05-15,,1,영업/정상,20,정상,,,,,,,,경상남도 거제시 사등면 지석리 ****-* 덕진봄아파트 ***호,"경상남도 거제시 사등면 지석*길 **, 상가동 ***-*호 (덕진봄아파트)",53275,엔에스디자인,2026-02-03 16:52:32,U,2026-02-06 02:40:00,,343815.801212144,153721.671855296,광고물(간판)제작 및 디자인기획,,엔에스디자인_경상남도거제시사등면지석리****-*덕진봄아파트***호
237,옥외광고업,04_15_01_P,5100000,2025510025808500001,2025-05-12,,2,휴업,30,휴업,,2025-11-01,2026-12-31,,,,,경상북도 영천시 완산동 **** 완산미소지움,"경상북도 영천시 완산*길 **, *층 (완산동, 완산미소지움)",38894,그라데일리,2026-02-24 16:35:36,U,2026-02-26 02:40:00,,375173.290759009,275852.756725547,시각디자인 및 옥외광고물 제작,,그라데일리_경상북도영천시완산동****완산미소지움
263,옥외광고업,04_15_01_P,4830000,2025483019908500003,2025-04-10,,1,영업/정상,20,정상,,,,,,,,,"전라남도 나주시 빛가람로 ***, *층 ***호 (빛가람동)",58325,아트리움,2026-02-26 17:24:21,U,2026-02-28 02:40:00,,181063.731516762,169112.990478925,,,아트리움_
9,옥외광고업,04_15_01_P,4721000,2025472102208500003,2025-03-10,,1,영업/정상,20,정상,,,,,,,,전북특별자치도 완주군 운주면 장선리 ***-*,전북특별자치도 완주군 운주면 덕동가척길 **,55300,(유)디자인퍼블릭,2026-02-01 17:03:49,U,2026-02-03 02:40:00,,225179.132356668,287088.512245863,"옥외광고, 산업디자인, 광고대행",,(유)디자인퍼블릭_전북특별자치도완주군운주면장선리***-*
139,옥외광고업,04_15_01_P,5530000,2025553060608500002,2025-02-03,,1,영업/정상,20,정상,,,,,,,,경기도 화성시 동탄구 영천동  ***-*,"경기도 화성시 동탄구 동탄대로**길 ***, W스페이스 ***호 (영천동)",18468,동탄산업,2026-02-10 09:15:27,U,2026-02-12 02:40:00,,,,"디자인, 기획, 설계, 유지보수",,동탄산업_경기도화성시동탄구영천동***-*
171,옥외광고업,04_15_01_P,3270000,2024327016908500001,2024-11-14,,3,폐업,40,폐업,2026-02-04,,,,,,,부산광역시 동구 초량동 ****-*,부산광역시 동구 중앙대로***번길 *-* (초량동),48730,(주)녹색바구니,2026-02-12 13:10:02,U,2026-02-14 02:40:00,,386306.364412061,182357.440560816,광고대행,,(주)녹색바구니_부산광역시동구초량동****-*
202,옥외광고업,04_15_01_P,5480000,2000548000008200023,2024-10-16,,1,영업/정상,20,정상,,,,,055 933 1337,,,경상남도 합천군 합천읍 합천리 ***-*,경상남도 합천군 합천읍 핫들*로 **,50231,늘푸른광고,2026-02-19 13:40:18,U,2026-02-21 02:40:00,,305886.535077379,230261.768952312,옥외광고물 제작 및 설치,,늘푸른광고_경상남도합천군합천읍합천리***-*
57,옥외광고업,04_15_01_P,3170000,2024317023108500008,2024-09-27,,3,폐업,40,폐업,2026-02-04,,,,,,,서울특별시 금천구 가산동 *** 하우스디 더 스카이밸리 가산*차 ****호,"서울특별시 금천구 범안로 ****, 하우스디 더 스카이밸리 가산*차 ****호 (가산동)",08595,아임애드마케팅,2026-02-04 13:50:15,U,2026-02-06 02:40:00,,190099.41176063,440416.170972838,"옥외광고기기제작,  판매대행 등",,아임애드마케팅_서울특별시금천구가산동***하우스디더스카이밸리가산*차****호
81,옥외광고업,04_15_01_P,3620000,2024362018108500008,2024-08-29,,1,영업/정상,20,정상,,,,,,,,광주광역시 북구 용두동 *** 양산타운아파트 ***동 ****호,"광주광역시 북구 하서로***번길 **, ***동 ****호 (용두동, 양산타운아파트)",61019,메이킷애드,2026-02-05 13:53:33,U,2026-02-07 02:40:00,,188313.261262377,190404.43281319,옥외광고,,메이킷애드_광주광역시북구용두동***양산타운아파트***동****호
231,옥외광고업,04_15_01_P,3110000,2024311026108500004,2024-08-19,,3,폐업,40,폐업,2026-02-23,,,,,,,,"서울특별시 은평구 수색로 ***, ***호 (수색동, 디엠씨 자이*단지(DMC 자이*))",03504,영인사,2026-02-24 11:05:31,U,2026-02-26 02:40:00,,190977.850603548,453037.787995874,광고대행제작,,영인사_
185,옥외광고업,04_15_01_P,4641000,2004466005008200019,2024-08-09,,1,영업/정상,20,정상,,,,,,,,전북특별자치도 전주시 완산구 대성동 **-**,전북특별자치도 전주시 완산구 고덕산*길 **-* (대성동),55116,해주플러스,2026-02-13 10:15:53,U,2026-02-15 02:40:00,,216018.19318343,255133.04641942,옥외광고 제작 및 시공,,해주플러스_전북특별자치도전주시완산구대성동**-**
43,옥외광고업,04_15_01_P,3010000,2026301021808500001,2024-07-08,,1,영업/정상,20,정상,,,,,02 21403733,,,서울특별시 강남구 논현동 **-*,"서울특별시 중구 통일로 **, 연세대학교 세브란스빌딩 *층 (남대문로*가)",04527,스푼 주식회사,2026-02-03 07:04:05,I,2026-02-06 00:20:02,,202635.339549779,445862.957769207,옥외광고업 대행업,,스푼주식회사_서울특별시강남구논현동**-*
182,옥외광고업,04_15_01_P,5340000,2024534020708500002,2024-05-09,,3,폐업,40,폐업,2026-02-13,,,,,,,경상남도 사천시 동림동 *-**,경상남도 사천시 새고개길 **-** (동림동),52553,(주)다온건설,2026-02-13 16:54:48,U,2026-02-15 02:40:00,,298159.712815203,161863.4100889,옥외광고물 제작 및 설치,,(주)다온건설_경상남도사천시동림동*-**
119,옥외광고업,04_15_01_P,3830000,2024385004208500004,2024-04-29,,1,영업/정상,20,정상,,2021-09-13,9999-12-31,2026-02-05,070 49016150,,,경기도 안양시 동안구 관양동 ****-* 스마트넷빌딩,"경기도 안양시 동안구 동편로**번길 *, 스마트넷빌딩 ***호 (관양동)",13929,주식회사 시더,2026-02-09 16:34:00,U,2026-02-11 02:40:00,,197453.759729089,433743.270013416,옥외광고사업,,주식회사시더_경기도안양시동안구관양동****-*스마트넷빌딩
104,옥외광고업,04_15_01_P,4181000,2024418110008500001,2024-03-14,,1,영업/정상,20,정상,,,,,,,,강원특별자치도 춘천시 동내면 신촌리 ***,"강원특별자치도 춘천시 동내면 순환대로 ***-**, *층",24399,다해산업,2026-02-06 15:19:05,U,2026-02-08 02:40:00,,268160.230965645,483524.186062494,옥외광고물 제작 설치,,다해산업_강원특별자치도춘천시동내면신촌리***
164,옥외광고업,04_15_01_P,4050000,2024405051008500003,2024-02-15,,3,폐업,40,폐업,2026-02-26,,,,,,,경기도 용인시 기흥구 중동 ***-*,"경기도 용인시 기흥구 어정로 ***, *층 (중동)",16988,드림광고,2026-02-12 09:39:13,U,2026-02-14 02:40:00,,213013.394183802,419362.505750996,"간판, 현수막, 실사출력",,드림광고_경기도용인시기흥구중동***-*
105,옥외광고업,04_15_01_P,3620000,2026362025408500003,2024-01-15,,1,영업/정상,20,정상,,,,,,,,광주광역시 북구 오룡동 ****-**,"광주광역시 북구 첨단과기로***번길 **-**, ***호 (오룡동)",61011,(주)아이랩미디어,2026-02-06 13:31:58,U,2026-02-08 02:40:00,,186467.210138797,191841.150983575,"옥외광고물 제작, 설치, 광고대행",,(주)아이랩미디어_광주광역시북구오룡동****-**
58,옥외광고업,04_15_01_P,3220000,2024322017408500004,2024-01-15,,3,폐업,40,폐업,2026-02-03,,,,,,,서울특별시 강남구 삼성동 ***-* 세진빌딩,"서울특별시 강남구 삼성로**길 **, 세진빌딩 *층 (삼성동)",06159,(주)아이랩미디어,2026-02-03 10:06:00,U,2026-02-06 02:40:00,,204645.262082395,444999.458565143,"옥외광고물 제작, 설치, 광고대행",,(주)아이랩미디어_서울특별시강남구삼성동***-*세진빌딩
265,옥외광고업,04_15_01_P,3220000,2023322017408500018,2023-12-29,,3,폐업,40,폐업,2026-02-26,,,,0236677331,,,서울특별시 강남구 논현동 ***-** 아모제논현빌딩,"서울특별시 강남구 봉은사로 ***, 아모제논현빌딩 (논현동)",06103,(주)펀네트,2026-02-26 15:40:23,U,2026-02-28 02:40:00,,203607.068430001,445315.578728921,"옥외광고물 제작, 설치, 광고대행",,(주)펀네트_서울특별시강남구논현동***-**아모제논현빌딩
60,옥외광고업,04_15_01_P,4181000,2018418033008500009,2023-12-29,,1,영업/정상,20,정상,,2023-01-19,2024-01-18,2023-12-29,,,,강원특별자치도 춘천시 동면 만천리 ***-*,강원특별자치도 춘천시 동면 도일길 ***,24213,디랩,2026-02-04 10:44:35,U,2026-02-06 02:40:00,,267758.131219253,487193.084840903,옥외광고물 제작설치,,디랩_강원특별자치도춘천시동면만천리***-*
141,옥외광고업,04_15_01_P,3920000,2023392008608500002,2023-09-21,,3,폐업,40,폐업,2026-02-10,,,,,,,경기도 동두천시 송내동 ***-* 송내주공아파트 ***동 ***호,"경기도 동두천시 동두천로 **, ***동 *층 ***호 (송내동, 송내주공아파트)",11352,히스토리,2026-02-10 13:20:10,U,2026-02-12 02:40:00,,204619.470452836,486821.166818052,옥외광고물 제작,,히스토리_경기도동두천시송내동***-*송내주공아파트***동***호
247,옥외광고업,04_15_01_P,4211000,2023421102908500001,2023-08-29,,1,영업/정상,20,정상,,,,,,,,강원특별자치도 동해시 구호동 ***-* 초당두부해수식품,"강원특별자치도 동해시 공단*로 **, 초당두부해수식품 (구호동)",25799,준테크,2026-02-25 13:36:14,U,2026-02-27 02:40:00,,389589.016316509,443313.916626291,옥외광고물 제작 및 종합디자인,,준테크_강원특별자치도동해시구호동***-*초당두부해수식품
160,옥외광고업,04_15_01_P,3220000,2023322017408500012,2023-07-19,,1,영업/정상,20,정상,,,,,,,,서울특별시 강남구 역삼동 ***-** 대륭강남타워,"서울특별시 강남구 강남대로 ***, 대륭강남타워 (역삼동)",06241,삼성전자(주),2026-02-12 09:46:49,U,2026-02-14 02:40:00,,202543.702833232,443681.849617904,"옥외광고물 제작, 설치, 광고대행",,삼성전자(주)_서울특별시강남구역삼동***-**대륭강남타워
132,옥외광고업,04_15_01_P,4241000,2023424102508500001,2023-07-18,,1,영업/정상,20,정상,,,,,,,,강원특별자치도 삼척시 원당동 **-* 현대그린마트,"강원특별자치도 삼척시 오십천로 ***-**, 현대그린마트 ***호 (원당동)",25918,청년디자인,2026-02-10 17:09:23,U,2026-02-12 02:40:00,,390407.545227481,439661.094170822,옥외광고사업,,청년디자인_강원특별자치도삼척시원당동**-*현대그린마트
147,옥외광고업,04_15_01_P,4191000,2023419035408500004,2023-06-05,,1,영업/정상,20,정상,,,,,,,,강원특별자치도 원주시 봉산동 ***-*,강원특별자치도 원주시 봉산로 **-* (봉산동),26329,금산기획,2026-02-11 09:55:51,U,2026-02-13 02:40:00,,285146.476219243,427581.711917366,옥외광고업,,금산기획_강원특별자치도원주시봉산동***-*
208,옥외광고업,04_15_01_P,5330000,2023533020908500002,2023-05-17,,1,영업/정상,20,정상,,,,,,,,경상남도 통영시 광도면 죽림리 **** 주영 더 팰리스 *차 아파트,"경상남도 통영시 광도면 신죽*길 **, ***동 *호 (주영 더 팰리스 *차 아파트)",53017,JS광고기획,2026-02-20 13:13:42,U,2026-02-22 02:40:00,,329336.699222247,154056.599013215,"광고제조업(온.오프라인), 인쇄 및 인장업, 판촉물, 홍보차량, 안전용품판매 등",,JS광고기획_경상남도통영시광도면죽림리****주영더팰리스*차아파트
159,옥외광고업,04_15_01_P,3370000,2026337015908500002,2023-03-23,,1,영업/정상,20,정상,,,,,,,,,"부산광역시 연제구 과정로 ***, c동 *층 (연산동)",47572,청운,2026-02-12 10:54:41,U,2026-02-14 02:40:00,,391903.011628406,188905.221279104,옥외광고물 제작 및 판매,,청운_
181,옥외광고업,04_15_01_P,4181000,2022418041108500003,2022-12-14,,1,영업/정상,20,정상,,,,,,,,강원특별자치도 춘천시 동내면 사암리 ***-*,강원특별자치도 춘천시 동내면 대룡산길 ***-***,24408,종합광고 알파,2026-02-13 13:29:10,U,2026-02-15 02:40:00,,269040.750076185,481613.792214872,옥외광고물 제작 설치,,종합광고알파_강원특별자치도춘천시동내면사암리***-*
175,옥외광고업,04_15_01_P,3100000,2026310024008500002,2022-11-23,,1,영업/정상,20,정상,,,,,,,,서울특별시 노원구 공릉동 ***-**,"서울특별시 노원구 동일로***길 **, *층 (공릉동)",01859,디자인공감,2026-02-13 09:33:04,I,2026-02-15 00:20:02,,206358.643894499,457465.960620883,옥외광고,,디자인공감_서울특별시노원구공릉동***-**
151,옥외광고업,04_15_01_P,3000000,2022300019608500003,2022-11-23,,3,폐업,40,폐업,2026-02-11,,,,,,,서울특별시 종로구 숭인동 **-**,서울특별시 종로구 지봉로 ** (숭인동),03109,디자인 공감,2026-02-11 14:57:21,U,2026-02-13 02:40:00,,201333.22678187,452558.646955017,옥외광고,,디자인공감_서울특별시종로구숭인동**-**
203,옥외광고업,04_15_01_P,5370000,2022537018908500007,2022-09-28,,3,폐업,40,폐업,2025-06-30,,,,,,,경상남도 거제시 양정동 **** 해뜰안애,"경상남도 거제시 수양로 ***, ***동 ****호 (양정동, 해뜰안애)",53337,진 인테리어,2026-02-19 11:43:10,U,2026-02-21 02:40:00,,351022.512518251,153082.17327635,"광고대행, 간판시공",,진인테리어_경상남도거제시양정동****해뜰안애
169,옥외광고업,04_15_01_P,3930000,2022393041308500011,2022-09-14,,3,폐업,40,폐업,2026-02-12,,,,,,,경기도 안산시 단원구 원곡동 ***-* 원곡유통상가 B동 ***-*호,"경기도 안산시 단원구 풍전로 *, 원곡유통상가 B동 ***-*호 (원곡동)",15431,디온에이싸인,2026-02-12 14:41:05,U,2026-02-14 02:40:00,,181108.608529259,424698.61951891,간판제작 및 시공,,디온에이싸인_경기도안산시단원구원곡동***-*원곡유통상가B동***-*호
252,옥외광고업,04_15_01_P,3460000,2022346011808500009,2022-05-26,,3,폐업,40,폐업,2026-02-25,,,,,,,대구광역시 수성구 황금동 ***-*,"대구광역시 수성구 청수로 ***-*, *층 (황금동)",42149,(주)지웍스,2026-02-25 09:11:26,U,2026-02-27 02:40:00,,346246.968359056,261266.079218565,"광고물제작, 광고대행 등",,(주)지웍스_대구광역시수성구황금동***-*
256,옥외광고업,04_15_01_P,3650000,2022365012708500002,2022-05-20,,1,영업/정상,20,정상,,,,,,,,대전광역시 중구 산성동 ***-**,대전광역시 중구 산성로 ** (산성동),35011,보따리 광고 기획,2026-02-26 15:54:37,U,2026-02-28 02:40:00,,235045.148970367,311791.312949368,"옥외광고업(간판, 현수막제작 등)",,보따리광고기획_대전광역시중구산성동***-**
22,옥외광고업,04_15_01_P,4950000,2022495014708500002,2022-04-25,,3,폐업,40,폐업,2024-02-16,,,,,,,전라남도 무안군 삼향읍 지산리 ***-**,"전라남도 무안군 삼향읍 삼향공단길 **-**, *호",58558,유한회사 두다,2026-02-02 19:12:52,U,2026-02-04 02:40:00,,146447.642991252,152247.051345053,옥외광고업 관련 모든 사업,,유한회사두다_전라남도무안군삼향읍지산리***-**
205,옥외광고업,04_15_01_P,3510500,2022351059708500002,2022-04-19,,3,폐업,40,폐업,2026-02-20,,,,,,,인천광역시 미추홀구 주안동 ****-**,"인천광역시 미추홀구 방축로 ***, ***호 (주안동)",22121,사인프레소,2026-02-20 17:14:45,U,2026-02-22 02:40:00,,171374.371646197,441403.039318273,광고물제작,,사인프레소_인천광역시미추홀구주안동****-**
26,옥외광고업,04_15_01_P,4711000,2026471108808500001,2022-02-23,,1,영업/정상,20,정상,,,,,,,,,전북특별자치도 김제시 백구면 석담*길 ***,54330,엔엘이엔지,2026-02-02 13:22:38,U,2026-02-04 02:40:00,,,,"광고대행업, 옥외광고업, 전기공사업",,엔엘이엔지_
123,옥외광고업,04_15_01_P,3780000,2020380002708500013,2022-02-21,,3,폐업,40,폐업,2026-02-06,,,,,,,,"경기도 성남시 중원구 사기막골로*번길 **, 로산빌딩 *층 *호 (상대원동)",13220,(주)디마기획,2026-02-09 14:46:04,U,2026-02-11 02:40:00,,214847.93707707,437175.733616736,광고물 제작,,(주)디마기획_
35,옥외광고업,04_15_01_P,5670000,2022567050308500001,2022-02-18,,1,영업/정상,20,정상,,,,,,,,경상남도 창원시 마산회원구 봉암동 ***-***,경상남도 창원시 마산회원구 봉암공단**길 ** (봉암동),51342,샤인애드,2026-01-30 13:52:05,U,2026-02-04 11:04:37,,345505.390532802,191547.251402922,광고물 제작,,샤인애드_경상남도창원시마산회원구봉암동***-***
102,옥외광고업,04_15_01_P,3130000,2017313015908500019,2022-02-08,,3,폐업,40,폐업,2026-02-06,,,,0231581616,,,서울특별시 마포구 도화동 *** SK허브그린,"서울특별시 마포구 마포대로 **, ****호 (도화동)",04157,트리앤,2026-02-06 10:30:16,U,2026-02-08 02:40:00,,195420.301139733,448905.847421736,간판및광고물제조,,트리앤_서울특별시마포구도화동***SK허브그린
36,옥외광고업,04_15_01_P,3300000,2022330009508500001,2022-01-26,,3,폐업,40,폐업,2026-01-30,,,,,,,부산광역시 동래구 안락동 ***-**,부산광역시 동래구 충렬대로***번길 ** (안락동),47790,대승기획,2026-01-30 14:19:31,U,2026-02-04 11:04:37,,391715.946473166,190805.922899926,"간판제작, 옥외광고",,대승기획_부산광역시동래구안락동***-**
62,옥외광고업,04_15_01_P,3990000,2022399038508500002,2022-01-24,,3,폐업,40,폐업,2026-02-04,,,,,,,경기도 남양주시 별내동 ***,"경기도 남양주시 순화궁로 ***, 에이스 하이엔드타워 ****호 (별내동)",12106,이노블루산업(주),2026-02-04 14:41:09,U,2026-02-06 02:40:00,,211342.232326495,461123.873998311,"금속구조물,수질환경공사",,이노블루산업(주)_경기도남양주시별내동***
219,옥외광고업,04_15_01_P,3230000,2021323026308500007,2021-11-30,,1,영업/정상,20,정상,,,,,0269413901,,,,"서울특별시 송파구 법원로 **, 파트너스* (문정동)",05855,주식회사 디자인그룹지오,2026-02-23 11:32:54,U,2026-02-25 02:40:00,,,,옥외광고업,,주식회사디자인그룹지오_
69,옥외광고업,04_15_01_P,4170000,2021417019708500002,2021-10-18,,1,영업/정상,20,정상,,,,,0317745032,,,경기도 양평군 양평읍 오빈리 ***-*,"경기도 양평군 양평읍 경강로 ****, *호",12545,티지플랜(TG PLAN),2026-02-03 09:37:44,U,2026-02-06 02:40:00,,240642.219326958,444803.488990464,광고물 제작,,티지플랜(TGPLAN)_경기도양평군양평읍오빈리***-*
262,옥외광고업,04_15_01_P,4641000,2021465006008500004,2021-06-25,,1,영업/정상,20,정상,,,,,0637143716,,,전북특별자치도 전주시 완산구 효자동*가 ****-*,"전북특별자치도 전주시 완산구 천잠로 ***-**, *층 (효자동*가, 천잠재)",55070,수디자인,2026-02-26 14:27:22,U,2026-02-28 02:40:00,,207982.70080213,256374.101893695,옥외광고 디자인,,수디자인_전북특별자치도전주시완산구효자동*가****-*
99,옥외광고업,04_15_01_P,4040000,2022404023408500003,2021-02-19,,1,영업/정상,20,정상,,,,,,,,경기도 하남시 풍산동 *** 미사센텀비즈,"경기도 하남시 조정대로 **, 미사센텀비즈 F동 *층 **호 (풍산동)",12918,(주)올더베스트띵스,2026-02-06 14:04:54,U,2026-02-08 02:40:00,,216197.552708918,449829.801875259,옥외광고물 제작 및 설치,,(주)올더베스트띵스_경기도하남시풍산동***미사센텀비즈
89,옥외광고업,04_15_01_P,3660000,2021366012708500003,2021-01-29,,3,폐업,40,폐업,2026-02-05,,,,,,,대전광역시 서구 월평동 ***,대전광역시 서구 월평로 ** (월평동),35224,지음디자인,2026-02-05 14:53:47,U,2026-02-07 02:40:00,,232804.267505432,317299.794345936,"간판, 현수막",,지음디자인_대전광역시서구월평동***
150,옥외광고업,04_15_01_P,4580000,2020458009408500001,2020-12-31,,1,영업/정상,20,정상,,,,,,,,충청남도 서천군 서천읍 군사리 ***-*,충청남도 서천군 서천읍 서천향교길 *,33644,광고팩토리,2026-02-11 09:54:20,U,2026-02-13 02:40:00,,172312.621857043,286304.061698026,옥외광고물등  제작 및 시공,,광고팩토리_충청남도서천군서천읍군사리***-*
235,옥외광고업,04_15_01_P,3980000,2021398014408500002,2020-12-22,,2,휴업,30,휴업,,2021-06-04,2030-12-31,,,,,경기도 구리시 수택동 ***-* 광명아파트,"경기도 구리시 체육관로***번길 **, **동 *층 ***호 (수택동, 광명아파트)",11927,라움쿤스트,2026-02-24 13:33:28,U,2026-02-26 02:40:00,,212091.692621092,455263.996333611,옥외광고업 대행,,라움쿤스트_경기도구리시수택동***-*광명아파트
76,옥외광고업,04_15_01_P,3150000,2020315012708500017,2020-12-04,,3,폐업,40,폐업,2026-02-02,,,,,,,서울특별시 강서구 마곡동 *** 두산더랜드파크,"서울특별시 강서구 마곡중앙로 ***-*, 두산더랜드파크 B동 ****-*호 (마곡동)",07788,(주)굿모닝애드,2026-02-03 15:46:46,U,2026-02-06 02:40:00,,184655.264279055,451864.298152252,광고대행 및 광고물 제작,,(주)굿모닝애드_서울특별시강서구마곡동***두산더랜드파크
146,옥외광고업,04_15_01_P,3180000,2014318020008500022,2020-09-21,,1,영업/정상,20,정상,,,,,02  37752663,,,서울특별시 영등포구 양평동*가 ***-** *층,"서울특별시 영등포구 선유로 ***, *층 (양평동*가)",07206,(주)시티컴,2026-02-11 16:17:51,U,2026-02-13 02:40:00,,190878.434179261,448232.968057452,"광고대행, 광고물 제작",,(주)시티컴_서울특별시영등포구양평동*가***-***층
23,옥외광고업,04_15_01_P,4181000,2020418036008500010,2020-09-17,,1,영업/정상,20,정상,,,,,,,,강원특별자치도 춘천시 동내면 사암리 ****-*,강원특별자치도 춘천시 동내면 대룡산길 *,24408,주식회사 드림테크,2026-02-02 09:10:55,U,2026-02-04 02:40:00,,267244.584658636,482270.317732188,"옥외광고물(디지털광고) 제작 설치-CCTV,NVR,안내판 제조 설계 생산",,주식회사드림테크_강원특별자치도춘천시동내면사암리****-*
143,옥외광고업,04_15_01_P,5080000,1991508001008200020,2020-04-29,,3,폐업,40,폐업,2026-02-10,,,,054 452 3633,,,경상북도 구미시 원평동 ***-**,경상북도 구미시 역전로*길 * (원평동),39219,삼진기획,2026-02-11 08:40:26,U,2026-02-13 02:40:00,,319977.654061586,293158.945167323,광고물제조,,삼진기획_경상북도구미시원평동***-**
180,옥외광고업,04_15_01_P,4181000,1988418002308200015,2020-04-13,,1,영업/정상,20,정상,,,,,033 254 5518,,,강원특별자치도 춘천시 동면 만천리 ***-*,강원특별자치도 춘천시 동면 만천로***번길 **,24216,두리콤,2026-02-13 13:31:26,U,2026-02-15 02:40:00,,266932.186787159,486677.311976093,간판제작업,,두리콤_강원특별자치도춘천시동면만천리***-*
232,옥외광고업,04_15_01_P,6510000,2020651021008500004,2020-01-23,,1,영업/정상,20,정상,,,,,,,,제주특별자치도 제주시 해안동 ***,제주특별자치도 제주시 해안뱅디길 ** (해안동),63093,아트광고 디자인,2026-02-24 11:18:46,U,2026-02-26 02:40:00,,149880.585356585,-3332.05119420342,"간판설치, 간판제작, 실사 현수막",,아트광고디자인_제주특별자치도제주시해안동***
138,옥외광고업,04_15_01_P,5530000,2008553019108500001,2020-01-06,,1,영업/정상,20,정상,,,,,031 225 2092,,,경기도 화성시 동탄구 영천동  ***-* IT밸리 ***호,"경기도 화성시 동탄구 동탄대로 ***-**, IT밸리 ***호 (영천동)",18468,그린광고,2026-02-10 09:11:26,U,2026-02-12 02:40:00,,208774.28783003,412533.459938082,"광고업 제작, 설치",,그린광고_경기도화성시동탄구영천동***-*IT밸리***호
207,옥외광고업,04_15_01_P,3460000,2019346011808500007,2019-10-10,,1,영업/정상,20,정상,,,,,05326562137,,,대구광역시 수성구 상동 ***-*,"대구광역시 수성구 신천동로 ***, *,*층 (상동)",42159,주식회사 그룹칸,2026-02-20 17:13:14,U,2026-02-22 02:40:00,,345147.716126511,260804.521741915,"옥외광고물 디자인, 옥외광고물 제작 및 설치",,주식회사그룹칸_대구광역시수성구상동***-*
177,옥외광고업,04_15_01_P,3990000,2019399038508500014,2019-09-03,,3,폐업,40,폐업,2026-02-13,,,,,,,경기도 남양주시 별내면 청학리 ***-*,"경기도 남양주시 별내면 청학로**번길 **, *층",12077,꿈다,2026-02-13 17:23:52,U,2026-02-15 02:40:00,,210900.112702272,467529.997668354,간판 디자인 및 제작,,꿈다_경기도남양주시별내면청학리***-*
148,옥외광고업,04_15_01_P,4800000,2017480024108500005,2019-08-30,,1,영업/정상,20,정상,,,,,061 273 7912,,,전라남도 목포시 연산동 ****-*,전라남도 목포시 고하대로***번길 ** (연산동),58621,(주)하늘기획,2026-02-11 15:33:04,U,2026-02-13 02:40:00,,142603.612270384,146176.692827551,옥외광고물 제작,,(주)하늘기획_전라남도목포시연산동****-*
100,옥외광고업,04_15_01_P,3220000,2019322017408500017,2019-08-30,,1,영업/정상,20,정상,,2025-07-01,2026-06-30,2026-02-06,,,,서울특별시 강남구 논현동 **-** 청호불교문화원,"서울특별시 강남구 언주로***길 **, 청호불교문화원 다동 *층 (논현동)",06057,(주)붐커뮤니케이션,2026-02-06 16:20:09,U,2026-02-08 02:40:00,,203121.203642767,446464.379990564,옥외광고물대행 및 옥외간판대행,,(주)붐커뮤니케이션_서울특별시강남구논현동**-**청호불교문화원
