번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),비상시설위치,시설구분명,시설명건물명,해제일자,Unnamed: 32,record_key
109,민방위급수시설,11_46_01_P,5530000,5750000-E201600001,2016-08-01,,1,영업/정상,18,사용중,,,,,,42.0,,경기도 화성시 효행구 봉담읍 422번지 6호,경기도 화성시 효행구 봉담읍 주석로1016번길 1-8,18333,대진화학 민방위급수시설,2026-02-01 09:45:07,U,2026-02-04 01:35:23,,193296.746907162,410831.366108595,경기도 화성시 효행구 봉담읍 422번지 6호,공공용시설,대진화학 민방위급수시설,,,대진화학민방위급수시설_경기도화성시효행구봉담읍422번지6호
8,민방위급수시설,11_46_01_P,3780000,3810000-E201500019,2015-12-07,,1,영업/정상,18,사용중,,,,,,83.0,,경기도 성남시 분당구 판교동 587번지,경기도 성남시 분당구 운중로 263 (판교동),13477,(주)새서울석유판교(현대오일뱅크주유소),2024-01-23 14:08:18,D,2026-02-03 02:30:00,,208118.567113634,431916.302282492,경기도 성남시 분당구 판교동 587번지,공공용시설,(주)새서울석유판교(현대오일뱅크주유소),,,(주)새서울석유판교(현대오일뱅크주유소)_경기도성남시분당구판교동587번지
107,민방위급수시설,11_46_01_P,5530000,5770000-E201500001,2015-06-01,,1,영업/정상,18,사용중,,,,,,110.0,,경기도 화성시 동탄구 반송동 59번지,경기도 화성시 동탄구 동탄공원로2길 32 (반송동),18435,민방위비상급수시설(동탄센트럴파크내01),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,205576.014594326,411350.556051374,경기도 화성시 동탄구 반송동 59번지,지자체시설,민방위비상급수시설(동탄센트럴파크내01),,,민방위비상급수시설(동탄센트럴파크내01)_경기도화성시동탄구반송동59번지
108,민방위급수시설,11_46_01_P,5530000,5770000-E201500002,2015-06-01,,1,영업/정상,18,사용중,,,,,,120.0,,경기도 화성시 동탄구 반송동 59번지,경기도 화성시 동탄구 동탄공원로2길 32 (반송동),18435,민방위비상급수시설(동탄센트럴파크내02),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,205576.014594326,411350.556051374,경기도 화성시 동탄구 반송동 59번지,지자체시설,민방위비상급수시설(동탄센트럴파크내02),,,민방위비상급수시설(동탄센트럴파크내02)_경기도화성시동탄구반송동59번지
63,민방위급수시설,11_46_01_P,4060000,4060000-E201500045,2015-05-06,,1,영업/정상,18,사용중,,,,,,550.0,,경기도 파주시 광탄면 마장리 86,경기도 파주시 광탄면 보광로 877,10952,유일산업,2023-09-21 20:34:18,D,2026-02-03 02:30:00,,189665.296491786,474531.821181011,경기도 파주시 광탄면 마장리 86,공공용시설,유일산업,,,유일산업_경기도파주시광탄면마장리86
374,민방위급수시설,11_46_01_P,3560000,3560000-E201500001,2015-02-16,,1,영업/정상,18,사용중,,,,,,60.0,,인천광역시 서구 심곡동 252번지 6호,"인천광역시 서구 심곡로49번길 7 (심곡동, 녹성아파트)",22727,아쿠아녹주불가마사우나,2026-02-05 09:27:55,U,2026-02-07 02:40:00,,171211.909663041,449015.208231122,인천광역시 서구 심곡동 252번지 6호,공공용시설,아쿠아녹주불가마사우나,,,아쿠아녹주불가마사우나_인천광역시서구심곡동252번지6호
415,민방위급수시설,11_46_01_P,3780000,3800000-E201300001,2013-05-01,,1,영업/정상,18,사용중,,,,,,55.0,,경기도 성남시 중원구 상대원동 1442번지,경기도 성남시 중원구 둔촌대로 433 (상대원동),13228,진성오토플라자세차장,2026-02-06 09:11:43,U,2026-02-08 02:40:00,,214556.623862098,436779.781436863,경기도 성남시 중원구 상대원동 1442번지,공공용시설,진성오토플라자세차장,,,진성오토플라자세차장_경기도성남시중원구상대원동1442번지
406,민방위급수시설,11_46_01_P,3780000,3800000-E201300002,2013-05-01,,1,영업/정상,18,사용중,,,,,,81.0,,경기도 성남시 중원구 상대원동 1750번지,경기도 성남시 중원구 둔촌대로 403,13226,명품세차장,2026-02-06 09:16:36,U,2026-02-08 02:40:00,,214248.738480887,436825.601575091,경기도 성남시 중원구 상대원동 1750번지,공공용시설,명품세차장,,,명품세차장_경기도성남시중원구상대원동1750번지
12,민방위급수시설,11_46_01_P,3540000,3540000-E201300003,2013-01-31,,1,영업/정상,18,사용중,,,,,,90.0,,인천광역시 부평구 청천동 180번지 4호,"인천광역시 부평구 세월천로 34 (청천동, 대우프라자)",21312,대우스파랜드(24시대중목욕탕),2023-01-02 17:35:57,D,2026-02-03 02:30:00,,173905.172091762,445710.74399779,인천광역시 부평구 청천동 180번지 4호,공공용시설,대우스파랜드(24시대중목욕탕),,,대우스파랜드(24시대중목욕탕)_인천광역시부평구청천동180번지4호
513,민방위급수시설,11_46_01_P,3090000,3090000-E201200001,2012-12-04,,1,영업/정상,18,사용중,,,,,,58.0,,서울특별시 도봉구 방학동 593-2,서울특별시 도봉구 방학로 298 (방학동),01317,우이정 풍천장어,2026-02-23 11:23:16,U,2026-02-25 02:40:00,,201631.695942453,462282.959658161,서울특별시 도봉구 방학동 593-2,공공용시설,우이정 풍천장어,,,우이정풍천장어_서울특별시도봉구방학동593-2
534,민방위급수시설,11_46_01_P,5370000,5370000-E201200001,2012-10-17,,1,영업/정상,18,사용중,,,,,,120.0,,경상남도 거제시 아주동 746번지 1호,"경상남도 거제시 거제대로 3567 (아주동, 서문건강센터)",53301,서문건강센터,2026-02-25 17:46:01,U,2026-02-27 02:40:00,,354699.310020276,154419.111339204,경상남도 거제시 아주동 746번지 1호,공공용시설,서문건강센터,,,서문건강센터_경상남도거제시아주동746번지1호
349,민방위급수시설,11_46_01_P,5480000,5480000-E201100001,2011-10-31,,1,영업/정상,18,사용중,,,,,,120.0,,경상남도 합천군 가야면 904번지 2호,경상남도 합천군 가야면 가야산로 1171,50201,가야면 민방위 비상급수시설,2026-02-03 17:42:19,U,2026-02-06 02:40:00,,,,경상남도 합천군 가야면 904번지 2호,정부지원시설,가야면 민방위 비상급수시설,,,가야면민방위비상급수시설_경상남도합천군가야면904번지2호
424,민방위급수시설,11_46_01_P,3230000,3230000-E201100015,2011-10-13,,1,영업/정상,18,사용중,,,,,,78.0,,서울특별시 송파구 잠실동 22-5 부리근린공원,"서울특별시 송파구 올림픽로 135 (잠실동, 리센츠)",05502,부리근린공원내,2026-02-06 13:54:49,U,2026-02-08 02:40:00,,207642.942992249,445762.553271947,서울특별시 송파구 잠실동 22-5 부리근린공원,공공용시설,부리근린공원내,,,부리근린공원내_서울특별시송파구잠실동22-5부리근린공원
286,민방위급수시설,11_46_01_P,4711000,4711000-E201000001,2011-09-05,,1,영업/정상,18,사용중,,,,,,82.0,,전북특별자치도 김제시 요촌동 545번지 1호,"전북특별자치도 김제시 요촌북로 72 (요촌동, 김제교육문화회관)",54380,김제교육문화회관,2026-01-30 15:49:26,U,2026-02-04 11:04:37,,190177.434013241,256303.644999158,전북특별자치도 김제시 요촌동 545번지 1호,공공용시설,김제교육문화회관,,,김제교육문화회관_전북특별자치도김제시요촌동545번지1호
512,민방위급수시설,11_46_01_P,3090000,3090000-E201100032,2011-05-19,,1,영업/정상,18,사용중,,,,,,90.0,,서울특별시 도봉구 쌍문동 653번지,"서울특별시 도봉구 도봉로 575 (쌍문동, 삼환프라자)",01432,동궁해수사우나,2026-02-23 10:23:49,U,2026-02-25 02:40:00,,203348.210556651,461557.310544671,서울특별시 도봉구 쌍문동 653번지,공공용시설,동궁해수사우나,,,동궁해수사우나_서울특별시도봉구쌍문동653번지
437,민방위급수시설,11_46_01_P,3070000,3070000-E201100003,2011-05-11,,1,영업/정상,18,사용중,,,,,,56.0,,서울특별시 성북구 정릉동 824-1 보덕사(조계종),"서울특별시 성북구 보국문로36길 75, 보덕사(조계종) (정릉동)",02700,재단법인 대각회,2026-02-09 18:06:03,U,2026-02-11 02:40:00,,199792.08176924,457509.318155568,서울특별시 성북구 정릉동 824-1 보덕사(조계종),공공용시설,재단법인 대각회,,,재단법인대각회_서울특별시성북구정릉동824-1보덕사(조계종)
459,민방위급수시설,11_46_01_P,3090000,3090000-E201100026,2011-04-11,,1,영업/정상,18,사용중,,,,,,88.0,,서울특별시 도봉구 도봉동 363번지,서울특별시 도봉구 도봉로 974 (도봉동),132-806,대형폐기물 처리장(도봉구),2026-02-11 10:06:01,U,2026-02-13 02:40:00,,203949.482768693,465460.110785499,서울특별시 도봉구 도봉동 363번지,공공용시설,대형폐기물 처리장(도봉구),,,대형폐기물처리장(도봉구)_서울특별시도봉구도봉동363번지
519,민방위급수시설,11_46_01_P,3090000,3090000-E201100025,2011-04-11,,1,영업/정상,18,사용중,,,,,,50.0,,서울특별시 도봉구 도봉동 622-76,서울특별시 도봉구 도봉로152가길 20-4 (도봉동),01329,은빛작업장,2026-02-23 11:25:24,U,2026-02-25 02:40:00,,203850.238737873,463117.539126587,서울특별시 도봉구 도봉동 622-76,공공용시설,은빛작업장,,,은빛작업장_서울특별시도봉구도봉동622-76
522,민방위급수시설,11_46_01_P,3090000,3090000-E201100021,2011-04-06,,1,영업/정상,18,사용중,,,,,,50.0,,서울특별시 도봉구 창동 581-28,서울특별시 도봉구 덕릉로57길 30 (창동),01470,삼익대중사우나,2026-02-23 13:29:30,U,2026-02-25 02:40:00,,203220.921406024,459746.924430501,서울특별시 도봉구 창동 581-28,공공용시설,삼익대중사우나,,,삼익대중사우나_서울특별시도봉구창동581-28
521,민방위급수시설,11_46_01_P,3090000,3090000-E201100020,2011-04-06,,1,영업/정상,18,사용중,,,,,,85.0,,서울특별시 도봉구 도봉동 354 도봉구음식물중간처리장,"서울특별시 도봉구 도봉로 969, 도봉구음식물중간처리장 (도봉동)",01301,도봉구음식물중간처리장,2026-02-23 10:38:03,U,2026-02-25 02:40:00,,203818.680390633,465436.324701514,서울특별시 도봉구 도봉동 354 도봉구음식물중간처리장,공공용시설,도봉구음식물중간처리장,,,도봉구음식물중간처리장_서울특별시도봉구도봉동354도봉구음식물중간처리장
501,민방위급수시설,11_46_01_P,3090000,3090000-E201100017,2011-04-04,,1,영업/정상,18,사용중,,,,,,80.0,,서울특별시 도봉구 창동 126번지 1호,"서울특별시 도봉구 해등로3길 69-21 (창동, 도봉종합골프클럽)",01485,도봉종합골프연습장,2026-02-23 10:14:11,U,2026-02-25 02:40:00,,203547.971537148,460379.57291615,서울특별시 도봉구 창동 126번지 1호,공공용시설,도봉종합골프연습장,,,도봉종합골프연습장_서울특별시도봉구창동126번지1호
520,민방위급수시설,11_46_01_P,3090000,3090000-E201100016,2011-04-04,,1,영업/정상,18,사용중,,,,,,50.0,,서울특별시 도봉구 창동 651-51,서울특별시 도봉구 도봉로110길 51 (창동),01455,뚱보냉면,2026-02-23 10:46:18,U,2026-02-25 02:40:00,,203150.147749461,460446.197179903,서울특별시 도봉구 창동 651-51,공공용시설,뚱보냉면,,,뚱보냉면_서울특별시도봉구창동651-51
515,민방위급수시설,11_46_01_P,3090000,3090000-E201100014,2011-03-31,,1,영업/정상,18,사용중,,,,,,58.0,,서울특별시 도봉구 창동 443-8,서울특별시 도봉구 덕릉로 268 (창동),01487,먹고을밥상,2026-02-23 10:52:41,U,2026-02-25 02:40:00,,203523.169682747,459862.591253965,서울특별시 도봉구 창동 443-8,공공용시설,먹고을밥상,,,먹고을밥상_서울특별시도봉구창동443-8
514,민방위급수시설,11_46_01_P,3090000,3090000-E201100013,2011-03-31,,1,영업/정상,18,사용중,,,,,,75.0,,서울특별시 도봉구 창동 532-1 송림목욕탕,"서울특별시 도봉구 우이천로12길 41, 송림목욕탕 (창동)",01476,송림대중사우나,2026-02-23 10:48:51,U,2026-02-25 02:40:00,,203485.378490397,459351.632781587,서울특별시 도봉구 창동 532-1 송림목욕탕,공공용시설,송림대중사우나,,,송림대중사우나_서울특별시도봉구창동532-1송림목욕탕
510,민방위급수시설,11_46_01_P,3090000,3090000-E201100009,2011-03-29,,1,영업/정상,18,사용중,,,,,,58.0,,서울특별시 도봉구 방학동 669,서울특별시 도봉구 방학로 183 (방학동),01384,방학24시 셀프세차타운,2026-02-23 13:06:19,U,2026-02-25 02:40:00,,202764.917530564,462169.731321838,서울특별시 도봉구 방학동 669,공공용시설,방학24시 셀프세차타운,,,방학24시셀프세차타운_서울특별시도봉구방학동669
516,민방위급수시설,11_46_01_P,3090000,3090000-E201100007,2011-03-29,,1,영업/정상,18,사용중,,,,,,70.0,,서울특별시 도봉구 방학동 471-1,서울특별시 도봉구 방학로17길 11 (방학동),01360,강화운수,2026-02-23 13:17:05,U,2026-02-25 02:40:00,,202006.391711549,462075.840071452,서울특별시 도봉구 방학동 471-1,공공용시설,강화운수,,,강화운수_서울특별시도봉구방학동471-1
508,민방위급수시설,11_46_01_P,3090000,3090000-E201100005,2011-03-29,,1,영업/정상,18,사용중,,,,,,53.0,,서울특별시 도봉구 방학동 441-1 도봉실버센터,"서울특별시 도봉구 시루봉로 133, 도봉실버센터 (방학동)",01316,도봉실버센터,2026-02-23 13:26:52,U,2026-02-25 02:40:00,,202314.189642987,462283.85540688,서울특별시 도봉구 방학동 441-1 도봉실버센터,공공용시설,도봉실버센터,,,도봉실버센터_서울특별시도봉구방학동441-1도봉실버센터
507,민방위급수시설,11_46_01_P,3090000,3090000-E201100004,2011-03-25,,1,영업/정상,18,사용중,,,,,,56.0,,서울특별시 도봉구 쌍문동 150-1 정의학교,"서울특별시 도봉구 노해로49길 69, 정의학교 (쌍문동)",01438,정의여자고등학교,2026-02-23 10:50:57,U,2026-02-25 02:40:00,,202736.590095051,461177.3723973,서울특별시 도봉구 쌍문동 150-1 정의학교,공공용시설,정의여자고등학교,,,정의여자고등학교_서울특별시도봉구쌍문동150-1정의학교
505,민방위급수시설,11_46_01_P,3090000,3090000-E201100003,2011-03-25,,1,영업/정상,18,사용중,,,,,,90.0,,서울특별시 도봉구 쌍문동 248-2 성원프라자,"서울특별시 도봉구 시루봉로 88, 성원프라자 (쌍문동)",01388,성원사우나,2026-02-23 11:17:32,U,2026-02-25 02:40:00,,202407.917419757,461818.574821468,서울특별시 도봉구 쌍문동 248-2 성원프라자,공공용시설,성원사우나,,,성원사우나_서울특별시도봉구쌍문동248-2성원프라자
341,민방위급수시설,11_46_01_P,3380000,3380000-E201100001,2011-01-05,,1,영업/정상,18,사용중,,,,,,34.0,,부산광역시 수영구 광안동 181번지 3호,"부산광역시 수영구 남천바다로15번길 37 (광안동, 미주)",48301,미주탕,2026-02-03 10:40:36,U,2026-02-06 02:40:00,,392498.936611138,185590.172129379,부산광역시 수영구 광안동 181번지 3호,공공용시설,미주탕,,,미주탕_부산광역시수영구광안동181번지3호
18,민방위급수시설,11_46_01_P,3180000,3180000-E201000001,2010-12-03,,1,영업/정상,18,사용중,,,,,,180.0,,서울특별시 영등포구 영등포동8가 69번지,서울특별시 영등포구 영중로41길 5 (영등포동8가),150-038,한영교회,2017-04-10 10:16:02,D,2026-02-03 02:30:00,,191536.514864997,447358.139967159,서울특별시 영등포구 영등포동8가 69번지,공공용시설,한영교회,,,한영교회_서울특별시영등포구영등포동8가69번지
407,민방위급수시설,11_46_01_P,3780000,3800000-E201000004,2010-12-03,,1,영업/정상,18,사용중,,,,,,45.0,,경기도 성남시 중원구 하대원동 135번지 8호,경기도 성남시 중원구 둔촌대로 295 (하대원동),462-839,돌마주유소,2026-02-06 09:11:08,U,2026-02-08 02:40:00,,213280.571120043,436458.380720565,경기도 성남시 중원구 하대원동 135번지 8호,공공용시설,돌마주유소,,,돌마주유소_경기도성남시중원구하대원동135번지8호
451,민방위급수시설,11_46_01_P,5380000,5380000-E201000009,2010-12-02,,1,영업/정상,18,사용중,,,,,,2053.0,,경상남도 양산시 북정동 289번지 1호,경상남도 양산시 양산대로 1060 (북정동),50571,롯데칠성음료(주) 양산공장,2026-02-10 14:48:44,U,2026-02-12 02:40:00,,385623.207530409,209082.180787751,경상남도 양산시 북정동 289번지 1호,공공용시설,롯데칠성음료(주) 양산공장,,,롯데칠성음료(주)양산공장_경상남도양산시북정동289번지1호
410,민방위급수시설,11_46_01_P,3780000,3800000-E200800040,2010-12-01,,1,영업/정상,18,사용중,,,,,,58.0,,경기도 성남시 중원구 여수동 200 성남시청,"경기도 성남시 중원구 성남대로 997, 성남시청 (여수동)",13437,성남시청 동관 지하2층 충무시설,2026-02-06 09:03:11,U,2026-02-08 02:40:00,,211120.995235345,435314.589964905,경기도 성남시 중원구 여수동 200 성남시청,지자체시설,성남시청 동관 지하2층 충무시설,,,성남시청동관지하2층충무시설_경기도성남시중원구여수동200성남시청
412,민방위급수시설,11_46_01_P,3780000,3800000-E201000002,2010-11-08,,1,영업/정상,18,사용중,,,,,,56.0,,경기도 성남시 중원구 도촌동 52번지,"경기도 성남시 중원구 공원로 82 (도촌동, 중원구 지하차도(터널)관리사무소)",13419,둔촌터널,2026-02-06 09:05:17,U,2026-02-08 02:40:00,,213352.015568253,435520.508243423,경기도 성남시 중원구 도촌동 52번지,공공용시설,둔촌터널,,,둔촌터널_경기도성남시중원구도촌동52번지
315,민방위급수시설,11_46_01_P,3900000,3900000-E201000002,2010-03-26,,1,영업/정상,18,사용중,,,,,,750.0,,경기도 광명시 소하동 610번지 1호,"경기도 광명시 기아로 113 (소하동, 기아자동차소하리공장)",14323,기아자동차(주) 집수정 2호,2026-02-04 10:46:22,U,2026-02-06 02:40:00,,190537.605017705,437523.966343258,경기도 광명시 소하동 610번지 1호,공공용시설,기아자동차(주) 집수정 2호,,,기아자동차(주)집수정2호_경기도광명시소하동610번지1호
314,민방위급수시설,11_46_01_P,3900000,3900000-E201000001,2010-03-26,,1,영업/정상,18,사용중,,,,,,750.0,,경기도 광명시 소하동 610번지 1호,"경기도 광명시 기아로 113 (소하동, 기아자동차소하리공장)",14323,기아자동차(주) 집수정 7호,2026-02-04 10:46:47,U,2026-02-06 02:40:00,,190537.605017705,437523.966343258,경기도 광명시 소하동 610번지 1호,공공용시설,기아자동차(주) 집수정 7호,,,기아자동차(주)집수정7호_경기도광명시소하동610번지1호
370,민방위급수시설,11_46_01_P,4251000,4251000-E200900001,2009-12-30,,1,영업/정상,18,사용중,,,,,,192.0,,강원특별자치도 홍천군 홍천읍 309번지,강원특별자치도 홍천군 홍천읍 홍천로 651,250-802,어린이교통체험장,2026-02-05 15:21:26,U,2026-02-07 02:40:00,,279987.200194521,467580.794673212,강원특별자치도 홍천군 홍천읍 309번지,정부지원시설,어린이교통체험장,,,어린이교통체험장_강원특별자치도홍천군홍천읍309번지
290,민방위급수시설,11_46_01_P,4440000,4440000-E200900001,2009-12-30,,1,영업/정상,18,사용중,,,,,,144.0,,충청북도 영동군 영동읍 313번지,충청북도 영동군 영동읍 영동황간로 122,370-805,영동체육관,2026-01-30 18:18:08,U,2026-02-04 11:04:37,,270349.852848078,296237.781854431,충청북도 영동군 영동읍 313번지,정부지원시설,영동체육관,,,영동체육관_충청북도영동군영동읍313번지
10,민방위급수시설,11_46_01_P,3330000,3330000-E200900005,2009-12-04,,1,영업/정상,18,사용중,,,,,,80.0,,부산광역시 해운대구 재송동 1129번지 10호,"부산광역시 해운대구 재반로84번길 73 (재송동, 태흥탕)",48053,태흥탕(재송1동),2021-04-14 17:15:05,D,2026-02-03 02:30:00,,393835.582665892,189689.993007542,부산광역시 해운대구 재송동 1129번지 10호,공공용시설,태흥탕(재송1동),,,태흥탕(재송1동)_부산광역시해운대구재송동1129번지10호
489,민방위급수시설,11_46_01_P,3330000,3330000-E200900002,2009-11-09,,1,영업/정상,18,사용중,,,,,,57.0,,부산광역시 해운대구 송정동 726번지 1호,"부산광역시 해운대구 달맞이길 511 (송정동, 해연사)",48068,해연사(송정동),2026-02-20 21:15:16,U,2026-02-22 02:40:00,,399939.634338115,188960.69977181,부산광역시 해운대구 송정동 726번지 1호,공공용시설,해연사(송정동),,,해연사(송정동)_부산광역시해운대구송정동726번지1호
339,민방위급수시설,11_46_01_P,3300000,3300000-E200900005,2009-06-26,2026-02-02,4,취소/말소/만료/정지/중지,19,사용중지,2026-02-02,,,,,86.0,,부산광역시 동래구 명장동 612번지 5호,부산광역시 동래구 안락로101번길 42 (명장동),47777,세명유치원비상급수시설,2026-02-03 13:06:47,U,2026-02-06 02:40:00,,391929.744925156,191158.655586206,부산광역시 동래구 명장동 612번지 5호,공공용시설,세명유치원비상급수시설,20260202.0,,세명유치원비상급수시설_부산광역시동래구명장동612번지5호
262,민방위급수시설,11_46_01_P,3230000,3230000-E200800005,2008-12-30,,1,영업/정상,18,사용중,,,,,,35.0,,서울특별시 송파구 거여동 5번지 8호,"서울특별시 송파구 오금로51길 34-0 (거여동, 송파사회복지관)",05736,송파종합사회복지관,2026-02-02 14:02:38,U,2026-02-04 02:40:00,,212467.534779282,444017.110025573,서울특별시 송파구 거여동 5번지 8호,공공용시설,송파종합사회복지관,,,송파종합사회복지관_서울특별시송파구거여동5번지8호
462,민방위급수시설,11_46_01_P,3740000,5610000-E200800058,2008-12-18,,1,영업/정상,18,사용중,,,,,,1700.0,,경기도 수원시 영통구 신동 460번지 송원산업,"경기도 수원시 영통구 신원로 85, 송원산업 (신동)",16678,송원산업,2026-02-12 18:07:05,U,2026-02-14 02:40:00,,204463.709982141,416292.047599732,경기도 수원시 영통구 신동 460번지 송원산업,공공용시설,송원산업,,,송원산업_경기도수원시영통구신동460번지송원산업
408,민방위급수시설,11_46_01_P,3780000,3800000-E200800075,2008-08-12,,1,영업/정상,18,사용중,,,,,,45.0,,경기도 성남시 중원구 갈현동 390번지 13호,경기도 성남시 중원구 마지로 359,,김성중(천지블루베리연구소),2026-02-06 09:03:40,U,2026-02-08 02:40:00,,214499.813582024,435499.310804618,경기도 성남시 중원구 갈현동 390번지 13호,공공용시설,김성중(천지블루베리연구소),,,김성중(천지블루베리연구소)_경기도성남시중원구갈현동390번지13호
394,민방위급수시설,11_46_01_P,3740000,5610000-E200800055,2008-06-30,,1,영업/정상,18,사용중,,,,,,174.0,,경기도 수원시 영통구 원천동 49번지 1호,"경기도 수원시 영통구 광교중앙로 30 (원천동, 소화초등학교)",16517,소화초,2026-02-05 10:57:59,U,2026-02-07 02:40:00,,,,경기도 수원시 영통구 원천동 49번지 1호,지자체시설,소화초,,,소화초_경기도수원시영통구원천동49번지1호
460,민방위급수시설,11_46_01_P,3740000,5610000-E200800052,2008-06-30,,1,영업/정상,18,사용중,,,,,,160.0,,경기도 수원시 영통구 영통동 973번지 2호,"경기도 수원시 영통구 영통로 250 (영통동, 태장고등학교)",16698,태장고교,2026-02-12 18:07:46,U,2026-02-14 02:40:00,,205184.547419744,416350.247253012,경기도 수원시 영통구 영통동 973번지 2호,지자체시설,태장고교,,,태장고교_경기도수원시영통구영통동973번지2호
476,민방위급수시설,11_46_01_P,3740000,5610000-E200800049,2008-06-30,,1,영업/정상,18,사용중,,,,,,189.0,,경기도 수원시 영통구 매탄동 812번지,"경기도 수원시 영통구 매탄로 177 (매탄동, 매원중학교)",16537,매원중,2026-02-15 12:39:22,U,2026-02-20 02:40:00,,203929.755490389,418266.772264262,경기도 수원시 영통구 매탄동 812번지,지자체시설,매원중,,,매원중_경기도수원시영통구매탄동812번지
463,민방위급수시설,11_46_01_P,3740000,5610000-E200800051,2008-06-30,,1,영업/정상,18,사용중,,,,,,185.0,,경기도 수원시 영통구 영통동 970번지 1호,"경기도 수원시 영통구 봉영로1517번길 45 (영통동, 태장중학교)",16700,태장중,2026-02-12 17:13:51,U,2026-02-14 02:40:00,,205741.144399468,416320.35499026,경기도 수원시 영통구 영통동 970번지 1호,지자체시설,태장중,,,태장중_경기도수원시영통구영통동970번지1호
393,민방위급수시설,11_46_01_P,3740000,5610000-E200800047,2008-06-30,,1,영업/정상,18,사용중,,,,,,200.0,,경기도 수원시 영통구 원천동 78번지 8호,"경기도 수원시 영통구 동수원로551번길 16 (원천동, 수원정보산업공업고등학교)",16501,정보과학고,2026-02-05 10:52:25,U,2026-02-07 02:40:00,,204343.05188602,419306.207341457,경기도 수원시 영통구 원천동 78번지 8호,지자체시설,정보과학고,,,정보과학고_경기도수원시영통구원천동78번지8호
392,민방위급수시설,11_46_01_P,3740000,5610000-E200800054,2008-06-30,,1,영업/정상,18,사용중,,,,,,115.0,,경기도 수원시 영통구 원천동 549번지 1호,경기도 수원시 영통구 중부대로448번길 84 (원천동),,원일초교,2026-02-05 10:55:32,U,2026-02-07 02:40:00,,205251.625494717,418411.477204804,경기도 수원시 영통구 원천동 549번지 1호,지자체시설,원일초교,,,원일초교_경기도수원시영통구원천동549번지1호
256,민방위급수시설,11_46_01_P,3780000,3800000-E200800017,2008-05-19,,1,영업/정상,18,사용중,,,,,,70.0,,경기도 성남시 중원구 도촌동 173-2,경기도 성남시 중원구 도촌북로 186 (도촌동),13422,노업동,2026-02-02 17:52:55,U,2026-02-04 02:40:00,,214881.527160418,434229.925331332,경기도 성남시 중원구 도촌동 173-2,공공용시설,노업동,,,노업동_경기도성남시중원구도촌동173-2
305,민방위급수시설,11_46_01_P,3900000,3900000-E200800001,2008-05-09,,1,영업/정상,18,사용중,,,,,,1600.0,,경기도 광명시 광명동 529-8,경기도 광명시 부광로 387 (광명동),14299,광명시환경사업소,2026-02-04 15:18:59,U,2026-02-06 02:40:00,,186055.071014051,440166.312492943,경기도 광명시 광명동 529-8,공공용시설,광명시환경사업소,,,광명시환경사업소_경기도광명시광명동529-8
120,민방위급수시설,11_46_01_P,5530000,5740000-E200800014,2008-05-06,,1,영업/정상,18,사용중,,,,,,200.0,,경기도 화성시 만세구 팔탄면 덕천리 349번지,,,밖덕우(마을대형관정),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,188487.083724635,404474.369159915,경기도 화성시 만세구 팔탄면 덕천리 349번지,공공용시설,밖덕우(마을대형관정),,,밖덕우(마을대형관정)_경기도화성시만세구팔탄면덕천리349번지
119,민방위급수시설,11_46_01_P,5530000,5740000-E200800009,2008-05-06,,1,영업/정상,18,사용중,,,,,,100.0,,경기도 화성시 만세구 우정읍 화수리 523,경기도 화성시 만세구 우정읍 여술길 76-8,18558,여수(마을대형관정),2026-02-01 09:45:07,U,2026-02-04 01:35:23,,181168.559391417,400536.897576312,경기도 화성시 만세구 우정읍 화수리 523,공공용시설,여수(마을대형관정),,,여수(마을대형관정)_경기도화성시만세구우정읍화수리523
88,민방위급수시설,11_46_01_P,5530000,5750000-E200800027,2008-05-06,2013-11-15,4,취소/말소/만료/정지/중지,19,사용중지,2013-11-15,,,,,150.0,,경기도 화성시 효행구 봉담읍 상리 산 82번지 2호,,,신수리(마을대형관정),2026-02-01 09:45:07,U,2026-02-03 02:40:00,,,,경기도 화성시 효행구 봉담읍 상리 산 82번지 2호,공공용시설,신수리(마을대형관정),20131115.0,,신수리(마을대형관정)_경기도화성시효행구봉담읍상리산82번지2호
74,민방위급수시설,11_46_01_P,5530000,5740000-E200800055,2008-05-06,2013-11-15,4,취소/말소/만료/정지/중지,19,사용중지,2013-11-15,,,,,150.0,,경기도 화성시 만세구 송산면 고포리 246번지,,,마산포(마을간이급수시설),2026-02-01 09:45:07,U,2026-02-03 02:40:00,,,,경기도 화성시 만세구 송산면 고포리 246번지,공공용시설,마산포(마을간이급수시설),20131115.0,,마산포(마을간이급수시설)_경기도화성시만세구송산면고포리246번지
