"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","위생업태명","건물지상층수","건물지하층수","사용시작지상층","사용끝지상층","사용시작지하층","사용끝지하층","조건부허가신고사유","조건부허가시작일자","조건부허가종료일자","건물소유구분명","여성종사자수","남성종사자수","다중이용업소여부",
"374","건물위생관리업","09_30_04_P","5530000","5740000-206-2013-00019","2013-07-17","","03","폐업","02","폐업","2013-08-30","","","","","26.64","","경기도 화성시 만세구 향남읍 갈천리 60","경기도 화성시 만세구 향남읍 갈천웃말길 39-1","","재생자원","2013-07-17 11:57:03","I","2026-02-04 01:35:23","건물위생관리업","197989.076750518","402864.891482029","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"375","건물위생관리업","09_30_04_P","5530000","5740000-206-2013-00020","2013-07-18","","03","폐업","02","폐업","2014-11-28","","","","0313669748","33.00","","경기도 화성시 만세구 남양읍 남양리 2077-4 외 1필지 103호","경기도 화성시 만세구 남양읍 역골로 9-13, 103호 (남양동,외 1필지)","","베스트기업","2013-07-18 17:57:31","I","2026-02-04 01:35:23","건물위생관리업","184657.434919852","410971.321240931","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"376","건물위생관리업","09_30_04_P","5530000","5760000-206-2013-00021","2013-07-26","","03","폐업","02","폐업","2014-08-20","","","","031 2331574","98.80","","경기도 화성시 병점구 송산동  162-2 외 2필지 1층 일부","경기도 화성시 병점구 화산로 47 (송산동, 외 2필지 1층 일부)","","대솔","2013-07-26 15:16:37","I","2026-02-04 01:35:23","건물위생관리업","201131.498715797","411915.24176715","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"377","건물위생관리업","09_30_04_P","5530000","5740000-206-2017-00003","2017-01-24","","03","폐업","02","폐업","2020-07-22","","","","031 3539705","79.56","","경기도 화성시 만세구 향남읍 행정리 327 화성상공회의소 2층 207호","경기도 화성시 만세구 향남읍 토성로 14 (화성상공회의소 2층 207호)","","녹색안전시스템주식회사","2020-07-22 16:31:23","I","2026-02-04 01:35:23","건물위생관리업","193826.724528701","403009.03341588","건물위생관리업","0","0","2","2","0","0","","","","","0","0","N",
"378","건물위생관리업","09_30_04_P","5530000","5750000-206-2017-00004","2017-02-06","","03","폐업","02","폐업","2021-11-16","","","","","60.90","","경기도 화성시 효행구 매송면 천천리 163-3","경기도 화성시 효행구 매송면 매송고색로375번길 21","","나누리환경(주)","2021-11-16 10:43:37","I","2026-02-04 01:35:23","건물위생관리업","195118.771156045","415944.642966407","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"379","건물위생관리업","09_30_04_P","5530000","5760000-206-2011-00023","2011-05-03","","03","폐업","02","폐업","2020-11-25","","","","02  22775206","49.50","","경기도 화성시 병점구 진안동  870-2 103호","경기도 화성시 병점구 병점동로 120-6, 103호 (진안동)","","행복한우리(주)","2020-11-26 09:06:50","I","2026-02-04 01:35:23","건물위생관리업","203433.176572695","412503.979660473","건물위생관리업","0","0","3","3","0","0","","","","임대","0","0","N",
"380","건물위생관리업","09_30_04_P","5530000","5740000-206-2017-00005","2017-02-14","","03","폐업","02","폐업","2025-07-18","","","","031 2459661","180.00","","경기도 화성시 만세구 팔탄면 율암리 855-2 1층","경기도 화성시 만세구 팔탄면 온천로 397-26 (1층)","","(주)그린나래","2025-07-18 15:44:27","I","2026-02-04 01:35:23","건물위생관리업","188955.965511055","405871.276152566","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"381","건물위생관리업","09_30_04_P","5530000","5760000-206-2017-00006","2017-02-15","","03","폐업","02","폐업","2024-09-30","","","","","23.46","","경기도 화성시 병점구 진안동  512-1 비젼월드 114일부호","경기도 화성시 병점구 효행로 990, 비젼월드 1층 114일부호 (진안동)","","케이제이","2024-09-30 14:27:48","I","2026-02-04 01:35:23","건물위생관리업","203164.820809131","412147.458999303","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"382","건물위생관리업","09_30_04_P","5530000","5750000-206-2017-00032","2017-06-23","","01","영업/정상","01","영업","","","","","031 2412001","187.00","","경기도 화성시 효행구 배양동  15-235 1층 전체호","경기도 화성시 효행구 배양남길 114, 1층 전체호 (배양동)","","바른생활","2019-03-06 15:08:25","I","2026-02-04 01:35:23","건물위생관리업","199331.311620577","412990.260237686","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"383","건물위생관리업","09_30_04_P","5530000","5750000-206-2019-00003","2019-03-19","","01","영업/정상","01","영업","","","","","031 297 8648","39.60","","경기도 화성시 효행구 봉담읍 마하리 205","경기도 화성시 효행구 봉담읍 시청로 1467, 1층 101호","","모두클린","2019-03-19 09:52:54","I","2026-02-04 01:35:23","건물위생관리업","194676.739868518","408340.856996342","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"384","건물위생관리업","09_30_04_P","5530000","5740000-206-2025-00020","2025-07-10","","03","폐업","02","폐업","2025-12-03","","","","","122.12","","경기도 화성시 만세구 남양읍 신남리 233 1층 일부","경기도 화성시 만세구 남양읍 남양로 500, 1층 일부","","주식회사 청정바람","2025-12-03 13:02:48","I","2026-02-04 01:35:23","건물위생관리업","183962.487720271","409225.730715919","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"385","건물위생관리업","09_30_04_P","5530000","5740000-206-2025-00042","2025-12-15","","01","영업/정상","01","영업","","","","","","36.55","","경기도 화성시 만세구 서신면 홍법리 180-10 1동 1층 일부(101)호","경기도 화성시 만세구 서신면 해운로 469, 1동 1층 일부(101)호","","청학크린텍","2025-12-15 15:02:57","I","2026-02-04 01:35:23","건물위생관리업","176783.34909398","407212.625408903","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"386","건물위생관리업","09_30_04_P","5530000","5770000-206-2025-00019","2025-07-02","","01","영업/정상","01","영업","","","","","","32.80","","경기도 화성시 동탄구 반송동  93-8 서해더블루","경기도 화성시 동탄구 메타폴리스로 47-7, 3층 306호 (반송동, 서해더블루)","","한영산업 주식회사","2025-07-02 11:21:13","I","2026-02-04 01:35:23","건물위생관리업","206347.896741955","411151.530845534","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"387","건물위생관리업","09_30_04_P","5530000","5740000-206-2011-00006","2011-03-16","","03","폐업","02","폐업","2018-08-13","","","","031 355 8400","46.25","","경기도 화성시 만세구 남양읍 신남리 25-14 은하상가107호","경기도 화성시 만세구 남양읍 남양로 622 (신남동,은하상가107호)","","화성환경산업","2018-08-13 17:21:10","I","2026-02-04 01:35:23","건물위생관리업","184197.989346455","410367.468448944","건물위생관리업","2","0","1","0","0","0","","","","","0","0","N",
"388","건물위생관리업","09_30_04_P","5530000","5770000-206-2011-00007","2011-03-16","","03","폐업","02","폐업","2018-10-16","","","","","4.96","","경기도 화성시 동탄구 반송동  219-3","경기도 화성시 동탄구 동탄솔빛로 65 (반송동)","","삼성BMC","2018-10-16 12:22:59","I","2026-02-04 01:35:23","건물위생관리업","206515.290498792","410304.408072394","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"389","건물위생관리업","09_30_04_P","5530000","5750000-206-2005-00009","2005-01-26","","01","영업/정상","01","영업","","","","","031 2243928","27.00","","경기도 화성시 효행구 봉담읍 동화리 139-1 외 9필지 화성공구유통밸리 110동 206호","경기도 화성시 효행구 봉담읍 와우안길 109, 110동 206호 (외 9필지 화성공구유통밸리)","","가진산업건물종합관리","2011-03-16 17:51:58","I","2026-02-04 01:35:23","건물위생관리업","197607.132367783","413349.198055201","건물위생관리업","5","0","1","1","0","0","","","","임대","0","1","N",
"390","건물위생관리업","09_30_04_P","5530000","5760000-206-2011-00008","2011-04-07","","03","폐업","02","폐업","2018-08-31","","","","","59.40","","경기도 화성시 병점구 진안동  883-7 (정원빌딩 301호)","경기도 화성시 병점구 병점동로 92-10 (진안동,(정원빌딩 301호))","","시티환경","2018-08-31 14:43:32","I","2026-02-04 01:35:23","건물위생관리업","203605.120399421","412295.709106549","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"391","건물위생관리업","09_30_04_P","5530000","5750000-206-2011-00011","2011-07-01","","03","폐업","02","폐업","2018-08-11","","","","0313564070","49.50","","경기도 화성시 효행구 비봉면 양노리 302-2","경기도 화성시 효행구 비봉면 비봉로 138","","(주)효성테크","2018-08-13 17:55:26","I","2026-02-04 01:35:23","건물위생관리업","188041.051304254","414861.491784863","건물위생관리업","0","0","1","0","0","0","","","","","0","0","N",
"392","건물위생관리업","09_30_04_P","5530000","5770000-206-2006-00012","2006-11-21","","01","영업/정상","01","영업","","","","","031 2094292","46.20","","경기도 화성시 동탄구 석우동  12-13 1층일부호","경기도 화성시 동탄구 동학산1길 10-32, 1층 일부호 (석우동)","","늘푸른씨앤씨","2019-10-30 19:42:27","I","2026-02-04 01:35:23","건물위생관리업","206686.169280092","413390.938477141","건물위생관리업","6","0","5","5","0","0","","","","임대","0","0","N",
"393","건물위생관리업","09_30_04_P","5530000","5740000-206-2016-00007","2016-03-29","","03","폐업","02","폐업","2018-01-31","","","","080 291 7004","22.75","","경기도 화성시 만세구 남양읍 남양리 2050-8","경기도 화성시 만세구 남양읍 역골동로 51, 1층","","세븐엔젤","2018-01-31 13:44:06","I","2026-02-04 01:35:23","건물위생관리업","184996.677055671","411435.997227586","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"394","건물위생관리업","09_30_04_P","5530000","5770000-206-2020-00009","2020-02-25","","01","영업/정상","01","영업","","","","","","23.85","","경기도 화성시 동탄구 오산동  967-141 동탄역 롯데캐슬 24층 A동 2404호","경기도 화성시 동탄구 동탄역로 156, 동탄역 롯데캐슬 A동 24층 2404호 (오산동)","","(주)대영","2022-04-27 15:23:14","I","2026-02-04 01:35:23","건물위생관리업","208535.714547449","411065.148295862","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"395","건물위생관리업","09_30_04_P","5530000","5740000-206-2020-00010","2020-03-12","","01","영업/정상","01","영업","","","","","031 2312301","21.00","","경기도 화성시 만세구 우정읍 화산리 118-2","경기도 화성시 만세구 우정읍 밤밭일원길 76-19, 1동 1층일부","","다옴스퀘어","2023-01-03 14:49:19","I","2026-02-04 01:35:23","건물위생관리업","182360.452684146","396918.545510199","건물위생관리업","11","0","0","0","0","0","","","","","0","0","N",
"396","건물위생관리업","09_30_04_P","5530000","5740000-206-2020-00011","2020-03-13","","01","영업/정상","01","영업","","","","","031 231 2301","24.50","","경기도 화성시 만세구 우정읍 화산리 118-2","경기도 화성시 만세구 우정읍 밤밭일원길 76-19, 1동 1층 일부","","다옴","2023-01-02 11:33:32","I","2026-02-04 01:35:23","건물위생관리업","182360.452684146","396918.545510199","건물위생관리업","4","0","1","1","0","0","","","","","0","0","N",
"397","건물위생관리업","09_30_04_P","5530000","5760000-206-2020-00012","2020-03-18","","03","폐업","02","폐업","2024-12-30","","","","","56.10","","경기도 화성시 병점구 진안동  878-6 5층일부호","경기도 화성시 병점구 효행로 1020, 5층 일부호 (진안동)","","하나환경","2024-12-30 15:31:44","I","2026-02-04 01:35:23","건물위생관리업","203414.344623007","412302.310478941","건물위생관리업","0","0","5","5","0","0","","","","","0","0","N",
"398","건물위생관리업","09_30_04_P","5530000","5770000-206-2005-00011","2005-02-04","","01","영업/정상","01","영업","","","","","02 9531174","54.00","","경기도 화성시 동탄구 영천동  265-2","경기도 화성시 동탄구 동탄첨단산업1로 63-12, 1층 114호 (영천동)","","(주)베스트환경산업","2022-07-01 14:27:17","I","2026-02-04 01:35:23","건물위생관리업","208176.492852752","412642.308137592","건물위생관리업","4","1","2","2","0","0","","","","","0","0","N",
"399","건물위생관리업","09_30_04_P","5530000","5750000-206-2020-00037","2020-12-04","","01","영업/정상","01","영업","","","","","031 80597713","191.50","","경기도 화성시 효행구 정남면 신리 115 1층일부호","경기도 화성시 효행구 정남면 만년로 443-12, 1층 일부호","","주식회사삼디","2020-12-04 16:35:55","I","2026-02-04 01:35:23","건물위생관리업","198331.642105369","406670.24994126","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"400","건물위생관리업","09_30_04_P","5530000","5750000-206-2020-00038","2020-12-11","","01","영업/정상","01","영업","","","","","","40.00","","경기도 화성시 효행구 비봉면 자안리 517-2","경기도 화성시 효행구 비봉면 푸른들판로 1133, 2층 일부호","","이엠코리아","2020-12-11 11:21:00","I","2026-02-04 01:35:23","건물위생관리업","188645.54043254","411430.904118256","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"401","건물위생관리업","09_30_04_P","5530000","5740000-206-2020-00039","2020-12-16","","03","폐업","02","폐업","2022-04-07","","","","","33.00","","경기도 화성시 만세구 향남읍 상신리 746-1 1동 1층 일부호","경기도 화성시 만세구 향남읍 서봉로 80, 1동  1층 일부호","","그린디엔씨(주)","2022-04-07 15:36:46","I","2026-02-04 01:35:23","건물위생관리업","192018.945007525","399905.678278331","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"402","건물위생관리업","09_30_04_P","5530000","5750000-206-2020-00034","2020-10-22","","03","폐업","02","폐업","2021-12-20","","","","","32.00","","경기도 화성시 효행구 봉담읍 수기리 1-169 주영원룸","경기도 화성시 효행구 봉담읍 고시길 23-1, 나동 105호","","주식회사 한결솔루션","2021-12-20 10:31:59","I","2026-02-04 01:35:23","건물위생관리업","198233.985127783","411488.13445388","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"403","건물위생관리업","09_30_04_P","5530000","5770000-206-2008-00013","2008-10-15","","01","영업/정상","01","영업","","","","","031 2312233","30.78","","경기도 화성시 동탄구 반송동  107-7 아시아 프라자","경기도 화성시 동탄구 동탄문화센터로 61, 아시아 프라자 9층 일부(창고)호 (반송동)","","오렌지자산관리(주)","2023-12-13 13:26:50","I","2026-02-04 01:35:23","건물위생관리업","206331.01302369","410872.023927048","건물위생관리업","5","1","3","3","0","0","","","","임대","1","4","N",
"404","건물위생관리업","09_30_04_P","5530000","5770000-206-2011-00020","2011-12-28","","01","영업/정상","01","영업","","","","","031 80034391","35.49","","경기도 화성시 동탄구 석우동  31-6 (석진파아란 오피스텔 820호)","경기도 화성시 동탄구 삼성1로 150 (석우동,(석진파아란 오피스텔 820호))","","창명종합관리","2019-10-30 19:29:17","I","2026-02-04 01:35:23","건물위생관리업","206885.752909752","412831.207283546","건물위생관리업","0","0","8","8","0","0","","","","","0","0","N",
"405","건물위생관리업","09_30_04_P","5530000","5760000-206-2017-00011","2017-03-17","","03","폐업","02","폐업","2022-12-13","","","","","40.26","","경기도 화성시 병점구 병점동  356-7 2층 일부호","경기도 화성시 병점구 병점서로 63, 2층 일부호 (병점동)","","엠케이텍(주)","2023-01-25 15:07:18","I","2026-02-04 01:35:23","건물위생관리업","203330.79042615","411780.467383603","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"406","건물위생관리업","09_30_04_P","5530000","5750000-206-2017-00012","2017-03-24","","03","폐업","02","폐업","2017-06-23","","","","","39.00","","경기도 화성시 효행구 기안동  333-1 3층일부호","경기도 화성시 효행구 효행로 211, 3층 일부호 (기안동)","","(주)태원개발","2017-06-23 11:33:37","I","2026-02-04 01:35:23","건물위생관리업","197415.140825396","414081.680788143","건물위생관리업","0","0","3","0","0","0","","","","","0","0","N",
"407","건물위생관리업","09_30_04_P","5530000","5760000-206-2017-00013","2017-03-29","","03","폐업","02","폐업","2020-01-29","","","","031 224 0664","168.04","","경기도 화성시 병점구 반월동  717-4 1층일부호","경기도 화성시 병점구 동탄지성로 316, 1층 일부호 (반월동)","","씨지원피엠씨(주)","2020-01-29 17:37:58","I","2026-02-04 01:35:23","건물위생관리업","204490.436146512","413319.554661468","건물위생관리업","0","0","1","0","0","0","","","","","0","0","N",
"408","건물위생관리업","09_30_04_P","5530000","5760000-206-2014-00025","2014-09-01","","03","폐업","02","폐업","2019-03-04","","","","070 67040306","31.14","","경기도 화성시 병점구 병점동  871 병점역 효성해링턴플레이스 106동 818호","경기도 화성시 병점구 떡전골로 60, 818호 (병점동, 병점역 효성해링턴플레이스 106동)","","제이엠피","2019-03-04 14:48:34","I","2026-02-04 01:35:23","건물위생관리업","203145.912336272","411425.206730216","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"409","건물위생관리업","09_30_04_P","5530000","5740000-206-2011-00021","2011-12-30","","03","폐업","02","폐업","2018-08-07","","","","0313588897","40.00","","경기도 화성시 만세구 팔탄면 구장리 113-9 B동 1호","경기도 화성시 만세구 팔탄면 푸른들판로 661-3","","화성그린종합유통","2018-08-07 11:27:24","I","2026-02-04 01:35:23","건물위생관리업","190615.605346475","407257.778589741","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"410","건물위생관리업","09_30_04_P","5530000","5740000-206-2012-00006","2012-05-04","","03","폐업","02","폐업","2018-08-13","","","","031 354 5120","288.00","","경기도 화성시 만세구 향남읍 동오리 70-1","경기도 화성시 만세구 향남읍 서봉로 736-43, 1층","","세계로시스템","2018-08-13 17:18:58","I","2026-02-04 01:35:23","건물위생관리업","196376.789830687","404339.132528762","건물위생관리업","1","0","1","1","0","0","","","","임대","0","0","N",
"411","건물위생관리업","09_30_04_P","5530000","5740000-206-2012-00007","2012-05-24","","03","폐업","02","폐업","2015-09-21","","","","15445465","29.30","","경기도 화성시 만세구 팔탄면 구장리 127-84","경기도 화성시 만세구 팔탄면 시청로 934-12, F동 301호 (우리들유통타운)","","(주)화이어캅스","2014-02-19 13:50:38","I","2026-02-04 01:35:23","건물위생관리업","190406.561600083","407378.402525778","건물위생관리업","2","1","2","2","0","0","","","","임대","0","0","N",
"412","건물위생관리업","09_30_04_P","5530000","5750000-206-2009-00022","2009-05-27","","03","폐업","02","폐업","2020-07-31","","","","02  543 3892","17.50","","경기도 화성시 효행구 매송면 천천리 206-2","경기도 화성시 효행구 매송면 매송고색로375번길 5-1, 1동 2층 일부","","(주)굿모닝씨오엠","2020-07-31 16:24:30","I","2026-02-04 01:35:23","건물위생관리업","195068.315788144","415846.097292879","건물위생관리업","0","0","5","5","0","0","","","","","0","0","N",
"413","건물위생관리업","09_30_04_P","5530000","5750000-206-2018-00027","2018-10-01","","03","폐업","02","폐업","2019-10-16","","","","","24.36","","경기도 화성시 효행구 매송면 천천리 206-2","경기도 화성시 효행구 매송면 매송고색로375번길 5-1, 2층 일부","","주식회사 이도","2019-10-16 13:06:40","I","2026-02-04 01:35:23","건물위생관리업","195068.315788144","415846.097292879","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"414","건물위생관리업","09_30_04_P","5530000","5750000-206-2013-00040","2013-01-29","","03","폐업","02","폐업","2020-07-31","","","","","15.00","","경기도 화성시 효행구 매송면 천천리 206-2","경기도 화성시 효행구 매송면 매송고색로375번길 5-1, 1동 2층 일부","","캠퍼스원 유한회사","2020-07-31 16:23:29","I","2026-02-04 01:35:23","건물위생관리업","195068.315788144","415846.097292879","건물위생관리업","6","0","0","0","0","0","","","","","0","0","N",
"415","건물위생관리업","09_30_04_P","5530000","5740000-206-2018-00009","2018-07-04","","03","폐업","02","폐업","2023-10-13","","","","031 353 4089","16.52","","경기도 화성시 만세구 향남읍 발안리 152-2 동현주유소","경기도 화성시 만세구 향남읍 3.1만세로 1015","","공간창조","2023-10-13 14:33:27","I","2026-02-04 01:35:23","건물위생관리업","191136.943722821","402835.048468186","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"416","건물위생관리업","09_30_04_P","5530000","5760000-206-2009-00014","2009-11-27","","03","폐업","02","폐업","2018-08-31","","","","031 232 0151","29.11","","경기도 화성시 병점구 진안동  925-2 (1층 일부)","경기도 화성시 병점구 병점중앙로242번길 25-7 (진안동,(1층 일부))","","TOP크린써비스","2018-08-31 17:35:33","I","2026-02-04 01:35:23","건물위생관리업","203254.757883699","413050.498487191","건물위생관리업","0","0","1","1","0","0","","","","임대","0","0","N",
"417","건물위생관리업","09_30_04_P","5530000","5740000-206-2008-00005","2008-09-17","","03","폐업","02","폐업","2019-12-18","","","","031 351 3504","132.00","","경기도 화성시 만세구 장안면 수촌리 442-8","경기도 화성시 만세구 장안면 3.1만세로 531","","(주)이엔피","2019-12-18 14:50:38","I","2026-02-04 01:35:23","건물위생관리업","187564.592013546","400098.060089471","건물위생관리업","1","0","1","1","0","0","","","","임대","0","0","N",
"418","건물위생관리업","09_30_04_P","5530000","5750000-206-2017-00007","2017-02-17","","01","영업/정상","01","영업","","","","","","142.25","","경기도 화성시 효행구 정남면 보통리 88-3","경기도 화성시 효행구 정남면 세자로 293-11, 지1층 B01호","","고원주택관리","2023-04-28 17:18:52","I","2026-02-04 01:35:23","건물위생관리업","198069.764477243","410134.639080687","건물위생관리업","0","0","2","0","0","0","","","","","0","0","N",
"419","건물위생관리업","09_30_04_P","5530000","5760000-206-2003-00007","2003-02-27","","03","폐업","02","폐업","2020-05-15","","","","0222024815","105.42","","경기도 화성시 병점구 병점동  844-5 리더스프라자 510호","경기도 화성시 병점구 효행로 1068, 510호 (병점동, 리더스프라자)","","세기그린공영(주)","2020-05-15 17:31:49","I","2026-02-04 01:35:23","건물위생관리업","203811.08404256","412529.901991526","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"420","건물위생관리업","09_30_04_P","5530000","5740000-206-2017-00008","2017-02-24","","01","영업/정상","01","영업","","","","","031 3545506","66.40","","경기도 화성시 만세구 팔탄면 율암리 580-11 발안현대공구타운 108호","경기도 화성시 만세구 팔탄면 서해로1121번길 17, 발안현대공구타운 108호","","빛그린","2020-10-16 13:41:49","I","2026-02-04 01:35:23","건물위생관리업","190155.505320807","406610.886490787","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"421","건물위생관리업","09_30_04_P","5530000","5750000-206-2017-00009","2017-03-06","","01","영업/정상","01","영업","","","","","031 2273391","536.69","","경기도 화성시 효행구 봉담읍 동화리 252","경기도 화성시 효행구 봉담읍 낭내기길 55-24","","주식회사크린씨티화성","2025-09-23 10:31:01","I","2026-02-04 01:35:23","건물위생관리업","196703.321141606","413136.961949683","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"422","건물위생관리업","09_30_04_P","5530000","5740000-206-2017-00014","2017-04-25","","03","폐업","02","폐업","2017-05-08","","","","07071213438","29.21","","경기도 화성시 만세구 남양읍 남양리 2049-10 1층일부","경기도 화성시 만세구 남양읍 역골중앙로 62-1 (1층일부)","","참빛솔루션","2017-05-08 11:51:35","I","2026-02-04 01:35:23","건물위생관리업","184927.278484317","411424.016358374","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"423","건물위생관리업","09_30_04_P","5530000","5760000-206-2022-00020","2022-11-14","","01","영업/정상","01","영업","","","","","","32.56","","경기도 화성시 병점구 진안동  870-2","경기도 화성시 병점구 병점동로 120-6, 1층 일부호  (진안동)","","새빛종합관리","2022-11-14 15:44:50","I","2026-02-04 01:35:23","건물위생관리업","203433.176572695","412503.979660473","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"424","건물위생관리업","09_30_04_P","5530000","5740000-206-2022-00028","2022-12-16","","01","영업/정상","01","영업","","","","","","96.90","","경기도 화성시 만세구 남양읍 남양리 2030-1","경기도 화성시 만세구 남양읍 역골로50번길 10-1, 1층일부","","특수청소크린업","2022-12-16 14:23:44","I","2026-02-04 01:35:23","건물위생관리업","184555.966673188","411395.894560608","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"425","건물위생관리업","09_30_04_P","5530000","5740000-206-2020-00043","2020-12-01","","01","영업/정상","01","영업","","","","","","127.84","","경기도 화성시 만세구 남양읍 무송리 292-1 1층","경기도 화성시 만세구 남양읍 현대기아로 374, 1층","","잡스클린","2024-11-25 11:37:44","I","2026-02-04 01:35:23","건물위생관리업","186199.145335113","409086.32636891","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"426","건물위생관리업","09_30_04_P","5530000","5760000-206-2013-00025","2013-09-03","","03","폐업","02","폐업","2017-01-20","","","","","33.00","","경기도 화성시 병점구 진안동  914-8 외 1필지 뱅뱅프라자507호","경기도 화성시 병점구 효행로 1075-7 (진안동, 외 1필지 뱅뱅프라자507호)","","태경상사","2014-07-21 14:51:47","I","2026-02-04 01:35:23","건물위생관리업","203794.722205901","412640.560149756","건물위생관리업","0","0","8","8","0","0","","","","","0","0","N",
"427","건물위생관리업","09_30_04_P","5530000","5760000-206-2013-00026","2013-09-03","","03","폐업","02","폐업","2016-01-21","","","","","138.92","","경기도 화성시 병점구 반월동  319-1 2층 전부","경기도 화성시 병점구 반월길40번길 28 (반월동, 2층 전부)","","(주)신우이앤씨","2013-09-03 15:18:11","I","2026-02-04 01:35:23","건물위생관리업","205176.507620845","414187.504928117","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"428","건물위생관리업","09_30_04_P","5530000","5760000-206-2015-00006","2015-02-17","","01","영업/정상","01","영업","","","","","031 205 8800","140.00","","경기도 화성시 병점구 반월동  295-21","경기도 화성시 병점구 반월길40번길 47, 1층 (반월동)","","사회적협동조합동반","2020-06-17 16:09:56","I","2026-02-04 01:35:23","건물위생관리업","205061.334546755","414107.190226191","건물위생관리업","1","0","0","0","0","0","","","","","0","0","N",
"429","건물위생관리업","09_30_04_P","5530000","5740000-206-2015-00007","2015-02-23","","03","폐업","02","폐업","2019-05-28","","","","031 357 1544","49.88","","경기도 화성시 만세구 마도면 슬항리 216-1","경기도 화성시 만세구 마도면 화성로 681-1","","삼신용역","2019-05-28 13:29:47","I","2026-02-04 01:35:23","건물위생관리업","178966.999615574","411966.887310421","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
"430","건물위생관리업","09_30_04_P","5530000","5760000-206-2015-00008","2015-03-02","","03","폐업","02","폐업","2018-12-17","","","","003102087773","27.00","","경기도 화성시 병점구 반월동  319-5 1층일부호","경기도 화성시 병점구 반월길40번길 21, 1층 일부호 (반월동)","","주식회사 에코원코리아","2018-12-17 15:59:53","I","2026-02-04 01:35:23","건물위생관리업","205207.720523646","414187.570922108","건물위생관리업","0","0","0","0","0","0","","","","","0","0","N",
"431","건물위생관리업","09_30_04_P","5530000","5770000-206-2017-00021","2017-07-12","","03","폐업","02","폐업","2018-01-08","","","","","20.00","","경기도 화성시 동탄구 영천동  658-2 보원프라자 104일부호","경기도 화성시 동탄구 동탄대로 597, 104일부호 (영천동, 보원프라자)","","럭키공인중개사사무소/럭키디자인빌드","2018-01-08 17:01:20","I","2026-02-04 01:35:23","건물위생관리업","208659.431901813","411683.593116145","건물위생관리업","0","0","1","0","0","0","","","","","0","0","N",
"432","건물위생관리업","09_30_04_P","5530000","5760000-206-2013-00037","2013-03-18","","01","영업/정상","01","영업","","","","","070 41796312","54.60","","","경기도 화성시 병점구 반월남길 86-5, 1층 일부호 (반월동)","","(주)제이피코리아","2018-11-07 10:05:21","I","2026-02-04 01:35:23","건물위생관리업","204748.9881042","413907.169566557","건물위생관리업","8","4","3","3","0","0","","","","","0","0","N",
"433","건물위생관리업","09_30_04_P","5530000","5750000-206-2017-00022","2017-09-08","","03","폐업","02","폐업","2024-08-27","","","","031 8998453","70.00","","경기도 화성시 효행구 봉담읍 와우리 119-7 1층 일부","경기도 화성시 효행구 봉담읍 효행로 321 (1층 일부)","","드림원","2024-08-27 17:06:20","I","2026-02-04 01:35:23","건물위생관리업","197868.05237081","413141.305039323","건물위생관리업","0","0","1","1","0","0","","","","","0","0","N",
