번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),업종구분명,관리업구분명,자본금,자산,보수범위,유지관리책임인력수,실무기술인력수,설계책임기술인력수,제조책임기술인력수,임원수,총직원수,기술직직원수,기능직직원수,사무직직원수,기타직원수,회사구분명,사업자등록번호,Unnamed: 45,record_key
167,승강기유지관리업체,11_48_01_P,6410000,394000000010,2014-08-22,,1,영업/정상,1,인허가,,,,,0319140977,,,,"경기도 고양시 일산서구 일산로 638, 3층 (대화동, 성저빌딩)",,케이이앤씨(주),2026-02-13 00:00:00,U,2026-02-16 02:40:00,,,,유지관리,중저속승강기,200.0,1837.0,630,1.0,0.0,,,,,,,,,본점,1288640997.0,,케이이앤씨(주)_
163,승강기유지관리업체,11_48_01_P,6410000,386000000016,2014-08-22,,1,영업/정상,1,인허가,,,,,0323262783,,420-020,경기도 부천시 원미구 중동 1035번지 3호 601호,"경기도 부천시 원미구 길주로 237, 601호 (중동)",420-020,(주)강서기전,2026-02-12 00:00:00,U,2026-02-16 02:40:00,,,,유지관리,"고속승강기,중저속승강기",300.0,,1620,3.0,0.0,,,,,,,,,본점,1308650090.0,,(주)강서기전_경기도부천시원미구중동1035번지3호601호
257,승강기유지관리업체,11_48_01_P,6410000,386000000011,2014-08-21,,1,영업/정상,1,인허가,,,,,032 663 9411,,420-021,경기도 부천시 원미구 중동 775번지 21호,"경기도 부천시 원미구 장말로 241, 4층 (중동)",420-021,세원엘리베이터(주),2026-02-26 00:00:00,U,2026-02-28 02:40:00,,,,유지관리,중저속승강기,200.0,,810,1.0,0.0,,,,,,,,,본점,1308155635.0,,세원엘리베이터(주)_경기도부천시원미구중동775번지21호
164,승강기유지관리업체,11_48_01_P,6410000,386000000008,2014-08-20,,1,영업/정상,1,인허가,,,,,032 684 3755,,421-160,경기도 부천시 오정구 내동 179번지 2호,경기도 부천시 오정구 부천로409번길 56 (내동),421-160,(주)고려에레베이터,2026-02-12 00:00:00,U,2026-02-16 02:40:00,,,,유지관리,중저속승강기,300.0,,540,1.0,0.0,,,,,,,,,본점,1308144161.0,,(주)고려에레베이터_경기도부천시오정구내동179번지2호
170,승강기유지관리업체,11_48_01_P,6410000,386000000005,2014-08-20,,1,영업/정상,1,인허가,,,,,032 668 0271,,14557,경기도 부천시 원미구 춘의동 200-1 춘의테크노파크,"경기도 부천시 원미구 부천로198번길 36, 춘의테크노파크 101동 1203호 (춘의동)",14557,(주)태산엔지니어링,2026-02-12 00:00:00,U,2026-02-16 02:40:00,,,,유지관리,중저속승강기,200.0,,630,1.0,0.0,,,,,,,,,본점,1308158952.0,,(주)태산엔지니어링_경기도부천시원미구춘의동200-1춘의테크노파크
202,승강기유지관리업체,11_48_01_P,6410000,559000000002,2014-08-19,,1,영업/정상,1,인허가,,,,,0226336466,,,경기도 양주시 봉양동 164번지,경기도 양주시 칠봉산로228번길 156-14 (봉양동),,대성아이디에스(주),2026-02-20 00:00:00,U,2026-02-22 02:40:00,,,,유지관리,중저속승강기,500.0,,720,1.0,3.0,,,,,,,,,본점,1078613663.0,,대성아이디에스(주)_경기도양주시봉양동164번지
166,승강기유지관리업체,11_48_01_P,6410000,394000000003,2014-08-13,,1,영업/정상,1,인허가,,,,,0319789797,,10480,경기도 고양시 덕양구 성사동 216번지 5호,경기도 고양시 덕양구 흥도로417번길 40 (성사동),10480,(주)서강엘리베이터,2026-02-13 00:00:00,U,2026-02-16 02:40:00,,,,유지관리,"고속승강기,중저속승강기",700.0,700.0,4050,9.0,,,,,,,,,,본점,1288611361.0,,(주)서강엘리베이터_경기도고양시덕양구성사동216번지5호
244,승강기유지관리업체,11_48_01_P,6410000,394000000007,2014-08-13,,1,영업/정상,1,인허가,,,,,0319174796,,10437,경기도 고양시 덕양구 토당동 672번지 10호,경기도 고양시 덕양구 호수로71번길 70 (토당동),10437,신한엘리베이터 주식회사,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,,,유지관리,중저속승강기,300.0,,1890,1.0,,,,,,,,,,본점,1178124600.0,,신한엘리베이터주식회사_경기도고양시덕양구토당동672번지10호
216,승강기유지관리업체,11_48_01_P,6410000,407000000001,2014-08-12,,1,영업/정상,1,인허가,,,,,031 637 5664,,467-070,경기도 이천시 갈산동 219번지 2호,경기도 이천시 갈산로133번길 37 (갈산동),467-070,호성엘리베이터(주),2026-02-23 00:00:00,U,2026-02-25 02:40:00,,,,유지관리,중저속승강기,300.0,0.0,2500,4.0,0.0,,,,,,,,,본점,1268140996.0,,호성엘리베이터(주)_경기도이천시갈산동219번지2호
247,승강기유지관리업체,11_48_01_P,6410000,393000000003,2014-07-17,,1,영업/정상,1,인허가,,,,,0314808314,,425-856,경기도 안산시 단원구 초지동 742번지 3호,경기도 안산시 단원구 원포공원1로 60 (초지동),425-856,금성엘리베이터(주),2026-02-25 00:00:00,U,2026-02-27 02:40:00,,,,유지관리,중저속승강기,300.0,300.0,1080,2.0,0.0,,,,,,,,,본점,1348180534.0,,금성엘리베이터(주)_경기도안산시단원구초지동742번지3호
90,승강기유지관리업체,11_48_01_P,6260000,626000000148,2014-06-02,,1,영업/정상,1,인허가,,,,,0516231584,,,부산광역시 남구 대연동 703번지 7호,"부산광역시 남구 신선로 460-1, 3층 (대연동)",48518,한화승강기(주),2026-02-09 11:58:52,U,2026-02-11 02:40:00,,391456.275809803,182767.718339288,유지관리,중저속승강기,100000000.0,,"1,000",1.0,0.0,,,,12.0,,,,,본점,6178617550.0,,한화승강기(주)_부산광역시남구대연동703번지7호
248,승강기유지관리업체,11_48_01_P,6410000,391000000006,2014-06-02,,1,영업/정상,1,인허가,,,,,,,17876,경기도 평택시 월곡동 369-2,"경기도 평택시 월곡길 30, 1층 (월곡동)",17876,현승강기 주식회사,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,,,유지관리,중저속승강기,100.0,100.0,1700,2.0,0.0,,,,,,,,,본점,1258621991.0,,현승강기주식회사_경기도평택시월곡동369-2
93,승강기유지관리업체,11_48_01_P,6410000,405000000003,2014-05-09,,1,영업/정상,1,인허가,,,,,,,16897,경기도 용인시 기흥구 보정동 1261번지 1호 휴먼타워,"경기도 용인시 기흥구 죽현로 8-22, 휴먼타워 3층 304호 (보정동)",16897,(주)바로엘리베이터,2026-02-09 00:00:00,U,2026-02-11 02:40:00,,,,유지관리,중저속승강기,100.0,100.0,1000,2.0,,,,,,,,,,본점,1428170487.0,,(주)바로엘리베이터_경기도용인시기흥구보정동1261번지1호휴먼타워
10,승강기유지관리업체,11_48_01_P,5530000,2014553023233500001,2014-01-03,,1,영업/정상,1,영업중,,,,,031-358-4871,,,,경기도 화성시 만세구 장안면 석포로 300-4,,서울승강기주식회사,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,184928.89046009,404647.166602492,,,,,,,,,,,,,,,,,,,서울승강기주식회사_
2,승강기유지관리업체,11_48_01_P,5530000,2013553023233500006,2013-10-22,,1,영업/정상,1,영업중,,,,,02-6670-0333,,,,"경기도 화성시 효행구 정남면 신리길 11-15, 나동",445-967,미주이앤씨(주),2026-02-01 11:00:57,I,2026-02-03 00:20:01,,,,,,,,,,,,,,,,,,,,,,미주이앤씨(주)_
198,승강기유지관리업체,11_48_01_P,6410000,391000000001,2013-09-16,,1,영업/정상,1,인허가,,,,,031 233 4992,,18279,경기도 화성시 만세구 남양읍 온석리 388-11,경기도 화성시 만세구 남양읍 현대기아로183번길 11-14,18279,오티스이앤엠코리아 주식회사 평택지점,2026-02-20 00:00:00,U,2026-02-22 02:40:00,,,,유지관리,중저속승강기,6152.0,100.0,800,1.0,0.0,,,,,,,,,지점,1258543630.0,,오티스이앤엠코리아주식회사평택지점_경기도화성시만세구남양읍온석리388-11
9,승강기유지관리업체,11_48_01_P,5530000,2013553023233500007,2013-01-14,,3,폐업,2,폐지,,,,,0312273128,,,,경기도 화성시 효행구 봉담읍 오래4길 8,445-893,도담이엘(주),2026-02-01 11:00:57,I,2026-02-04 01:35:23,,195896.835161475,413179.553361055,,,,,,,,,,,,,,,,,,,도담이엘(주)_
3,승강기유지관리업체,11_48_01_P,5530000,2014553023233500006,2013-01-14,,1,영업/정상,1,영업중,,,,,031-227-3128,,,경기도 화성시 효행구 봉담읍 분천리 3-26,"경기도 화성시 효행구 봉담읍 최루백로 115, 2층",18329,도담이엘(주),2026-02-01 11:00:57,I,2026-02-03 00:20:01,,,,,,,,,,,,,,,,,,,,,,도담이엘(주)_경기도화성시효행구봉담읍분천리3-26
112,승강기유지관리업체,11_48_01_P,6310000,631000000023,2012-08-29,,1,영업/정상,1,인허가,,,,,0522090900,,682-805,울산광역시 동구 방어동 917번지 8호  201호,"울산광역시 동구 월봉4길 36, 201호 (방어동)",682-805,대한엘리베이터(주),2026-02-11 08:38:12,U,2026-02-13 02:40:00,,419440.384714612,223764.451753943,유지관리,중저속승강기,300000000.0,,"1,440",2.0,,,,,16.0,,,,,본점,6208145270.0,,대한엘리베이터(주)_울산광역시동구방어동917번지8호201호
7,승강기유지관리업체,11_48_01_P,5530000,2013553023233500003,2012-04-12,,3,폐업,2,폐지,2015-11-30,,,,031 8059 9980,,,경기도 화성시 만세구 팔탄면 구장리 415번지 15호 201호,"경기도 화성시 만세구 팔탄면 푸른들판로 555-3, 201호",445-915,두산엔지니어링(주),2026-02-01 11:00:57,I,2026-02-04 01:35:23,,190889.482540836,406267.014243995,,,,,,,,,,,,,,,,,,,두산엔지니어링(주)_경기도화성시만세구팔탄면구장리415번지15호201호
123,승강기유지관리업체,11_48_01_P,6430000,643000000032,2012-02-01,,1,영업/정상,1,인허가,,,,,0432248258,,360-812,충청북도 청주시 상당구 용암동 2599번지,충청북도 청주시 상당구 용암북로138번길 29-6 (용암동),360-812,(주)코리아엘리베이터,2026-02-11 10:50:22,U,2026-02-13 02:40:00,,245935.062550407,346692.380157251,유지관리,중저속승강기,500000000.0,,"1,600",2.0,0.0,,,,16.0,,,,,본점,3178127420.0,,(주)코리아엘리베이터_충청북도청주시상당구용암동2599번지
108,승강기유지관리업체,11_48_01_P,6270000,627000000082,2012-01-10,,1,영업/정상,1,인허가,,,,,0537615061,,711-813,대구광역시 달성군 다사읍 385번지,대구광역시 달성군 서재로16길 34-1,711-813,(주)월드엘리베이터,2026-02-10 09:26:30,U,2026-02-12 02:40:00,,335451.229842323,264348.115456993,유지관리,중저속승강기,500000000.0,,"3,420",4.0,0.0,,,,38.0,,,,,본점,5028613591.0,,(주)월드엘리베이터_대구광역시달성군다사읍385번지
152,승강기유지관리업체,11_48_01_P,6110000,611000000461,2012-01-09,,1,영업/정상,1,인허가,,,,,029499912,,139-240,서울특별시 노원구 공릉동  392번지 9호 소연빌딩 2호,서울특별시 노원구 동일로190길 51 (공릉동),139-240,청라승강기(주),2026-02-13 15:24:56,U,2026-02-15 02:40:00,,206632.143910533,458216.113173495,유지관리,중저속승강기,200000000.0,,"1,000",1.0,0.0,,,,0.0,,,,,본점,2178136139.0,,청라승강기(주)_서울특별시노원구공릉동392번지9호소연빌딩2호
47,승강기유지관리업체,11_48_01_P,6410000,382000000002,2011-12-05,,1,영업/정상,1,인허가,,,,,031 8793523,,11815,경기도 의정부시 민락동 927-1 의정부 더리브 센텀스퀘어Ⅰ 지식산업센터,"경기도 의정부시 배꽃길 105, 의정부 더리브 센텀스퀘어Ⅰ 지식산업센터 1차 5층 510호 (민락동)",11815,금오엘리베이터(주),2026-01-30 00:00:00,U,2026-02-04 11:04:37,,,,유지관리,중저속승강기,200.0,300.0,1300,1.0,0.0,,,,,,,,,본점,1278635230.0,,금오엘리베이터(주)_경기도의정부시민락동927-1의정부더리브센텀스퀘어Ⅰ지식산업센터
238,승강기유지관리업체,11_48_01_P,6480000,538000000005,2011-11-17,,1,영업/정상,1,인허가,,,,,055 382 5934,,50653,,"경상남도 양산시 물금읍 야리1길 20, 4층 405호 (초이스타워)",50653,(주)태감,2026-02-25 00:00:00,U,2026-02-27 02:40:00,,,,유지관리,중저속승강기,100.0,,360,1.0,0.0,,,,,,,,,본점,6218192005.0,,(주)태감_
179,승강기유지관리업체,11_48_01_P,6410000,405000000011,2011-07-21,,1,영업/정상,1,인허가,,,,,000000000000,,,"경기도 용인시 기흥구 영덕동 1315 A동 1706,호","경기도 용인시 기흥구 중부대로 184, A동 1706,1707호 (영덕동)",,(주)대명이엘에스,2026-02-19 00:00:00,U,2026-02-21 02:40:00,,,,유지관리,중저속승강기,500.0,500.0,1000,1.0,,,,,,,,,,본점,2048619143.0,,"(주)대명이엘에스_경기도용인시기흥구영덕동1315A동1706,호"
110,승강기유지관리업체,11_48_01_P,6440000,644000000031,2011-07-08,,1,영업/정상,1,인허가,,,,,0415739844,,331-961,충청남도 천안시 서북구 두정동   1179번지 한길프라자A동3층,"충청남도 천안시 서북구 두정중11길 14 (두정동,한길프라자A동3층)",,더씨앤(주),2026-02-11 13:18:56,U,2026-02-13 02:40:00,,212411.86194528,370701.371500823,유지관리,중저속승강기,510000000.0,,900,2.0,0.0,,,,10.0,,,,,본점,3128116893.0,,더씨앤(주)_충청남도천안시서북구두정동1179번지한길프라자A동3층
243,승강기유지관리업체,11_48_01_P,6430000,643000000031,2011-06-02,,1,영업/정상,1,인허가,,,,,0438828679,,,충청북도 음성군 대소면 소석리 38번지,충청북도 음성군 대소면 소석로 155,27662,(주)대오정공,2026-02-25 10:17:49,U,2026-02-27 02:40:00,,245987.365817588,385288.040024138,유지관리,중저속승강기,100000000.0,0.0,600,1.0,0.0,,,,6.0,,,,,본점,1288119387.0,,(주)대오정공_충청북도음성군대소면소석리38번지
142,승강기유지관리업체,11_48_01_P,6540000,464000000002,2011-05-24,,1,영업/정상,1,인허가,,,,,063 236 1246,,15117,경기도 시흥시 정왕동 2665-7,경기도 시흥시 엠티브이북로 313(정왕동),15117,오티스이앤엠코리아주식회사 전주지점,2026-02-12 00:00:00,U,2026-02-14 02:40:00,,,,유지관리,중저속승강기,6150.0,26500.0,1400,3.0,0.0,,,,,,,,,지점,4028528763.0,,오티스이앤엠코리아주식회사전주지점_경기도시흥시정왕동2665-7
20,승강기유지관리업체,11_48_01_P,5530000,2016553033933500002,2011-03-14,,1,영업/정상,1,영업중,,,,,031-477-0235,,,,경기도 화성시 만세구 마도면 금해로135번길 83,,수림엘리베이터(주),2026-02-01 11:00:57,I,2026-02-04 01:35:23,,177151.950860299,411255.130960304,,,,,,,,,,,,,,,,,,,수림엘리베이터(주)_
13,승강기유지관리업체,11_48_01_P,5530000,2014553023233500004,2011-01-28,,1,영업/정상,1,영업중,,,,,031-378-3144,,,,"경기도 화성시 동탄구 동탄기흥로277번길 12, 205, 206호 (오산동, 엘에이치상가)",18487,화성엘리베이터(주),2026-02-01 11:00:57,I,2026-02-04 01:35:23,,208045.828231386,409338.433397731,,,,,,,,,,,,,,,,,,,화성엘리베이터(주)_
262,승강기유지관리업체,11_48_01_P,6410000,386000000012,2010-12-13,,1,영업/정상,1,인허가,,,,,032 673 8324,,14532,경기도 부천시 원미구 도당동 247-24 선결레미앙주상복합아파트 101호,"경기도 부천시 원미구 정주로 28-4, 101호 (도당동, 선결레미앙주상복합아파트)",14532,동양엘리베이터(주),2026-02-26 00:00:00,U,2026-02-28 02:40:00,,,,유지관리,중저속승강기,100.0,,720,1.0,0.0,,,,,,,,,본점,1308656129.0,,동양엘리베이터(주)_경기도부천시원미구도당동247-24선결레미앙주상복합아파트101호
120,승강기유지관리업체,11_48_01_P,6110000,611000000448,2010-11-04,,1,영업/정상,1,인허가,,,,,024064165,,,서울특별시 송파구 오금동 68번지 11호,"서울특별시 송파구 성내천로6길 5, 2층 (오금동)",05728,주안엘리베이터(주),2026-02-11 11:24:04,U,2026-02-13 02:40:00,,211932.066187077,444630.282252564,유지관리,중저속승강기,100000000.0,,900,1.0,0.0,,,,,,,,,본점,2158746370.0,,주안엘리베이터(주)_서울특별시송파구오금동68번지11호
12,승강기유지관리업체,11_48_01_P,5530000,2014553023233500003,2010-07-19,,1,영업/정상,1,영업중,,,,,031-221-7561,,,,"경기도 화성시 효행구 봉담읍 와우안길 109, 105동 221호",,(주)하나엘리베이터,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,197607.132367783,413349.198055201,,,,,,,,,,,,,,,,,,,(주)하나엘리베이터_
249,승강기유지관리업체,11_48_01_P,6270000,627000000076,2010-06-08,,1,영업/정상,1,인허가,,,,,0533242844,,702-804,대구광역시 북구 관음동  1230번지 5호 모두빌딩  306호,"대구광역시 북구 관음로 133, 306호 (관음동,모두빌딩)",702-804,한양엘리베이터(주),2026-02-25 14:36:46,U,2026-02-27 02:40:00,,339060.543686549,272436.922124699,유지관리,중저속승강기,320000000.0,,630,1.0,0.0,,,,7.0,,,,,본점,4108148156.0,,한양엘리베이터(주)_대구광역시북구관음동1230번지5호모두빌딩306호
94,승강기유지관리업체,11_48_01_P,6410000,400000000002,2010-02-09,,1,영업/정상,1,인허가,,,,,031 377 2767,,,경기도 오산시 궐동 608번지 4호 아이원빌딩 602호,"경기도 오산시 대호로117번길 39, 아이원빌딩 6층 602호 (궐동)",,제일엘리베이터(주),2026-02-09 00:00:00,U,2026-02-11 02:40:00,,,,유지관리,중저속승강기,100.0,0.0,3200,4.0,,,,,,,,,,본점,1248643503.0,,제일엘리베이터(주)_경기도오산시궐동608번지4호아이원빌딩602호
91,승강기유지관리업체,11_48_01_P,6430000,643000000028,2009-11-26,,1,영업/정상,1,인허가,,,,,0432980237,,,충청북도 청주시 상당구 용암동 1237번지,충청북도 청주시 상당구 용암로 74-17 (용암동),28770,(주)엘리사엘리베이터,2026-02-09 20:07:21,U,2026-02-11 02:40:00,,245126.583051886,346042.708207888,유지관리,중저속승강기,206752000.0,,"1,700",2.0,0.0,,,,17.0,,,,,본점,3178115851.0,,(주)엘리사엘리베이터_충청북도청주시상당구용암동1237번지
6,승강기유지관리업체,11_48_01_P,5530000,2013553023233500002,2009-10-06,,3,폐업,2,폐지,2013-07-31,,,,031-366-6368,,,경기도 화성시 만세구 향남읍 구문천리 935번지 5호 발안산업단지 12B동 5L호,,,(주)스타리프트,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,191759.468170656,397970.657799503,,,,,,,,,,,,,,,,,,,(주)스타리프트_경기도화성시만세구향남읍구문천리935번지5호발안산업단지12B동5L호
76,승강기유지관리업체,11_48_01_P,6470000,647000000048,2009-09-07,,1,영업/정상,1,인허가,,,,,0533526900,,39464,경상북도 구미시 산동읍 신당리 1458번지 바젤-파크시티제1동 306호,"경상북도 구미시 산동읍 신당1로 24, 바젤-파크시티제1동 306호",39464,바론엘리베이터 주식회사,2026-02-06 17:59:50,U,2026-02-08 02:40:00,,328826.899677292,295817.057355274,유지관리,중저속승강기,300000000.0,,"4,100",4.0,0.0,,,,41.0,,,,,본점,5048183633.0,,바론엘리베이터주식회사_경상북도구미시산동읍신당리1458번지바젤-파크시티제1동306호
68,승강기유지관리업체,11_48_01_P,6260000,626000000138,2009-08-10,,1,영업/정상,1,인허가,,,,,0513375114,,,부산광역시 북구 덕천동 531번지 1호,부산광역시 북구 금곡대로104번길 10 (덕천동),46545,한국승강기블루(주),2026-02-05 13:02:51,U,2026-02-07 02:40:00,,382688.331568034,192923.088664186,유지관리,중저속승강기,100000000.0,,"1,300",2.0,0.0,,,,15.0,,,,,본점,6068617996.0,,한국승강기블루(주)_부산광역시북구덕천동531번지1호
221,승강기유지관리업체,11_48_01_P,6410000,378000000008,2009-06-30,,1,영업/정상,1,인허가,,,,,0317069393,,,,"경기도 성남시 분당구 내정로113번길 4, 3층 305호 (정자동, 정자프라자)",,(주)재경이엔지,2026-02-24 00:00:00,U,2026-02-26 02:40:00,,,,유지관리,중저속승강기,355.0,,1350,2.0,18.0,,,,,,,,,본점,1318175099.0,,(주)재경이엔지_
121,승강기유지관리업체,11_48_01_P,6110000,611000000431,2009-05-21,,1,영업/정상,1,인허가,,,,,0237098728,,,서울특별시 송파구 신천동 7번지 30호,서울특별시 송파구 송파대로 570 (신천동),05510,현대씨앤알(주),2026-02-11 16:12:08,U,2026-02-13 02:40:00,,208688.155079917,445954.176613992,유지관리,중저속승강기,1000000000.0,,700,1.0,0.0,,,,0.0,,,,,본점,1028132281.0,,현대씨앤알(주)_서울특별시송파구신천동7번지30호
225,승강기유지관리업체,11_48_01_P,6280000,628000000105,2008-09-30,,1,영업/정상,1,인허가,,,,,0325026390,,407-060,인천광역시 계양구 작전동   910번지 8호 성우프라자 8층,"인천광역시 계양구 오조산로7번길 4 (작전동,성우프라자 8층)",,(주)정인승강기,2026-02-24 09:27:36,U,2026-02-26 02:40:00,,176738.854632869,447733.423275059,유지관리,중저속승강기,100000000.0,,630,1.0,0.0,,,,7.0,,,,,본점,1228601846.0,,(주)정인승강기_인천광역시계양구작전동910번지8호성우프라자8층
46,승강기유지관리업체,11_48_01_P,6410000,378000000005,2008-07-31,,1,영업/정상,1,인허가,,,,,031 7264604,,463-440,,"경기도 성남시 분당구 운중로 121, 502,503호 (운중동, KPGA빌딩)",463-440,한국미쓰비시엘리베이터(주),2026-01-30 00:00:00,U,2026-02-04 11:04:37,,,,유지관리,"고속승강기,중저속승강기",38500.0,150795.0,8370,9.0,0.0,,,,,,,,,본점,1298539235.0,,한국미쓰비시엘리베이터(주)_
218,승강기유지관리업체,11_48_01_P,6410000,391000000003,2008-05-16,,1,영업/정상,1,인허가,,,,,0316828931,,451-872,경기도 평택시 오성면 양교리 915번지 12호,경기도 평택시 오성면 오성산단로 36-19,451-872,그린엘리베이터(주),2026-02-23 00:00:00,U,2026-02-25 02:40:00,,,,유지관리,중저속승강기,700.0,4190.0,1100,2.0,,,,,,,,,,본점,1408107988.0,,그린엘리베이터(주)_경기도평택시오성면양교리915번지12호
211,승강기유지관리업체,11_48_01_P,6110000,611000000415,2008-04-16,,4,취소/말소/만료/정지/중지,5,등록취소,,,,,025957119,,,서울특별시 동작구 사당동 252-17 서림빌딩 305호,"서울특별시 동작구 사당로 215, 서림빌딩 305호 (사당동)",07004,대성엘리베이터(주),2026-02-23 09:26:02,U,2026-02-25 02:40:00,,197486.50162645,442493.781452129,유지관리,중저속승강기,200000000.0,,700,1.0,0.0,,,,0.0,,,,,본점,1088176915.0,,대성엘리베이터(주)_서울특별시동작구사당동252-17서림빌딩305호
196,승강기유지관리업체,11_48_01_P,6260000,626000000134,2008-03-10,,1,영업/정상,1,인허가,,,,,0513376422,,616-834,부산광역시 북구 화명동 1426번지 1호 우신아파트상가A-13동,"부산광역시 북구 금곡대로324번길 43, 3층 (화명동,우신아파트상가A-13동)",616-834,동국산전(주),2026-02-20 09:43:51,U,2026-02-22 02:40:00,,383464.795969795,195029.489621392,유지관리,중저속승강기,200000000.0,,"1,000",2.0,0.0,,,,9.0,,,,,본점,6068608240.0,,동국산전(주)_부산광역시북구화명동1426번지1호우신아파트상가A-13동
85,승강기유지관리업체,11_48_01_P,6480000,538000000002,2008-01-21,,1,영업/정상,1,인허가,,,,,055 386 5709,,,경상남도 양산시 북정동 888번지 14호,"경상남도 양산시 양산대로 998, 대원빌딩 3층 (북정동)",,(주)이플러스엘리베이터,2026-02-09 00:00:00,U,2026-02-11 02:40:00,,,,유지관리,중저속승강기,300.0,504.0,900,1.0,0.0,,,,,,,,,본점,6218172144.0,,(주)이플러스엘리베이터_경상남도양산시북정동888번지14호
11,승강기유지관리업체,11_48_01_P,5530000,2014553023233500002,2007-10-31,,3,폐업,2,폐지,2019-08-31,,,,0312235271,,,경기도 화성시 병점구 병점동 844번지 3호,경기도 화성시 병점구 효행로 1060 (병점동),,에이에스승강기(주),2026-02-01 11:00:57,I,2026-02-04 01:35:23,,203760.122353984,412497.212229325,,,,,,,,,,,,,,,,,,,에이에스승강기(주)_경기도화성시병점구병점동844번지3호
1,승강기유지관리업체,11_48_01_P,5530000,2013553023233500004,2007-09-05,,1,영업/정상,1,영업중,,,,,031-459-3702,,,경기도 수원시 권선구 고색동 1110번지,경기도 수원시 권선구 산업로156번길 171-34 (고색동),,(주)신우프론티어,2026-02-01 11:00:57,I,2026-02-03 00:20:01,,198575.720740677,415448.17726322,,,,,,,,,,,,,,,,,,,(주)신우프론티어_경기도수원시권선구고색동1110번지
5,승강기유지관리업체,11_48_01_P,5530000,2013553023233500001,2007-08-10,,1,영업/정상,1,영업중,,,,,031-366-1537,,,경기도 화성시 만세구 향남읍 구문천리 929번지 19호,경기도 화성시 만세구 향남읍 발안공단로 167,,(주)신일승강기,2026-02-01 11:00:57,I,2026-02-04 01:35:23,,191100.120128847,398203.22820388,,,,,,,,,,,,,,,,,,,(주)신일승강기_경기도화성시만세구향남읍구문천리929번지19호
61,승강기유지관리업체,11_48_01_P,6410000,398000000002,2007-06-28,,1,영업/정상,1,인허가,,,,,00315630095,,11940,경기도 구리시 수택동 849-2,"경기도 구리시 체육관로80번길 32, 602호 (수택동)",11940,(주)한국승강기에이에스센타,2026-02-03 00:00:00,U,2026-02-06 02:40:00,,,,유지관리,중저속승강기,100.0,,1440,3.0,3.0,,,,,,,,,본점,1328176960.0,,(주)한국승강기에이에스센타_경기도구리시수택동849-2
116,승강기유지관리업체,11_48_01_P,6110000,611000000405,2007-06-21,,1,영업/정상,1,인허가,,,,,024087548,,,서울특별시 송파구 방이동 130번지 골든힐 0호,"서울특별시 송파구 가락로36길 17, 201호 (방이동, 골든힐)",05634,(주)삼흥엘리베이터,2026-02-11 10:48:29,U,2026-02-13 02:40:00,,210537.837328063,445254.97722744,유지관리,중저속승강기,102000000.0,,700,1.0,0.0,,,,0.0,,,,,본점,2308107715.0,,(주)삼흥엘리베이터_서울특별시송파구방이동130번지골든힐0호
66,승강기유지관리업체,11_48_01_P,6110000,611000000403,2007-05-23,,1,영업/정상,1,인허가,,,,,029868043,,142-100,서울특별시 강북구 미아동   135번지 8호 하림빌딩 405호,"서울특별시 강북구 도봉로20가길 40 (미아동,하림빌딩 405호)",,명성종합엘리베이터,2026-02-05 16:05:57,U,2026-02-07 02:40:00,,202537.911994276,457556.846505967,유지관리,중저속승강기,120000000.0,,900,1.0,0.0,,,,,,,,,본점,2101588285.0,,명성종합엘리베이터_서울특별시강북구미아동135번지8호하림빌딩405호
128,승강기유지관리업체,11_48_01_P,6410000,374000000014,2007-04-27,,1,영업/정상,1,인허가,,,,,031 278 5651,,16642,경기도 수원시 권선구 고색동 959번지 휴먼스카이밸리,"경기도 수원시 권선구 오목천로132번길 33, 406호 (고색동)",16642,(주)동성엘리베이터,2026-02-11 00:00:00,U,2026-02-13 02:40:00,,,,유지관리,중저속승강기,300.0,100.0,1710,5.0,,,,,,,,,,본점,1248654830.0,,(주)동성엘리베이터_경기도수원시권선구고색동959번지휴먼스카이밸리
165,승강기유지관리업체,11_48_01_P,6410000,383000000009,2007-01-12,,1,영업/정상,1,인허가,,,,,0314664456,,14005,경기도 안양시 만안구 안양동 900-10 안양월드,"경기도 안양시 만안구 안양로329번길 108, 안양월드 305호 (안양동)",14005,서원엘리베이터(주),2026-02-13 00:00:00,U,2026-02-16 02:40:00,,,,유지관리,"고속승강기,중저속승강기",300.0,100.0,2430,7.0,0.0,,,,,,,,,본점,1238608269.0,,서원엘리베이터(주)_경기도안양시만안구안양동900-10안양월드
