"번호","개방서비스명","개방서비스아이디","개방자치단체코드","관리번호","인허가일자","인허가취소일자","영업상태구분코드","영업상태명","상세영업상태코드","상세영업상태명","폐업일자","휴업시작일자","휴업종료일자","재개업일자","소재지전화","소재지면적","소재지우편번호","소재지전체주소","도로명전체주소","도로명우편번호","사업장명","최종수정시점","데이터갱신구분","데이터갱신일자","업태구분명","좌표정보x(epsg5174)","좌표정보y(epsg5174)","수리대상 의료기기의 유형","다른 겸업 여부","총규모","영업규모",
"143","의료기기판매(임대)업","01_02_03_P","3210000","PHMG120263210034047000067","2026-04-02","","01","영업/정상","13","영업중","","","","","02-6954-1930","","","서울특별시 서초구 서초동 ****-* 가향빌딩","서울특별시 서초구 반포대로**길 **, 가향빌딩 *층 (서초동)","06650","주식회사 지비앤투어","2026-04-02 15:40:20","I","2026-04-04 00:20:02","","201174.270059385","442990.397908703","","","157.09","",
"144","의료기기판매(임대)업","01_02_03_P","3210000","PHMG120263210034047000068","2026-04-02","","01","영업/정상","13","영업중","","","","","02-6954-1930","","","서울특별시 서초구 서초동 ****-* 가향빌딩","서울특별시 서초구 반포대로**길 **, 가향빌딩 *층 일부호 (서초동)","06650","주식회사 지비앤코","2026-04-02 15:46:48","I","2026-04-04 00:20:02","","201174.270059385","442990.397908703","","","20","",
"145","의료기기판매(임대)업","01_02_03_P","3530000","PHMG120263530019047000028","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","인천광역시 남동구 논현동 *** 논현*차푸르지오시티","인천광역시 남동구 남동서로***번길 **, 논현*차푸르지오시티 *층 ***-A**호 (논현동)","21632","위시클로바","2026-04-02 15:47:30","I","2026-04-04 00:20:02","","172937.577216559","434208.033824157","","","","",
"146","의료기기판매(임대)업","01_02_03_P","4000000","PHMG120264000018047000008","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경기도 오산시 고현동 **-*","경기도 오산시 남부대로 ***, *층 ***호 (고현동)","18151","미라클","2026-04-02 14:22:23","I","2026-04-04 00:20:02","","207362.863878493","403527.320680872","","","","",
"147","의료기기판매(임대)업","01_02_03_P","3460000","PHMG120263460023047000027","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","대구광역시 수성구 수성동*가 **-**","대구광역시 수성구 수성로 ***-*, *층 *-**호 (수성동*가)","42122","더 케이","2026-04-02 09:25:02","I","2026-04-04 00:20:02","","345686.210711009","263258.612680817","","","","",
"148","의료기기판매(임대)업","01_02_03_P","3650000","PHMG120263650023047000013","2010-08-20","","01","영업/정상","13","영업중","","","","","042-632-5422","","","대전광역시 중구 중촌동 **","대전광역시 중구 목중로**번길 **, *층 (중촌동)","34808","미건라이프사이언스 중앙지점","2026-04-02 15:30:27","I","2026-04-04 00:20:02","","236607.143512159","315421.188587785","","","137","",
"149","의료기기판매(임대)업","01_02_03_P","3780000","PHMG120263780062047000023","2025-06-30","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 수정구 고등동 ***","경기도 성남시 수정구 청계산로 ***, 지하*층 B***호 (고등동)","13105","라이프메디칼","2026-04-02 13:15:00","I","2026-04-04 00:20:02","","208241.11260111","436135.872763869","","","3.35","",
"150","의료기기판매(임대)업","01_02_03_P","3780000","PHMG120263780064047000036","2018-08-13","","01","영업/정상","13","영업중","","","","","","","","경기도 성남시 분당구 수내동 **-* 오너스타워","경기도 성남시 분당구 황새울로***번길 **, 오너스타워 **층 ****-**호 (수내동)","13595","디노보 인터내셔널","2026-04-02 15:30:25","I","2026-04-04 00:20:02","","209971.098517337","430530.897438679","","","","",
"151","의료기기판매(임대)업","01_02_03_P","4050000","PHMG120264050148047000022","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 영덕동 ***-* 리써밋타워","경기도 용인시 기흥구 흥덕중앙로 **, 리써밋타워 ***호 (영덕동)","16953","리스펙홀딩스","2026-04-02 15:51:33","I","2026-04-04 00:20:02","","206410.820408554","419409.772519879","","","","",
"152","의료기기판매(임대)업","01_02_03_P","4050000","PHMG120264050148047000023","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 마북동 ***-*","경기도 용인시 기흥구 구성로 **, *층 ***호 (마북동)","16917","현메디컬","2026-04-02 15:53:14","I","2026-04-04 00:20:02","","209898.754976353","421453.165074193","","","","",
"153","의료기기판매(임대)업","01_02_03_P","4090000","PHMG120264090023047000039","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","경기도 김포시 장기동 ****-*","경기도 김포시 태장로***번길 **, 제알***호 (장기동)","10090","바로랩","2026-04-02 09:11:56","I","2026-04-04 00:20:02","","171765.774820797","459548.190626633","","","","",
"154","의료기기판매(임대)업","01_02_03_P","3740000","PHMG120263740032047000021","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 오목천동 *** 영조아름다운나날*단지","경기도 수원시 권선구 서수원로 ***-**, ***동 ***호 (오목천동, 영조아름다운나날*단지)","16636","이이(Ee)","2026-04-02 19:42:47","I","2026-04-04 00:20:02","","197189.375602329","415458.166837154","","","","",
"155","의료기기판매(임대)업","01_02_03_P","3740000","PHMG120263740032047000022","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 수원시 권선구 오목천동 ***-*","경기도 수원시 권선구 산업로 ** (오목천동)","16640","와이에스(YS)메딕스","2026-04-02 19:43:29","I","2026-04-04 00:20:02","","197471.37316821","414985.999666582","","","","",
"156","의료기기판매(임대)업","01_02_03_P","3540000","PHMG120263540021047000020","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부개동 *** 부평코오롱하늘채","인천광역시 부평구 동수천로 ***, 근린생활시설동 ***호 (부개동, 부평코오롱하늘채)","21397","온테라피","2026-04-02 17:49:39","I","2026-04-04 00:20:02","","176604.912495019","443784.493502795","","","25.7","",
"157","의료기기판매(임대)업","01_02_03_P","3540000","PHMG120263540021047000021","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","인천광역시 부평구 부개동 *** 부평코오롱하늘채","인천광역시 부평구 동수천로 ***, 근린생활시설동 제B**일부호 (부개동, 부평코오롱하늘채)","21397","은혜케어","2026-04-02 17:53:59","I","2026-04-04 00:20:02","","176604.912495019","443784.493502795","","","24.2","",
"158","의료기기판매(임대)업","01_02_03_P","3380000","PHMG120263380023047000015","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","부산광역시 수영구 남천동 **-**","부산광역시 수영구 수영로 ***-*, ***호 (남천동)","48316","울린","2026-04-02 16:40:47","I","2026-04-04 00:20:02","","392201.744931857","185094.652240019","","","33","",
"159","의료기기판매(임대)업","01_02_03_P","5220000","PHMG120265220013047000003","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 석적읍 중리 **-**","경상북도 칠곡군 석적읍 강변대로 ****","39839","이브이 샾","2026-04-02 08:42:28","I","2026-04-04 00:20:02","","326966.645024945","287543.62862766","","","","",
"160","의료기기판매(임대)업","01_02_03_P","5220000","PHMG120265220013047000004","2026-03-31","","01","영업/정상","13","영업중","","","","","","","","경상북도 칠곡군 왜관읍 왜관리 ***","경상북도 칠곡군 왜관읍 평장*길 *, *층 ***호","39901","늘봄의료기복지용구센터","2026-04-02 08:37:30","I","2026-04-04 00:20:02","","327298.433311199","277219.310360763","","","40.84","",
"161","의료기기판매(임대)업","01_02_03_P","4711000","PHMG120264711034047000006","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","","전북특별자치도 김제시 향교길 ** (교동)","54388","이엘컴포즈","2026-04-02 17:57:43","I","2026-04-04 00:20:02","","188902.133877751","255442.351356716","","","24","",
"162","의료기기판매(임대)업","01_02_03_P","5530000","PHMG120265530661047000029","2026-03-30","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 동탄구 여울동 ***-**","경기도 화성시 동탄구 동탄대로**길 **, 센트럴스타 *동 *층 ***-***호 (여울동)","18481","태화","2026-04-01 09:14:02","I","2026-04-04 00:20:02","","208622.33308041","409284.353165193","","","3.3","",
"163","의료기기판매(임대)업","01_02_03_P","5530000","PHMG120265530661047000030","2026-03-30","","01","영업/정상","13","영업중","","","","","","","","","경기도 화성시 동탄구 산척동  **-* , ****동****호","18503","동탄파티용품방울방울파티","2026-04-01 09:31:53","I","2026-04-04 00:20:02","","","","","","96.8","",
"164","의료기기판매(임대)업","01_02_03_P","5530000","PHMG120265530661047000031","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 화성시 동탄구 여울동 ****-*","경기도 화성시 동탄구 동탄신리천로 ***, *층 ***-u***호 (여울동)","18486","콩과별","2026-04-01 15:45:41","I","2026-04-04 00:20:02","","209525.068363402","409082.698261073","","","2","",
"165","의료기기판매(임대)업","01_02_03_P","3930000","PHMG120263930162047000013","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 상록구 일동 ***-* 채림초이스빌","경기도 안산시 상록구 식물원로*안길 **, ***호 (일동, 채림초이스빌)","15321","진희","2026-04-02 09:04:25","I","2026-04-04 00:20:02","","187645.365404679","423833.756648265","","","","",
"166","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120263940139047000032","2026-03-30","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산동구 식사동 **** 위시티 휴먼빌","경기도 고양시 일산동구 위시티*로**번길 **, *동 ***호 (식사동, 위시티 휴먼빌)","10323","이뮨팩토리 하모니점","2026-04-01 09:29:23","I","2026-04-04 00:20:02","","183310.477923963","463896.316545157","","","51.43","",
"167","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120263940139047000033","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산동구 백석동 **** ***호","경기도 고양시 일산동구 강석로 *, ***호 (백석동)","10447","라잎","2026-04-01 17:10:07","I","2026-04-04 00:20:02","","181223.711423969","460201.061399648","","","","",
"168","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120263940140047000019","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산서구 덕이동 **** 하이파크시티일산파밀리에*단지","경기도 고양시 일산서구 하이파크*로**번길 *, ***동 ***호 (덕이동, 하이파크시티일산파밀리에*단지)","10230","리따구판장","2026-04-01 13:53:21","I","2026-04-04 00:20:02","","","","","","","",
"169","의료기기판매(임대)업","01_02_03_P","3270000","PHMG120263270022047000014","2022-08-05","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 ****-*","부산광역시 동구 중앙대로***번길 *-*, ***호G** (초량동)","48821","지앤바이오","2026-04-02 13:08:25","I","2026-04-04 00:20:02","","385906.073130304","181303.884021228","","","1","",
"170","의료기기판매(임대)업","01_02_03_P","3470000","PHMG120263470022047000019","2019-07-12","","01","영업/정상","13","영업중","","","","","","","","대구광역시 달서구 감삼동 ***-**","대구광역시 달서구 감삼길 **, *층 (감삼동)","42642","다모아 멀티샵","2026-04-02 09:45:40","I","2026-04-04 00:20:02","","338922.28368546","262196.578055367","","","","",
"171","의료기기판매(임대)업","01_02_03_P","5020000","PHMG120265020056047000016","2026-04-02","","01","영업/정상","13","영업중","","","","","","","","경상북도 포항시 북구 장성동 ****-**","경상북도 포항시 북구 새천년대로****번길 **, *층 (장성동)","37585","이뮨팩토리 바비점","2026-04-02 17:40:42","I","2026-04-04 00:20:02","","414540.27320066","288832.740449084","","","","",
"172","의료기기판매(임대)업","01_02_03_P","3060000","PHMG120263060034047000022","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","서울특별시 중랑구 망우동 *** 신내역 프라디움 더 테라스","서울특별시 중랑구 용마산로 ***, 지*층 에이비***호 (망우동, 신내역 프라디움 더 테라스)","02057","다이클로 신내프라디움점","2026-04-02 09:07:07","I","2026-04-04 00:20:02","","208947.072330515","456501.735079654","","","","",
"173","의료기기판매(임대)업","01_02_03_P","3590000","PHMG120233590019047000039","2026-04-01","","03","폐업","03","폐업","2026-04-01","","","","","","","광주광역시 동구 금동 **","광주광역시 동구 천변우로 *** (금동)","61488","GS25광주 금교점","2026-04-02 15:09:27","U","2026-04-04 02:40:00","","192246.445268887","182722.853288588","","","","",
"174","의료기기판매(임대)업","01_02_03_P","3270000","PHMG120233270022047000018","2023-07-20","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 초량동 ****-*","부산광역시 동구 중앙대로***번길 *, *층 ***호 (초량동)","48730","이수메디케어","2026-04-02 13:10:46","U","2026-04-04 02:40:00","","386325.816948305","182210.916727624","","","42.9","",
"175","의료기기판매(임대)업","01_02_03_P","3450000","PHMG120133450022047000004","2013-01-29","","01","영업/정상","13","영업중","","","","","","","702-320","대구광역시 북구 동호동 ***번지 *층","대구광역시 북구 동호길 **-*, *층 (동호동)","41407","와이에스메딕스","2026-04-02 10:47:35","U","2026-04-04 02:40:00","","340310.405733892","274784.664238155","","","","",
"176","의료기기판매(임대)업","01_02_03_P","3180000","PHMG120193180034047000028","2019-04-02","","01","영업/정상","13","영업중","","","","","02-6265-8524","","","서울특별시 영등포구 당산동*가 **-* 영등포유통상가 *층 **호","서울특별시 영등포구 영등포로 ***, 영등포유통상가 *층 **호 (당산동*가)","07264","(주)코아앤컴퍼니","2026-04-02 15:08:20","U","2026-04-04 02:40:00","","190555.768991595","446698.814322782","","","","",
"177","의료기기판매(임대)업","01_02_03_P","4771000","PHMG120094770010047000004","2009-06-10","","01","영업/정상","13","영업중","","","","","653-8259","","","전북특별자치도 순창군 순창읍 남계리 ***번지 *호","전북특별자치도 순창군 순창읍 순창로 *** (강남빌딩)","56041","(주)에스원 순창","2026-04-02 14:47:36","U","2026-04-04 02:40:00","","213009.014317533","208164.811381413","","","39","",
"178","의료기기판매(임대)업","01_02_03_P","3050000","PHMG120193050034047000032","2009-06-08","","01","영업/정상","13","영업중","","","","","981-2833","","","서울특별시 동대문구 청량리동 ***번지 **호 수림문화재단 *층","서울특별시 동대문구 홍릉로 ***, 수림문화재단 *층 (청량리동)","02456","(주)에스원 성북지사","2026-04-02 16:46:49","U","2026-04-04 02:40:00","","203712.345425626","454246.192680027","","","","",
"179","의료기기판매(임대)업","01_02_03_P","3330000","PHMG120223330024047000107","2022-02-09","","03","폐업","03","폐업","2026-04-10","","","","02-6092-3335","","","부산광역시 해운대구 우동 ***-* 오션타워","부산광역시 해운대구 해운대해변로 ***, 오션타워 ****호 (우동)","48093","주식회사 빅디퍼(BIG DIPPER Co., Ltd.)","2026-04-02 09:15:35","U","2026-04-04 02:40:00","","396180.621245267","186522.350475257","","","51.66","",
"180","의료기기판매(임대)업","01_02_03_P","5141000","PHMG120215140011047000004","2021-05-17","","01","영업/정상","13","영업중","","","","","054-380-5515","","","","대구광역시 군위군 효령면 경북대로 ****, 농산물물류센타","43137","(주)농협하나로유통군위농산물종합유통센터","2026-04-02 18:00:44","U","2026-04-04 02:40:00","","341575.713235792","292024.590733752","","","","",
"181","의료기기판매(임대)업","01_02_03_P","3460000","PHMG120143460023047000046","2014-09-29","","03","폐업","03","폐업","2026-04-01","","","","763-3578","","706-824","대구광역시 수성구 범어동 ***번지 **호 (지상*층)","대구광역시 수성구 청솔로 ** (범어동, (지상*층))","42139","야문손건강샵","2026-04-02 15:54:13","U","2026-04-04 02:40:00","","346368.558323868","262645.167484114","","","","",
"182","의료기기판매(임대)업","01_02_03_P","3820000","PHMG120093820050047000018","2009-06-10","","01","영업/정상","13","영업중","","","","","031-875-8170","","480-848","경기도 의정부시 의정부동 ***번지 **호 네오타워빌딩 *층 ***호","경기도 의정부시 시민로 **, *층 ***호 (의정부동, 네오타워빌딩)","11673","(주)에스원의정부지사","2026-04-01 17:39:24","U","2026-04-04 02:40:00","","203347.368157874","470675.079753432","","","238.68","",
"183","의료기기판매(임대)업","01_02_03_P","3370000","PHMG120193370022047000017","2016-04-14","","01","영업/정상","13","영업중","","","","","","","","부산광역시 연제구 연산동 ***-* 한양아파트","부산광역시 연제구 온천천남로 ***, **동 ***-*호 (연산동, 한양아파트)","47566","LH 메디칼","2026-04-02 15:04:27","U","2026-04-04 02:40:00","","391504.565166144","189919.185343166","","","30.4","",
"184","의료기기판매(임대)업","01_02_03_P","4671000","PHMG120224670076047000044","2022-02-08","","03","폐업","03","폐업","2026-03-30","","","","","","","전북특별자치도 군산시 중앙로*가 *-* 군산중앙빌딩","전북특별자치도 군산시 중앙로 ***, 군산중앙빌딩 (중앙로*가)","54021","GS25군산중앙점","2026-04-02 11:07:46","U","2026-04-04 02:40:00","","173659.126449071","276542.372174086","","","","",
"185","의료기기판매(임대)업","01_02_03_P","3520000","PHMG120243520019047000138","2024-09-19","","01","영업/정상","13","영업중","","","","","","","","인천광역시 연수구 송도동 **-* 송도 센트로드","인천광역시 연수구 인천타워대로 ***, 송도 센트로드 A동 **층 ****(더블유피**)호 (송도동)","22007","하늘정원","2026-04-02 09:28:18","U","2026-04-04 02:40:00","","167146.853558482","433106.400418521","","","","",
"186","의료기기판매(임대)업","01_02_03_P","5670000","PHMG120225670066047000128","2022-03-23","","03","폐업","03","폐업","2026-03-31","","","","","","","경상남도 창원시 마산회원구 합성동 ***-* 대영빌라 ***호","경상남도 창원시 마산회원구 합성동**길 **, 대영빌라 ***호 (합성동)","51355","세븐일레븐 합성행복점","2026-04-02 16:24:02","U","2026-04-04 02:40:00","","344498.846099003","194724.062392436","","","","",
"187","의료기기판매(임대)업","01_02_03_P","4641000","PHMG120094640131047000040","2009-06-09","","01","영업/정상","13","영업중","","","","","","","561-232","전북특별자치도 전주시 덕진구 인후동*가 ****번지 *호 사학연금회관*층","전북특별자치도 전주시 덕진구 백제대로 *** (인후동*가,사학연금회관*층)","","(주)에스원 전주지사","2026-04-02 11:33:29","U","2026-04-04 02:40:00","","213546.97864306","260730.891650536","","","25.2","",
"188","의료기기판매(임대)업","01_02_03_P","4641000","PHMG120204640131047000091","2020-07-23","","01","영업/정상","13","영업중","","","","","","","","전북특별자치도 전주시 완산구 서신동 *** 롯데백화점","전북특별자치도 전주시 완산구 온고을로 *, 롯데백화점 지하*층, 지상 *층 (서신동)","54946","롯데쇼핑(주)전주점","2026-04-02 16:25:12","U","2026-04-04 02:40:00","","210932.176422652","259384.667767568","","","7150.41","",
"189","의료기기판매(임대)업","01_02_03_P","6520000","PHMG120146520074047000045","2014-11-17","","03","폐업","03","폐업","2026-04-01","","","","733-5220","","","","제주특별자치도 서귀포시 칠십리로 ***-* (보목동)","63599","GS25  서귀보목점","2026-04-02 14:33:03","U","2026-04-04 02:40:00","","162632.788694172","-28113.8467613138","","","","",
"190","의료기기판매(임대)업","01_02_03_P","3610000","PHMG120243610019047000001","2024-01-12","","03","폐업","03","폐업","2026-03-31","","","","","","","광주광역시 남구 송하동 ***-* 입하마을회관","광주광역시 남구 입하*길 *, 입하마을회관 ***호 (송하동)","61755","메드인","2026-04-02 16:06:40","U","2026-04-04 02:40:00","","188667.44234423","178685.244161498","","","","",
"191","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120223940139047000099","2022-02-11","","03","폐업","03","폐업","2026-04-01","","","","","","","경기도 고양시 일산서구 대화동 ****-** 일산 디엠시티 스카이뷰","경기도 고양시 일산서구 킨텍스로 ***, 일산 디엠시티 스카이뷰 사무동 ***-**호 (대화동)","10390","주식회사 미스터마스터","2026-04-01 15:22:00","U","2026-04-04 02:40:00","","177849.195871901","462962.312594668","","","","",
"192","의료기기판매(임대)업","01_02_03_P","3910000","PHMG120223910168047000103","2022-02-14","","03","폐업","03","폐업","2026-04-02","","","","","","","경기도 평택시 포승읍 도곡리 ****-* 포승프라자","경기도 평택시 포승읍 평택항로***번길 **, 포승프라자 ***호","17955","시유포승프라자점","2026-04-02 16:16:07","U","2026-04-04 02:40:00","","186108.149556364","387063.038023316","","","3.3","",
"193","의료기기판매(임대)업","01_02_03_P","5670000","PHMG120225670066047000116","2022-03-17","","03","폐업","03","폐업","2026-03-31","","","","","","","경상남도 창원시 마산회원구 석전동 ***","경상남도 창원시 마산회원구 석전남*길 **, *층 (석전동)","51314","세븐일레븐 마산석전메트로점","2026-04-02 16:20:57","U","2026-04-04 02:40:00","","342867.637314093","193135.929283929","","","","",
"194","의료기기판매(임대)업","01_02_03_P","4520000","PHMG120224520031047000145","2022-03-24","","03","폐업","03","폐업","2026-04-01","","","","","","","충청남도 아산시 모종동 ***-**","충청남도 아산시 삼동로**번길 **(모종동)","31526","세븐일레븐 아산모종어울림점","2026-04-02 14:22:50","U","2026-04-04 02:40:00","","201288.001544124","364366.931337378","","","","",
"195","의료기기판매(임대)업","01_02_03_P","4050000","PHMG120224050148047000076","2022-02-04","","01","영업/정상","13","영업중","","","","","","","","경기도 용인시 기흥구 언남동 ***-*","경기도 용인시 기흥구 구성로 ***, ***호 (언남동)","16919","GS25 언남중앙점","2026-04-02 11:43:33","U","2026-04-04 02:40:00","","210603.950662738","421280.438680217","","","","",
"196","의료기기판매(임대)업","01_02_03_P","3990000","PHMG120223990309047000043","2022-02-07","","03","폐업","03","폐업","2026-04-01","","","","","","","경기도 남양주시 평내동 ***-* 중앙빌딩","경기도 남양주시 경춘로****번길 *, 중앙빌딩 ***,***호 (평내동)","12218","세븐일레븐 평내삼거리점","2026-04-02 16:17:13","U","2026-04-04 02:40:00","","220911.024468217","460864.073029962","","","55.3","",
"197","의료기기판매(임대)업","01_02_03_P","4671000","PHMG120164670076047000013","2016-05-20","","03","폐업","03","폐업","2026-03-30","","","","","","","","전북특별자치도 군산시 해망로 ** (대명동, 일미회관)","54038","세븐일레븐 군산터미널점","2026-04-02 11:07:58","U","2026-04-04 02:40:00","","175026.464628933","275303.653148647","","","","",
"198","의료기기판매(임대)업","01_02_03_P","3170000","PHMG120263170035047000031","2026-03-24","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 가산동 ***-** 가산 아이에스비즈타워","서울특별시 금천구 가산디지털*로 **-**, 가산 아이에스비즈타워 제**층 제****호 (가산동)","08589","주식회사 셀코글로벌","2026-04-02 16:20:05","U","2026-04-04 02:40:00","","189601.079212177","441193.941914277","","","","",
"199","의료기기판매(임대)업","01_02_03_P","3930000","PHMG120263930154047000024","2026-04-01","","01","영업/정상","13","영업중","","","","","","","","경기도 안산시 단원구 고잔동 ***-*","경기도 안산시 단원구 고잔로 **, ***호, ***호 일부호 (고잔동)","15360","키아라 안산본점","2026-04-02 13:12:36","U","2026-04-04 02:40:00","","185396.684764432","424095.885316054","","","","",
"200","의료기기판매(임대)업","01_02_03_P","3940000","PHMG120263940139047000031","2026-03-30","","01","영업/정상","13","영업중","","","","","","","","경기도 고양시 일산동구 백석동 **** 일산 요진 와이시티 ***동 ****호","경기도 고양시 일산동구 강송로 **, ***동 ****호 (백석동, 일산 요진 와이시티)","10450","주식회사 네오뷰퍼스트","2026-04-01 17:59:07","U","2026-04-04 02:40:00","","181637.189249099","460029.013400211","","","","",
"201","의료기기판매(임대)업","01_02_03_P","3490000","PHMG120263490019047000012","2024-11-14","","01","영업/정상","13","영업중","","","","","","","","인천광역시 중구 중산동 ****-**","인천광역시 중구 하늘중앙로 ***, ***,***호 (중산동)","22397","슈올즈 인천영종구점","2026-04-02 13:56:42","U","2026-04-04 02:40:00","","161014.430621053","443145.941259264","","","59.2","",
"202","의료기기판매(임대)업","01_02_03_P","3170000","PHMG120263170035047000028","2026-03-19","","01","영업/정상","13","영업중","","","","","","","","서울특별시 금천구 가산동 ***-** 우림라이온스밸리","서울특별시 금천구 가산디지털*로 ***, 우림라이온스밸리 A동 **층 ****호 (가산동)","08507","시노바제약","2026-04-02 15:26:06","U","2026-04-04 02:40:00","","189538.020935968","441982.427934953","","","","",
"203","의료기기판매(임대)업","01_02_03_P","4231000","PHMG120204230018047000004","2020-04-23","","01","영업/정상","13","영업중","","","","","1588-3112","","","강원특별자치도 속초시 조양동 ****번지 *호","강원특별자치도 속초시 동해대로 ****, *층 (조양동)","24873","(주)에스원 속초지사","2026-04-02 17:57:30","U","2026-04-04 02:40:00","","338928.546720125","521890.757415377","","","198","",
"204","의료기기판매(임대)업","01_02_03_P","4390000","PHMG120244390029047000023","2024-08-13","","01","영업/정상","13","영업중","","","","","","","","충청북도 충주시 용산동 *** 영진마트","충청북도 충주시 용정*길 **, 영진마트 ***동 *층 ***호 (용산동)","27394","지에스25 충주프리미엄점","2026-04-02 09:21:50","U","2026-04-04 02:40:00","","283458.176576747","385346.016372194","","","3.3","",
"205","의료기기판매(임대)업","01_02_03_P","3390000","PHMG120073390023047000008","2007-04-18","","01","영업/정상","13","영업중","","","","","070-7019-4429","","","부산광역시 사상구 괘법동 ***-**","부산광역시 사상구 광장로**번길 **, ***호 (괘법동)","46971","(주)대금텍","2026-04-02 11:38:33","U","2026-04-04 02:40:00","","380169.388876543","186488.347457154","","","33","",
"206","의료기기판매(임대)업","01_02_03_P","3690000","PHMG120143690018047000023","2014-11-17","","03","폐업","03","폐업","2026-04-01","","","","052-248-0918","","","울산광역시 중구 태화동 ***-* *호","울산광역시 중구 태화강국가정원길 *** (태화동)","44456","씨유태화강변점","2026-04-02 10:46:07","U","2026-04-04 02:40:00","","408464.52214969","230337.40909938","","","","",
"207","의료기기판매(임대)업","01_02_03_P","4010000","PHMG120204010281047000007","2020-01-16","","01","영업/정상","13","영업중","","","","","","","","경기도 시흥시 목감동 ***번지 *호","경기도 시흥시 솔고개길 **-**, 링크텍사옥 *층 (목감동)","14985","에스원 시흥지사","2026-04-02 17:28:59","U","2026-04-04 02:40:00","","","","","","450.2","",
"208","의료기기판매(임대)업","01_02_03_P","3270000","PHMG120223270022047000003","2022-01-13","","01","영업/정상","13","영업중","","","","","","","","부산광역시 동구 범일동 ***-*** 동일타워","부산광역시 동구 조방로 **, 동일타워 ***호 (범일동)","48741","뉴바이오팜","2026-04-02 17:17:53","U","2026-04-04 02:40:00","","387991.858940226","184124.742260293","","","28","",
"209","의료기기판매(임대)업","01_02_03_P","3230000","PHMG120233230034047000111","2020-05-28","","01","영업/정상","13","영업중","","","","","02-582-5208","","","서울특별시 송파구 거여동 ***","서울특별시 송파구 위례서로 ***, *층 ***호 (거여동)","05790","주식회사 알에이치바이오팜","2026-04-02 09:14:08","U","2026-04-04 02:40:00","","212534.852103373","442770.117369308","","","4.42","",
"210","의료기기판매(임대)업","01_02_03_P","3660000","PHMG120233660023047000086","2023-05-10","","03","폐업","03","폐업","2026-04-02","","","","","","","대전광역시 서구 탄방동 ***","대전광역시 서구 문정로 **, ***호 (탄방동)","35261","스몰닷","2026-04-02 11:12:32","U","2026-04-04 02:40:00","","234173.667821274","316122.534090578","","","0","",
"211","의료기기판매(임대)업","01_02_03_P","3230000","PHMG120203230034047000106","2020-05-20","","01","영업/정상","13","영업중","","","","","","","","서울특별시 송파구 문정동 ***-** 환인빌딩","서울특별시 송파구 법원로*길 **, 환인빌딩 *층 (문정동)","05855","바이오트로닉코리아 주식회사","2026-04-02 09:10:52","U","2026-04-04 02:40:00","","","","","","","",
"212","의료기기판매(임대)업","01_02_03_P","3330000","PHMG120213330024047000122","2021-11-24","","03","폐업","03","폐업","2026-04-02","","","","","","","부산광역시 해운대구 반여동 ***-*","부산광역시 해운대구 선수촌로 ***, 비 ***호 (반여동)","48032","오에이치홀딩스","2026-04-02 17:33:34","U","2026-04-04 02:40:00","","393292.103233961","191983.067767028","","","3.3","",
"213","의료기기판매(임대)업","01_02_03_P","3910000","PHMG120253910168047000034","2025-11-19","","03","폐업","03","폐업","2026-04-01","","","","","","","경기도 평택시 안중읍 현화리 *** 붐붐프라자","경기도 평택시 안중읍 안현로서*길 **, 붐붐프라자 ***호","17944","주식회사공일","2026-04-01 17:10:16","U","2026-04-04 02:40:00","","192725.337909049","386375.291219752","","","42.32","",
