번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),약국영업면적,지정일자,Unnamed: 30,record_key
156,약국,01_01_06_P,3440000,PHMD120223440024084000004,2022-03-17,,1,영업/정상,13,영업중,,,,,053-475-1233,,,대구광역시 남구 대명동 2010-1 남대구우체국,"대구광역시 남구 중앙대로 200, 남대구우체국 7층 (대명동)",42425,뉴(NEW) 남대구약국,2026-02-09 18:05:00,U,2026-02-11 02:40:00,,343654.515937583,262335.004122148,28.1,20220317,,뉴(NEW)남대구약국_대구광역시남구대명동2010-1남대구우체국
47,약국,01_01_06_P,5530000,PHMD120225530439084000002,2022-02-08,,1,영업/정상,13,영업중,,,,,031-296-0365,,,경기도 화성시 효행구 봉담읍 상리 690-3,"경기도 화성시 효행구 봉담읍 상리2길 51, 101-105호",18309,365봉담약국,2026-02-02 15:17:44,U,2026-02-04 02:40:00,,195238.534634398,413630.318703919,222.0,20220208,,365봉담약국_경기도화성시효행구봉담읍상리690-3
25,약국,01_01_06_P,3160000,PHMD120223160034084000003,2022-02-07,,3,폐업,3,폐업,2026-02-02,,,,02-830-3995,,,,"서울특별시 구로구 구로동로 151, 코지하우스 1층 (구로동)",8309,위드팜센터약국,2026-02-02 17:24:52,U,2026-02-04 02:40:00,,189622.335040633,443334.076047298,118.5,20220207,,위드팜센터약국_
61,약국,01_01_06_P,4050000,PHMD120224050148084000001,2022-01-10,,1,영업/정상,13,영업중,,,,,031-5182-5983,,,경기도 용인시 기흥구 영덕동 1266 오토허브,"경기도 용인시 기흥구 중부대로 242, 오토허브 A동 2층 22호 (영덕동)",17095,허브태평양약국,2026-01-30 14:10:51,U,2026-02-04 11:04:37,,208094.138410855,418489.205547187,43.5,20220110,,허브태평양약국_경기도용인시기흥구영덕동1266오토허브
28,약국,01_01_06_P,3360000,PHMD120223360024084000002,2022-01-06,,2,휴업,2,휴업,,2026-01-29,2026-03-31,,051-972-9411,,,부산광역시 강서구 대저1동 2372-2 대저농협,"부산광역시 강서구 대저로 266, 대저농협 1층 (대저1동)",46702,혜유약국,2026-02-02 17:01:39,U,2026-02-04 02:40:00,,380341.759432192,192208.856513529,38.86,20220106,,혜유약국_부산광역시강서구대저1동2372-2대저농협
158,약국,01_01_06_P,3110000,PHMD120223110032084000001,2022-01-03,,1,영업/정상,13,영업중,,,,,02-356-5917,,,서울특별시 은평구 역촌동 17-1 기린빌딩 3층 303호,"서울특별시 은평구 진흥로 103, 기린빌딩 3층 303호 (역촌동)",3404,그린약국,2026-02-09 11:28:23,U,2026-02-11 02:40:00,,193083.765685506,455978.010581693,54.45,20220103,,그린약국_서울특별시은평구역촌동17-1기린빌딩3층303호
182,약국,01_01_06_P,4060000,PHMD120224060023084000001,2022-01-01,,1,영업/정상,13,영업중,,,,,031-944-0142,,,경기도 파주시 금촌동 989-5 굿닥터스빌딩,"경기도 파주시 금빛로 24-22, 굿닥터스빌딩 1층 104호 (금촌동)",10915,휴베이스 튼튼약국,2026-02-10 16:01:23,U,2026-02-12 02:40:00,,179476.72,472152.229,42.0,20220101,,휴베이스튼튼약국_경기도파주시금촌동989-5굿닥터스빌딩
113,약국,01_01_06_P,4040000,PHMD120214040023084000017,2021-10-12,,1,영업/정상,13,영업중,,,,,031-792-1219,,,경기도 하남시 망월동 1134,"경기도 하남시 미사강변동로 74, 102호 (망월동)",12912,미사대한약국,2026-02-05 16:16:15,U,2026-02-07 02:40:00,,217056.612582171,451080.669745974,44.53,20211012,,미사대한약국_경기도하남시망월동1134
191,약국,01_01_06_P,3130000,PHMD120213130033084000009,2021-06-18,,3,폐업,3,폐업,2026-02-10,,,,070-8098-4603,,,서울특별시 마포구 서교동 393 합정역,"서울특별시 마포구 양화로 지하 55, 합정역 B1  238-105호 (서교동)",4037,롱약국,2026-02-10 13:01:31,U,2026-02-12 02:40:00,,,,13.65,20210618,,롱약국_서울특별시마포구서교동393합정역
197,약국,01_01_06_P,3860000,PHMD120213860384084000004,2021-05-18,,3,폐업,3,폐업,2026-02-09,,,,032) 710-0838,,,경기도 부천시 원미구 상동 539-1 소풍(부천터미널),"경기도 부천시 원미구 송내대로 239, 소풍(부천터미널) 2층 2R52호 (상동)",14545,엄지약국,2026-02-10 11:47:45,U,2026-02-12 02:40:00,,178411.442079953,444684.405331659,56.0,20210518,,엄지약국_경기도부천시원미구상동539-1소풍(부천터미널)
196,약국,01_01_06_P,5690000,PHMD120215690045084000006,2021-02-24,,1,영업/정상,13,영업중,,,,,044-867-2367,,,,"세종특별자치시 도움3로 105-7, 메디케어빌딩 109호 (종촌동)",30064,나눔약국,2026-02-10 09:54:44,U,2026-02-12 02:40:00,,222293.501934887,333750.702890304,44.6,20210224,,나눔약국_
124,약국,01_01_06_P,3150000,PHMD120213150037084000002,2021-01-06,,1,영업/정상,13,영업중,,,,,070-8829-0077,,,서울특별시 강서구 마곡동 798-11 문영 퀸즈파크13,"서울특별시 강서구 마곡중앙로 55, 문영 퀸즈파크13 107호 (마곡동)",7807,백세365약국,2026-02-05 13:14:01,U,2026-02-07 02:40:00,,184578.929001014,450713.855921875,51.29,20210106,,백세365약국_서울특별시강서구마곡동798-11문영퀸즈파크13
97,약국,01_01_06_P,4010000,PHMD120214010281084000001,2021-01-01,,1,영업/정상,13,영업중,,,,,031-317-8101,,,경기도 시흥시 능곡동 752 효창프라자,"경기도 시흥시 능곡로 188, 효창프라자 109호 (능곡동)",14995,능곡프라자약국,2026-02-04 16:35:28,U,2026-02-06 02:40:00,,183131.848259267,429609.302264444,56.84,20210101,,능곡프라자약국_경기도시흥시능곡동752효창프라자
52,약국,01_01_06_P,3130000,PHMD120203130033084000019,2020-12-30,,3,폐업,3,폐업,2026-02-02,,,,02-3291-5879,,,서울특별시 마포구 상암동 1684 월드프라자,"서울특별시 마포구 상암산로1길 73, 월드프라자 103호 (상암동)",3905,메디팜상암약국,2026-02-02 10:29:26,U,2026-02-04 02:40:00,,189611.288903747,453102.501535521,26.5,20201230,,메디팜상암약국_서울특별시마포구상암동1684월드프라자
51,약국,01_01_06_P,3130000,PHMD120203130033084000017,2020-12-17,,1,영업/정상,13,영업중,,,,,02-790-7527,,,서울특별시 마포구 성산동 200-84,"서울특별시 마포구 월드컵북로27길 16, 102호 (성산동)",3947,슬림약국,2026-02-02 11:09:52,U,2026-02-04 02:40:00,,191880.760159857,451623.200068588,27.0,20201217,,슬림약국_서울특별시마포구성산동200-84
44,약국,01_01_06_P,4010000,PHMD120204010281084000014,2020-11-02,,1,영업/정상,13,영업중,,,,,031-405-3977,,,경기도 시흥시 목감동 407 M Terrace,"경기도 시흥시 솔고개길 4-3, M Terrace 112호 (목감동)",14985,시흥약국,2026-02-02 17:39:02,U,2026-02-04 02:40:00,,187662.883248269,431192.704170737,40.22,20201102,,시흥약국_경기도시흥시목감동407MTerrace
43,약국,01_01_06_P,4010000,PHMD120204010281084000010,2020-09-09,,1,영업/정상,13,영업중,,,,,031-319-1075,,,경기도 시흥시 정왕동 2769,"경기도 시흥시 시화호수전원2길 46-1, 101호 (정왕동)",15118,시화청담약국,2026-02-02 11:42:55,U,2026-02-04 02:40:00,,173315.282313983,424048.146098808,27.0,20200909,,시화청담약국_경기도시흥시정왕동2769
205,약국,01_01_06_P,3990000,PHMD120203990309084000011,2020-08-31,,1,영업/정상,13,영업중,,,,,031-521-1383,,,경기도 남양주시 와부읍 덕소리 462-50 세양아르비채리버 111호,"경기도 남양주시 와부읍 덕소로 73, 111호 (세양아르비채리버)",12205,밝은미소약국,2026-02-11 18:36:11,U,2026-02-13 02:40:00,,218612.70470743,453914.57624936,68.08,20200831,,밝은미소약국_경기도남양주시와부읍덕소리462-50세양아르비채리버111호
86,약국,01_01_06_P,5580000,PHMD120205580013084000002,2020-07-16,,1,영업/정상,13,영업중,,,,,042-841-8857,,,,"충청남도 계룡시 장안로 59-3, 천마빌딩 103호 (금암동)",32826,참조은약국,2026-02-03 13:13:33,U,2026-02-06 02:40:00,,222440.162450552,308002.690224818,52.8,20200716,,참조은약국_
230,약국,01_01_06_P,3230000,PHMD120203230034084000013,2020-03-16,,1,영업/정상,13,영업중,,,,,02-409-3559,,,,"서울특별시 송파구 중대로 80, 문정프라자 (문정동)",5833,한독약국,2026-02-12 16:45:56,U,2026-02-14 02:40:00,,210343.699256005,443288.284974717,25.5,20200316,,한독약국_
193,약국,01_01_06_P,5670000,PHMD120205670071084000002,2020-03-11,,1,영업/정상,13,영업중,,,,,055-547-1378,,,경상남도 창원시 진해구 용원동 1214-16,경상남도 창원시 진해구 용원로 17 (용원동),51605,썬희망약국,2026-02-10 14:30:24,U,2026-02-12 02:40:00,,365094.374867314,179422.42223063,76.4,20200311,,썬희망약국_경상남도창원시진해구용원동1214-16
60,약국,01_01_06_P,3480000,PHMD120203480012084000002,2020-03-11,,1,영업/정상,13,영업중,,,,,053-637-3848,,,대구광역시 달성군 화원읍 천내리 38번지 7호,"대구광역시 달성군 화원읍 비슬로 2593, 화원메디빌 104호",42955,새봄약국,2026-01-30 14:55:25,U,2026-02-04 11:04:37,,335521.817702983,257085.931795508,52.0,20200311,,새봄약국_대구광역시달성군화원읍천내리38번지7호
111,약국,01_01_06_P,3540000,PHMD120203540021084000001,2020-02-07,,1,영업/정상,13,영업중,,,,,032-527-5553,,,인천광역시 부평구 부평동 529번지 5호 강남타워,"인천광역시 부평구 부평대로 83, 강남타워 1층 102호 (부평동)",21379,부평시장역4번출구약국,2026-02-05 10:29:37,U,2026-02-07 02:40:00,,175324.484756838,444119.020870183,79.6,20200207,,부평시장역4번출구약국_인천광역시부평구부평동529번지5호강남타워
81,약국,01_01_06_P,3470000,PHMD120203470022084000001,2020-01-29,,1,영업/정상,13,영업중,,,,,053-657-1486,,,대구광역시 달서구 송현동 1031번지 2호,"대구광역시 달서구 월배로 473, 107호 (송현동)",42737,바로온누리약국,2026-02-04 14:22:46,U,2026-02-06 02:40:00,,340487.51232169,260602.02116772,48.37,20200129,,바로온누리약국_대구광역시달서구송현동1031번지2호
27,약국,01_01_06_P,3150000,PHMD120203150037084000003,2020-01-08,,1,영업/정상,13,영업중,,,,,02-3661-8880,,,서울특별시 강서구 염창동 265번지 3호,"서울특별시 강서구 양천로 660, 지층 L02호 (염창동)",7554,솔트약국,2026-02-02 09:46:41,U,2026-02-04 02:40:00,,188450.674014812,449991.960423411,60.56,20200108,,솔트약국_서울특별시강서구염창동265번지3호
80,약국,01_01_06_P,3560000,PHMD120193560021084000018,2019-11-05,,1,영업/정상,13,영업중,,,,,032-865-2222,,,인천광역시 서구 청라동 167번지 17호 딜라이트타워2,"인천광역시 서구 청라에메랄드로 84, 딜라이트타워2 106호 (청라동)",22739,옵티마강남약국,2026-02-03 10:18:46,U,2026-02-06 02:40:00,,169597.515,447868.890000001,46.55,20191105,,옵티마강남약국_인천광역시서구청라동167번지17호딜라이트타워2
256,약국,01_01_06_P,3860000,PHMD120193860384084000019,2019-09-11,,1,영업/정상,13,영업중,,,,,032-326-8877,,,경기도 부천시 원미구 중동 1141번지 3호 신중동역 헤리움 메트로,"경기도 부천시 원미구 길주로 284, 신중동역 헤리움 메트로 109호 (중동)",14548,장온누리약국,2026-02-13 11:52:14,U,2026-02-15 02:40:00,,179920.835610085,444530.865512297,53.05,20190911,,장온누리약국_경기도부천시원미구중동1141번지3호신중동역헤리움메트로
56,약국,01_01_06_P,3900000,PHMD120193900028084000011,2019-08-19,,1,영업/정상,13,영업중,,,,,02-899-7525,,,경기도 광명시 소하동 49번지 2호,"경기도 광명시 하안로 180, 101호 (소하동)",14313,수온누리약국,2026-01-30 09:55:59,U,2026-02-04 11:04:37,,190007.094728057,439034.728227402,47.43,20190819,,수온누리약국_경기도광명시소하동49번지2호
203,약국,01_01_06_P,3290000,PHMD120193290024084000018,2019-07-08,,1,영업/정상,13,영업중,,,,,051-647-2468,,,부산광역시 부산진구 범천동 847번지 42호 중앙빌딩,"부산광역시 부산진구 범일로 160, 중앙빌딩 1층 (범천동)",47361,새중앙약국,2026-02-11 16:18:27,U,2026-02-13 02:40:00,,387627.113611921,184737.820386909,66.0,20190708,,새중앙약국_부산광역시부산진구범천동847번지42호중앙빌딩
169,약국,01_01_06_P,5530000,PHMD120195530021084000030,2019-07-01,,1,영업/정상,13,영업중,,,,,031-298-5156,,,경기도 화성시 효행구 봉담읍 동화리 424번지 3호 서울의원,"경기도 화성시 효행구 봉담읍 삼천병마로 1316, 1층",18303,종로약국,2026-02-09 17:41:48,U,2026-02-11 02:40:00,,195661.203738765,413373.58404485,72.72,20190701,,종로약국_경기도화성시효행구봉담읍동화리424번지3호서울의원
24,약국,01_01_06_P,4470000,PHMD120194470017084000003,2019-06-28,,1,영업/정상,13,영업중,,,,,043-882-8622,,,충청북도 음성군 대소면 부윤리 97번지,충청북도 음성군 대소면 대동로 528,27677,부윤사랑약국,2026-02-02 09:07:24,U,2026-02-04 02:40:00,,246478.959416027,383390.053655031,33.0,20190628,,부윤사랑약국_충청북도음성군대소면부윤리97번지
106,약국,01_01_06_P,3220000,PHMD120193220033084000034,2019-06-19,,1,영업/정상,13,영업중,,,,,02-550-8189,,,서울특별시 강남구 삼성동 163번지 3호 지하1층,"서울특별시 강남구 봉은사로114길 12, 지하 1층 (삼성동)",6170,베어약국,2026-02-04 13:43:08,U,2026-02-07 02:40:00,,205719.232818889,445808.558519541,25.0,20190619,,베어약국_서울특별시강남구삼성동163번지3호지하1층
112,약국,01_01_06_P,3740000,PHMD120193740031084000006,2019-04-30,,1,영업/정상,13,영업중,,,,,031-890-2580,,,경기도 수원시 장안구 영화동 311번지 14호 예리레스토랑,"경기도 수원시 장안구 정조로 925, 예리레스토랑 1층 (영화동)",16270,로뎀약국,2026-02-03 10:14:52,U,2026-02-07 02:40:00,,201060.358687737,420907.53038051,36.36,20190430,,로뎀약국_경기도수원시장안구영화동311번지14호예리레스토랑
105,약국,01_01_06_P,6510000,PHMD120196510096084000006,2019-04-25,,1,영업/정상,13,영업중,,,,,064-722-0599,,,제주특별자치도 제주시 삼양이동 2300번지 9호 삼화빌딩,"제주특별자치도 제주시 화삼북로 63, 삼화빌딩 1층 102호 (삼양이동)",63322,푸른약국,2026-02-04 11:43:29,U,2026-02-07 02:40:00,,160892.909001765,2419.97232927071,39.33,20190425,,푸른약국_제주특별자치도제주시삼양이동2300번지9호삼화빌딩
248,약국,01_01_06_P,4500000,PHMD120194500029084000001,2019-04-22,,1,영업/정상,13,영업중,,,,,041-856-8570,,,충청남도 공주시 신관동 27,"충청남도 공주시 번영1로 126, 101호 (신관동)",32581,유일약국,2026-02-13 14:40:23,U,2026-02-15 02:40:00,,212617.948915642,330361.281369557,60.95,20190422,,유일약국_충청남도공주시신관동27
21,약국,01_01_06_P,3100000,PHMD120193100034084000007,2019-04-05,,1,영업/정상,13,영업중,,,,,951-1176,,,,"서울특별시 노원구 동일로 1547, 동남빌딩 1층 102호 (상계동)",1620,지구약국,2026-02-02 13:03:48,U,2026-02-04 02:40:00,,204952.760813889,462686.417548167,30.04,20190405,,지구약국_
247,약국,01_01_06_P,5080000,PHMD120195080035084000004,2019-04-01,,1,영업/정상,13,영업중,,,,,054-456-2019,,,경상북도 구미시 봉곡동 13-2,"경상북도 구미시 야은로 267, 1층 102호 (봉곡동)",39211,하나온누리약국,2026-02-13 17:45:08,U,2026-02-15 02:40:00,,318065.511633148,294046.068509823,30.0,20190401,,하나온누리약국_경상북도구미시봉곡동13-2
226,약국,01_01_06_P,5600000,PHMD120195600005084000003,2019-03-27,,1,영업/정상,13,영업중,,,,,031-536-7880,,,경기도 포천시 군내면 구읍리 217번지 3호,경기도 포천시 군내면 청군로 3285,11152,군내보령약국,2026-02-11 16:11:42,U,2026-02-14 02:40:00,,219041.33500561,487205.553714829,44.7,20190327,,군내보령약국_경기도포천시군내면구읍리217번지3호
104,약국,01_01_06_P,5020000,PHMD120195020056084000003,2019-02-11,,3,폐업,3,폐업,2026-01-29,,,,054-255-2229,,,경상북도 포항시 북구 창포동 637번지 3호,경상북도 포항시 북구 새천년대로 1053 (창포동),37631,오렌지약국,2026-02-04 09:47:29,U,2026-02-07 02:40:00,,413529.571655251,287310.837041534,66.0,20190211,,오렌지약국_경상북도포항시북구창포동637번지3호
18,약국,01_01_06_P,3150000,PHMD120193150037084000005,2019-02-01,,1,영업/정상,13,영업중,,,,,2088-7501,,,서울특별시 강서구 마곡동 737,"서울특별시 강서구 양천로30길 123-28, 1층 (마곡동)",7595,강서보건약국,2026-02-02 09:44:24,U,2026-02-04 02:40:00,,184365.515687989,451688.254133687,40.8,20190201,,강서보건약국_서울특별시강서구마곡동737
201,약국,01_01_06_P,3210000,PHMD120193210034084000001,2019-01-09,,3,폐업,3,폐업,2026-02-11,,,,028143334,,,서울특별시 서초구 양재동 337번지 15호 101호,"서울특별시 서초구 강남대로10길 60-1, 101호 (양재동)",6785,신원약국,2026-02-11 16:24:44,U,2026-02-13 02:40:00,,203691.835489595,440837.941730569,36.8,20190109,,신원약국_서울특별시서초구양재동337번지15호101호
238,약국,01_01_06_P,3560000,PHMD120183560021084000020,2018-12-03,,1,영업/정상,13,영업중,,,,,032-576-2020,,,인천광역시 서구 가정동 505번지 23호 1층 일부호,"인천광역시 서구 가정로 372, 1층 일부호 (가정동)",22777,하늘약국,2026-02-11 17:33:15,U,2026-02-14 02:40:00,,171042.729485333,446263.11814144,56.1,20181203,,하늘약국_인천광역시서구가정동505번지23호1층일부호
50,약국,01_01_06_P,3010000,PHMD120183010033084000013,2018-07-23,,1,영업/정상,13,영업중,,,,,02-2253-7703,,,서울특별시 중구 신당동 368번지 99호 신양빌딩,"서울특별시 중구 다산로 112, 신양빌딩 지하1층 (신당동)",4597,뿌리약국,2026-02-02 11:41:01,U,2026-02-04 02:40:00,,200860.070179635,450173.90443166,37.76,20180723,,뿌리약국_서울특별시중구신당동368번지99호신양빌딩
237,약국,01_01_06_P,4160000,PHMD120184160015084000002,2018-06-21,,1,영업/정상,13,영업중,,,,,070-5079-7652,,,경기도 가평군 설악면 미사리 149번지 4호 설악휴게소,경기도 가평군 설악면 미사리로540번길 51,12462,설악약국,2026-02-12 13:54:44,U,2026-02-14 02:40:00,,248130.438974745,466721.141902197,34.77,20180621,,설악약국_경기도가평군설악면미사리149번지4호설악휴게소
152,약국,01_01_06_P,4540000,PHMD120184540026084000004,2018-06-12,,3,폐업,3,폐업,2026-02-19,,,,041-735-7336,,,,"충청남도 논산시 시민로 187, 홈플러스 논산점 지하1층 (내동)",32988,논산홈플러스약국,2026-02-09 14:20:47,U,2026-02-11 02:40:00,,208765.139329138,298112.90198857,41.2,20180612,,논산홈플러스약국_
16,약국,01_01_06_P,3230000,PHMD120183230034084000021,2018-06-01,,3,폐업,3,폐업,2026-02-02,,,,02-418-4837,,,서울특별시 송파구 신천동 7번지 12호 SONGPA FUN STADIUM,"서울특별시 송파구 올림픽로35가길 16, 홈플러스잠실점 B1층 (신천동)",5510,잠실미소약국,2026-02-02 14:11:23,U,2026-02-04 02:40:00,,209039.148023482,446007.966801057,30.3,20180601,,잠실미소약국_서울특별시송파구신천동7번지12호SONGPAFUNSTADIUM
153,약국,01_01_06_P,3490000,PHMD120183490019084000004,2018-05-23,,1,영업/정상,13,영업중,,,,,032-752-9571,,,인천광역시 중구 중산동 1875-3,"인천광역시 중구 하늘달빛로 94, 113호 (중산동)",22402,영종길온누리약국,2026-02-09 10:28:51,U,2026-02-11 02:40:00,,160792.572558199,442883.033748172,47.56,20180523,,영종길온누리약국_인천광역시중구중산동1875-3
234,약국,01_01_06_P,5670000,PHMD120185670066084000009,2018-05-08,,1,영업/정상,13,영업중,,,,,055-295-2268,,,,경상남도 창원시 마산회원구 양덕로 190 (석전동),51315,건강한 온누리 약국,2026-02-11 15:08:53,U,2026-02-14 02:40:00,,343793.636911117,193921.771079411,81.47,20180508,,건강한온누리약국_
235,약국,01_01_06_P,3930000,PHMD120183930154084000012,2018-04-23,,1,영업/정상,13,영업중,,,,,031-405-1354,,,경기도 안산시 단원구 선부동 1087번지 1호 대흥빌딩 105호,"경기도 안산시 단원구 선부로 185, 대흥빌딩 105호 (선부동)",15217,지수약국,2026-02-12 15:08:00,U,2026-02-14 02:40:00,,183598.879586109,426676.007635114,34.92,20180423,,지수약국_경기도안산시단원구선부동1087번지1호대흥빌딩105호
15,약국,01_01_06_P,3000000,PHMD120183000034084000007,2018-04-03,,1,영업/정상,13,영업중,,,,,02-735-7735,,,서울특별시 종로구 평동 233 경희궁자이 3단지 3151호,"서울특별시 종로구 경교장길 35, 3151호 (평동, 경희궁자이 3단지)",3180,서대문권약국,2026-02-02 13:34:14,U,2026-02-04 02:40:00,,196931.854196185,451813.489945391,52.22,20180403,,서대문권약국_서울특별시종로구평동233경희궁자이3단지3151호
227,약국,01_01_06_P,3540000,PHMD120183540021084000005,2018-03-28,,3,폐업,3,폐업,2026-02-27,,,,032-271-3918,,,인천광역시 부평구 산곡동 100번지 98호 103호,"인천광역시 부평구 마장로324번길 8-19, 103호 (산곡동)",21362,고래약국,2026-02-12 17:29:52,U,2026-02-14 02:40:00,,173761.332449986,444895.71648799,47.6,20180328,,고래약국_인천광역시부평구산곡동100번지98호103호
110,약국,01_01_06_P,6510000,PHMD120186510096084000009,2018-03-19,,3,폐업,3,폐업,2026-02-03,,,,,,,제주특별자치도 제주시 노형동 3787번지 1호,"제주특별자치도 제주시 노형8길 8, 1층 (노형동)",63083,예은온누리약국,2026-02-03 10:46:02,U,2026-02-07 02:40:00,,151397.314534502,-1252.92716387697,82.65,20180319,,예은온누리약국_제주특별자치도제주시노형동3787번지1호
14,약국,01_01_06_P,3110000,PHMD120183110032084000004,2018-02-13,,1,영업/정상,13,영업중,,,,,02-352-4966,,,서울특별시 은평구 응암동 110번지 9호 메트로럭스주상복합APT 103호,"서울특별시 은평구 은평로 108, 1층 103호 (응암동, 메트로럭스주상복합APT)",3454,우리사랑약국,2026-02-02 15:07:21,U,2026-02-04 02:40:00,,192874.914883743,455280.772090857,37.9,20180213,,우리사랑약국_서울특별시은평구응암동110번지9호메트로럭스주상복합APT103호
208,약국,01_01_06_P,3130000,PHMD120183130033084000003,2018-01-15,,1,영업/정상,13,영업중,,,,,02-6405-1311,,,,"서울특별시 마포구 신촌로 266, 1층 (아현동)",4116,일층약국,2026-02-11 10:08:16,U,2026-02-13 02:40:00,,195963.808713336,450536.468632192,51.13,20180115,,일층약국_
36,약국,01_01_06_P,4080000,PHMD120174080023084000006,2017-11-23,,3,폐업,3,폐업,2026-01-30,,,,031-671-0131,,,경기도 안성시 석정동 30번지 1호,"경기도 안성시 중앙로 358, 1층 (석정동)",17581,바다약국,2026-02-02 08:09:23,U,2026-02-04 02:40:00,,223645.647644733,389629.804783364,81.57,20171123,,바다약국_경기도안성시석정동30번지1호
26,약국,01_01_06_P,3270000,PHMD120173270022084000006,2017-09-27,,3,폐업,3,폐업,2026-01-30,,,,051-633-5678,,,부산광역시 동구 범일동 668번지 20호 1층,"부산광역시 동구 범일로89번길 63, 1층 (범일동)",48735,범일우리약국,2026-02-02 14:38:17,U,2026-02-04 02:40:00,,387547.762446618,184311.13868664,47.85,20170927,,범일우리약국_부산광역시동구범일동668번지20호1층
84,약국,01_01_06_P,4671000,PHMD120174670076084000004,2017-09-15,,1,영업/정상,13,영업중,,,,,063-466-4773,,,,"전북특별자치도 군산시 하나운로 38, 1층 104호 (나운동, 나운프라자)",54140,호약국,2026-02-04 09:14:30,U,2026-02-06 02:40:00,,172945.857671955,273583.762153933,66.0,20170915,,호약국_
166,약국,01_01_06_P,3940000,PHMD120173940138084000018,2017-09-14,,1,영업/정상,13,영업중,,,,,031-813-3346,,,경기도 고양시 덕양구 화정동 969번지 동원텔 302호,"경기도 고양시 덕양구 화정로 47, 302호 (화정동, 동원텔)",10497,온드림약국,2026-02-09 16:13:15,U,2026-02-11 02:40:00,,185050.418931766,459216.015428025,67.59,20170914,,온드림약국_경기도고양시덕양구화정동969번지동원텔302호
71,약국,01_01_06_P,3220000,PHMD120173220033084000050,2017-09-01,,1,영업/정상,13,영업중,,,,,025564166,,,서울특별시 강남구 대치동 889번지 72호 102호,"서울특별시 강남구 선릉로86길 17, 102호 (대치동, 선릉 MT 빌딩)",6192,테헤란건강약국,2026-01-30 13:08:24,U,2026-02-04 11:04:37,,204446.310610522,444593.146154758,73.22,20170901,,테헤란건강약국_서울특별시강남구대치동889번지72호102호
96,약국,01_01_06_P,3100000,PHMD120173100034084000024,2017-08-21,,1,영업/정상,13,영업중,,,,,029793007,,,서울특별시 노원구 공릉동 708번지 새롬교회,"서울특별시 노원구 섬밭로 152, 공릉아파트2단지상가 1층 101호 (공릉동)",1851,구름약국,2026-02-04 11:10:57,U,2026-02-06 02:40:00,,206059.274181159,458660.029586138,15.84,20170821,,구름약국_서울특별시노원구공릉동708번지새롬교회
200,약국,01_01_06_P,3110000,PHMD120173110032084000016,2017-08-01,,1,영업/정상,13,영업중,,,,,02-353-3589,,,서울특별시 은평구 갈현동 462번지 54호,서울특별시 은평구 연서로 175 (갈현동),3334,연세희망약국,2026-02-11 13:43:58,U,2026-02-13 02:40:00,,192648.808096041,456904.390235007,37.7,20170801,,연세희망약국_서울특별시은평구갈현동462번지54호
164,약국,01_01_06_P,4761000,PHMD120124760012084000001,2017-07-06,,1,영업/정상,13,영업중,,,,,063-644-4200,,566-805,전북특별자치도 임실군 임실읍 이도리 172번지 18호,전북특별자치도 임실군 임실읍 봉황로 203-1,55925,희망약국,2026-02-09 14:19:23,U,2026-02-11 02:40:00,,225571.090356147,235394.873062848,40.3,20170706,,희망약국_전북특별자치도임실군임실읍이도리172번지18호
194,약국,01_01_06_P,3940000,PHMD120173940140084000004,2017-05-08,,1,영업/정상,13,영업중,,,,,031-913-8232,,,,"경기도 고양시 일산서구 하이파크3로 84, 104호 (덕이동, 신성프라자)",10234,한사랑온누리약국,2026-02-10 15:58:11,U,2026-02-12 02:40:00,,,,52.1,20170508,,한사랑온누리약국_
70,약국,01_01_06_P,3220000,PHMD120173220033084000005,2017-01-31,,1,영업/정상,13,영업중,,,,,025531517,,,서울특별시 강남구 역삼동 826번지 23호 지하1층,"서울특별시 강남구 강남대로 370, 지하1층 (역삼동)",6241,큰길약국,2026-01-30 16:07:33,U,2026-02-04 11:04:37,,202508.41126532,443737.666648964,92.5,20170131,,큰길약국_서울특별시강남구역삼동826번지23호지하1층
17,약국,01_01_06_P,3070000,PHMD120173070034084000003,2017-01-26,,3,폐업,3,폐업,2026-02-01,,,,070-4257-5277,,,서울특별시 성북구 동소문동5가 67번지 1호,"서울특별시 성북구 동소문로 92, 1층 (동소문동5가, 강윤빌딩)",2846,스타약국,2026-02-02 11:10:38,U,2026-02-04 02:40:00,,201297.061240598,454428.857552394,73.8,20170126,,스타약국_서울특별시성북구동소문동5가67번지1호
225,약국,01_01_06_P,4490000,PHMD120164490260084000006,2016-08-05,,3,폐업,3,폐업,2026-02-21,,,,041-563-8313,,,충청남도 천안시 동남구 원성동 492번지 7호,"충청남도 천안시 동남구 원성4길 2 (원성동, 익수약국)",31126,익수약국,2026-02-12 10:31:24,U,2026-02-14 02:40:00,,214368.089373442,367256.090046513,49.41,20160805,,익수약국_충청남도천안시동남구원성동492번지7호
