번호,개방서비스명,개방서비스아이디,개방자치단체코드,관리번호,인허가일자,인허가취소일자,영업상태구분코드,영업상태명,상세영업상태코드,상세영업상태명,폐업일자,휴업시작일자,휴업종료일자,재개업일자,소재지전화,소재지면적,소재지우편번호,소재지전체주소,도로명전체주소,도로명우편번호,사업장명,최종수정시점,데이터갱신구분,데이터갱신일자,업태구분명,좌표정보x(epsg5174),좌표정보y(epsg5174),판매점영업면적,Unnamed: 29,record_key
268,안전상비의약품 판매업소,01_01_05_P,4641000,PHMH320244641062087500012,2024-05-16,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 전주시 덕진구 송천동2가 1293-35 전주 에코시티 데시앙 15BL 상가,"전북특별자치도 전주시 덕진구 백석남로 131, 전주 에코시티 데시앙 15BL 상가 상가동 112호 (송천동2가)",55145,씨유전주에코백석점,2026-02-11 09:08:42,U,2026-02-14 02:40:00,,211328.960638746,264497.419061997,0.0,,씨유전주에코백석점_전북특별자치도전주시덕진구송천동2가1293-35전주에코시티데시앙15BL상가
19,안전상비의약품 판매업소,01_01_05_P,4450000,PHMH320244450014087500006,2024-04-16,,3,폐업,3,폐업,2026-02-02,,,,,,,,"충청북도 진천군 덕산읍 신척산단3로 85-41, 1층",27850,씨유 진천신척산단점,2026-02-02 15:05:18,U,2026-02-04 02:40:00,,243818.023155793,379622.245938264,109.0,,씨유진천신척산단점_
37,안전상비의약품 판매업소,01_01_05_P,3640000,PHMH320243640023087500007,2024-04-15,,3,폐업,3,폐업,2026-01-29,,,,,,,대전광역시 동구 자양동 56-8,"대전광역시 동구 동대전로 171-17, 1층 (자양동)",34608,지에스25(GS25)우송대미소점,2026-01-30 11:27:09,U,2026-02-04 11:04:37,,240065.386131554,315215.369710528,132.0,,지에스25(GS25)우송대미소점_대전광역시동구자양동56-8
18,안전상비의약품 판매업소,01_01_05_P,4470000,PHMH320244470017087500002,2024-04-09,,3,폐업,3,폐업,2026-02-02,,,,,,,충청북도 음성군 원남면 하당리 596-40,충청북도 음성군 원남면 충청대로 1151,27718,세븐일레븐 음성원남대로점,2026-02-02 10:52:20,U,2026-02-04 02:40:00,,261127.800595383,379201.958920435,99.0,,세븐일레븐음성원남대로점_충청북도음성군원남면하당리596-40
210,안전상비의약품 판매업소,01_01_05_P,4040000,PHMH320244040023087500007,2024-04-08,,1,영업/정상,13,영업중,,,,,,,,경기도 하남시 학암동 672 위례롯데캐슬 8호,"경기도 하남시 위례중앙로 215, 8호 (학암동, 위례롯데캐슬)",13014,지에스(GS)25 위례롯데캐슬점,2026-02-10 13:35:43,U,2026-02-12 02:40:00,,213411.279815757,441441.59677554,85.2,,지에스(GS)25위례롯데캐슬점_경기도하남시학암동672위례롯데캐슬8호
267,안전상비의약품 판매업소,01_01_05_P,3490000,PHMH320243490019087500011,2024-03-22,,3,폐업,3,폐업,2026-02-11,,,,,,,인천광역시 중구 중산동 1255-65,"인천광역시 중구 중산로 52, 1층 일부 (중산동)",22358,씨유 영종또와점,2026-02-12 09:57:55,U,2026-02-14 02:40:00,,160962.542619406,444642.25332746,127.5,,씨유영종또와점_인천광역시중구중산동1255-65
229,안전상비의약품 판매업소,01_01_05_P,4681000,PHMH320244681049087500004,2024-03-08,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 익산시 남중동 363-3,전북특별자치도 익산시 익산대로52길 37 (남중동),54619,세븐일레븐 익산남중점,2026-02-11 10:30:02,U,2026-02-13 02:40:00,,195954.219691823,272316.749995854,43.0,,세븐일레븐익산남중점_전북특별자치도익산시남중동363-3
43,안전상비의약품 판매업소,01_01_05_P,3330000,PHMH320243330024087500003,2024-02-01,,1,영업/정상,13,영업중,,,,,,,48110,,"부산광역시 해운대구 세실로 48, 104동 116호 (좌동, 해운대삼정코아주상복합)",48110,GS25 해운벽산점,2026-01-30 13:20:47,U,2026-02-04 11:04:37,,398407.043332602,187784.843934451,0.0,,GS25해운벽산점_
132,안전상비의약품 판매업소,01_01_05_P,3100000,PHMH320243100034087500004,2024-01-30,,3,폐업,3,폐업,2026-02-03,,,,,,,서울특별시 노원구 상계동 761-1 상계백병원,"서울특별시 노원구 동일로 1342, 상계백병원 B1층 (상계동)",1757,씨유 인제대상계백병원점,2026-02-03 16:44:11,U,2026-02-07 02:40:00,,205488.916466022,460701.027580932,0.0,,씨유인제대상계백병원점_서울특별시노원구상계동761-1상계백병원
284,안전상비의약품 판매업소,01_01_05_P,4181000,PHMH320234181030087500002,2023-11-22,,3,폐업,3,폐업,2026-02-11,,,,,,,강원특별자치도 춘천시 효자동 757-12,"강원특별자치도 춘천시 춘천로256번길 2, 1층 (효자동)",24292,씨유 춘천대로점,2026-02-12 15:34:54,U,2026-02-14 02:40:00,,265203.21930411,486544.599731508,60.0,,씨유춘천대로점_강원특별자치도춘천시효자동757-12
182,안전상비의약품 판매업소,01_01_05_P,4671000,PHMH320234670076087500029,2023-11-01,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-01-13,,,,,,,전북특별자치도 군산시 수송동 930,전북특별자치도 군산시 축동로 100 (수송동),54089,지에스(GS)25군산주공점,2026-02-09 14:37:57,U,2026-02-11 02:40:00,,173842.435219028,274260.65222853,0.0,,지에스(GS)25군산주공점_전북특별자치도군산시수송동930
94,안전상비의약품 판매업소,01_01_05_P,3910000,PHMH320233910168087500034,2023-09-27,,3,폐업,3,폐업,2026-02-02,,,,,,,경기도 평택시 동삭동 0,"경기도 평택시 모산영신1길 73, 1동 101호 (동삭동)",18028,지에스25 평택모산영신,2026-02-03 08:48:36,U,2026-02-06 02:40:00,,,,82.64,,지에스25평택모산영신_경기도평택시동삭동0
92,안전상비의약품 판매업소,01_01_05_P,5430000,PHMH320235430014087500004,2023-09-21,,3,폐업,3,폐업,2026-02-04,,,,,,,,"경상남도 남해군 창선면 서부로 1403, 남해밥상",52449,씨유 남해보물섬 시작점,2026-02-04 17:20:56,U,2026-02-06 02:40:00,,292705.832822345,158028.879592675,0.0,,씨유남해보물섬시작점_
93,안전상비의약품 판매업소,01_01_05_P,4030000,PHMH320234030022087500006,2023-09-20,,3,폐업,3,폐업,2026-02-04,,,,,,,경기도 의왕시 포일동 519-2 대일빌딩,"경기도 의왕시 흥안대로456번길 122, 대일빌딩 (포일동)",16018,(주)코리아세븐 의왕포일점,2026-02-04 13:19:16,U,2026-02-06 02:40:00,,198306.106219219,432221.821814122,3.3,,(주)코리아세븐의왕포일점_경기도의왕시포일동519-2대일빌딩
285,안전상비의약품 판매업소,01_01_05_P,3780000,PHMH320233780064087500030,2023-09-15,,1,영업/정상,13,영업중,,,,,,,,경기도 성남시 분당구 수내동 52 파크타운 107~110호,"경기도 성남시 분당구 수내로 148, 107-110호 (수내동, 파크타운)",13599,씨유 수내파크타운점,2026-02-12 14:38:25,U,2026-02-14 02:40:00,,210882.302391561,430002.734388183,0.0,,씨유수내파크타운점_경기도성남시분당구수내동52파크타운107~110호
145,안전상비의약품 판매업소,01_01_05_P,3540000,PHMH320233540021087500032,2023-09-15,,1,영업/정상,13,영업중,,,,,,,,인천광역시 부평구 부평동 70-125 동아아파트,"인천광역시 부평구 부흥로 246, 상가동 지하1층 1,2,4호 (부평동, 동아아파트)",21387,지에스(GS)25 부평동아점,2026-02-05 16:38:41,U,2026-02-07 02:40:00,,175012.272686866,443946.523450184,330.0,,지에스(GS)25부평동아점_인천광역시부평구부평동70-125동아아파트
258,안전상비의약품 판매업소,01_01_05_P,3380000,PHMH320233380023087500016,2023-09-01,,1,영업/정상,13,영업중,,,,,,,,부산광역시 수영구 민락동 218-1,"부산광역시 수영구 광안로61번길 73, 1층 (민락동)",48285,세븐일레븐 부산수영에이스점,2026-02-12 09:51:04,U,2026-02-14 02:40:00,,393343.570510553,186157.539043586,56.0,,세븐일레븐부산수영에이스점_부산광역시수영구민락동218-1
303,안전상비의약품 판매업소,01_01_05_P,4080000,PHMH320234080023087500015,2023-07-24,,3,폐업,3,폐업,2026-02-13,,,,,,,경기도 안성시 대덕면 내리 675 신라아파트,"경기도 안성시 대덕면 대학6길 21, 신라상가 101,110호",17546,세븐일레븐 안성신라점,2026-02-13 09:06:03,U,2026-02-15 02:40:00,,219953.438129165,389133.267457401,0.0,,세븐일레븐안성신라점_경기도안성시대덕면내리675신라아파트
67,안전상비의약품 판매업소,01_01_05_P,4530000,PHMH320234530030087500010,2023-07-21,,1,영업/정상,13,영업중,,,,,,,,충청남도 서산시 대산읍 화곡리 35-4,충청남도 서산시 대산읍 삼길포1로 32,31904,GS25 삼길포항점,2026-02-04 16:50:00,U,2026-02-06 02:40:00,,151204.752665896,388898.916546328,0.0,,GS25삼길포항점_충청남도서산시대산읍화곡리35-4
66,안전상비의약품 판매업소,01_01_05_P,3540000,PHMH320233540021087500026,2023-07-18,,3,폐업,3,폐업,2026-02-03,,,,,,,인천광역시 부평구 산곡동 52-11,"인천광역시 부평구 마곡로 14, 상가동 B09호 (산곡동)",21307,씨유 산곡유경점,2026-02-03 09:53:33,U,2026-02-06 02:40:00,,173409.962543482,445639.769751766,55.2,,씨유산곡유경점_인천광역시부평구산곡동52-11
9,안전상비의약품 판매업소,01_01_05_P,5590000,PHMH320235590021087500027,2023-07-10,,1,영업/정상,13,영업중,,,,,,,,경기도 양주시 옥정동 1043 양주옥정신도시 제일풍경채레이크시티1단지,"경기도 양주시 옥정동로 212, 111,112호 (옥정동, 양주옥정신도시 제일풍경채레이크시티1단지)",11474,씨유 양주레인보우점,2026-02-02 17:56:56,U,2026-02-04 02:40:00,,208788.19607448,480353.492776179,83.2,,씨유양주레인보우점_경기도양주시옥정동1043양주옥정신도시제일풍경채레이크시티1단지
36,안전상비의약품 판매업소,01_01_05_P,4040000,PHMH320234040023087500018,2023-05-30,,3,폐업,3,폐업,2026-01-29,,,,,,,경기도 하남시 덕풍동 833-1 현대지식산업센터 한강미사,"경기도 하남시 미사대로 550, 현대지식산업센터 한강미사 1층 제씨1-0104호, 1-0105호 (덕풍동)",12925,씨유 미사현대1차점,2026-01-30 17:51:53,U,2026-02-04 11:04:37,,218170.620888902,450511.953281232,0.0,,씨유미사현대1차점_경기도하남시덕풍동833-1현대지식산업센터한강미사
266,안전상비의약품 판매업소,01_01_05_P,3540000,PHMH320233540021087500020,2023-05-19,,3,폐업,3,폐업,2026-02-11,,,,,,,인천광역시 부평구 십정동 494-104,"인천광역시 부평구 동암산로 63, 1층 (십정동)",21437,지에스25 십정신동아점,2026-02-11 09:16:41,U,2026-02-14 02:40:00,,173803.040066423,441450.146752957,50.9,,지에스25십정신동아점_인천광역시부평구십정동494-104
165,안전상비의약품 판매업소,01_01_05_P,3210000,PHMH320233210034087500011,2023-03-30,,1,영업/정상,13,영업중,,,,,02-598-4381,,,서울특별시 서초구 서초동 1303-10 서초한일유앤아이주상복합,"서울특별시 서초구 사평대로56길 7, 상가동 1층 115,117,118호 (서초동, 서초한일유앤아이주상복합)",6611,씨유 서초 유앤아이점,2026-02-06 11:20:23,U,2026-02-08 02:40:00,,202014.206600227,444556.487126756,0.0,,씨유서초유앤아이점_서울특별시서초구서초동1303-10서초한일유앤아이주상복합
131,안전상비의약품 판매업소,01_01_05_P,3560000,PHMH320233560021087500010,2023-03-17,,3,폐업,3,폐업,2026-02-05,,,,,,,인천광역시 서구 청라동 102-2 청라한양수자인,"인천광역시 서구 비즈니스로 41, 104,105호 (청라동, 청라한양수자인)",22766,GS25 청라한양점,2026-02-05 13:06:10,U,2026-02-07 02:40:00,,166450.958326785,447246.057330747,0.0,,GS25청라한양점_인천광역시서구청라동102-2청라한양수자인
187,안전상비의약품 판매업소,01_01_05_P,3460000,PHMH320233460023087500008,2023-03-10,,3,폐업,3,폐업,2026-02-09,,,,,,,대구광역시 수성구 시지동 508-8,대구광역시 수성구 노변공원로 15(시지동),42256,세븐일레븐 대구노변공원점,2026-02-09 15:32:34,U,2026-02-11 02:40:00,,353437.626451452,261445.304014812,76.0,,세븐일레븐대구노변공원점_대구광역시수성구시지동508-8
273,안전상비의약품 판매업소,01_01_05_P,3540000,PHMH320233540021087500003,2023-01-20,,3,폐업,3,폐업,2026-02-12,,,,,,,인천광역시 부평구 부평동 38-131 태진비반트,"인천광역시 부평구 부평대로 143, 태진비반트 105,106호 (부평동)",21366,세븐일레븐 부평비반트점,2026-02-12 10:48:16,U,2026-02-14 02:40:00,,175266.946901558,444700.843661877,0.0,,세븐일레븐부평비반트점_인천광역시부평구부평동38-131태진비반트
313,안전상비의약품 판매업소,01_01_05_P,5370000,PHMH320225370025087500022,2022-12-22,,1,영업/정상,13,영업중,,,,,,,,경상남도 거제시 장평동 861-3 새거제주유소,"경상남도 거제시 거제대로 5054, 새거제주유소 (장평동)",53262,세븐일레븐 새거제점,2026-02-13 15:41:34,U,2026-02-15 02:40:00,,344974.711416532,156269.107174566,132.0,,세븐일레븐새거제점_경상남도거제시장평동861-3새거제주유소
188,안전상비의약품 판매업소,01_01_05_P,3420000,PHMH320223420023087500039,2022-11-24,,3,폐업,3,폐업,2026-02-09,,,,,,,대구광역시 동구 신암동 276-25 동대구빌딩,"대구광역시 동구 신암남로 115, 동대구빌딩 1층 (신암동)",41223,세븐일레븐 대구신암남로점,2026-02-09 17:59:08,U,2026-02-11 02:40:00,,346971.046144383,265744.422597882,0.0,,세븐일레븐대구신암남로점_대구광역시동구신암동276-25동대구빌딩
274,안전상비의약품 판매업소,01_01_05_P,3630000,PHMH320223630020087500033,2022-11-15,,3,폐업,3,폐업,2026-02-09,,,,,,,,"광주광역시 광산구 첨단중앙로67번길 8-2, 1층 (월계동)",62267,지에스(GS)25첨단월계점,2026-02-11 09:17:58,U,2026-02-14 02:40:00,,185579.094437622,190271.753531143,0.0,,지에스(GS)25첨단월계점_
183,안전상비의약품 판매업소,01_01_05_P,4671000,PHMH320224670076087500018,2022-10-14,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-01-13,,,,,,,전북특별자치도 군산시 나운동 744-2 베스트올,"전북특별자치도 군산시 대학로 244, 1층 (나운동)",54126,세븐일레븐 군산나운본점,2026-02-09 14:43:26,U,2026-02-11 02:40:00,,172741.955941916,274578.925234728,104.0,,세븐일레븐군산나운본점_전북특별자치도군산시나운동744-2베스트올
278,안전상비의약품 판매업소,01_01_05_P,3530000,PHMH320223530019087500058,2022-09-23,,1,영업/정상,13,영업중,,,,,,,,인천광역시 남동구 서창동 640 청광플러스원아파트,"인천광역시 남동구 서창남순환로 82, 상가동 102호 (서창동, 청광플러스원아파트)",21609,씨유 뉴서창베스트점,2026-02-12 10:12:34,U,2026-02-14 02:40:00,,177685.337395953,436581.282573279,34.0,,씨유뉴서창베스트점_인천광역시남동구서창동640청광플러스원아파트
52,안전상비의약품 판매업소,01_01_05_P,4810000,PHMH320224810029087500036,2022-08-24,,1,영업/정상,13,영업중,,,,,,,,전라남도 여수시 돌산읍 평사리 1395-92,"전라남도 여수시 돌산읍 돌산로 3157, 1층",59771,씨유 여수돌산로점,2026-01-30 09:53:28,U,2026-02-04 11:04:37,,269386.499867156,134070.925269135,0.0,,씨유여수돌산로점_전라남도여수시돌산읍평사리1395-92
317,안전상비의약품 판매업소,01_01_05_P,3310000,PHMH320223310024087500020,2022-08-12,,1,영업/정상,13,영업중,,,,,,,,부산광역시 남구 대연동 54-5 리마크빌 대연,"부산광역시 남구 수영로 324, 1층 103호 (대연동, 리마크빌 대연)",48508,씨유리마크빌 대연점,2026-02-13 10:45:15,U,2026-02-15 02:40:00,,391472.555827946,184076.524057376,82.5,,씨유리마크빌대연점_부산광역시남구대연동54-5리마크빌대연
216,안전상비의약품 판매업소,01_01_05_P,4050000,PHMH320224050147087500016,2022-07-29,,3,폐업,3,폐업,2026-02-09,,,,1577-0711,,,경기도 용인시 처인구 포곡읍 둔전리 340,"경기도 용인시 처인구 포곡읍 포곡로 220, 106호",17027,(주)코리아세븐 용인제일메디점,2026-02-10 10:06:28,U,2026-02-12 02:40:00,,220122.458105316,419320.68289321,87.1,,(주)코리아세븐용인제일메디점_경기도용인시처인구포곡읍둔전리340
279,안전상비의약품 판매업소,01_01_05_P,5530000,PHMH320225530440087500024,2022-07-08,,3,폐업,3,폐업,2026-02-10,,,,,,,경기도 화성시 동탄구 영천동 680,"경기도 화성시 동탄구 동탄순환대로27길 5-8, 108호 (영천동)",18472,씨유(CU) 동탄씨티타워점,2026-02-11 08:57:58,U,2026-02-14 02:40:00,,209652.787198747,411657.323966288,0.0,,씨유(CU)동탄씨티타워점_경기도화성시동탄구영천동680
321,안전상비의약품 판매업소,01_01_05_P,3470000,PHMH320223470022087500026,2022-06-22,,1,영업/정상,13,영업중,,,,,,,,대구광역시 달서구 신당동 682-30 신당한화 꿈에그린 아파트,"대구광역시 달서구 달서대로 719, 상가동 106호 (신당동, 신당한화 꿈에그린 아파트)",42600,지에스(GS)25 신당꿈에그린점,2026-02-13 10:36:42,U,2026-02-15 02:40:00,,334458.69019877,263635.21638476,0.0,,지에스(GS)25신당꿈에그린점_대구광역시달서구신당동682-30신당한화꿈에그린아파트
233,안전상비의약품 판매업소,01_01_05_P,3460000,PHMH320223460023087500023,2022-05-25,,3,폐업,3,폐업,2026-02-10,,,,,,,대구광역시 수성구 중동 645,"대구광역시 수성구 희망로20길 10, 301동 106호 (중동)",42150,세븐일레븐 수성리버뷰점,2026-02-11 13:23:57,U,2026-02-13 02:40:00,,345247.62919209,261914.932634479,0.0,,세븐일레븐수성리버뷰점_대구광역시수성구중동645
69,안전상비의약품 판매업소,01_01_05_P,4191000,PHMH320224190023087500025,2022-04-27,,1,영업/정상,13,영업중,,,,,,,,강원특별자치도 원주시 지정면 가곡리 1410-1,강원특별자치도 원주시 지정면 신지정로 175-4,26354,씨유 원주신지정로점,2026-02-03 14:16:17,U,2026-02-06 02:40:00,,277657.704073348,430447.838457849,101.0,,씨유원주신지정로점_강원특별자치도원주시지정면가곡리1410-1
207,안전상비의약품 판매업소,01_01_05_P,4040000,PHMH320224040023087500008,2022-03-16,,1,영업/정상,13,영업중,,,,,,,,경기도 하남시 덕풍동 326-116,경기도 하남시 수리북로34번길 9(덕풍동),12967,지에스25 하남시청역,2026-02-10 13:33:22,U,2026-02-12 02:40:00,,217971.593230586,448922.858020279,0.0,,지에스25하남시청역_경기도하남시덕풍동326-116
163,안전상비의약품 판매업소,01_01_05_P,3180000,PHMH320223180034087500007,2022-03-11,,3,폐업,3,폐업,2026-02-06,,,,,,,서울특별시 영등포구 당산동1가 177,"서울특별시 영등포구 영등포로29길 14, 1층 (당산동1가)",7267,이마트24 당산온누리점,2026-02-06 11:20:10,U,2026-02-08 02:40:00,,191125.31993355,446645.290331629,89.1,,이마트24당산온누리점_서울특별시영등포구당산동1가177
162,안전상비의약품 판매업소,01_01_05_P,5670000,PHMH320225670066087500007,2022-02-23,,1,영업/정상,13,영업중,,,,,,,,경상남도 창원시 마산회원구 회원동 48-21,경상남도 창원시 마산회원구 회원동서로 19(회원동),51289,세븐일레븐회원스마일점,2026-02-06 17:58:12,U,2026-02-08 02:40:00,,343123.068043832,192202.077680122,3.0,,세븐일레븐회원스마일점_경상남도창원시마산회원구회원동48-21
307,안전상비의약품 판매업소,01_01_05_P,3820000,PHMH320223820050087500007,2022-02-08,,3,폐업,3,폐업,2026-02-13,,,,,,,경기도 의정부시 의정부동 440-51,"경기도 의정부시 신흥로258번길 7, 1층 (의정부동)",11670,세븐일레븐 의정부시티점,2026-02-13 10:05:30,U,2026-02-15 02:40:00,,203786.909396671,470757.590621572,0.0,,세븐일레븐의정부시티점_경기도의정부시의정부동440-51
127,안전상비의약품 판매업소,01_01_05_P,3390000,PHMH320223390023087500002,2022-01-26,,3,폐업,3,폐업,2026-02-05,,,,,,,부산광역시 사상구 주례동 1241-14,"부산광역시 사상구 백양대로 370, 1층 (주례동)",46997,씨유 주례만석점,2026-02-05 11:33:01,U,2026-02-07 02:40:00,,383210.628296235,185615.449055573,122.0,,씨유주례만석점_부산광역시사상구주례동1241-14
75,안전상비의약품 판매업소,01_01_05_P,3540000,PHMH320213540021087500052,2021-11-24,,3,폐업,3,폐업,2026-02-04,,,,,,,인천광역시 부평구 부개동 227,"인천광역시 부평구 장제로28번길 50, 1층 (부개동)",21414,씨유부개장제로점,2026-02-04 11:46:57,U,2026-02-06 02:40:00,,176253.758766569,442860.650718117,0.0,,씨유부개장제로점_인천광역시부평구부개동227
74,안전상비의약품 판매업소,01_01_05_P,3450000,PHMH320213450022087500035,2021-11-23,,3,폐업,3,폐업,2026-02-03,,,,053-314-2631,,,대구광역시 북구 동천동 892-3 동천 메디빌 빌딩,"대구광역시 북구 팔거천동로 222, 동천 메디빌 빌딩 1층 104호 (동천동)",41423,세븐일레븐 대구동천메디컬점,2026-02-03 16:45:55,U,2026-02-06 02:40:00,,340568.194145577,272606.540989631,0.0,,세븐일레븐대구동천메디컬점_대구광역시북구동천동892-3동천메디빌빌딩
41,안전상비의약품 판매업소,01_01_05_P,3940000,PHMH320213940138087500045,2021-11-22,,3,폐업,3,폐업,2026-01-30,,,,,,,경기도 고양시 덕양구 원흥동 705,"경기도 고양시 덕양구 삼원로 73, 원흥한일윈스타점 1층 101호 (원흥동)",10550,씨유 원흥한일윈스타점,2026-01-30 16:49:34,U,2026-02-04 11:04:37,,188913.048541656,459643.367557637,99.0,,씨유원흥한일윈스타점_경기도고양시덕양구원흥동705
168,안전상비의약품 판매업소,01_01_05_P,3940000,PHMH320213940139087500034,2021-11-19,,3,폐업,3,폐업,2026-02-05,,,,,,,경기도 고양시 일산동구 식사동 839-7 탑클라우드,"경기도 고양시 일산동구 고양대로 960, 지층 101(일부)호 (식사동, 탑클라우드)",10302,세븐일레븐 일산식사타운점,2026-02-06 11:14:09,U,2026-02-08 02:40:00,,182343.287751115,463718.084787759,66.0,,세븐일레븐일산식사타운점_경기도고양시일산동구식사동839-7탑클라우드
73,안전상비의약품 판매업소,01_01_05_P,3990000,PHMH320213990309087500051,2021-11-11,,3,폐업,3,폐업,2026-02-03,,,,031-576-5267,,,경기도 남양주시 와부읍 덕소리 496-1 고성빌딩,"경기도 남양주시 와부읍 덕소로97번길 29-1, 고성빌딩",12209,지에스(GS)25 와부주공점,2026-02-03 17:59:01,U,2026-02-06 02:40:00,,218946.788130673,453847.219477063,66.0,,지에스(GS)25와부주공점_경기도남양주시와부읍덕소리496-1고성빌딩
16,안전상비의약품 판매업소,01_01_05_P,4671000,PHMH320214670076087500029,2021-11-08,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 군산시 나운동 153-11 비사벌아파트상가,"전북특별자치도 군산시 하나운로 5, 비사벌아파트상가 101호102호 (나운동)",54143,세븐일레븐 군산나운비사벌점,2026-02-02 13:31:09,U,2026-02-04 02:40:00,,172690.363757279,273349.434540576,0.0,,세븐일레븐군산나운비사벌점_전북특별자치도군산시나운동153-11비사벌아파트상가
186,안전상비의약품 판매업소,01_01_05_P,4010000,PHMH320214010281087500075,2021-10-14,,1,영업/정상,13,영업중,,,,,031-503-3235,,,경기도 시흥시 대야동 484,"경기도 시흥시 호현로63번길 1, 1층 일부호 (대야동)",14904,지에스25 뉴시흥문화점,2026-02-09 19:38:16,U,2026-02-11 02:40:00,,180948.559061122,438195.374151222,0.0,,지에스25뉴시흥문화점_경기도시흥시대야동484
130,안전상비의약품 판매업소,01_01_05_P,3550000,PHMH320213550020087500038,2021-10-05,,3,폐업,3,폐업,2026-02-03,,,,032-555-4121,,,인천광역시 계양구 계산동 964-73,"인천광역시 계양구 계산천동로 43, 1층 (계산동)",21052,세븐일레븐 계산중앙점,2026-02-03 09:45:55,U,2026-02-07 02:40:00,,175809.606099116,448401.653529906,0.0,,세븐일레븐계산중앙점_인천광역시계양구계산동964-73
15,안전상비의약품 판매업소,01_01_05_P,4671000,PHMH320214670076087500019,2021-08-30,,1,영업/정상,13,영업중,,,,,,,,전북특별자치도 군산시 구암동 64-48,전북특별자치도 군산시 서당길 22(구암동),54044,씨유 군산구암스타점,2026-02-02 13:31:51,U,2026-02-04 02:40:00,,177572.046681142,275364.449817938,0.0,,씨유군산구암스타점_전북특별자치도군산시구암동64-48
71,안전상비의약품 판매업소,01_01_05_P,4231000,PHMH320214230018087500009,2021-07-28,,4,취소/말소/만료/정지/중지,24,직권폐업,2026-02-04,,,,,,,강원특별자치도 속초시 조양동 1450-93,강원특별자치도 속초시 해오름로 196(조양동),24886,세븐일레븐 속초비치점,2026-02-04 17:01:00,U,2026-02-06 02:40:00,,340220.082560243,522060.466316767,55.77,,세븐일레븐속초비치점_강원특별자치도속초시조양동1450-93
77,안전상비의약품 판매업소,01_01_05_P,3540000,PHMH320213540021087500034,2021-07-27,,3,폐업,3,폐업,2026-02-04,,,,,,,인천광역시 부평구 갈산동 171-11 금강프라자,"인천광역시 부평구 주부토로 223, 금강프라자 1층 110호 (갈산동)",21329,미니스톱부평금강점,2026-02-04 11:31:12,U,2026-02-06 02:40:00,,175688.792382336,445915.402727992,0.0,,미니스톱부평금강점_인천광역시부평구갈산동171-11금강프라자
311,안전상비의약품 판매업소,01_01_05_P,5580000,PHMH320215580013087500001,2021-07-21,,1,영업/정상,13,영업중,,,,,,,,충청남도 계룡시 엄사면 엄사리 384 비사벌아파트,"충청남도 계룡시 엄사면 번영3길 43, 상가동 114,115호 (비사벌아파트)",32811,씨유엄사센트럴점,2026-02-13 10:05:42,U,2026-02-15 02:40:00,,221402.788381803,309385.961001508,60.96,,씨유엄사센트럴점_충청남도계룡시엄사면엄사리384비사벌아파트
310,안전상비의약품 판매업소,01_01_05_P,3110000,PHMH320213110032087500027,2021-07-20,,1,영업/정상,13,영업중,,,,,,,,서울특별시 은평구 응암동 1-12 비3층 329호,"서울특별시 은평구 은평로 240, 비3층 329호 (응암동)",3473,지에스 25 녹번힐스점,2026-02-13 18:07:42,U,2026-02-15 02:40:00,,194140.340023169,455375.622755975,0.0,,지에스25녹번힐스점_서울특별시은평구응암동1-12비3층329호
309,안전상비의약품 판매업소,01_01_05_P,3740000,PHMH320213740032087500027,2021-07-19,,3,폐업,3,폐업,2026-02-11,,,,,,,경기도 수원시 권선구 구운동 918-10 명수빌딩,"경기도 수원시 권선구 일월천로4번길 54, 명수빌딩 1층 102호 (구운동)",16413,GS25 구운성원,2026-02-13 13:34:17,U,2026-02-15 02:40:00,,197731.052873026,420055.006751969,46.0,,GS25구운성원_경기도수원시권선구구운동918-10명수빌딩
272,안전상비의약품 판매업소,01_01_05_P,6520000,PHMH320216520075087500009,2021-07-14,,1,영업/정상,13,영업중,,,,,,,,제주특별자치도 서귀포시 표선면 표선리 530-1,제주특별자치도 서귀포시 표선면 표선중앙로 34,63629,씨유제주 표선 중앙점,2026-02-11 10:40:20,U,2026-02-14 02:40:00,,184115.874736099,-18486.2097202257,50.0,,씨유제주표선중앙점_제주특별자치도서귀포시표선면표선리530-1
20,안전상비의약품 판매업소,01_01_05_P,4490000,PHMH320214490261087500024,2021-07-07,,1,영업/정상,13,영업중,,,,,,,,충청남도 천안시 서북구 와촌동 106-14 천안역사 동아라이크텐,"충청남도 천안시 서북구 천안천4길 20, 110동 109,110호 (와촌동, 천안역사 동아라이크텐)",31145,씨유천안역라이크텐점,2026-02-02 13:37:59,U,2026-02-04 02:40:00,,212798.117445246,367491.988948256,0.0,,씨유천안역라이크텐점_충청남도천안시서북구와촌동106-14천안역사동아라이크텐
