년간생산량,사업장명,자본금,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,취급목재제품,최종수정시점,인허가일자,지번주소,관리번호,인력보유현황,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,상태구분명,소재지전화번호,목재생산업종류명,목재생산업구분코드명
100000,아주목재(주)(1종),800,169838.590953116,443563.614932814,2026-05-01 22:49:31,I,1,정상,"각재,판재",2024-01-08 17:34:15,2013-12-12,,356000090201300225,,3560000,인천광역시 서구 봉수대로 *** (가좌동),,01,영업/정상,영업,032-582-1122,1종,제재업
6400,우림목재(1종),335,169229.076998377,444473.772626673,2026-05-01 22:49:32,I,1,정상,"다루끼, 토류판, 주문제 등",2024-03-08 17:57:04,2013-12-12,,356000090201300227,,3560000,인천광역시 서구 건지로**번길 ** (석남동),,01,영업/정상,영업,,1종,제재업
18250,(주)미송환경산업(4종),300,170492.931679152,453632.968694707,2026-05-01 22:49:32,I,1,정상,"목재칩, 톱밥, Bio-SRF",2016-08-12 11:34:08,2014-05-07,인천광역시 서구 백석동 ***-*,356000090201300230,한승희(제재업4종 교육이수완료),3560000,인천광역시 서구 드림로***번길 ** (백석동),,01,영업/정상,영업,,4종,제재업
200,(주)제이알뮤직(1종),50,167331.872525565,453831.911144108,2026-05-01 22:49:32,I,1,정상,"기타, 악기부품",2013-12-13 14:52:52,2013-12-13,,356000090201300240,,3560000,인천광역시 서구 두루물로*번길 ** (오류동),,01,영업/정상,영업,032-567-8208,1종,제재업
100,(주)정민통상(1종),400,167331.872525565,453831.911144108,2026-05-01 22:49:32,I,1,정상,"기타, 악기부품",2014-05-07 14:41:22,2014-05-07,인천광역시 서구 오류동 ***-***,356000090201300242,민경식(제재업1종 교육수료완료),3560000,인천광역시 서구 두루물로*번길 ** (오류동),,01,영업/정상,영업,,1종,제재업
5800,준호목재(주)(1종),150,167310.229340965,455240.30436689,2026-05-01 22:49:32,I,1,정상,가문비나무 제재,2014-05-07 14:59:34,2014-05-07,,356000090201300249,이용배(제재업1종 교육이수완료),3560000,인천광역시 서구 백석산로 **-* (오류동),,01,영업/정상,영업,,1종,제재업
7900,신한개발(주)(1종),270,169636.883489411,443236.814703351,2026-05-01 22:49:32,I,1,정상,"건설재, 산업재, 조경재",2015-12-09 11:36:13,2013-12-13,인천광역시 서구 가좌동 ***-**,356000090201300250,탁준식(교육수료),3560000,,,01,영업/정상,영업,,1종,제재업
233,(주)금강특수목재(1종),50,,,2026-05-01 22:49:26,I,1,정상,"데크재, 정자, 놀이시설물목재",2024-03-08 17:45:47,2013-12-13,,356000090201300252,,3560000,인천광역시 서구 백석산로 ** (오류동),,01,영업/정상,영업,032-563-2676,1종,제재업
2500,(주)성진에어로(1종),350,167271.328974286,453728.644019737,2026-05-01 22:49:26,I,1,정상,"합판, 제재목",2013-12-13 17:49:13,2013-12-13,,356000090201300253,,3560000,인천광역시 서구 두루물로**번길 * (오류동),,01,영업/정상,영업,032-886-4417,1종,제재업
3600,금강우드(1종),133,166723.30259469,453527.929847335,2026-05-01 22:49:26,I,1,정상,건축내장지,2013-12-16 11:10:46,2013-12-16,,356000090201300256,,3560000,인천광역시 서구 길무로 *** (오류동),,01,영업/정상,영업,032-569-8901,1종,제재업
550,이레가공(1종),84,170178.019599014,443358.796913665,2026-05-01 22:49:26,I,1,정상,"목재후로링, 사이딩 등",2024-03-08 17:56:40,2013-12-16,,356000090201300261,,3560000,인천광역시 서구 봉수대로***번길 ** (가좌동),,01,영업/정상,영업,032-573-6198,1종,제재업
2400,***(1종),200,169243.449918615,443790.506079467,2026-05-01 22:49:26,I,1,정상,합판 제재,2014-09-02 09:21:59,2013-12-16,,356000090201300262,윤동언(교육수료),3560000,인천광역시 서구 보도진로**번길 ** (가좌동),,01,영업/정상,영업,,1종,제재업
500,태종산업(1종),40,167104.271294804,453906.596403223,2026-05-01 22:49:26,I,1,정상,"원목, MDF, 집성목 가공",2014-10-31 17:31:12,2013-12-16,,356000090201300264,이정심(교육수료완료),3560000,인천광역시 서구 두루물로**번길 ** (오류동),,01,영업/정상,영업,032-563-9720,1종,제재업
300,(주)우리목재(1종),50,170100.352085076,454713.005892767,2026-05-01 22:49:26,I,1,정상,"가구, 조경시설목, 인테리어목재",2013-12-17 14:45:23,2013-12-17,,356000090201300267,,3560000,인천광역시 서구 완정로**번안길 **-** (왕길동),,01,영업/정상,영업,032-564-8484,1종,제재업
6720,(주)창조기업(1종),50,169527.678131858,454148.971214444,2026-05-01 22:49:26,I,1,정상,"뉴송원목, 제재",2024-03-08 17:54:03,2013-12-17,인천광역시 서구 왕길동 ***-**,356000090201300271,,3560000,,,01,영업/정상,영업,032-876-1971,1종,제재업
10000,(주)우딘(1종),600,168326.529333046,445090.03140143,2026-05-01 22:49:26,I,1,정상,"몰딩, 문틀, 각재",2025-03-19 10:20:36,2014-01-03,인천광역시 서구 원창동 ***-***,356000090201400001,,3560000,인천광역시 서구 북항로 ** (원창동),22769,01,영업/정상,영업,032-583-0160,1종,제재업
100,(주)원탑(1종),300,,,2026-05-01 22:49:27,I,1,정상,무늬목생산,2024-03-08 13:24:39,2014-01-07,,356000090201400006,,3560000,인천광역시 서구 원당대로***번길 ** (오류동),,01,영업/정상,영업,032-565-0505,1종,제재업
2000,(주)금구(3종),50,168680.815864527,449435.409155314,2026-05-01 22:49:27,I,1,정상,제재목 열처리,2015-01-21 18:29:16,2014-01-16,,356000090201400008,김명호,3560000,인천광역시 서구 호두산로**번길 ** (경서동),,01,영업/정상,영업,,3종,제재업
70,***(1종),144,171894.603391502,456095.888214528,2026-05-01 22:49:29,I,1,정상,"문틀, 문짝, 창호재 등",2015-01-21 18:50:20,2014-01-24,인천광역시 서구 불로동 ***-*,356000090201400010,진해중,3560000,,,01,영업/정상,영업,,1종,제재업
8638,(주)대현목재(3종),50,,,2026-05-01 22:49:27,I,1,정상,방부목재,2014-04-15 18:55:01,2014-04-15,,356000090201400011,남궁 호(제재업3종 교육수료),3560000,인천광역시 서구 북항로 ** (석남동),,01,영업/정상,영업,,3종,제재업
500,(주)태영팀버(3종),150,167975.203447928,445240.903946718,2026-05-01 22:49:28,I,1,정상,탄화목,2024-07-19 10:20:57,2014-02-20,,356000090201400012,김영미,3560000,인천광역시 서구 북항로 **-** (석남동),,01,영업/정상,영업,032-581-8401,3종,제재업
2400,(주)마누카(1종),500,,,2026-05-01 22:49:28,I,1,정상,"목재, 파렛트",2022-12-02 15:23:23,2014-04-03,인천광역시 서구 오류동 ***-* 검단산업단지 *블럭 *,356000090201400016,정한성,3560000,"인천광역시 서구 검단로 ***, 검단산업단지 *블럭 * (오류동)",22654,01,영업/정상,영업,,1종,제재업
1000,(주)정문기업(1종),750,,,2026-05-01 22:49:28,I,1,정상,목재문,2024-03-08 17:35:57,2014-02-27,,356000090201400017,,3560000,인천광역시 서구 두루물로 ** (오류동),,01,영업/정상,영업,032-567-6401,1종,제재업
35,진흥포장산업(주)(1종),100,168004.944544235,445223.151631243,2026-05-01 22:49:28,I,1,정상,목상자제작,2014-02-27 19:15:54,2014-02-27,,356000090201400019,,3560000,인천광역시 서구 북항로 **-** (원창동),,01,영업/정상,영업,032-583-7016,1종,제재업
5000,(주)스타코리아(1종),300,164860.920747912,447656.610273932,2026-05-01 22:49:28,I,1,정상,"마루판 가공(합판, 제재목)",2024-04-04 17:49:29,2014-03-05,인천광역시 서구 청라동 **-** (주)에이치애스우드,356000090201400020,박보선,3560000,인천광역시 서구 로봇랜드로***번길 *** (청라동),22756,01,영업/정상,영업,032-584-8311,1종,제재업
600,서원상협(주)(1종),500,167615.971110038,445187.2945085,2026-05-01 22:49:28,I,1,정상,"데크재, 후로링",2024-02-07 15:45:24,2014-03-05,인천광역시 서구 원창동 ***-**,356000090201400021,연승호,3560000,인천광역시 서구 북항로***번길 **-* (원창동),22853,01,영업/정상,영업,032-773-8601,1종,제재업
95081,(주)포레스코(2종),2000,170090.500654771,443664.157022716,2026-05-01 22:49:28,I,1,정상,"MDF,제재목",2018-05-17 18:34:00,2014-03-06,,356000090201400025,,3560000,인천광역시 서구 봉수대로 *** (가정동),,01,영업/정상,영업,032-715-5746,2종,제재업
320,주식회사 진성(4종),300,165139.847977388,444304.943236482,2026-05-01 22:49:28,I,1,정상,"목재펠릿,임산펠릿,목재칩",2022-01-17 20:48:45,2014-03-14,,356000090201400027,,3560000,인천광역시 서구 북항로***번길 ** (원창동),,01,영업/정상,영업,,4종,제재업
80000,(주)광성팀버(1종),50,,,2026-05-01 22:49:28,I,1,정상,미송,2014-05-07 14:48:23,2014-05-07,인천광역시 서구 경서동,356000090201400028,정용운(제재업1종 교육이수완료),3560000,,,01,영업/정상,영업,,1종,제재업
1500,경민산업(주)(1종),500,169354.308851012,444085.14886527,2026-05-01 22:49:29,I,1,정상,구조용집성재,2023-05-03 14:10:16,2014-04-17,,356000090201400030,조태선(제재업1종 교육수료),3560000,인천광역시 서구 건지로 *** (석남동),,01,영업/정상,영업,032-575-7871,1종,제재업
5000,(주)주신우드(1종),100,166822.086639758,454079.03985482,2026-05-01 22:49:26,I,1,정상,"조경목,파렛트",2014-10-08 11:08:42,2014-05-16,,356000090201400032,조인형(교육이수완료),3560000,인천광역시 서구 원당대로***번길 **-* (오류동),,01,영업/정상,영업,,1종,제재업
2000,삼성제재소(1종),57,166871.060523625,454382.893139084,2026-05-01 22:49:30,I,1,정상,"tau(타운), 잡목",2024-01-23 14:05:20,2014-05-29,인천광역시 서구 오류동 ***-*,356000090201400033,남성호,3560000,인천광역시 서구 원당대로***번길 *-** (오류동),22662,01,영업/정상,영업,,1종,제재업
8000,(주)참우드(1종),,167335.307677183,455564.727509372,2026-05-01 22:49:30,I,1,정상,"미송,낙송,파렛트",2014-12-04 13:22:02,2014-06-02,,356000090201400034,원평희(교육수료),3560000,인천광역시 서구 백석산로**번길 * (오류동),,01,영업/정상,영업,032-564-6541,1종,제재업
1000,(주)원창(3종),200,166890.491763013,453897.937248728,2026-05-01 22:49:30,I,1,정상,"소송,카송,발삼,스프러스(집성목,방부목)",2014-06-17 08:40:41,2014-06-03,인천광역시 서구 오류동,356000090201400035,이운욱(제재업3종-교육수료),3560000,인천광역시 서구 원당대로***번길 ** (오류동),,01,영업/정상,영업,,3종,제재업
17000,영성산업(주)(1종),250,165611.745566296,444793.352446429,2026-05-01 22:49:26,I,1,정상,"조경재, 데크재",2014-10-08 08:54:44,2014-10-07,인천광역시 서구 원창동 ***-**,356000090201400038,조경원(교육수료),3560000,인천광역시 서구 북항로***번길 ** (원창동),,01,영업/정상,영업,032-582-8116,1종,제재업
10000,***(1종),1210,177464.224547745,423445.8806196,2026-05-01 22:01:51,I,1,정상,플로어링보드(합판),2024-10-28 13:15:49,2016-11-01,,393000090201600001,박흥주,3930000,경기도 안산시 단원구 별망로 *** (성곡동),15418,01,영업/정상,영업,031-498-8800,1종,제재업
250000,(주)대림목재(1종),350,250800.946255404,401036.186057711,2026-05-01 22:00:35,I,1,정상,제재목,2024-01-30 14:01:54,2013-10-28,,407000090201300001,,4070000,"경기도 이천시 장호원읍 서동대로 ****, 대림목재장호원공장",17415,01,영업/정상,영업,031-641-2743,1종,제재업
50000,동위기업(주)(1종),50,229921.850466084,417124.835737378,2026-05-01 22:00:36,I,1,정상,"목재판재, 각재, 플로어링보드",2021-10-22 15:33:13,2013-10-30,경기도 이천시 마장면 양촌리 ***,407000090201300003,,4070000,경기도 이천시 마장면 중부대로 *,17387,01,영업/정상,영업,031-637-0562,1종,제재업
50000,(주)코리아팀버이천지점(1종),600,243540.793798332,415209.983676339,2026-05-01 22:00:38,I,1,정상,마루판,2024-01-03 16:36:17,2013-11-11,경기도 이천시 대월면 사동리 **,407000090201300004,,4070000,경기도 이천시 대월면 사동로**번길 **-**,17342,01,영업/정상,영업,031-633-9115,1종,제재업
,(주)대림목재(3종),,250800.946255404,401036.186057711,2026-05-01 22:00:36,I,1,정상,방부목,2020-02-27 14:40:33,2013-11-11,,407000090201300005,,4070000,"경기도 이천시 장호원읍 서동대로 ****, 대림목재장호원공장",17415,01,영업/정상,영업,031-641-2743,3종,제재업
300,(주)대림목재(4종),,250800.946255404,401036.186057711,2026-05-01 22:00:36,I,1,정상,톱밥,2024-01-30 14:18:13,2013-11-11,,407000090201300006,,4070000,"경기도 이천시 장호원읍 서동대로 ****, 대림목재장호원공장",17415,01,영업/정상,영업,031-641-2743,4종,제재업
,(주)인프라우드(1종),,249885.587142249,401434.271450749,2026-05-01 22:00:37,I,1,정상,제재목 또는 단판,2018-07-03 16:18:10,2013-11-18,,407000090201300008,,4070000,경기도 이천시 설성면 서동대로****번길 **,17413,01,영업/정상,영업,,1종,제재업
,(주)홈앤디포(3종),250,232755.376197345,414014.34143384,2026-05-01 22:00:37,I,1,정상,"루바, 방부목",2026-03-26 19:58:22,2013-12-02,경기도 이천시 마장면 덕평리 ***-**,407000090201300012,,4070000,경기도 이천시 마장면 덕평로 ***-**,17389,01,영업/정상,영업,031-766-3648,3종,제재업
3000,효진산업(4종),,240629.691503372,416306.954489079,2026-05-01 22:00:37,I,1,정상,"목재칩, 톱밥",2019-06-04 16:46:32,2019-06-04,경기도 이천시 고담동 ***-*,407000090201300018,,4070000,경기도 이천시 진상미로****번길 **-* (고담동),17399,01,영업/정상,영업,,4종,제재업
800,청풍상사(1종),,230561.818129566,418965.842049361,2026-05-01 22:00:37,I,1,정상,무늬목,2019-06-04 16:50:15,2019-06-04,경기도 이천시 마장면 관리 ***,407000090201300019,,4070000,경기도 이천시 마장면 마도로***번길 ***,17382,01,영업/정상,영업,031-638-3736,1종,제재업
,(주)홈앤디포(1종),,232755.376197345,414014.34143384,2026-05-01 22:00:37,I,1,정상,제재목 또는 단판(루바 외),2026-03-26 20:01:12,2019-06-04,경기도 이천시 마장면 덕평리 ***-**,407000090201300021,,4070000,경기도 이천시 마장면 덕평로 ***-**,17389,01,영업/정상,영업,031-766-3648,1종,제재업
,(주)홈앤디포(4종),,232755.376197345,414014.34143384,2026-05-01 22:00:37,I,1,정상,목재펠릿,2026-03-26 19:54:58,2019-06-04,경기도 이천시 마장면 덕평리 ***-**,407000090201300022,,4070000,경기도 이천시 마장면 덕평로 ***-**,17389,01,영업/정상,영업,031-763-2235,4종,제재업
4000109,(주)정해목재방부산업(1종),200,233640.777278068,416268.868837936,2026-05-01 22:00:36,I,1,정상,"미송, 말라스",2021-05-10 11:27:16,2015-09-16,경기도 이천시 마장면 이치리 ***-*,407000090201500003,제제업1종 교육이수 1인,4070000,경기도 이천시 마장면 서이천로 ***-***,,01,영업/정상,영업,032-577-4970,1종,제재업
4000109,(주)정해목재방부산업(3종),200,233640.777278068,416268.868837936,2026-05-01 22:00:36,I,1,정상,"미송, 말라스",2021-05-07 15:13:14,2015-09-16,경기도 이천시 마장면 이치리 ***-*,407000090201500004,제재업3종 교육수료 1인,4070000,경기도 이천시 마장면 서이천로 ***-***,,01,영업/정상,영업,032-577-4970,3종,제재업
,세정목재(주)(1종),,242212.55862995,424310.502892115,2026-05-01 22:00:36,I,1,정상,목재제재,2016-12-23 17:20:57,2016-12-23,,407000090201600001,,4070000,경기도 이천시 백사면 지읍로 ***-**,17311,01,영업/정상,영업,031-768-3452,1종,제재업
,카스우드(1종),,242212.55862995,424310.502892115,2026-05-01 22:00:36,I,1,정상,목재가공,2016-12-23 17:17:54,2016-12-23,,407000090201600003,,4070000,경기도 이천시 백사면 지읍로 ***-**,17311,01,영업/정상,영업,031-768-3452,1종,제재업
,(주)한국에프앤에이(1종),,241157.957737065,424397.484168082,2026-05-01 22:00:37,I,1,정상,"목재마루재,목재흡음재",2025-06-27 17:52:31,2017-03-24,경기도 이천시 백사면 신대리 ***-*,407000090201700001,,4070000,"경기도 이천시 백사면 이여로***번길 **-**, *층",17310,01,영업/정상,영업,02-573-1482,1종,제재업
2000,인프라제재소(1종),30,249885.587142249,401434.271450749,2026-05-01 22:00:37,I,1,정상,"제재목, 단판",2020-04-03 15:48:50,2018-07-03,경기도 이천시 설성면 제요리 ***-*,407000090201800001,관련기관 교육이수,4070000,경기도 이천시 설성면 서동대로****번길 **,17413,01,영업/정상,영업,031-641-0617,1종,제재업
,(주)인프라우드(1종),120,249885.587142249,401434.271450749,2026-05-01 22:00:37,I,1,정상,제재목,2020-04-08 09:24:51,2020-04-08,경기도 이천시 설성면 제요리 ***-*,407000090202000002,교육이수자,4070000,경기도 이천시 설성면 서동대로****번길 **,17413,01,영업/정상,영업,,1종,제재업
,(주)영인글로벌(1종),,231382.014556604,428859.589771282,2026-05-01 22:00:37,I,1,정상,강마루 등 목재마루재,2021-02-04 14:10:17,2020-10-27,경기도 광주시 곤지암읍 열미리 ***-*,407000090202000005,,4070000,경기도 이천시 백사면 청백리로 ***-**,17313,01,영업/정상,영업,031-882-0039,1종,제재업
,(주)원텍(1종),150,241031.263911676,408917.700787745,2026-05-01 22:00:37,I,1,정상,목재덱,2022-11-21 16:18:30,2021-01-21,경기도 이천시 모가면 소고리 **-*,407000090202100001,대표이사 김남엽 목재생산업 제1종 제재업 교육수료필,4070000,"경기도 이천시 모가면 공원로***번길 **-*, B동",17407,01,영업/정상,영업,031-8011-0503,1종,제재업
,주식회사 모던우드(1종),469,242616.292217621,426668.220067963,2026-05-01 22:00:37,I,1,정상,"치장목질마루판, 천연무늬목치장마루판, 플로어링보드 외",2022-01-14 10:14:46,2021-09-29,경기도 이천시 백사면 송말리 ***-**,407000090202100004,,4070000,경기도 이천시 백사면 원적로 ***,17309,01,영업/정상,영업,,1종,제재업
5000,(주)프라임우드(1종),122,249885.587142249,401434.271450749,2026-05-01 22:00:37,I,1,정상,"낙엽송, 소나무, 잣나무 등",2022-06-22 17:24:54,2022-06-22,경기도 이천시 설성면 제요리 ***-*,407000090202200002,정재욱,4070000,경기도 이천시 설성면 서동대로****번길 **,17413,01,영업/정상,영업,,1종,제재업
50000,(주)월드플로어(1종),,242616.292217621,426668.220067963,2026-05-01 22:00:38,I,1,정상,목질바닥재,2025-06-11 09:49:54,2022-12-07,경기도 이천시 백사면 송말리 ***-**,407000090202200004,유종석,4070000,경기도 이천시 백사면 원적로 ***,17309,01,영업/정상,영업,031-632-1012,1종,제재업
6000,(주)초원환경(4종),300,243223.173918481,408488.463751804,2026-05-01 22:00:38,I,1,정상,톱밥,2023-01-04 13:21:33,2023-01-04,경기도 이천시 모가면 소사리 ***-**,407000090202300001,,4070000,경기도 이천시 모가면 대월로 ***,17407,01,영업/정상,영업,031-632-0831,4종,제재업
2544,(주)영인글로벌(2종),150,231382.014556604,428859.589771282,2026-05-01 22:00:38,I,1,정상,목질바닥재(강마루),2023-08-22 09:19:22,2023-08-21,경기도 광주시 곤지암읍 열미리 ***-*,407000090202300003,1172.71(㎡),4070000,경기도 이천시 백사면 청백리로 ***-**,17313,01,영업/정상,영업,031-882-0039,2종,제재업
100,(주)케이팀버(1종),30,241157.957737065,424397.484168082,2026-05-01 22:00:38,I,1,정상,플로어링보드,2023-08-25 09:42:15,2023-08-25,경기도 이천시 백사면 신대리 ***-*,407000090202300004,목재생산업 교육과정 이수 1명,4070000,"경기도 이천시 백사면 이여로***번길 **-**, C동, F동",17310,01,영업/정상,영업,,1종,제재업
100,주식회사 케이팀버(1종),30,241157.957737065,424397.484168082,2026-05-01 22:00:38,I,1,정상,플로어링보드,2023-08-25 10:30:59,2023-08-25,경기도 이천시 백사면 신대리 ***-*,407000090202300005,목재생산업 교육과정 이수 1명,4070000,"경기도 이천시 백사면 이여로***번길 **-**, C동, F동",17310,01,영업/정상,영업,,1종,제재업
5000,현석환경(주)(4종),30,245279.770814297,403867.925133487,2026-05-01 22:00:38,I,1,정상,톱밥,2024-04-17 16:15:22,2024-04-17,경기도 이천시 설성면 수산리 **-*,407000090202400001,1,4070000,경기도 이천시 설성면 진상미로 ***-**,17412,01,영업/정상,영업,031-643-8890,4종,제재업
800000,(주)월드산업(2종),100,242616.292217621,426668.220067963,2026-05-01 22:00:38,I,1,정상,"천연 무늬목 마루판, 치장목질 마루판",2025-05-13 18:55:12,2025-05-13,경기도 이천시 백사면 송말리 ***-**,407000090202500004,한국임업진흥원 목재생산업(제재업 2종)교육과정 이수 1,4070000,경기도 이천시 백사면 원적로 ***,17309,01,영업/정상,영업,031-798-8515,2종,제재업
800000,(주)월드산업(2종),100,242616.292217621,426668.220067963,2026-05-01 22:00:38,I,1,정상,"천연 무늬목 마루판, 치장목질 마루판",2025-05-19 10:34:54,2025-05-19,경기도 이천시 백사면 송말리 ***-**,407000090202500005,한국임업진흥원 목재생산업(제재업 2종)교육과정 이수 1,4070000,경기도 이천시 백사면 원적로 ***,17309,01,영업/정상,영업,031-798-8515,2종,제재업
5000,한진LOGIS(주)(1종),250,176488.078743247,424387.678686065,2026-05-01 22:01:50,I,1,정상,목상자,2015-10-27 12:35:35,2013-12-12,,393000090201300006,교육이수,3930000,경기도 안산시 단원구 번영*로 ** (성곡동),,01,영업/정상,영업,,1종,제재업
3000,간석목재산업(주)(3종),1450,176831.369903323,423006.95080707,2026-05-01 22:01:51,I,1,정상,열또는화학처리 목재제품,2014-03-14 15:15:45,2014-03-03,경기도 안산시 단원구 성곡동 ***-*,393000090201400002,교육예정,3930000,경기도 안산시 단원구 별망로***번길 ** (성곡동),,01,영업/정상,영업,,3종,제재업
1000,(주)엠에스티통상(1종),100,176268.099244482,424306.894434288,2026-05-01 22:01:51,I,1,정상,제재목,2016-08-05 15:35:16,2014-03-02,,393000090201400004,,3930000,"경기도 안산시 단원구 별망로**번길 **, *마***호 (성곡동, 유에스물류튜자(주))",15415,01,영업/정상,영업,031-410-8707,1종,제재업
