사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지우편번호,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호,총규모
마인드믹스,2024-08-14,190457.121926192,441496.949606391,2026-05-06 22:38:34,I,03,폐업,2024-08-14 10:18:10,,2023-01-25,,서울특별시 금천구 가산동 ***-* 동보빌딩,PHMG120233170035047000026,3170000,"서울특별시 금천구 가산로 ***, 동보빌딩 ***호 (가산동)",08520,03,폐업,,,,
(주)현대씨앤디,2013-02-04,210845.844797087,448679.382603258,2026-05-06 22:42:02,I,24,직권폐업,2015-05-15 08:31:45,,2011-11-18,134-874,서울특별시 강동구 천호동 ***번지 **호,PHMG120113240033047000122,3240000,서울특별시 강동구 올림픽로 *** (천호동),,04,취소/말소/만료/정지/중지,,,,
(주)에스디쏠루션,,189778.774504778,441302.111937219,2026-05-06 22:38:43,I,13,영업중,2025-01-22 17:30:57,,2024-12-03,,서울특별시 금천구 가산동 ***-** IT프리미어타워,PHMG120253170035047000008,3170000,"서울특별시 금천구 가산디지털*로 **, IT프리미어타워 **층 ****-*호 (가산동)",08590,01,영업/정상,,,,
비바엠에스 주식회사,,189055.138252216,441958.334400683,2026-05-06 22:38:03,I,15,전출,2024-04-29 17:36:57,,2021-07-07,,서울특별시 금천구 가산동 ***-* 대성디폴리스지식산업센터,PHMG120213170035047000107,3170000,"서울특별시 금천구 서부샛길 ***, 대성디폴리스지식산업센터 ***-*호 (가산동)",08504,05,제외/삭제/전출,,,,
(주)경신이앤지,2017-05-26,190197.697215986,440445.495055914,2026-05-06 22:37:20,I,03,폐업,2017-05-26 13:30:35,,2013-05-13,,,PHMG120133170035047000023,3170000,"서울특별시 금천구 벚꽃로 *** (독산동, 인재와이어)",08601,03,폐업,,,,
홈닥터스,,212588.317959994,448994.865229729,2026-05-06 22:43:05,I,15,전출,2020-02-13 14:22:37,,2016-06-08,,서울특별시 강동구 길동 ***번지 *호 보성빌딩,PHMG120163240033047000050,3240000,"서울특별시 강동구 양재대로***길 **, 보성빌딩 *층 ***호 (길동)",05302,05,제외/삭제/전출,,,02-1661-1575,
지에이메디칼 주식회사,,211551.548102766,450261.472853429,2026-05-06 22:43:54,I,13,영업중,2022-03-07 17:34:34,,2022-03-07,,서울특별시 강동구 암사동 ***-**,PHMG120223240033047000113,3240000,"서울특별시 강동구 고덕로 **, 상원빌딩 ***호 (암사동)",05252,01,영업/정상,,,,
(주)에이치엔티메디텍,,190050.903572929,440523.497478209,2026-05-06 22:37:32,I,15,전출,2020-09-21 15:05:18,,2017-06-26,,,PHMG120173170035047000054,3170000,"서울특별시 금천구 가산디지털*로 *, ****호 (가산동, 우림라이온스밸리*차)",08591,05,제외/삭제/전출,,,02-888-3685,
피컴,2024-12-12,189788.849463856,441731.610478567,2026-05-06 22:37:46,I,03,폐업,2024-12-12 16:20:04,,2020-04-29,,서울특별시 금천구 가산동 **번지 **호 월드메르디앙*차,PHMG120203170035047000072,3170000,"서울특별시 금천구 벚꽃로 ***, 월드메르디앙*차 ****호 (가산동)",08511,03,폐업,,,,
CU 성내포레스점,2016-12-30,211546.60345507,447396.203158752,2026-05-06 22:42:49,I,03,폐업,2016-12-30 16:09:56,,2014-11-03,134-030,성내동 ***번지,PHMG120143240033047000073,3240000,서울특별시 강동구 풍성로 ** (성내동),05385,03,폐업,,,,
강동프리미엄아울렛,2023-06-13,212817.808880571,449573.950940002,2026-05-06 22:43:33,I,03,폐업,2023-06-14 17:38:50,,2020-02-07,,서울특별시 강동구 명일동 ***번지 *호,PHMG120203240033047000011,3240000,"서울특별시 강동구 양재대로***길 **, *층 (명일동)",05294,03,폐업,,,02-6338-8253,
명의료기,,191481.675294989,441945.691459493,2026-05-06 22:37:30,I,13,영업중,2016-06-13 10:37:11,,2016-06-08,,,PHMG120163170035047000064,3170000,"서울특별시 금천구 남부순환로 ****, *층 (가산동)",08527,01,영업/정상,,,,
태성메디텍(주),,189202.181652324,442562.722742062,2026-05-06 22:37:40,I,13,영업중,2021-04-13 14:18:57,,2018-03-23,,서울특별시 금천구 가산동 ***-* 에이스 가산 포휴,PHMG120193170035047000062,3170000,"서울특별시 금천구 가산디지털*로 ***, 에이스 가산 포휴 ***호 (가산동)",08501,01,영업/정상,,,02-2668-1211,
한국화장품(주)강동지사,,212791.836503675,448270.656057421,2026-05-06 22:44:07,I,13,영업중,2024-02-23 16:47:59,,2024-02-23,,서울특별시 강동구 길동 ***-** 길성빌딩,PHMG120243240033047000030,3240000,"서울특별시 강동구 명일로 ***, 길성빌딩 *층 ***호 (길동)",05350,01,영업/정상,,,,
(주)코리아세븐 성내본점,2024-10-29,211583.956740628,447395.344536037,2026-05-06 22:43:43,I,03,폐업,2024-10-31 11:26:56,,2021-05-04,,서울특별시 강동구 성내동 ***-** 석영빌딩,PHMG120213240033047000067,3240000,"서울특별시 강동구 양재대로**길 **, 석영빌딩 *층 (성내동)",05403,03,폐업,,,,
살라망카프로젝트,2024-01-11,211387.261448627,447200.708513892,2026-05-06 22:43:48,I,03,폐업,2024-01-11 15:22:48,,2021-11-15,,서울특별시 강동구 성내동 ***-** 광명빌딩,PHMG120213240033047000172,3240000,"서울특별시 강동구 성내로 **, 광명빌딩 ***호 (성내동)",05396,03,폐업,,,,
주식회사 바이탈애드,2025-08-06,214844.691529811,450341.891483543,2026-05-06 22:44:10,I,03,폐업,2025-08-07 11:46:12,,2025-01-24,,서울특별시 강동구 상일동 *** 고덕아르테온,PHMG120253240033047000003,3240000,"서울특별시 강동구 고덕로 ***, ***동 ****호 (상일동, 고덕아르테온)",05274,03,폐업,,,,
(주)지에스리테일 강동고덕점,,215010.763627235,450026.852395313,2026-05-06 22:43:43,I,13,영업중,2025-04-10 10:58:16,,2021-04-30,,서울특별시 강동구 상일제*동 ***,PHMG120213240033047000050,3240000,"서울특별시 강동구 상일로 **, 상가*동 지하*층 ***호 (상일제*동)",05275,01,영업/정상,,,02-3426-4561,
(주)메디픽스,,189417.708595762,442309.174987731,2026-05-06 22:37:55,I,13,영업중,2021-03-24 16:57:44,,2021-03-24,,,PHMG120213170035047000045,3170000,"서울특별시 금천구 가산디지털*로 ***, 에이스테크노타워**차 ***-*호 (가산동)",08502,01,영업/정상,,,02-867-3066,24.79
힐링스토리,,190023.426907798,439379.272866954,2026-05-06 22:37:22,I,13,영업중,2020-04-14 15:00:58,,2014-03-17,,서울특별시 금천구 독산동 ****번지 *호 한신아파트,PHMG120143170035047000011,3170000,"서울특별시 금천구 한내로 **, 상가동 ****호 (독산동, 한신아파트)",08599,01,영업/정상,,,60533615,
리치클릭유통,2017-04-11,189538.020935968,441982.427934953,2026-05-06 22:37:29,I,03,폐업,2017-04-11 10:11:13,,2016-03-29,,,PHMG120163170035047000032,3170000,"서울특별시 금천구 가산디지털*로 ***, A동 ***호 (가산동, 우림라이온스밸리)",08507,03,폐업,,,,
유니메디스,,211458.648093395,450316.255472825,2026-05-06 22:44:03,I,13,영업중,2023-03-07 09:53:43,,2011-06-21,,서울특별시 강동구 암사동 ***-** 정산아파트,PHMG120233240033047000034,3240000,"서울특별시 강동구 고덕로 **, *층 ***-***호 (암사동, 정산아파트)",05238,01,영업/정상,,,,3
아워덴(OurDen),,210726.755874418,447381.53172133,2026-05-06 22:43:47,I,13,영업중,2021-08-23 14:14:39,,2021-08-23,,서울특별시 강동구 성내동 ***-** 장성글로벌빌딩,PHMG120213240033047000142,3240000,"서울특별시 강동구 성내로*길 **, 장성글로벌빌딩 *층 ****호 (성내동)",05398,01,영업/정상,,,,
(주)닥터서플라이,,211594.154839157,446782.812809795,2026-05-06 22:42:03,I,15,전출,2021-05-20 15:02:19,,2012-02-24,,,PHMG120123240033047000015,3240000,"서울특별시 강동구 양재대로**길 **, *층 (성내동)",05408,05,제외/삭제/전출,,,,
씨유 가산더블유몰점,2015-12-18,189997.455663258,441687.841171831,2026-05-06 22:37:25,I,03,폐업,2015-12-18 13:12:58,,2014-11-18,153-801,서울특별시 금천구 가산동 **번지 **호,PHMG120143170035047000096,3170000,"서울특별시 금천구 디지털로 ***, 지*층 (가산동)",08513,03,폐업,,,,
베이직코리아,2012-05-15,191415.30250909,436946.358720615,2026-05-06 22:37:14,I,03,폐업,2012-05-15 18:11:21,,2010-07-14,153-862,서울특별시 금천구 시흥*동 ***번지 *호 *층,PHMG120103170035047000033,3170000,"서울특별시 금천구 시흥대로*길 * (시흥동,*층)",,03,폐업,,,,
주식회사 온코코리아,2018-05-17,211045.990016817,447205.139674886,2026-05-06 22:43:00,I,03,폐업,2018-05-17 14:25:09,,2015-05-29,134-848,서울특별시 강동구 성내동 ***번지 **호,PHMG120153240033047000065,3240000,"서울특별시 강동구 성안로*길 **, *층 (성내동)",05400,03,폐업,,,02-2057-9100,132.62
GS25 천호중앙점,2023-09-07,212342.018719148,449287.956686134,2026-05-06 22:43:50,I,03,폐업,2023-09-08 14:25:52,,2022-02-03,,서울특별시 강동구 천호동 **-**,PHMG120223240033047000034,3240000,"서울특별시 강동구 상암로 ***, *층 (천호동)",05313,03,폐업,,,,
엠코(MCO),2015-07-10,211206.540974151,448438.130467194,2026-05-06 22:41:36,I,03,폐업,2015-07-10 16:04:20,,2009-07-06,134-023,서울특별시 강동구 천호*동 ***번지 **호 풍원빌딩 *층 ***호,PHMG120093240033047000048,3240000,,,03,폐업,,,,
올휴먼바이오(주),2022-06-15,189467.124186925,441780.0053985,2026-05-06 22:37:45,I,24,직권폐업,2022-06-14 11:19:53,,2020-02-05,,,PHMG120203170035047000015,3170000,"서울특별시 금천구 가산디지털*로 ***, 에이스하이엔드타워*차 ****호 (가산동)",08506,04,취소/말소/만료/정지/중지,,,63795757,
백세건강의료기,,213468.248634115,450920.657616077,2026-05-06 22:43:40,I,13,영업중,2021-01-22 10:51:46,,2021-01-21,,서울특별시 강동구 고덕동 ***-*,PHMG120213240033047000009,3240000,"서울특별시 강동구 동남로**길 **, *층 ***호 (고덕동)",05227,01,영업/정상,,,,
지에스(GS)25 성내하이츠점,,211793.74334143,447603.805754659,2026-05-06 22:44:09,I,13,영업중,2024-10-23 10:09:51,,2024-10-22,,서울특별시 강동구 성내동 ***-*,PHMG120243240033047000105,3240000,"서울특별시 강동구 양재대로**길 **, *층 (성내동)",05377,01,영업/정상,,,,
주식회사 휴먼티알에스,2024-10-22,189685.715834343,442026.454121483,2026-05-06 22:37:49,I,03,폐업,2024-10-22 16:46:46,,2020-10-16,,서울특별시 금천구 가산동 **-** 삼성리더스타워,PHMG120203170035047000173,3170000,"서울특별시 금천구 벚꽃로 ***, 삼성리더스타워 ****호 (가산동)",08511,03,폐업,,,,
BCM의료기,2009-07-15,,,2026-05-06 22:41:06,I,03,폐업,2009-07-16 09:16:27,,2007-05-04,134-024,서울특별시 강동구 천호동 ***-* 금강프라자 ***호,PHMG120073240033047000037,3240000,,,03,폐업,,,02-514-7801,
신세계교역,2020-01-15,190927.486574528,441552.048374056,2026-05-06 22:37:38,I,03,폐업,2020-01-15 17:09:38,,2018-10-19,,서울특별시 금천구 독산동 ***번지 **호,PHMG120183170035047000111,3170000,"서울특별시 금천구 시흥대로 ***, 유진빌딩 ***호 (독산동)",08531,03,폐업,,,02-802-0900,
지에스(GS)25 길동삼익점,,212969.636926918,449019.341480048,2026-05-06 22:43:58,I,13,영업중,2025-08-21 09:13:18,,2022-06-13,,서울특별시 강동구 길동 ** 정혜빌딩,PHMG120223240033047000196,3240000,"서울특별시 강동구 명일로 ***, 정혜빌딩 *층 (길동)",05301,01,영업/정상,,,,
뉴톤보청기 강동지사,2024-06-27,211976.269176583,447462.077236492,2026-05-06 22:43:58,I,03,폐업,2024-06-27 15:03:16,,2022-06-14,,서울특별시 강동구 성내동 ***-* 삼원빌딩,PHMG120223240033047000198,3240000,"서울특별시 강동구 양재대로 ****, 삼원빌딩 *층 ***호 (성내동)",05376,03,폐업,,,,
(주)금화케이에이치,2015-10-01,189417.708595762,442309.174987731,2026-05-06 22:37:20,I,24,직권폐업,2015-10-03 10:30:06,,2013-05-28,153-789,서울특별시 금천구 가산동 ***번지 *호 에이스테크노타워**차 ***호,PHMG120133170035047000032,3170000,"서울특별시 금천구 가산디지털*로 ***, ***호 (가산동, 에이스테크노타워**차)",08502,04,취소/말소/만료/정지/중지,,,,
(주)코리아세븐 둔촌2호점,2019-10-15,212115.305079716,447641.394423374,2026-05-06 22:42:52,I,03,폐업,2019-10-15 18:07:50,,2014-11-21,134-850,서울특별시 강동구 둔촌동 ***번지 *호,PHMG120143240033047000116,3240000,서울특별시 강동구 양재대로 **** (둔촌동),05363,03,폐업,,,,
미사유통,,211458.648093395,450316.255472825,2026-05-06 22:43:46,I,13,영업중,2021-06-10 17:37:46,,2021-06-08,,서울특별시 강동구 암사동 ***-** 정산아파트,PHMG120213240033047000119,3240000,"서울특별시 강동구 고덕로 **, *층 ***-***호 (암사동, 정산아파트)",05238,01,영업/정상,,,,
(주)에이엠피에스,,212964.062169762,449076.376269888,2026-05-06 22:43:46,I,13,영업중,2025-09-22 14:51:35,,2021-05-24,,서울특별시 강동구 길동 ** 삼익파크,PHMG120213240033047000113,3240000,"서울특별시 강동구 양재대로***길 **, 삼익파크 *층 *호 (길동)",05298,01,영업/정상,,,02-6071-3049,
한   별,2010-05-10,,,2026-05-06 22:40:10,I,03,폐업,2010-05-10 17:43:46,,2004-07-05,134-012,서울특별시 강동구 길동 ***-* 길산빌딩 ***호,PHMG120043240033047000044,3240000,,,03,폐업,,,02-474-9082,
(주)메덴트프로페셔널,,211961.859461466,447545.308711326,2026-05-06 22:42:02,I,13,영업중,2021-04-13 09:08:58,,2011-10-21,,서울특별시 강동구 성내동 ***-** 삼덕빌딩,PHMG120113240033047000112,3240000,"서울특별시 강동구 풍성로**길 **, 삼덕빌딩 *층 (성내동)",05376,01,영업/정상,,,,
수메디컬,2015-05-28,215153.651510914,449588.964632462,2026-05-06 22:42:01,I,03,폐업,2015-05-28 11:08:50,,2011-09-07,134-837,서울특별시 강동구 상일제*동 ***번지 *호,PHMG120113240033047000095,3240000,서울특별시 강동구 천호대로***다길 *-** (상일제*동),,03,폐업,,,,
(주)코리아세븐 금천보길점,,191180.641522042,440621.121423426,2026-05-06 22:38:42,I,13,영업중,2024-09-09 16:20:42,,2024-09-09,,,PHMG120243170035047000107,3170000,서울특별시 금천구 독산로**길 ** (독산동),08581,01,영업/정상,,,,
엠에이치엔에이,2014-09-30,210811.130899702,448119.261082793,2026-05-06 22:41:13,I,03,폐업,2015-05-14 13:43:58,,2008-03-10,134-840,서울특별시 강동구 성내동 **번지 **호,PHMG120083240033047000020,3240000,서울특별시 강동구 올림픽로**길 ** (성내동),,03,폐업,,,02-476-2324,
스마트씨팝(SMARTCPAP),2012-10-02,212444.232790865,447903.450785283,2026-05-06 22:41:51,I,03,폐업,2012-10-02 16:12:10,,2011-01-24,134-817,서울특별시 강동구 둔촌*동 **번지 **호 *층,PHMG120113240033047000007,3240000,,,03,폐업,,,070-8699-9802,
제이메딕스,,211458.648093395,450316.255472825,2026-05-06 22:44:11,I,13,영업중,2025-07-08 09:39:40,,2025-07-07,,서울특별시 강동구 암사동 ***-** 정산아파트,PHMG120253240033047000086,3240000,"서울특별시 강동구 고덕로 **, *층 ***-***호 (암사동, 정산아파트)",05238,01,영업/정상,,,,
(주)거봉,2021-10-06,188968.189711073,442119.780901928,2026-05-06 22:37:33,I,03,폐업,2021-10-06 13:37:14,,2017-09-28,,,PHMG120173170035047000086,3170000,"서울특별시 금천구 서부샛길 ***, 지하*층 B***호 (가산동, 대륭테크노타운*차)",08504,03,폐업,,,,
(주)하이프라자 천호점,2018-05-16,211228.973206544,448307.486109902,2026-05-06 22:42:23,I,03,폐업,2018-05-16 17:05:59,,2013-02-08,,서울특별시 강동구 성내동 **번지 *호,PHMG120133240033047000008,3240000,"서울특별시 강동구 천호대로 **** (성내동, 성내빌딩)",05379,03,폐업,,,02-471-4211,
에스타상사,2012-04-09,,,2026-05-06 22:39:49,I,03,폐업,2012-04-09 16:59:14,,2003-07-04,134-021,서울특별시 강동구 천호*동 **-**(*층***호),PHMG120033240033047000046,3240000,,,03,폐업,,,02-482-7771,
일양,2018-12-13,211127.470386358,447294.872900215,2026-05-06 22:43:01,I,03,폐업,2018-12-13 17:06:45,,2018-12-13,134-851,서울특별시 강동구 성내동 ***번지 *호 *층,PHMG120153240033047000075,3240000,"서울특별시 강동구 성내로 **, *층 (성내동)",05399,03,폐업,,,02-6357-3000,
현익상사,,212631.80093407,449475.1682321,2026-05-06 22:44:04,I,15,전출,2024-09-04 16:53:35,,2023-07-11,,서울특별시 강동구 명일동 ***-* 수목빌딩,PHMG120233240033047000070,3240000,"서울특별시 강동구 양재대로 ****, 수목빌딩 *층 ***호 (명일동)",05295,05,제외/삭제/전출,,,,
스토리웨이 가산맞이방점,,189514.72996753,442253.567254569,2026-05-06 22:38:38,I,13,영업중,2025-03-27 15:52:34,,2023-08-25,,,PHMG120233170035047000118,3170000,"서울특별시 금천구 벚꽃로 ***, 가산디지털단지역 (가산동)",08510,01,영업/정상,,,070-7092-7193,
소리몰,2024-11-26,192024.601513857,438423.909374917,2026-05-06 22:37:44,I,24,직권폐업,2024-11-26 09:52:37,,2019-11-27,,,PHMG120193170035047000175,3170000,"서울특별시 금천구 금하로**나길 **, ***동 ***호 (시흥동, 관악신도브래뉴)",08647,04,취소/말소/만료/정지/중지,,,,
(주)씨앤알메디칼,2014-03-31,,,2026-05-06 22:41:15,I,03,폐업,2014-03-31 17:52:36,,2008-05-27,134-090,서울특별시 강동구 성내*동 ***-*중앙빌딩***호,PHMG120083240033047000039,3240000,,,03,폐업,,,02-747-4594,
케이제이 인터내셔날,,189055.138252216,441958.334400683,2026-05-06 22:37:31,I,15,전출,2025-02-10 14:40:28,,2016-11-18,,,PHMG120163170035047000117,3170000,"서울특별시 금천구 서부샛길 ***, 지하*층 ***-**호 (가산동, 대성디폴리스지식산업센터)",08504,05,제외/삭제/전출,,,,
씨유금산초교점,2024-06-21,191595.745126858,437818.53216611,2026-05-06 22:38:23,I,03,폐업,2024-06-21 15:13:36,,2022-02-16,,서울특별시 금천구 시흥동 ***-*,PHMG120223170035047000072,3170000,"서울특별시 금천구 시흥대로**길 **, *층 (시흥동)",08651,03,폐업,,,,
주노메디컬,,189092.729912585,442262.659278232,2026-05-06 22:38:31,I,15,전출,2023-01-04 17:49:03,,2018-10-01,,서울특별시 금천구 가산동 ***-** 백상스타타워*차,PHMG120223170035047000227,3170000,"서울특별시 금천구 가산디지털*로 ***, 백상스타타워*차 ****호 (가산동)",08504,05,제외/삭제/전출,,,02-2642-0403,66
케이홈,,189459.065518928,441844.960857588,2026-05-06 22:38:01,I,13,영업중,2022-08-26 09:21:04,,2021-05-10,,,PHMG120213170035047000084,3170000,"서울특별시 금천구 가산디지털*로 ***, *층 ***C-*호 (가산동)",08506,01,영업/정상,,,,
(주)에이치피커뮤니케이션,2013-06-30,,,2026-05-06 22:37:19,I,03,폐업,2013-07-16 15:12:26,,2012-10-16,,,PHMG120123170035047000051,3170000,"서울특별시 금천구 디지털로*길 **, ***호 (가산동, 백상스타타워*차)",,03,폐업,,,,
주식회사 비채온,,212058.101635733,447981.73419896,2026-05-06 22:43:12,I,15,전출,2020-01-02 16:17:24,,2018-06-20,,서울특별시 강동구 성내동 ***번지,PHMG120183240033047000051,3240000,"서울특별시 강동구 천호대로 ****, *층 ***호 (성내동)",05373,05,제외/삭제/전출,,,02-478-7678,96.6
주식회사 베뉴,,189790.323886715,442017.86745811,2026-05-06 22:38:08,I,13,영업중,2021-09-28 10:34:56,,2021-09-28,,서울특별시 금천구 가산동 **-** 백상스타타워*차,PHMG120213170035047000134,3170000,"서울특별시 금천구 디지털로*길 **, 백상스타타워*차 ***호 (가산동)",08511,01,영업/정상,,,,
메디렌,,190858.649482406,440808.541334678,2026-05-06 22:37:27,I,13,영업중,2020-04-13 09:20:25,,2015-05-01,,서울특별시 금천구 독산동 ***번지 *호 시티렉스,PHMG120153170035047000045,3170000,"서울특별시 금천구 시흥대로 ***, 시티렉스 ***호 (독산동)",08584,01,영업/정상,,,,
웰팜,2010-10-28,211327.404716871,447055.923693449,2026-05-06 22:41:48,I,03,폐업,2010-10-28 16:00:09,,2010-08-13,134-031,서울특별시 강동구 성내*동 ***번지 **호 아미스빌딩 *층,PHMG120103240033047000064,3240000,,,03,폐업,,,,
(주)바이오덴,,189575.815287955,441503.181731081,2026-05-06 22:37:42,I,15,전출,2022-02-23 10:19:09,,2019-06-17,,,PHMG120193170035047000102,3170000,"서울특별시 금천구 가산디지털*로 ***, SK트윈테크타워 B***층 (가산동)",08589,05,제외/삭제/전출,,,62922840,
주식회사 인터렉스아이에스,,210908.71905633,447428.323394054,2026-05-06 22:44:07,I,13,영업중,2024-02-07 13:47:00,,2024-02-06,,서울특별시 강동구 성내동 ***-* 예원빌딩,PHMG120243240033047000022,3240000,"서울특별시 강동구 성내로 **, 비*층 (성내동)",05399,01,영업/정상,,,,
(주)엘루어코리아,,189282.557380259,442417.955057116,2026-05-06 22:37:30,I,13,영업중,2016-09-12 09:29:58,,2016-09-08,,,PHMG120163170035047000089,3170000,"서울특별시 금천구 가산디지털*로 ***, ***호 (가산동, 케이씨씨 웰츠밸리)",08501,01,영업/정상,,,,
모티보나인 트레이더스,,211454.365771994,449874.775624352,2026-05-06 22:44:09,I,13,영업중,2024-10-29 13:24:30,,2024-10-28,,서울특별시 강동구 암사동 ***-* 암사동빌딩,PHMG120243240033047000110,3240000,"서울특별시 강동구 암사길 *-*, 암사동빌딩 *층 (암사동)",05263,01,영업/정상,,,,
바이오사이언스그룹,2024-06-11,212351.619626906,448364.433770696,2026-05-06 22:42:46,I,03,폐업,2024-06-12 11:05:53,,2014-07-08,134-880,서울특별시 강동구 길동 ***번지 *호 진윤빌딩 *층,PHMG120143240033047000043,3240000,"서울특별시 강동구 진황도로**길 **, *층 (길동, 진윤빌딩)",05351,03,폐업,,,02-487-7495,
트라이콤 메디칼,,189601.079212177,441193.941914277,2026-05-06 22:38:43,I,13,영업중,2025-09-16 16:06:54,,2014-10-06,,서울특별시 금천구 가산동 ***-** 가산 아이에스비즈타워,PHMG120243170035047000119,3170000,"서울특별시 금천구 가산디지털*로 **-**, 가산 아이에스비즈타워 ****호 (가산동)",08589,01,영업/정상,,,,
(주)디그레이,2022-08-08,189055.138252216,441958.334400683,2026-05-06 22:37:41,I,03,폐업,2022-08-08 13:51:41,,2017-09-28,,서울특별시 금천구 가산동 ***번지 *호 대성디폴리스지식산업센터 A동 ****호,PHMG120193170035047000071,3170000,"서울특별시 금천구 서부샛길 ***, 대성디폴리스지식산업센터 A동 ****호 (가산동)",08504,03,폐업,,,,
(주)코리아세븐 길동4호점,2022-04-05,212844.984848164,448347.71493714,2026-05-06 22:43:44,I,03,폐업,2022-04-06 10:03:07,,2021-05-04,,서울특별시 강동구 길동 ***-* 동인빌딩,PHMG120213240033047000073,3240000,"서울특별시 강동구 명일로 ***, 동인빌딩 *층 (길동)",05349,03,폐업,,,,
(주)코리아세븐 가산한신아이티점,,189834.383375802,441938.326056501,2026-05-06 22:38:27,I,13,영업중,2024-02-27 10:05:38,,2022-04-28,,서울특별시 금천구 가산동 **-** 한신IT 타워*차,PHMG120223170035047000125,3170000,"서울특별시 금천구 디지털로*길 **, 한신IT 타워*차 ***호 (가산동)",08511,01,영업/정상,,,,
아방가이드,,211984.15982295,448338.402448236,2026-05-06 22:43:34,I,15,전출,2022-09-19 15:14:55,,2020-03-23,,서울특별시 강동구 길동 ***번지 **호 한솔브리즈아파트,PHMG120203240033047000024,3240000,"서울특별시 강동구 천호대로***길 **, ***호 (길동, 한솔브리즈아파트)",05354,05,제외/삭제/전출,,,,
주식회사 우승글로벌,2023-03-20,191104.270539805,438995.758911348,2026-05-06 22:37:51,I,24,직권폐업,2023-03-20 10:07:41,,2021-01-11,,서울특별시 금천구 시흥동 ***-** 영광빌딩,PHMG120213170035047000008,3170000,"서울특별시 금천구 시흥대로**길 **, ***호 (시흥동, 영광빌딩)",08632,04,취소/말소/만료/정지/중지,,,02-6322-9624,
CU 명일엘지점,2017-02-02,212881.993299079,449709.999794546,2026-05-06 22:42:51,I,03,폐업,2017-02-03 09:30:45,,2014-11-18,134-830,서울특별시 강동구 명일동 ***번지 *호,PHMG120143240033047000105,3240000,서울특별시 강동구 양재대로***길 ** (명일동),05292,03,폐업,,,,
누가의료기,,212611.870740536,449721.613050615,2026-05-06 22:44:02,I,13,영업중,2023-01-10 10:45:14,,2023-01-09,,서울특별시 강동구 천호동 **-*,PHMG120233240033047000008,3240000,"서울특별시 강동구 양재대로 ****, *층 (천호동)",05306,01,영업/정상,,,,176.96
라디메디,2023-07-05,189378.332493727,442066.99866487,2026-05-06 22:38:08,I,03,폐업,2023-07-05 10:15:23,,2019-10-11,,서울특별시 금천구 가산동 ***-** 가산 에스케이 브이원 센터,PHMG120213170035047000137,3170000,"서울특별시 금천구 가산디지털*로 ***, 가산 에스케이 브이원 센터 ***호 (가산동)",08503,03,폐업,,,,
한방채움,2014-01-10,213552.7799918,449418.904279257,2026-05-06 22:41:53,I,24,직권폐업,2015-05-15 08:26:46,,2011-05-23,134-826,서울특별시 강동구 명일동 ***번지 *호 *층,PHMG120113240033047000043,3240000,서울특별시 강동구 상암로**길 * (명일동),,04,취소/말소/만료/정지/중지,,,63481075,
중앙보훈메디칼,,212977.518442527,447785.17473728,2026-05-06 22:44:08,I,13,영업중,2024-05-10 14:20:43,,2024-05-09,,서울특별시 강동구 둔촌동 **-*,PHMG120243240033047000053,3240000,"서울특별시 강동구 동남로**길 **, *층 (둔촌동)",05366,01,영업/정상,,,,
가족사랑 간호와요양,,191203.852060397,438765.406099377,2026-05-06 22:38:42,I,13,영업중,2024-09-03 16:18:39,,2024-09-03,,,PHMG120243170035047000105,3170000,"서울특별시 금천구 시흥대로 ***, 아람아이씨티타워 *층 ***호 (시흥동)",08635,01,영업/정상,,,,76.5
이레기업,2011-03-15,189686.475000033,440870.092608694,2026-05-06 22:37:12,I,03,폐업,2011-03-15 16:09:55,,2009-07-03,153-778,서울특별시 금천구 가산동 ***번지 **호 대륭테크노타운**차 ***호,PHMG120093170035047000025,3170000,"서울특별시 금천구 가산디지털*로 **, ***호 (가산동,대륭테크노타운**차)",,03,폐업,,,,
삐에로쑈핑 천호점,2020-03-10,211025.924972294,448495.189151526,2026-05-06 22:43:19,I,03,폐업,2020-03-10 13:40:26,,2019-05-02,,서울특별시 강동구 천호동 ***번지 *호 이마트,PHMG120193240033047000043,3240000,"서울특별시 강동구 천호대로 ****, 이마트 지하*층 (천호동)",05328,03,폐업,,,,825
노블메디케어,2024-11-26,188882.169962717,442425.473108218,2026-05-06 22:38:24,I,03,폐업,2024-11-26 09:44:59,,2022-03-18,,서울특별시 금천구 가산동 ***-* G밸리 하우스디 어반,PHMG120223170035047000094,3170000,"서울특별시 금천구 서부샛길 ***, G밸리 하우스디 어반 B동 ****호 (가산동)",08500,03,폐업,,,,
양지의료기,2013-09-03,212844.152284222,447332.475328322,2026-05-06 22:42:32,I,03,폐업,2013-09-03 16:19:33,,2013-04-01,134-818,서울특별시 강동구 둔촌*동 **번지 *호,PHMG120133240033047000023,3240000,"서울특별시 강동구 진황도로**길 **, *층 (둔촌동)",,03,폐업,,,070-8879-5600,
메디필,2017-10-12,191778.019334705,441960.969263558,2026-05-06 22:37:22,I,03,폐업,2017-10-12 13:53:45,,2014-04-23,,,PHMG120143170035047000021,3170000,"서울특별시 금천구 남부순환로***길 **, *층 (독산동)",08548,03,폐업,,,,
