사업장명,업태구분명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가취소일자,인허가일자,소재지면적,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
고개마루주유소,주유소,,173315.278662627,444731.644482509,2026-05-06 22:50:19,I,01,신규등록,2023-10-30 11:22:07,,1992-06-27,328,인천광역시 부평구 산곡동 180-381,1992354004701500021,3540000,인천광역시 부평구 원적로 294 (산곡동),,,01,영업/정상,,,032-525-9695
구산주유소,주유소,,178115.638527851,441460.495168273,2026-05-06 22:50:19,I,07,영업개시,2011-11-22 10:06:18,,1992-08-24,625,인천광역시 부평구 구산동 62-1,1992354004701500022,3540000,인천광역시 부평구 무네미로 431  (구산동),,,01,영업/정상,2010-11-15,2010-12-05,032-501-9351
대영석유,일반판매소,,176373.817735108,443539.392024819,2026-05-06 22:50:19,I,01,신규등록,2005-06-23 00:00:00,,1992-10-05,,인천광역시 부평구 부개동 139-5,1992354006101200001,3540000,인천광역시 부평구 부평문화로 156  (부개동),,,01,영업/정상,,,032-519-8342
하나석유,일반판매소,,,,2026-05-06 22:50:19,I,01,신규등록,2000-09-23 00:00:00,,1993-07-05,,인천광역시 부평구 삼산동 192-10,1993354004701200029,3540000,,,,01,영업/정상,,,032-528-0049
(주)가정상사,일반판매소,,173188.954600979,440730.514229326,2026-05-06 22:50:19,I,01,신규등록,2014-02-27 10:51:15,,1993-05-13,,인천광역시 부평구 십정동 450-24,1993354004701200042,3540000,인천광역시 부평구 백범로477번길 14 (십정동),,,01,영업/정상,,,032-426-7444
영진에너지주식회사,일반판매소,,173522.151817699,442959.629323523,2026-05-06 22:50:19,I,01,신규등록,2014-02-27 11:07:33,,1993-10-16,,인천광역시 부평구 산곡동 산 47-33,1993354004701200057,3540000,인천광역시 부평구 화랑로59번길 25 (산곡동),,,01,영업/정상,,,032-516-5324
제일석유,일반판매소,,173768.830053812,441153.186899336,2026-05-06 22:50:19,I,01,신규등록,2014-02-27 11:00:39,,1993-01-14,,인천광역시 부평구 십정동 479-22,1993354004701200068,3540000,인천광역시 부평구 아트센터로44번길 17 (십정동),,,01,영업/정상,,,032-430-7320
제일에너지,일반판매소,,175991.255275374,444787.687633863,2026-05-06 22:50:20,I,01,신규등록,2021-10-28 16:52:10,,1993-04-21,,인천광역시 부평구 부평동 10-619,1993354004701200071,3540000,인천광역시 부평구 길주남로65번길 12-7 (부평동),,,01,영업/정상,,,032-515-4732
경ㄱ 삭우,일반판매소,,172393.728992734,443507.762682573,2026-05-06 22:50:20,I,01,신규등록,2000-09-23 00:00:00,,1993-06-08,,인천광역시 서구 가좌동 306 코스모스아파트  3동 210호,1993354004701200072,3540000,"인천광역시 서구 장고개로 354, 3동 210호 (가좌동,코스모스아파트 )",,,01,영업/정상,,,032-425-9413
쌍용석유,일반판매소,,,,2026-05-06 22:50:20,I,01,신규등록,2000-09-23 00:00:00,,1993-10-08,,인천광역시 부평구 청천동 48-102,1993354004701200074,3540000,,,,01,영업/정상,,,032-529-5524
주식회사한중산업,일반판매소,,173345.120693893,441518.680648224,2026-05-06 22:50:20,I,01,신규등록,2014-02-27 11:01:22,,1993-10-29,,인천광역시 부평구 십정동 375-7,1993354004701200076,3540000,인천광역시 부평구 이규보로27번길 23-1 (십정동),,,01,영업/정상,,,032-434-6800
동진석유,일반판매소,,,,2026-05-06 22:50:20,I,01,신규등록,2000-09-23 00:00:00,,1993-11-19,,인천광역시 부평구 십정동 251-252,1993354004701200079,3540000,,,,01,영업/정상,,,032-577-7020
오성상사(주),일반판매소,,,,2026-05-06 22:50:20,I,01,신규등록,2000-09-23 00:00:00,,1993-12-04,,"인천광역시 부평구 십정동 362-34,36",1993354004701200080,3540000,,,,01,영업/정상,,,032-421-0651
뚱보석유사,일반판매소,,175960.317980687,444899.698710192,2026-05-06 22:50:20,I,01,신규등록,2023-10-30 15:38:45,,1993-12-15,,인천광역시 부평구 부평동 895-1,1993354004701200081,3540000,인천광역시 부평구 길주로602번길 20 (부평동),,,01,영업/정상,,,032-512-2977
굿데이self주유소,주유소,,176217.678568897,445951.793751667,2026-05-06 22:50:20,I,06,휴지사업재개,2023-10-30 11:09:43,,1993-03-10,481,인천광역시 부평구 삼산동 275-11 276-3,1993354004701500024,3540000,인천광역시 부평구 장제로 335 (삼산동),,,01,영업/정상,2016-02-11,2016-07-01,032-528-0362
용산뉴타운주유소,주유소,,196779.97932232,446986.163348884,2026-05-06 22:50:10,I,03,폐지,2021-04-08 10:05:58,,1976-05-17,664,서울특별시 용산구 한강로3가 65-155,1976302007401500006,3020000,서울특별시 용산구 한강대로 48 (한강로3가),,,03,폐업,,,02-795-0204
남영사,일반판매소,,197584.699531636,448947.066902909,2026-05-06 22:50:10,I,03,폐지,2006-06-12 00:00:00,,1979-05-25,,서울특별시 용산구 남영동 80-1,1979302007401200001,3020000,서울특별시 용산구 한강대로80길 11-3  (남영동),,,03,폐업,,,02-797-1243
용남석유,일반판매소,,196668.467438571,448483.434616577,2026-05-06 22:50:10,I,03,폐지,2016-01-11 14:08:50,,1979-05-25,,서울특별시 용산구 용문동 5-52,1979302007401200003,3020000,서울특별시 용산구 백범로 308 (용문동),,,03,폐업,,,02-713-3369
나정석유,일반판매소,,197151.536913052,447589.439100611,2026-05-06 22:50:11,I,03,폐지,2005-09-30 00:00:00,,1986-10-23,,서울특별시 용산구 한강로2가 311-1,1986302007401200001,3020000,서울특별시 용산구 한강대로39길 5  (한강로2가),,,03,폐업,,,02-777-4745
경남주유소,주유소,,174241.539153818,446172.178555833,2026-05-06 22:50:20,I,01,신규등록,2014-02-27 10:40:03,,1993-11-18,,인천광역시 부평구 청천동 3-1,1993354004701500027,3540000,인천광역시 부평구 청중로 109 (청천동),,,01,영업/정상,,,032-522-5454
(주)정현주유소,주유소,,176248.280480127,446392.973018074,2026-05-06 22:50:21,I,01,신규등록,2024-06-26 15:02:10,,1993-12-01,1396,인천광역시 부평구 삼산동 225-6,1993354004701500028,3540000,인천광역시 부평구 장제로 379 (삼산동),,,01,영업/정상,,,032-523-6586
이안스타에너지 이안주유소,주유소,,177603.661456824,442569.693625419,2026-05-06 22:50:21,I,06,휴지사업재개,2025-11-19 14:27:14,,1993-12-01,1426,인천광역시 부평구 일신동 68-1,1993354004701500029,3540000,인천광역시 부평구 경인로 1151 (일신동),,2024-04-11,01,영업/정상,,,032-502-4683
벧엘주유소,주유소,,,,2026-05-06 22:50:21,I,01,신규등록,2000-10-05 00:00:00,,1993-12-01,970.3,"인천광역시 부평구 삼산동 270-6,8",1993354004701500031,3540000,,,,01,영업/정상,,,032-526-5189
주식회사진양에너지,주유소,,178231.432753744,442312.459736479,2026-05-06 22:50:22,I,01,신규등록,2000-11-30 00:00:00,,1993-12-04,727,인천광역시 부평구 구산동 7-3,1993354004701500033,3540000,인천광역시 부평구 경인로 1216  (구산동),,,01,영업/정상,,,032-515-0077
동진주유소,주유소,,174364.219441786,442084.329044256,2026-05-06 22:50:22,I,01,신규등록,2001-12-03 00:00:00,,1993-12-15,936.5,인천광역시 부평구 십정동 571-3,1993354004701500034,3540000,인천광역시 부평구 경인로 795  (십정동),,,01,영업/정상,,,032-513-6655
대한석유상사,일반판매소,,,,2026-05-06 22:50:22,I,01,신규등록,2000-09-23 00:00:00,,1994-09-23,,인천광역시 부평구 부평동 33-34,1994354004701200070,3540000,,,,01,영업/정상,,,032-519-0736
신촌석유사,일반판매소,,174331.740317814,442861.77462053,2026-05-06 22:50:22,I,01,신규등록,2023-10-30 15:40:37,,1994-08-17,,인천광역시 부평구 부평동 283-71,1994354004701200083,3540000,인천광역시 부평구 신촌로 47-1 (부평동),,,01,영업/정상,,,032-523-0647
쌍용석유,일반판매소,,173099.788570862,440748.168889992,2026-05-06 22:50:22,I,01,신규등록,2014-02-26 15:08:19,,1994-08-24,,인천광역시 부평구 십정동 460-39,1994354004701200084,3540000,인천광역시 부평구 백범로487번길 22 (십정동),,,01,영업/정상,,,032-421-2032
호남석유,일반판매소,,174853.323894667,442784.864153545,2026-05-06 22:50:22,I,01,신규등록,2014-02-26 15:04:10,,1994-09-07,,인천광역시 부평구 부평동 759-31,1994354004701200085,3540000,인천광역시 부평구 안남로16번길 25 (부평동),,,01,영업/정상,,,032-522-0524
경인석유,일반판매소,,173927.288038636,442330.377437044,2026-05-06 22:50:22,I,01,신규등록,2014-02-26 15:00:24,,1994-11-08,,인천광역시 부평구 십정동 186-396,1994354004701200086,3540000,인천광역시 부평구 이규보로 119 (십정동),,,01,영업/정상,,,032-525-4967
갈산셀프주유소,주유소,,176302.247983554,446253.518988761,2026-05-06 22:50:23,I,07,영업개시,2024-10-11 11:18:33,,1994-03-02,1610,"인천광역시 부평구 갈산동 45-1 ,9",1994354004701500035,3540000,인천광역시 부평구 장제로 362 (갈산동),21318,2015-10-27,01,영업/정상,,,032-519-5656
유정주유소,주유소,,172993.855593569,441930.846409498,2026-05-06 22:50:23,I,01,신규등록,2014-02-26 14:58:54,,1994-03-02,662,인천광역시 부평구 십정동 134-2,1994354004701500036,3540000,인천광역시 부평구 경원대로 1091 (십정동),,,01,영업/정상,,,032-431-4081
주식회사 나비파크주유소,주유소,,172710.744952442,446735.487813849,2026-05-06 22:50:23,I,07,영업개시,2024-12-02 10:01:19,,1994-03-02,660,인천광역시 부평구 청천동 67-96,1994354004701500037,3540000,인천광역시 부평구 서달로 338 (청천동),,,01,영업/정상,,,032-529-1125
동산주유소,주유소,,173063.840466883,440949.669468183,2026-05-06 22:50:23,I,01,신규등록,2014-02-26 14:57:52,,1994-04-07,818,인천광역시 부평구 십정동 316-49,1994354004701500038,3540000,인천광역시 부평구 백범로 502 (십정동),,,01,영업/정상,,,032-431-2188
형제주유소,주유소,,176027.097824645,443606.69659846,2026-05-06 22:50:23,I,01,신규등록,2014-02-26 14:56:11,,1994-07-19,732.5,인천광역시 부평구 부평동 519-9,1994354004701500041,3540000,인천광역시 부평구 장제로 99 (부평동),,,01,영업/정상,,,032-521-5151
에스케이글로벌주식회사 상덕주유소,주유소,,175327.182871591,445886.986613253,2026-05-06 22:50:23,I,01,신규등록,2014-02-26 15:03:16,,1994-07-22,1178.2,인천광역시 부평구 갈산동 181-8,1994354004701500043,3540000,인천광역시 부평구 부평대로 262 (갈산동),,,01,영업/정상,,,032-425-1205
한화주유소,주유소,,172381.855993188,446738.602089597,2026-05-06 22:50:23,I,01,신규등록,2014-02-26 14:53:44,,1994-10-10,916,인천광역시 부평구 청천동 58-69,1994354004701500044,3540000,인천광역시 부평구 서달로 308 (청천동),,,01,영업/정상,,,032-502-5149
동양석유,일반판매소,,172685.682176834,441496.748747646,2026-05-06 22:50:23,I,01,신규등록,2014-02-26 14:52:41,,1995-12-13,,인천광역시 부평구 십정동 251,1995354004701200025,3540000,인천광역시 부평구 경원대로 1037 (십정동),,,01,영업/정상,,,032-432-4123
성화석유,일반판매소,,173216.302083583,440950.186099035,2026-05-06 22:50:23,I,01,신규등록,2014-02-26 14:51:19,,1995-12-12,,인천광역시 부평구 십정동 447-39,1995354004701200030,3540000,인천광역시 부평구 백범로488번길 19 (십정동),,,01,영업/정상,,,032-435-0315
동신석유,일반판매소,,173018.255914271,441359.112440246,2026-05-06 22:50:23,I,01,신규등록,2024-06-19 09:19:40,,1995-09-29,,인천광역시 부평구 십정동 322-19,1995354004701200038,3540000,인천광역시 부평구 배곶로69번길 3 (십정동),,,01,영업/정상,,,032-432-6460
오성석유,일반판매소,,173579.891546913,445801.926530189,2026-05-06 22:50:23,I,01,신규등록,2014-02-26 14:48:29,,1995-06-20,,인천광역시 부평구 산곡동 46-6,1995354004701200089,3540000,인천광역시 부평구 산청로 58-1 (산곡동),,,01,영업/정상,,,032-504-5858
삼산우리석유,일반판매소,,,,2026-05-06 22:50:23,I,01,신규등록,2000-09-23 00:00:00,,1995-08-01,,인천광역시 부평구 삼산동 80-7,1995354004701200091,3540000,,,,01,영업/정상,,,032-527-7005
성일석유,일반판매소,,172825.381334885,441324.273396851,2026-05-06 22:50:23,I,01,신규등록,2014-02-26 14:46:16,,1995-08-24,,인천광역시 부평구 십정동 328-3,1995354004701200092,3540000,인천광역시 부평구 백범로542번길 8-21 (십정동),,,01,영업/정상,,,032-437-5035
(주)서부티엔디,주유소,,196610.663839509,447742.348636253,2026-05-06 22:50:11,I,03,폐지,2014-04-25 17:15:30,,1989-07-07,1086,서울특별시 용산구 한강로3가 40-969,1989302007401500001,3020000,서울특별시 용산구 청파로20길 83 (한강로3가),,,03,폐업,,,02-703-8118
동성석유,일반판매소,,192559.994725361,452852.020155302,2026-05-06 22:50:11,I,03,폐지,2016-01-11 14:16:08,,1990-12-06,,서울특별시 서대문구 남가좌동 377 3통1반 남가좌삼성아파트 101동 201호,1990302007401200016,3020000,"서울특별시 서대문구 증가로 191, 101동 201호 (남가좌동,남가좌삼성아파트)",,,03,폐업,,,
중앙석유,일반판매소,,199943.016460781,447386.725571553,2026-05-06 22:50:11,I,03,폐지,2016-01-11 14:17:33,,1990-09-03,,서울특별시 용산구 보광동 264-69,1990302007401200017,3020000,서울특별시 용산구 보광로14길 48 (보광동),,,03,폐업,,,02-797-0072
부영주유소,주유소,,195886.024469289,447573.941467913,2026-05-06 22:50:13,I,03,폐지,2015-02-24 18:03:52,,1993-12-15,1910,서울특별시 용산구 이촌동 212-1,1993302007401500005,3020000,서울특별시 용산구 이촌로 16 (이촌동),,,03,폐업,,,02-706-5000
오대석유,일반판매소,,196465.424151876,448032.083838496,2026-05-06 22:50:13,I,03,폐지,2017-04-17 15:31:58,,1995-07-10,,서울특별시 용산구 원효로2가 92-10,1995302007401200002,3020000,서울특별시 용산구 원효로48길 9 (원효로2가),,,03,폐업,,,02-716-2121
세방석유상사,일반판매소,,198621.568771382,449215.327711063,2026-05-06 22:50:13,I,03,폐지,2016-01-11 14:05:47,,2001-05-07,,서울특별시 용산구 용산동2가 1-48,2001302007401200002,3020000,서울특별시 용산구 소월로20길 30  (용산동2가),,,03,폐업,,,02-775-4532
동양연료,일반판매소,,199902.25812814,447753.685996193,2026-05-06 22:50:13,I,03,폐지,2001-05-07 00:00:00,,2001-05-07,,서울특별시 용산구 보광동 265-961,2001302007401200011,3020000,서울특별시 용산구 우사단로10길 80  (보광동),,,03,폐업,,,02-793-8898
이태원석유,일반판매소,,198844.701739064,448046.692564344,2026-05-06 22:50:13,I,03,폐지,2001-04-09 00:00:00,,2001-04-07,,서울특별시 용산구 이태원동 552,2001302007401200013,3020000,서울특별시 용산구 녹사평대로40길 33  (이태원동),,,03,폐업,,,02-794-1380
쌍용석유,일반판매소,,196200.099737911,447987.019176963,2026-05-06 22:50:13,I,03,폐지,2017-06-19 11:21:08,,2001-01-29,,서울특별시 용산구 원효로3가 99,2001302007401200017,3020000,서울특별시 용산구 원효로41가길 3 (원효로3가),,,03,폐업,,,02-712-5500
세정석유(주),일반판매소,,199354.469018798,447943.138508679,2026-05-06 22:50:14,I,03,폐지,2016-01-11 14:02:13,,2001-05-31,,서울특별시 용산구 이태원동 130-8 4통6반,2001302007401200018,3020000,서울특별시 용산구 이태원로26길 17 (이태원동),,,03,폐업,,,02-793-5138
경기석유,일반판매소,,198511.640616644,449438.219426092,2026-05-06 22:50:14,I,03,폐지,2001-05-16 00:00:00,,2001-05-15,,서울특별시 용산구 후암동 406-58,2001302007401200022,3020000,서울특별시 용산구 신흥로20길 37  (후암동),,,03,폐업,,,02-754-3095
신아석유,일반판매소,,198468.102034555,449150.559157033,2026-05-06 22:50:14,I,03,폐지,2001-03-24 00:00:00,,2001-03-06,,서울특별시 용산구 용산동2가 5-1161,2001302007401200023,3020000,서울특별시 용산구 신흥로 111  (용산동2가),,,03,폐업,,,02-771-1780
중앙석유(주) 남창주유소,일반판매소,,200471.903312912,448199.065849486,2026-05-06 22:50:14,I,03,폐지,2016-01-11 13:53:07,,2001-02-05,,서울특별시 용산구 한남동 707-14,2001302007401500014,3020000,서울특별시 용산구 한남대로 82 (한남동),,,03,폐업,,,02-795-8484
현대자동차(주) 원효로주유소,주유소,,195770.709246897,447765.809442454,2026-05-06 22:50:14,I,03,폐지,2009-11-27 13:58:04,,2001-01-19,669.2,서울특별시 용산구 원효로4가 114-36,2001302007401500025,3020000,서울특별시 용산구 원효로 86  (원효로4가),,,03,폐업,,,02-7127-7495
서울상사,일반판매소,,195996.987059253,447116.532297206,2026-05-06 22:50:14,I,03,폐지,2016-01-11 13:46:19,,2002-11-25,,서울특별시 용산구 이촌동 203-17,2002302007401200002,3020000,서울특별시 용산구 이촌로18길 5 (이촌동),,,03,폐업,,,02-712-2900
서울상사,일반판매소,,195996.987059253,447116.532297206,2026-05-06 22:50:14,I,03,폐지,2016-01-11 13:45:31,,2002-11-25,,서울특별시 용산구 이촌동 203-17,2002302007401200003,3020000,서울특별시 용산구 이촌로18길 5 (이촌동),,,03,폐업,,,02-712-2900
(주)정원EDS 망우주유소,주유소,,,,2026-05-06 22:50:11,I,03,폐지,2021-04-07 10:10:03,,2005-05-09,900.1,"서울특별시 중랑구 상봉동 100, 160-6",2000306007501500001,3060000,서울특별시 중랑구 망우로 311 (상봉동),,,03,폐업,,,02-432-5145
서울석유,일반판매소,,207719.850156727,453676.29392157,2026-05-06 22:50:11,I,03,폐지,2013-10-25 13:30:39,,2002-02-27,,서울특별시 중랑구 면목동 502-2,2002306007501200001,3060000,,,,03,폐업,,,02-434-1949
현대정유(주)제3대지주유소,일반판매소,,206970.931160172,454293.539072489,2026-05-06 22:50:12,I,03,폐지,2005-04-19 00:00:00,,1997-05-19,,서울특별시 중랑구 면목동 180-1,2002306007501200002,3060000,,,,03,폐업,,,02-434-5141
대림에너지,일반판매소,,207375.431284156,454422.111811383,2026-05-06 22:50:12,I,03,폐지,2013-10-25 13:30:03,,2002-02-27,,서울특별시 중랑구 면목동 132-21,2002306007501200003,3060000,,,,03,폐업,,,
서부석유,일반판매소,,,,2026-05-06 22:50:14,I,03,폐지,2005-07-01 00:00:00,,1968-11-21,,서울특별시 은평구 녹번동 55-9,1968311008801200001,3110000,서울특별시 은평구 통일로 606  (녹번동),,,03,폐업,,,02-384-6963
보람석유,일반판매소,,173109.742617301,441617.472792455,2026-05-06 22:50:23,I,01,신규등록,2014-02-27 10:31:22,,1995-12-13,,인천광역시 부평구 십정동 305-42,1995354004701200093,3540000,인천광역시 부평구 열우물로118번길 40 (십정동),,,01,영업/정상,,,032-434-8620
(주)성신에너지,일반판매소,,173041.007111621,441112.823367445,2026-05-06 22:50:24,I,01,신규등록,2014-02-26 14:44:44,,1995-12-18,,인천광역시 부평구 십정동 318-2,1995354004701200094,3540000,인천광역시 부평구 배곶남로6번길 25 (십정동),,,01,영업/정상,,,032-423-2371
현대정유주식회사 싸이클주유소,주유소,,178037.148937995,442464.692824916,2026-05-06 22:50:24,I,01,신규등록,2014-02-26 14:43:49,,1995-05-29,3173,인천광역시 부평구 구산동 2-6,1995354004701500045,3540000,인천광역시 부평구 경인로 1195 (구산동),,,01,영업/정상,,,032-502-7771
구도일주유소,주유소,,176317.330096496,442760.698898736,2026-05-06 22:50:24,I,07,영업개시,2023-10-30 14:24:56,,1995-10-09,1133.36,인천광역시 부평구 부개동 232-3,1995354004701500047,3540000,인천광역시 부평구 경인로 1020 (부개동),,,01,영업/정상,2012-04-25,2012-10-24,032-514-8072
심복석유,일반판매소,,176292.134376893,444635.527856973,2026-05-06 22:50:24,I,01,신규등록,2014-02-26 14:41:58,,1996-01-15,,인천광역시 부평구 부평동 10-129,1996354004701200009,3540000,인천광역시 부평구 길주남로102번길 12-8 (부평동),,,01,영업/정상,,,032-5173-3512
신세계석유,일반판매소,,173388.937111936,445008.473517134,2026-05-06 22:50:24,I,01,신규등록,2014-02-26 14:41:08,,1996-01-04,,인천광역시 부평구 산곡동 87-155,1996354004701200095,3540000,인천광역시 부평구 산곡로 26 (산곡동),,,01,영업/정상,,,032-511-1577
쌍용석유,일반판매소,,176177.887834744,443447.862915306,2026-05-06 22:50:24,I,01,신규등록,2023-10-30 15:41:31,,1996-01-15,,인천광역시 부평구 부평동 450-6,1996354004701200097,3540000,인천광역시 부평구 장제로84번길 23 (부평동),,,01,영업/정상,,,032-504-4996
칭득석유,일반판매소,,176791.293010031,443531.612335039,2026-05-06 22:50:24,I,01,신규등록,2014-02-26 14:39:33,,1996-08-21,,인천광역시 부평구 부개동 120-161,1996354004701200098,3540000,인천광역시 부평구 부평문화로 197 (부개동),,,01,영업/정상,,,032-503-3633
효성석유(주) 보보프라자주유소,주유소,,189691.819100824,445265.191940304,2026-05-06 22:50:24,I,01,신규등록,2006-08-14 00:00:00,,1996-07-27,1821,서울특별시 구로구 신도림동 645 신도림3차@ 301동 1702호,1996354004701500046,3540000,"서울특별시 구로구 신도림로 78, 301동 1702호 (신도림동,신도림3차@)",,,01,영업/정상,,,032-502-8562
에스케이글로벌주식회사 이학주유소,주유소,,172721.599866452,441611.414953304,2026-05-06 22:50:24,I,01,신규등록,2000-10-02 00:00:00,,1996-07-26,1095.5,인천광역시 부평구 십정동 246,1996354004701500049,3540000,인천광역시 부평구 경원대로 1049  (십정동),,,01,영업/정상,,,032-578-5882
성주주유소,주유소,,173486.898583667,440874.070374875,2026-05-06 22:50:24,I,01,신규등록,2014-02-26 14:36:27,,1996-08-16,1100.3,인천광역시 부평구 십정동 408-48 19통2반,1996354004701500050,3540000,인천광역시 부평구 열우물로 18 (십정동),,,01,영업/정상,,,032-433-8317
이천석유,일반판매소,,173952.465177772,441162.587627332,2026-05-06 22:50:24,I,01,신규등록,2014-02-26 14:34:44,,1997-10-09,,인천광역시 부평구 십정동 493-42,1997354004701200103,3540000,인천광역시 부평구 경인로701번길 40 (십정동),,,01,영업/정상,,,032-435-1450
삼성석유,일반판매소,,175848.658336272,444657.843895369,2026-05-06 22:50:24,I,01,신규등록,2014-02-26 14:33:36,,1997-10-31,,인천광역시 부평구 부평동 10-270,1997354004701200104,3540000,인천광역시 부평구 장제로199번길 56 (부평동),,,01,영업/정상,,,032-522-2189
강원에너지(주),일반판매소,,172661.199755439,441400.814525567,2026-05-06 22:50:25,I,01,신규등록,2014-02-26 14:31:39,,1998-08-22,,인천광역시 부평구 십정동 264-1,1998354004701200106,3540000,인천광역시 부평구 경원대로 1025 (십정동),,,01,영업/정상,,,032-576-8538
(주)호연지티,용제판매소,,172586.470610659,446517.52465039,2026-05-06 22:50:25,I,01,신규등록,2014-02-26 14:30:38,,1998-11-13,,인천광역시 부평구 청천동 67-11,1998354004701500004,3540000,인천광역시 부평구 청농로 23 (청천동),,,01,영업/정상,,,032-502-9420
지에스칼텍스(주) 부흥로주유소,주유소,,176174.82511281,444621.92217942,2026-05-06 22:50:25,I,06,휴지사업재개,2023-10-30 14:36:27,,1998-01-08,1213,"인천광역시 부평구 부평동 10-865 ,869",1998354004701500052,3540000,인천광역시 부평구 장제로 200 (부평동),21352,2012-08-01,01,영업/정상,2011-11-24,2012-12-24,032-523-5133
주식회사 진주크린텍,용제판매소,,176227.157686153,442826.567994946,2026-05-06 22:50:25,I,01,신규등록,2014-10-16 17:15:47,,1998-07-06,,인천광역시 부평구 부평동 621-40,1998354006101500001,3540000,인천광역시 부평구 경인로 1009 (부평동),,,01,영업/정상,,,032-504-4567
한화석유,일반판매소,,173728.113720801,441228.722751812,2026-05-06 22:50:25,I,01,신규등록,2014-02-26 14:29:19,,1999-06-18,,인천광역시 부평구 십정동 479-13 26통2반 삼인빌라 다동 301호,1999354004701200107,3540000,"인천광역시 부평구 아트센터로60번길 10-3, 다동 301호 (십정동,삼인빌라)",,,01,영업/정상,,,032-423-5104
금강석유,일반판매소,,173263.123407955,445631.919170024,2026-05-06 22:50:25,I,01,신규등록,2014-02-26 14:28:40,,1999-09-24,,인천광역시 부평구 산곡동 63-78 21통6반 산곡그린빌라트 102동 101호,1999354004701200108,3540000,"인천광역시 부평구 마곡로 28, 102동 101호 (산곡동,산곡그린빌라트)",,,01,영업/정상,,,032-516-8663
현대석유상사,일반판매소,,173826.684919381,443442.192355527,2026-05-06 22:50:25,I,01,신규등록,2001-11-27 00:00:00,,2001-11-27,,인천광역시 부평구 산곡동 369-35 3통1반,2001354004701200003,3540000,인천광역시 부평구 마장로 160-5  (산곡동),,,01,영업/정상,,,032-525-1462
대현주유소,주유소,,176096.197618644,443613.245818972,2026-05-06 22:50:25,I,01,신규등록,2014-02-26 14:27:28,,2001-03-20,1050.9,인천광역시 부평구 부평동 518-2,2001354004701500001,3540000,인천광역시 부평구 장제로 100 (부평동),,,01,영업/정상,,,02-2298-5816
(주)한진중공업 남영동주유소,주유소,,,,2026-05-06 22:50:14,I,03,폐지,2009-12-03 15:15:40,,2002-08-07,,서울특별시 용산구 갈월동 103-17,2002302007401500001,3020000,,,,03,폐업,,,02-795-0204
SK네트웍스(주)남산주유소,주유소,,199993.699495652,448367.664079287,2026-05-06 22:50:14,I,03,폐지,2015-12-22 17:43:31,,2003-09-25,595,서울특별시 용산구 한남동 739-11,2003302007401500015,3020000,서울특별시 용산구 이태원로 255 (한남동),,,03,폐업,,,02-794-7665
SK네트웍스(주) 청파주유소,주유소,,197271.499019437,449468.730248023,2026-05-06 22:50:15,I,03,폐지,2018-03-26 17:14:06,,1976-06-30,610,서울특별시 용산구 청파동1가 180,2003302007401500018,3020000,서울특별시 용산구 청파로 311 (청파동1가),,,03,폐업,,,02-701-9130
(주)에치아이씨,용제판매소,,195956.83241222,447651.530984522,2026-05-06 22:50:15,I,03,폐지,2013-04-10 14:17:19,,2007-05-02,,서울특별시 용산구 한강로3가 16-91 한강그랜드 오피스텔711호,2007302009501500001,3020000,"서울특별시 용산구 이촌로 5  (한강로3가,한강그랜드 오피스텔711호)",,,03,폐업,,,02-795-0757
은형석유,일반판매소,,,,2026-05-06 22:50:14,I,03,폐지,2004-01-19 00:00:00,,2003-06-25,,서울특별시 은평구 응암동 626-24,1969311008801200029,3110000,서울특별시 은평구 응암로20길 35-14  (응암동),,,03,폐업,,,02-375-0058
경남석유,일반판매소,,193257.493502017,457395.676818005,2026-05-06 22:50:14,I,03,폐지,2005-06-14 00:00:00,,1970-12-03,,서울특별시 은평구 불광동 328-1,1970311008801200011,3110000,서울특별시 은평구 연서로32길 19  (불광동),,,03,폐업,,,02-387-2231
고려석유,일반판매소,,193268.571497298,457638.979493811,2026-05-06 22:50:14,I,03,폐지,2002-09-03 00:00:00,,1970-10-27,,서울특별시 은평구 불광동 366-5,1970311008801200013,3110000,서울특별시 은평구 연서로33길 3-1  (불광동),,,03,폐업,,,02-355-2947
삼호에너지,일반판매소,,192344.712166608,455708.076387572,2026-05-06 22:50:14,I,03,폐지,2005-07-01 00:00:00,,1970-07-10,,서울특별시 은평구 역촌동 64-53,1970311008801200038,3110000,서울특별시 은평구 연서로3가길 15-10  (역촌동),,,03,폐업,,,02-352-3246
미륭석유주,일반판매소,,192705.72783697,456086.030643417,2026-05-06 22:50:14,I,03,폐지,2007-06-29 00:00:00,,1975-02-26,,서울특별시 은평구 역촌동 13-25,1975311008801200036,3110000,서울특별시 은평구 역말로7길 10  (역촌동),,,03,폐업,,,02-373-4466
화신석유,일반판매소,,190832.436789018,453243.714746405,2026-05-06 22:50:15,I,03,폐지,2002-09-03 00:00:00,,1979-07-23,,서울특별시 은평구 수색동 154-11,1979311008801200048,3110000,서울특별시 은평구 수색로 242  (수색동),,,03,폐업,,,02-373-0111
