사업장명,폐업일자,좌표X,좌표Y,데이터갱신시점,데이터갱신구분,상세영업상태코드,상세영업상태명,최종수정시점,인허가일자,지번주소,관리번호,개방자치단체코드,도로명주소,도로명우편번호,재개업일자,영업내용,영업상태구분코드,영업상태명,휴업시작일자,휴업종료일자,소재지전화번호
대한민국고엽제전우회,,187831.720345753,450994.213236731,2026-05-06 22:35:57,I,20,정상,2022-03-30 15:44:20,2010-06-11,서울특별시 강서구 가양동 **** 가양테크노타운 ****호,2010315012708500004,3150000,"서울특별시 강서구 마곡중앙로 ***, 마곡나루역프라이빗타워Ⅱ ***,***호 (마곡동)",07788,,옥외광고물 제작 설치 및 대행업,01,영업/정상,,,02-2679-7053
주식회사 대광엘에스,,185894.50946257,451570.248347401,2026-05-06 22:35:57,I,30,휴업,2023-06-02 18:08:33,2010-07-08,서울특별시 강서구 등촌동 ***,2010315012708500005,3150000,"서울특별시 강서구 강서로 ***, ***호 (등촌동, 평안빌딩)",,,"옥외광고물등 제작, 설치 및 대행업",02,휴업,2023-06-01,2026-05-31,
보성디자인,,183246.777403897,450593.606865112,2026-05-06 22:35:57,I,20,정상,2017-12-06 10:09:47,2011-07-21,서울특별시 강서구 공항동 **-**,2011315012708500005,3150000,서울특별시 강서구 송정로 **-** (공항동),07627,,옥외광고물 등 제작설치 및 대행업,01,영업/정상,,,26653507
하늘,,186948.005215541,447641.032856616,2026-05-06 22:35:57,I,30,휴업,2023-11-22 10:56:17,2011-09-07,서울특별시 강서구 화곡동 ***-** 지층,2011315012708500007,3150000,서울특별시 강서구 곰달래로 *** (화곡동),,,옥외광고물 제작 및 설치,02,휴업,2021-06-01,2022-05-31,
주식회사 더광고,,183840.763955236,450380.592550403,2026-05-06 22:35:57,I,20,정상,2025-11-13 16:11:54,2021-06-04,서울특별시 강서구 공항동 ****-*,2012315012708500003,3150000,"서울특별시 강서구 방화대로*다길 **-**, *층 (공항동)",07645,,간판제작 및 철거시공,01,영업/정상,,,
아트프로,,187597.208316875,449291.822989319,2026-05-06 22:35:57,I,20,정상,2024-11-21 14:06:58,2008-03-21,서울특별시 강서구 등촌동 ***-**,2012315012708500006,3150000,"서울특별시 강서구 등촌로**가길 *, B*층 (등촌동)",07668,,광고제작,01,영업/정상,,,
라인광고,,183446.457154956,451029.565054897,2026-05-06 22:35:57,I,20,정상,2016-10-20 11:05:13,2013-04-29,서울특별시 강서구 공항동 **-***,2013315012708500002,3150000,서울특별시 강서구 공항대로 ** (공항동),,,옥외광고물 제작 및 시공,01,영업/정상,,,26602040
(주)엔이티,,187291.936645869,450299.092876551,2026-05-06 22:35:57,I,20,정상,2017-06-30 17:22:52,2017-01-25,서울특별시 강서구 등촌동 ***-**,2013315012708500003,3150000,"서울특별시 강서구 공항대로 *** (등촌동, 엔이티)",07571,,옥외광고물 제작 및 설치,01,영업/정상,,,36638400
피알이미지,,186172.155878253,449137.52289774,2026-05-06 22:35:57,I,20,정상,2018-05-10 13:39:55,2014-03-11,,2014315012708500001,3150000,"서울특별시 강서구 화곡로 ***, *층 (화곡동)",07721,,옥외광고물 제작,01,영업/정상,,,
(주)아이위저드,,185655.04600446,451604.412412619,2026-05-06 22:35:57,I,20,정상,2021-02-23 17:14:00,2016-08-11,서울특별시 강서구 마곡동 ***,2014315012708500003,3150000,"서울특별시 강서구 마곡중앙*로*길 **, 디엠프라자 ***~***호 (마곡동)",07792,,"광고물 제작 및 설치, 도로명판, 실사물",01,영업/정상,,,
제일광고,,183284.028505767,451706.896819438,2026-05-06 22:35:55,I,20,정상,2023-01-05 16:45:58,2003-11-07,서울특별시 강서구 방화동 ***-***,2003315008908200021,3150000,"서울특별시 강서구 금낭화로 **, *층 (방화동)",07614,,옥외광고업,01,영업/정상,,,02-2666-5680
도시광고기획,,183350.907355596,450922.982952023,2026-05-06 22:35:55,I,20,정상,2021-09-03 10:55:55,2004-02-12,서울특별시 강서구 공항동 **-** 현대카센터,2004315010208200003,3150000,"서울특별시 강서구 공항대로*길 **, *층 (공항동)",07624,,옥외광고업,01,영업/정상,,,02-2666-7556
유니광고기업,,184258.245268635,452190.990405833,2026-05-06 22:35:55,I,20,정상,2019-10-09 20:38:09,2004-07-12,서울특별시 강서구 마곡동 ***-**,2004315010208200012,3150000,"서울특별시 강서구 양천로**길 **, 마곡빌딩 ***호 (마곡동)",07593,,"옥외광고물 제작, 설치 및 대행업",01,영업/정상,,,02-2658-7806
(주)위젠트,,186078.938913564,451669.615485911,2026-05-06 22:35:56,I,20,정상,2022-11-29 14:54:40,2009-03-26,서울특별시 강서구 가양동 ***-*,2005315010208200010,3150000,"서울특별시 강서구 강서로 ***, 원신교통사옥 ***호 (가양동)",07521,,옥외광고업,01,영업/정상,,,02-3662-4257
대명,,183806.526129845,452341.535342833,2026-05-06 22:35:56,I,20,정상,2013-06-17 17:56:10,2005-12-12,서울특별시 강서구 방화동 ***-*,2005315010208200023,3150000,서울특별시 강서구 양천로 *** (방화동),,,"옥외광고물등 제작,,설치 및 대행",01,영업/정상,,,26645846
동인광고,,183621.008635192,451748.572805814,2026-05-06 22:35:56,I,20,정상,2024-02-16 16:41:34,2006-01-16,서울특별시 강서구 방화동 ***-***,2006315010208200002,3150000,"서울특별시 강서구 금낭화로 **, 용성빌딩 *층 (방화동)",07609,,옥외광고물 제작 및 설치,01,영업/정상,,,02-2661-1982
(주)밸류포인트,,187398.567390687,450345.403199379,2026-05-06 22:35:56,I,20,정상,2026-03-24 16:32:34,2007-10-29,서울특별시 강서구 등촌동 ***-*,2006315010208200004,3150000,서울특별시 강서구 화곡로**길 ** (등촌동),,,광고물 및 게시시설 제작.표시.설치 및 옥외광고 대행,01,영업/정상,,,02-6347-3456
아리랑사,,193814.254407269,451566.39174511,2026-05-06 22:33:08,I,20,정상,2011-05-12 10:29:04,1991-03-20,서울특별시 서대문구 연희동 ***-** **통*반 *층 (연희로 ***),1991312009608500010,3120000,"서울특별시 서대문구 연희로 **  (연희동,*층 (연희로 ***))",,,옥외광고물등 제작,01,영업/정상,,,02-333-2740
홍미광고,,194334.982564961,450613.224019691,2026-05-06 22:33:10,I,20,정상,2011-05-12 10:38:25,1991-03-20,서울특별시 서대문구 창천동 **-** (연세로 **),1991312009608500031,3120000,"서울특별시 서대문구 연세로 **  (창천동,(연세로 **))",,,옥외광고물등제작,01,영업/정상,,,02-336-9639
선전광고,,193229.42481164,452757.502387819,2026-05-06 22:33:10,I,20,정상,2021-12-10 18:03:23,2013-01-14,서울특별시 서대문구 남가좌동 ***-*,1991312009608500034,3120000,"서울특별시 서대문구 증가로 ***, B*층 (남가좌동)",03692,,옥외광고물등제작,01,영업/정상,,,02-303-9393
대지디자인,,194945.74427092,450579.146615205,2026-05-06 22:33:12,I,20,정상,2021-10-13 13:51:10,1991-03-20,서울특별시 서대문구 대현동 **-** (배꽃나래길 **),1991312009608500040,3120000,"서울특별시 서대문구 이화여대*길 **-* (대현동,(배꽃나래길 **))",,,옥외광고물등제작,01,영업/정상,,,02-313-5800
진성광고,,195024.060785379,453976.218958824,2026-05-06 22:33:21,I,20,정상,2020-12-07 11:40:55,1992-04-22,서울특별시 서대문구 홍제동 ***-* (고은길 *),1992312009608500079,3120000,"서울특별시 서대문구 통일로**길 * (홍제동,(고은길 *))",,,옥외광고물등제작,01,영업/정상,,,
미공사,,195663.802213828,450593.568466415,2026-05-06 22:33:22,I,20,정상,2021-05-31 17:43:50,1992-12-17,서울특별시 서대문구 북아현동 ***-*,1992312009608500088,3120000,서울특별시 서대문구 신촌로**나길 * (북아현동),03774,,옥외광고물등제작,01,영업/정상,,,02-393-2298
원창광고,,194520.985003102,450661.363573278,2026-05-06 22:33:34,I,20,정상,2022-04-05 15:15:33,1996-04-16,서울특별시 서대문구 창천동 *-** *통*반 *층 (명물거리 **-*),1996312009608500130,3120000,"서울특별시 서대문구 명물길 **-* (창천동,*층 (명물거리 **-*))",,,옥외광고물등 제작,01,영업/정상,,,02-312-8133
한라광고,,191513.605808387,452728.786615808,2026-05-06 22:33:34,I,20,정상,2011-05-12 10:21:57,1996-07-24,서울특별시 서대문구 북가좌동 ***-*,1996312009608500132,3120000,서울특별시 서대문구 거북골로**길 **  (북가좌동),,,옥외광고물 제작,01,영업/정상,,,02-0302-2079
화인아트,,194968.067191013,453971.716964014,2026-05-06 22:33:35,I,20,정상,2011-05-12 10:59:36,1998-09-10,서울특별시 서대문구 홍제동 ***-* **통*반 (의주로 ***-*),1998312009608500153,3120000,"서울특별시 서대문구 통일로 ***-*  (홍제동,(의주로 ***-*))",,,옥외광고물등제작,01,영업/정상,,,02-395-8463
신영광고,,194914.495658636,454564.34581261,2026-05-06 22:33:37,I,20,정상,2024-11-04 13:19:11,1998-09-28,서울특별시 서대문구 홍은동 ***-*,1998312009608500156,3120000,"서울특별시 서대문구 세검정로*길 **, 풍림종합상가 *층 ***,***호 (홍은동)",03615,,옥외광고물등제작,01,영업/정상,,,02-394-4788
해마기획,,195266.792349137,454527.104582618,2026-05-06 22:33:43,I,20,정상,2021-06-08 10:21:12,2001-05-03,서울특별시 서대문구 홍제동 ***-*** (세검정길 **),2001312008008200211,3120000,"서울특별시 서대문구 세검정로 ** (홍제동,(세검정길 **))",,,광고물등제작,01,영업/정상,,,02-396-1271
주인기획,,186661.072095398,449617.019161037,2026-05-06 22:35:57,I,20,정상,2014-07-10 10:12:31,2014-07-09,서울특별시 강서구 화곡동 ***-** *층,2014315012708500004,3150000,서울특별시 강서구 화곡로**나길 ** (화곡동),,,현수막 제작 및 설치,01,영업/정상,,,
주식회사 아이지디자인,,184715.45178233,451876.480698088,2026-05-06 22:35:57,I,20,정상,2019-04-11 16:24:36,2018-01-18,서울특별시 강서구 마곡동 ***-* 마곡나루역프라이빗타워Ⅱ ***호,2014315012708500005,3150000,"서울특별시 강서구 마곡중앙로 ***, 마곡나루역프라이빗타워Ⅱ ***호 (마곡동)",07788,,광고업제작,01,영업/정상,,,02-858-1285
주식회사 지랜드,,186948.005215541,447641.032856616,2026-05-06 22:35:58,I,30,휴업,2022-06-14 17:59:02,2015-03-04,서울특별시 강서구 화곡동 ***-**,2015315012708500003,3150000,"서울특별시 강서구 곰달래로 ***, ***호 (화곡동)",,,옥외광고업,02,휴업,2022-06-10,2024-06-09,
싸인몰,,183320.096499816,451224.406343126,2026-05-06 22:35:58,I,20,정상,2021-06-11 18:52:48,2021-06-11,서울특별시 강서구 공항동 **-***,2015315012708500006,3150000,"서울특별시 강서구 공항대로*나길 **, ***,***호 (공항동)",07619,,옥외광고업,01,영업/정상,,,
주식회사모습,,186908.91170427,450213.671761531,2026-05-06 22:35:58,I,20,정상,2023-09-21 17:51:33,2017-04-19,서울특별시 강서구 화곡동 ****-**,2015315012708500007,3150000,"서울특별시 강서구 공항대로**길 **-*, *,*층 (화곡동)",07654,,옥외광고업,01,영업/정상,,,02-3663-2822
(주)디비미디어,,186831.997819418,450647.995065191,2026-05-06 22:35:58,I,20,정상,2023-11-09 18:03:47,2019-05-23,서울특별시 강서구 등촌동 *** 경향교회선교관 *층,2015315012708500008,3150000,"서울특별시 강서구 화곡로 ***, 경향교회선교관 *층 (등촌동)",07590,,광고대행,01,영업/정상,,,02-6741-6673
나라디자인,,186308.621051036,447578.061116374,2026-05-06 22:35:58,I,20,정상,2019-01-15 17:40:31,2016-03-08,서울특별시 강서구 화곡동 ***-**,2016315012708500001,3150000,"서울특별시 강서구 곰달래로 ***-*, *층 (화곡동, 엠타워)",07777,,옥외광고업,01,영업/정상,,,
숨디모스,,183869.691775107,450481.99515118,2026-05-06 22:35:58,I,20,정상,2018-10-31 13:38:51,2016-03-24,서울특별시 강서구 공항동 ****-*,2016315012708500002,3150000,서울특별시 강서구 방화대로*길 ** (공항동),07645,,옥외광고업,01,영업/정상,,,
주원애드,,185438.604078568,449977.499873481,2026-05-06 22:35:58,I,20,정상,2023-01-06 10:38:44,2016-10-11,서울특별시 강서구 내발산동 ***-*,2016315012708500006,3150000,"서울특별시 강서구 강서로 ***, *층 (내발산동, 상희빌딩)",07639,,옥외광고사업,01,영업/정상,,,
대운기획,,187885.829027251,449804.589158933,2026-05-06 22:35:58,I,20,정상,2016-10-25 08:58:11,2016-10-24,서울특별시 강서구 등촌동 ***-**,2016315012708500007,3150000,"서울특별시 강서구 등촌로 ***, *층 ***호 (등촌동)",07665,,옥외광고사업,01,영업/정상,,,
래이광고,,183742.700259326,450405.325267724,2026-05-06 22:35:58,I,20,정상,2026-01-06 13:14:52,2017-01-03,서울특별시 강서구 공항동 ****-*,2017315012708500001,3150000,"서울특별시 강서구 방화대로*나길 **, *층 (공항동)",07645,,옥외광고사업,01,영업/정상,,,
(주)팀코드,,185931.619682845,451668.023528774,2026-05-06 22:35:58,I,20,정상,2023-12-14 11:11:37,2017-04-14,서울특별시 강서구 등촌동 ***-* 테크노타워 ***호,2017315012708500002,3150000,"서울특별시 강서구 강서로 ***, 테크노타워 ***호 (등촌동)",07573,,"모형, 전시물, 조형물 제작 및 설치",01,영업/정상,,,02-2039-9767
디스토리,,186033.023785767,448859.526340865,2026-05-06 22:35:58,I,20,정상,2017-04-20 18:07:14,2017-04-19,서울특별시 강서구 화곡동 ***-**,2017315012708500004,3150000,서울특별시 강서구 까치산로 ** (화곡동),07727,,"옥외광고물 간판제작, 인쇄",01,영업/정상,,,
현애드,,187197.468812217,450519.999405521,2026-05-06 22:35:58,I,20,정상,2020-11-13 15:10:48,2017-04-26,서울특별시 강서구 등촌동 ***-** 청림오피스텔 ***호,2017315012708500005,3150000,"서울특별시 강서구 공항대로**길 **, 청림오피스텔 ***호 (등촌동)",07569,,옥외광고영업,01,영업/정상,,,
토탈광고쩜컴,,183929.40571104,450376.414309004,2026-05-06 22:35:58,I,20,정상,2021-03-26 14:14:23,2019-01-24,서울특별시 강서구 공항동 ****,2017315012708500006,3150000,"서울특별시 강서구 공항대로 ***, 로뎀타워 ***호 (마곡동)",07631,,"광고제작, 관리, 대행, 실사출력, 디자인등",01,영업/정상,,,
바로기획,,183698.098433972,451825.491934909,2026-05-06 22:35:58,I,20,정상,2017-06-23 14:25:26,2017-06-09,서울특별시 강서구 방화동 ***-**,2017315012708500007,3150000,"서울특별시 강서구 방화대로**길 *, *층 (방화동)",07605,,간판제작 및 시공,01,영업/정상,,,
광고나라,,185596.485253928,448113.009682419,2026-05-06 22:35:58,I,20,정상,2022-12-15 15:31:39,2017-11-27,서울특별시 강서구 화곡동 ***-**,2017315012708500008,3150000,서울특별시 강서구 가로공원로**길 **-* (화곡동),07765,,간판 제작 및 시공,01,영업/정상,,,
솔로몬공사,,183679.18718608,451843.007184488,2026-05-06 22:35:58,I,20,정상,2017-11-27 14:50:30,2017-11-27,서울특별시 강서구 방화동 ***-**,2017315012708500009,3150000,서울특별시 강서구 방화대로**길 * (방화동),07605,,간판제작 및 시공,01,영업/정상,,,
주식회사 엘지씨엔에스,,185334.195824579,451069.230072513,2026-05-06 22:35:58,I,20,정상,2025-12-16 17:12:23,2018-01-12,서울특별시 강서구 마곡동 ***-* 엘지사이언스파크,2018315012708500001,3150000,"서울특별시 강서구 마곡중앙*로 **, 엘지사이언스파크 (마곡동)",07795,,"전광광고시스템(LED시스템)의 제작,설치,운영 및 광고영상제작",01,영업/정상,,,02-2099-0114
미도사,,183358.781703343,452095.608719712,2026-05-06 22:35:58,I,20,정상,2018-07-04 07:42:50,2018-07-03,,2018315012708500007,3150000,서울특별시 강서구 방화동로 *** (방화동),07604,,옥외광고물 제작 시공,01,영업/정상,,,
(주)대청기획,,186551.772704347,449488.203686315,2026-05-06 22:35:58,I,20,정상,2018-07-19 09:22:04,2018-07-18,,2018315012708500008,3150000,"서울특별시 강서구 까치산로 ***, 두산빌딩 *층 ***호 (화곡동)",07673,,광고물 제작,01,영업/정상,,,
신한기획,,187762.967619578,447536.64928216,2026-05-06 22:35:58,I,20,정상,2018-09-21 13:49:17,2018-09-19,서울특별시 강서구 화곡동 ***-*,2018315012708500009,3150000,서울특별시 강서구 국회대로 *** (화곡동),,,간판 및 광고물 제작,01,영업/정상,,,
미르기획,,193828.548624436,452924.683315447,2026-05-06 22:33:45,I,20,정상,2021-06-04 11:19:15,2002-11-21,서울특별시 서대문구 홍은동 ***-* (모래내길 ***),2002312008008200009,3120000,"서울특별시 서대문구 모래내로 *** (홍은동,(모래내길 ***))",,,광고물등제작,01,영업/정상,,,02-337-8777
예공아트플랜,,195419.534739831,454787.687286075,2026-05-06 22:33:47,I,20,정상,2011-05-12 10:59:06,2004-12-10,서울특별시 서대문구 홍제동 ***-** (세검정길 **),2004312012208500001,3120000,"서울특별시 서대문구 세검정로 **  (홍제동,(세검정길 **))",,,옥외광고물등제작,01,영업/정상,,,02-391-4016
성진앵글간판,,194890.51320553,454447.558028698,2026-05-06 22:33:47,I,20,정상,2020-08-26 18:22:58,2004-10-19,서울특별시 서대문구 홍은동 **-***,2004312012208500247,3120000,"서울특별시 서대문구 세검정로*길 **, *층 (홍은동)",03616,,옥외광고물등제작,01,영업/정상,,,02-379-9158
(주)동아닷컴,,196694.508582738,451070.359709608,2026-05-06 22:33:47,I,20,정상,2025-03-20 20:11:51,2025-03-20,서울특별시 서대문구 충정로*가 *** 동아일보사건물 (충정로 **),2005312012208500001,3120000,"서울특별시 서대문구 충정로 ** (충정로*가,동아일보사건물 (충정로 **))",,,옥외광고물등제작,01,영업/정상,,,02-360-0304
거산기업,,195334.547299946,455231.168466317,2026-05-06 22:33:47,I,30,휴업,2023-01-17 09:19:46,2017-01-05,서울특별시 서대문구 홍은동 *-***,2005312012208500003,3120000,서울특별시 서대문구 홍은중앙로*길 * (홍은동),03603,,옥외광고물등 제작,02,휴업,2022-05-25,2024-03-15,02-305-4093
동아기획,,192047.387576028,453036.385520417,2026-05-06 22:33:48,I,20,정상,2024-02-20 16:15:17,2020-07-13,서울특별시 서대문구 북가좌동 ***-*,2007312012208500004,3120000,서울특별시 서대문구 응암로 ** (북가좌동),,,옥외광고물등 제작,01,영업/정상,,,02-303-8254
HM홍미애드,,193869.859448536,451193.559758012,2026-05-06 22:33:48,I,20,정상,2017-06-20 17:13:33,2008-04-11,서울특별시 서대문구 연희동 ***-**,2008312009608500003,3120000,서울특별시 서대문구 성산로**길 * (연희동),03726,,광고물 제작,01,영업/정상,,,02-324-5608
꿈토탈디자인,,193038.856380874,453289.979191436,2026-05-06 22:33:50,I,20,정상,2013-05-24 10:07:16,2010-10-21,서울특별시 서대문구 남가좌동 *-***,2010312009608500002,3120000,서울특별시 서대문구 명지대*길 **  (남가좌동),,,옥외광고물 제작 및 설치,01,영업/정상,,,02-3147-2277
상호기획,,193195.112166213,451595.199977842,2026-05-06 22:33:50,I,30,휴업,2015-05-22 17:07:35,2010-03-15,서울특별시 서대문구 연희동 ***-***,2010312012208500001,3120000,서울특별시 서대문구 성산로 *** (연희동),,,옥외광고물제작,02,휴업,2013-06-01,2014-12-31,
나무향,,194193.288471124,453167.731370766,2026-05-06 22:33:50,I,20,정상,2015-11-19 13:58:05,2011-10-17,서울특별시 서대문구 홍은동 ***-** 지하 *호,2011312009608500002,3120000,"서울특별시 서대문구 모래내로 *** (홍은동, 한일빌딩)",03658,,옥외광고업,01,영업/정상,,,02-379-4628
개미기획,,194890.261203165,454098.458857376,2026-05-06 22:33:50,I,20,정상,2012-05-04 10:49:15,2012-05-04,서울특별시 서대문구 홍제동 ***-**,2012312009608500001,3120000,"서울특별시 서대문구 통일로**가길 공중 **, 홍제동 *층 (홍제동)",,,"현수막, 간판 제작",01,영업/정상,,,02-395-6406
(주)피델리커뮤니케이션즈,,194585.873997714,450780.170605758,2026-05-06 22:33:50,I,20,정상,2021-06-04 10:47:35,2012-06-27,서울특별시 서대문구 창천동 *-**,2012312009608500002,3120000,서울특별시 서대문구 명물길 ** (창천동),03776,,옥외광고업(간판제작),01,영업/정상,,,
디자인에스피,,193759.475501831,452044.895402485,2026-05-06 22:33:50,I,30,휴업,2023-01-13 17:08:59,2012-07-23,서울특별시 서대문구 연희동 ***-* 중앙빌딩 ***호,2012312009608500003,3120000,서울특별시 서대문구 증가로 ** (연희동),,,광고물제작,02,휴업,2023-01-01,,02-3142-7776
디자인에스피,,193759.475501831,452044.895402485,2026-05-06 22:33:50,I,30,휴업,2021-06-15 15:32:03,2012-07-23,,2012312009608500004,3120000,서울특별시 서대문구 증가로 ** (연희동),,,옥외광고물등 제작,02,휴업,2021-06-10,2024-06-09,
주식회사 이앤에스온,,195299.257010861,455212.522706298,2026-05-06 22:33:51,I,20,정상,2024-02-20 09:18:52,2024-02-02,서울특별시 서대문구 홍은동 **-***,2013312009608500001,3120000,"서울특별시 서대문구 홍은중앙로 **, *층 (홍은동)",,,간판 및 광고물 제조,01,영업/정상,,,02-373-7951
금강광고산업,,193492.316947996,453187.586248015,2026-05-06 22:33:51,I,20,정상,2019-03-25 10:41:42,2014-02-11,서울특별시 서대문구 홍은동 ***-**,2014312017508500001,3120000,서울특별시 서대문구 가좌로 ** (홍은동),,,간판및광고물,01,영업/정상,,,
태양기획,,195361.316894641,454629.55287535,2026-05-06 22:33:51,I,20,정상,2017-06-28 10:48:08,2017-06-28,서울특별시 서대문구 홍제동 ***-**,2014312017508500004,3120000,서울특별시 서대문구 세검정로 ** (홍제동),03622,,옥외광고물제작,01,영업/정상,,,
미공사,,196684.86737847,451861.569321739,2026-05-06 22:33:51,I,20,정상,2020-07-15 09:20:04,2014-10-23,서울특별시 서대문구 냉천동 ***-*,2014312017508500007,3120000,서울특별시 서대문구 통일로 *** (냉천동),,,간판및광고물,01,영업/정상,,,02-735-2751
정우광고,,196694.901281473,451850.228276597,2026-05-06 22:33:51,I,20,정상,2021-05-17 14:35:52,2015-05-15,서울특별시 서대문구 냉천동 ***,2015312017508500004,3120000,서울특별시 서대문구 통일로 *** (냉천동),03735,,간판제작,01,영업/정상,,,
성광애드,,195197.138259457,454464.993882202,2026-05-06 22:33:52,I,20,정상,2025-03-28 17:42:27,2016-12-05,서울특별시 서대문구 홍제동 ***-***,2016312017508500003,3120000,"서울특별시 서대문구 세검정로 **, *호 (홍제동)",03623,,"간판 제작 및, 시공",01,영업/정상,,,02-392-2309
싸인플러스(Sign Plus),,192236.640598809,453039.477025709,2026-05-06 22:33:52,I,20,정상,2019-02-20 11:09:24,2017-11-20,서울특별시 서대문구 북가좌동 **-* 수현아트빌 A동 ***호,2017312017508500004,3120000,"서울특별시 서대문구 응암로*길 ** (북가좌동, 수현아트빌)",03684,,광고물제작시공,01,영업/정상,,,
주식회사 지우,,184729.670153955,450716.326229816,2026-05-06 22:35:59,I,20,정상,2023-03-09 17:41:48,2021-01-11,서울특별시 강서구 마곡동 ***-*,2021315012708500001,3150000,"서울특별시 강서구 마곡중앙*로 **, A동 ***호 (마곡동)",07631,,옥외광고물 제작 등,01,영업/정상,,,
유니크웍스,,184708.91631646,451822.756997863,2026-05-06 22:35:59,I,20,정상,2022-06-24 16:50:06,2011-02-10,서울특별시 강서구 마곡동 ***-* 프라이빗타워타워*차,2021315012708500002,3150000,"서울특별시 강서구 마곡중앙로 ***, 프라이빗타워타워*차 *층 ***호 (마곡동)",07788,,광고물 계획및제작,01,영업/정상,,,
(주)윗트디자인,,183068.55405978,450983.319831035,2026-05-06 22:35:59,I,20,정상,2025-12-29 16:37:06,2021-03-10,서울특별시 강서구 공항동 **-*,2021315012708500003,3150000,"서울특별시 강서구 공항대로 **-*, **층 ****-**호 (공항동, 이스카이오피스텔)",07622,,"간판디자인,제작,시공",01,영업/정상,,,02-3409-7280
다원광고,,183193.419740204,450718.971862427,2026-05-06 22:35:59,I,20,정상,2021-04-28 17:06:03,2021-04-27,,2021315012708500004,3150000,"서울특별시 강서구 송정로 **-*, *층 (공항동)",07627,,,01,영업/정상,,,
상승종합통신(주),,187733.160920858,450747.952249309,2026-05-06 22:35:59,I,20,정상,2021-05-31 15:41:01,2021-05-28,,2021315012708500005,3150000,"서울특별시 강서구 양천로 ***-**, *층 ***호 (가양동, 한화비즈메트로*차)",07532,,,01,영업/정상,,,
대한광고기획,,183193.419740204,450718.971862427,2026-05-06 22:35:59,I,20,정상,2021-05-31 19:49:06,2021-05-31,,2021315012708500006,3150000,"서울특별시 강서구 송정로 **-*, *층 (공항동)",07627,,,01,영업/정상,,,
진성디자인,,185997.249331005,447326.548615694,2026-05-06 22:35:59,I,20,정상,2025-12-29 16:36:56,2021-06-08,서울특별시 강서구 화곡동 ***-*,2021315012708500007,3150000,서울특별시 강서구 강서로*나길 *** (화곡동),07780,,,01,영업/정상,,,
(주)신풍엔터프라이즈,,186010.726577028,451656.527784701,2026-05-06 22:35:59,I,20,정상,2022-11-29 14:12:18,2021-06-10,서울특별시 강서구 가양동 ***-* C&K하우스,2021315012708500008,3150000,"서울특별시 강서구 강서로**길 **, C&K하우스 (가양동)",07573,,광고물제작 및 광고대행,01,영업/정상,,,02-711-0373
(주)이누스디엔씨,,187786.88182671,449660.255225478,2026-05-06 22:35:59,I,20,정상,2021-12-21 18:17:40,2021-12-21,,2021315012708500013,3150000,"서울특별시 강서구 등촌로**길 **, 태진빌딩 ***호 (등촌동)",07667,,광고물 제작 설치,01,영업/정상,,,
버스터미디어주식회사,,186501.233192961,451485.251875922,2026-05-06 22:35:59,I,20,정상,2022-03-30 15:39:42,2022-01-18,,2022315012708500001,3150000,"서울특별시 강서구 양천로 ***, 강서한강자이타워 비동 ***호 (가양동)",07528,,버스 외부· 내부· 음성,01,영업/정상,,,02-2662-9678
드림애드,,183375.360957308,452240.329337361,2026-05-06 22:35:58,I,20,정상,2018-12-17 09:33:10,2018-12-14,서울특별시 강서구 방화동 ***-**,2018315012708500010,3150000,"서울특별시 강서구 양천로**길 **, *층 (방화동)",07604,,광고물 제작 설치,01,영업/정상,,,
주식회사 제이엔제이애드,,183382.861571856,452713.505241493,2026-05-06 22:35:58,I,20,정상,2023-03-31 14:23:55,2019-01-31,서울특별시 강서구 방화동 ***-* 하이포트,2019315012708500001,3150000,"서울특별시 강서구 금낭화로 ***, 하이포트 *층 ***호 (방화동)",07511,,교통광고,01,영업/정상,,,
주식회사 엠지토탈서비스,,186701.716498879,450468.655920947,2026-05-06 22:35:58,I,20,정상,2025-05-23 15:23:49,2019-05-03,서울특별시 강서구 화곡동 ****-** 새마을금고아이티센터,2019315012708500008,3150000,"서울특별시 강서구 공항대로 ***, 대지빌딩 *층 (화곡동)",07655,,옥외광고업,01,영업/정상,,,
위더온 We The On,,186915.480005327,451230.088219015,2026-05-06 22:35:58,I,20,정상,2021-07-28 17:18:50,2019-07-24,서울특별시 강서구 가양동 ****-* 이스타빌*차,2019315012708500010,3150000,"서울특별시 강서구 양천로**길 **-**, 이스타빌*차 ***호 (가양동)",07526,,옥외광고물 제작,01,영업/정상,,,
숨디자인,,186584.316870291,449070.555714062,2026-05-06 22:35:58,I,20,정상,2024-07-23 19:15:23,2019-10-21,서울특별시 강서구 화곡동 **-*** 신보빌라,2019315012708500012,3150000,"서울특별시 강서구 강서로**가길 **, A동 지층 B**호 (내발산동)",07639,,간판.실내장식,01,영업/정상,,,
애드샤인,,186757.844562838,449581.331308808,2026-05-06 22:35:59,I,20,정상,2022-11-30 15:34:59,2019-12-30,서울특별시 강서구 화곡동 ***-**,2019315012708500016,3150000,"서울특별시 강서구 까치산로**길 *-*, *층 (화곡동)",07662,,"광고기획, 간판제작 시공",01,영업/정상,,,
동네간판,,185894.242986273,451846.093543023,2026-05-06 22:35:59,I,20,정상,2024-12-18 11:35:11,2020-03-16,서울특별시 강서구 가양동 ***-*,2020315012708500005,3150000,"서울특별시 강서구 양천로 ***, *층 (가양동)",07523,,간판 및 현수막 제조,01,영업/정상,,,
